propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108494430,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/37/1e/1346582283.webp,C105,24,,449000.0,chalet,sale,135.0,,3,2,Pinosol - El Alcor - Peralejo,Madrid,El Escorial,Pinosol - El Alcor - Peralejo,es,,40.5477089,-4.108784,False,https://www.idealista.com/inmueble/108494430/,"Chalet en El Alcor, con 135 m² construidos, 700 metros de jardín, 3 dormitorios, 2 baños, 2 garaje/s, reformado, trastero, portero, piscina privada, 1 plantas del edificio, calefacción individual, combustible eléctrico, aire acondicionado frío/calor, agua caliente individual, energía agua eléctrica. ¡Increíble oportunidad en El Alcor 2, El Escorial! Ponemos a la venta este chalet independiente de tres dormitorios, completamente reformado y listo para entrar a vivir. Características destacadas:  Dormitorio principal de ensueño: Amplio y luminoso, con un fabuloso vestidor y baño en suite para tu máxima comodidad.  Dos dormitorios adicionales: Ambos equipados con armarios empotrados, perfectos para invitados o familia, y comparten un baño completo con plato de ducha.  Salón acogedor: Disfruta de las tardes junto a la chimenea de casete y mantén una temperatura ideal gracias al aire acondicionado. Un gran ventanal inunda de luz este espacio.  Cocina moderna y funcional: Completamente nueva, con una distribución pensada para el día a día. Se integra con un comedor contiguo y tiene acceso directo al jardín, ideal para tus reuniones. Toda la casa dispone de contraventanas de seguridad.  Garaje espacioso: Con una generosa superficie, aunque con un techo bajo, ofrece múltiples posibilidades de uso.  Parcela de 700 m²: Un oasis privado con una pequeña piscina para refrescarte en verano y una pérgola para disfrutar de momentos al aire libre. Este chalet representa la combinación perfecta de confort, diseño moderno y una ubicación privilegiada en El Escorial. ¡No dejes pasar estaoportunidad!",False,good,False,,3326.0,False,False,False,False,[],False,False,449000.0,€,chalet,"Pinosol - El Alcor - Peralejo, El Escorial",Casa independiente,490000.0,41000.0,8.0,independantHouse,True,True,
95463609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/7d/c9/1110974054.webp,240813-02,48,bj,720000.0,flat,sale,120.0,True,3,2,travesía de las Pozas,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4264943,-3.7070581,False,https://www.idealista.com/inmueble/95463609/,"CASAS Y MÁS vende preciosa y exclusiva vivienda en Travesía de las Pozas, EXPLOTÁNDOSE COMO VIVIENDA TURÍSTICA en el distrito Universidad-Malasaña. Ubicada en una tranquila calle en una emblemática zona de la ciudad, rodeada de importantes instituciones, así como un amplio abanico de servicios, comercios, restauración, cultura y ocio. A escasos metros de la estación de Noviciado (Línea 2) y a pocos minutos de Tribunal (Líneas 1 y 10), además de servicio de EMT. A escasos metros de la calle de San Bernardo, una importante arteria comercial y a tan solo unos minutos de paseo de la emblemática Gran Vía.  ¡Un privilegio de lugar! La vivienda: - Está totalmente reformada, con un cuidadísimo diseño y rehabilitación. Precioso suelo de tarima, y separación de ambientes con paredes de cristal. - La casa dispone de tres dormitorios: el dormitorio principal tiene el baño incorporado. - El salón y la cocina forman una sola pieza, lo que aporta una sensación de claridad y amplitud al disponer de dos estupendos ventanales al exterior. - El baño, da servicio a las dos habitaciones. preinstalación de aire acondicionado por conductos. - Como dato interesante y como joya de la casa, dispone de un hammam de 10 metros cuadrados. ¡Te encantará vivir en este bonito lugar! Si quieres más información o realizar una visita, envíame un WhatsApp al móvil: Javier. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. Gastos e impuestos de la compraventa NO INCLUÍDOS EN EL PRECIO PUBLICADO, (Notaría, ITP, Registro, Gestoría).",True,good,False,True,6000.0,False,False,False,False,[],False,False,720000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en travesía de las Pozas,,,,,,,
108746572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/92/c3/1353908327.webp,,26,2,500000.0,flat,sale,89.0,True,3,1,travesía de las Cañas,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4562655,-3.6590883,False,https://www.idealista.com/inmueble/108746572/,"¡Oportunidad única en Madrid! Este amplio piso de 89 m² en la codiciada zona de López de Hoyos y Arturo Soria está esperando por ti.  Con 3 luminosos dormitorios y un baño, este hogar ofrece un sinfín de posibilidades para actualizar y modernizar a tu gusto.  El salón, acogedor y con aire acondicionado, es perfecto para disfrutar de momentos en familia o con amigos.  La cocina equipada te permitirá empezar a cocinar desde el primer día. El suelo de parquet, que se puede acuchillar, añade un toque cálido y elegante al ambiente.  Aunque el piso se encuentra en la segunda planta sin ascensor, la ubicación es inmejorable: a solo 3 minutos a pie del metro de Arturo Soria y con excelente conexión de autobuses. Ideal para quienes buscan comodidad y accesibilidad en la capital . No dejes pasar esta oportunidad de transformar este espacio en el hogar de tus sueños. ¡Contáctanos para más información y ven a verlo!",False,renew,False,False,5618.0,False,False,False,False,[],False,False,500000.0,€,flat,"Colina, Madrid",Piso en travesía de las Cañas,,,,,,,
108193738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/24/d7/1336701396.webp,,24,bj,395000.0,flat,sale,91.0,True,2,2,calle del General Ramírez de Madrid,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4538463,-3.6968374,False,https://www.idealista.com/inmueble/108193738/,"'Agencia inmobiliaria MADRID INFANTA MERCEDES - CUZCO Oficina TECNOCASA VENDE piso en calle GENERAL RAMIREZ DE MADRID´ Con una superficie de 91 m2, este piso en planta baja ofrece un espacio acogedor y funcional. La vivienda cuenta con dos dormitorios bien distribuidos, ideales para el descanso y la privacidad. Además, dispone de dos baños completos, proporcionando comodidad para el día a día. Construida en 1959, esta propiedad combina el encanto de la arquitectura clásica con las comodidades modernas. La distribución del espacio está pensada para aprovechar al máximo cada rincón, ofreciendo un ambiente cálido y acogedor. La ubicación es inmejorable, con fácil acceso a servicios, transporte y zonas de ocio, lo que hace de este piso una opción atractiva para quienes buscan vivir en una zona céntrica y bien conectada. No pierdas la oportunidad de hacer de este lugar tu nuevo hogar.",False,good,False,True,4341.0,False,False,False,False,[],False,False,395000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle del General Ramírez de Madrid,420000.0,25000.0,6.0,,,,
95689198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/2f/af/925566164.webp,casa- solar pozuelo,33,,350000.0,chalet,sale,378.0,,7,2,"Virgen de la cabeza, 15",Madrid,Pozuelo del Rey,,es,,40.3673497,-3.3211275,True,https://www.idealista.com/inmueble/95689198/,"Casa de pueblo con 1.070 metros cuadrados de terreno a 50 metros de la plaza del pueblo. Con fachada a dos calles y posibilidad de fachada a tres calles. Con cueva subterránea de piedra de 80 m2. Media casa reformada y la otra media para reformar. Posibilidad de terreno para edificar más de 15 viviendas. Hipótesis del producto inmobiliario a desarrollar sobre el terreno:  La hipótesis para la parcela es:  Superficie del solar: 1070 m²  Edificabilidad máxima: 1070 m² x 1,1 m²/m² = 1.177 m² Número de viviendas: No dice las ordenanzas. Se considera 80 m² /vivienda.  1.177m²/80 m² = 14,71 viviendas = 14 o 15 viviendas.  Número de plazas mínimo: 14 o 15 plazas (1 plaza/vivienda) superficie ocupada 25 m² x 14 = 350 m² Ocupación Máxima: 60%  Fondo máximo: No dice.  Se plantea la construcción de dos edificios con fachadas a las calles Virgen de la Cabeza y la Ermita de formas dispares y ajustándose a la alineación de las fachadas existentes, con doble crujía y patios interiores. El resto de la parcela no ocupada por la edificación se destina a plazas de aparcamiento.",True,renew,False,,926.0,False,False,False,False,[],False,False,350000.0,€,chalet,Pozuelo del Rey,"Casa independiente en Virgen de la cabeza, 15",,,,independantHouse,True,True,
101749755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/7c/3d/1294361969.webp,VI-000-047-720-674,26,1,140000.0,flat,sale,71.0,,2,1,Centro,Madrid,Aranjuez,Centro,es,,40.0316948,-3.6000707,False,https://www.idealista.com/inmueble/101749755/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 11/2027.  Piso de obra nueva en Aranjuez, Madrid. Vivienda de 70 m² distribuida en salón-comedor, cocina abierta al comedor equipada con placa vitrocerámica y campana extractora, 2 habitaciones con armarios empotrados y 1 baño completo. Dotada de carpintería de aluminio y parqué en el comedor y la habitaciones. Finca con ascensor. Está situada en una zona cerca de servicios, comercios y paradas de autobús. Con fácil acceso a la R-4 y la M-305.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,1972.0,True,False,False,False,[],False,False,140000.0,€,flat,"Centro, Aranjuez",Piso,146500.0,6500.0,4.0,,,,
107161245,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e6/4f/67/1304819437.webp,Venta Hortaleza,63,3,879000.0,flat,sale,130.0,True,3,3,"calle de Hortaleza, 28",Madrid,Madrid,Centro,es,Chueca-Justicia,40.4214994,-3.6999698,True,https://www.idealista.com/inmueble/107161245/,"¡Oportunidad única en el corazón de Madrid!  Presentamos esta magnífica vivienda situada en la emblemática calle Hortaleza, que combina lo mejor de dos mundos: una parte exterior y otra interior, ofreciendo versatilidad y rentabilidad.  Con un total de 130 m² construidos, esta propiedad se encuentra dividida actualmente en dos viviendas independientes.  La vivienda exterior cuenta con 1 dormitorio y 1 baño, ideal para alquiler turístico, generando más de 5.000 € netos mensuales.  Por otro lado, la vivienda interior ofrece 2 dormitorios y 2 baños, con vistas a un luminoso patio. Ambas viviendas están completamente amuebladas y equipadas, listas para entrar a vivir o continuar con su explotación turística.  Disfruta de dos encantadores balcones que dan a la calle Hortaleza y una terraza perfecta para relajarse.  Además, cuenta con armarios empotrados, calefacción de gas natural y aire acondicionado para tu máximo confort. Ubicada en una tercera planta con ascensor y acceso adaptado para personas con movilidad reducida, esta propiedad es una oportunidad de venta urgente que no puedes dejar pasar.  ¡Ven a descubrir el potencial de esta joya inmobiliaria en pleno centro de la ciudad! Urge Su Venta.",True,good,False,True,6762.0,False,False,False,False,[],False,False,879000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de Hortaleza, 28",,,,,,,
108422940,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/bb/c8/1344438376.webp,,41,4,199000.0,flat,sale,58.0,False,2,1,calle del Amparo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4111615,-3.7031922,False,https://www.idealista.com/inmueble/108422940/,"Piso muy luminoso con vistas a los tejados de Madrid, con los dormitorios abuhardillados a escasos metros de la estación de Lavapiés, muy bien comunicado a 10 minutos de la Puerta del Sol. Consta de salón, 2 dormitorios y baño. , aire acondicionado frio/calor, armarios empotrados de gran capacidad. Zona totalmente consolidada y dotada, con todo tipo de servicios (ocio, restauración, transportes, colegios, universidades, centros de salud, etc.. . ). Somos una empresa joven y dinámica que entiende las necesidades de nuestros clientes y ofrece soluciones para cada caso. Llevamos años en el sector inmobiliario y tenemos la suerte de haber formado un gran equipo de personas y profesionales. Ponemos mucho empeño y utilizamos la transparencia para que las cosas salgan bien, lo primero para nosotros son las personas, por eso queremos conocerte. Porque en cada compra, venta o alquiler, PENSAMOS EN TI. VETUCA es tu consultora inmobiliaria para la venta y alquiler rápido y seguro. Especialistas en las mejores zonas de Madrid, cubriendo todas las necesidades inmobiliarias, tasaciones inmobiliarias gratuitas valor de mercado. VENDEMOS TU CASA. No dudes en llamarnos, estamos a tu disposición. "". "". "". "".",True,good,False,False,3431.0,False,False,False,False,[],False,False,199000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,,,,,,,
108551797,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/60/03/1348225766.webp,Mesejo Bajo 2 dormitorios,33,bj,314000.0,flat,sale,56.0,False,2,2,"calle de Los Mesejo, 22",Madrid,Madrid,Retiro,es,Adelfas,40.4014395,-3.6690703,True,https://www.idealista.com/inmueble/108551797/,"Apartamento a estrenar, acogedor, luminoso y soleado, perfecta distribución con ventanas en todas las habitaciones, con terraza patio de propiedad y uso privativo reconocido en escrituras. Muy silencioso.  Es exterior porque da a la zona de acceso común al edificio (zonas comunes) pero no donde transitan los peatones, teniendo por lo tanto tránsito sólo de vecinos del edificio, lo que le da mayor intimidad y es menos ruidoso que los que dan a la calle.  Ubicado en el barrio de Adelfas en la zona de Pacífico.  Vivienda totalmente reformada con una distribución muy cómoda y práctica. Distribuida en 2 habitaciones, 2 baños completos y salón con cocina americana.  La vivienda se encuentra en edificio clásico Madrileño, con acceso tipo corrala pero portales que dan a la calle independientes, se encuentra en un bajo del edificio pero con un acceso muy amplio a exterior, pero dentro del edificio, lo que le hace muy silencioso. Reformada con la siguiente distribución: Accedemos a la vivienda con un pequeño hall y acceso directo al salón con cocina americana.   El salón cuadrado amueblado con sofá de dos plazas, mesitas bajas, mesa de comedor extensible y decoración. En el mismo espacio cocina americana con encimera de piedra natural, trasera de espejo ahumado y electrodomésticos: frigorífico, horno, lavavajillas y vitrocerámica.  El salón con orientación Sur que recibe gran luz natural todo el centro del día. Junto al salón se ha ubicado un cuarto de baño completo con ducha y mampara, tanto de cortesía como para uso diario.  En el lateral de la cocina accedemos a la zona de las habitaciones. Dos dormitorios dobles con puerta acristalada al patio terraza ambos, con mucha luz y sol el centro del día. Su orientación y disposición del patio al que da hace que tenga muchísima luz durante todo el día y sol en el centro del durante varias horas. Ambos dormitorios con acceso a la terraza, con camas dobles con canapé de almacenaje y armarios empotrados. Uno de los dormitorios cuenta con un baño tipo suite con ducha y mampara y escritorio con estanterías muy agradable junto a la terraza. La terraza de uno 7 m2 se ha dotado de un armario de almacenaje donde se ha ubicado la lavadora. Con espacio para una mesa y sillas es lugar ideal y desahogo para las habitaciones a través de las cuales se accede a dicha terraza.  Reforma integral con paredes lisas, suelos AC5 color madera, suelo porcelánico en cocina, aire acondicionado, ventiladores en dormitorios y radiadores eléctricos. Ideal para vivir o como inversión. Alquiler estimado 1.500. -€/mes: perfecto para compartir. Se vende amueblado con todos los electrodomésticos a excepción de detalles de decoración.  El barrio de Adelfas, se encuentra junto a la calle Cavanilles, Doctor Esquerdo y Plaza de Conde de Casal. Con multitud de comercios, zonas verdes, a 15 minutos del Parque del Retiro, Colegios, Hospitales y salida directa a M30 - M40 Y Carretera de Valencia.  Metro: Pacífico y Conde de Casal.",False,good,False,False,5607.0,False,False,False,False,[],False,False,314000.0,€,flat,"Adelfas, Madrid","Piso en calle de Los Mesejo, 22",,,,,,,
108538701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/c4/fe/1347964452.webp,,31,10,835000.0,flat,sale,180.0,True,5,3,"CL SIRIO, 60",Madrid,Madrid,Retiro,es,Estrella,40.4094446,-3.6649074,True,https://www.idealista.com/inmueble/108538701/,"¡OPORTUNIDAD! SIB servicios inmobiliarios vende en exclusiva un fantástico piso en una ubicación inmejorable, el Barrio de la Estrella. Este magnífico inmueble tiene registrados 180 METROS EN ESCRITURA. Actualmente está distribuido en CUATRO dormitorios ( TODOS EXTERIORES), más un QUINTO de servicio, un ESPECTACULAR SALÓN-COMEDOR de 40 METROS CUADRADOS, COCINA TOTALMENTE EQUIPADA con todos los electrodomésticos, DOS cuartos de baño, situado uno de ellos en suite en el dormitorio principal y UN ASEO. La terraza tendedero se metió en la cocina originando la actual configuración. Esta redistribución más la integración de la terraza en el salón, ha generado una GANANCIA DE METROS ÚTILES DE VIVIENDA.    Todas las habitaciones cuentan con armarios empotrados. La pintura de la casa es lisa y el suelo es de parquet. La vivienda fue renovada integralmente en 2004, por lo tanto, tanto la electricidad como la fontanería están renovadas. La casa viene dotada con ventanas dobles climalit por lo que  su aislamiento permite un alto grado de SILENCIO y TRANQUILIDAD. La vivienda se vende con un CUARTO TRASTERO y una AMPLIA PLAZA DE GARAJE PARA COCHE GRANDE. Esta finca cuenta con CÁMARAS DE SEGURIDAD, PORTERO FÍSICO y VÍDEO PORTERO con PUERTA AUTOMÁTICA. EL bloque dispone de rampas de acceso y de plataformas de subida para personas con movilidad reducida. El Barrio de la Estrella destaca por ser una de las ZONAS RESIDENCIALES más TRANQUILAS y SEGURAS de Madrid donde podrás disfrutar de diversas zonas verdes y parques tales como el PARQUE DE ROMA y el PARQUE DEL RETIRO (a tan sólo 10 minutos andando).  Este barrio es IDEAL PARA FAMILIAS, ya que podrás encontrar una gran oferta de centros educativos, tales como el colegio Agustiniano, Los Olmos, Pureza de María, Ciudad de Roma, Montserrat etc. Así mismo, dispondrás de una gran variedad de supermercados: DÍA PLAZA, Ahorramás, ALCAMPO, etc. y de varios centros hospitalarios como El Hospital Gregorio Marañón, Hospital Beata Mariana y el Hospital Universitario Niño Jesús. Otro atractivo de la zona es LA GRAN COMUNICACIÓN, ya que tenemos una parada de autobús a tan sólo unos pasos del piso con las líneas 20, 30 y 32 que conectan con el centro. Igualmente, a escasos 5 minutos andando se sitúa el metro de ESTRELLA (L9) y CONDE DE CASAL (L6). Los accesos a la M30 Sur y Norte quedan muy próximos a la vivienda. ¡NO PIERDAS LA OCASIÓN DE VIVIR EN UNO DE LOS MEJORES BARRIOS DE MADRID!",True,good,False,True,4639.0,False,False,False,False,[],False,False,835000.0,€,flat,"Estrella, Madrid","Piso en Cl Sirio, 60",,,,,True,True,
108899887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/12/65/1358343171.webp,VTA.MSSSJF,31,bj,610000.0,flat,sale,124.0,True,1,2,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,Trafalgar,40.4276283,-3.6984426,False,https://www.idealista.com/inmueble/108899887/,"LOCAL EN CHAMBERÍ – CALLE MANUEL SILVELA Superficie: 125 m² catastrales | 1 habitación | 2 baños | Semisótano exterior | Espacio adaptado como estudio de grabación Ubicada en una de las zonas más atractivas y mejor comunicadas de Chamberí, esta singular propiedad se sitúa en Juan de Manuel Silvela, a pocos pasos de la Glorieta de Bilbao y rodeada de todos los servicios. La zona ofrece una excelente conectividad, gracias al Metro Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10) y múltiples líneas de autobús. El inmueble se encuentra en un semisótano exterior con orientación este, lo que garantiza buena ventilación y entrada de luz natural. Ha sido objeto de una reforma parcial, en la que destaca sus amplios espacios diáfanos. Una de las principales ventajas de esta vivienda es que aproximadamente la mitad del espacio ha sido acondicionado como un estudio de grabación profesional, con aislamiento acústico, distribución técnica y condiciones óptimas tanto para producción musical como para grabaciones de voz, podcasts o edición audiovisual. Es ideal para profesionales del sector creativo o para quienes deseen combinar vivienda y espacio de trabajo especializado. La distribución general incluye una habitación principal amplia, dos zonas funcionales (una de ellas con salida a un patio interior luminoso), un baño completo y un aseo. La propiedad ofrece una gran versatilidad para adecuarse tanto a uso residencial como profesional. Vivir en esta zona de Trafalgar-Chamberí es disfrutar de un entorno dinámico, cultural y residencial, con mercados, restaurantes, teatros y comercios a pie de calle, en uno de los barrios más cotizados de Madrid. No dejes pasar esta oportunidad única de vivir y trabajar en un mismo lugar, en pleno centro de Madrid. Contáctanos para más información o para agendar una visita.",False,good,False,True,4919.0,False,False,False,False,[],False,False,610000.0,€,flat,"Trafalgar, Madrid",Piso,,,,,,,
106013772,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/b6/f2/1269910001.webp,,53,,235000.0,chalet,sale,80.0,,2,1,camino de la Calle Alta,Madrid,Colmenar de Oreja,,es,,40.0557348,-3.5088833,False,https://www.idealista.com/inmueble/106013772/,"ARANGESTION INMOBILIARIA PONE A LA VENTA EXCLUSIVA PROPIEDAD CATALOGADO COMO FINCA RUSTICA. ¡Descubre tu nuevo hogar en este impresionante chalet independiente! Situado en una parcela de 3500 m2, esta vivienda de 78 metros útiles ofrece todo lo que necesitas para vivir con comodidad y estilo. Con DOS dormitorios y dos baños, esta casa es perfecta para familias que buscan espacio y funcionalidad. La cocina y el amplio salón con chimenea te invitan a disfrutar de momentos inolvidables en familia. El aire acondicionado inverter en el pasillo y el salón garantizan un ambiente fresco durante el verano,  El porche con vistas a la amplia parcela, el jardín con piscina privada de depuradora salina, crean un entorno idílico para relajarse y disfrutar del aire libre. Además, la terraza y el porche ofrecen vistas al fabuloso jardín lleno de plantas y flores aromáticas y árboles frutales. La casa cuenta con dos espaciosos dormitorios, cocina independiente, comedor con chimenea de leña y cuarto de baño con plato de ducha. Esta vivienda está orientada hacia el norte, sur, este y oeste, aprovechando al máximo la luz natural. El patio delantero con jardineras y enredaderas en el perímetro añade un toque de verdor y privacidad. En la parcela, encontrarás un jardín con césped, una barbacoa y una piscina de agua salada, ideal para refrescarte en los días calurosos. El porche rodea toda la casa, proporcionando múltiples espacios para disfrutar del exterior. No pierdas la oportunidad de vivir en esta maravillosa casa que combina confort, elegancia y naturaleza en un solo lugar. Dispone de dos zonas de barbacoa, una con un horno de barro construido de forma natural donde podrás hacer tus propios asados al aire libre y con leña, horno artesano. Su precio ha sido recientemente rebajado. LA OTRA ES UNA BARBACOA SOBRE ENCIMERAS CON PILA DE AGUA, LUZ Y TODOS LOS ELEMENTOS NECESARIOS PARA DISFRUTAR EL AIRE LIBRE. LA PROPIEDAD SE VENDE CON TODOS LOS ELEMENTOS, INCLUIDAS LAS CASETAS  DE JARDIN CON SUS HERRAMIENTAS, SOLO ENTAR A VIVIR, TAMBIEN AMUEBLADA   ¡Ven a visitarla y enamórate! NO DUDES EN CONCERTAR UNA VISITA.",False,good,False,,2938.0,False,False,False,False,[],False,False,235000.0,€,chalet,Colmenar de Oreja,Casa independiente en camino de la Calle Alta,,,,independantHouse,True,True,
108834746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/59/59/1357129630.webp,000233,18,bj,650000.0,flat,sale,95.0,True,3,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4243875,-3.7074025,False,https://www.idealista.com/inmueble/108834746/,"MONTELI LUXURY REALTY comercializa espectacular piso en una calle tranquila del animado barrio de Malasaña de Madrid. Cuenta con una superficie de 95 m² construidos. La vivienda se ha reformado completamente hace 5 años y esta enfocada en el alquiler con una alta rentabilidad. Dispone de tres amplios dormitorios y dos baños completos. Cuenta con sistema de climatización por aire acondicionado y calefacción para máximo confort durante todo el año. La entrada a pie de calle ofrece un acceso independiente y cómodo, ideal tanto para residencia habitual como para inversión. El cambio de uso a residencial ya se ha realizado. Gracias a su ubicación privilegiada y características exclusivas, esta propiedad ofrece un gran potencial de rentabilidad en alquiler de corta o media estancia. Una oportunidad única para vivir o invertir en una de las zonas con más demanda y proyección de Madrid.",False,good,False,False,6842.0,True,False,False,False,[],False,False,650000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,,,,,,,
108762462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/e7/4f/1354398050.webp,,22,2,390000.0,flat,sale,125.0,True,4,2,calle Juan Bautista Monegro,Madrid,Torrejón de Ardoz,Sureste,es,,40.4604834,-3.4392642,False,https://www.idealista.com/inmueble/108762462/,"LOOK HOUSE con mas de 30 años en el sector quiere que descubras tu nuevo hogar en El Soto de Torrejón de Ardoz. URB PRIVADA CON PISCINA, DOS PLAZAS DE GARAJE Y TRASTERO a 2 min andado a la estacion de Renfe del SOTO de Torrejon de Ardoz.  ! Este espectacular piso en venta, construido en 2009, ofrece una combinación perfecta de comodidad y estilo. Con 125 m² distribuidos en cuatro amplios dormitorios, un salón independiente con doble comunicación y una cocina totalmente amueblada, cada rincón de esta vivienda invita a disfrutar de la vida. Además, cuenta con dos baños completos y armarios empotrados que optimizan el espacio. La propiedad se encuentra en una amplia urbanización privada que incluye portero físico, jardines cuidados, una gran piscina y un parque infantil, ideal para disfrutar en familia. Situado en la segunda planta, podrás disfrutar de vistas despejadas a amplias avenidas y la tranquilidad que ofrece la zona. La calefacción de gas natural y las ventanas de aluminio climalit garantizan un ambiente cálido y acogedor durante todo el año. Ubicado a solo 2 minutos a pie de la estación de Renfe (El Soto), tendrás fácil acceso al transporte público y estarás rodeado de todos los servicios necesarios para tu día a día. Además, incluye dos plazas de garaje y un trastero en el precio, lo que añade un gran valor a esta oferta. No dejes pasar la oportunidad de vivir en un lugar donde cada detalle ha sido pensado para tu comodidad. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,3120.0,False,False,False,False,[],False,False,390000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en calle Juan Bautista Monegro,,,,,True,True,
108298614,https://img4.idealista.com/blur/480_360_mq/180/id.pro.es.image.master/5e/8a/92/1339954831.webp,,44,2,249000.0,flat,sale,95.0,True,3,1,calle Pintor Murillo,Madrid,Móstoles,Norte - Universidad,es,,40.3265995,-3.8664128,False,https://www.idealista.com/inmueble/108298614/,"PISO MUY LUMINOSO EN EL CENTRO DE MÓSTOLES MUY CERCA DEL TRANSPORTE PÚBLICO. ""EL COMPRADOR NO PAGA AGENCIA"" Piso exterior muy luminoso, de unos 80m2, tiene tres habitaciones, salón, cocina, un baño, terraza acristalada, una plaza de garaje y ascensor desde el garaje, en el portal tiene rampa hasta el garaje y hasta el ascensor, ideal para personas con movilidad reducida. El piso es muy soleado, con dobles ventanas a la calle en todo el piso. El salón comedor de unos 15m2, con la terraza acristalada. El baño tienen plato de ducha y muebles de lavabo. La cocina con electrodomésticos (frigorífico con congelador, lavadora, horno y placa Vitrocerámica). En el pasillo hay un armario empotrado multiusos. Suelos de terrazo. La calefacción de Gas Natural y aire acondicionado. La zona es muy tranquila y con el transporte a muy cerca. La fachada del edificio recientemente arreglada este año, este piso ya tiene pagado por completo este arreglo. Equipamiento La puerta de entrada es de seguridad. Armarios empotrados. Plato de ducha. Mueble de lavabo.  Suelos de terrazo. Doble ventana de aluminio. Caldera. Bomba de calor (Aire acondicionado y calefacción). Terraza acristalada Armario empotrado en el pasillo Ascensor Garaje Situación En el centro de Móstoles, muy cerca del transporte público y de todo el comercio. ¡No deje escapar esta oportunidad!  Concierte una cita con nosotros para visitar esta vivienda.",True,good,False,True,2621.0,False,False,False,False,[],False,False,249000.0,€,flat,"Norte - Universidad, Móstoles",Piso en calle Pintor Murillo,,,,,True,True,
