propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.parkingSpacePrice
108845627,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/c5/8d/1356813643.webp,,129,,298700.0,chalet,sale,147.0,,3,1,"calle Toledo, 5",Madrid,Ribatejada,,es,40.6477936,-3.4051603,True,https://www.idealista.com/inmueble/108845627/,"INMOTORREJON A. DE PASCUAL VENDE EN EXCLUSIVA FANTASTICO CHALET INDEPENDIENTE EN URBANIZACIÓN PARAJE DEL ARZOBISPO - RIBATEJADA. El inmueble se distribuye en: 3 dormitorios, 1 baño completo, amplio salón y cocina. Además el chalet posee 1 trastero de 15 m2 y un almacén de 37 m2. La superficie gráfica de la parcela / finca es de 2.900 m2. El inmueble se encuentra en PERFECTO ESTADO y PARA ENTRAR A VIVIR, tal cual puede verse en el reportaje fotográfico. Como características más reseñables cabe destacar: - Puerta de entrada de hierro. - Puertas interiores de contrachapado. - Suelos de plaqueta en toda la vivienda. - Ventanas correderas de aluminio con cristal simple y mosquiteras en todas las ventanas. - Aire acondicionado con bomba de calor en salón y dormitorio de matrimonio. - Ventilador de techo lámpara tanto en el salón como en todas las habitaciones. - Paredes lisas. - Agua caliente por termo eléctrico. - Buhardilla / bajo cubierta con cámara de aire para todo el inmueble. - Instalación eléctrica en perfecto estado. - Fontanería en perfecto estado. - Chimenea preparada y hecha, tan sólo falta volver a hacer el hueco en la pared. La canalización ya está hecha. - Pasarela de hormigón y plaqueta desde la puerta exterior hasta la mismísima puerta de casa. - Barbacoa de obra ya hecha. - Porche con cerramiento corredizo. - Terraza patio con pérgola. - Baño completo con bañera y ventana. - Vivienda totalmente exterior con sol tanto de mañana como de tarde. - Vivienda independiente totalmente exterior y con todas las estancias distribuidas en una sola planta. - Calefacción por bomba de calor. - Parcela con superficie gráfica de 2.900 m2. - Urbanización con calles asfaltadas y buenas salidas y accesos.  Si necesita financiación, en INMOTORREJON tenemos a FINANSAL SOLUCIONES HIPOTECARIAS, nuestro propio departamento de intermediación financiera que concede hasta el 100% de hipoteca. Venga a visitar esta estupenda vivienda e infórmese sin ningún tipo de compromiso por su parte. Le haremos un estudio financiero personalizado en el cual estudiaremos su perfil socio económico y le informaremos de cual es la hipoteca que mejor se adapta a sus necesidades para la compraventa de vivienda. Solicite una visita al inmueble o venga a nuestra oficina, estamos ubicados en CALLE DE ENMEDIO 14 - TORREJON DE ARDOZ (MADRID) Gracias por la atención que me ha prestado. Reciba un cordial saludo.",False,good,False,,2032.0,False,False,False,False,[],False,False,298700.0,€,,,,True,True,chalet,independantHouse,Ribatejada,"Casa independiente en calle Toledo, 5",Destacado,,
106669213,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/2d/fd/1307673770.webp,WGI00803,35,,363000.0,chalet,sale,213.0,,5,2,calle Viñagrande,Madrid,Torrelaguna,,es,40.8296526,-3.5425238,False,https://www.idealista.com/inmueble/106669213/,"WGI (WeGet Inmobiliaria) VENDE en exclusiva este FANTÁSTICO CHALET INDIVIDUAL de 213 m2 con VISTAS INMEJORABLES. Se ubica en una zona muy bien comunicada del municipio, contando con paradas de autobús a escasos metros de la vivienda, centro médico, restaurantes y colegios a 2 minutos de casa. El inmueble cuenta con AMPLIO salón comedor con grandes ventanales lo que permite que el ambiente sea muy LUMINOSO, UN PATIO privado al que se accede desde el salón y que tiene un gran huerto. El inmueble se distribuye de la siguiente manera; En la parte exterior nos encontramos un GARAJE con gran capacidad, con posibilidad de aparcar hasta 2 vehículos en su interior y en la parte posterior de la vivienda encontramos un HUERTO y un COBERTIZO donde podríamos aparcar 1 vehículo más, lo que hace que la vivienda disponga de la posibilidad de aparcar hasta 3 vehículos En la planta baja encontramos un amplio salón comedor, que tiene CHIMENEA en perfecto estado y utilidad, salida a la TERRAZA, 1 cocina totalmente equipada con salida a el patio trasero y despensa, una habitación y un baño en la planta completo con plato de ducha. En la segunda planta encontramos 4 habitaciones individuales, con armarios empotrados vestidos y muy buena ILUMINACIÓN. Un baño totalmente equipado con bañera.  Además, tenemos en planta, la habitación principal, con armarios amplios y empotrados y un baño en SUIT totalmente equipado y con ventilación. No dude en ponerse en contacto a través de nuestro teléfono y le daremos cuanta información necesite para concertar una visita a la vivienda.",True,good,False,,1704.0,False,False,False,False,[],False,False,363000.0,€,,,,True,True,chalet,independantHouse,Torrelaguna,Casa independiente en calle Viñagrande,Destacado,,
108149542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/ee/20/1335333937.webp,869763,33,6,299000.0,flat,sale,78.0,True,2,2,calle de la Maquinilla,Madrid,Madrid,Puente de Vallecas,es,40.3809379,-3.6383549,False,https://www.idealista.com/inmueble/108149542/,"Housfy vende piso en Puente de Vallecas, Madrid, una vivienda luminosa y ubicada en un entorno idóneo. El piso fue construido hace solo 19 años en Puente de Vallecas. Sus 78 m2 están perfectamente distribuidos, creando un espacio cómodo para el día a día. ****Contrato de alquiler en vigor hasta 2027**** Características: - 6ºº planta exterior con ascensor en finca de 2006. - Maravilloso piso de 78 m2 en Palomeras sureste. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Coqueto salón amplio y luminoso, siendo además, un espacio agradable estupendo para visitas de amigos y familiares. - Cocina independiente con todo lo necesario.  - 2 habitaciones de buen tamaño y dos baños completos. (Habitación principal con baño en suite). - Con plaza de garaje incluida. - Este piso cuenta también con un apropiado trastero. - Una puerta blindada para garantizar su seguridad en todo momento. - El confort está garantizado ya que dispone de aire acondicionado y calefacción. - Disfruta de la opción de armarios empotrados. - Piscina comunitaria en la que podrás disfrutar del buen tiempo y de la tranquilidad de la zona con toda tu familia y amigos. - Además cuenta con zonas verdes, piscina, zona deportiva, cancha de padel. - La urbanización cuenta con conserje/seguridad física las 24h. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. Sobre nosotros Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922 Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,3833.0,False,True,False,False,[],False,False,299000.0,€,,,,True,True,flat,,"Palomeras sureste, Madrid",Piso en calle de la Maquinilla,Destacado,Palomeras sureste,
108015939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/a1/c8/1331287589.webp,LCM36151-Oporto,35,2,336000.0,flat,sale,80.0,True,3,1,travesía Juan Francisco,Madrid,Madrid,Carabanchel,es,40.3874307,-3.7317911,False,https://www.idealista.com/inmueble/108015939/,"¡La Casa Agency se complace en presentar esta increíble y exclusiva vivienda! Situada en una 2da planta exterior sin ascensor, esta propiedad destaca por su luminosidad, cuenta con 3 habitaciones, 1 baño y trastero. Con una superficie construida de 80m², la distribución del inmueble incluye un amplio salón-comedor con salida a la terraza, ventilación cruzada con la cocina que es independiente y está equipada, baño con bañera y la habitación principal cuenta c armario empotrado. El sistema de calefacción es central, dispone de gas natural. Los suelos son de gres y las ventanas son de aluminio, En el precio se incluye el trastero. La propiedad está excelentemente comunicada por transporte público, con las líneas de autobús 34, 35 y 119, así como la estación de metro Oporto (Líneas 5 y 6), lo que facilita el acceso al centro de la ciudad. Contamos con un departamento financiero, FINANZATE (Intermediación Financiera Eurocredit MAD S. L. ), donde podrás recibir asesoramiento gratuito y sin compromiso para explorar tus opciones y aumentar tus posibilidades al momento de comprar. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,False,4200.0,False,False,False,False,[],False,False,336000.0,€,,,,,,flat,,"Puerta Bonita, Madrid",Piso en travesía Juan Francisco,Destacado,Puerta Bonita,
100233420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/72/c4/1074400739.webp,,94,,1345000.0,chalet,sale,452.0,,5,4,"calle Av. Armada Española, 13",Madrid,Boadilla del Monte,Cortijo Sur,es,40.4280932,-3.922384,True,https://www.idealista.com/inmueble/100233420/,"Magnífico chalet pareado ubicado en una exclusiva urbanización en Boadilla del Monte. Esta propiedad goza de una situación privilegiada, cercana al centro de Boadilla del Monte y a tan solo unos minutos del colegio St. Michael's y Mirabal Infantil. Además, se encuentra a pocos metros del club deportivo de Parque Boadilla. La urbanización cuenta con vigilancia en la entrada, con cámaras y personal las 24 horas, brindando así una gran seguridad a sus residentes. Con más de 300 viviendas, esta urbanización ofrece un entorno tranquilo y familiar. Este chalet pareado ofrece impresionantes vistas a la sierra y al monte de Guadarrama, lo que permite disfrutar de un entorno natural único. Además, cuenta con accesos cómodos y una amplia variedad de zonas deportivas, como pistas de tenis, pádel, piscina común y piscina infantil. El centro social de la urbanización ofrece servicios como bar, restaurante, gimnasio, peluquería, zona de estudio y w.c., brindando así comodidad y facilidades a sus residentes. Esta casa en esquina cuenta con solo un vecino, lo que garantiza mayor privacidad. La vivienda se distingue por sus calidades premium, con detalles como piscina con catarata en el jardín, domótica, persianas eléctricas y luces controladas por Alexa. Además, gracias a la geotermia, se logra una eficiencia energética destacada. En cuanto a la distribución, la casa cuenta con un aseo de cortesía completo, una habitación estudio, una amplia cocina y una zona de reparto luminosa. La escalera, con barandilla de cristal grueso, conduce a la planta superior, donde encontramos un recibidor y cuatro habitaciones. Dos de estas habitaciones comparten un gran baño y disponen de terraza, mientras que las otras dos cuentan con baño en suite y también tienen terraza. La habitación principal destaca por su gran vestidor. Además, existe la posibilidad de incorporar un ascensor en el hueco de la escalera. El sótano, con luz natural y patio inglés, ofrece un amplio espacio para un salón y un gimnasio, así como un cuarto de máquinas. La propiedad cuenta con acceso directo a dos plazas de garaje, con un total de 60m². Con 452m² construidos, esta impresionante casa pareada cuenta con 5 dormitorios, 4 baños, terraza, balcón, armarios empotrados y trastero. Fue construida en el año 2019 y se encuentra en excelente estado. La orientación de la propiedad es Norte, Sur, Este y Oeste, lo que permite disfrutar de una gran luminosidad en todas las estancias. La parcela tiene un tamaño de 120m² y se incluye una plaza de garaje. No pierdas la oportunidad de adquirir esta magnífica propiedad en una de las mejores zonas de Boadilla del Monte.",False,good,False,,2976.0,False,False,False,False,[],False,False,1345000.0,€,,,,True,True,chalet,semidetachedHouse,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Av. Armada Española, 13",Destacado,,
107749301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/0c/54/1322174574.webp,LCM35851,41,1,525000.0,flat,sale,119.0,True,2,2,calle del Prado,Madrid,Madrid,Centro,es,40.4136731,-3.7008951,False,https://www.idealista.com/inmueble/107749301/,"¡VIVIENDA REFORMADA JUNTO A PLAZA SANTA ANA! EDIFICIO CON ITE FAVORABLE Magnífico piso ubicado en el prestigioso barrio de Cortes, en pleno distrito Centro de Madrid. Situado en una de las zonas más cotizadas de la capital, este inmueble destaca por su altura y por ofrecer una combinación ideal de confort, diseño y exclusividad. Construida en 1900, la vivienda cuenta con 119 m² construidos y ha sido reformada para ofrecer un estilo contemporáneo, con espacios amplios y bien aprovechados, perfectos para quienes buscan vivir con elegancia en el corazón de la ciudad. Dispone de dos dormitorios principales y dos baños completos, ideales para garantizar privacidad y bienestar a sus residentes. Entre sus características destacan los armarios empotrados en cada habitación, que aportan funcionalidad y orden, los suelos de tarima que añaden calidez al ambiente, y un portal impecable que refleja el cuidado del edificio. Gracias a sus grandes ventanales, la luz natural fluye durante todo el día, haciendo de esta vivienda un lugar luminoso y acogedor. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,True,4412.0,False,True,False,False,[],False,False,525000.0,€,,,,,,flat,,"Huertas-Cortes, Madrid",Piso en calle del Prado,Destacado,Huertas-Cortes,
103128333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/fd/d8/1179156232.webp,,56,,399900.0,chalet,sale,203.0,,3,3,calle ESPAÑA,Madrid,Colmenar de Oreja,,es,40.0737272,-3.4490711,False,https://www.idealista.com/inmueble/103128333/,"ARANKEY REAL ESTATE VENDE; ¡Bienvenidos a esta espectacular propiedad en el Valle de San Juan, Colmenar de Oreja! Este impresionante chalet independiente de 203 metros cuadrados se encuentra en una exclusiva urbanización con un sistema de seguridad y barreras vigiladas, lo que garantiza la tranquilidad y la privacidad de sus residentes. Características de la vivienda principal: Tres dormitorios amplios, cada uno con armarios empotrados, lo que proporciona un abundante espacio de almacenamiento. Aire acondicionado para mantener un ambiente fresco y cómodo en los calurosos días de verano. Calefacción de gasoil, que brinda un calor acogedor durante los meses más fríos del año. Una cocina completamente amueblada y equipada, perfecta para los amantes de la cocina. Dos espaciosos salones, uno de los cuales cuenta con una chimenea, ideal para relajarse en las noches de invierno. Dos baños bien distribuidos para la comodidad de los residentes y sus invitados. La vivienda se vende con muebles, lo que facilita la mudanza y agrega un toque de elegancia y comodidad. Pero eso no es todo, esta propiedad ofrece una impresionante zona exterior de 1.260 metros cuadrados que incluye: Una piscina aclimatada que permite disfrutar de un refrescante baño en cualquier época del año. Una zona de barbacoa perfecta para las reuniones con amigos y familiares. Un área de relax para desconectar y disfrutar del entorno tranquilo. Un hermoso jardín que ofrece un paisaje encantador y espacios verdes. Dos porches para relajarse al aire libre, ya sea tomando un café por la mañana o disfrutando de una copa de vino al atardecer. Una zona de huerto para aquellos interesados en la jardinería y el cultivo de sus propias verduras y frutas. Además, esta propiedad cuenta con una casa de invitados independiente de 48 metros cuadrados que ofrece un amplio salón con cocina y chimenea, así como un cuarto de baño, lo que la convierte en un espacio ideal para recibir a visitantes o incluso utilizarlo como estudio, oficina o sala de juegos. En resumen, esta propiedad es un verdadero oasis de lujo y comodidad en el hermoso Valle de San Juan, Colmenar de Oreja. Con sus amplios espacios interiores y exteriores, esta casa es ideal para aquellos que buscan una vida relajada, un ambiente de seguridad y la belleza de la naturaleza a su alcance. ¡No dejes pasar esta oportunidad de hacer de esta casa tu nuevo hogar. Esta podría ser tu próxima residencia en un entorno inmejorable! En Arankey trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidado al máximo de los detalles. ¡ NO DUDE EN INFORMARSE SIN COMPROMISO!",True,good,False,,1970.0,False,False,False,False,[],False,False,399900.0,€,,,,True,True,chalet,independantHouse,Colmenar de Oreja,Casa independiente en calle España,Destacado,,
108241567,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/d0/1a/1338192744.webp,LCM36722,35,2,375000.0,flat,sale,82.0,True,1,1,calle de la Oca,Madrid,Madrid,Carabanchel,es,40.3910192,-3.7329982,False,https://www.idealista.com/inmueble/108241567/,"¡GRAN OPORTUNIDAD! La Casa Agency te presenta en exclusiva piso en 2da planta con ascensor y plaza de garaje doble. A pocos metros de la calle General Ricardos, zona destaca por su amplia oferta comercial, con numerosos comercios, cafeterías y supermercados, todo a un paso de tu hogar. El piso cuenta con una superficie construida de 82 m² (según catastro) la cual se distribuye en 1 habitación, cocina independiente, un amplio salón-comedor, ideal para disfrutar de momentos en familia y baño con plato de ducha. La finca cuenta jardin con piscina y portero físico. Ubicación estratégica: · A tan solo 5 minutos andando de la estación de metro Oporto (L5 y L6), gracias a ello estarás conectado rápidamente con el centro de la ciudad. · Varias líneas de autobús te acercan aún más: 34, 35, 55, N16, N17, N26, 481 y 486. · A solo 10 minutos caminando del Hospital Central de La Defensa Gómez Ulla. Un entorno natural único: A tan solo 10 minutos andando de los Jardines de los Palacios de la Finca Vista Alegre, un lugar lleno de historia y belleza paisajística que te cautivará. Recuerda: Los honorarios de intermediación inmobiliaria no están incluidos en el precio. Te invitamos a visitarnos en La Casa Agency, donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero FINANZATE, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,good,False,False,4573.0,False,False,False,False,[],False,False,375000.0,€,,,,True,True,flat,,"San Isidro, Madrid",Piso en calle de la Oca,Destacado,San Isidro,
108130896,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/98/6d/1334789069.webp,,33,2,500000.0,flat,sale,140.0,True,3,2,calle Asunción Balaguer,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,40.3407235,-3.5217238,False,https://www.idealista.com/inmueble/108130896/,"¡Descubre tu nuevo hogar en Rivas! Este espectacular piso de 140 m² aprox. se encuentra en una de las mejores zonas de la ciudad, ideal para disfrutar de la comodidad y el estilo de vida que mereces. Con 3 amplios dormitorios y 2 baños, este espacio está diseñado para ofrecerte todo lo que necesitas. La cocina amueblada es perfecta para los amantes de la gastronomía, mientras que el salón independiente, con acceso a una encantadora terraza, se convierte en el lugar ideal para relajarte o recibir a tus amigos. La propiedad cuenta con armarios empotrados que maximizan el espacio de almacenamiento, además de un trastero y plaza de garaje incluida en el precio. Imagina disfrutar de días soleados en la piscina o pasear por el jardín comunitario, todo ello con la tranquilidad que ofrece un portero físico. La vivienda, construida en 2018, ha sido diseñada con excelentes calidades y es apta para personas con movilidad reducida, garantizando así la accesibilidad para todos. Rodeado de todos los servicios necesarios, este piso no solo es un hogar, sino un estilo de vida. Con calefacción por bomba de frío/calor y aire acondicionado, estarás cómodo durante todo el año. No pierdas la oportunidad de vivir en este maravilloso lugar. ¡Ven a visitarlo y enamórate! Posibilidad de adquirir otra plaza de garaje, precio a consultar.",False,good,False,True,3571.0,False,False,False,False,[],False,False,500000.0,€,,,,True,True,flat,,"Rivas Futura, Rivas-Vaciamadrid",Piso en calle Asunción Balaguer,Destacado,,
100983049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/31/10/1106032675.webp,ENRIQUE ÁLVAREZ,55,,1950000.0,chalet,sale,450.0,,5,5,SALIENTE s/n,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4365375,-3.8491675,True,https://www.idealista.com/inmueble/100983049/,"EAB Propiedades Inmobiliarias, vende este maravilloso chalet Levitt en Montealina, una de las mejores urbanizaciones de Pozuelo de Alarcón, por su seguridad y privacidad. La vivienda se encuentra en una de las mejores zonas, por este motivo tiene unas vistas al Monte de Boadilla y al no tener vecinos pegados, se beneficia de una tranquilidad y privacidad absoluta. La vivienda está en perfecto estado de mantenimiento, tanto dentro como fuera en el jardín, además por su ubicación tiene muchísima luminosidad en todas sus estancias. En la planta principal nos encontramos con un buen hall recibidor y el aseo de cortesía, un gran salón de doble altura, comedor, cocina con Office y la zona de servicio y acceso al garaje para dos coches En la planta de arriba, nos encontramos cuatro dormitorios muy amplios, el dormitorio principal en suite. El jardín en perfecto estado con árboles y plantas muy consolidadas con una preciosa piscina. También dispone de 24 placas solares recientemente instaladas, que hace un considerable ahorro en electricidad.",False,good,False,,4333.0,False,False,False,False,[],False,False,1950000.0,€,,,,True,True,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente en Saliente s/n,Destacado,Montealina,
107186820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/62/47/1305571062.webp,,42,,575000.0,chalet,sale,400.0,,4,4,"avenida de los Pirineos, 369",Madrid,Cotos de Monterrey,,es,40.7962143,-3.6020795,True,https://www.idealista.com/inmueble/107186820/,"¡Descubre tu nuevo hogar en esta impresionante casa independiente situada en una exclusiva parcela de esquina! Con un jardín completamente consolidado, esta propiedad de tres plantas ofrece un oasis de tranquilidad y privacidad, con solo un vecino. En la planta principal, te recibe un amplio hall de entrada que da paso a un salón independiente con chimenea y acceso al porche, ideal para disfrutar de las tardes al aire libre. La cocina, equipada con comedor anexo, es perfecta para reuniones familiares, y cuenta además con un aseo de cortesía y dos dormitorios con armarios empotrados, acompañados de un baño completo. La planta superior alberga un espacioso dormitorio con armario completo y un dormitorio principal que incluye un vestidor, baño completo y un despacho anexo con chimenea. La planta inferior es el lugar perfecto para el entretenimiento, con un gran salón que incluye chimenea, barra de bar y bodega, además de un garaje para dos vehículos, sala de caldera, despensa y dos espacios diáfanos. El jardín, con césped, arbolado, barbacoa y piscina, es el escenario ideal para disfrutar del buen tiempo. Ubicada en una urbanización con vigilancia 24 horas, esta casa ofrece acceso a zonas comunitarias con piscinas, pistas deportivas y jardines. Además, cuenta con servicios cercanos como supermercado, farmacia, restauración, polideportivo cubierto y transporte público. Con 400 m² construidos sobre una parcela de 1.000 m², esta vivienda de segunda mano en buen estado es una oportunidad única para vivir en un entorno privilegiado. ¡No dejes pasar esta oportunidad y ven a conocer tu futuro hogar!",False,good,False,,1438.0,False,False,False,False,[],False,False,575000.0,€,,,,True,True,chalet,independantHouse,Cotos de Monterrey,"Casa independiente en avenida de los Pirineos, 369",Destacado,,
108573966,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/8b/4a/1348850893.webp,06/ja721,25,3,539000.0,flat,sale,105.0,True,2,2,avenida de Badajoz,Madrid,Madrid,Ciudad Lineal,es,40.443381,-3.64874,False,https://www.idealista.com/inmueble/108573966/,"¡Oportunidad piso en el barrio San Pascual! Este encantador piso de 105m² construidos, distribuido en 2 dormitorios, Salón con terraza exterior, Cocina con terraza, 2 baños uno de ellos en suite, se encuentra en una ubicación inmejorable cerca de la Calle Arturo Soria. Ideal para quienes buscan comodidad, esta vivienda está rodeada de una amplia variedad de comercios, restaurantes, tiendas, farmacias, supermercados, bancos y zonas de ocio. El piso cuenta con 2 dormitorios uno de ellos con terraza y baño en suite, salón, cocina, dos baños y 2 terrazas. La vivienda tiene calefacción centralizada y agua caliente por gas natural. Su orientación garantiza una excelente iluminación natural durante todo el día. Construido en 1980, el piso se encuentra en buen estado de conservación, listo para convertirse en su nuevo hogar, la comunidad tiene un proyecto para hacer piscina en la propia finca. Definitivamente un inmueble de gran oportunidad que cuenta con todas las bondades para el uso de una feliz residencia permanente, pida su cita para que compruebe de cerca esta inigualable oportunidad. Somos un equipo especializado particularmente en satisfacer las necesidades de nuestros clientes, de una manera seria, rápida, sencilla y eficaz. Estamos conformados por un equipo altamente profesional, con prestigio para ser totalmente de su confianza. Si no contestamos al fijo envíanos un email o contactanos a José Antonio 6 3 4 2 4 5 2 2 0 o al whatsapp "".",False,good,False,True,5133.0,False,False,False,False,[],False,False,539000.0,€,,,,,,flat,,"San Pascual, Madrid",Piso en avenida de Badajoz,Destacado,San Pascual,
107324028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/4c/fe/1309567161.webp,Lofts Cotos 2,16,1,175000.0,duplex,sale,60.0,True,1,1,"Puerto de Navacerrada, 1",Madrid,Cotos de Monterrey,,es,40.7933686,-3.6004878,True,https://www.idealista.com/inmueble/107324028/,"Disponemos de Lofts en Planta Alta   Distribución en 2 plantas: Planta Baja, por donde tiene su acceso, salón diáfano y gran ventanal, cuarto de caldera, donde se podría instalar un aseo y cuarto de lavado, armario empotrado y espacio para cocina. Planta Alta, dormitorio con 3 ventanas, baño completo con ventana y armario empotrado. Superficie construida aproximada de 60 mt2 Orientación Sureste. Calefacción suelo radiante y ACS mediante caldera mural a gas Ferroli y termostato. Plaza de garaje doble para dos vehículos, ascensor con clave de seguridad para acceso a las plantas superiores. Puerta de seguridad Urbanización con piscina – Conserje Notas:  Dada la altura al techo del Loft, existe la posibilidad de aumentar la superficie, con la instalación de una estructura de madera o metálica, con lo que se dispondría de un segundo dormitorio en la planta alta de unos 15 mt2. Se entregan libres de cargas, recién pintados y con suministros de agua, luz y gas, listos para contratar. Debido a las obras de mejora que se están acometiendo, no disponemos de fotos de cada uno de los Lofts, sólo muestra piloto, mejor visitar.",False,good,False,True,2917.0,False,False,False,False,[],False,False,175000.0,€,,,,True,True,flat,duplex,Cotos de Monterrey,"Dúplex en Puerto de Navacerrada, 1",Destacado,,
107323871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/df/84/1309562434.webp,Loft Cotos 1,18,bj,195000.0,duplex,sale,70.0,True,2,2,"Puerto de Navacerrada, 1",Madrid,Cotos de Monterrey,,es,40.7933686,-3.6004878,True,https://www.idealista.com/inmueble/107323871/,"Disponemos de Lofts en Planta Baja con un jardín privado de 20 mt2 aproximados Distribución en 2 plantas: Planta Baja, por donde tiene su acceso, salón diáfano y gran ventanal con puerta de acceso a un pequeño patio, una habitación pequeña, espacio para cocina y un aseo de cortesía. Planta Alta, dormitorio con 3 ventanas, baño completo con ventana y armario empotrado. Superficie construida aproximada de 70 mt2 Orientación Noroeste. Calefacción suelo radiante y ACS mediante caldera mural a gas Ferroli y termostato. Plaza de garaje doble para dos vehículos con ascensor con clave de seguridad para acceso a las plantas superiores. Puerta de seguridad Urbanización con piscina Conserje Notas:  Dada la altura al techo del Loft, existe la posibilidad de aumentar la superficie, con la instalación de una estructura de madera o metálica, con lo que se dispondría de un segundo dormitorio en la planta alta de unos 15 mt2. Se entregan libres de cargas, recién pintados y con suministros de agua, luz y gas, listos para contratar. Debido a las obras de mejora que se están acometiendo, no disponemos de fotos de cada uno de los Lofts, sólo una muestra piloto, mejor visitar.",False,good,False,True,2786.0,False,False,False,False,[],False,False,195000.0,€,,,,True,True,flat,duplex,Cotos de Monterrey,"Dúplex en Puerto de Navacerrada, 1",Destacado,,
