propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108778951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/28/77/1354872171.webp,148deb07-7250-448e-8a30-6a79f169160b-0,7,4,3490000.0,flat,sale,246.0,True,3,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.4207655,-3.6985062,False,https://www.idealista.com/inmueble/108778951/,"Descubre este espectacular piso en venta, ubicado en el vibrante distrito de Justicia, donde la elegancia y la modernidad se fusionan. Este inmueble, completamente restaurado, cuenta con tres amplios dormitorios y cuatro baños, ofreciendo un espacio ideal para disfrutar de la comodidad y el lujo. La joya de la propiedad es su balcón con vistas panorámicas sobre la ciudad, perfecto para relajarse al final del día. Imagina disfrutar de momentos únicos en la zona wellness, o en el comedor privado que invita a compartir cenas memorables. Además, la biblioteca y la sala multimedia para cine en casa brindan opciones de entretenimiento sin igual. La piscina interior y exterior, junto con un gimnasio totalmente equipado, hacen de este piso un verdadero oasis urbano. Situado en la cuarta planta, con orientación oeste, este inmueble también está adaptado para personas con movilidad reducida, asegurando que todos puedan disfrutar de su esplendor. Con calefacción y aire acondicionado, cada rincón se mantiene acogedor durante todo el año. No dejes pasar la oportunidad de vivir en un espacio que combina lujo, confort y funcionalidad. La finalización de las reformas está prevista para el segundo trimestre de 2026. ¡Ven a visitarlo y déjate enamorar!",False,good,False,True,14187.0,False,False,False,False,[],False,False,3490000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,Chueca-Justicia,,,,,,
108628766,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e9/6f/17/1350406725.webp,,25,1,480000.0,flat,sale,56.0,False,2,1,"CL PORVENIR, 16",Madrid,Madrid,Barrio de Salamanca,es,40.4244022,-3.6664429,True,https://www.idealista.com/inmueble/108628766/,"Te presentamos esta magnífica vivienda reformada y amueblada situada en la calle Porvenir, en el corazón del consolidado barrio de Fuente del Berro, perteneciente al codiciado distrito de Salamanca (Madrid). Una zona tranquila, bien comunicada y rodeada de servicios. La vivienda, ubicada en una primera planta interior, ofrece una gran luminosidad y tranquilidad, al estar orientada hacia el interior del edificio, alejada del ruido de la calle. Fue completamente reformada en 2022 y presenta un estado impecable, lista para entrar a vivir. Distribución y superficies: Superficie útil: 44,51 m² Salón-comedor con cocina integrada: 17,30 m² Dormitorio principal con vestidor: 18,97 m² Segundo dormitorio: 4,95 m² (ideal como despacho o habitación infantil) Baño completo con plato de ducha: 3,29 m² Características destacadas: Vivienda reformada con excelentes calidades. Ventanas de aluminio con rotura de puente térmico y doble acristalamiento. Climatización frío/calor por split. Agua caliente mediante termo eléctrico. Suelos cerámicos y paredes lisas. Comunidad tranquila sin ascensor, edificio con ITE favorable. Gastos muy contenidos: IBI 241 €/año y comunidad 47,71 €/mes. Es ideal tanto para quienes buscan su primera vivienda en una zona premium, como para inversores que valoran la rentabilidad en una ubicación consolidada.",True,good,False,False,8571.0,True,False,False,False,[],False,False,480000.0,€,,,flat,"Fuente del Berro, Madrid","Piso en Cl Porvenir, 16",Fuente del Berro,,,,,,
103754229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/ba/7f/1199126035.webp,Casa baja,27,,196000.0,chalet,sale,180.0,,3,2,calle del Cristo,Madrid,Meco,,es,40.5529775,-3.3265559,False,https://www.idealista.com/inmueble/103754229/,"AGENCIA INMOBILIARIA DE TECNOCASA VENDE CASA BAJA EN EL CENTRO DE MECO. La vivienda se encuentra en una zona inmejorable del municipio a escasos metros del ayuntamiento, zonas de ocio, colegios. etc La vivienda se distribuye de la siguiente forma: Al entrar en la vivienda nos encontramos un pasillo que distribuye la vivienda dejando dos habitaciones y un salón y al fondo nos encontramos la cocina con acceso directo al patio y otras habitación a la derecha además de un baño con plato de ducha. También cuenta con un amplio patio de 25m2 con una orientación inmejorable. En el patio nos encontramos con una cuarto para la caldera de gasoil. Desde el patio hay una puerta desde la que se accede a un amplio garaje que tiene capacidad para dos coches. Posibilidad de financiación del 100% con nuestro departamento financiero Kiron.",False,good,False,,1089.0,True,False,False,False,[],False,False,196000.0,€,True,True,chalet,Meco,Chalet adosado en calle del Cristo,,terracedHouse,,,,,
108473352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/67/f1/1350680339.webp,BHM1306,16,4,219999.0,flat,sale,63.0,True,2,1,avenida de la Constitucion,Madrid,Móstoles,Centro,es,40.3259312,-3.859461,False,https://www.idealista.com/inmueble/108473352/,"Se vende piso de 63 m² construidos en la Av. de la Constitución, 56 (Móstoles). Vivienda exterior, muy luminosa. Distribuido en: 2 dormitorios 1 baño completo Hall recibidor Cocina equipada Salón con salida a una amplia terraza exterior Gran pasillo distribuidor Características destacadas: Orientación suroeste: muy soleado todo el día Gas natural Semiamueblado Gastos de comunidad: 44 €/mes Edificio con ascensor Zona muy bien comunicada, con todo tipo de servicios a pie de calle: transporte público, colegios, comercios, centros de salud y zonas verdes. � Ideal tanto para vivir como para invertir. ¡No pierdas la oportunidad de visitarlo!",True,good,False,True,3492.0,False,False,False,False,[],False,False,219999.0,€,,,flat,"Centro, Móstoles",Piso en avenida de la Constitucion,,,230000.0,10001.0,4.0,,
108815137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/5f/f2/1355932718.webp,00211MR01,33,1,230000.0,flat,sale,49.0,True,1,1,calle Becerreá,Madrid,Madrid,Fuencarral,es,40.4731184,-3.7147804,False,https://www.idealista.com/inmueble/108815137/,"A-House le ofrece este piso para REFORMAR en la zona de Fuencarral. La propiedad está distribuida ACTUALMENTE en un espacio diáfano sin tabiques interiores, lo que permite una total libertad para definir la distribución según las necesidades. La vivienda está para REFORMAR con múltiples posibilidades. El inmueble dispone de ventanas de aluminio y suelos de cerámica. El barrio de Fuencarral, ubicado al norte de Madrid dentro del distrito de Fuencarral-El Pardo, conserva el encanto de un antiguo núcleo tradicional con ambiente tranquilo y residencial. Está bien comunicado mediante la Línea 10 de Metro (estación Fuencarral), Cercanías Renfe (líneas C-4 y C-4a/b) y varias líneas de autobús (66, 137, 176), con conexión directa a Plaza de Castilla y el centro. Su cercanía a zonas como Las Tablas, Montecarmelo o La Vaguada lo convierte en una ubicación estratégica entre lo urbano y lo familiar. Aproveche esta oportunidad.",True,renew,False,True,4694.0,True,False,True,False,[],False,False,230000.0,€,,,flat,"Pilar, Madrid",Piso en calle Becerreá,Pilar,,,,,,
108834484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/c0/db/1356501887.webp,,28,2,240000.0,duplex,sale,72.0,True,1,2,calle de Tracia,Madrid,Madrid,San Blas,es,40.4401733,-3.6299665,False,https://www.idealista.com/inmueble/108834484/,"¡Tecnocasa Suanzes-Salvador te invita a descubrir tu nuevo hogar en el corazón de Madrid! Este encantador loft, ubicado a pocos pasos de la emblemática Calle Alcalá y del Metro Suanzes, ofrece una combinación perfecta de comodidad y estilo. Este exclusivo loft cuenta con un amplio dormitorio, dos baños completos, además de varios armarios empotrados que optimizan el espacio.  La vivienda, construida en 2006, se encuentra en excelente estado y está lista para entrar a vivir. Dispone de calefacción eléctrica con bomba de frío/calor y una chimenea, lo que garantiza el confort durante todo el año. La orientación norte-este asegura una iluminación natural óptima: dispondrás de luz natural durante todo el día La urbanización cuenta con video portero y ascensor. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: ubicación, espacio y confort. ¡Ven a visitarlo y enamórate! Aclaración: Este inmueble no dispone de Cédula de habitabilidad.",False,good,False,True,3333.0,True,False,False,False,[],False,False,240000.0,€,,,flat,"Simancas, Madrid",Dúplex en calle de Tracia,Simancas,duplex,,,,,
108859887,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/09/a2/1357233085.webp,11782,18,2,405000.0,studio,sale,52.0,True,0,1,calle de la Escalinata,Madrid,Madrid,Centro,es,40.4184974,-3.709995,False,https://www.idealista.com/inmueble/108859887/,"""SOLFAI PONE A SU DISPOSICIÓN, ESTUPENDO ESTUDIO EXTERIOR EN LA CALLE DE LA ESCALINATA"" Se trata de una 2ª planta, de 52 m2 construidos, 42 m2 útiles.  Distribuidos en: Salón-Comedor-Dormitorio, Cocina totalmente equipada y 1 Cuarto de baño con bañera. El inmueble dispone de A/A.  Situado en una zonas comercial en pleno corazón de Madrid, muy bien comunicado con líneas de Bus y la estación de metro Opera a escasos metros andando, supermercados, zona de ocio y comercial, entidades bancarias, todos los servicios en la zona. Gastos de comunidad: 106 €/mes ****Si necesita ampliar información puede ponerse en contacto con nosotros y con gusto le atenderemos****. ""  ¿Quieres saber más de nosotros?               ¿Quieres saber más de nosotros?",False,good,False,False,7788.0,False,False,False,False,[],False,False,405000.0,€,,,flat,"Palacio, Madrid",Estudio en calle de la Escalinata,Palacio,studio,,,,,
108729504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/d5/73/1353600366.webp,,42,bj,499000.0,duplex,sale,91.0,True,2,1,"CL REYES AIZQUIBEL, 18",Madrid,Madrid,Tetuán,es,40.4683559,-3.707522,True,https://www.idealista.com/inmueble/108729504/,"Se vende 1 vivienda dúplex recién reformada de 2 dormitorios, 1 baño completo, cocina independiente y salón-comedor, con una superficie de 90 m2 en planta baja con trastero y plaza de garaje incluidos en el precio en la C/Reyes Aizquibel, junto a las Torres de Paseo de la Dirección (Valdeacederas). La vivienda cuenta con caldera de gas individual (a estrenar) para agua caliente y calefacción, tiene preinstalación de aire acondicionado por conductos, suelos de tarima laminada y rodapié lacado blanco (10 cm), armario empotrado, carpintería exterior de aluminio. La cocina se entrega sin amueblar. El edificio tiene ascensor desde planta de garaje en sótano -1 hasta planta tercera o ático. La vivienda dispone de un trastero de 3,5 m2 de superficie y se vende junto a una plaza de garaje en sótano -1. Hay opción de comprar una plaza de garaje adicional en garaje en superficie (parte posterior del propio edificio). Los gastos de comunidad de la vivienda son 81. -€/mes y de 10. -€/mes para la plaza de garaje.  El IBI asciende a 470. -€ para la vivienda y a 38. -€ para la plaza de garaje. La vivienda pertenece a un edificio construido en el año 2006 de 16 viviendas distribuidos en 2 portales. *** Disponemos de otras 2 viviendas tipo dúplex (loft) en venta en el mismo edificio de similares características y superficies (dúplex de 1-d por 333.000. -€ y dúplex de 2-d por 440.000. -€), con calificación de local terciario (oficina, tipo loft) ***. La vivienda se encuentra en una zona de expansión de la capital, junto al eje de Paseo de la Dirección y C/Marqués de Viana, Avda. de Asturias y C/Sinesio Delgado, muy próxima a la Estación de Chamartín, al barrio del Pilar (C. C. La Vaguada), 4 Torres, Plaza de Castilla (intercambiador de transportes), Paseo de la Castellana y con buenos accesos a la M-30 (norte A-1, Colmenar Viejo, noroeste A-6 y sur) y M-11 aeropuerto y M-40.",False,good,False,True,5484.0,True,False,False,False,[],False,False,499000.0,€,True,True,flat,"Valdeacederas, Madrid","Dúplex en Cl Reyes Aizquibel, 18",Valdeacederas,duplex,,,,,
108444638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/55/31/1345069584.webp,,43,4,366000.0,flat,sale,137.0,True,3,2,plaza de Colon s/n,Madrid,Arganda,El Mirador - Grillero,es,40.2974195,-3.4324274,True,https://www.idealista.com/inmueble/108444638/,"¡Descubre tu nuevo hogar! Este espectacular piso exterior de 137 m² construidos se encuentra en una ubicación privilegiada, ideal para disfrutar de la luz natural y la comodidad. Con tres amplios dormitorios equipados con armarios empotrados, tendrás el espacio perfecto para toda la familia. Además, cuenta con dos baños completos, uno de ellos en suite, que te brindarán privacidad y confort. El gran salón comedor es el lugar ideal para relajarte o recibir a tus amigos, mientras que la cocina completamente equipada hará que cocinar sea un placer. No te olvides del tendedero, que añade funcionalidad a este maravilloso hogar. La vivienda también incluye plaza de garaje en el mismo edificio y un trastero de diez metros, ofreciendo espacio adicional para tus pertenencias. La calidad de vida está asegurada gracias a las ventanas Climalit con puente térmico, mosquiteras y aire acondicionado, que garantizan un ambiente fresco y acogedor. Los radiadores toalleros y el aislamiento térmico y sonoro completan esta oferta irresistible. Con orientación este, podrás disfrutar de la luz del sol cada mañana en tu terraza o balcón. Ubicada en una zona apta para personas con movilidad reducida y con ascensor, esta vivienda es perfecta para todos. Además, cuenta con piscina comunitaria para disfrutar del verano. No dejes pasar esta oportunidad única de adquirir un hogar en excelente estado, construido en 2002 y listo para entrar a vivir. ¡Contáctanos y ven a verlo!",False,good,False,True,2672.0,False,False,False,False,[],False,False,366000.0,€,True,True,flat,"El Mirador - Grillero, Arganda",Piso en plaza de Colon s/n,,,376000.0,10000.0,3.0,,
108716118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/52/43/1353344880.webp,4286,43,bj,497000.0,flat,sale,70.0,True,1,1,de Prieto Ureña,Madrid,Madrid,Chamartín,es,40.4642444,-3.6703348,False,https://www.idealista.com/inmueble/108716118/,"ALTOR ASESORES OFRECE EXCLUSIVO APARTAMENTO EN CHAMARTÍN CON TERRAZA AJARDINADA EN PROPIEDAD, PISCINA Y ZONAS VERDES EN UNA DE LAS MEJORES FINCAS DE NUEVA ESPAÑA. HONORARIOS APARTE Localizado en una de las zonas más prestigiosas y tranquilas de Chamartín, este encantador apartamento de una habitación combina confort, estilo y una ubicación inmejorable. Ideal para quienes buscan calidad de vida sin renunciar a las comodidades de una gran ciudad. La vivienda cuenta con un acogedor salón lleno de luz natural, una cocina completamente equipada, un baño completo de diseño moderno y una espaciosa habitación con armarios empotrados. Uno de los mayores atractivos de este apartamento es su terraza privada de gran tamaño, por encima de rasante, perfecta para disfrutar de desayunos al sol, momentos de relax o cenas al aire libre. El edificio ofrece excelentes zonas comunes, entre las que destacan una piscina, amplias zonas verdes ajardinadas, portero físico y ascensor, garantizando seguridad y comodidad en el día a día. Una oportunidad única para vivir en uno de los barrios más cotizados de Madrid, rodeado de servicios, comercios, transporte público y espacios verdes. Urbanización cerrada.",True,renew,False,True,7100.0,False,False,True,False,[],False,False,497000.0,€,,,flat,"Nueva España, Madrid",Piso en de Prieto Ureña,Nueva España,,,,,,
106937277,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/a1/dd/1298159635.webp,,34,2,1575000.0,flat,sale,162.0,True,3,3,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,40.4290879,-3.6753344,False,https://www.idealista.com/inmueble/106937277/,"DIRECTO PROPIETARIO ¡Descubre tu nuevo hogar en el prestigioso barrio de Salamanca! Este espectacular piso de 162 m² construidos con ZZCC, exterior a patio de manzana, te ofrece una experiencia de vida inigualable. Situado en la Calle Ayala, este inmueble combina lujo y comodidad en una finca encantadora. La vivienda, completamente reformada con un diseño moderno, cuenta con tres amplios dormitorios y tres baños, dos de ellos en suite, garantizando privacidad y confort. Disfruta de un salón espacioso con cocina americana e isla, perfecto para reuniones y momentos especiales. La terraza te brinda vistas a un bonito patio de manzana, un oasis de tranquilidad en medio de la ciudad. Con calefacción central y climatización por conductos, el confort está asegurado durante todo el año. Además, el piso es apto para personas con movilidad reducida y se encuentra en una segunda planta con ascensor. La vivienda ha sido decorada integralmente con grandes calidades y decorada por prestigiosa interiorista. La ubicación es simplemente inmejorable: Cercano a el Parque de El Retiro y rodeado de restaurantes, comercios y servicios esenciales. No pierdas la oportunidad de vivir en uno de los barrios más deseados de Madrid. ¡Contáctanos y ven a visitarlo!",True,good,False,True,9722.0,True,False,False,False,[],False,False,1575000.0,€,,,flat,"Goya, Madrid",Piso en calle de Ayala,Goya,,,,,,
108893821,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/3f/88/1358173198.webp,HD-128,27,,312000.0,chalet,sale,90.0,,3,1,calle Julio Antonio,Madrid,Madrid,Carabanchel,es,40.3821074,-3.7336223,False,https://www.idealista.com/inmueble/108893821/,"No se ha añadido título. Edita el inmueble para crearlo. ¡POSIBILIDAD DE FINANCIACION 100%! HIPODREAMS SERVICIOS FINANCIEROS VENDE Estupenda casa cerca de todos los servicios, zona muy tranquila. Esta estupenda casa se distribuye en 2 amplias plantas con posibilidad de construir una planta más. En la primera planta cuenta con un maravilloso salón, gran cocina americana, un amplio baño completo y las escaleras para subir a la segunda planta. En la segunda planta cuenta con 3 espectaculares habitaciones muy luminosas. La casa está a escasos metros de General Ricardos, por lo tanto, es una zona que no le falta de nada ya sea ocio, parques, restaurantes, bares, terrazas, tiendas, supermercados, guarderías, colegios, institutos, farmacias, Centros de Salud, Centros Culturales, etc. A escasos metros hay supermercados como el Mercadona, Hiper Usera y supermercado Dia. Transporte público para acceder a la zona. Autobús línea 35, 35, 118 y N26 Metro línea 5 Muy cerca está Marques de Vadillo con las combinaciones de autobuses línea 484, SE6, 55, 81 y N17 Para acceder a la zona cuenta con los túneles de la M-30, M-40 y muy cerca del centro. Guarderías La Cabaña Mágica Guardería Carabanchel Diventium Arco Iris Madrid Colegios Colegio la Milagrosa CEPA Vista Alegre Colegio Nuestra Señora de los Dolores Institutos IES Vista Alegre Instituto Superior Madrileño de Innovación Educativa Centros de Salud Centro de Salud General Ricardos Centros culturales Centro Cultural Fernando Lázaro Carreter Centro Cultural San Francisco la Prensa Centro Cultural Oporto Centro Cultural Ibáñez Te encontramos la FINANCIACIÓN PARA TU VIVIENDA CON LAS MEJORES CONDICIONES busques lo que busques Y EN TODO EL TERRITORIO NACIONAL. En HIPODREAMS te ayudaremos a conseguir las mejores condiciones para tu nueva hipoteca.",False,good,False,,3467.0,False,False,False,False,[],False,False,312000.0,€,,,chalet,"Puerta Bonita, Madrid",Casa independiente en calle Julio Antonio,Puerta Bonita,independantHouse,,,,,
108719914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/e5/21/1353114469.webp,VMF21 - Marcelino Camacho (2),31,1,220000.0,flat,sale,46.0,True,1,1,paseo de Marcelino Camacho,Madrid,Madrid,Carabanchel,es,40.3864911,-3.7397565,False,https://www.idealista.com/inmueble/108719914/,"Vivienda Madrid ofrece piso en 1º planta con ascensor exterior muy luminoso, en finca del 2007 y con buena comunidad vecinos. La propiedad ideal tanto para quienes buscan un hogar cómodo como para inversores. Al entrar, te recibe un hall de entrada, perfecto para aprovechar el espacio desde el primer momento. Que te lleva al salón-comer y cocina americana (lo que hace que el espacio se sienta más grande, luminoso y conectado), a su lado tenemos el dormitorio con armarios empotrados que posee una buena profundidad y tenemos el baño con plato de ducha. La propiedad se ubica en el barrio de Vista Alegre, dentro del Distrito de Carabanchel. El barrio es especialmente conocido por encontrarse muy bien comunicado y asegurar la máxima comodidad para los residentes en transporte público. A tan solo 5 min andando metro Carabanchel (L-5), dicha línea es una de las mejores comunicadas de METRO, y a menos a 11 minutos del metro Carpetana (L-6), siendo conocida como LA CIRCULAR que conecta con 28 PARADAS, facilitando los traslados entre destinos periféricos. Dispone a su alrededor de varias líneas de autobuses con los siguientes números 35, N17, 481,486 a pocos minutos andando. El barrio Vista Alegre ofrece una amplia gama de servicios desde variedad de supermercados como, el DÍA, LIDL, CARREFOUR y Mercado LA LAGUNA. A pasos encontramos el famoso Palacio VISTA ALEGRE ARENA, pabellón moderno habilitado para conciertos y eventos culturales. HIPERCOR, Mercado PUERTA BONITA, entre otros comercios, farmacias, bancos, colegios, iglesias, instalaciones deportivas, hoteles, hasta una selección de buenos bares y restaurantes de Madrid. Para más información, visitas y consultas contacte con nuestra oficina comercial en calle de la laguna nº 101, teléfono.",False,good,False,True,4783.0,True,False,False,False,[],False,False,220000.0,€,,,flat,"Vista Alegre, Madrid",Piso en paseo de Marcelino Camacho,Vista Alegre,,,,,,
108533617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/72/f9/1347731736.webp,,24,4,189000.0,flat,sale,87.0,True,2,1,avenida de la Constitución,Madrid,Coslada,El Puerto,es,40.4194433,-3.5778479,False,https://www.idealista.com/inmueble/108533617/,"Descubre tu nuevo hogar en Coslada! Este encantador piso de 87 m², ubicado en la cuarta planta de un edificio sin ascensor, ofrece un espacio ideal para disfrutar de la vida en una de las zonas más dinámicas de la ciudad. Con 2 dormitorios luminosos y un baño moderno con plato de ducha, este piso se presenta en buen estado, listo para entrar a vivir. La cocina amueblada cuenta con un práctico tendedero, perfecto para tus momentos de cocina. La terraza es el lugar perfecto para relajarte y disfrutar del aire fresco, mientras que los armarios empotrados ofrecen un amplio espacio de almacenamiento. La calefacción eléctrica y el aire acondicionado garantizan un ambiente confortable durante todo el año. Además, la propiedad cuenta con gas canalizado, lo que añade comodidad a tu día a día. La ubicación es inmejorable: a solo 7-8 minutos de la estación de RENFE y con varias líneas de autobuses a tu disposición. También tendrás a tu alcance comercios, colegios, institutos y farmacias, lo que hace que todo lo que necesitas esté a un paso.  No te preocupes por la financiación, ya que ofrecemos hasta el 100% del valor de compra, solo con gastos de escritura. ¡No dejes pasar esta oportunidad única! Ven a visitar este luminoso piso y empieza a imaginar tu nueva vida en Coslada.",False,good,False,False,2172.0,True,False,False,False,[],False,False,189000.0,€,,,flat,"El Puerto, Coslada",Piso en avenida de la Constitución,,,,,,,
108721179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/64/c3/1353147901.webp,99466a88-fcc8-4909-b96f-85d6b5ae1f8d-0,7,3,1700000.0,flat,sale,151.0,True,4,2,Barrio El Viso,Madrid,Madrid,Chamartín,es,40.4517475,-3.689811,False,https://www.idealista.com/inmueble/108721179/,"**Piso en Venta en Zona Residencial de Alto Nivel** Descubre este amplio y funcional piso, ideal para familias que buscan comodidad y estilo. Con cuatro dormitorios y dos baños completos, este hogar ofrece el espacio perfecto para disfrutar de la vida cotidiana. La cocina y las zonas comunes están en excelente estado, completamente equipadas y listas para ser utilizadas. Además, el piso se vende totalmente amueblado, lo que facilita la mudanza. El sistema de aire acondicionado y la calefacción central aseguran un ambiente agradable durante todo el año. Los armarios empotrados brindan un amplio espacio de almacenamiento, manteniendo todo en orden y a la mano. El edificio, de estilo clásico y bien conservado, cuenta con ascensor y servicio de portería, garantizando una experiencia de vida cómoda y segura. Ubicado en una zona residencial tranquila y segura, este piso está rodeado de servicios esenciales, colegios y áreas verdes, perfectas para disfrutar del aire libre. La buena comunicación mediante transporte público facilita el acceso a otras partes de la ciudad. Además, el acceso adaptado para personas con movilidad reducida asegura que todos puedan disfrutar de este maravilloso hogar. No pierdas la oportunidad de vivir en un entorno privilegiado. ¡Contáctanos para más información y ven a conocer tu nuevo hogar!",False,good,False,True,11258.0,False,False,False,False,[],False,False,1700000.0,€,,,flat,"El Viso, Madrid",Piso,El Viso,,,,,,
106336901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/59/41/1286894833.webp,VIS-366,45,,419000.0,chalet,sale,120.0,,4,2,Urbanización Silillos,Madrid,Valdetorres de Jarama,,es,40.6778584,-3.5270809,False,https://www.idealista.com/inmueble/106336901/,"VISTA HOMES ofrece un CHALET INDEPENDIENTE EN UNA PLANTA CON PISCINA PRIVADA, PORCHE CUBIERTO Y GARAJE, ubicado en la urbanización Silillos, en el municipio de Valdetorres del Jarama. Construido en 1986, dispone de 120 m² construidos en PARCELA de 2800 m². A través de un estupendo porche se accede al hall de entrada que nos lleva a a las diferentes estancias de la vivienda. El salón comedor es muy grande, tiene chimenea con cassette y 4 ventanales que iluminan la estancia durante todo el día.  La cocina está completamente rehabilitada y amueblada; es independiente y se podría diseñar como espacio abierto al salón. La zona de noche privada de la casa cuenta con un dormitorio principal con cuarto de baño en suite y tres dormitorios secundarios, todos con armarios empotrados.  EL CHALET destaca por sus espectaculares exteriores que se encuentran en parte solados y en parte ajardinados con zona de huerto y árboles frutales consolidados. Incluyen tres garajes techados, zona de barbacoa, piscina y cuarto de baño. Parcela vallada y completamente iluminada. La casa se climatiza mediante calefacción de gasoil con depósito en caseta independiente a la vivienda. Puertas barnizadas, suelos de gres y ventanas de aluminio. Agua del canal, y dos pozos para el riego y mantenimiento del jardín. Valdetorres del Jarama ofrece un estilo de vida idílico, combinando la tranquilidad de la naturaleza con la conveniencia de contar con todos los servicios de un pueblo bien establecido. Con colegios, supermercados, centros de salud, restaurantes y más, tendrás todo lo que necesitas a tu alcance. Además, su excelente ubicación, a solo 20 minutos de Madrid por la A-1 y con líneas de autobuses interurbanos frecuentes, garantiza una conexión fácil y rápida con la capital. ¿HABLAMOS? ¡Contacta con nosotros y programa tu visita ahora! En VISTA HOMES, estamos comprometidos a convertir tus aspiraciones en una realidad extraordinaria. Te ayudamos a conseguir las mejores condiciones de financiación, pregúntanos 100%. Disponemos de Viviendas en Venta Privada, ¡pregunta al responsable de la zona que buscas para visitarlas!",True,good,False,,3492.0,True,False,False,False,[],False,False,419000.0,€,True,True,chalet,Valdetorres de Jarama,Casa independiente en Urbanización Silillos,,independantHouse,,,,,
108391083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/34/4b/1342715583.webp,,38,1,730000.0,flat,sale,156.0,True,3,2,"calle de la Comunidad Canaria, 4",Madrid,Boadilla del Monte,Valdepastores - Las Encinas,es,40.4430745,-3.8738694,True,https://www.idealista.com/inmueble/108391083/,"Fantástico piso de tres dormitorios con dos baños, uno de ellos en dormitorio principal, segundo baño en pasillo, amplia cocina con zona de estar y lavadero, gran salón comedor con una terraza muy agradable de orientación este, desde donde también se tiene acceso al dormitorio principal. Aire acondicionado en toda la vivienda por conductor. Calefacción de gas natural. Ventanas de aluminio con Climalit. Video portero y alarma. Incluidas dos amplias plazas de garaje de fácil maniobra para coches grandes, así como un cuarto trastero. Urbanización de lujo con vigilancia 24h, camaras de seguridad, piscinas con zonas verdes, pista de padel.  Abstenerse inmobiliarias.",False,good,False,True,4679.0,True,False,False,False,[],False,False,730000.0,€,True,True,flat,"Valdepastores - Las Encinas, Boadilla del Monte","Piso en calle de la Comunidad Canaria, 4",,,,,,,
107592792,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/82/ef/1333533435.webp,,29,,900000.0,chalet,sale,190.0,,4,2,Centro,Madrid,Villaviciosa de Odón,Centro,es,40.356616,-3.9019397,False,https://www.idealista.com/inmueble/107592792/,Consulting inmobiliario vende casa en caso urbano ( pleno centro ) vivienda para reformar para vivir o bien para construccion de pisos. ( segun normativa).  distribuccion: planta calle: hall amplio de entrada + salon comedor + cocina con office y despensa + dormitorio y un baño con ducha.  planta primera: 3 dormitorios + 1 baño amplio con bañera + trastero + terraza de 25 m2: garaje cubierto ( i coche) y otro coche en patio. Suelos de gress + loseta y ventanas de madera.  informse y venga a visitarla.,False,renew,False,,4737.0,True,False,False,False,[],False,False,900000.0,€,,,chalet,"Centro, Villaviciosa de Odón",Casa independiente,,independantHouse,990000.0,90000.0,9.0,,
