propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,floor,exterior,hasLift,neighborhood
108601325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/f4/ec/1349657133.webp,,10,179000.0,flat,sale,56.0,2,1,Barrio Arcos,Madrid,Madrid,es,40.427755,-3.6155131,False,https://www.idealista.com/inmueble/108601325/,"""TECNOCASA ""ESTUDIO SAN BLAS 2018 S. L. "" Vende inmueble de 56 m2 construidos en la ZONA ARCOS de SAN BLAS. Una PRIMERA planta, exterior, SIN ascensor. DOS DORMITORIOS ANTES TRES, REFORMADO DEL 2019. Compuesto de hall-recibidor, salón muy amplio y luminoso, 2 amplios dormitorios, un baño y cocina. El inmueble tiene suelos de gres y aire acondicionado frio y calor Orientación: NORTE - SUR. El inmueble se encuentra situado entre metro de San Blas L7 y metro Avenida de Guadalajara L2. Es una zona muy bien comunicada, con comercios, colegios, zonas verdes, polideportivo, centro comercial. Los profesionales Kiron, gracias a un profundo conocimiento del mercado bancario, le ayudan a encontrar la solución hipotecaria que mejor se adapte a sus preferencias. "". "". Se realizara obligatoriamente un estudio financiero antes de visitar la vivienda Le buscamos la hipoteca hasta el 100%.",False,good,False,3196.0,False,False,False,False,[],False,False,179000.0,€,,,flat,,"Arcos, Madrid",Piso,Destacado,San Blas,190000.0,11000.0,6.0,1,True,False,Arcos
108361603,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/39/d2/1341819831.webp,RP1532025138430,19,239000.0,flat,sale,63.0,2,1,Sta. Bárbara-La Zaporra,Madrid,San Sebastián de los Reyes,es,40.5533288,-3.6370448,False,https://www.idealista.com/inmueble/108361603/,"REDPISO gestiona en exclusiva este hermoso piso de aproximadamente 60m² en planta baja exterior, es perfecto para ti, cuenta con 2 amplias habitaciones luminosas, un baño con plato de ducha, cocina totalmente equipada y un salón acogedor con aire acondicionado frío/calor para tu confort en cualquier estación. Además, su excelente ubicación te permite disfrutar de la comodidad y accesibilidad que necesitas. ¡No dejes pasar esta oportunidad! Contacta con nosotros para solicitar mas información. *El precio no incluye el impuesto de trasmisiones patrimoniales, honorarios del comprador por la intermediación inmobiliaria, gastos notariales y/o registrales (según el caso)*.",False,good,False,3794.0,False,False,False,False,[],False,False,239000.0,€,,,flat,,"Sta. Bárbara-La Zaporra, San Sebastián de los Reyes",Piso,Destacado,Sta. Bárbara-La Zaporra,,,,bj,True,False,
106891921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/92/d1/1296902407.webp,,28,239000.0,flat,sale,53.0,2,1,Barrio Quintana,Madrid,Madrid,es,40.4373785,-3.6438748,False,https://www.idealista.com/inmueble/106891921/,"Se vende estupendo piso de 53 m2 tercera planta sin ascensor. La vivienda consta de pequeño hall de entrada, cocina independiente amueblada con electrodomésticos que da a un patio de luces, salón, baño completo y dos dormitorios amplios los dos exteriores. Vivienda en muy buen estado, se deja parcialmente amueblada, actualmente cuenta con calefacción eléctrica pero la finca tiene la instalación de gas. Bomba frío/calor, pintura lisa, suelos de parqué, ventanas de aluminio dobles. Pocos gastos de comunidad, portal actualizado, consta de azotea comunitaria para poder tender. Zona residencial tranquila y muy comercial con todos los servicios, parada de metro y autobuses, colegios, polideportivos etc. NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,4509.0,False,False,False,False,[],False,False,239000.0,€,,,flat,,"Quintana, Madrid",Piso,Destacado,Ciudad Lineal,,,,3,True,False,Quintana
108718323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/fd/70/1353063255.webp,RP792025139873,9,470000.0,flat,sale,82.0,3,1,calle de Francisco Silvela,Madrid,Madrid,es,40.4324322,-3.6702356,False,https://www.idealista.com/inmueble/108718323/,"REDPISO GUINDALERA-CARTAGENA le ofrece exclusiva vivienda en Barrio de la Guindalera (Distrito Salamanca) junto a la boca del metro DIEGO DE LEÓN. Es una planta sótano exterior a la calle Francisco Silvela completamente REFORMADA ¡OBRA A ESTRENAR! de 82m² distribuidos en un amplio salón con cocina abierta, tres dormitorios y un baño completo. La finca se encuentra en muy buen estado. Dispone de portero físico. Extraordinaria ubicación, en finca situada en zona rodeada de todos los servicios: comercios, restaurantes, colegios, hospitales, etc. y a escasos metros perfectamente comunicado por diversos transportes públicos: Metro Diego de León (L, 4,5 y 6) diversas líneas de autobuses. Cercano también al Parque Eva Duarte Perón. Rápido acceso a la M-30. Extraordinaria ocasión para entrar a vivir en uno de los barrios más emblemáticos de Madrid. Vivienda con gran potencial. No dude en contactar con nosotros para ampliar la información o concertar una visita.  Disponemos de financiera propia. Aproveche su ASESORAMIENTO GRATUITO. Consúltenos sin compromiso.",False,good,False,5732.0,False,False,False,False,[],False,False,470000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Francisco Silvela,Destacado,Barrio de Salamanca,,,,st,True,False,Guindalera
108687035,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/f5/77/1352154118.webp,Teinm0022,10,180000.0,flat,sale,69.0,2,1,calle Núñez de Balboa,Madrid,Móstoles,es,40.3240849,-3.8683088,False,https://www.idealista.com/inmueble/108687035/,"**Piso en Venta en el Corazón de Móstoles** Descubre este encantador piso ubicado en el centro de Móstoles, a solo unos minutos del metro Pradillo (Línea 12) y de la estación de Renfe Móstoles Central. Este hogar ofrece una ubicación inmejorable, con el ayuntamiento, centros de salud y el hermoso parque Cuartel Huerta a pocos pasos.  Con un total de 69 m² construidos, este piso en la segunda planta se encuentra en buen estado de conservación. La distribución incluye un hall/recibidor, dos dormitorios equipados con armarios empotrados, un cuarto de baño completo, un amplio salón/comedor y cocina/office.  Ofrece un espacioso cuarto trastero en la cubierta.  Con excelentes conexiones a la A-5 y múltiples líneas de autobuses disponibles, este piso es una opción perfecta para quienes buscan comodidad y accesibilidad en su día a día. No pierdas la oportunidad de visitar este piso en Móstoles.",False,good,False,2609.0,False,False,False,False,[],False,False,180000.0,€,,,flat,,"Centro, Móstoles",Piso en calle Núñez de Balboa,Destacado,Centro,,,,2,True,False,
108528091,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/00/5c/1347566327.webp,RP032025139061,13,385000.0,flat,sale,60.0,2,1,calle de Emilio Ferrari,Madrid,Madrid,es,40.4351479,-3.6441982,False,https://www.idealista.com/inmueble/108528091/,"¡Tu nuevo hogar te espera en una de las mejores zonas de Ciudad Lineal! En calle Emilio Ferrari, a pocos pasos del metro Pueblo Nuevo, se encuentra este acogedor y luminoso piso reformado, listo para entrar a vivir. Características principales: 2ª planta con ascensor, 2 dormitorios amplios y confortables, 1 baño completo, Salón comedor muy luminoso y espacioso, ideal para disfrutar en familia, Cocina independiente con acceso a tendedero, Trastero incluido, perfecto para almacenamiento adicional, Servicio de conserjería en el edificio. Jardin comunitario. Ubicación excelente, en una zona residencial tranquila, bien comunicada y con todos los servicios a tu alcance: supermercados, colegios, zonas verdes, centros de salud y comercios. A tan solo unos minutos del metro Pueblo Nuevo (líneas 5 y 7). Una vivienda cómoda, práctica y bien cuidada, perfecta tanto para familias como para inversión.",False,good,False,6417.0,False,False,False,False,[],False,False,385000.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Emilio Ferrari,Destacado,Ciudad Lineal,,,,2,False,True,Pueblo Nuevo
108162084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/58/b8/1335713022.webp,RP1312025137658,17,359900.0,flat,sale,111.0,4,2,avenida del Dos de Mayo,Madrid,Leganés,es,40.33669,-3.7619191,False,https://www.idealista.com/inmueble/108162084/,"Magnífica vivienda en batallas. Dispone de cuatro dormitorios, dos baños completos, (uno de ellos en suite), cocina con tendedero cubierto y amplio salón con salida a terraza abierta. Está situado en una excelente zona rodeada de todos los servicios necesarios. Puede disfrutar de las posibilidades que le ofrece nuestro departamento financiero dcredit a la hora de tramitar su hipoteca. ¡no lo dude! llame o acérquese a nuestra oficina para visitar este inmueble. Este anuncio no es vinculante, puede contener errores, y está sujeto a posibles modificaciones (comerciales, jurídicas o por expreso deseo de la propiedad). Se muestra a título informativo y no contractual. La información aquí contenida no debe considerarse como oferta de compra o financiación, debiendo para esta finalidad dirigirse a nuestro departamento financiero, nuestro comercial o nuestras oficinas para ofrecerle una información más detallada vinculada con el inmueble.",True,good,False,3242.0,False,False,False,False,[],False,False,359900.0,€,,,flat,,"Batallas, Leganés",Piso en avenida del Dos de Mayo,Destacado,Centro,,,,2,True,True,Batallas
108613062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/13/92/1349957354.webp,,7,1459000.0,flat,sale,97.0,2,1,CL GENERAL PARDIÑAS,Madrid,Madrid,es,40.4235628,-3.6791547,False,https://www.idealista.com/inmueble/108613062/,"A ESTRENAR. EXCLUSIVIDAD EN GOYA! Descubre esta magnífica vivienda exterior a estrenar, ubicada en una finca de gran categoría en la emblemática zona de Goya (Salamanca, Madrid). Con una distribución funcional y sofisticada, ofrece: Dos dormitorios amplios y luminosos, uno de ellos con baño en suite. ideal para tu descanso y privacidad. Dos baños completos de diseño contemporáneo, con materiales de alta gama. Cocina equipada al detalle, con todos los electrodomésticos nuevo. Es exterior con balcones a la calle que inundan la vivienda de luz natural y ofrecen vistas urbanas privilegiadas. Magnifica finca con ascensor, accesible para capacidad reducida, con portal amplio y muy cuidado. Fachada histórica.",False,good,False,15041.0,False,False,False,False,[],False,False,1459000.0,€,,,flat,,"Goya, Madrid",Piso en Cl General Pardiñas,Destacado,Barrio de Salamanca,,,,5,True,True,Goya
107967920,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/91/e6/1330297639.webp,"casa de dos plantas, reforma integral, con encanto ",54,269000.0,chalet,sale,192.0,3,3,Lozoya,Madrid,Lozoya,es,40.9520886,-3.7895376,False,https://www.idealista.com/inmueble/107967920/,"Vivienda en Lozoya. Reformada por completo. Los criterios de rehabilitación de esta casa rural han sido el respeto por la estructura existente, la potenciación y valoración de la luz natural, y el trabajo con los materiales naturales y lo que representan: la solidez de la piedra y la calidez de la madera. La intervención ha consistido en la recuperación de los techos de vigas de madera, la piedra natural, tanto en las fachadas como en el interior, y la construcción de un tejado nuevo. Además, en las divisiones interiores se han utilizado aislamientos térmicos y acústicos, se ha sustituido la carpintería deteriorada por carpintería nueva, se han instalado ventanas oscilo-batientes con rotura de puente térmico y triple cristal, y se ha rediseñado una escalera con alma del pasado. En definitiva, se ha conjugado a la perfección los elementos originales con los criterios de sostenibilidad y confort creando un clima de armonía y calidez en toda la vivienda. La vivienda se distribuye en dos plantas: La planta baja es un amplio espacio diáfano donde la cocina es el verdadero corazón de la casa.   Es una cocina en isla con gran capacidad de almacenaje, abierta al salón comedor, muy práctica, funcional y estéticamente atractiva.  Completa la planta un dormitorio con baño en suite y un cuarto de lavado. A través de una escalera de madera se conecta con el nivel superior que se destina a zona de noche, con dos dormitorios con baño en suite, uno de ellos cuenta con un balcón y el otro con ventanas cenitales. Además, en esta planta existe un generoso espacio multifuncional listo para adaptarlo según nuestras necesidades, crear un rincón de trabajo, una sala de juegos, otro dormitorio, etc.. .  Esta casa es perfecta tanto para vivir todo el año, como segunda residencia o incluso para aquellos que buscan una rentabilidad. Si buscas un hogar con esencia y aires relajados. ¡No pierdas la oportunidad de visitarla!",False,good,False,1401.0,False,False,False,False,[],False,False,269000.0,€,,,chalet,semidetachedHouse,Lozoya,Chalet pareado,Destacado,,,,,,,,
108796275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/9a/ba/1355387687.webp,RP2532025140146,10,235000.0,flat,sale,65.0,3,1,calle de Vélez Blanco,Madrid,Madrid,es,40.4763645,-3.6638425,False,https://www.idealista.com/inmueble/108796275/,"Piso de 3 dormitorios en zona privilegiada con excelente comunicación.  Te presentamos esta vivienda funcional y acogedora, compuesta por tres dormitorios, un baño completo y cocina independiente.  Su distribución optimiza cada espacio, ofreciendo estancias luminosas y bien aprovechadas. El salón es amplio y permite crear una zona de descanso y convivencia ideal. Ubicado en una zona muy bien comunicada, el piso se encuentra a escasos minutos de una estación de metro, lo que facilita los desplazamientos diarios. Además, cuenta con acceso rápido a diferentes líneas de transporte público y principales vías de circulación.  El entorno ofrece todos los servicios que puedas necesitar: supermercados, centros de salud, colegios, zonas verdes y opciones de ocio y restauración. Un barrio consolidado, tranquilo y con excelente calidad de vida.  Ideal tanto para familias, parejas como para inversores que deseen una propiedad en una ubicación estratégica y de gran demanda.",False,good,False,3615.0,False,False,False,False,[],False,False,235000.0,€,,,flat,,"Apóstol Santiago, Madrid",Piso en calle de Vélez Blanco,Destacado,Hortaleza,,,,4,True,False,Apóstol Santiago
108613562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/cb/40/1349966571.webp,02530,9,1363000.0,flat,sale,130.0,2,2,CL GENERAL DIAZ PORLIER,Madrid,Madrid,es,40.4289067,-3.6780704,False,https://www.idealista.com/inmueble/108613562/,"Magnifica vivienda en el barrio de Salamanca, sexta planta, en edificio representativo. El piso tiene dos dormitorios y dos baños, el principal con baño en suite, un amplia cocina y un gran salón. El piso esta recientemente reformado con materiales de muy buena calidad.      Zona consolidad y bien comunicada por transporte público ( metro, varias líneas de autobuses) Rodeada de colegios, guarderías, ambulatorio, hospitales, comercio tradicional, supermercados.  Próxima a la Calle Velázquez.    BARRIO SALAMANCA:     Barrio Salamanca, espacio tradicionalmente habitado por los élites políticas y económicas del país, convive con otras actividades como la empresarial, la diplomática y, especialmente la comercial, ya que es una de las áreas de moda de lujo más importantes de la capital. Aquí se localiza la \\\""Milla de Oro\\\"", exclusiva área comercial donde están concentradas las tiendas de las marcas de lujo más prestigiosas: Chanel, Dior, Prada, Tiffany. No faltan las galerías de arte y los espacios dedicados a la cultura como la Fundación March o el Museo Lázaro Galdiano, sin olvidar la cercanía al Parque del Retiro, el gran pulmón verde del centro de Madrid.    No dude en llamarnos para concertar visita, estaremos encantados de atenderles. -    Les esperamos.",False,good,False,10485.0,False,False,False,False,[],False,False,1363000.0,€,True,True,flat,,"Goya, Madrid",Piso en Cl General Diaz Porlier,Destacado,Barrio de Salamanca,,,,6,False,True,Goya
108658004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/2e/b5/1351326820.webp,RP442025139210,13,189900.0,flat,sale,52.0,2,1,Barrio Buena Vista,Madrid,Madrid,es,40.3698858,-3.7498117,False,https://www.idealista.com/inmueble/108658004/,"REDPISO VENDE EN EXCLUSIVA – VIVIENDA REFORMADA EN CARABANCHEL ALTO ¿Buscas un hogar para entrar a vivir sin complicaciones? ¿O eres inversor y quieres alquilar de inmediato sin gastar un euro en reformas? Esta propiedad es lo que necesitas. Totalmente reformada y lista para entrar a vivir. Sin obras, sin líos, sin demoras. Ubicada en una  segunda planta sin ascensor, esta vivienda destaca por su doble orientación Este y Sur, que garantiza luz natural todo el día. Ideal para quienes valoran hogares luminosos y bien ventilados. Dispone de una superficie de 47 m2 según Catastro. Distribución funcional y con estilo moderno: Cocina, salón con aire acondicionado (frío-calor). Dormitorio principal con armario empotrado. Dormitorio secundario. Baño con plato de ducha y terraza. Calidades que marcan la diferencia: Calefacción individual de gas natural. Ventanas de aluminio con doble cristal climalit (aislamiento térmico y acústico). Suelos de tarima. Paredes lisas. Toldos en toda la vivienda. Ideal tanto para vivir como para invertir. Esta vivienda no necesita reformas, lo que te permite alquilarla de inmediato o disfrutarla desde el primer día. Muy buena ubicación en pleno centro de Carabanchel Alto, con todos los servicios a pie de calle: supermercados, colegios, farmacias, bancos, restaurantes y el Centro de Salud Guayaba. Conectividad excelente: A solo 350 metros del metro “Carabanchel Alto” (L11), con conexión rápida a la L6 y Plaza Elíptica. Múltiples líneas de autobuses EMT (35, 47, 108, 118, 4 92, 493, N16 y N17). Acceso rápido en coche a M-40, M-45, R5 y A-42. Cerca de Islazul y Sambil Outlet, para tus compras y ocio ¿Quieres más? Redpiso te lo pone fácil. Contamos con departamento financiero propio para ayudarte a gestionar tu hipoteca sin complicaciones. Llámanos hoy y ven a verla. Tu nuevo hogar (o tu próxima gran inversión) te está esperando. Redpiso. La confianza de un líder. ¡Nosotros sí vendemos! El precio no incluye impuestos, honorarios ni gastos de compraventa.",False,good,False,3652.0,False,False,False,False,[],False,False,189900.0,€,,,flat,,"Buena Vista, Madrid",Piso,Destacado,Carabanchel,195000.0,5100.0,3.0,2,True,False,Buena Vista
108881384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/41/f9/1357813854.webp,RP842025140363,9,189900.0,flat,sale,71.0,3,1,La Serna,Madrid,Fuenlabrada,es,40.2909231,-3.8002068,False,https://www.idealista.com/inmueble/108881384/,"¡Gran oportunidad en Fuenlabrada! Bajo exterior con entrada por portal – Redpiso Las Provincias Redpiso Las Provincias pone a la venta este acogedor bajo exterior situado en una zona residencial tranquila de Fuenlabrada, perfecto para familias o como inversión. La vivienda dispone de 72 m² construidos y 57 m² útiles, distribuidos en 3 dormitorios, 1 cuarto de baño completo, una cocina amueblada en buen estado y un salón de paso, ideal como espacio de estar y reunión. El suelo de parquet aporta un toque cálido y elegante a toda la vivienda. El acceso se realiza cómodamente a través del portal de la finca, garantizando seguridad y facilidad de entrada. La zona es muy tranquila y bien comunicada, con cercanía a transporte público, colegios, zonas verdes y todo tipo de servicios. ¡No pierdas esta oportunidad! Contacta con Redpiso Las Provincias y ven a conocer tu próxima vivienda.",False,good,False,2675.0,False,False,False,False,[],False,False,189900.0,€,,,flat,,"La Serna, Fuenlabrada",Piso,Destacado,La Serna,,,,bj,True,False,
108378096,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/f2/0a/1342320928.webp,RP082025138500,12,168470.0,flat,sale,60.0,2,1,calle Comercial,Madrid,Madrid,es,40.3872204,-3.6535199,False,https://www.idealista.com/inmueble/108378096/,"Te presentamos este encantador piso situado en una tercera planta exterior sin ascensor, que destaca por su luminosidad natural y excelente ubicación.  La vivienda se distribuye en 2 dormitorios, un acogedor salón-comedor, cocina independiente y un baño completo con plato de ducha. Ubicado en un entorno con todos los servicios a mano, el piso se encuentra muy próximo a colegios, farmacias, supermercados, pequeños comercios y bares tradicionales, lo que lo convierte en una opción muy cómoda tanto para familias como para quienes buscan una inversión rentable. En cuanto a comunicaciones, la conexión con el transporte público es excelente:  • Metro Buenos Aires (L1) 11 minutos andando.  • Estación de Cercanías Renfe El Pozo, ideal para quienes trabajan en el centro de Madrid o en otras zonas de la periferia.  Características destacadas: • 3ª planta exterior (sin ascensor) • 2 dormitorios • Baño con plato de ducha • Zona bien comunicada y con todos los servicios.  Es importante tener en cuenta que el precio de compra no incluye el impuesto de transmisiones patrimoniales (máximo 6% sobre el precio de venta o el valor del inmueble que marque la Comunidad de Madrid). Tampoco incluye el 3% más IVA (21%) sobre el precio final del inmueble, equivalente a los honorarios del comprador por la intermediación inmobiliaria (con un mínimo de 5.000€ + IVA), ni los gastos notariales y/o registrales, según el caso. ¡No dudes en venir a visitarlo!",False,good,False,2808.0,False,False,False,False,[],False,False,168470.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso en calle Comercial,Destacado,Puente de Vallecas,,,,3,True,False,Palomeras Bajas
107719259,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/8d/0c/1320778243.webp,MOAD16,21,7700000.0,chalet,sale,450.0,4,3,La Moraleja urbanización,Madrid,La Moraleja,es,40.5245114,-3.6268448,False,https://www.idealista.com/inmueble/107719259/,"MO Inmobiliaria presenta este Chalet independiente de de 250m2 ubicado en una espectacular parcela de 10.000 metros cuadrados, en La Moraleja. La casa está distribuida en una única planta por la que accedemos al hall de entrada amplio y luminoso que da paso al salón con chimenea y comedor, cocina con comedor de diario totalmente equipada. La zona de descanso cuenta con cuatro dormitorios y tres baños. Calefacción y aire acondicionado. Cuenta con un extenso jardín con arboles autóctonos y una zona de estar muy agradable con piscina y porche cubierto, con inmejorables vistas. La Moraleja es la mejor zona de Madrid para vivir. Calidad de vida, bienestar y comodidad, son algunos de los aspectos que la hacen destacar como el sitio perfecto. Rodeada por amplias zonas verdes, cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad.",True,good,False,17111.0,False,False,False,False,[],False,False,7700000.0,€,True,True,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente,Destacado,La Moraleja urbanización,,,,,,,
108015794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/f4/d2/1331283968.webp,RP282025137066,11,165000.0,flat,sale,43.0,1,1,calle de Villaviciosa,Madrid,Madrid,es,40.3995019,-3.7672711,False,https://www.idealista.com/inmueble/108015794/,"¡Oportunidad de compra en la zona de Aluche en Calle Villaviciosa! Piso de 43m² que se distribuyen en 1 dormitorios, salón, cocina, baño y trastero privado. Además, la vivienda cuenta con ascensor y la finca dispone de zonas verdes. Zona tranquila y bien comunicada, cuenta con todos los servicios necesarios como comercios, tiendas, guarderías, colegios, institutos, oficina de correos, centro de salud, sucursales bancarias… zonas verdes y ajardinadas a pocos minutos de la Casa de Campo. El piso se encuentra bien comunicado por el metro de Colonia Jardín y las líneas de autobús 25. ¡Llámenos e infórmese sin compromiso!",False,good,False,3837.0,False,False,False,False,[],False,False,165000.0,€,,,flat,,"Campamento, Madrid",Piso en calle de Villaviciosa,Destacado,Latina,,,,bj,True,True,Campamento
104349459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/02/ea/1217792969.webp,RP082024123305,11,120000.0,flat,sale,30.0,2,1,calle de Tomás García,Madrid,Madrid,es,40.3929023,-3.663908,False,https://www.idealista.com/inmueble/104349459/,"Se vende estupendo piso de 2 dormitorios, baño completo con plato de ducha, cocina americana y salón. La vivienda posee ventanas de climalit, calefacción eléctrica, puertas de madera y suelos de gress. Para entrar a vivir. Ubicado a 500metros de boca de metro nueva numancia (línea 1), varias lineas de autobus, zona comercial, zonas verdes, etc.. . Si estas interesado, no olvides en visitarlo. / *este anuncio no es vinculante. Puede contener errores.  **el precio no incluye el impuesto de transmisiones patrimoniales (máx. 6% sobre el precio de venta o del valor del inmueble que marque la comunidad de madrid), ni el 3% más iva (21%) (con un mínimo de 5.000€+iva ), sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,4000.0,False,False,False,False,[],False,False,120000.0,€,,,flat,,"San Diego, Madrid",Piso en calle de Tomás García,Destacado,Puente de Vallecas,,,,bj,False,False,San Diego
108789526,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/f7/db/1355424090.webp,15461,5,980000.0,chalet,sale,539.0,5,4,Los Villares,Madrid,Arganda,es,40.3146579,-3.4515146,False,https://www.idealista.com/inmueble/108789526/,"Exclusivo Chalé de Lujo en Los Villares – Un Refugio de Elegancia, Espacio y Naturaleza En el corazón de una de las zonas más privilegiadas de Arganda del Rey, presentamos esta majestuosa residencia que redefine el concepto de hogar. Esta joya inmobiliaria, enclavada en la prestigiosa urbanización de Los Villares, representa una oportunidad única para quienes buscan un equilibrio entre lujo, comodidad y calidad de vida. Con una superficie construida de 539 m² construidos y 428 m² útiles, emplazada sobre una espectacular parcela de 1.200 m², esta propiedad ha sido diseñada para quienes valoran los espacios amplios, la luminosidad y los acabados cuidados en cada detalle. Al cruzar la puerta principal, nos recibe un salón de 35 m², con chimenea, bañado por luz natural a través de sus espectaculares vidrieras emplomadas, pensado para compartir momentos inolvidables en familia o con amigos. La calidez y la amplitud de este espacio invitan tanto al descanso como a la celebración. En la planta baja y en el ala opuesta de la casa encontramos distribuidor en el accedemos a un gabanero para dejar calzado y abrigos, un amplio despacho, un cuarto de aseo para dar servicio a la planta baja y amplia cocina de diseño italiano totalmente equipada con office, cuarto de plancha y despensa conectada a garaje por una grúa de poleas para que puedas subir cómodamente la compra diaria. A través de una bonita escalera con pasamanos de madera importada de Brasil accedemos a la planta superior en la que sus cuatro dormitorios combinan privacidad y confort, creando un ambiente acogedor a medida de cada miembro del hogar. En el amplio dormitorio principal tipo suite puedes disfrutar de momentos de lectura o de ocio en su espacio dedicado a estar, de su cuarto de baño con ducha y jacuzzi y doble lavabo y además podrás ordenar toda tu ropa en su gran vestidor. La vivienda dispone de otros dos baños completos y un aseo, cuidadosamente diseñados para ofrecer la máxima funcionalidad sin renunciar al estilo. En planta sótano se ubica una sala de ocio, un lugar donde construir los mejores recuerdos, vivir cada reunión de manera especial y donde disfrutar plenamente del tiempo libre sin salir de casa. En cuanto a calidades la vivienda tiene los suelos de granito en la planta baja, parque de roble en la primera planta y gres porcelánico en cocina y baños. La carpintería exterior es de aluminio climalit y la carpintería interior de roble y raíz. Además, tiene aire acondicionado por conductos en la planta baja y primera y splits en los dormitorios. La calefacción es de Gasoil y el agua caliente en invierno a través de placas solares. El exterior es, sencillamente, excepcional. Una piscina privada climatizada con placas solares, rodeada de árboles y césped, convierte el jardín en un pequeño oasis donde disfrutar del verano con total intimidad. La amplia terraza invita a la contemplación y al relax, envolviendo tus días con la paz que sólo el entorno natural puede ofrecer. Además, disfruta de una exclusiva pista deportiva privada en tu propio hogar, ideal para los amantes del deporte y la vida saludable. Esta moderna instalación multifuncional está perfectamente integrada en la parcela, permitiendo practicar varias disciplinas como tenis, pádel, baloncesto o fútbol sala sin salir de casa. Entre sus extras destacan el parking privado para 6 vehículos, trastero, una puerta blindada que garantiza la seguridad y el privilegio de una ubicación inmejorable, con acceso rápido al metro, facilitando tus desplazamientos hacia Madrid y otras localidades cercanas. Este chalet no es solo una vivienda: es una forma de vida. Ideal para familias que desean crecer rodeadas de naturaleza sin renunciar a las comodidades de la ciudad, ¡Descubre el hogar que lo tiene todo! Ven a visitarlo y déjate enamorar, porque a veces, los sueños sí están en venta! *Certificación Energética: ""D"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA.",False,good,False,1818.0,False,False,False,False,[],False,False,980000.0,€,True,True,chalet,independantHouse,"Los Villares, Arganda",Casa independiente,Destacado,Los Villares,,,,,,,
108398534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/53/42/1350559706.webp,,20,1050000.0,flat,sale,85.0,2,2,"calle de Santa Teresa, 14",Madrid,Madrid,es,40.425192,-3.6954912,True,https://www.idealista.com/inmueble/108398534/,"Extraordinaria vivienda en proceso de reforma en uno de los mejores barrios de Madrid. Este piso ubicado en la cuarta planta de una finca clásica de Justicia del año de 1905.  Con una cómoda distribución, el piso consta de 2 habitaciones y 2 baños, una de ellas con baño en suite. Su área social esta diseñada para disfrutar con plena comodidad de la vivienda.  Con las mejores calidades, la vivienda se entrega amueblada lista para entrar a vivir.",True,good,False,12353.0,False,False,False,False,[],False,False,1050000.0,€,,,flat,,"Chueca-Justicia, Madrid","Piso en calle de Santa Teresa, 14",Destacado,Centro,,,,4,False,True,Chueca-Justicia
