propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108310014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/4a/57/1341126250.webp,aa80fdbb-5a75-4cb6-8416-7dba9dd207ef,44,1,890000.0,flat,sale,193.0,True,4,3,calle Castillo de Arévalo,Madrid,Las Rozas de Madrid,Europolis,es,Europolis,40.5056891,-3.8948774,False,https://www.idealista.com/inmueble/108310014/,"Huspy les presenta un espectacular piso en la zona de Los Castillos. Moderna vivienda con piscina y garaje en Los Castillos – Las Rozas Huspy presenta esta magnífica propiedad situada en la exclusiva zona de Los Castillos, en Las Rozas. Prácticamente nueva, esta vivienda destaca por su excelente luminosidad, una distribución funcional y materiales de alta calidad. Diseñada para el confort, incorpora los últimos avances tecnológicos, como el sistema de climatización por aerotermia, que garantiza eficiencia energética y bienestar durante todo el año. La propiedad dispone de una superficie generosa y perfectamente aprovechada. Al entrar, un elegante hall da paso a un impresionante salón-comedor de 40 m², ideal como espacio central de reunión y disfrute familiar. La cocina, semiabierta, combina diseño y funcionalidad, totalmente equipada y con zona de office y tendedero independiente. La zona de descanso se compone de cuatro amplios dormitorios con armarios empotrados. El dormitorio principal incluye baño en suite, mientras que un segundo baño y un aseo dan servicio al resto de la vivienda. Extras y zonas comunes Este hogar se completa con una plaza de garaje y trastero incluidos, así como acceso a unas excelentes zonas comunes: piscina, área infantil y un jardín de diseño que añade valor al conjunto. Entorno privilegiado Ubicada junto a la Dehesa de Navalcarbón, el gran pulmón verde de Las Rozas, la vivienda se encuentra rodeada de todos los servicios necesarios: colegios, comercios, transporte público, y con excelentes conexiones a través de la A6 y la M50. Las Rozas es uno de los municipios más valorados por su alta calidad de vida y su equilibrio entre naturaleza, tranquilidad y servicios urbanos. Una oportunidad perfecta para quienes buscan un entorno familiar, moderno y conectado, ideal para ver crecer a los suyos en un entorno seguro y agradable.",True,good,False,True,4611.0,False,True,False,False,[],False,False,890000.0,€,True,True,,flat,"Europolis, Las Rozas de Madrid",Piso en calle Castillo de Arévalo,,,,,
107978278,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/b4/0a/1304402160.webp,Portal 3-3ºA,4,3,265095.0,flat,sale,103.0,True,3,2,Urbanización Residencial Serpens s/n,Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3705717,-3.5773299,True,https://www.idealista.com/obra-nueva/107978278/,"SOLAMENTE DISPONIBLES VIVIENDAS PARA PERSONAS CON MOVILIDAD REDUCIDA. Grupo Ibosa presenta este nuevo proyecto de Viviendas de Protección Pública de Precio Limitado, VPPL. en uno de los nuevos desarrollos urbanísticos con mayor proyección ubicado en el sureste de Madrid, en Los Berrocales. CALIDAD, DISEÑO Y CONFORT Residencial Serpens es un proyecto de viviendas de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido en el precio. Viviendas con un precio asequible, funcionales y muy bien distribuidas, optimizando cada metro cuadrado para ofrecerte el máximo confort y comodidad. Podrás disfrutar de tu tiempo libre sin salir de casa ya que el proyecto ofrece unas estupendas zonas comunes con piscina y zonas verdes para disfrutar del buen tiempo. SOSTENIBILIDAD La sostenibilidad, calidad y diseño son los elementos principales en esta promoción de viviendas en la que se ha tenido muy en cuenta el cuidado por el medio ambiente y el ahorro energético. Los Berrocales opta por un modelo de ciudad sostenible, ecológico, con zonas verdes, amplias avenidas y zonas peatonales que mejoran la calidad del medioambiental. Un nuevo desarrollo urbanístico que se adapta perfectamente a un estilo de vida tranquilo y que además se encuentra a un paso de Madrid central para los que no quieran perder el vínculo con la gran ciudad. UBICACIÓN Tiene una ubicación estratégica al este de Madrid, muy cerca de Ensanche de Vallecas y el C. C. La Gavia destacando la gran conectividad a las redes de transporte público dada su cercanía al metro y paradas de autobuses. Delimita al sur por la A3, al este por la M-50, al oeste por la M-45 y por el norte la línea 9 de metro. ¡Ha llegado tu momento, apúntate!",False,newdevelopment,True,True,2574.0,True,False,False,False,[],False,False,265095.0,€,True,True,,flat,"Los Berrocales, Madrid",Piso en Urbanización Residencial Serpens s/n,,False,,,
108127397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/99/88/1339359667.webp,JS209091,16,bj,277000.0,duplex,sale,104.0,True,1,1,calle de Nanclares de Oca,Madrid,Madrid,San Blas,es,Rejas,40.4447628,-3.576168,False,https://www.idealista.com/inmueble/108127397/,"GILMAR Consulting Inmobiliario Madrid, Conde Orgaz-Campo de las Naciones, comercializa en zona las Mercedes este LOFT-DUPLEX (OFICINA) con una espectacular terraza de 40 metros cuadrados, junto al centro comercial Plenilunio.  Se trata de un dúplex con salón independiente en planta baja con cocina totalmente equipada. En la segunda planta se encuentra el dormitorio con vestidor y amplio baño completo.  La vivienda cuenta con una plaza de garaje de acceso directo incluida en el precio. En edificio moderno ya que se trata de una finca del año 2006, ubicada en una zona en plena expansión y con mayores expectativas de revalorización. Es sin duda una de las mejores opciones de inversión en Madrid. Se trata de una vivienda muy luminosa con una distribución muy funcional pensada para garantizar el confort y el bienestar de sus futuros inquilinos. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.), parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.).  También se encuentra cerca de áreas empresariales como (la milla de oro tecnológica madrileña, el llamado Silicon Alley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra, etc.), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS, etc.), recintos feriales-IFEMA, etc. Con salida directa a M-30 y M-40, y a 5 minutos del centro de Madrid y del Aeropuerto Internacional Adolfo Suárez Madrid-Barajas No dude en visitarnos en Avenida Machupichu, 35, llamarnos o escribirnos un correo electrónico y facilitarnos la referencia número 209091 para poder atenderle mejor. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",False,good,False,True,2663.0,False,False,False,False,[],False,False,277000.0,€,True,True,,flat,"Rejas, Madrid",Dúplex en calle de Nanclares de Oca,duplex,,,,
108816804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/f3/67/1355985556.webp,,21,2,220000.0,studio,sale,156.0,True,0,1,"calle Thomas Edison, 4",Madrid,Rivas-Vaciamadrid,Rivas Futura,es,,40.3341552,-3.5255438,True,https://www.idealista.com/inmueble/108816804/,"**Lof en Venta en Rivas - Ideal para Tu Estilo de Vida** ¡Descubre este espectacular loft en venta, perfecto para autónomos, jóvenes, parejas o solteros que buscan un espacio polivalente donde vivir y/o trabajar! Con 33 m² de espacio principal, este inmueble ofrece la flexibilidad de crear habitaciones o despachos con 11m2 según tus necesidades. La separación de espacios permite una distribución funcional y cómoda.  Ubicado en un edificio construido en 2007, el estudio cuenta con aire acondicionado y suelo radiante, garantizando el máximo confort durante todo el año. Su orientación norte proporciona abundante luz natural sin el inconveniente del sol directo. Además, disfrutarás de buenas vistas.  Este inmueble también incluye 2 plazas de garaje y un generoso trastero de 6 m², perfectos para almacenar tus pertenencias.  La ubicación es inmejorable, frente al H2Ocio, el mayor centro comercial de Rivas, y a solo 5 minutos a pie de todos los servicios que puedas necesitar: supermercados, cines, restaurantes y más. Cercano también a centros médicos públicos y el nuevo Hospital de HM Con acceso directo a la A3 y de la M50, y a solo 10 minutos del metro, la conexión es excelente.  Además, la vivienda es apta para personas con movilidad reducida, brindando comodidad y accesibilidad a todos sus habitantes.  IBI de 470€ ¡No dejes pasar esta oportunidad única de adquirir un espacio ideal para tu estilo de vida!",False,good,False,True,1410.0,True,False,False,False,[],False,False,220000.0,€,True,True,,flat,"Rivas Futura, Rivas-Vaciamadrid","Estudio en calle Thomas Edison, 4",studio,,230000.0,10000.0,4.0
108519372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/de/c8/1347325982.webp,07df257a-8ec2-4188-a0fb-da4262145aec,43,bj,380000.0,flat,sale,160.0,True,4,2,calle del Néctar,Madrid,Madrid,San Blas,es,Canillejas,40.4422039,-3.6126437,False,https://www.idealista.com/inmueble/108519372/,"Huspy presenta esta excelente oportunidad de adquirir dos pisos completamente reformados, con una superficie total de 160 m², ubicados en pleno corazón del barrio de Canillejas, en el distrito de San Blas-Canillejas, Madrid. Ambos espacios han sido renovados con un diseño moderno y funcional. El primero de 59m², cuenta con dos habitaciones, un baño completo y cocina totalmente equipada, ideal para quienes buscan comodidad y estilo. El segundo de 70m² dispone también de dos habitaciones, un baño completo, un aseo adicional y zona de lavado, lo que lo convierte en una opción perfecta tanto para familias como para compartir entre amigos. Gracias a su reforma integral, estas viviendas están listas para entrar a vivir o ser alquiladas de inmediato, lo que las convierte en una opción muy atractiva como inversión inmobiliaria. Situados en una zona vibrante y consolidada, estos estudios se encuentran junto a un parque y a pocos minutos del centro comercial Plenilunio. Además, ofrecen excelente conexión con el resto de la ciudad gracias al fácil acceso a la M-40 y la A2, así como a una completa red de transporte público. No dejes pasar esta oportunidad de vivir o invertir en una de las zonas con mayor proyección de Madrid. ¡Contáctanos para más información o concertar una visita!",False,good,False,False,2375.0,False,False,False,False,[],False,False,380000.0,€,,,,flat,"Canillejas, Madrid",Piso en calle del Néctar,,,,,
108910351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/a1/84/1358658447.webp,,4,2,683730.0,flat,sale,54.0,False,2,1,"CL ALCALDE SAINZ DE BARANDA, 11",Madrid,Madrid,Retiro,es,Ibiza,40.4171284,-3.6766712,True,https://www.idealista.com/inmueble/108910351/,"Exclusiva vivienda en la zona del Retiro, se entrega amueblada y reformada, edificio en esquina con porteria en una de las calles más demandadas de madrid.",False,good,False,True,12662.0,False,False,False,False,[],False,False,683730.0,€,,,,flat,"Ibiza, Madrid","Piso en Cl Alcalde Sainz De Baranda, 11",,,,,
107293428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/51/e1/1314824878.webp,67c7f96a-6cf3-4189-a6f0-9622e38a4836,34,1,190000.0,flat,sale,68.0,True,2,1,calle de Sepúlveda,Madrid,Madrid,Latina,es,Los Cármenes,40.4059268,-3.7426353,False,https://www.idealista.com/inmueble/107293428/,"Descubre este encantador apartamento en Nuda Propiedad en Los Cármenes, Latina, Madrid. Con 68 m² bien distribuidos, esta vivienda en excelente estado ofrece dos acogedoras habitaciones y un baño completo. Su diseño funcional y luminoso, junto con el suelo de mármol, crea un ambiente cálido y acogedor. Disfruta de un piso soleado con una amplia terraza de 50 m², ideal para momentos de relax o reuniones al aire libre. Además, cuenta con un balcón privado y un trastero, proporcionando un valioso espacio de almacenamiento. La cocina equipada y amueblada está lista para preparar tus platos favoritos, mientras que el sistema de calefacción a gas y eléctrica garantiza confort en cualquier estación del año. Ubicado en una zona bien comunicada, este apartamento cuenta con una parada de autobús en la puerta, facilitando el acceso al resto de la ciudad.  Los Cármenes, en el distrito de Latina, Madrid, es un barrio residencial tranquilo y bien comunicado, ideal para quienes buscan comodidad y accesibilidad. Se encuentra cerca de la Casa de Campo y el Parque de Aluche, dos de las principales zonas verdes de la ciudad, perfectas para el ocio y el deporte. Cuenta con una amplia oferta de servicios esenciales, como supermercados, farmacias, colegios y centros de salud, además de una variada oferta gastronómica y cultural. La conexión con el transporte público es excelente, con líneas de autobús, metro (Lucero y Laguna) y Cercanías Renfe (Laguna), facilitando el acceso al centro de Madrid. Su combinación de tranquilidad, espacios verdes y buenas conexiones lo convierten en una opción atractiva para quienes buscan calidad de vida en la capital. ¡No pierdas la oportunidad de visitarlo y descubrir todo lo que ofrece este hogar único!",False,good,False,False,2794.0,False,False,False,False,[],False,False,190000.0,€,,,,flat,"Los Cármenes, Madrid",Piso en calle de Sepúlveda,,,,,
108381871,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/a2/76/1328727201.webp,P1 3ºB,6,3,545800.0,flat,sale,102.0,True,2,2,calle Huerta Grande s/n,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.437291,-3.8187616,True,https://www.idealista.com/obra-nueva/108381871/,"RESIDENCIAL PHOENIX S. COOP. MAD. ES ADJUDICATARIA DE LA PARCELA EN EL AMBICIOSO ÁMBITO DE HUERTA GRANDE, POZUELO DE ALARCÓN  Bienvenido a Residencial Phoenix, exclusivas viviendas de 2, 3 y 4 dormitorios con plaza de garaje, trastero, en el ambicioso ámbito de Huerta Grande en Pozuelo de Alarcón. Huerta Grande, es un nuevo desarrollo urbanístico en el corazón de Pozuelo de Alarcón, una de las zonas residenciales más demandadas de Madrid por su calidad de vida, tranquilidad y excelente ubicación. Viviendas de 2, 3 y 4 dormitorios, con amplias terrazas, distribución funcional, y excelentes calidades. Viviendas basadas en la sostenibilidad y ahorro energético. Se tomarán las medidas necesarias para obtener alta calificación energética, ahorrarás en tus facturas desde el primer día, sin renunciar al confort.  Disfruta de unas zonas comunes pensadas para ti y tu familia tales como piscina, zonas verdes, zona infantil para los más pequeños y una gastroteca donde celebrar momentos especiales con familia y amigos. Huerta Grande tiene una ubicación inmejorable, está situado en una zona privilegiada de Pozuelo, rodeado de naturaleza y a un paso de todo lo que necesitas: Excelentes comunicaciones: fácil acceso a la M-40, M-503 y A-6, además de cercanías RENFE y varias líneas de autobús. Cercano a los mejores colegios y universidades: Colegio Retamar, British Council, Kensington School, American School of Madrid, Universidad Francisco de Vitoria, entre otros. Rodeado de zonas comerciales, supermercados, restaurantes, centros deportivos y de ocio. Próximo a espacios naturales como el Parque Forestal Adolfo Suárez y la Casa de Campo. Huerta Grande te ofrece el equilibrio perfecto entre vida urbana y naturaleza, ideal para familias, parejas o quienes buscan un entorno tranquilo sin renunciar a las comodidades de la ciudad. Nota: Este proyecto se gestiona en régimen de Cooperativa. Residencial Phoenix S. Coop. Mad. , ya está constituida. La documentación mostrada pertenece al anteproyecto en fase de desarrollo por lo que es orientativa y no tiene carácter contractual dado que es susceptible de cambio.",False,newdevelopment,True,True,5351.0,True,False,False,False,[],False,False,545800.0,€,,,,flat,"Zona Pueblo, Pozuelo de Alarcón",Piso en calle Huerta Grande s/n,,False,,,
106651993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/87/95/1289943548.webp,,20,1,1519000.0,flat,sale,211.0,True,4,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4274107,-3.7008439,False,https://www.idealista.com/inmueble/106651993/,"Descubre esta espectacular vivienda totalmente reformada en Calle Barceló 1, una de las calles más representativas del centro de Madrid. Situado en la primera planta de un edificio con fachada clásica y ascensor, este piso exterior combina a la perfección encanto tradicional y modernidad cosmopolita. Con 211 m² catastrales y 160 m² construidos, el inmueble cuenta con 4 habitaciones y 4 baños, ofreciendo un diseño inteligente y elegante. El piso incluye cocina totalmente equipada e independiente, salón de gran tamaño con acabados en madera hechos a medida, cuarto de lavado independiente, calefacción de gas particular, aire acondicionado y balcón. La ubicación en el centro histórico de Madrid ofrece una experiencia de vida inigualable, rodeada de majestuosos edificios históricos, plazas bulliciosas y calles adoquinadas. A pocos pasos se encuentran lugares emblemáticos como el Museo del Prado, el Museo Reina Sofía y una amplia variedad de tiendas boutique, restaurantes de alta cocina y locales de entretenimiento. Vivir en esta vivienda es disfrutar de una oferta cultural sin igual, y una ubicación privilegiada en el corazón de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,7199.0,True,False,False,False,[],False,False,1519000.0,€,,,,flat,"Chueca-Justicia, Madrid",Piso,,,,,
106740692,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/ba/a3/c3/1292579854.webp,4ºC,7,4,560000.0,flat,sale,86.0,True,3,2,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,Simancas,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/106740692/,"Residencial privado compuesto de 55 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,True,6512.0,True,False,False,False,[],False,False,560000.0,€,True,True,,flat,"Simancas, Madrid","Piso en Emilio Muñoz, 47",,False,,,
108515008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/3c/a6/1347192870.webp,ffd30f82-a32a-47ea-a816-5d71ac935ab5,18,1,300000.0,flat,sale,43.0,False,1,1,calle del Amparo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4116315,-3.7054602,False,https://www.idealista.com/inmueble/108515008/,"Descubre este encantador piso tipo loft en el vibrante barrio de Lavapiés, España. Con 43 m², este espacio se presenta en buen estado y ofrece una combinación perfecta de confort y funcionalidad. Cuenta con 1 dormitorio acogedor y 1 baño completo. La cocina está totalmente equipada, lista para tus aventuras culinarias. Disfruta de la comodidad del aire acondicionado durante los calurosos días de verano y relájate en patio privado, ideal para momentos de tranquilidad o reuniones. El edificio cuenta con ascensor, facilitando el acceso.  Ubicado en una zona llena de vida cultural y gastronómica, este piso es una oportunidad única para quienes buscan un hogar práctico en el corazón de la ciudad. ¡No dejes pasar esta oportunidad de vivir en uno de los barrios más emblemáticos de Madrid!",False,good,False,True,6977.0,False,False,False,False,[],False,False,300000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,,,,,
107099356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/d9/8f/1339491830.webp,JS203646 ,30,,490000.0,chalet,sale,244.0,,4,3,calle de Francisco Bivar,Madrid,Paracuellos de Jarama,Casco Urbano,es,,40.5091264,-3.5308385,False,https://www.idealista.com/inmueble/107099356/,"Descubra este maravilloso chalet adosado de 244 metros cuadrados construidos, ubicado en la prestigiosa zona de Paracuellos del Jarama, al norte de Madrid. Este inmueble, construido en 1987, destaca por su elegancia y calidad de vida, ideal para quienes buscan tranquilidad y una zona con proyección económica. La vivienda cuenta con cuatro amplios dormitorios y tres baños, distribuidos en tres plantas. Entre sus características, destacan la presencia de aire acondicionado, armarios empotrados, puerta blindada y alarma, garantizando así la seguridad y confort de sus residentes. Además, dispone de un jardín privado y una piscina, perfectos para disfrutar de momentos de relax y ocio en familia. La zona de Paracuellos del Jarama es conocida por su cercanía al aeropuerto de Madrid-Barajas, lo que la convierte en una ubicación estratégica para quienes viajan con frecuencia. La calidad de vida en este barrio es excepcional, combinando la tranquilidad de un entorno residencial con todas las comodidades y servicios necesarios. En cuanto a la educación, a menos de 10 kilómetros se encuentra el prestigioso colegio SEK Ciudalcampo, reconocido por su excelencia académica y sus modernas instalaciones. Para las compras y el ocio, el centro comercial Plaza Norte 2 se encuentra a pocos minutos en coche, ofreciendo una amplia variedad de tiendas, restaurantes y zonas de entretenimiento. La conectividad de Paracuellos del Jarama es excelente. Las líneas de metro más cercanas son la L8 y L5, que permiten un fácil acceso al centro de Madrid y a otras áreas importantes de la ciudad. En cuanto a las líneas de cercanías, la estación de San Fernando (línea C2) se encuentra a unos 10 kilómetros, proporcionando una conexión rápida y eficiente con la red de trenes de cercanías de Madrid. Además, la zona está bien comunicada mediante diversas líneas de autobuses, como las líneas 214 y 824, que conectan Paracuellos del Jarama con otros puntos clave de la capital. El barrio de Paracuellos del Jarama es una zona con un gran potencial de desarrollo, gracias a su ubicación estratégica y su entorno tranquilo y seguro. La combinación de calidad de vida, proximidad a servicios y excelente conectividad hace de este chalet adosado una opción única para aquellos que buscan un hogar en una de las mejores zonas de Madrid. Para más información sobre este inmueble, no dude en contactar con nuestro equipo de la oficina de Orgaz-Naciones. Puede visitarnos en Avda. Machupichu, 35, llamarnos o enviarnos un correo electrónico. Por favor, facilítenos la referencia número 203646 para poder asistirle de manera más eficiente. Desde 1983, GILMAR ha estado ayudando a sus clientes a encontrar la casa de sus sueños. Con una trayectoria de más de 40 años, nuestra compañía se ha consolidado como líder en el sector inmobiliario, ofreciendo un servicio personalizado y de alta calidad.",False,good,False,,2008.0,False,False,False,False,[],False,False,490000.0,€,True,True,,chalet,"Casco Urbano, Paracuellos de Jarama",Chalet pareado en calle de Francisco Bivar,semidetachedHouse,,,,
108381835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/e8/67/1328727208.webp,P2 3ºA,6,3,555500.0,flat,sale,104.0,True,2,2,calle Huerta Grande s/n,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.437291,-3.8187616,True,https://www.idealista.com/obra-nueva/108381835/,"RESIDENCIAL PHOENIX S. COOP. MAD. ES ADJUDICATARIA DE LA PARCELA EN EL AMBICIOSO ÁMBITO DE HUERTA GRANDE, POZUELO DE ALARCÓN  Bienvenido a Residencial Phoenix, exclusivas viviendas de 2, 3 y 4 dormitorios con plaza de garaje, trastero, en el ambicioso ámbito de Huerta Grande en Pozuelo de Alarcón. Huerta Grande, es un nuevo desarrollo urbanístico en el corazón de Pozuelo de Alarcón, una de las zonas residenciales más demandadas de Madrid por su calidad de vida, tranquilidad y excelente ubicación. Viviendas de 2, 3 y 4 dormitorios, con amplias terrazas, distribución funcional, y excelentes calidades. Viviendas basadas en la sostenibilidad y ahorro energético. Se tomarán las medidas necesarias para obtener alta calificación energética, ahorrarás en tus facturas desde el primer día, sin renunciar al confort.  Disfruta de unas zonas comunes pensadas para ti y tu familia tales como piscina, zonas verdes, zona infantil para los más pequeños y una gastroteca donde celebrar momentos especiales con familia y amigos. Huerta Grande tiene una ubicación inmejorable, está situado en una zona privilegiada de Pozuelo, rodeado de naturaleza y a un paso de todo lo que necesitas: Excelentes comunicaciones: fácil acceso a la M-40, M-503 y A-6, además de cercanías RENFE y varias líneas de autobús. Cercano a los mejores colegios y universidades: Colegio Retamar, British Council, Kensington School, American School of Madrid, Universidad Francisco de Vitoria, entre otros. Rodeado de zonas comerciales, supermercados, restaurantes, centros deportivos y de ocio. Próximo a espacios naturales como el Parque Forestal Adolfo Suárez y la Casa de Campo. Huerta Grande te ofrece el equilibrio perfecto entre vida urbana y naturaleza, ideal para familias, parejas o quienes buscan un entorno tranquilo sin renunciar a las comodidades de la ciudad. Nota: Este proyecto se gestiona en régimen de Cooperativa. Residencial Phoenix S. Coop. Mad. , ya está constituida. La documentación mostrada pertenece al anteproyecto en fase de desarrollo por lo que es orientativa y no tiene carácter contractual dado que es susceptible de cambio.",False,newdevelopment,True,True,5341.0,True,False,False,False,[],False,False,555500.0,€,,,,flat,"Zona Pueblo, Pozuelo de Alarcón",Piso en calle Huerta Grande s/n,,False,,,
108563957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/39/07/1348569305.webp,c248113f-1a4d-48dc-9664-70195a8ec8d1,84,en,2700000.0,duplex,sale,220.0,True,2,3,calle de Montalbán,Madrid,Madrid,Retiro,es,Jerónimos,40.4191217,-3.6888139,False,https://www.idealista.com/inmueble/108563957/,"Descubre este exclusivo piso dúplex de 220 m² en el codiciado barrio de Jerónimos, Retiro, Madrid.  Recientemente reformado, ofrece un diseño moderno y funcional. Cuenta con 2 amplios dormitorios y 3 baños completos. La cocina está totalmente equipada y los armarios empotrados maximizan el espacio de almacenamiento.  Disfruta de la comodidad del aire acondicionado y calefacción de gas. Además, incluye la opción de aparcamiento y un trastero. El edificio clásico ofrece servicios excepcionales como gimnasio compartido, piscina, sauna y conserjería. Relájate en las instalaciones después de un largo día o pasea por el cercano Parque del Retiro. Este piso es una oportunidad única para vivir en una de las zonas más prestigiosas de Madrid. No dejes pasar esta oportunidad de vivir con estilo y comodidad en el corazón de la ciudad. ¡Contáctanos para más información!",False,good,False,False,12273.0,False,False,False,False,[],False,False,2700000.0,€,True,True,,flat,"Jerónimos, Madrid",Dúplex en calle de Montalbán,duplex,,,,
106071426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/a0/5f/1319581975.webp,W-02WFMS,30,bj,480000.0,flat,sale,78.0,True,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4293512,-3.703668,False,https://www.idealista.com/inmueble/106071426/,"Vivienda exterior reformada con dos balcones en Malasaña Engel & Völkers presenta oportunidad de inversión en una de las mejores calles de Universidad - Malasaña. Muy cerca del ICADE, San Bernardo, Fuencarral, Chamberí con las mejores propuestas de restauración, comercios, ocio, colegios, etc. Vivienda ubicada en un edificio de principios del siglo XX, mantiene todo el encanto de la época y la armonía con el entorno de Madrid centro actual. Finca con ascensor Con un amplio salón comedor, amplio dormitorio con vestidor y baño. la cocina totalmente equipada. Calefacción eléctrica. Actualmente alquilada, lo que se traduce en un retorno de inversión desde el día uno. Consuelte la disponibilidad para visitas previamente. Malasaña-Universidad es uno de los barrios históricos más emblemáticos del centro de Madrid. la numerosa oferta cultural, tiendas de diseño, pequeños restaurantes con encanto. Es en este enclave donde se sitúa esta propiedad.  Perfectamente ubicado, con varias líneas de metro y red de autobuses. Próximo a Moncloa e intercambiador de cercanías, así como puntos cercanos de biciMAD para recorrer la ciudad. En definitiva, una excelente vivienda en uno de los mejores barrios de la capital. ¡No dude en visitarla con nosotros!",False,good,False,True,6154.0,False,False,False,False,[],False,False,480000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso,,,500000.0,20000.0,4.0
