propertyCode,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105092801,0,,6250000.0,chalet,sale,1100.0,,7,10,avenida Prado Largo s/n,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Prado Largo,40.4266134,-3.850493,True,https://www.idealista.com/inmueble/105092801/,"LAVIN REALS tiene el gran honor de presentarles esta increíble casa en una de las urbanizaciones más exclusivas y extraordinarias de todo Madrid. Prado Largo es una urbanización integrada en el monte de Boadilla, de tan solo 64 fincas, todas con mas de 5.000m2 de parcela y con una seguridad e intimidad absoluta, lo que la hace ideal para tener un estilo de vida de tranquilidad y paz a tan solo 15 minutos del centro de Madrid. La casa esta totalmente reformada de este año, y lista para entrar a vivir. Por privacidad de la propiedad no se describe ni se muestra las fotos al público, para mas información pueden contactar con el agente a cargo de la venta 24/7.",False,good,False,,5682.0,False,False,False,False,[],False,False,6250000.0,€,,,,chalet,"Prado Largo, Pozuelo de Alarcón",Casa independiente en avenida Prado Largo s/n,105092801,independantHouse,,,
108796592,0,2,2400000.0,flat,sale,150.0,True,3,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4298923,-3.6857528,False,https://www.idealista.com/inmueble/108796592/,"Elegancia y confort en el corazón del Barrio de Salamanca Exclusiva vivienda en el corazón del Barrio de Salamanca. Bienvenido a esta elegante propiedad de 150 m², ubicada en una de las zonas más prestigiosas y deseadas de Madrid. La vivienda cuenta con 3 amplios dormitorios, 2 baños completos, salón luminoso, cocina moderna totalmente equipada, portero físico y amenities en el edificio.  � Entorno privilegiado Situada a pocos pasos de la Calle Serrano, rodeada de tiendas de lujo, restaurantes gourmet y cafeterías emblemáticas. Disfruta de la cercanía del Parque del Retiro, ideal para paseos tranquilos, actividades al aire libre o simplemente desconectar del ritmo urbano. La zona ofrece una excelente conexión con el resto de la ciudad mediante transporte público (metro, bus) y está próxima a centros culturales, clínicas privadas y colegios internacionales. Un entorno seguro, elegante y vibrante que combina lo mejor de la vida madrileña. Una oportunidad única para vivir o invertir en el enclave más exclusivo de la capital.",False,good,False,True,16000.0,False,False,False,False,[],False,False,2400000.0,€,,,,flat,"Castellana, Madrid",Piso en calle de Lagasca,,,2500000.0,100000.0,4.0
108511950,0,,14000000.0,chalet,sale,4000.0,,10,14,"Parque Monte el Pilar, 1",Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Monteclaro,40.4514019,-3.8341471,True,https://www.idealista.com/inmueble/108511950/,"HORLUX HOMES tiene el gran honor de presentarles esta casa en la urbanización Escorzoneras, dentro de la zona de seguridad de Las Encinas, 20.000m2 de parcela y 4.000m2 edificados, lidiando con la reserva natural, sin duda la mejor ubicación de la zona. La vivienda de estilo clásico y señorial, tiene un cuidado paisajismo, techos altos, varios salones, amplia zona de cocina para dar servicio a grandes eventos, todos los dormitorios son amplias Suites con baño, vestidor, salón privado y zona de cama. La Suite principal tiene una gran zona de vestidor y baño. Esta propiedad dispone de piscina cubierta + piscina exterior, pista de pádel y pista de tenis. Cuenta con: 5 dormitorios (en la primera planta, todos en suite) + 5 de servicio y 12 baños además de chimeneas, gimnasio, jacuzzi y seguridad. Cuenta con una indiscutible ubicación que te permite moverte a cualquier lado de Madrid. Con accesos directos a la M-40, A6 (ambos sentidos). Además es de las parcelas mejor ubicadas en la zona ya que se encuentra en la zona más elevada y justo al lado de la cabina de los vigilantes de seguridad. También tienes el nuevo y famoso Sexta Avenida, el gimnasio O2 y El corte Inglés al lado! Es decir, todas los servicios a tu alcance. Por privacidad no se publican fotos de la propiedad. Contactar para mas información. MEJOR VER EN PERSONA ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////// HORLUX HOMES has the great honor to present this house in the urbanization Escorzoneras, within the security zone of Las Encinas, 20.000m2 plot and 3.870m2 built, dealing with the nature reserve, undoubtedly the best location in the area. The house of classic and stately style, has a careful landscaping, high ceilings, several lounges, large kitchen area to serve large events, all bedrooms are spacious suites with bathroom, dressing room, private lounge and bed area. The master suite has a large dressing area and bathroom. This property has an indoor pool + outdoor pool, paddle tennis court and tennis court. It has: 5 bedrooms (on the second floor, all en suite) + 5 service bedrooms and 12 bathrooms plus fireplaces, gym, jacuzzi and security. It has an indisputable location that allows you to move anywhere in Madrid. With direct access to the M-40, A6 (both directions). It is also one of the best located plots in the area since it is in the highest area and right next to the security guards' booth. You also have the famous Sexta Avenida, the O2 gym and El Corte Ingles next door! That is, all services at your fingertips. For privacy reasons, photos of the property are not published. Please contact us for more information.",False,good,False,,3500.0,False,False,False,False,[],False,False,14000000.0,€,True,True,,chalet,"Monteclaro, Pozuelo de Alarcón","Casa independiente en Parque Monte el Pilar, 1",,independantHouse,,,
107803240,0,bj,95000.0,flat,sale,60.0,True,1,0,calle de Callao,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,,40.295501,-3.7856777,False,https://www.idealista.com/inmueble/107803240/,"Local con posibilidad de cambio de uso  Características básicas 60 m² construidos, 54 m² útiles 2 plantas Segunda mano/para reformar Distribución 3 estancias 1 aseos o baños Situado a pie de calle Construido en 1976 Actividades comerciales: Almacén, negocio Edificio Bajo Fachada de 7 m. lineales Equipamiento Almacén/archivo Salida de humos Puerta de seguridad Con una superficie útil de 54 m² útiles y una altura impresionante de 4,50 metros, ofrece un espacio versátil que puede adaptarse a tus necesidades, incluso para un CAMBIO DE USO AVIVIENDA. Situado en un entorno tranquilo y rodeado de jardines, disfrutarás de la tranquilidad sin renunciar a la comodidad de tener todos los servicios al alcance de la mano. La ubicación es inmejorable: a pocos pasos encontrarás paradas de autobuses, un centro de salud, colegios y una farmacia, lo que garantiza una excelente conectividad y comodidad para cualquier proyecto que tengas en mente. El local, construido en 1976, cuenta con una fachada de 7 metros lineales que asegura visibilidad y acceso directo desde la calle. Con 60 m² construidos distribuidos en tres estancias y un baño, este espacio es ideal para emprendedores o inversores que buscan un lugar estratégico en pleno corazón de Fuenlabrada. ¡No dejes pasar esta oportunidad! Ponte en contacto y agenda una visita.",False,renew,False,False,1583.0,False,False,False,False,[],False,False,95000.0,€,,,,flat,"La Avanzada - La Cueva, Fuenlabrada",Piso en calle de Callao,1757,,,,
106218400,0,4,177000.0,flat,sale,79.0,,3,2,Urbanización Parquesierra,Madrid,Collado Villalba,Los Negrales,es,,40.6326129,-4.0136332,False,https://www.idealista.com/inmueble/106218400/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Collado Villalba, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2241.0,False,False,False,False,[],False,False,177000.0,€,,,,flat,"Los Negrales, Collado Villalba",Piso en Urbanización Parquesierra,GTRE-01111,,,,
108768274,0,,1500000.0,chalet,sale,495.0,,6,6,calle Emilia Pardo Bazán,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.4985722,-3.8810683,False,https://www.idealista.com/inmueble/108768274/,"¡Descubre tu nuevo hogar! Este impresionante chalet pareado en venta ofrece una excelente ubicación y todas las comodidades que siempre has deseado. Con 495 m² construidos y 450 m² útiles, la propiedad se distribuye en dos plantas, proporcionando un espacio amplio y luminoso. Disfruta de la luz natural que inunda cada rincón, gracias a sus grandes ventanales y terrazas que invitan a relajarse al aire libre. La vivienda cuenta con seis habitaciones, algunas de ellas con baño en suite, ideales para la privacidad y comodidad de toda la familia. Con seis baños amplios, nunca tendrás que esperar tu turno. Además, el sótano incluye un trastero, perfecto para almacenar todo lo que necesites. La seguridad está garantizada con persianas de seguridad y puertas blindadas. La urbanización ofrece excelentes instalaciones como una pista de pádel y una piscina, perfectas para disfrutar del tiempo libre. El chalet también dispone de un garaje con capacidad para cuatro vehículos, asegurando que siempre tengas espacio para tus coches. La calefacción por bomba de calor y el gas natural garantizan un ambiente cálido y acogedor durante todo el año. Construido en 2011 y en buen estado, este chalet es una opción ideal para quienes buscan calidad de vida en un entorno tranquilo. No pierdas la oportunidad de visitar esta maravilla. ¡Tu nuevo hogar te espera!",False,good,False,,3030.0,False,False,False,False,[],False,False,1500000.0,€,True,True,,chalet,"Montecillo, Las Rozas de Madrid",Chalet pareado en calle Emilia Pardo Bazán,,semidetachedHouse,,,
108760184,0,2,110000.0,flat,sale,75.0,True,3,1,CL MARIBLANCA,Madrid,Móstoles,Centro,es,,40.3229273,-3.8597101,False,https://www.idealista.com/inmueble/108760184/,"NO SE PUEDE VISITAR ¡Fantástica INVERSIÓN! Se vende la NUDA PROPIEDAD de este fantástico piso en Calle Mariblanca, Móstoles. Los actuales propietarios, señor de 77 años y señora de 79 años, conservarán el derecho de uso y disfrute de la propiedad de por vida. La propiedad tiene un valor de mercado de 205.000€ y se aplica un 45% de descuento sobre ese valor. ¿Esto qué implica? GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el comprador. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el vendedor. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. El Impuesto de Bienes Inmuebles (IBI), las derramas extraordinarias y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. La cuota ordinaria de la comunidad, el seguro de contenido, la tasa de residuos urbanos y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos POR LA PARTE VENDEDORA. Descripción del inmueble:  Piso de segunda planta con 75 m² construidos. La vivienda cuenta con 3 habitaciones, salón, cocina, baño y terraza. Además, dispone de una terraza adicional junto a la cocina, donde se encuentra el tendedero y la lavadora, ofreciendo un espacio práctico y funcional para el día a día. Ubicado en una zona bien comunicada de Móstoles, con todos los servicios cercanos: comercios, supermercados, colegios, zonas verdes y transporte público. Ideal tanto como vivienda habitual como para inversión. LOS HONORARIOS PROFESIONALES SON DE 6.000€ MÁS IVA Y NO ESTÁN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,True,1467.0,False,False,False,False,[],False,False,110000.0,€,,,,flat,"Centro, Móstoles",Piso en Cl Mariblanca,,,,,
106410424,0,1,260000.0,flat,sale,61.0,,2,1,calle de Cartagena,Madrid,Madrid,Chamartín,es,Prosperidad,40.4403684,-3.6728626,False,https://www.idealista.com/inmueble/106410424/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual. ¿Buscas comprar un piso en Madrid? No pierdas la oportunidad de adquirir en propiedad este piso situado en un edificio residencial ubicado en el distrito de Chamartín, en la localidad de Madrid. Cuenta con una superficie de 61m² bien distribuidos en varias dependencias. El distrito de Chamartín, situado al norte de Madrid, es una zona moderna y próspera que combina áreas residenciales de alto nivel con importantes centros empresariales y financieros. Destacan edificios emblemáticos como las Torres KIO y el complejo de Azca, así como el estadio Santiago Bernabéu. Chamartín cuenta con amplias zonas verdes, como el Parque de Berlín. En términos de accesos, está excelentemente conectado mediante transporte público, con la estación de tren de Chamartín ofreciendo servicios de larga distancia, AVE y cercanías, además de numerosas líneas de metro y autobuses. La proximidad a la M-30 y la A-1 facilita el acceso en coche, completando una infraestructura de transporte muy eficiente.  ¿Quieres más información?  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,4262.0,False,False,False,False,[],False,False,260000.0,€,,,,flat,"Prosperidad, Madrid",Piso en calle de Cartagena,ALRE-06321,,,,
108894983,0,bj,65000.0,flat,sale,45.0,True,1,1,calle Avilés,Madrid,Pinto,Centro - Ayuntamiento,es,,40.242215,-3.6982351,False,https://www.idealista.com/inmueble/108894983/,"SOOOOLOOOO PARA INVERSOREEEEEEEES! ¡ATENCIÓN INVERSORES! APARTAMENTO TURÍSTICO EN PINTO CON RENTABILIDAD DEL 10% Y GARANTÍA � ¿Estás buscando una inversión inteligente, rentable y segura? Esta es tu oportunidad de formar parte de un grupo de inversores que ya está capitalizando el nuevo modelo de turismo inteligente en la Comunidad de Madrid. Te presentamos una unidad turística de 1 habitación completamente equipada en la localidad de Pinto, a tan solo 20 minutos del centro de Madrid y con acceso directo a la A-4, cercanías Renfe y todos los servicios a mano. Un punto estratégico con creciente demanda turística, ideal para escapadas, eventos, ferias, negocios y turismo de proximidad. � Precio de entrada: 6.000 € � Rentabilidad proyectada: 10% anual real � Ingreso medio mensual estimado: 500 € netos � Modelo de explotación 100% delegada (sin dolores de cabeza) � Garantía de recompra o salida asegurada del 10% � Forma parte de un grupo privado de inversores con visión, respaldo y proyección nacional Esta no es solo una compra. Es tu entrada a una comunidad de inversión inmobiliaria inteligente, donde no solo adquieres un activo físico, sino que también te posicionas dentro de una estructura consolidada: ✔ Gestión hotelera centralizada ✔ Automatización total (acceso digital, limpieza, check-in remoto) ✔ Marca posicionada con estrategia digital activa ✔ Diversificación de activos bajo un paraguas corporativo NDHoteles ¿Y lo mejor? Puedes invertir sin hipotecarte, sin dedicarle tiempo y con una garantía sobre tu capital. � El apartamento forma parte de una unidad hotelera reconvertida en modelo mixto turístico-residencial, ofreciendo estabilidad y rotación constante de huéspedes, tanto locales como internacionales. � ¿PARA QUIÉN ES ESTA OPORTUNIDAD? Para ti, si buscas rentabilidad real y constante Si te atrae la idea de formar parte de algo más grande, con red de soporte Si deseas entrar al mundo inmobiliario con bajo riesgo y alta liquidez Si valoras el respaldo legal y operativo de una marca consolidada � Solicita ahora el dossier completo con cifras, proyección y plan de salida. Plazas limitadas — solo 10 inversores en esta ronda. No compres un piso, compra un ingreso seguro y un asiento en la mesa de los que sí hacen que el dinero trabaje por ellos.",False,good,False,True,1444.0,False,False,False,False,[],False,False,65000.0,€,,,,flat,"Centro - Ayuntamiento, Pinto",Piso en calle Avilés,,,,,
108895350,0,bj,65000.0,studio,sale,50.0,True,0,1,calle Estrella de Elola,Madrid,Valdemoro,Centro,es,,40.1934659,-3.6785767,False,https://www.idealista.com/inmueble/108895350/,"¡ATENCIÓN INVERSORES! APARTAMENTO TURÍSTICO EN PINTO CON RENTABILIDAD DEL 10% Y GARANTÍA � ¿Estás buscando una inversión inteligente, rentable y segura? Esta es tu oportunidad de formar parte de un grupo de inversores que ya está capitalizando el nuevo modelo de turismo inteligente en la Comunidad de Madrid. Te presentamos una unidad turística de 1 habitación completamente equipada en la localidad de Valdemoro, a tan solo 20 minutos del centro de Madrid y con acceso directo a la A-4, cercanías Renfe y todos los servicios a mano. Un punto estratégico con creciente demanda turística, ideal para escapadas, eventos, ferias, negocios y turismo de proximidad. � Precio de entrada: 65.000 € � Rentabilidad proyectada: 10% anual real � Ingreso medio mensual estimado: 500 € netos � Modelo de explotación 100% delegada (sin dolores de cabeza) � Garantía de recompra o salida asegurada del 10% � Forma parte de un grupo privado de inversores con visión, respaldo y proyección nacional Esta no es solo una compra. Es tu entrada a una comunidad de inversión inmobiliaria inteligente, donde no solo adquieres un activo físico, sino que también te posicionas dentro de una estructura consolidada: ✔ Gestión hotelera centralizada ✔ Automatización total (acceso digital, limpieza, check-in remoto) ✔ Marca posicionada con estrategia digital activa ✔ Diversificación de activos bajo un paraguas corporativo NDHoteles ¿Y lo mejor? Puedes invertir sin hipotecarte, sin dedicarle tiempo y con una garantía sobre tu capital. � El apartamento forma parte de una unidad hotelera reconvertida en modelo mixto turístico-residencial, ofreciendo estabilidad y rotación constante de huéspedes, tanto locales como internacionales. � ¿PARA QUIÉN ES ESTA OPORTUNIDAD? Para ti, si buscas rentabilidad real y constante Si te atrae la idea de formar parte de algo más grande, con red de soporte Si deseas entrar al mundo inmobiliario con bajo riesgo y alta liquidez Si valoras el respaldo legal y operativo de una marca consolidada � Solicita ahora el dossier completo con cifras, proyección y plan de salida. Plazas limitadas — solo 10 inversores en esta ronda. No compres un piso, compra un ingreso seguro y un asiento en la mesa de los que sí hacen que el dinero trabaje por ellos.",False,good,False,True,1300.0,False,False,False,False,[],False,False,65000.0,€,,,,flat,"Centro, Valdemoro",Estudio en calle Estrella de Elola,,studio,,,
108841465,0,6,470000.0,penthouse,sale,68.0,True,2,1,calle de los Peñascales,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4237291,-3.6663007,False,https://www.idealista.com/inmueble/108841465/,"Agencia inmobiliaria de MADRID - zona SALAMANCA - FUENTE DEL BERRO - GUINDALERA - VENDE ÁTICO Estupendo ático en una 6ª planta exterior con terraza, muy luminoso compuesto de dos dormitorios, cocina independiente, salón comedor con acceso a una amplia terraza y baño con bañera. Todas las estancias con ventilación por ventana. El inmueble se encuentra a reformar, con amplias posibilidades e ideal si buscas darle un sello personal a la vivienda. La finca dispone de ascensor, portero físico y calefacción centralizada. Próximamente se publicarán las fotografías del inmueble. Ubicado entre el parque de la fuente del berro, la glorieta de O´donnell y la plaza de Manuel Becerra, dispone de todo tipo de servicios en los alrededores, como, colegios, hospitales, farmacias, supermercados, parques y una gran red de transporte público. Tecnocasa dispone de un servicio financiero de consulta gratuita para nuestros clientes. Para mas información acerca de la propiedad no dude en consultarnos.",False,renew,False,True,6912.0,False,False,False,False,[],False,False,470000.0,€,,,,flat,"Fuente del Berro, Madrid",Ático en calle de los Peñascales,,penthouse,,,
108170383,0,3,4300000.0,flat,sale,355.0,True,5,6,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4318237,-3.6779232,False,https://www.idealista.com/inmueble/108170383/,"Debido a una petición explícita de la propiedad, la publicación de fotografías no está permitida. Si desea más detalles e imágenes, por favor, contacte por privado. Asensio Property Solutions presenta una excepcional joya inmobiliaria ubicada en la prestigiosa Calle Juan Bravo, en el corazón de Salamanca. Este impecable piso, recién reformado y a estrenar, se entrega completamente amueblado con acabados de lujo. Su diseño singular, que lo distingue en el mercado madrileño, ha sido concebido para satisfacer los gustos más exigentes. Situado en una tercera planta, la propiedad ofrece un elegante hall de entrada que da paso a un luminoso y acogedor espacio de recepción, salón y comedor integrados. Disfrute de una moderna cocina con isla, equipada con electrodomésticos de alta gama, y acceda a una encantadora terraza. La zona de descanso consta de cinco amplios dormitorios, cada uno con su propio baño en suite, destacando el principal con un vestidor independiente. La vivienda sobresale por su abundante espacio de almacenamiento gracias a sus numerosos armarios empotrados, así como por su excelente luminosidad natural, favorecida por su orientación sur. Además, cuenta con un aseo de cortesía, lavandería independiente, trastero, plaza de garaje, calefacción central individualizada a gas y aire acondicionado centralizado. Con una superficie catastral de 355 m², el edificio ofrece portero físico. Para más información, no dude en contactarnos por privado. No deje escapar la oportunidad de adquirir esta magnífica propiedad con un potencial de venta rápido en el mercado.",False,good,False,True,12113.0,False,False,False,False,[],False,False,4300000.0,€,True,True,,flat,"Lista, Madrid",Piso en calle de Juan Bravo,,,4500000.0,200000.0,4.0
108905184,0,2,150817.0,flat,sale,90.0,True,3,1,"avenida de Madrid, 60",Madrid,Torrejón de Ardoz,Noreste,es,,40.4637311,-3.4635571,True,https://www.idealista.com/inmueble/108905184/,subasta online del 16/09/2025 al 16/10/2025.,False,good,False,True,1676.0,False,False,False,False,[],False,False,150817.0,€,,,,flat,"Noreste, Torrejón de Ardoz","Piso en avenida de Madrid, 60",,,,,
108665135,0,2,4470000.0,flat,sale,200.0,True,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4330727,-3.6861506,False,https://www.idealista.com/inmueble/108665135/,"Domus Aurea Capital presenta este impresionante piso reformado en Castellana. Completamente reformada,   Salón-comedor de gran amplitud y luminosidad. La cocina, está semi independizada y está equipada con todos los electrodomésticos de alta gama necesarios.   En la zona de noche, encontramos un dormitorio principal exterior con zona de vestidor y un amplio cuarto de baño en suite. Los otros dos dormitorios, también dobles y de muy buenas dimensiones, cuentan con cuarto de baño en suite y gran espacio de almacenaje.  La zona de lavandería es independiente. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,22350.0,False,False,False,False,[],False,False,4470000.0,€,,,,flat,"Castellana, Madrid",Piso,5120,,,,
108401768,0,3,4100000.0,flat,sale,300.0,True,4,4,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4320499,-3.6762802,False,https://www.idealista.com/inmueble/108401768/,"Alonso & Vega Luxury Homes, especialistas en viviendas de Lujo, GESTIÓN DIRECTA Y TOTAL TRANSPARENCIA. Sabemos que TU TIEMPO IMPORTA, tenemos TU CASA IDEAL.  Espectacular piso de 100 m² totalmente reformado con un exquisito diseño del interior y materiales de primera calidad, listo para entrar! Amplio salón dividido en dos ambientes con comedor y salida directa a la terraza. Tres amplios dormitorios y dos baños. El dormitorio principal con baño en suite. Cocina integrada totalmente equipada con electrodomésticos de alta gama. Armarios empotrados. Calefacción central Su proximidad al parque del retiro, permite disfrutar de diferentes actividades deportivas, ocio… y próximo a la Puerta de Alcalá, la Plaza de Cibeles, el Museo del Prado o el Real Jardín Botánico.",False,good,False,True,13667.0,False,False,False,False,[],False,False,4100000.0,€,,,,flat,"Lista, Madrid",Piso en calle de Padilla,ESPECTACULAR PISO EN LA CALLE PADILLA,,,,
108925187,0,1,1900000.0,flat,sale,145.0,True,3,3,calle de Fernán González,Madrid,Madrid,Retiro,es,Ibiza,40.4222603,-3.6737518,False,https://www.idealista.com/inmueble/108925187/,"Precioso piso totalmente reformado de lujo, en obras. Primera planta exterior muy luminoso. Conserje de lunes a viernes. Fachada no clasica Tenemos mas pisos por la zona de varios presupuestos, consultenos. Mas informacion por privado.",False,good,False,True,13103.0,False,False,False,False,[],False,False,1900000.0,€,,,,flat,"Ibiza, Madrid",Piso en calle de Fernán González,,,,,
108834003,0,1,320000.0,flat,sale,100.0,True,2,2,Parque de la Coruña - Las Suertes,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6211874,-4.0232284,False,https://www.idealista.com/inmueble/108834003/,"¡Vivir como siempre soñaste es posible! Te presentamos una exclusiva oportunidad: un precioso piso de 100 m² en una urbanización privada con vigilancia 24h, piscina de agua salada, pista de pádel, y todo lo que necesitas para disfrutar de una vida tranquila, cómoda y segura. ✨ Características destacadas: 2 dormitorios amplios con armarios empotrados (3 en total), perfectos para familias o teletrabajo. 2 baños completos, uno en suite, con acabados de calidad. Luminoso salón-comedor con acceso a una terraza privada: tu rincón perfecto de relax. Cocina independiente totalmente equipada, con práctico tendedero cerrado. Plaza de garaje incluida en el precio: olvídate de buscar aparcamiento. � Urbanización de ensueño: Piscina comunitaria de agua salada: disfruta del verano sin salir de casa. Pista de pádel, zonas verdes y espacios ajardinados ideales para el ocio. Accesos adaptados para personas con movilidad reducida. Servicio de vigilancia 24h y portería, para que vivas con total tranquilidad. � Ubicación privilegiada: Situado en una zona residencial muy demandada, con excelentes conexiones, transporte público, comercios, colegios y zonas de ocio. Disfruta de la calidad de vida que mereces, a pocos minutos del centro y con rápido acceso a las principales vías. No dejes pasar esta oportunidad de vivir en un entorno único, con todas las comodidades y la seguridad que tú y tu familia necesitáis. � Contáctanos hoy mismo y ven a conocer tu futuro hogar. ¡Te encantará!",False,good,False,True,3200.0,False,False,False,False,[],False,False,320000.0,€,True,True,,flat,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso,BHAG01,,,,
