propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
92040036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/36/75/829310198.webp,MAD1107,13,3250000.0,flat,sale,265.0,4,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.425366,-3.6938368,False,https://www.idealista.com/inmueble/92040036/,"Veraltia Madrid Presenta este apartamento en la ultima planta de un precioso edificio clasico con orientación sur y excelente luz en una de las calles mas señoriales de Justicia. Recientemente reformado consta de 4 habitaciones con 4 baños y excepcionales acabados. Edificio clásico, reforma de lujo realizada por prestigioso estudio de arquitectura. Oportunidad única de vivir en la calle mas emblemática de Justicia.",False,renew,False,12264.0,True,False,False,False,[],False,False,3250000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,,,3,True,True,Chueca-Justicia,,,,
107944106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/f1/a1/1329059211.webp,HI-NERE169001,3,114000.0,studio,sale,70.0,0,1,calle La Rioja,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,40.1897629,-3.686594,False,https://www.idealista.com/inmueble/107944106/,"¡VENTA DE PISOS VALDEMORO! VIVIENDAS NO VISITABLES. Se venden 6 pisos en Valdemoro de 33 a 55 m2, se encuentran actualmente alquilados, con diferentes fechas de fin de contrato. Llámanos y consulta su estado. Viviendas en rentabilidad especial para inversores. Precio especial por la compra del lote. Precios desde 114.000€ a a 173.500€. Impuestos, notaria y registro no incluidos en el precio.",False,good,False,1629.0,False,False,False,False,[],False,False,114000.0,€,flat,studio,"Hispanoamérica - Comunidades, Valdemoro",Estudio en calle La Rioja,Destacado,,,ss,True,True,,,,,
108730623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/21/d5/1353451005.webp,588-JC,1,99990.0,flat,sale,75.0,3,1,calle Albacete,Madrid,Getafe,Juan de la Cierva,es,40.3114071,-3.7137291,False,https://www.idealista.com/inmueble/108730623/,"INMOBILIARIA JC, vende OPORTUNIDAD DE PISO EN GETAFE, OCUPADO! La vivienda cuenta con tres habitaciones, un baño, salón comedor y cocina. La vivienda se encuentra ocupada ilegalmente, de ahí el precio tan bajo. Para cualquier consulta o duda ponte en contacto con nosotros y te ayudamos.",False,renew,False,1333.0,False,False,False,False,[],False,False,99990.0,€,flat,,"Juan de la Cierva, Getafe",Piso en calle Albacete,Destacado,,,4,True,False,,104990.0,5000.0,5.0,
106634524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/f8/60/1289392446.webp,NAV4701,11,177000.0,chalet,sale,120.0,3,3,Villanueva de Perales,Madrid,Villanueva de Perales,,es,40.3455629,-4.1024065,False,https://www.idealista.com/inmueble/106634524/,"Especial Inversores. Se vende OCUPADO ilegalmente. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de propiedades. Chalet independiente en venta, de 3 dormitorios situado en la localidad de Villanueva de Perales, provincia de Madrid. Construido en el año 2002, este chalet cuenta con una superficie de 143m² y se distribuye en salón-comedor, cocina, 3 dormitorios y 2 cuartos de baño y aseo. Dispone de una parcela de 310m² con piscina privada. Villanueva de Perales se localiza a 30 minutos de la capital madrileña y está comunicada mediante autobuses con las línea 531A a Móstoles y por carretera, a través de la M-501 y M-523. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,renew,False,1475.0,False,False,False,False,[],False,False,177000.0,€,chalet,independantHouse,Villanueva de Perales,Casa independiente,Destacado,,,,,,,,,,
106885976,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/2f/b7/1296732944.webp,NAV4712,11,336000.0,chalet,sale,274.0,4,3,Covadonga - Los Manzanos,Madrid,Navalcarnero,Covadonga - Los Manzanos,es,40.2824818,-4.0075445,False,https://www.idealista.com/inmueble/106885976/,"Especial Inversores. Se vende OCUPADO. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas. Chalet pareado de esquina en venta, de 4 dormitorios situado en la localidad de Navalcarnero, provincia de Madrid. Construido en el año 1997, este chalet cuenta con una superficie de 274m² y se distribuye en salón-comedor, cocina, 4 dormitorios y 3 cuartos de baño, con garaje y trastero en la planta sótano. Dispone de una parcela de 263m². Navalcarnero se localiza a 35 minutos de la capital madrileña y está comunicada mediante autobuses con las líneas 1, 528, 530, 531, 531A y 538 entre otras y por carretera, a través de los accesos viarios M-507, M-600 y A-5. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. Si desea más información puede llamar al teléfono o mandar un email a  Descubre nuestras ofertas!",False,renew,False,1226.0,False,False,False,False,[],False,False,336000.0,€,chalet,semidetachedHouse,"Covadonga - Los Manzanos, Navalcarnero",Chalet pareado,Destacado,,,,,,,,,,
108495238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/66/e9/1349090010.webp,MOR20MAD,1,890000.0,penthouse,sale,83.0,3,1,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,40.4130427,-3.6952589,False,https://www.idealista.com/inmueble/108495238/,"Te presentamos este exclusivo ático ubicado en la prestigiosa Calle Moratín, en pleno corazón de Madrid, a un paso del Paseo del Prado y rodeado de arte, historia y vida urbana. Una vivienda que destaca por su terraza privada, su excelente distribución y su luminosidad en cada rincón. Características principales: 3 habitaciones amplias, pensadas para el máximo confort. 1 baño completo, con acabados modernos y totalmente equipados. Espaciosa terraza de 20 m², perfecta para relajarse, disfrutar del aire libre o recibir invitados. Cocina americana equipada con electrodomésticos integrados y diseño contemporáneo. Espacios llenos de luz natural gracias a su orientación y altura. Vivienda en perfecto estado, lista para entrar a vivir. Ubicación inmejorable – Calle Moratín, Madrid Situado en uno de los barrios más cotizados de la capital, en pleno Barrio de Las Letras, con acceso inmediato a museos, restaurantes, zonas verdes y todo tipo de servicios. Conexión excelente con transporte público (metro, cercanías, autobuses) y a un paso del centro histórico. Si estás buscando un ático con encanto, luz, ubicación y una terraza privada para disfrutar Madrid desde las alturas, esta es tu oportunidad. � Contáctanos para más información o para concertar una visita.",False,good,False,10723.0,True,False,False,False,[],False,False,890000.0,€,flat,penthouse,"Huertas-Cortes, Madrid",Ático,Destacado,,,4,True,True,Huertas-Cortes,,,,
107728904,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/17/4b/1326591435.webp,FRRE-00413,4,93500.0,flat,sale,52.0,2,1,calle de los Tejedores,Madrid,Madrid,San Blas,es,40.428277,-3.6179863,False,https://www.idealista.com/inmueble/107728904/,"¡Oportunidad de inversión en Madrid! INMUEBLE OKUPADO El inmueble es de procedencia bancaria y el inmubele se encuentra OKUPADO ILEGALMENTE, por lo que NO es posible realizar visitas ni obtener financiación debido a la imposibilidad de tasación. La distribución y características pueden no ajustarse a la realidad al no haberse podido verificar. Piso en una excelente zona de Madrid. Según información disponible, la vivienda cuenta con 2 habitaciones, 1 baño, además de estar situada en una urbanización donde tiene varias tiendas o supermercados a mano.  Ideal para inversores. No dejes pasar esta gran oportunidad de inversión. Contáctanos para más información.",False,renew,False,1798.0,False,False,False,False,[],False,False,93500.0,€,flat,,"Amposta, Madrid",Piso en calle de los Tejedores,Destacado,,,2,True,False,Amposta,95500.0,2000.0,2.0,
108715782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/eb/70/1352981065.webp,,1,677000.0,flat,sale,80.0,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,40.424598,-3.6974261,False,https://www.idealista.com/inmueble/108715782/,"**Piso en Venta en el Corazón de Madrid** ¡Descubre este espectacular piso en el vibrante centro de Madrid! Situado a solo 25 metros de la emblemática Gran Vía, este hogar de 80 m² está completamente reformado y listo para entrar a vivir. En la tercera planta de una finca rehabilitada, la vivienda ofrece un acceso cómodo gracias a su ascensor y un encantador vestíbulo que da la bienvenida a un salón luminoso, donde la luz natural inunda cada rincón. La cocina independiente, para disfrutar de comidas familiares, es perfecta para los amantes de la gastronomía. Además, cuenta con un aseo con ducha y dos habitaciones dobles: una con un vestidor que hará las delicias de los más organizados. El baño completo en suite añade un toque de comodidad y privacidad. Con calefacción individual a gas y aire acondicionado, este piso garantiza confort durante todo el año. No pierdas la oportunidad de vivir en un lugar donde el estilo y la funcionalidad se unen en el corazón de Madrid. ¡Contáctanos para más información y ven a verlo!",False,good,False,8463.0,False,False,False,False,[],False,False,677000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,,,3,False,True,Chueca-Justicia,,,,
107954408,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/0c/65/1338424954.webp,MERE-0000036,4,155000.0,flat,sale,48.0,2,1,calle Montejurra,Madrid,Madrid,Ciudad Lineal,es,40.4232765,-3.6529791,False,https://www.idealista.com/inmueble/107954408/,"¡Oportunidad de inversión en Madrid! INMUEBLE OKUPADO ⚠ El inmueble es de procedencia bancaria y el inmubele se encuentra OKUPADO ILEGALMENTE, por lo que NO es posible realizar visitas ni obtener financiación debido a no poder acceder a su interior para su tasación. La distribución y características pueden no ajustarse a la realidad al no haber sido posible su verificación. Ideal para inversores. No dejes pasar esta gran oportunidad de inversión si empieza a comprar piso okupado.  Contáctanos para más información.",False,good,False,3229.0,False,False,False,False,[],False,False,155000.0,€,flat,,"Ventas, Madrid",Piso en calle Montejurra,Destacado,,,3,True,False,Ventas,,,,
108807057,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/fe/b6/1355716109.webp,754239BHS,10,120000.0,flat,sale,55.0,3,1,calle de Benimamet,Madrid,Madrid,Villaverde,es,40.3441359,-3.6883009,False,https://www.idealista.com/inmueble/108807057/,"¡OLVÍDATE DEL ALQUILER! FINANCIACIÓN HASTA EL 100% ¡SIN COMISIONES! - ¡SIN ENTRADA! - ¡SIN AVALES! Solo con tus ingresos y los gastos de escrituración.  BEST HOUSE MSI te presenta este piso de 3 dormitorios en San Cristóbal. Necesita reforma. Cuenta con cocina y salón independientes, un baño y todos los servicios cercanos. En período de puja hasta el 14/08/2025. Infórmate sin compromiso. ¡Te acompañaremos a lo largo de todo el proceso! Profesionalidad y seguridad garantizadas como AGENTES COLEGIADOS DE LA PROPIEDAD INMOBILIARIA.",False,renew,False,2182.0,False,False,False,False,[],False,False,120000.0,€,flat,,"San Cristóbal, Madrid",Piso en calle de Benimamet,Destacado,,,5,True,False,San Cristóbal,,,,
108579253,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/fb/05/1349005699.webp,RP382025138685,12,155000.0,flat,sale,50.0,1,1,Noroeste,Madrid,Torrejón de Ardoz,Noroeste,es,40.4603138,-3.4812635,False,https://www.idealista.com/inmueble/108579253/,"Oportunidad¡ Redpiso vende vivienda de 50 m2 construidos en zona centro, reformado, dispone de 1 dormitorio (antes dos), salón, cocina reformada, baño reformado y patio de uso y disfrute de la propiedad. Cerca a todos los servicios de primera necesidad, colegios, supermercados, a pasos de Plaza Mayor, Ayuntamiento, parada de buses, fácil acceso a A2. Mejor Ver¡  Financiación hasta el 100% por nuestro Departamento Financiero Dcredit, asesoramientos gratuitos, pasa e infórmate sin compromiso. Puedes ver todos nuestros inmuebles en nuestra página web de Redpiso. es Para más información, contactar con Melisa.",False,good,False,3100.0,False,False,False,False,[],False,False,155000.0,€,flat,,"Noroeste, Torrejón de Ardoz",Piso,Destacado,,,bj,True,True,,160000.0,5000.0,3.0,
107567003,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/89/e1/1316410385.webp,,9,3300000.0,flat,sale,244.0,3,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4243012,-3.6842845,False,https://www.idealista.com/inmueble/107567003/,"Espectacular vivienda en buen estado de conservación situada en una finca clásica de elegante fachada con miradores y balcones de forja y magnífico portal sin escalones.   Esta propiedad está ubicada en una de las zonas mas demandadas de Madrid, en el Barrio de Salamanca - Recoletos, a pocos metros de Parque del Retiro, un distrito provisto de los mejores servicios en todos los niveles, ofreciendo muy buena comunicación en transporte público, la mejor oferta en ocio y restauración, tiendas y boutiques, centros comerciales, teatros, galerías de arte y museos, etc.  Se han mantenido elementos clásicos de primeros del siglo XIX como las impresionantes molduras en todos los techos de la casa, incluidas en los baños, maderas nobles y ventanas emplomadas totalmente restauradas.  Todas las estancias son muy luminosas al estar situada en una planta alta del edificio. La altura de techos de esta propiedad le aporta una visión de los espacios muy amplia.  La distribución actual es muy práctica y funcional: Amplio hall de entrada independiente, acceso a zona de recibo compuesta por dos salones cada uno con su mirador y comedor con cocina integrada en ambiente separado amueblada y equipada, la cocina tiene posibilidad de cerrarse con puertas de cristal correderas.  Aseo de invitados. La zona de descanso se compone de 3 habitaciones todas en suite y muy luminosas ya que la habitación principal y una secundaria orientan a un magnífico patio de manzana con excelente orientación. La tercera habitación en suite orienta a patio de luces rehabilitado.  La habitación principal es muy amplia y dispone de una zona de vestidor además de un baño de buenas dimensiones.  Edificio con portero físico, trastero y calefacción central.  Una vivienda elegante y distinguida en una ubicación inmejorable.",False,good,False,13525.0,False,False,False,False,[],False,False,3300000.0,€,flat,,"Recoletos, Madrid",Piso,Destacado,,,4,True,True,Recoletos,,,,
