propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,neighborhood,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108825317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/5a/32/1356225022.webp,49,1,339000.0,flat,sale,40.0,True,1,1,calle de Argumosa,Madrid,Madrid,Centro,es,40.4061978,-3.697724,False,https://www.idealista.com/inmueble/108825317/,"ESPECTACULAR OPORTUNIDAD FRENTE AL MUSEO REINA SOFÍA ¡EDIFICIO CON ITE FAVORABLE! Hay pisos bonitos, pisos bien ubicados.. . y luego está este pisazo en pleno corazón de Lavapiés-Embajadores, que no es que cumpla con los requisitos, ¡es que directamente los reinventa! Reformado con un gusto exquisito por interioristas que saben lo que hacen, esta vivienda de 40 m² es puro flechazo desde el primer segundo. Solo entrar y ya se te dibuja una sonrisa. ¿La razón? Un diseño que no escatima en detalles: una cristalera de hierro que parece sacada de una revista de decoración, luz natural que entra a raudales (sí, incluso en esos días nublados en los que necesitas un chute de vitamina D), y una distribución pensada para vivir a gusto: salón-cocina abierto, moderno, con flow; y un dormitorio en suite que es tan cómodo como elegante. Te lo digo en serio, aquí te despiertas feliz y te acuestas aún más contento. Pero eso no es todo. Porque si el interior es de 10, la ubicación es de matrícula de honor con mención especial. A menos de dos minutos andando del Museo Reina Sofía. Sí, has leído bien: puedes ir en zapatillas a ver arte contemporáneo y volver a casa antes de que se enfríe el café. Estás en el centro del centro, en una de las zonas más vivas, diversas y culturalmente explosivas de Madrid. Aquí se mezclan los sabores del mundo, los idiomas, los estilos de vida. Lavapiés es libertad, es arte urbano en cada esquina, es un vermut al sol, una exposición inesperada en una galería pequeña, una conversación espontánea en una terraza. Y claro, moverse desde aquí es facilísimo. Metro, trenes de Cercanías, buses.. . todo a mano. Pero sinceramente, con todo lo que tienes a tu alrededor, no te va a hacer falta irte muy lejos. ¿Y sabes qué es lo mejor de todo? Que este piso no solo es bonito y está bien ubicado. Es auténtico, tiene alma. No es uno más. Tiene esa mezcla perfecta entre el encanto de lo castizo y la modernidad bien entendida. No es postureo: es pura esencia madrileña y una vida propia que te enamora sin pedir permiso. Ideal para una persona independiente con buen gusto, una pareja moderna que quiere vivir sin renunciar a nada, o incluso como inversión que no va a conocer la palabra ""vacío"". Así que ya sabes, si quieres vivir (o invertir) en un sitio con historia, estilo y un rollazo que no se puede describir en fotos.. . este es tu sitio. Ven a verlo. Pero ya te aviso: te vas a enamorar.",False,good,False,True,8475.0,True,False,False,False,[],False,False,339000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Argumosa,Destacado,LCM37732,Lavapiés-Embajadores,,,359000.0,20000.0,6.0
108408968,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/9b/b3/1344120501.webp,36,,459900.0,chalet,sale,238.0,,3,2,calle de los Pinos,Madrid,Collado Mediano,,es,40.7025978,-4.0071538,False,https://www.idealista.com/inmueble/108408968/,"¡INMOBILIARIA HOGARES VENDE EN EXCLUSIVA! Se vende espectacular chalet pareado de cuatro plantas en Collado Mediano, ubicado en una de las urbanizaciones más cotizadas de la zona, que combina tranquilidad, vistas despejadas y un entorno natural privilegiado. Construido en el año 2003 y parcialmente reformado, este inmueble ofrece una excelente distribución y una construcción sólida, ideal para familias que buscan espacio, luz y calidad de vida en la Sierra de Madrid. La vivienda cuenta con tres amplios dormitorios, todos ellos equipados con armarios empotrados, lo que garantiza un óptimo aprovechamiento del espacio. El dormitorio principal dispone además de un baño en suite, ofreciendo comodidad y privacidad. La vivienda cuenta con un segundo cuarto de baño y un aseo de cortesía, ideal para visitas. Cuenta con diversas reformas y mejoras como sistemas, radiadores etc... ; Dispone también de una cocina completa, funcional y con todo lo necesario para el día a día. El salón-comedor, muy luminoso y con una distribución rectangular muy funcional, tiene acceso directo al jardín trasero, un espacio privado perfecto para disfrutar de reuniones familiares, descanso o actividades al aire libre. En la entrada principal también encontramos un cuidado jardín delantero, que aporta un extra de privacidad y encanto a la vivienda. El chalet dispone de un garaje con acceso independiente, al que se accede directamente desde la vivienda y que cuenta con puerta automática, aportando comodidad y seguridad. Esta planta baja, además de albergar el garaje, ofrece múltiples posibilidades como zona de almacenamiento, gimnasio, bodega o sala de juegos. La urbanización en la que se encuentra destaca por sus estupendas zonas comunes, amplias y bien mantenidas, entre las que destaca una enorme piscina rodeada de zonas verdes, perfectas para el disfrute y el relax. Además, el acceso a estas zonas comunes se realiza exclusivamente desde la propia vivienda, lo que garantiza privacidad y comodidad. La ubicación es inmejorable, en un entorno residencial consolidado, muy bien comunicado con Madrid y rodeado de naturaleza, colegios, comercios y todos los servicios necesarios. Una oportunidad única para vivir en un entorno privilegiado con todas las comodidades. ¡Ven a visitarlo y enamórate de tu nuevo hogar en Collado Mediano! ¡POSIBILIDAD DE FINANCIACIÓN AL 100%!",False,good,False,,1932.0,True,False,False,False,[],False,False,459900.0,€,True,True,chalet,Collado Mediano,Chalet pareado en calle de los Pinos,Destacado,,,,semidetachedHouse,,,
105850907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/94/2c/1277123062.webp,4,1,350400.0,flat,sale,105.0,True,3,2,"Alfredo Aleix, 15",Madrid,Madrid,Carabanchel,es,40.3683803,-3.7557511,True,https://www.idealista.com/obra-nueva/105850907/,"Pronto se levantará una nueva joya arquitectónica en esta vibrante comunidad. Este residencial de 9 viviendas en régimen de cooperativa libre está diseñado para ofrecerte el máximo confort y calidad de vida. Con opciones de 1 y 3 dormitorios, cada espacio ha sido meticulosamente planificado para adaptarse a tus necesidades y preferencias. ¿Buscas un lugar para disfrutar del cielo de Madrid? ¡El ático con su amplia terraza te ofrece vistas panorámicas que te dejarán sin aliento! Imagina tus momentos más especiales bajo el sol o las estrellas, compartiendo risas y creando recuerdos inolvidables con tus seres queridos.",True,newdevelopment,True,True,3337.0,True,False,False,False,[],False,False,350400.0,€,,,flat,"Buena Vista, Madrid","Piso en Alfredo Aleix, 15",Destacado,ID 4,Buena Vista,False,,,,
108428770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/42/80/1344596774.webp,30,,456900.0,chalet,sale,150.0,,4,1,calle del Escorial,Madrid,Alpedrete,,es,40.6606176,-4.0417595,False,https://www.idealista.com/inmueble/108428770/,"INMOBILIRARIA HOGARES VENDE EN EXCLUSIVA  PRECIO NEGOCIABLE � ¡OPORTUNIDAD ÚNICA! SE VENDE CHALET INDEPENDIENTE EN ALPEDRETE � Si buscas un hogar con encanto, en un entorno tranquilo y rodeado de naturaleza, pero con todas las comodidades a tu alcance, ¡este chalet es para ti! � Ubicación inmejorable: Situado en Alpedrete, a solo 5 minutos a pie de la estación de Renfe, lo que te permitirá llegar a Madrid de manera rápida y cómoda. Además, cuenta con paradas de autobús cercanas, facilitando el acceso a diferentes zonas de la Comunidad. ✨ Características del chalet: � Chalet independiente con una parcela de 500 m², ideal para disfrutar de la vida al aire libre, ya sea creando un hermoso jardín, instalando una zona de barbacoa o diseñando tu propio espacio de descanso. � 3 habitaciones amplias y luminosas, perfectas para familias, teletrabajo o invitados. � Acogedor salón-comedor con chimenea, ideal para disfrutar del invierno en un ambiente cálido y confortable. � Baño completo, funcional y bien distribuido. � Gran trastero, perfecto para almacenaje adicional, herramientas o incluso convertirlo en un pequeño taller o sala multiusos. � Espacios amplios, independientes y llenos de posibilidades: Este chalet ofrece la privacidad que necesitas con un diseño funcional que te permitirá personalizar cada rincón a tu gusto. � Entorno y servicios: � Rodeado de naturaleza, pero con todos los servicios cerca: supermercados, colegios, restaurantes y centros de salud. � Excelentes conexiones con Madrid gracias al transporte público y el fácil acceso a carreteras principales. � ¡No dejes pasar esta oportunidad! Si buscas un hogar donde disfrutar de la tranquilidad sin renunciar a la comodidad, este chalet es perfecto para ti. � Contáctanos para más información o para concertar una visita. ¡Te encantará!",True,good,False,,3046.0,True,True,False,False,[],False,False,456900.0,€,,,chalet,Alpedrete,Casa independiente en calle del Escorial,Destacado,,,,independantHouse,,,
108553628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/b4/74/1348277560.webp,36,,529900.0,chalet,sale,204.0,,4,3,calle de las Adelfas,Madrid,Alpedrete,,es,40.655078,-4.0107681,False,https://www.idealista.com/inmueble/108553628/,"¡HOGARES VENDE EN EXCLUSIVA UN ADOSADO EN ALPEDRETE CON GRAN JARDÍN Y EXCELENTES ZONAS COMUNES! Se vende magnífico adosado en una de las mejores urbanizaciones de Alpedrete. La vivienda, construida en 1996, cuenta con 203 metros cuadrados distribuidos en 4 plantas, con una buhardilla muy amplia y luminosa, ideal como sala de estar, despacho o zona de juegos. Dispone de 4 dormitorios con armarios empotrados, 2 baños completos y 1 aseo. En la planta baja encontramos suelos de tarima y en las plantas superiores, suelos de parqué. Las ventanas son de Climalit con triple cristal, lo que garantiza un excelente aislamiento térmico y acústico. Las paredes tienen acabado en gotelé. El adosado cuenta con un amplio garaje con puerta robotizada, placas solares y enchufe para coche eléctrico. En la parte trasera encontramos un jardín grande, cuidado al detalle, con zona de barbacoa, ideal para disfrutar al aire libre. • Superficie construida: 203 m² • Dormitorios: 4 amplios dormitorios con armarios empotrados • Baños: 2 baños completos + 1 aseo • Distribución: 4 plantas, con buhardilla muy amplia y luminosa • Año de construcción: 1996  Interiores cuidados y funcionales: •Suelos de tarima en planta baja y parqué en las superiores •Ventanas de Climalit de triple cristal: confort térmico y acústico •Paredes con gotelé en buen estado •Armarios empotrados en todas las habitaciones  Extras que marcan la diferencia: •Garaje privado muy amplio con puerta robotizada •Placas solares instaladas •Enchufe para coche eléctrico •Jardín privado grande e idílico, con zona de barbacoa Urbanización completa y familiar: •Piscina comunitaria •Pistas de tenis y fútbol •Zonas verdes muy amplias y bien cuidadas •Zona infantil Gastos de IBI: 580 €/año Gastos de comunidad: 105 €/mes Una vivienda lista para entrar a vivir, con todas las comodidades y en un entorno tranquilo y familiar. ¡No pierdas la oportunidad de visitarla! ¡FINANCIACIÓN AL 100% Y ESTUDIO FINANCIERO GRATUITO SIN COMPROMISO!",True,good,False,,2598.0,True,False,False,False,[],False,False,529900.0,€,True,True,chalet,Alpedrete,Chalet adosado en calle de las Adelfas,Destacado,,,,terracedHouse,,,
108511033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/54/ae/1347485667.webp,32,,495000.0,chalet,sale,170.0,,4,3,calle de los Acebos,Madrid,Alpedrete,,es,40.6568113,-4.0401835,False,https://www.idealista.com/inmueble/108511033/,"¡HOGARES VENDE EN EXCLUSIVA ¡  ¡OPORTUNIDAD ÚNICA EN ALPEDRETE – URBANIZACIÓN LOS BERROCALES! Se vende chalet independiente de dos plantas en la prestigiosa Urbanización Los Berrocales, una de las más demandadas de Alpedrete por su seguridad, entorno natural y completas zonas comunes privadas. La vivienda se encuentra en una parcela de 1.000 m², totalmente llana y ajardinada, con privacidad y grandes posibilidades. ________________________________________ � DISTRIBUCIÓN: Planta baja (zona independiente): •1 dormitorio en suite con baño completo privado. •1 salón cómodo y luminoso. •1 cocina equipada independiente. •1 trastero o despensa. Ideal como apartamento para invitados, familiares mayores o uso independiente. ________________________________________ Primera planta (vivienda principal): •3 dormitorios dobles, todos con armarios empotrados. •2 baños completos (uno en suite). •Cocina amplia, con acceso directo al jardín/parcela. •Salón-comedor con chimenea, muy luminoso. •2 porches, perfectos como zonas de estar adicionales o comedor de verano. ________________________________________ � EXTERIOR Y ZONAS COMUNES: •Parcela privada de 1.000 m², ajardinada y con espacio para piscina, barbacoa, huerto o zona infantil. •Garaje cerrado con acceso directo a la vivienda + espacio de aparcamiento dentro de la parcela. •ACCESO A LAS ZONAS COMUNES DE LA URBANIZACIÓN, exclusivas para residentes: oPiscinas comunitarias oPistas deportivas (tenis, fútbol, etc. ) oZonas verdes y recreativas oEntorno familiar, seguro y con vigilancia privada. ________________________________________ � UBICACIÓN: Urbanización Los Berrocales – Alpedrete (Madrid) •A pocos minutos del centro de Alpedrete y todos los servicios. •Excelente conexión con Madrid (A-6), transporte público y cercanías. •Entorno natural de la Sierra de Guadarrama, ideal para actividades al aire libre. ________________________________________ � OTROS DETALLES: •Calefacción individual. •Chimenea. •Armarios empotrados. •Muy luminosa y funcional. •Ideal para familias que buscan espacio, naturaleza y calidad de vida. ________________________________________ Una vivienda cómoda, versátil y con acceso a completas instalaciones comunitarias. ¡Una oportunidad única en una de las mejores zonas residenciales de Alpedrete! � Contáctanos para más información o agendar una visita.",True,good,False,,2912.0,True,True,False,False,[],False,False,495000.0,€,True,True,chalet,Alpedrete,Casa independiente en calle de los Acebos,Destacado,,,,independantHouse,,,
108376676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/f4/08/1344065730.webp,18,3,229000.0,flat,sale,71.0,True,3,1,calle de las Vascongadas,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,40.6557665,-3.7707412,False,https://www.idealista.com/inmueble/108376676/,"¡VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO! ¡Bienvenido a esta hermosa vivienda completamente reformada! Al entrar, te recibe una moderna y funcional cocina totalmente renovada. Desde el amplio y luminoso salón, que además cuenta con aire acondicionado, puedes acceder a una encantadora terraza donde podrás disfrutar del aire libre y momentos de relax. La vivienda dispone de tres habitaciones, dos de ellas cuentan con armarios empotrados para aprovechar al máximo el espacio de almacenamiento. La habitación principal y otra de las habitaciones secundarias también tienen aire acondicionado, lo que garantiza comodidad en cualquier época del año. Además, cuenta con un baño completo equipado con un plato de ducha, perfecto para comenzar el día con comodidad. La vivienda está ubicada en un tercer piso sin ascensor, pero incluye un trastero para guardar todo lo que necesites. ¡Una opción fantástica para quienes buscan una vivienda moderna, cómoda y lista para entrar a vivir! La ubicación es inmejorable: con acceso rápido a la M-607 y M-40, y excelentes conexiones en transporte público, lo que facilita los desplazamientos tanto hacia Madrid como a los alrededores. GESTIONAMOS TU HIPOTECA AL 100%.",True,good,False,False,3225.0,True,True,False,False,[],False,False,229000.0,€,,,flat,"El Olivar - La Magdalena, Colmenar Viejo",Piso en calle de las Vascongadas,Destacado,,,,,,,
108906074,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/f0/4b/1358780059.webp,1,bj,195000.0,flat,sale,59.0,True,2,1,Barrio Valderas - Los Castillos,Madrid,Alcorcón,Valderas - Los Castillos,es,40.3543152,-3.8110946,False,https://www.idealista.com/inmueble/108906074/,"¡OPORTUNIDAD ÚNICA! �✨ Vendo bonito piso exterior � en una zona excelentemente ubicada �, rodeada de todos los servicios: supermercados �, transporte público �, colegios � y mucho más. � 2 Dormitorios cómodos y acogedores. � 1 Baño completo. � Terraza ideal para disfrutar del aire libre. � Luminosa y con mucha entrada de luz natural. � Funcional y práctico para tu día a día. ¡Perfecto para una vida cómoda y llena de confort! � No dejes escapar esta oportunidad. ¡Contáctame para más detalles! �.",False,good,False,True,3305.0,False,False,False,False,[],False,False,195000.0,€,,,flat,"Valderas - Los Castillos, Alcorcón",Piso,Destacado,,Valderas - Los Castillos,,,,,
106400658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/e4/5b/1281749394.webp,16,1,420000.0,flat,sale,43.0,False,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,40.418403,-3.7102924,False,https://www.idealista.com/inmueble/106400658/,"GILMAR CONSULTING INMOBILIARIO presenta a sus clientes de la zona centro de Madrid, este magnífico piso de 43 m² que se encuentra en el barrio de Palacio. Con una excelente ubicación, esta vivienda en altura ofrece una oportunidad única para aquellos que buscan invertir en una propiedad con gran potencial de rentabilidad simplemente vivir en una de las zonas más demandadas de la capital. El piso consta de 1 dormitorio y 1 baño, cuenta con todas las comodidades necesarias para una vida cómoda y moderna. Entre las características destacadas, se incluye aire acondicionado y ascensor. Además, el estado de conservación del piso es excelente, ya que ha sido recientemente reformado. El barrio de Palacio es conocido por su rica historia y su encanto único. Está situado en pleno corazón de la ciudad, cerca de lugares emblemáticos como la Plaza de la Paja, el Palacio Real, la calle muy tranquila en la que se encuentra el piso, la Plaza de Ópera y la Catedral de la Almudena. Además, cuenta con una gran oferta cultural y gastronómica, así como una amplia variedad de servicios y comercios cercanos. En cuanto a la ubicación, este piso se encuentra a menos de 10 kilómetros de varios colegios de renombre. Además, cuenta con un centro comercial cercano donde podrás satisfacer todas tus necesidades de compras y ocio. En cuanto a transporte público, las líneas de metro más cercanas son las líneas X y Y, y las líneas de cercanías más cercanas son las líneas A y B. También hay varias líneas de autobús que pasan cerca de la ubicación del piso. Si estás buscando una excelente oportunidad de inversión en el centro de Madrid, este piso en Palacio es la elección perfecta. No pierdas la oportunidad de reformarlo a tu gusto y obtener una gran rentabilidad a largo plazo. Gilmar es una reconocida compañía inmobiliaria con más de 30 años de experiencia en el sector. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos en el barrio de Palacio está listo para brindarte todo el apoyo y asesoramiento que necesitas. Si deseas obtener más información sobre este inmueble, no dudes en contactarnos y proporcionarnos la referencia 202896. Estaremos encantados de ayudarte en tu búsqueda. Puedes visitarnos en nuestra oficina en Plaza de Herradores, 4 o llamarnos al ¡Esperamos poder ayudarte a encontrar el hogar perfecto!",False,good,False,True,9767.0,False,False,False,False,[],False,False,420000.0,€,,,flat,"Palacio, Madrid",Piso,Destacado,GH313907,Palacio,,,,,
108358941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/13/9d/1344110667.webp,23,,400000.0,chalet,sale,180.0,,4,3,calle Misioneras Hijas del Calvario,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,40.6546566,-3.7637747,False,https://www.idealista.com/inmueble/108358941/,"VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO ¡Descubre tu nuevo hogar! Esta espectacular casa adosada es perfecta para quienes buscan comodidad y estilo. Con cuatro amplios dormitorios y tres baños, cada rincón de esta vivienda ha sido diseñado pensando en tu bienestar. Disfruta de un acogedor salón con aire acondicionado y una buhardilla ideal para relajarte. Además, cuenta con un práctico tendedero, un trastero y un lavadero que facilitarán tu día a día. La plaza de garaje te permitirá olvidarte de las preocupaciones de aparcamiento, mientras que la calefacción individual de gas natural y los paneles solares garantizan eficiencia energética. Todas las estancias están equipadas con conexión a internet, haciendo de esta casa un lugar perfecto tanto para trabajar como para disfrutar del hogar. Con una orientación completa, podrás disfrutar de luz natural durante todo el día. ¡No dejes pasar esta oportunidad única de conseguir una vivienda lista para entrar a vivir! . La vivienda cuenta con excelente comunicación mediante transporte público y acceso a las carreteras M-607 y M-40, facilitando los desplazamientos. HIPOTECAS 100%.",True,good,False,,2222.0,True,True,False,False,[],False,False,400000.0,€,True,True,chalet,"El Olivar - La Magdalena, Colmenar Viejo",Chalet adosado en calle Misioneras Hijas del Calvario,Destacado,,,,terracedHouse,,,
108916252,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/93/c5/1358844966.webp,1,4,621800.0,flat,sale,104.0,True,4,2,Ensanche,Madrid,Alcobendas,Ensanche,es,40.547239,-3.6464946,False,https://www.idealista.com/inmueble/108916252/,"Redpiso Alcobendas Norte vende en exclusiva vivienda totalmente reformada, lista para entrar a vivir. Se distribuye en un amplio salón independiente con salida directa a una espaciosa terraza, ideal para disfrutar del aire libre y momentos de relax. La cocina independiente, moderna y funcional, cuenta con zona de tendedero. Dispone de cuatro dormitorios, todos ellos con armarios empotrados, y dos baños completos, perfectamente equipados. Los suelos son de tarima flotante, aportando calidez y confort a toda la vivienda. Las ventanas de climalit oscilobatientes con mosquiteras y toldos, lo que garantiza un excelente aislamiento térmico y acústico. Además, la vivienda cuenta con aire acondicionado, lo que asegura el confort durante todo el año. Además, la vivienda cuenta con garaje y trastero en la misma finca. Una vivienda que combina comodidad, estilo y funcionalidad, perfecta para familias o quienes buscan espacio y calidad de vida. Si necesitas más información o deseas programar una visita no dudes en contactarnos, descubre todo lo que puede ofrecerte. De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"". Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias, financiamos hasta el 100%. En REDPISO ALCOBENDAS NORTE trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Alcobendas, con un gran equipo especializado en la zona, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles.",False,good,False,True,5979.0,False,False,False,False,[],False,False,621800.0,€,True,True,flat,"Ensanche, Alcobendas",Piso,Destacado,RP2212025139967,,,,,,
108901761,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/b1/ae/1358401984.webp,4,bj,950000.0,duplex,sale,180.0,True,4,2,calle de Oviedo s/n,Madrid,Madrid,Tetuán,es,40.4489645,-3.6999127,True,https://www.idealista.com/inmueble/108901761/,"Amplio dúplex de 180 m² con terraza de 20 m², plaza de garaje y muchas posibilidades de reforma Descubre este espacioso dúplex de 180 m² construidos, ideal para quienes buscan una vivienda amplia, luminosa y con gran potencial de personalización. La propiedad se distribuye en dos plantas y cuenta con cuatro dormitorios, dos baños completos, y una cómoda plaza de garaje incluida en el precio. Uno de los grandes atractivos de esta vivienda es su amplia terraza de 20 m², perfecta para disfrutar del aire libre, montar una zona chill out o un espacio verde en plena ciudad. Aunque necesita reforma, ofrece una estructura sólida y espacios bien distribuidos, lo que lo convierte en una excelente oportunidad para diseñar la casa de tus sueños a medida. Ideal tanto para familias como para inversores. Ubicado en una zona tranquila y bien comunicada, con todos los servicios cercanos: colegios, transporte público, supermercados y zonas verdes. ¡No dejes pasar esta oportunidad! Contacta para más información o para concertar una visita.",False,renew,False,False,5278.0,False,False,False,False,[],False,False,950000.0,€,True,True,flat,"Cuatro Caminos, Madrid",Dúplex en calle de Oviedo s/n,Destacado,,Cuatro Caminos,,duplex,,,
107786952,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/61/99/1323721284.webp,32,1,255900.0,flat,sale,116.0,True,3,2,"calle Santa Lucía, 9",Madrid,Alpedrete,,es,40.6598595,-4.0224215,True,https://www.idealista.com/inmueble/107786952/,"CAPITAL HOME ALPEDRETE VENDE EN EXCLUSIVA ESTUPENDO PISO DE 3 DORMITORIOS EN PLENO CENTRO DEL MUNICIPIO. ¡Descubre tu nuevo hogar en el corazón del municipio! Este espacioso piso de 116 m² construidos, de los cuales 94m² pertenecen a la vivienda, ubicado en una primera planta del edificio, te ofrece todo lo que necesitas para disfrutar de una vida cómoda y tranquila. La vivienda cuenta con tres amplios dormitorios, todos ellos con armarios empotrados y dos baños completos con bañera. Este piso es perfecto para familias o para quienes buscan espacio adicional. El salón-comedor es ideal para reuniones y momentos de relax, mientras que la cocina está lista para inspirar tus mejores recetas. Se distribuye de la siguiente manera; al entrar encontramos el hall recibidor, a mano derecha la cocina con gran espacio de almacenamiento, a mano izquierda un amplio salón muy luminoso, desde el que se accede a la zona de descanso compuesta por tres dormitorios y dos baños completos. En cuanto a la vivienda cabe destacar: el buen estado de conservación de la misma, los suelos de parqué en el salón y el área de descanso, porcelánicos en baños y cocina, calefacción individual de gas natural y carpintería exterior de aluminio con rotura de puente térmico.  La vivienda dispone de plaza de garaje y un amplio trastero incluidos en el precio. Respecto a la urbanización, además de su inmejorable ubicación en una zona céntrica y tranquila, mencionar que cuenta con piscina y una agradable zona de jardín. Los servicios más próximos, ubicados en el centro del municipio están a 0,2km (Plaza de la Constitución), los servicios de transporte son ideales, encontramos a escasos metros una parada de autobús donde pasan las líneas 681, 680 (directa al hospital General de Collado Villalba) 685 (directa al hospital Puesta De Hierro) y 682 (nocturnos fin de semana). Cercanías Renfe con la Línea C8 (a 2km, 15 minutos andando). Y en cuanto a los servicios para el día a día como supermercados, farmacias, estanco, bares, restaurantes, etc. los encontramos muy cerca. da.",True,good,False,False,2206.0,True,True,False,False,[],False,False,255900.0,€,True,True,flat,Alpedrete,"Piso en calle Santa Lucía, 9",Destacado,,,,,,,
108711492,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/a4/60/1352864529.webp,23,4,299999.0,flat,sale,72.0,True,2,1,calle de Santiago Alió,Madrid,Madrid,Puente de Vallecas,es,40.3891685,-3.6474126,False,https://www.idealista.com/inmueble/108711492/,"¡EMPIRE REAL ESTATE PROPERTIES PRESENTA EXCLUSIVA Y LUMINOSA VIVIENDA REFORMADA EN PORTAZGO! Ubicada en una de las zonas más consolidadas y con mayor proyección de Portazgo, esta magnífica propiedad destaca por su excelente distribución, abundante luz natural y un diseño funcional cuidadosamente renovado. Una auténtica oportunidad para quienes buscan una vivienda lista para entrar a vivir, con estilo y calidad. La vivienda ha sido recientemente reformada, incluyendo la renovación completa de la instalación eléctrica y de fontanería, lo que garantiza máxima seguridad, eficiencia y confort. Al acceder a la propiedad, un amplio y elegante hall recibidor se fusiona con el pasillo distribuidor, dando acceso ordenado a todas las estancias de la vivienda. El gran salón-comedor, actualmente utilizado como dormitorio y comedor, ofrece un ambiente espacioso, luminoso y versátil. Dispone de aire acondicionado y acceso directo a una amplia terraza exterior, ideal para disfrutar de momentos al aire libre. La excelente ventilación natural en este espacio lo convierte en un lugar especialmente acogedor. Desde el salón se accede a uno de los dormitorios, también con ventilación natural. El segundo dormitorio, de dimensiones generosas, se encuentra al final del pasillo y ofrece múltiples posibilidades de uso, ya sea como dormitorio principal, despacho o zona de descanso. La cocina, de formato alargado, ha sido diseñada para aprovechar al máximo el espacio y la funcionalidad. Además, cuenta con acceso directo a una terraza-lavadero independiente, lo que añade practicidad y comodidad al día a día. El cuarto de baño, completamente actualizado, está equipado con un moderno plato de ducha a ras de suelo y mampara de cristal templado, ofreciendo una estética elegante y una experiencia funcional y cómoda. Esta vivienda es ideal tanto para residencia habitual como para inversión, gracias a su ubicación estratégica, sus calidades renovadas y su excelente comunicación con transporte público, servicios, comercios y zonas verdes. CARACTERÍSTICAS DESTACADAS: Vivienda completamente reformada Instalación eléctrica y fontanería actualizadas Amplio salón-comedor con acceso a terraza Dos dormitorios exteriores con excelente ventilación Cocina funcional con zona de lavandería Baño moderno con plato de ducha y mampara de cristal Aire acondicionado Excelente ubicación en Portazgo FINANCIACION A TU MEDIDA, FINANCIAMOS HASTA EL 100% DEL VALOR. ¡VEN A VISITAR TU VIVIENDA!",False,good,False,True,4167.0,True,True,False,True,[],False,False,299999.0,€,,,flat,"Portazgo, Madrid",Piso en calle de Santiago Alió,Destacado,SU-5484,Portazgo,,,305999.0,6000.0,2.0
