propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,detailedType.subTypology
108843070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/d7/d3/1356738678.webp,11591,31,,670000.0,chalet,sale,700.0,,5,1,calle del Calvario,Madrid,Ambite,,es,40.3277261,-3.1840902,False,https://www.idealista.com/inmueble/108843070/,"Finca de recreo en Ambite – Encanto Natural y Comodidad a un Paso de Madrid Remax Welcome presenta esta exclusiva finca ubicada en la apacible localidad de Ambite, un entorno privilegiado que combina la belleza del paisaje natural con la funcionalidad de una residencia cuidadosamente diseñada. La residencia principal, distribuida en dos cómodas plantas, destaca por sus interiores acogedores, donde predominan materiales tradicionales como la madera y la cerámica artesanal, que aportan carácter y calidez. Cuenta con cinco habitaciones espaciosas. Dispone además de un baño completo, armarios empotrados, una terraza con vistas despejadas, plaza de garaje y una piscina privada perfecta para disfrutar del entorno durante todo el año. Sus amplias estancias y grandes ventanales inundan cada rincón de luz natural, creando un ambiente sereno y confortable. La distribución funcional está pensada para favorecer la convivencia, el confort y el aprovechamiento de cada espacio. Destaca su equipamiento para amantes del mundo ecuestre, incluyendo cuadras para caballos, lo que convierte esta finca en un espacio ideal para quienes desean una vida vinculada al campo, la equitación y el contacto con los animales. Incluye además una cómoda casa de invitados o de servicio de 45m2, perfecta para alojar visitas con privacidad y confort. El entorno se completa con un extenso jardín. Su excelente ubicación permite disfrutar de la tranquilidad rural sin renunciar a los servicios, gracias a la cercanía con otros pueblos con oferta cultural, comercial y de ocio. A solo una hora de Madrid, esta finca representa un equilibrio perfecto entre vida natural, comodidad y acceso urbano.",False,good,False,,957.0,False,False,False,False,[],False,False,670000.0,€,,,,chalet,Ambite,Casa independiente en calle del Calvario,True,True,,independantHouse
108410326,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/0f/9c/1344457793.webp,,25,,489000.0,chalet,sale,178.0,,4,3,"CL SOLEDAD DE LA, 2",Madrid,Fuente el Saz de Jarama,,es,40.6318022,-3.5130187,True,https://www.idealista.com/inmueble/108410326/,"Excepcional chalet pareado de tres plantas, consta de amplio salón comedor con acceso directo a jardín y piscina, cocina, cuatro habitaciones con armarios empotrados(una suit), tres baños completos más un aseo, garaje, piscina privada, ascensor. Esta situada en la mejor zona de la localidad cerca de supermercados (Mercadona, Dia) colegios, ambulatorio y zonas de ocio. El municipio cuenta con comunicación directa con Madrid, Alcala de Henares, etc. mediante las distintas líneas de autobuses (197, 184, 254, etc) SOLICITA UNA VISITA SIN COMPROMISO.",True,good,False,,2747.0,False,False,False,False,[],False,False,489000.0,€,,,,chalet,Fuente el Saz de Jarama,"Chalet adosado en Cl Soledad De La, 2",True,True,,terracedHouse
107408098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/d7/b0/1311851099.webp,,44,,1600000.0,chalet,sale,365.0,,5,5,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,40.4736641,-3.7300633,False,https://www.idealista.com/inmueble/107408098/,"'TECNOCASA (REGISTRO DE AGENTES PROFESIONALES INMOBILIARIOS; RAIN Nº00306/18) 'Protección de consumidores y usuarios' VENDE: EXCELENTE CHALET PAREADO EN PEÑAGRANDE DE GRAN DIMENSION con jardín PRIVADO EN URBANIZACIÓN PRIVADA CON PISCINA. Este impresionante chalet pareado de 365 m² te ofrece todo lo que necesitas para vivir con comodidad y estilo.  Dispone de 5 espaciosos dormitorios, la mayoría con armarios empotrados y 5 baños, amplio salón-comedor, terraza, en urbanización cerrada con piscina. Con todos los servicios. Colegios, supermercados, bancos, farmacias, centro de salud y rodeado de zonas verdes a muy pocos metros (dehesa de la villa). Muy bien ubicado, se accede a A6 y M30 en 2 minutos. Moncloa, autobuses: 7, 132, 137, N20 y N2. Que comunican la zona con toda la capital. Línea 7 de metro (Peñagrande y Antonio Machado) ¡OPORTUNIDAD! Con KIRON, nuestro servicio de intermediación financiera, podrás encontrar la hipoteca que mejor se adapte a tus necesidades de financiación, valorando todas las ofertas que ofrecen las entidades bancarias de nuestro país con la posibilidad de financiación hasta 100 x 100, realízate gratis un estudio financiero gratuito y sin compromiso.",False,good,False,,4384.0,False,False,False,False,[],False,False,1600000.0,€,,,,chalet,"Peñagrande, Madrid",Chalet pareado en calle de Joaquín Lorenzo,True,True,Peñagrande,semidetachedHouse
108885843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/44/0f/1357940443.webp,,18,1,219000.0,flat,sale,51.0,True,2,1,CL VELEZ RUBIO,Madrid,Madrid,Hortaleza,es,40.4804153,-3.6581646,False,https://www.idealista.com/inmueble/108885843/,"EN VENTA estupendo piso exterior y con mucha luz natural en la calle Velez Rubio. Consta de 50 m2 distribuidos en salón, cocina, 2 dormitorios y un baño. Dispone de calefacción individual de gas natural y aire acondicionado en el salón. La vivienda se encuentra en buen estado.  La finca cuenta con ASCENSOR. Se encuentra muy bien comunicado, a escasos minutos a pie de Metro Manoteras (línea 4) y Pinar de Chamartin (línea 1, 4 y metro ligero ML1). Además de autobuses: 7, 29, 129. Rodeado de todos los servicios: supermercados, colegios, centro de salud, bancos, etc. Mejor visitar, póngase en contacto con nosotros sin compromiso alguno.",False,renew,False,True,4294.0,False,False,False,False,[],False,False,219000.0,€,,,,flat,"Apóstol Santiago, Madrid",Piso en Cl Velez Rubio,,,Apóstol Santiago,
107735860,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/74/5b/1321314092.webp,VISTAS AL RETIRO,7,2,2775000.0,flat,sale,155.0,True,3,4,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4229162,-3.6794616,False,https://www.idealista.com/inmueble/107735860/,"ALONSO & VEGA LUXURY HOUSING ESPECIALISTAS EN VIVIENDAS DE LUJO EN LAS ZONAS MÁS EXCLUSIVAS DE MADRID.  Presentamos esta estupenda vivienda totalmente reformada con un exquisito diseño del interior y materiales de primera calidad en el exclusivo Barrio de Recoletos. Espectacular vivienda con vistas al emblemático parque del Retiro. Salón luminoso con salida a los balcones con vistas al parque del Retiro, comedor y cocina abierta. Materiales de primeras calidades y de última vanguardia. Armarios empotrados. Tarima de roble. Balcones con puerta y acristalamiento de alta calidad, que aíslan totalmente del ruido,  garantizando el máximo aislamiento térmico de la vivienda. Finca clásica con orientación sur. Contáctanos y nuestro asesor especializado te ampliará toda la información.",False,good,False,True,17903.0,True,False,False,False,[],False,False,2775000.0,€,,,,flat,"Recoletos, Madrid",Piso,,,Recoletos,
108744363,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/9b/32/1353840076.webp,JAB25,23,1,1150000.0,flat,sale,157.0,True,4,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,40.4091131,-3.7074502,False,https://www.idealista.com/inmueble/108744363/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este espectacular piso en venta, ubicado a escasos metros de la emblemática Plaza de Cascorro, es una oportunidad única que no querrás dejar pasar. Con 157 m² construidos, la vivienda cuenta con 4 amplios dormitorios, ideales para disfrutar de la comodidad y el espacio que siempre has deseado. Los armarios empotrados ofrecen un almacenamiento eficiente, mientras que los 2 baños completos, ambos con ventanas, uno de ellos con hidromasaje, añaden un toque de lujo a tu día a día. La luminosidad es una de las características más destacadas de este piso. Gracias a su orientación Norte-Sur y a las ventanas de aluminio con rejas, cada rincón se llena de luz natural. Además, el patio interior proporciona un oasis de tranquilidad, perfecto para relajarse después de un largo día. El patio de mas de 25 metros cuadrados está equipado con toldos, ideal para disfrutar del aire libre en cualquier momento. Este inmueble no solo es perfecto como vivienda habitual, sino que también presenta un gran potencial para inversores. La propiedad se encuentra en buen estado y ha sido reformada en sus baños, lo que te permitirá mudarte sin preocupaciones. Incluye un trastero y una plaza de garaje en el precio, lo que añade aún más valor a esta oferta. No dejes pasar la oportunidad de vivir en una zona tan vibrante y llena de vida. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,False,7325.0,True,False,False,False,[],False,False,1150000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso,True,True,Lavapiés-Embajadores,
108295866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/48/06/1339862212.webp,,89,,500000.0,chalet,sale,264.0,,3,2,PARIS,Madrid,Loeches,,es,40.3843473,-3.4151076,False,https://www.idealista.com/inmueble/108295866/,"INMOVELILLA VENDE EN EXCLUSIVA este fantástico chalet pareado de tres plantas con una superficie construida de 264 m² y 225 m² útiles, ubicado en una zona tranquila y familiar de la localidad de Loeches, ideal para vivir con comodidad y estilo. Tiene una distribución inteligente y funcional: Planta baja con 110m² construidos y 94.65m² útiles; consta porche, de garaje, La entrada principal con recibidor, nos distribuye al aseo, cocina independiente y un amplio salón-comedor con salida directa al jardín. En la primera planta de 90m² y 75m² útiles, nos encontramos con 3 dormitorios, el principal con gran vestidor y baño en suite con una estupenda terraza privada. y orientación al jardín además de unas inmejorables vistas, los 2 baños completos dan servicio a las dos habitaciones restantes.  la vivienda cuenta con un patio delantero y un espectacular jardín privado, ideal para tus momentos de relax, celebraciones al aire libre o para que los más pequeños jueguen sin preocupaciones. Sótano diáfano con más de 55 m² útiles, zona de juegos o gimnasio en casa. Vivienda muy luminosa por su ubicación. Entorno tranquilo y con todos los servicios básicos. Ubicación excelente, a pocos minutos de las principales vías como R-3. M-50 Y M-45 que te comunican con el centro de Madrid en tan solo 15 minutos, además las principales líneas de autobús te llevan al intercambiador de avenida de américa y Alcalá de henares. Una casa para disfrutar desde el primer día! No dejes pasar esta oportunidad. Llámanos y ven a verla, te enamorarás. Disponemos de departamento financiero el cual está consiguiendo hasta el 100% de las financiaciones, (consultar condiciones).  Impuestos y honorarios de agencia no incluidos en el precio.  Visítanos en nuestra oficina de Velilla de San Antonio, calle Mayor nº3.",False,good,False,,1894.0,False,False,False,False,[],False,False,500000.0,€,,,,chalet,Loeches,Chalet adosado en Paris,True,True,,terracedHouse
103842130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/52/b3/1201893190.webp,2024-601,22,,530000.0,chalet,sale,546.0,,3,1,Juan XXIII,Madrid,Arganda,Centro,es,40.2984369,-3.4392001,False,https://www.idealista.com/inmueble/103842130/,"CASA INDEPENDIENTE EN EL CENTRO DE ARGANDA  "" Posibilidad de edificar apartamentos en el terreno "". La propiedad de una sola planta, dispone de un gran garaje para 7 coches; jardín con piscina y porche. Se distribuye en; Gran salón comedor con chimenea con acceso a cuarto de estar, 3 amplios dormitorios, baño completo, amplia cocina con despensa y con salida a una gran terraza. Posibilidad de ampliar vivienda. Todo a tu alcance Supermercados, farmacia, colegios, autobuses urbanos e interurbanos y metro.  La vivienda necesita reforma. VIVIENDA MUY LUMINOSA VEN A VISITARLA TE GUSTARA SUS POSIBILIDADES **NO COBRAMOS HONORARIOS AL COMPRADOR** Te ayudamos con la financiación. * Gastos e impuestos no incluidos *.",False,renew,False,,971.0,False,False,False,False,[],False,False,530000.0,€,,,,chalet,"Centro, Arganda",Casa independiente en Juan Xxiii,True,True,,independantHouse
107617615,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/2c/22/1355424118.webp,015-25,12,1,209000.0,flat,sale,75.0,True,2,1,avenida Juan de la Cierva,Madrid,Getafe,Getafe Centro,es,40.3072443,-3.7252157,False,https://www.idealista.com/inmueble/107617615/,"Se vende magnífica vivienda en pleno corazón de la ciudad. Se trata de una primera planta de 75 m² construidos, totalmente exterior, para actualizar, construida sobre edificio que data del año 1964. La vivienda dispone de hall y distribuidor, ambos con armarios empotrados a medida, salón comedor con acceso a terraza en fachada del edificio, 2 dormitorios, los dos armarios empotrados, cocina totalmente equipada con salida a terraza en fachada trasera del edificio y baño completo con plato de ducha. Amplitud de vistas, situado frente a zonas de viviendas unifamiliares.  En cuanto a las características de los materiales de los que dispone la vivienda, encontramos suelos de baldosas hidráulicas, contando con carpintería interior de madera maciza, y exterior de aluminio blanco con cristal doble tipo Climalit con rotura de puente térmico. En lo que respecta a la orientación, la principal, por fachada delantera del edificio es este, contando la terraza trasera con disposición oeste. Edificio en esquina, lo que genera gran luminosidad. Posibilidad de adquirir local en planta inferior para hacer un dúplex, por lo que el inmueble quedaría con una extensión amplia. *****Para visitar este inmueble es imprescindible firmar una ficha de visita***** Honorarios de intermediación inmobiliaria: 3% más IVA del precio de venta final.",False,renew,False,False,2787.0,True,False,False,False,[],False,False,209000.0,€,,,,flat,"Getafe Centro, Getafe",Piso en avenida Juan de la Cierva,,,,
105205647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/fe/80/1245098687.webp,,23,,249900.0,chalet,sale,112.0,,3,1,calle Beatriz,Madrid,Mejorada del Campo,,es,40.3989336,-3.4879281,False,https://www.idealista.com/inmueble/105205647/,"INMOVELILLA presenta esta magnifica oportunidad, en pleno casco histórico. La parcela tiene una superficie 230 metros, en una sola planta. Este inmueble tiene patio en la parte delantera, y en la trasera. Dispone de un amplio recibidor, 3 dormitorios, baño completo, amplia cocina con acceso al patio trasero(el cual cuenta con un espacio que forma parte de la vivienda, y que tiene dos habitaciones, baño completo), salón, y armarios empotrados en el pasillo. Esta construcción nos permite disfrutar de la comodidades de una vivienda en una única planta, haciendo dicho inmueble muy accesible para todo tipo de edades. La ubicación de la misma, permite acceder a la calle con mayor actividad comercial, andando, ya que se encuentra a tan sólo unos 50 metros. Mejorada del campo, dista del centro de la capital, en 20 km, y cuenta con diferentes accesos viales, tales cómo M-40, M-45, M-50, R-3. Y con las siguientes líneas de autobus, que unen la población con el centro de Madrid, y con las poblaciones aledañas, 280(HOSPITAL DEL HENARES), 282(AVDA. AMERICA), 285(ARGANDA DEL REY), 340(TORREJON DE ARDOZ), 341(CONDE CASAL). Mejorada del Campo, es una localidad, que dispone de centro de salud, centro de urgencias, 5 colegios, 2 institutos. Diversidad en cuanto a clases extraescolares. Al igual que tiene diferentes instalaciones deportivas para realizar deportes de todo tipo. En caso de precisar financiacion, nuestro departamento financiero, estudia cada caso en exclusiva y llegando hasta un 100%, de financiación(sujeto a condiciones) Honorarios de inmobiliaria e impuestos no incluidos en el precio. Nos encontramos en la Calle Mayor Nº3 de Velilla de San Antonio.",False,renew,False,,2231.0,False,False,False,False,[],False,False,249900.0,€,,,,chalet,Mejorada del Campo,Chalet adosado en calle Beatriz,,,,terracedHouse
108913005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/7a/07/1358748794.webp,76255,2,,1450000.0,chalet,sale,378.0,,3,3,calle Castillo de Almansa,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,40.4694944,-3.9385662,False,https://www.idealista.com/inmueble/108913005/,"Inmejorable chalet independiente de 2 plantas, 3 habitaciones y 3 baños, en Villanueva de la Cañada. 378 m2 construidos. Orientación Sur. Jardín de 1517 m2. Armarios empotrados, suelo de tarima, ventanas climalit y puertas de roble. Salón con chimenea. Cocina amueblada. Calefacción con gas natural y aire acondicionado. Piscina privada y piscina comunitaria. Dispone de garaje exterior para 3 vehículos y trastero. PLANTA 0  Salón Cocina 4 habitaciones 3 baños (1 en suite)  Garaje  PLANTA BUHARDILLA Diáfana y terraza NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",False,good,False,,3836.0,False,False,False,False,[],False,False,1450000.0,€,,,,chalet,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente en calle Castillo de Almansa,True,True,,independantHouse
82973287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/57/72/1072834927.webp,8900112,29,6,209000.0,flat,sale,96.0,True,3,2,Río Sorbe,Madrid,Alcalá de Henares,Venecia - Nueva Alcalá,es,40.4735232,-3.3644611,False,https://www.idealista.com/inmueble/82973287/,"Inversores! Se vende con inquilino. Excelente oportunidad de compra de piso semi amueblado como en sale en las fotografías, exterior muy luminoso en séptima planta con 3 dormitorios de 96 m2 construidos.  Cuenta con cocina equipada con electrodomésticos. (placa vitrocerámica, extractor, horno, lavadora, lavavajillas y frigorífico) amplios armarios para mayor almacenamiento, dos baños y amplio salón comedor de aproximadamente unos 30 m2 y Tres habitaciones con amplios armarios. Además cuenta con calefacción en todo el piso. Incluida el agua en la comunidad. El edificio está ubicado en una zona muy bien comunicada con transporte público, a pasos de la parroquia San José, de colegios públicos y zona de comercio en su alrededor. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración. NO COBRAMOS NUESTROS HONORARIOS AL COMPRADOR. Visítelo sin compromiso con su asesor comercial Francisco.  Podemos conseguir hasta el 100% de financiación con nuestros Asesores Financieros.",False,good,False,True,2177.0,False,False,False,False,[],False,False,209000.0,€,,,,flat,"Venecia - Nueva Alcalá, Alcalá de Henares",Piso en Río Sorbe,,,,
108916919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/3a/64/1359602721.webp,IE9-AUCAS,18,2,185000.0,flat,sale,70.0,True,3,1,Centro,Madrid,Móstoles,Centro,es,40.3224761,-3.8617445,False,https://www.idealista.com/inmueble/108916919/,"Vivienda para reformar en excelente ubicación – 2ª planta con ascensor Oportunidad única para transformar esta vivienda ubicada en una zona inmejorable, rodeada de comercios, servicios y excelentes conexiones de transporte público. Situada en una segunda planta con ascensor, esta propiedad ofrece un lienzo perfecto para crear el hogar de tus sueños. � Distribución 3 dormitorios bien iluminados 1 baño completo Amplia terraza abierta ideal para relajarse o diseñar un espacio exterior acogedor � Características estructurales Suelos de gres: resistentes y versátiles Ventanas de hierro: aportan carácter y estructura sólida Puerta de sapelli: madera noble con gran presencia y potencial para restaurar � Entorno Zona muy buena, tranquila y bien comunicada Comercios, cafeterías, supermercados y paradas de autobús a pocos pasos En Inmobiliarias Encuentro intentamos mejorar cada día, simplificando los trámites relacionados con la compra de tu nueva vivienda. Ya puedes reservar cualquiera de nuestros inmuebles a través de la web, de una manera rápida y sencilla, mediante un proceso totalmente seguro y transparente. ¡No pierdas esta oportunidad y ven a visitarla cuanto antes! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: “CAMBIA Y DESCANSA”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar!",False,renew,False,True,2643.0,False,False,False,False,[],False,False,185000.0,€,,,,flat,"Centro, Móstoles",Piso,,,,
105656013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/01/aa/1258984125.webp,,28,,235000.0,chalet,sale,262.0,,4,2,DS VALHONDILLO,Madrid,Robledo de Chavela,,es,40.5061343,-4.2344211,False,https://www.idealista.com/inmueble/105656013/,"GARSIERRA. Finca Rústica en Robledo de Chavela, Madrid. Uso principal: Residencial. Superficie construida: 262 m2 Año construcción: 2001 Todo ello, además, con excelentes comunicaciones por transporte público como Estación de tren Robledo de Chavela y carreteras.",False,good,False,,897.0,False,False,False,False,[],False,False,235000.0,€,250000.0,15000.0,6.0,chalet,Robledo de Chavela,Casa independiente en Ds Valhondillo,True,True,,independantHouse
108820478,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/f6/66/1359663939.webp,CPE2,33,4,220000.0,flat,sale,70.0,True,3,1,"calle de los Huertos, 2",Madrid,Ciempozuelos,La Estación - Psiquiátrico San José,es,40.1578717,-3.6151891,True,https://www.idealista.com/inmueble/108820478/,"FM Gestiona pone a la venta esta luminosa y cuidada vivienda reformada en la zona de Los Huertos, Ciempozuelos. Situada en una cuarta planta con ascensor, esta vivienda ofrece una combinación perfecta entre comodidad, buenas vistas y una ubicación excelente dentro del municipio. La vivienda ha sido reformada tanto en fontanería como en electricidad, y se encuentra lista para entrar a vivir. Consta de un salón con espacio diferenciado para zona de comedor y zona de estar y aire acondicionado, que además tiene acceso a una terraza exterior con unas vistas despejadas a la vega del Jarama, perfectas para disfrutar de la tranquilidad y la luz natural durante todo el día. La cocina, totalmente amueblada, cuenta con acceso a un tendedero cerrado donde se ubica la caldera de gas natural, que proporciona calefacción individual en toda la vivienda. La zona de descanso se compone de tres dormitorios, destacando el principal por sus dos armarios empotrados y su buena capacidad de almacenaje. El baño también se encuentra reformado. La finca cuenta con ascensor y se sitúa en una de las zonas más prácticas de Ciempozuelos: a escasos minutos de la estación de Cercanías, con líneas regulares de autobús (como la 425 o 426) que conectan con Madrid y otros municipios, supermercados, colegios, centros de salud, parques y todo tipo de servicios a un paso. INFORMACIÓN AL COMPRADOR ● En el precio publicado no están incluidos los gastos habituales de compraventa: impuestos (ITP), notaría, registro, etc. ● Tampoco están incluidos nuestros honorarios de intermediación, que en este caso ascienden a 1.500 € + IVA (1.815 € IVA incluido). Estos honorarios incluyen, Gestión completa del proceso de compraventa, acompañamiento profesional desde la primera visita hasta la firma en notaría y tramitación hipotecaria si se requiere. ¿VAS A VENDER TU CASA? Así trabajamos: • Comisiones claras y justas: desde 3.000 € + IVA hasta 100.000 € (Aumenta solo 1.000 € más por cada 100.000 € adicionales). • Fotografía profesional y Tour Virtual 360º • Publicidad destacada en portales y redes • Cartera activa de compradores e inversores • Gestión de herencias y cambios de vivienda • Comerciales expertos en tu zona, con trato directo y transparente → Si comparas… nos eliges.",False,good,False,False,3143.0,False,False,False,False,[],False,False,220000.0,€,,,,flat,"La Estación - Psiquiátrico San José, Ciempozuelos","Piso en calle de los Huertos, 2",,,,
108579398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/c3/2b/1359782270.webp,IE22RIVASLUNA1,21,6,419000.0,penthouse,sale,81.0,True,2,2,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3863363,-3.5321401,False,https://www.idealista.com/inmueble/108579398/,"Inmobiliarias Encuentro vende en exclusiva magnífico piso exterior con dos plazas de garaje y trastero incluido en el precio, en la moderna y tranquila zona del Barrio del Cristo de Rivas en Rivas-vaciamadrid. El inmueble, de 81 m², cuenta con un distribuidor de entrada que da paso a una magnífica cocina y un amplio salón, todo ello conectado por una espectacular terraza. La cocina es independiente, actual, completamente amueblada y equipada con despensa. El salón comedor es amplio y luminoso gracias al enorme ventanal que da paso a la terraza. La vivienda dispone de dos dormitorios con ventanales que aportan una excelente luz natural, con dos cuartos de baño, uno de ellos en suite. Cuenta con aire acondicionado por conducto y caldera. Dispone de dos plazas de garaje y trastero incluido en el precio. Las calidades de la vivienda son inmejorables. Suelos de parquet, amplias ventanas que garantizan aislamiento térmico y acústico, y puerta de entrada blindada para mayor seguridad. La urbanización cuenta con piscina comunitaria, y zonas comunes. La vivienda dispone de ascensor y servicio de conserjería, garantizando la comodidad y el buen mantenimiento de las zonas comunes.  ¡Ubicación ideal! Salida directa muy próxima a la M-50, perfecta para quienes buscan buena comunicación. Se encuentra en la zona del Barrio del Cristo de Rivas en Rivas-Vaciamadrid. Una de las más consolidadas y con más servicios. Rodeado de una amplia oferta comercial, de ocio, gastronómica y servicios esenciales para el día a día. Perfectamente comunicado con las principales redes de transporte público, lo que asegura una conexión rápida y accesible tanto dentro como fuera de la zona. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros. Disponemos del servicio: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",True,good,False,True,5173.0,True,False,False,False,[],False,False,419000.0,€,,,,flat,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Ático,True,True,,penthouse
107965156,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/08/94/1329666263.webp,,1,1,110000.0,flat,sale,55.0,True,1,1,travesía del Nuncio,Madrid,Alcorcón,Centro,es,40.3456724,-3.8289661,False,https://www.idealista.com/inmueble/107965156/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES LA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADA Vivienda de 44 m², según Catastro, y 11 m² de elementos comunes a la venta en el municipio de Alcorcón, Madrid. La vivienda está distribuida en diferentes estancias y tiene como anejo un cuarto tendedero. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 1ª Planta en un bloque de reciente construcción con ascensor. Excelente ubicación en el centro de Alcorcón. Buenas comunicaciones por carretera y transporte público. Muy próximo a la estación de Cercanías Renfe 'Alcorcón Central' y a la estación de Metro-Sur. Próximo a todo tipo de servicios e infraestructuras como centros educativos (CEIP Jesús Varela), comercios, supermercados, farmacias, zonas verdes...",False,good,False,True,2000.0,False,False,False,False,[],False,False,110000.0,€,117000.0,7000.0,6.0,flat,"Casco Antiguo, Alcorcón",Piso en travesía del Nuncio,,,Casco Antiguo,
108154831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/fc/eb/1335501031.webp,,7,1,485000.0,flat,sale,82.0,True,2,2,"calle Germán Pérez Carrasco, 64",Madrid,Madrid,Ciudad Lineal,es,40.4365918,-3.6426457,True,https://www.idealista.com/inmueble/108154831/,"**Piso en Venta en Ciudad Lineal - Exclusividad y Comodidad a un Paso de la Calle Alcalá** Descubre este espectacular piso de 82 m² construidos, ubicado a escasos metros de la emblemática calle Alcalá. Este residencial exclusivo cuenta con dos edificaciones que comparten una hermosa zona común central, ideal para disfrutar de momentos de esparcimiento. La propiedad, que se encuentra en planta 1 y cuenta con ascensor, ofrece un luminoso salón, una cocina moderna, dos acogedores dormitorios y dos baños completos, además de un práctico trastero. Imagina vivir rodeado de todas las comodidades: a pocos minutos del Centro Comercial Alcalá Norte y los Multicines, así como de centros docentes y de salud. Este piso es perfecto para quienes buscan un hogar accesible, ya que está adaptado para personas con movilidad reducida. Además, la calefacción individual por gas natural y su calificación energética clase B aseguran un consumo eficiente y responsable. No dejes pasar la oportunidad de adquirir una plaza de garaje por solo 26.000€, lo que añade aún más valor a esta propiedad. Con una orientación sur que garantiza luz natural durante todo el día y unas zonas comunes que incluyen piscina y jardín, este piso es el lugar ideal para crear recuerdos inolvidables.  Aunque se trata de un piso nuevo, pero de segunda mano, no está sujeto a IVA. ¡Contacta ahora y ven a visitarlo!",False,good,False,True,5915.0,True,False,False,False,[],False,False,485000.0,€,,,,flat,"Quintana, Madrid","Piso en calle Germán Pérez Carrasco, 64",,,Quintana,
