propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107943220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/ca/72/1329030571.webp,20,198800.0,studio,sale,21.0,0,1,"de las Fuerzas Armadas, 328",Madrid,Madrid,Hortaleza,es,40.4818068,-3.6205463,True,https://www.idealista.com/obra-nueva/107943220/,"HOTEL101 MADRID – Descubre forma inteligente de invertir a través de la propiedad inmobiliaria. Global, simple y con plena propiedad del inmueble. Hotel101-Madrid es una oportunidad única para invertir en el creciente sector turístico e inmobiliario de Madrid, bajo un modelo innovador que combina propiedad individual y gestión hotelera profesional. Ubicado en Valdebebas, una de las zonas de mayor proyección de la capital, el hotel se encuentra en la Avenida de las Fuerzas Armadas, a pocos minutos del aeropuerto de Madrid-Barajas, del centro de convenciones IFEMA y de la Ciudad Deportiva del Real Madrid. Además, estará frente al futuro circuito de Fórmula 1, lo que aumentará su atractivo turístico. ¿Qué significa ser dueño de una habitación con Hotel101? Hotel101 ofrece la posibilidad de comprar una habitación de hotel como unidad independiente con título de propiedad registral, generando ingresos pasivos mensuales sin preocuparse por la gestión operativa. •Rentabilidad Mensual Esperada: Rendimiento histórico con una rentabilidad superior al 7% •100 % sin complicaciones y sin costos ocultos: Deje que Hotel101 gestione completamente su unidad y asuma los gastos operativos, reparaciones y mantenimiento. •Sea propietario de una unidad hotelera y gane con los ingresos del hotel: Reciba una parte igual de los ingresos brutos por habitación generados por todo el hotel, independientemente de la ocupación de su unidad individual. •10 noches gratuitas al año para disfrutar en cualquier Hotel101 del mundo (5 en Madrid y 5 internacionales). ¿Cómo son las habitaciones? Las unidades tipo “HappyRoom” tienen un diseño moderno, funcional y totalmente estandarizado, lo que optimiza su eficiencia operativa. •21 m² totalmente equipados •1 cama Queen + 1 cama individual •Kitchenette con nevera y microondas •Aire acondicionado y calefacción con control individual •Baño privado con ducha de agua caliente •TV de 55”, wifi, caja fuerte, escritorio y enchufes universales •Construcción de alta eficiencia energética y sostenibilidad Instalaciones del hotel: •680 habitaciones en un edificio de 8 plantas •Restaurante 24h, piscina exterior y bar •Gimnasio, salas de reuniones y centro de negocios •Recepción y seguridad 24/7 •Lavandería, consigna y tienda de conveniencia 24h ¿Quién está detrás del proyecto? Hotel101 Global Pte. Ltd., registrada en Singapur, es la rama de expansión hotelera global de DoubleDragon Corporation, una destacada empresa inmobiliaria con sede en Filipinas que cotiza en la Bolsa de Valores de Filipinas, y que cuenta con más de 3.000 millones de dólares estadounidenses en activos totales. El modelo se basa en un enfoque “asset-light”, escalable y eficiente.",False,newdevelopment,True,9467.0,False,False,False,False,[],False,False,198800.0,€,,,flat,studio,"Valdebebas - Valdefuentes, Madrid","Estudio en de las Fuerzas Armadas, 328",,5,True,Valdebebas - Valdefuentes,True,False,,,
108888106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/1f/94/1348644205.webp,14,589000.0,flat,sale,89.0,2,2,"calle Camilo José Cela, 6",Madrid,Las Rozas de Madrid,Parque Empresarial,es,40.5197282,-3.8956784,True,https://www.idealista.com/obra-nueva/108888106/,"Quercus de Las Rozas, una propuesta residencial única en una de las zonas más exclusivas de Madrid. Le presentamos Quercus de Las Rozas, una promoción de vivienda libre estratégicamente ubicada en Las Rozas de Madrid diseñada para ofrecer el máximo confort.  Se trata de una zona totalmente consolidada, con numerosas y amplias zonas verdes, dotaciones deportivas, equipamientos educativos, sanitarios y comerciales. Un entorno tranquilo y perfectamente conectado con Madrid. La promoción contará con 71 viviendas organizadas en tres bloques en torno a un gran espacio central con zonas verdes de cuidado paisajismo y unas zonas comunes excepcionales, pensadas para ofrecer experiencias únicas a toda la familia: espacios equipados para el ocio, la relajación y el bienestar, sin salir de casa: - Piscina exterior desbordante de 200m2 de superficie, cloración salina e iluminación nocturna, permite disfrutar de un refrescante chapuzón a cualquier hora del día. - Club social, climatizado y perfectamente equipado para reuniones o celebraciones con familia y amigos. - Chill out, un espacio destinado al ocio y la convivencia de los residentes, con vistas despejadas a la sierra de Madrid. - Gimnasio, totalmente equipado, con un cerramiento practicable y con una zona exterior para el bienestar al aire libre. - Zona exterior de juegos infantiles. Los más pequeños contarán con un parque infantil para su máximo disfrute. Se trata de un edificio de viviendas diseñado con una visión singular y una delicada atención a los detalles, buscando una mayor eficiencia para un bajo consumo energético. Contará con calificación A, la máxima calificación energética, reduciendo la huella de carbono y las emisiones y repercutiendo favorablemente en el consumo y ahorro energético. Existen diferentes tipologías de vivienda de 1,2,3 y 4 dormitorios, con doble o triple orientación y con una cuidada distribución interior.  Naiz Homes ofrece un servicio adicional de personalización con variadas alternativas en cuanto a distribuciones, acabados interiores, instalaciones o mobiliario con la que poder adecuar cada vivienda a sus preferencias y necesidades. Le invitamos a visitar la página web de la promoción donde podrá encontrar los planos de las viviendas disponibles e imágenes de la promoción. Así mismo, si desea ampliar la información puede reservar una cita, tanto de manera presencial como por videollamada a través de la plataforma Zoom, en el apartado ""Reservar cita"" en la web o contactándonos en el teléfono. No olvide visitar nuestras redes sociales donde podrá conocer las últimas novedades y actualización de las obras.",False,,True,6618.0,True,False,False,False,[],False,False,589000.0,€,True,True,flat,,"Parque Empresarial, Las Rozas de Madrid","Piso en calle Camilo José Cela, 6",000,2,True,Parque Empresarial,True,False,,,
108662670,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/94/32/1351938547.webp,15,8965000.0,chalet,sale,466.0,5,6,Barrio El Viso,Madrid,Madrid,Chamartín,es,40.4458061,-3.684896,False,https://www.idealista.com/obra-nueva/108662670/,"Tres viviendas únicas con jardín, terrazas y piscina privada, donde el diseño contemporáneo se encuentra con la exclusividad. Firmado por el arquitecto Rafael Robledo, este proyecto residencial de obra nueva se sitúa en el corazón de El Viso, próximo a la Fuente de los Delfines, una de las zonas más exclusivas y tranquilas de Madrid, donde la privacidad y el diseño contemporáneo se integran con el entorno residencial más consolidado de la capital. El conjunto está formado por solo tres viviendas singulares, concebidas como un ejercicio de lujo discreto y sofisticación funcional. Con interiores diseñados por Pablo Sepúlveda, los espacios destacan por su estética serena y cálida, con materiales nobles como maderas de alta gama y piedra natural, que aportan armonía, textura y elegancia a cada estancia. La luz natural es protagonista gracias a los grandes ventanales que conectan el interior con amplios espacios exteriores de uso totalmente privado: jardines, terrazas y piscinas que prolongan la vida del hogar hacia el aire libre. Las viviendas, con superficies entre 258 y 573 m², ofrecen amplias zonas sociales, cocinas equipadas con opción abierta o cerrada, dormitorios en suite con vestidores y estancias versátiles adaptables a biblioteca, sala de estar o espacio de trabajo. Con una superficie construida de 466 m², este chalet se distribuye en tres plantas y ofrece más de 150 m² de espacios exteriores entre jardín, terrazas y piscina privada. Dispone de cuatro dormitorios en suite, dos de ellos con zona de vestidor, amplias zonas de estar, biblioteca, comedor, cocina equipada y zona de servicio. La propiedad incluye cuatro plazas de garaje con acceso directo y dos trasteros, y representa una opción exclusiva para quienes buscan amplitud, privacidad y representatividad en una de las mejores ubicaciones de Madrid. Una propuesta única que interpreta el lujo con discreción, diseño y equilibrio, para quienes buscan vivir El Viso desde la autenticidad y la excelencia.",False,newdevelopment,True,19238.0,True,False,False,False,[],False,False,8965000.0,€,True,True,chalet,independantHouse,"El Viso, Madrid",Casa independiente,A+B,,,El Viso,,False,,,
106289693,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/c6/eb/1278348565.webp,56,1250000.0,chalet,sale,278.0,5,4,calle de Teseo,Madrid,Madrid,San Blas,es,40.4449669,-3.6380138,False,https://www.idealista.com/inmueble/106289693/,"Honorarios Rent & Buy: incluidos en el precio. MADRID/CIUDAD LINEAL/ZONA ARTURO SORIA/CALLE DE TESEO. Precioso chalet, dividido en tres plantes de 278 m2 con gran terraza y zonas comunes con jardín y piscina. Dispone de cuatro dormitorios y cuatro baños. Se accede a la vivienda a través de una entrada que está protegida por una verja y donde se ubica un gran patio para aparcamiento para 2 coches y la entrada al chalet con zona ajardinada. Dispone de puerta blindada y una gran hall de entrada muy bien decorado desde donde parte un pequeña escalera en madera de cuatro peldaños que da acceso a la planta baja. Planta Baja: Cocina equipada con office para comer, con acceso a patio. Salón de unos 46 m2 que da acceso a una terraza acristalada. Esta planta dispone de una gran cocina con muchos armarios altos y bajos, espacio para comer, cocina de cuatro fuegos, campana extractora, horno, microondas, friegaplatos, frigorífico combi y acceso a un patio interior. También se ubica en esta planta, una gran salón comedor de unos 30 metros, con aire acondicionado y terraza acristalada de unos 10 m2. La terraza acristalada da acceso a un jardín privado de unos 30 m2. Y el jardín tiene acceso a la zona común de 2.300 m2. Planta Primera: Esta planta dispone de un pequeño hall distribuidor, donde se ubican el dormitorio principal de unos 29 m2 con vestidor y cuarto de baño incorporado con bañera. Este dormitorio dispone de aire acondicionado. Cuenta con aseo para las visitas. Planta Segunda: Pequeño hall lleno de armarios que da acceso a 3 dormitorios muy amplios, cada uno con sus armarios empotrados con 1 cuarto de baño completo. Todos los dormitorios cuentan con aire acondicionado. Planta Sótano: Salón de 33 m2 con gran chimenea operativa, 1dormitorio de servicio, lavadero, bodega o trastero. Hay una temperatura media de 11º en esta planta, ideal para el verano. Calefacción y agua por gas natural. Jardinero que cuida de las zonas comunes. Gastos de comunidad inferiores a 150 €. Muy bien comunicado por metro y autobús. Línea 5 Ciudad Lineal. El chalet se encuentra en zona residencial y tranquila, frente al monasterio de Santa Ana y San José.",False,good,False,4496.0,True,False,False,False,[],False,False,1250000.0,€,True,True,chalet,semidetachedHouse,"Salvador, Madrid",Chalet pareado en calle de Teseo,CV1423,,,Salvador,,,1350000.0,100000.0,7.0
108190118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/bb/89/1337734629.webp,41,650000.0,chalet,sale,265.0,4,4,el bercial,Madrid,Getafe,El Bercial,es,40.3225865,-3.7380918,False,https://www.idealista.com/inmueble/108190118/,"¡Vive con la comodidad y tranquilidad que mereces en el Bercial, Getafe!  Este impresionante chalet adosado de 306,53 m² construidos (según escrituras) ofrece un hogar único en una de las zonas más tranquilas de Getafe, rodeado de zonas verdes para disfrutar de la naturaleza sin renunciar a la cercanía de todos los servicios de la ciudad. Con 3 plantas más un solárium, este chalet es perfecto para quienes buscan un estilo de vida relajado con todas las comodidades.  En la planta baja encontrarás una cocina amueblada con electrodomésticos, un acogedor salón con porche-terraza cubierto, jardín con barbacoa y un baño-aseo. Además, cuenta con una habitación ideal para despacho o estudio, creando un ambiente perfecto para trabajar desde casa. En la planta sótano, tendrás tu propio garaje con capacidad para dos coches y dos puertas de acceso automáticas, un trastero independiente, un baño completo con ducha, piscina interior cubierta, sauna y un cuarto con acceso directo al jardín exterior.  Subiendo a la planta primera, encontrarás el dormitorio principal con baño completo, otros dos dormitorios con armarios empotrados, uno de ellos con terraza privada y otro baño completo en el pasillo. Solárium con césped artificial, jacuzzi exterior y un entorno verde hacen que cada rincón de este chalet sea perfecto para disfrutar del aire libre.  Además, se encuentra en una zona consolidada con todos los servicios: hospitales, colegios, gimnasios y fácil acceso a transporte público. ¡Una oportunidad única para disfrutar de la tranquilidad sin renunciar a la comodidad!  Contáctanos para más información y para agendar tu visita. No cobramos honorarios a la parte compradora. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta y condicionada a elección y aceptación de la propiedad. Inclusive si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. ""Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. El comprador será responsable del cambio de uso y la segregación y de todas las gestiones precisas para ello exonerando de cualquier responsabilidad a la vendedora y la inmobiliaria”.",False,good,False,2453.0,False,False,True,False,[],False,False,650000.0,€,True,True,chalet,terracedHouse,"El Bercial, Getafe",Chalet adosado en el bercial,3403-02744,,,,,,,,
108885030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/c9/23/1357914131.webp,37,780000.0,flat,sale,111.0,2,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4279281,-3.7091788,False,https://www.idealista.com/inmueble/108885030/,"Situado en el corazón de Malasaña, en la icónica Calle de la Palma, este piso de 2 dormitorio y 1,5 baños bellamente renovado ofrece 111 m² de espacio habitable elegante y cuidadosamente diseñado. Ubicado en un edificio clásico de Madrid, el piso cuenta con dos balcones que dan a la encantadora calle, aportando abundante luz natural y realzando la sensación cálida y abierta de la vivienda. Cada detalle de la renovación se consideró cuidadosamente para optimizar el espacio y la fluidez, combinando funcionalidad con encanto histórico. Las columnas originales de madera vista aportan carácter arquitectónico, mientras que los acabados de alta gama y una distribución inteligente brindan comodidad contemporánea. Esta es una oportunidad única de vivir en uno de los barrios más vibrantes y creativos de Madrid, a pocos pasos de cafés de moda, boutiques independientes, galerías y excelentes conexiones de transporte.  Un alto porcentaje de los inmuebles que tenemos en esta zona solo están publicados en nuestra web. Para ver toda nuestra cartera, visite nuestra web.",False,good,False,7027.0,True,False,False,False,[],False,False,780000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,MAD61820,2,True,Malasaña-Universidad,True,,,,
107943232,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/6f/c0/1329030766.webp,20,198800.0,studio,sale,21.0,0,1,"de las Fuerzas Armadas, 328",Madrid,Madrid,Hortaleza,es,40.4818068,-3.6205463,True,https://www.idealista.com/obra-nueva/107943232/,"HOTEL101 MADRID – Descubre forma inteligente de invertir a través de la propiedad inmobiliaria. Global, simple y con plena propiedad del inmueble. Hotel101-Madrid es una oportunidad única para invertir en el creciente sector turístico e inmobiliario de Madrid, bajo un modelo innovador que combina propiedad individual y gestión hotelera profesional. Ubicado en Valdebebas, una de las zonas de mayor proyección de la capital, el hotel se encuentra en la Avenida de las Fuerzas Armadas, a pocos minutos del aeropuerto de Madrid-Barajas, del centro de convenciones IFEMA y de la Ciudad Deportiva del Real Madrid. Además, estará frente al futuro circuito de Fórmula 1, lo que aumentará su atractivo turístico. ¿Qué significa ser dueño de una habitación con Hotel101? Hotel101 ofrece la posibilidad de comprar una habitación de hotel como unidad independiente con título de propiedad registral, generando ingresos pasivos mensuales sin preocuparse por la gestión operativa. •Rentabilidad Mensual Esperada: Rendimiento histórico con una rentabilidad superior al 7% •100 % sin complicaciones y sin costos ocultos: Deje que Hotel101 gestione completamente su unidad y asuma los gastos operativos, reparaciones y mantenimiento. •Sea propietario de una unidad hotelera y gane con los ingresos del hotel: Reciba una parte igual de los ingresos brutos por habitación generados por todo el hotel, independientemente de la ocupación de su unidad individual. •10 noches gratuitas al año para disfrutar en cualquier Hotel101 del mundo (5 en Madrid y 5 internacionales). ¿Cómo son las habitaciones? Las unidades tipo “HappyRoom” tienen un diseño moderno, funcional y totalmente estandarizado, lo que optimiza su eficiencia operativa. •21 m² totalmente equipados •1 cama Queen + 1 cama individual •Kitchenette con nevera y microondas •Aire acondicionado y calefacción con control individual •Baño privado con ducha de agua caliente •TV de 55”, wifi, caja fuerte, escritorio y enchufes universales •Construcción de alta eficiencia energética y sostenibilidad Instalaciones del hotel: •680 habitaciones en un edificio de 8 plantas •Restaurante 24h, piscina exterior y bar •Gimnasio, salas de reuniones y centro de negocios •Recepción y seguridad 24/7 •Lavandería, consigna y tienda de conveniencia 24h ¿Quién está detrás del proyecto? Hotel101 Global Pte. Ltd., registrada en Singapur, es la rama de expansión hotelera global de DoubleDragon Corporation, una destacada empresa inmobiliaria con sede en Filipinas que cotiza en la Bolsa de Valores de Filipinas, y que cuenta con más de 3.000 millones de dólares estadounidenses en activos totales. El modelo se basa en un enfoque “asset-light”, escalable y eficiente.",False,newdevelopment,True,9467.0,False,False,False,False,[],False,False,198800.0,€,,,flat,studio,"Valdebebas - Valdefuentes, Madrid","Estudio en de las Fuerzas Armadas, 328",,8,True,Valdebebas - Valdefuentes,True,False,,,
107943231,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/f6/99/1329030641.webp,20,198800.0,studio,sale,21.0,0,1,"de las Fuerzas Armadas, 328",Madrid,Madrid,Hortaleza,es,40.4818068,-3.6205463,True,https://www.idealista.com/obra-nueva/107943231/,"HOTEL101 MADRID – Descubre forma inteligente de invertir a través de la propiedad inmobiliaria. Global, simple y con plena propiedad del inmueble. Hotel101-Madrid es una oportunidad única para invertir en el creciente sector turístico e inmobiliario de Madrid, bajo un modelo innovador que combina propiedad individual y gestión hotelera profesional. Ubicado en Valdebebas, una de las zonas de mayor proyección de la capital, el hotel se encuentra en la Avenida de las Fuerzas Armadas, a pocos minutos del aeropuerto de Madrid-Barajas, del centro de convenciones IFEMA y de la Ciudad Deportiva del Real Madrid. Además, estará frente al futuro circuito de Fórmula 1, lo que aumentará su atractivo turístico. ¿Qué significa ser dueño de una habitación con Hotel101? Hotel101 ofrece la posibilidad de comprar una habitación de hotel como unidad independiente con título de propiedad registral, generando ingresos pasivos mensuales sin preocuparse por la gestión operativa. •Rentabilidad Mensual Esperada: Rendimiento histórico con una rentabilidad superior al 7% •100 % sin complicaciones y sin costos ocultos: Deje que Hotel101 gestione completamente su unidad y asuma los gastos operativos, reparaciones y mantenimiento. •Sea propietario de una unidad hotelera y gane con los ingresos del hotel: Reciba una parte igual de los ingresos brutos por habitación generados por todo el hotel, independientemente de la ocupación de su unidad individual. •10 noches gratuitas al año para disfrutar en cualquier Hotel101 del mundo (5 en Madrid y 5 internacionales). ¿Cómo son las habitaciones? Las unidades tipo “HappyRoom” tienen un diseño moderno, funcional y totalmente estandarizado, lo que optimiza su eficiencia operativa. •21 m² totalmente equipados •1 cama Queen + 1 cama individual •Kitchenette con nevera y microondas •Aire acondicionado y calefacción con control individual •Baño privado con ducha de agua caliente •TV de 55”, wifi, caja fuerte, escritorio y enchufes universales •Construcción de alta eficiencia energética y sostenibilidad Instalaciones del hotel: •680 habitaciones en un edificio de 8 plantas •Restaurante 24h, piscina exterior y bar •Gimnasio, salas de reuniones y centro de negocios •Recepción y seguridad 24/7 •Lavandería, consigna y tienda de conveniencia 24h ¿Quién está detrás del proyecto? Hotel101 Global Pte. Ltd., registrada en Singapur, es la rama de expansión hotelera global de DoubleDragon Corporation, una destacada empresa inmobiliaria con sede en Filipinas que cotiza en la Bolsa de Valores de Filipinas, y que cuenta con más de 3.000 millones de dólares estadounidenses en activos totales. El modelo se basa en un enfoque “asset-light”, escalable y eficiente.",False,newdevelopment,True,9467.0,False,False,False,False,[],False,False,198800.0,€,,,flat,studio,"Valdebebas - Valdefuentes, Madrid","Estudio en de las Fuerzas Armadas, 328",,2,True,Valdebebas - Valdefuentes,True,False,,,
108896196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/13/42/1358236178.webp,20,1329000.0,flat,sale,90.0,2,2,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4305798,-3.6958782,False,https://www.idealista.com/inmueble/108896196/,"Lucas Fox presenta este sofisticado piso en una de las zonas más cotizadas de Madrid, en la tercera planta de un edificio con portería y ascensor. Esta propiedad se ha reformado completamente con un diseño cuidado y materiales de alta calidad. La vivienda ofrece una distribución funcional de 90 m² que incluye dos dormitorios, dos baños completos, una cocina moderna totalmente equipada y un salón-comedor acogedor. Además, dispone de terraza y se entrega completamente amueblada. Se beneficia de un sistema de climatización con aire acondicionado y calefacción comunitaria. Gracias a su ubicación privilegiada en el distinguido entorno de Almagro y su elegante reforma, esta propiedad representa una oportunidad ideal tanto para vivir como para invertir en una de las zonas más exclusivas de la capital.  Un alto porcentaje de los inmuebles que tenemos en esta zona solo están publicados en nuestra web. Para ver toda nuestra cartera, visite nuestra web.",False,good,False,14767.0,True,False,False,False,[],False,False,1329000.0,€,,,flat,,"Almagro, Madrid",Piso,MAD61977,3,,Almagro,True,,,,
108705354,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/3b/a0/1352686250.webp,20,329900.0,flat,sale,155.0,2,2,Griñón,Madrid,Griñón,,es,40.2130599,-3.8480994,False,https://www.idealista.com/inmueble/108705354/,"GRIÑÓN INMOBILIARIA vende piso céntrico semi nuevo con mucha luz natural, una decoración especial y muy personal, que desprende confort y calidez. La casa tiene la cocina nueva con todos los electrodomesticos de alta gama, salón independiente, 2 baños (uno de ellos en el dormitorio principal ) con platos de ducha y mamparas y muebles de diseño, 3 dormitorios (uno de ellos convertido en vestidor para el dormitorio principal ). La calefacción de la casa es por aerotermia frio/calor y a parte de consumo economico que nos da, también es la comodidad de tener toda la casa con una temperatura igual en todas las estancias. La pintura de la casa es lisa, las puertas blancas, suelos de porcelanico. El piso tiene trastero y garaje (incluidos en el precio).  GRIÑÓN INMOBILIARIA es la inmobiliaria de referencia de Griñón, por experiencia profesionalidad, con los años qué llevamos. Ubicados en la calle Juan Carlos I Nº7, el conocimiento de nuestra localidad y demás localidades colindantes, hace qué la información sea segura y certera y eso es muy importante para tener noción de donde vas a vivir. Contactar con nosotros si compras o vendes, seriedad y transparencia, esa es nuestra carta de presentación. Compra tu casa, te haremos un estudio gratuito financiero con total garantía de llegar a materializarse la compra-venta. Llama para más información.",False,good,False,2128.0,False,False,True,False,[],False,False,329900.0,€,True,True,flat,,Griñón,Piso,02062,1,True,,True,,,,
108927584,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/6a/9a/1359197830.webp,31,190000.0,chalet,sale,134.0,4,2,Villa del Prado,Madrid,Villa del Prado,,es,40.2729874,-4.3458035,False,https://www.idealista.com/inmueble/108927584/,"¡Encantador chalet independiente en urbanización el Encinar en Villa del Prado! Situado en una parcela de 659 m², este inmueble de 134 m² construidos ideal para familias que buscan confort, calidad, comodidad, entorno silencioso y tranquilo, ideal para descansar. Al entrar, te recibe un gran porche que accede al salón de paso con su chimenea, es el lugar perfecto para disfrutar de momentos en familia. Con cuatro amplios dormitorios, un baño completo con plato de ducha y un aseo, esta casa es ideal para quienes buscan espacio y funcionalidad. La cocina independiente cuenta con salida directa a la parcela.  La vivienda destaca por sus excelentes calidades: ventanas de climalit, persianas automáticas y rejas, calefacción de gasoil, armarios empotrados, garaje para dos vehículos, suelos y puertas no están actualizados. Construido en 1976, se encuentra en perfecto estado de conservación y listo para entrar a vivir. Además, la calefacción de gasoil asegura un ambiente cálido durante los meses más fríos. La parcela está parcialmente solada. ¡No pierdas la oportunidad de hacer de este lugar tu nuevo hogar!",False,good,False,1418.0,False,False,False,False,[],False,False,190000.0,€,True,True,chalet,independantHouse,Villa del Prado,Casa independiente,GH0066,,,,,,,,
108906274,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/7b/f8/1331800856.webp,19,480000.0,chalet,sale,139.0,4,3,"avenida Victimas del Terrorismo, 12",Madrid,Alcalá de Henares,Espartales,es,40.5130857,-3.3653894,True,https://www.idealista.com/obra-nueva/108906274/,"CHALETS DE 3 Y 4 DORMITORIOS CON JARDÍN PRIVADO Y DIFERENTES OPCIONES DE PERSONALIZACIÓN. Tan solo 44 chalets exclusivos de 3 y 4 dormitorios distribuidos en dos plantas y diferentes opciones de personalización para adaptarse a tu estilo y necesidades. Cada chalet dispone de un jardín privado que se convertirá en un espacio único para disfrutar al máximo. Además, tendrás la opción de añadir una piscina para hacerlo aún más especial. En la parte delantera de cada vivienda, encontrarás plazas de aparcamiento con capacidad para dos vehículos lo que te garantiza mayor comodidad y seguridad. En Insur Calíope, tendrás la posibilidad de elegir entre diferentes acabados y calidades para tu nuevo hogar. Podrás decidir entre una cocina integrada al salón o independiente, adaptando cada rincón a tu gusto. Estas viviendas destacan por su alta eficiencia energética, ya que cuentan con aerotermia y suelo radiante y refrescante, lo que asegura un gran confort durante todo el año y un ahorro energético. La ubicación es ideal para aquellos que buscan la tranquilidad de un entorno residencial sin perder la proximidad al centro de Madrid. El residencial se encuentra en Espartales Norte, a pocos minutos del centro histórico de Alcalá de Henares, con acceso cercano a colegios, universidades, centros de salud, espacios deportivos y una amplia oferta de ocio. Rodeado de un entorno natural, vivir en Insur Calíope te permitirá disfrutar de una vida equilibrada entre la comodidad de la ciudad y la calidez de un barrio tranquilo.",True,,True,3453.0,True,False,False,False,[],False,False,480000.0,€,True,True,chalet,terracedHouse,"Espartales, Alcalá de Henares","Chalet adosado en avenida Victimas del Terrorismo, 12",VIV5,,,,,False,,,
108030930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/16/c6/1331725000.webp,18,1300000.0,flat,sale,129.0,3,2,"calle Manuel Fernández González, 15",Madrid,Madrid,Centro,es,40.4152042,-3.6992857,True,https://www.idealista.com/obra-nueva/108030930/,"Piso de obra nueva en Huertas-Cortes, en el centro de Madrid. Muy próximo a la Plaza de Santa Ana y a la calle de Alcalá.  Se ubica en la segunda planta de un edificio recién rehabilitado con zonas comunes muy bien cuidadas. Cuenta con ascensor que da acceso directo a la vivienda.  Tiene una superficie de 129 m2, distribuidos en una amplia zona social con salón de dos estancias con salida a dos balcones, zona de comedor y cocina semi independiente, completamente equipada con electrodomésticos de alta gama de la marca Miele, un baño completo que da servicio a las visitas y una zona de lavandería independiente.  Al estar en proceso de construcción, se puede escoger la distribución de la zona de noche. Puede tener un dormitorio con amplio vestidor y baño en suite, o dos o tres dormitorios, manteniendo el principal en suite. Se adjuntan los planos de las tres opciones de reforma.  Al estar en proceso de obra, la vivienda se puede ajustar a tus gustos y necesidades. Podrás escoger los retoques finales del proyecto. Se vende sin amueblar, listo para hacer mudanza.",False,newdevelopment,True,10078.0,True,False,False,False,[],False,False,1300000.0,€,,,flat,,"Huertas-Cortes, Madrid","Piso en calle Manuel Fernández González, 15",Piso planta 2,2,True,Huertas-Cortes,True,False,,,
