propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108906269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/d4/6f/1358528893.webp,,11,3,334000.0,flat,sale,75.0,True,2,1,calle San Herculano,Madrid,Madrid,es,40.4420652,-3.6090412,False,https://www.idealista.com/inmueble/108906269/,"Piso exterior reformado a medida. Consta de 2 dormitorios, baño y cocina integrada. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra mineral para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas, medianeras, suelos y techos por petición con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,4453.0,False,False,False,False,[],False,False,334000.0,€,flat,"Canillejas, Madrid",Piso en calle San Herculano,San Blas,Canillejas,,,,,,
108182820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/3a/89/1336355754.webp,,13,bj,339000.0,duplex,sale,99.0,True,3,2,calle San Lamberto,Madrid,Madrid,es,40.4197095,-3.6509755,False,https://www.idealista.com/inmueble/108182820/,"ADG HOME Real Estate les presenta en exclusiva vivienda tipo dúplex completamente a estrenar en la C/. San Lamberto  ¡Tú vivienda céntrica en Madrid! Con unos impresionantes 99 m² construidos. y su cambio de uso, nos deja una acogedora vivienda de 90 metros cuadrados útiles, que combinan funcionalidad y confort, ideal para familias o parejas que buscan espacios bien distribuidos. Está ubicado en una zona tranquila y bien comunicada con aparcamiento. Distribución interior: Salón-comedor: Cocina abierta semi montada 3 dormitorios: Dormitorio principal 10,61 m2 Dos dormitorios secundarios 10,31 m2 y 5,01 m2 de ideales para niños, invitados o como oficina. Segundo salón polivalente de 9,18 m2 (Se entrega con proyector de cine) 2 baños completos. Extras: Calefación /aire acondicionado por conductos. Materiales de alta calidad: suelos porcelánico, ventanas con doble acristalamiento y puertas lacadas en blanco. Una vivienda que aprovecha al máximo su espacio y ofrece todas las comodidades para una vida moderna y confortable. Este piso se entrega reformado a estrenar con un estilo moderno y elegante, listo para que te mudes sin preocupaciones. Además incluye domotica y se entrega con pantalla de cine. Situado en una zona tranquila y peatonal. estarás rodeado de servicios esenciales como centros de salud, zonas verdes La ubicación es inmejorable, cerca del medro de la Elipa, con excelente acceso a las vías M-30 y M-40, y una amplia oferta de transporte público. Este bajo exterior es ideal para personas con movilidad reducida, asegurando un acceso fácil y cómodo. No dejes pasar esta oportunidad única de vivir en un entorno privilegiado, donde la calidad de vida es la protagonista. ¡Ven a visitarlo y enamórate de tu futuro hogar! Las fotos son orientativas por ejecución de obra. c/ SAN LAMBERTO 19 La Elipa/Ventas- MADRID Nota: Este documento tiene carácter de información comercial y está sujeto a posibles modificaciones por necesidades técnicas, legales o administrativas, no siendo en consecuencia vinculante desde el punto de vista contractual. ¿NECESITAS FINANCIACIÓN? ADG HOME te ofrece hasta un 100% de financiación para tu hipoteca, con asesoría personalizada y respaldada por nuestra inscripción ante el Banco de España. Te brindamos asesoría jurídica y fiscal especializada para que aproveches al máximo las oportunidades del mercado.  ¿ESTÁ PENSANDO EN VENDER SU INMUEBLE? En ADG HOME le ofrecemos un servicio integral y personalizado para la venta de su propiedad. Con más de 7 años de experiencia en el sector inmobiliario, nuestro equipo de expertos se encargará de realizar una valoración precisa y gratuita de su inmueble, asegurando que obtenga el mejor precio del mercado. ¡Contáctanos ahora!  Redes Sociales @adgrealestate.",False,good,False,True,3424.0,True,False,False,False,[],False,False,339000.0,€,flat,"Ventas, Madrid",Dúplex en calle San Lamberto,Ciudad Lineal,Ventas,,,duplex,,,
105100732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/3b/cd/1241690066.webp,VIS-348,80,,449000.0,chalet,sale,240.0,,5,1,calle Madrid,Madrid,Fuente el Saz de Jarama,es,40.6334606,-3.5210256,False,https://www.idealista.com/inmueble/105100732/,"VISTA HOMES presenta una exclusivo CHALET INDEPENDIENTE EN UNA ÚNICA PLANTA, de 240 m² construidos sobre una finca de aproximadamente 5.000 m². Consta de 5 Dormitorios, Cocina con salida independiente a la zona trasera de la parcela, Salón-comedor con chimenea y Porche exterior de construcción en la entrada de la vivienda. En una segunda construcción cuenta con un amplio Garaje de 100 m² actualmente destinado a sala de ocio y almacenaje. Zona exterior de parking techado para tres vehículos. En la casa se ha construido un porche exterior techado que ocupa toda la entrada de la vivienda. La casa es de una sola planta con la siguiente distribución: 1. Hall de entrada que distribuye las diferentes estancias. De frente al mismo se encuentra la cocina que cuenta con salida independiente al jardín. Se entrega totalmente equipada en mobiliario y electrodomésticos. 2. El salón-comedor es independiente del área privada de la casa. Se sitúa a la izquierda de la entrada de la vivienda y es muy luminoso. Además tiene una acogedora chimenea en correcto funcionamiento. 3. La habitación principal es muy acogedora y luminosa y dispone de armario empotrado. 4. Las otras cuatro habitaciones son muy amplias; una de ellas con armario de grandes dimensiones. CALIDADES Todas las ventanas son dobles de aluminio protegidas por rejas, las puertas son macizas de estilo castellano y los suelos de terrazo. La cocina y el baño son de gres y pintura lisa en todas las paredes. La vivienda se climatiza mediante calefacción individual por gasoil con depósito de 700 litros. CARACTERÍSTICAS DE LA PARCELA. Por su diseño y ubicación, la finca es de una gran privacidad, aunque esté próxima a otras edificaciones. La parcela está consolidada, es completamente plana y perfectamente aprovechable para crear otros espacios de uso y disfrute. La parcela consta de un pozo para riego y consumo. ALCANTARILLADO con conexión a la general y luz contratada con compañía eléctrica. También se puede contratar fibra óptica para teletrabajar desde casa. Ideal para familias con niños y personas amantes de los caballos, debido al elevado número de Centros Ecuestres en la zona. Ubicada cerca de zonas comerciales (Mercadona, ALDI, Ahorra Más) y próxima a todo tipo de servicios (Institutos, colegios, guarderías, zonas deportivas, farmacias).",True,good,False,,1871.0,False,False,False,False,[],False,False,449000.0,€,chalet,Fuente el Saz de Jarama,Casa independiente en calle Madrid,,,True,True,independantHouse,,,
105366106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/ac/1c/1348887718.webp,,16,4,2619000.0,flat,sale,210.0,True,4,4,calle de Diego de León,Madrid,Madrid,es,40.4333241,-3.6759471,False,https://www.idealista.com/inmueble/105366106/,"Excelente piso reformado con magníficas calidades en la calle Diego de León. El inmueble se localiza en la planta 4ª del edificio. Se distribuye en hall de entrada, cocina, comedor, salón y cuatro habitaciones tres de ellas con baños en suite, más un aseo de invitados. El piso se vende completamente amueblado y listo para entrar. La cocina cuenta con muebles altos y bajos, electrodomésticos de última generación y una isla central. Iluminación tipo LED, aire acondicionado, un baño con plato de ducha y otro con plato de ducha y bañera. Armarios empotrados en todas las habitaciones. Tiene portero físico y ascensor. Excelentes comunicaciones por transporte público.",False,good,False,True,12471.0,True,False,False,False,[],False,False,2619000.0,€,flat,"Lista, Madrid",Piso en calle de Diego de León,Barrio de Salamanca,Lista,,,,,,
108841370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/1c/56/1356686937.webp,,17,3,175000.0,flat,sale,65.0,True,3,1,calle Cruz de San Sebastián,Madrid,Alcalá de Henares,es,40.4770399,-3.371172,False,https://www.idealista.com/inmueble/108841370/,"""AGENCIA TECNOCASA NUEVA ALCALA - RINCONADA"" vende estupendo piso"" ¡Descubre esta increíble oportunidad de inversión! Este fantástico piso, totalmente reformado hace solo 4 años, cuenta con un contrato de alquiler vigente hasta 2028 y estaría pagando 720€, lo que garantiza un ingreso constante desde el primer día. Con 65 m² construidos, la vivienda se compone de 3 acogedoras habitaciones, un baño completo con ducha, salón amplio y cocina abierta. La propiedad destaca por su luminosidad y confort, gracias a sus ventanas climalit de PVC correderas y su calefacción de gas natural individual. Además, la terraza es el lugar perfecto para disfrutar del aire libre en cualquier momento del día. Los suelos de tarima y las paredes en liso aportan un toque moderno y elegante a cada rincón. Ubicado en una finca con ascensor, este piso se encuentra en la tercera planta, orientado al norte y este, lo que permite aprovechar al máximo la luz natural. No dejes pasar esta oportunidad única de adquirir un inmueble en buen estado y con todas las comodidades que necesitas. ¡Contáctanos para más información y ven a visitarlo! INFÓRMESE DE LA VIVIENDA SIN NINGÚN TIPO DE COMPROMISO, AL IGUAL QUE DE LA FINANCIACIÓN 100% QUE TE PUEDE PROPORCIONAR NUESTROS COMPAÑEROS DEL DEPARTAMENTO FINANCIERO KIRON.",False,good,False,True,2692.0,False,False,False,False,[],False,False,175000.0,€,flat,"Rinconada, Alcalá de Henares",Piso en calle Cruz de San Sebastián,Rinconada,,,,,,,
108899258,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/ba/9e/1358324104.webp,1720,13,3,325000.0,duplex,sale,93.0,True,1,1,Vega de la Moraleja,Madrid,San Sebastián de los Reyes,es,40.541312,-3.6220362,False,https://www.idealista.com/inmueble/108899258/,"Gentile Home RE/MAX presenta este elegante y funcional dúplex de 93 m², situado en una de las zonas más dinámicas y consolidadas del entorno de Plaza Norte 2, a solo diez minutos a pie de una de las principales áreas comerciales y de ocio del norte de Madrid. Distribuido con inteligencia y estilo, este dúplex ofrece una cómoda y luminosa estancia gracias a su orientación norte y este. La planta principal acoge un amplio salón comedor con acceso a una terraza ideal para desconectar y una cocina totalmente equipada. En la planta superior, un baño completo y una generosa habitación con armarios empotrados brinda privacidad y tranquilidad. La vivienda se entrega completamente amueblada, lista para entrar a vivir. Dispone de un moderno sistema de climatización por aerotermia, gimnasio, sauna y piscina comunitaria, y plaza de garaje incluida en el precio. Construido en 2007, se encuentra en excelente estado de conservación, lo que lo convierte en una opción segura y atractiva tanto para residir como para invertir. Vivir aquí significa tenerlo todo al alcance: conexiones ágiles con Madrid mediante transporte público, acceso rápido a la A1, variedad de restaurantes y cafeterías, zonas verdes para pasear, farmacias, mercados y todos los servicios esenciales. Para más información o para concertar una visita, contáctanos.",False,good,False,True,3495.0,False,False,False,False,[],False,False,325000.0,€,flat,"Vega de la Moraleja, San Sebastián de los Reyes",Dúplex,Vega de la Moraleja,,True,True,duplex,,,
108821973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/d2/2a/1356135850.webp,,29,2,335000.0,flat,sale,103.0,True,3,2,calle de Viridiana,Madrid,Madrid,es,40.3763573,-3.6554695,False,https://www.idealista.com/inmueble/108821973/,"TECNOCASA CANDILEJAS  ¡Ofrece en exclusiva este increíble piso de 101 metros cuadrados con 2 plazas de garaje ubicado en el corazón de Palomeras Bajas! ¡Se trata de una segunda planta que en su día fuese de 4 habitaciones (hoy 3) para entrar a vivir con dos cuartos de baño equipados, una amplia cocina en perfecto estado de conservación y un amplio salón independiente!  Tanto el recibidor como todas las habitaciones cuentan con armarios empotrados. También, tanto el salón como el dormitorio principal cuentan con aire acondicionado. La comunidad es muy tranquila, lo que te permitirá disfrutar de un ambiente sereno en tu día a día. Ubicado en una zona rodeada de servicios y comercios básicos, tendrás todo lo que necesitas a tu alcance: supermercados, peluquerías, fruterías, bares, restaurantes, colegios y jardines infantiles. Además, estarás a solo 10 minutos a pie de la estación de Renfe Asamblea de Madrid - Entrevías y con parada de autobús en la puerta del edificio. que te conectan rápidamente con el centro de la ciudad. ¡No dejes pasar esta oportunidad única! ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,3252.0,False,False,False,False,[],False,False,335000.0,€,flat,"Palomeras Bajas, Madrid",Piso en calle de Viridiana,Puente de Vallecas,Palomeras Bajas,True,True,,,,
108928851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/9d/4d/1359231160.webp,,17,3,2000000.0,flat,sale,237.0,True,6,4,calle de Fernán González,Madrid,Madrid,es,40.4197519,-3.6741886,False,https://www.idealista.com/inmueble/108928851/,"Piso exterior en venta en ubicación excepcional, a escasos metros del Retiro, muy cerca de la calle O´Donnell.  El inmueble dispone de 237metros construidos y actualmente está distribuido como consultoría, con 6 estancias y 4 baños, perfecto para reformar y hacer la distribución de vivienda que uno desee (inmueble registrado para uso residencial). Además existe la posibilidad de segregarlo en 4 viviendas, lo que le da aún más valor a esta propiedad. Destaca por su luz natural y sus vistas despejadas a la calle y a un amplio patio de manzana. Edificio representativo con portero y con acceso disponible para personas con movilidad reducida. Finca con ascensor. Zona rodeada de todo tipo de servicios, restaurantes, bancos, supermercados. , muy bien comunicada (con estación de metro y autobuses cercanos), a pocos metros de la calle Goya, o sus aledañas calles Serrano y Velázquez, así como del parque del Retiro, el pulmón verde de Madrid. Excelente oportunidad de inversión!",False,renew,False,True,8439.0,False,False,False,False,[],False,False,2000000.0,€,flat,"Ibiza, Madrid",Piso en calle de Fernán González,Retiro,Ibiza,,,,,,
108181098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/58/72/1336300800.webp,,11,bj,335000.0,flat,sale,80.0,True,2,2,pasaje Arriaga,Madrid,Madrid,es,40.4252056,-3.6395468,False,https://www.idealista.com/inmueble/108181098/,"ADG HOME Real Estate presenta en exclusiva vivienda totalmente exterior.  ¡Tu nuevo hogar frente al parque, con amplitud, luz y todos los servicios a tu alcance! Vivienda exterior de 80 m² en la Calle Arriega 19, justo enfrente de un parque, lo que ofrece un entorno verde, tranquilo y perfecto para el descanso y la vida familiar. Esta zona residencial, bien comunicada y en desarrollo, es ideal tanto para vivir como para invertir. La vivienda destaca por su distribución moderna y funcional: Dos dormitorios, uno de ellos principal con vestidor privado y baño en suite, lo que aporta comodidad, intimidad y una excelente organización del espacio. Dos baños completos, ambos con ventilación natural. Amplia cocina con salón integrado, en un espacio abierto, cómodo y luminoso, perfecto para el día a día o para recibir visitas. Vivienda exterior con buena orientación, luz natural durante gran parte del día. Ubicación privilegiada: tranquilidad, zonas verdes y conexión con el resto de Madrid Metro: Estación Portazgo (Línea 1): a 6 minutos andando Estación Buenos Aires (Línea 1): a 8 minutos andando Autobuses EMT: Líneas 54, 58, 103, 136 y N10 (nocturno), con paradas a menos de 3 minutos. Zonas verdes: Parque justo en frente de la vivienda Cercano al Parque del Cerro del Tío Pío, uno de los mejores miradores de Madrid Supermercados y comercio local: Mercadona, Día, Carrefour Express y pequeños comercios a pocos minutos caminando Colegios y centros educativos: CEIP República de Venezuela IES Vallecas I Salud y servicios: Centro de Salud Campo de la Paloma Farmacias, gimnasios, instalaciones deportivas y otros servicios esenciales en la zona Ideal para: Familias que buscan espacio, funcionalidad y entorno tranquilo Inversores por la buena rentabilidad en alquiler residencial Profesionales o parejas que valoran diseño moderno y buena comunicación Además: Acceso directo a la M-40 y A-3, facilitando la movilidad en Madrid y salidas de la ciudad Alta potencial de revalorización: el barrio contará con una nueva parada de la futura Línea 11 de Metro, que conectará directamente con Atocha Renfe y el Aeropuerto Adolfo Suárez Madrid-Barajas, mejorando notablemente la accesibilidad y el valor inmobiliario de la zona Zona residencial en crecimiento, con renovación urbana progresiva Entorno de barrio con comercios, terrazas y vida tranquila sin renunciar a la ciudad Si buscas una vivienda bien distribuida, luminosa y lista para entrar a vivir, frente a zonas verdes y con excelentes servicios… esta es tu oportunidad. Contáctanos y agenda tu visita. ¡Te encantará vivir aquí! Nota: Este documento tiene carácter informativo y no constituye oferta contractual. Puede estar sujeto a modificaciones por motivos técnicos o administrativos. ¿NECESITAS FINANCIACIÓN? ADG HOME te ofrece hasta un 100% de financiación para tu hipoteca, con asesoría personalizada y respaldada por nuestra inscripción ante el Banco de España. Te brindamos asesoría jurídica y fiscal especializada para que aproveches al máximo las oportunidades del mercado.  ¿ESTÁ PENSANDO EN VENDER SU INMUEBLE? En ADG HOME le ofrecemos un servicio integral y personalizado para la venta de su propiedad. Con más de 7 años de experiencia en el sector inmobiliario, nuestro equipo de expertos se encargará de realizar una valoración precisa y gratuita de su inmueble, asegurando que obtenga el mejor precio del mercado. ¡Contáctanos ahora!  Redes Sociales @adgrealestate.",False,good,False,False,4188.0,True,False,False,False,[],False,False,335000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en pasaje Arriaga,Ciudad Lineal,Pueblo Nuevo,,,,,,
105999720,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/c4/30/1269475014.webp,CCMN105,40,,850000.0,countryHouse,sale,679.0,,12,6,"calle del Convento, 8",Madrid,Chinchón,es,40.138802,-3.4229446,True,https://www.idealista.com/inmueble/105999720/,"Se presenta esta espectacular casa ubicada en el casco histórico de Chinchón, a escasos metros de la Plaza Mayor. Ubicada en la calle Convento, tiene un gran edificio con una amplia fachada a la calle del Convento. A esta calle dan la puerta principal, cuatro balcones, dos grandes ventanales y otras 6 ventanas más. La fachada continúa por la calle de Solares bordeando la casa hasta otra puerta de acceso al jardín y al garaje. Dispone de dos patios a diferente nivel de más de 460 m2, con posibilidad de transformarlo en jardín con piscina y donde se sitúa un amplio garaje, 60 m2, para más de 4 coches. La superficie de la parcela en la que se ubica es de 800 m2. La edificabilidad de la parcela no está agotada, admitiendo más volumen edificable. Dispone de dos puertas, una con acceso a la calle del Convento nº 8, que es la entrada principal y otra en la calle de Solares nº 2, que da entrada al jardín y al garaje. La finca está aislada completamente de miradas exteriores y cuenta con una cueva/bodega típica de Chinchón. El acceso a la vivienda, se abre a un portal de estructura cuadrada que distribuye la circulación hacia los diferentes espacios, ( ala izq y ala dcha). Al fondo a la izquierda, un gran portalón nos invita a salir al patio exterior luminoso y amplio que da acceso al jardín, a la derecha se accede a una amplia escalera que da acceso a los pisos superiores, también en el portal, existe una escalera con grandes escalones de piedra con acceso a un gran salón de más de 40 m2, y a la izquierda en la misma planta, se accede a la planta baja. El ala Izquierda cuenta con dos plantas: - En planta baja del ala izquierda, ( con acceso directo desde el portal de entrada) encontramos un salón comedor rectangular con dos ventanas al patio, adosada cuenta con una gran cocina,con una estancia de despensa. En el mismo hay una gran chimenea u hogar. En planta primera del ala izquierda encontramos, cuatro dormitorios, un salón y un cuarto de baño. Todas las estancias son exteriores. Esta ala se caracteriza por tener un distribuidor independiente, que configura el espacio, así como un mirador hacia el oeste que da al patio y que tiene vistas al Castillo y a unas magnificas puestas de sol. El ala derecha, cuenta con tres plantas semi sótano, primera y segunda: - En el semisótano ( con acceso desde el portal de entrada ) hay una bodega con 7 tinajas de barro de tres metros de altura y da acceso a una cueva con más tinajas. - En la primera encontramos, un majestuoso salón de más de 40 m2 con dos ventanales a la calle y con acceso a dos estancias, una de ellas interior, configuradas actualmente como dormitorios y un cuarto pequeño con ventana a la calle ( con acceso también desde el portal de entrada,mediante las escaleras grandes de piedra que antes comentábamos ). También en esta planta hay otra habitación con balcón y ventana al patio que puede utilizar como despacho al estar separada del resto de estancias o como dormitorio. Contiguo a este hay un baño completo. - La segunda planta cuenta con un salón - comedor con chimenea con grandes ventanales en toda la parte izquierda de la habitación que nos descubren las magnificas vistas al Castillo de los Condes, y otro gran ventanal orientado a poniente, desde donde se puede disfrutar de las puestas de sol. Enfrente de este salón, hay acceso a una nueva planta con ventanas a la calle del convento ( 2º piso ) y a poniente, en la que encontramos un apartamento independiente con habitación, salón - comedor, cuarto de baño completo y cocina. En el patio, aparte de tres estancias más ( lavadero, aseo completo, porche y cuarto de calderas ), hay una construcción añeja, se trata de una edificación de dos plantas de 60 m2 cada una, a medio reformar, con fachadas y cubiertas arregladas, que espera ser distribuida a gusto de quién la vuelva a habitar. En el jardín, de 286 m2, con varios árboles, entre ellos una higuera y una noguera, etc.",False,good,False,,1252.0,False,False,False,False,[],False,False,850000.0,€,countryHouse,Chinchón,"Casa de pueblo en calle del Convento, 8",,,True,True,casaDePueblo,,,
108502650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/c3/7d/1346812425.webp,,23,bj,185000.0,flat,sale,57.0,True,4,1,calle del Camino Viejo de Leganés,Madrid,Madrid,es,40.3853438,-3.7296517,False,https://www.idealista.com/inmueble/108502650/,"¡Descubre tu nuevo hogar en el corazón de Madrid! , a pocos minutos de AVENIDA DE OPORTO Este espectacular piso en venta se encuentra en una de las zonas más cotizadas de la ciudad, ideal para quienes buscan comodidad y estilo. Con 57 m² construidos, la vivienda cuenta con 5 habitaciones, 3 de ellas dobles, perfectas para familias o para crear un espacio de trabajo y descanso. Los techos altos aportan una sensación de amplitud y luminosidad que hará que cada rincón se sienta acogedor. El salón distribuidor, con su moderna cocina americana, es el lugar perfecto para compartir momentos inolvidables con amigos y familiares. Además, el cuarto de baño completo estilo walk-in añade un toque de elegancia y funcionalidad. La propiedad, en buen estado y con armarios empotrados, ofrece todo lo necesario para entrar a vivir sin preocupaciones. Ubicada a solo 5 minutos del metro Oporto y cerca de diversas paradas de autobús, la conexión con el resto de la ciudad es inmejorable. La cercanía a comercios, colegios y supermercados hace que esta vivienda sea aún más atractiva, facilitando la vida diaria. No dejes pasar la oportunidad de visitar este encantador piso y convertirlo en tu nuevo hogar. ¡Contáctanos para más información y ven a verlo!",False,good,False,False,3246.0,False,False,False,False,[],False,False,185000.0,€,flat,"Puerta Bonita, Madrid",Piso en calle del Camino Viejo de Leganés,Carabanchel,Puerta Bonita,,,,190000.0,5000.0,3.0
107259802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/4b/96/1307707303.webp,XBMAD0058,18,4,185000.0,flat,sale,26.0,False,1,1,calle del Ave María,Madrid,Madrid,es,40.4098462,-3.6999484,False,https://www.idealista.com/inmueble/107259802/,"Vive o invierte en el corazón palpitante de Madrid! Este encantador estudio, ubicado en la emblemática Calle Ave María, te ofrece una oportunidad única de formar parte de Lavapiés, uno de los barrios más vibrantes, auténticos y con mayor proyección de la ciudad. Situado en la cuarta planta de un edificio clásico con ascensor, combina la tranquilidad de un espacio interior con una luminosidad natural que lo convierte en un refugio acogedor, funcional y lleno de vida. Con 26 m² construidos y 22 m² útiles, este estudio está diseñado para aprovechar cada rincón: cuenta con un dormitorio independiente, una cocina integrada en el salón, un baño moderno y muebles de almacenaje que optimizan el espacio. La calefacción eléctrica y el aire acondicionado garantizan confort durante todo el año, mientras que la atmósfera cálida y silenciosa lo convierte en un lugar perfecto para vivir, trabajar o relajarse. Todo ello, en un edificio histórico de 1900 que conserva el encanto de la arquitectura tradicional madrileña. Lavapiés no es solo un lugar donde vivir, es un estilo de vida. Es arte urbano, cultura alternativa, gastronomía del mundo y una comunidad diversa que le da alma a cada calle. A solo pasos del Reina Sofía, el Retiro y el centro histórico, aquí cada día es una experiencia nueva. Además, este inmueble ya está alquilado hasta mayo de 2025, lo que significa una rentabilidad inmediata de casi el 7% y sin complicaciones: ingresos asegurados desde el primer momento. Ya sea como tu próximo hogar o como una inversión estratégica en una de las zonas con mayor demanda de la capital, este estudio es una oportunidad que no se repite dos veces. No dejes que te lo cuenten.  Ven a verlo y déjate enamorar por el encanto único de Lavapiés.",False,good,False,True,7115.0,False,False,False,False,[],False,False,185000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Ave María,Centro,Lavapiés-Embajadores,,,,,,
108595967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/0a/07/1349495133.webp,GA-VR-3620,39,5,1875000.0,flat,sale,275.0,True,5,6,Barrio Nueva España,Madrid,Madrid,es,40.4614511,-3.6881285,False,https://www.idealista.com/inmueble/108595967/,"+PISO ofrece en exclusiva increíble piso exterior en el barrio de Nueva España, distrito de Chamartín. Las imágenes corresponden a una propuesta de reforma, realizada especialmente para este inmueble. El precio publicado no incluye la reforma. Esta espectacular vivienda permite y presenta muy buenas posibilidades de reforma. Este increíble proyecto presenta un hall de entrada, zona de salón, comedor, 4 dormitorios con baño en suite + 1 dormitorio de servicio también con baño en suite, amplia cocina independiente, un aseo de invitados y una increíble terraza exterior, a la cual se puede acceder desde el salón y de los dos dormitorios exteriores. Se destaca además por su luz natural, debido a sus grandes ventanales, los cuales aportan también muy buena ventilación y vida al piso. Se encuentra en la quinta planta de la finca, la cual es representativa y señorial, contando con dos ascensores y portero físico. Una excelente oportunidad para invertir en pleno Madrid y crear tu hogar de ensueño. Inmejorable ubicación, con todo tipo de locales y servicios y con una excelente comunicación por medio de las líneas de Metro y autobuses. Solicite su cita para visitarlo.",False,good,False,True,6818.0,False,True,False,False,[],False,False,1875000.0,€,flat,"Nueva España, Madrid",Piso,Chamartín,Nueva España,,,,1900000.0,25000.0,1.0
108400963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/69/b9/1343076711.webp,NVUSERA,21,1,240000.0,flat,sale,126.0,True,3,2,PZ MEMORIA VINCULANTE,Madrid,Madrid,es,40.3719369,-3.7106594,False,https://www.idealista.com/inmueble/108400963/,"� EXCLUSIVO PISO EN PLAZA MEMORIA VINCULANTE – OPORTUNIDAD ÚNICA � Ubicación: Orcasitas � Superficie total: 101 m²  � Vivienda: 101 m² útiles �️ Distribución: 3 habitaciones | 1 amplio salón | 1 terraza de 15 m² � Precio: 240.000 € ✨ Una vivienda excepcional en una zona privilegiada Este magnífico piso en Orcasitas es la oportunidad que estabas esperando. Ubicado en una zona estratégica, combina tranquilidad y accesibilidad, con todos los servicios a tu alcance: supermercados, colegios, zonas verdes y excelentes conexiones de transporte. La vivienda destaca por su amplitud, luminosidad y una distribución óptima. El amplio salón es perfecto para disfrutar de momentos en familia o con amigos, y la terraza de 10 m² añade un espacio ideal para relajarse. Las 3 habitaciones ofrecen versatilidad para familias, profesionales en teletrabajo o quienes deseen un espacio extra para invitados. � Ven a conocerla y haz de este piso tu nuevo hogar Si buscas una vivienda con espacio, comodidad y una ubicación inmejorable, no dejes pasar esta oportunidad. Contáctanos en Localium Inmobiliaria y agenda tu visita hoy mismo. � Honorarios: 5% a cargo del comprador � ¡Llámanos y descubre tu nuevo hogar!",True,renew,False,False,1905.0,False,False,False,False,[],False,False,240000.0,€,flat,"Orcasitas, Madrid",Piso en Pz Memoria Vinculante,Usera,Orcasitas,,,,,,
