propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108639298,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/f7/23/1350719606.webp,27,2,229000.0,duplex,sale,57.0,True,1,2,calle Cerro del Murmullo,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.363581,-3.58254,False,https://www.idealista.com/inmueble/108639298/,"INMOBILIARIA MANHATTAN. - Se vende bonito ÁTICO DÚPLEX. GRAN OPORTUNIDAD.    Este acogedor apartamento está distribuido en dos plantas. En la primera planta tiene un amplio y luminoso salón con grandes ventanales con persianas motorizadas y salida a una acogedora terraza, cocina americana totalmente amueblada y equipada con electrodomésticos y un baño. Suelos de tarima, armarios empotrados y aire acondicionado por conductos. En la planta superior tenemos el dormitorio, un baño y una fabulosa TERRAZA también con persianas motorizadas. Plaza de Garaje incluida en el precio.  Bonita y tranquila urbanización que dispone de piscina, gimnasio, jardín y salas de reuniones. Portero físico. Está muy cerca del Centro Comercial La Gavia que cuenta con más de 110.000 metros cuadrados destinados a compras, entre los que destacan Ikea y Carrefour, ocio y restaurantes y unas 5.000 plazas de Parking gratuito. Este piso está ubicado en el Ensanche de Vallecas, considerado uno de los barrios con más juventud de Madrid y con todo tipo de servicios: colegios, guarderías, supermercados y rodeado de parques infantiles, en especial el parque de La Gavia. También destacar el nuevo Polideportivo Municipal Juan de Dios Román que cuenta con pistas deportivas, salas para infinidad de deportes y piscinas climatizadas. Muy buenos accesos viales con salida directa a A3, M45 y M40 y fabulosa comunicación de transporte público con la Línea 1 de Metro y autobuses de las líneas 145 y 142 y también con líneas nocturnas N9. Llámenos para concertar su cita y visite sin ningún compromiso. Disponemos de servicio de asesoramiento financiero. Horario de oficina de Lunes a Viernes de 9:30 h a 14:00 h y de 16:30 a 20:30. Sábados de 10:00 a 14:00. Calle José Tamayo n º 3 (Local) 28051 Madrid.",False,good,False,True,4018.0,False,False,False,False,[],False,False,229000.0,€,flat,"Ensanche de Vallecas - La Gavia, Madrid",Dúplex en calle Cerro del Murmullo,True,True,,duplex,,,
107540279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/5e/1b/1315501029.webp,21,2,160000.0,duplex,sale,40.0,False,1,1,calle Picos de Europa,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3964893,-3.6588713,False,https://www.idealista.com/inmueble/107540279/,"Mom House le ofrece: Coqueto y moderno apartamento dúplex, de 1 dormitorio. La vivienda se distribuye en: - Planta baja: zona de salón comedor, cocina individual y 1 baño. - Planta superior: dormitorio abuhardillado, con bonitas vigas de madera. Dispone de aire acondicionado con bomba frío / calor Carpintería de aluminio Agua caliente por termo. Paredes Lisas Finca rehabilitada en el año 2001 La vivienda se encuentra a 4 minutos andando de la parada de metro de Portazgo, línea 1, próximo a la Avda. de la Albufera ( con varias paradas de autobús). La zona cuenta con los servicios necesarios para nuestra comodidad diaria. *En el precio de venta, no están incluidos los gastos de compraventa (gastos de escrituración, notaria, gestoría, transmisiones patrimoniales, intermediación, financiación.. . ). [IW].",False,good,False,False,4000.0,False,False,False,False,[],False,False,160000.0,€,flat,"Numancia, Madrid",Dúplex en calle Picos de Europa,,,AP0026,duplex,,,
108221625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/65/87/1337549055.webp,23,1,210000.0,flat,sale,74.0,True,3,1,El Olivar - La Magdalena,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,,40.6574257,-3.7608254,False,https://www.idealista.com/inmueble/108221625/,"REF. 99/5790. ALFA COLMENAR NO COBRA HONORARIOS AL COMPRADOR. ¡Oportunidad para reformar a tu gusto en el corazón del pueblo! .  Te presentamos este piso en primera planta, idealmente ubicado cerca de todos los servicios esenciales: transporte público, comercios, colegios y mucho más. Una zona cómoda y práctica para el día a día. La vivienda, que necesita reforma, ofrece un gran potencial para convertirse en el hogar de tus sueños.  Tres habitaciones amplias, perfectas para familias o para crear espacios de trabajo o descanso. Cocina espaciosa con capacidad para mesa de comedor, ideal para disfrutar en familia, y con acceso directo a un patio de uso privativo, un espacio al aire libre para relajarte o aprovechar como zona de lavado. Salón acogedor que se abre a una terraza exterior, perfecta para disfrutar del aire libre o crear un rincón verde en casa. Una propiedad con muchas posibilidades, en una ubicación excelente. ¡Ven a verla y descubre todo lo que puedes hacer con ella!",True,renew,False,False,2838.0,True,False,False,False,[],False,False,210000.0,€,flat,"El Olivar - La Magdalena, Colmenar Viejo",Piso,,,99/5790,,,,
108930559,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/11/ce/1359276980.webp,15,1,275000.0,flat,sale,57.0,True,2,1,avenida del Marqués de Corbera,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4239065,-3.6558985,False,https://www.idealista.com/inmueble/108930559/,"TECNOCASA MARQUÉS DE CORBERA VENDE; avenida Marques de Corbera, 57m2, distribuidos en 2 dormitorios, salón, cocina, baño completo, 1 terraza interior, A/C en el salón y calefacción de G/N individual. El edificio está situado a escasos metros de la calle Ricardo Ortiz, con todos los servicios a tu alcance: centro comercial, supermercados, colegios, centros médicos y transporte público (metro línea 2 La Elipa y autobuses). Además, su proximidad a parques y zonas verdes añade un valor añadido para los amantes de la naturaleza. Si buscas un hogar cómodo y bien ubicado en Madrid, esta es tu oportunidad. ¡Contacta con nosotros para más información o para concertar una visita!",False,good,False,True,4825.0,False,False,False,False,[],False,False,275000.0,€,flat,"Ventas, Madrid",Piso en avenida del Marqués de Corbera,,,,,,,
108373445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/43/82/1342175830.webp,15,bj,199000.0,flat,sale,30.0,False,1,1,calle de Asunción Castell,Madrid,Madrid,Tetuán,es,Cuatro Caminos,40.4571419,-3.7011155,False,https://www.idealista.com/inmueble/108373445/,"¡OPORTUNIDAD UNICA EN CUATRO CAMINOS! ¡ATENCION INVERSORES! Acogedor bajo interior en venta en Cuatro Caminos. Se vende acogedor bajo interior de un dormitorio en pleno Cuatro Caminos. Una vivienda perfecta para quienes buscan una ubicación céntrica, funcional y con todos los servicios a mano. Distribución: 1 dormitorio independiente Salón-comedor con cocina americana Baño completo con plato de ducha La vivienda está lista para entrar a vivir. Su diseño interior optimiza el espacio, con estancias cómodas y una distribución eficiente. Ubicación excelente: Ubicado en el corazón del barrio de Cuatro Caminos, una zona con gran demanda por su conectividad y oferta de servicios. A solo unos minutos a pie de las estaciones de metro Cuatro Caminos (L1, L2 y L6) y Nuevos Ministerios (L6, L8 y L10 + Cercanías). Cercano al Paseo de la Castellana, zona de oficinas de AZCA, El Corte Inglés, supermercados, bancos, restaurantes, gimnasios y todo lo que puedas necesitar. Además, tiene acceso rápido a la M-30, ideal para moverse cómodamente por Madrid. Ideal para: Quienes buscan su primera vivienda Parejas o personas solas Inversores que quieran una alta rentabilidad por alquiler en una de las zonas más consolidadas de la capital No dejes pasar esta oportunidad. Pide más información o agenda tu visita hoy mismo.  ABSTENERSE INMOBILIARIAS.",False,good,False,True,6633.0,False,False,False,False,[],False,False,199000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle de Asunción Castell,,,,,205000.0,6000.0,3.0
108693886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/45/99/1352346929.webp,23,2,165000.0,duplex,sale,100.0,True,3,2,Perales de Tajuña,Madrid,Perales de Tajuña,,es,,40.2338409,-3.3532229,False,https://www.idealista.com/inmueble/108693886/,"INMOBILIARIA TAGONIA vende en EXCLUSIVA para sus clientes un precioso dúplex en la zona más céntrica de Perales de Tajuña. ¡FINANCIACIÓN HASTA EL 100%! La vivienda se encuentra en perfecto estado y susatractivos más destacables son la terraza de 15 metros cuadrados y su gran luminosidad. En la panta 0 encontramos el salón-comedor con dos ventanas muy luminosas. También tenemos la cocina individual con salida a la terraza, un dormitorio y un baño completo con plato de ducha.  En la planta 1, más abuhardillada, se encuentran otros 2 dormitorios y un baño que les da servicio. Perales de Tajuña es un encantador municipio situado en el Valle del río Tajuña, rodeado de un precioso entorno natural y rico en historia. Entre sus principales atractivos destacan: -Iglesia de Santa María del Castillo -Las cuevas excavadas por el hombre, utilizadas antiguamente como viviendas y almacenes -El Risco de las Cuevas, un conjunto arqueológico con restos prehistóricos -Molinos, hornos de cal y yeso, y la antigua fábrica de papel Ideal para disfrutar de un estilo de vida tranquilo, en contacto con la naturaleza, pero bien conectado con Madrid. � Contáctanos sin compromiso. Estaremos encantados de ampliar la información y concertar una visita. ¡No dejes escapar esta oportunidad única de estrenar tu nuevo hogar! [IW].",False,good,False,False,1650.0,False,False,False,False,[],False,False,165000.0,€,flat,Perales de Tajuña,Dúplex,,,DUP0034,duplex,,,
108490551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/da/1346474625.webp,20,bj,175000.0,flat,sale,66.0,True,1,1,calle Juan de Juanes,Madrid,Móstoles,Norte - Universidad,es,,40.3310738,-3.8691846,False,https://www.idealista.com/inmueble/108490551/,"STONE HOUSE pone a su disposición en exclusiva, esta maravillosa vivienda en planta baja reformada y exterior, en una de las mejores zonas de Móstoles! Se encuentra en una planta baja exterior, con vistas a unos jardines, cuenta con 66m² distribuidos de la siguiente manera. Hall de entrada con doble acceso. Uno al gran salón con cocina americana y el otro a una amplia habitación con zona de vestidor y a un baño completo con plato de ducha. La vivienda se encuentra en perfecto estado para entrar a vivir. Cuenta con ventanas de climalit, paredes lisas, aire acondicionado, suelos de tarima etc. No dude en venir a visitarlo!",False,good,False,True,2652.0,False,False,False,False,[],False,False,175000.0,€,flat,"Norte - Universidad, Móstoles",Piso en calle Juan de Juanes,,,,,,,
107833272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/20/62/1325714879.webp,33,,380000.0,chalet,sale,165.0,,2,4,avenida de la Constitución,Madrid,Cobeña,,es,,40.5665166,-3.5034106,False,https://www.idealista.com/inmueble/107833272/,"Ponemos a la venta chalet adosado en urbanización. Está distribuido en 3 plantas: Planta baja: Tiene un pequeño jardín delantero, acceso directo a un amplio salón, cocina y aseo. Desde la cocina se accede al jardín, que en este caso está completamente cubierto a din de poder darle uso fuera de la temporada estival. Planta primera: Distribuido en dos dormitorios y dos cuartos de baño, ambos en suite Planta sótano: Amplio garaje diáfano que ocupa tanto la superficie de la planta de la vivienda, como la superficie que ocupa la terraza de la planta baja. También existe un aseo en esta planta. Ubicada en Cobeña, en un entorno tranquilo y agradable, con todos los servicios cercanos.",False,renew,False,,2303.0,False,False,False,False,[],False,False,380000.0,€,chalet,Cobeña,Chalet adosado en avenida de la Constitución,,,,terracedHouse,,,
107977998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/be/8f/1330047231.webp,10,6,630000.0,flat,sale,55.0,True,1,1,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4152599,-3.6956324,False,https://www.idealista.com/inmueble/107977998/,"¡Vive en una de las zonas más emblemáticas de Madrid! Se vende piso de 65 m² completamente reformado, ubicado en el prestigioso Paseo del Prado, a un paso del Retiro, los principales museos y con excelente conexión con el resto de la ciudad. La vivienda se distribuye en: 1 dormitorio amplio Cocina independiente Salón luminoso con salida a terraza privada Baño completo El piso cuenta con calefacción central, es exterior y muy luminoso. El edificio dispone de conserje, ascensor, un auténtico privilegio en el centro de Madrid. Una opción ideal para quienes buscan vivir o invertir en una ubicación inmejorable, con todos los servicios y transportes a pie de calle. � ¡No dejes pasar esta oportunidad única en pleno corazón de la capital! ** El plano no corresponde con la realidad**.",False,good,False,True,11455.0,True,False,False,False,[],False,False,630000.0,€,flat,"Huertas-Cortes, Madrid",Piso,True,True,VillalbaPA01,,,,
106385999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/ba/64/1281253803.webp,28,2,465000.0,penthouse,sale,90.0,True,2,2,calle Júcar,Madrid,Villaviciosa de Odón,El Bosque,es,,40.388909,-3.9233721,False,https://www.idealista.com/inmueble/106385999/,"STARS HOUSE vende exclusivo ático con terraza de 18 metros! Precioso ático con unas maravillosas vistas en la urbanización más bonita del bosque.. . 90 metros de piso con terraza en esquina y orientación sur. Salón ampliado recientemente con acceso a la terraza, cocina reformada y amueblada con acceso a terraza, 2 dormitorios muy amplios con armarios empotrados el dormitorio principal con vestidor, 2 baños completos en mármol y con ducha otro con bañera, trastero en vivienda, trastero en zona comunitaria. Memoria de calidades: Puerta blindada, puertas blancas nuevas, suelos de mármol, pintura lisa, 3 armarios empotrados y vestidor, ventanas de climalit. Calefacción de gas natural con caldera cambiada, aire acondicionado frío y calor. Ubicado en la urbanización el bosque con vigilancia privada, dentro de una urb. privada con espectaculares zonas comunes.. . la piscina más grande de agua salada, conserje. A 2 minutos en coche del centro comercial donde encontraremos supermercados, cafeterías, veterinario, colegios. A 5 minutos de Boadilla del monte y del centro de Villaviciosa de Odón.",False,good,False,True,5167.0,False,False,False,False,[],False,False,465000.0,€,flat,"El Bosque, Villaviciosa de Odón",Ático en calle Júcar,,,,penthouse,,,
108880198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/41/bb/1357776446.webp,1,bj,200000.0,flat,sale,61.0,True,1,1,calle de Llanos de Escudero,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4249977,-3.6397371,False,https://www.idealista.com/inmueble/108880198/,"CLICKHAUS Pueblo Nuevo presenta en exclusiva estupendo piso bajo exterior en Llanos de Escudero, situado en el demandado barrio de Pueblo Nuevo. Características destacadas: -Piso bajo exterior, ideal para quienes buscan comodidad y accesibilidad. -Actualmente alquilado, perfecto para inversores que desean rentabilidad desde el primer día. -Buena distribución y excelente luminosidad. -Entorno tranquilo y bien comunicado: a pocos minutos del metro, comercios y servicios. Ideal para inversores o como primera vivienda con proyección de futuro. Contacta con CLICKHAUS para más información y concertar una visita. ! No dejes pasar esta oportunidad! . FOTOS Y TOUR VIRTUAL DISPONIBLE PRÓXIMAMENTE Asesor: Jose: 6. 7. 1. 0. 4. 8. 7. 2. 4.",False,good,False,False,3279.0,True,False,False,False,[],False,False,200000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Llanos de Escudero,,,,,,,
107253275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/65/dd/1307495397.webp,43,3,375000.0,flat,sale,180.0,True,3,2,"avenida del Sistema Solar, 9",Madrid,Parla,Parla Este,es,,40.2235408,-3.7603341,True,https://www.idealista.com/inmueble/107253275/,"NO COBRAMOS COMISIÓN AL COMPRADOR. Magnífica vivienda de 3 dormitorios en la Urbanización de Las Laderas, con la siguiente distribución de metros según el catastro. : 119 m2 vivienda, 10 m2 plaza de garaje 1, 10 m2 plaza de garaje 2, 9 m2 trastero y 32 m2 elementos comunes. La vivienda se encuentra en perfecto estado. Todo orientado al Sur, por tanto muy luminoso y soleado. Amplia cocina con office y salida a la terraza. Salón con gran ventanal y salida también a la terraza. Baño secundario reformado con plato de ducha ampliado. Dormitorio principal con vestidor y baño reformado con plato de ducha. La vivienda cuenta con una terraza de unos 15 m2 aprox. totalmente independiente y con mucha intimidad, doble ventana, toldos.  Armarios empotrados vestidos, con zapatero y pantalonero incluido. Calefacción de gas natural y aire acondicionado por conductos, muy bien conservada, para entrar a vivir. Puerta blindada y video portero. Incluye en el precio dos plazas de garaje y trastero. La urbanización cuenta con los siguientes servicios: Servicio de conserjería 24 horas. Gimnasio totalmente equipado, sauna. Zonas ajardinadas, 2 piscinas comunitarias (una para adultos y otra para niños) y 2 pistas de pádel. Sala Polivalente. Servicio Citibox. Ubicado en una zona totalmente Residencial muy tranquila, consolidada con todos los servicios próximos, colegio, supermercados, restaurantes, farmacias. etc. junto al tranvia. Mejor ver.",False,good,False,True,2083.0,False,False,False,False,[],False,False,375000.0,€,flat,"Parla Este, Parla","Piso en avenida del Sistema Solar, 9",True,True,2006,,,,
108100160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/38/1b/1333813291.webp,33,,600000.0,chalet,sale,464.0,,6,2,"calle de la Fuente, 4",Madrid,El Boalo,,es,,40.717239,-3.920631,True,https://www.idealista.com/inmueble/108100160/,"**Casa / Chalet Independiente en Venta - Oportunidad Única en el Corazón del Municipio** Descubre esta impresionante propiedad de dos plantas, ideal para quienes buscan un espacio versátil y acogedor en el casco urbano. Con un total de 464 m² construidos, este edificio ha sido utilizado como restaurante, pero ofrece la posibilidad de transformarse en viviendas, un hotel o una encantadora casa rural. La planta baja cuenta con 240 m², donde se encuentra una cocina industrial completamente equipada, ideal para los amantes de la gastronomía, y un amplio salón comedor que invita a disfrutar de momentos inolvidables. En la planta alta, de 196 m², se encuentran tres salones que ofrecen múltiples posibilidades de uso, además de otra cocina y baños para mujeres. La propiedad también dispone de amplias terrazas en ambas plantas, perfectas para relajarse y disfrutar de las vistas a la sierra. Con calefacción independiente por gas natural, este inmueble se encuentra en buen estado y listo para ser adaptado a tus necesidades.  No dejes pasar esta oportunidad excepcional de adquirir un nuevo hogar o realizar una inversión en una ubicación privilegiada. ¡Ven a visitarlo y déjate sorprender por su potencial!",False,good,False,,1293.0,False,False,False,False,[],False,False,600000.0,€,chalet,El Boalo,"Casa independiente en calle de la Fuente, 4",,,,independantHouse,,,
108764068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/f6/58/1354448313.webp,25,4,415000.0,flat,sale,76.0,True,3,1,calle de Verdaguer y García,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4395961,-3.6563092,False,https://www.idealista.com/inmueble/108764068/,"Agencia inmobiliaria de MADRID zona B° CONCEPCIÓN - SAN PASCUAL Oficina Tecnocasa VENDE  ¡Descubre tu nuevo hogar en el corazón del Barrio de la Concepción! Este amplio piso de 76 m² construidos es una oportunidad única para quienes buscan un espacio que se adapte a sus necesidades. Con tres dormitorios, un acogedor salón y una cocina lista para reformar a tu gusto, este inmueble te ofrece un lienzo en blanco para crear el hogar de tus sueños.  Situado en una planta alta con ascensor, disfrutarás de la comodidad de la calefacción central y la proximidad a comercios, colegios como el Colegio Montpelier y parques cercanos. Además, contarás con un servicio de limpieza por las mañanas que facilitará tu día a día. La excelente comunicación con varias líneas de autobuses y la línea 7 de metro te permitirá moverte con facilidad por la ciudad. No dejes pasar esta oportunidad de personalizar un espacio que puede convertirse en el refugio perfecto para ti y tu familia. ¡Ven a visitarlo y empieza a imaginar tu nueva vida aquí!",False,good,False,True,5461.0,False,False,False,False,[],False,False,415000.0,€,flat,"San Pascual, Madrid",Piso en calle de Verdaguer y García,,,,,,,
108509237,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/fe/e3/1347020209.webp,22,2,145000.0,flat,sale,85.0,True,3,1,calle Francisco de Goya,Madrid,Mejorada del Campo,,es,,40.3927581,-3.4828888,False,https://www.idealista.com/inmueble/108509237/,"¡AGENCIA INMOBILIARIA TECNOCASA VELILLA - ESTUDIO VELILLA S. L, PONE EN VENTA EN EXCLUSIVA ESTE ENCANTADOR PISO! La vivienda cuenta con una superficie construida de 85 m² y 80 m² útiles, es una oportunidad única para invertir. Actualmente cuenta con inquilino y contrato en vigor, lo que garantiza rentabilidad desde el primer día. La vivienda, en perfecto estado, está lista para entrar a vivir y disfrutar de su acogedor ambiente. El piso dispone de tres luminosas habitaciones, ideales para familias o como espacio de trabajo. La cocina equipada ofrece funcionalidad y estilo, mientras que el baño es moderno y cómodo. Además, contarás con armarios empotrados que optimizan el espacio y ofrecen un excelente almacenamiento. Relájate en la terraza y disfruta de la orientación norte-sur-este-oeste que proporciona luz natural durante todo el día. Las ventanas Climalit aseguran un buen aislamiento térmico y acústico, y la calefacción mediante bomba de frío/calor de gas natural garantiza confort en cualquier época del año. Situado en la segunda planta de un edificio con ascensor, este piso combina comodidad y accesibilidad. No dejes pasar esta oportunidad de adquirir un inmueble en segunda mano, en buen estado y con un gran potencial.  No dejes pasar la oportunidad de financiar HASTA 100% con nuestro asesoramiento gratuito ¡CON KÍRON! ¡Contáctanos para más información y ven a visitarlo!",False,good,False,False,1706.0,False,False,False,False,[],False,False,145000.0,€,flat,Mejorada del Campo,Piso en calle Francisco de Goya,,,,,,,
108797688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/f9/db/1356203299.webp,6,bj,145000.0,flat,sale,24.0,False,1,1,calle de Marcelo Usera,Madrid,Madrid,Usera,es,Almendrales,40.3896435,-3.7007541,False,https://www.idealista.com/inmueble/108797688/,"Fantástico estudio en Madrid zona USERA.  La vivienda dispone de una superficie de 24 m² construidos distribuidos en salón-comedor-dormitorio, cocina amueblada y baño con plato de ducha, suelo de Gress, paredes lisas y techos altos. Tiene aire acondicionado  La vivienda está impecable para entrar a vivir Localizado en zona cercana a Madrid-Rio y Glorieta de Cádiz A un paso de Metro de Usera y Almendrales Llámanos para concertar visita Disponemos de departamento financiero, si necesitas financiación nosotros te gestionamos tu hipoteca dándote las mejores condiciones y haciéndote un estudio financiero acorde a tus posibilidades. Llámanos para concertar una visita al SEIS SIETE DOS CUATRO DOS SEIS OCHO NUEVE SIETE También atendemos WhatsApp.",False,good,False,False,6042.0,True,False,False,False,[],False,False,145000.0,€,flat,"Almendrales, Madrid",Piso en calle de Marcelo Usera,,,,,,,
108849046,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/8f/6b/1359886741.webp,50,2,345000.0,flat,sale,150.0,True,3,2,calle Real,Madrid,Soto del Real,,es,,40.7533493,-3.7843558,False,https://www.idealista.com/inmueble/108849046/,"Se vende piso UNICO debido a su tamaño, ubicación y estado. Vivienda ubicada en la calle Real de Soto del Real, comunidad pendiente de la instalación de ASCENSOR. Segunda planta con 150m2 de vivienda totalmente REFORMADA,  Distribución desde un amplio recibidor que da paso a grandes estancias y luminosos espacios con orientacion exteriolr. Generoso saón-comedor con terrraza, tres amplios dormitorios con armarios empotrados, cocina equipada con oficce, dos baños completos y dos terrazas interiores. La propiedad esta reformada por completo, tanto la parte interior del muro de la fachada y el suelo esta aislada acustica y termicamente, tabiqueria interior de fabrica y pladur, fontaneria multicapa, instalaición electrica ampliada y actualizada, dolbe carpinteria exterior de pvc y climalit, carpinteria interior de madera maciza, calefaccion hidro estufa de pellets, aire acondicionado y bomba de calor, chimenea de bioetanol, tarima flotante de 13mm C5.",False,good,False,True,2300.0,False,False,False,False,[],False,False,345000.0,€,flat,Soto del Real,Piso en calle Real,,,REAL,,,,
103196734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/1b/82/264422193.webp,21,2,155000.0,penthouse,sale,45.0,True,1,1,huerto del molino,Madrid,Valdemorillo,Valdemorillo pueblo,es,,40.5001915,-4.0669134,False,https://www.idealista.com/inmueble/103196734/,"Apartamento de 1 dormitorio de 45 m2 con 1 dormitorio de 12m2, baño completo con pequeño trastero dentro de la casa, armario grande, salón de 17 m2, cocina de 7m2, la casa esta recién pintada y con suelo nuevo a estrenar, es un segundo sin ascensor, listo para entrar ya, los techos están abuhardillados, la casa es muy cómoda, dispones de una entrada que puede usarse como terraza que es de la casa para su uso, dispone de aire acondicionado frio y calor, cualquier duda llamarnos, zona tranquila cerca del Gimnasio, es ideal para inversores para alquilarla, la casa la entregamos con nuevo inquilino con seguro de impago en 650 € al mes, cualquier duda llamarnos y lo comentamos.",False,good,False,False,3444.0,False,False,False,False,[],False,False,155000.0,€,flat,"Valdemorillo pueblo, Valdemorillo",Ático en huerto del molino,,,1805,penthouse,,,
107465273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/bf/00/1313619696.webp,73,2,395000.0,duplex,sale,177.0,True,5,3,Venecia - Nueva Alcalá,Madrid,Alcalá de Henares,Venecia - Nueva Alcalá,es,,40.4771859,-3.3664151,False,https://www.idealista.com/inmueble/107465273/,"¡Descubre el dúplex de tus sueños en el corazón de Alcalá de Henares! Esta vivienda única y exclusiva se encuentra en un edificio emblemático, ofreciendo una experiencia de vida inigualable. Con 177 m² construidos, este dúplex de dos plantas te sorprenderá con sus espacios amplios y luminosos. En la planta baja, disfruta de tres dormitorios, dos baños (uno en suite), un salón con vistas insuperables y una cocina moderna con terraza. La planta superior ofrece un salón adicional, un dormitorio con baño en suite y la posibilidad de crear otro dormitorio. Este hogar cuenta con todas las comodidades que necesitas: armarios empotrados, trastero, calefacción por gas natural y aire acondicionado. Además, la orientación sur garantiza luz natural durante todo el día. El edificio dispone de ascensor y es apto para personas con movilidad reducida. Relájate en la piscina o en el jardín comunitario y olvídate del estrés del aparcamiento gracias a la plaza de garaje incluida en el precio. ¡No dejes pasar esta oportunidad única! Este anuncio puede cometer errores. En los precios de venta NO están incluidos honorarios al comprador, ni impuestos legales, ni gastos de escrituración.",True,good,False,True,2232.0,True,False,True,False,[],False,False,395000.0,€,flat,"Venecia - Nueva Alcalá, Alcalá de Henares",Dúplex,True,True,,duplex,,,
108348800,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/e7/f6/1341435781.webp,15,,425000.0,flat,sale,81.0,True,1,1,calle de Menorca,Madrid,Madrid,Retiro,es,Ibiza,40.4192538,-3.678197,False,https://www.idealista.com/inmueble/108348800/,"Homely One pone a la venta esta espectacular inmueble reformado en el vibrante barrio de Retiro, Ibiza, una de las zonas más dinámicas y cotizadas de Madrid.  Este barrio combina la tranquilidad residencial con una oferta variada de comercios, restaurantes y zonas verdes, a unos metros del Parque del Retiro, ideal para pasear y desconectar en pleno corazón de la ciudad. Edificio clásico y representativo La vivienda se encuentra en una finca clásica y señorial que aporta un encanto especial.  Se trata de un estudio de 81 m² ubicado a escasos pasos del Parque del Retiro, lo que garantiza calidad de vida y comodidad. Cocina equipada y salón moderno La cocina ha sido diseñada con un estilo moderno que contrasta con el carácter clásico de la finca.  Totalmente equipada con electrodomésticos de alta calidad, ofrece un espacio funcional y estético a la vez. El salón de televisión presenta una decoración atemporal, pensada para ofrecer el máximo confort y calidez.    Dormitorio principal amplio y acogedor La habitación principal es amplia y acogedora, diseñada para convertirse en un verdadero refugio de descanso.  Su distribución funcional permite un óptimo aprovechamiento del espacio. El baño destaca por su estilo minimalista y la utilización de materiales de primera calidad, creando un ambiente moderno y elegante. No pierdas la oportunidad de visitar este inmueble único en una de las zonas más vibrantes de la capital.  Agenda tu visita y déjate sorprender por su encanto y su excelente ubicación.",True,good,False,True,5247.0,False,False,False,False,[],False,False,425000.0,€,flat,"Ibiza, Madrid",Piso en calle de Menorca,,,5147,,,,
