propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108109244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/d6/6c/1334101233.webp,46,,625000.0,chalet,sale,516.0,,5,6,calle del Camino del Pinar,Madrid,Mejorada del Campo,,es,,40.4153814,-3.4551944,False,https://www.idealista.com/inmueble/108109244/,"Chalet Independiente de Lujo en Mejorada del Campo: 516 m² Construidos + Parcela de 1.050 m² Exclusivo chalet con impresionantes vistas a Madrid, construido con calidades premium. Cuenta con 516 m² distribuidos en dos plantas (273 m² en planta baja y 243 m² en planta primera) sobre una parcela de 1.050 m². Distribución y características: 5 dormitorios (todos en suite) y 5 baños de diseño. Amplio salón con grandes ventanales y vistas panorámicas. Cocina moderna totalmente equipada. Garaje independiente de 50 m² + sótano de 50 m² (ideal como almacén o depósito). Bodega privada de 25 m². Zona de barbacoa con baño (20 m²). Jardín con piscina y varias terrazas. Extras: Suelo radiante, climatización por splits. Campo solar fotovoltaico y sistema de aerotermia. Alta eficiencia energética y máximo confort. Ubicado en una zona residencial tranquila y bien comunicada, a pocos minutos del centro de Madrid. ¡Una vivienda única que combina lujo, funcionalidad y sostenibilidad!",False,good,False,,1211.0,False,False,False,False,[],False,False,625000.0,€,,,,chalet,Mejorada del Campo,Casa independiente en calle del Camino del Pinar,ab5ae801-b721-4719-a5fd-40b1da697635,,True,True,independantHouse
108515008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/3c/a6/1347192870.webp,18,1,300000.0,flat,sale,43.0,False,1,1,calle del Amparo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4116315,-3.7054602,False,https://www.idealista.com/inmueble/108515008/,"Descubre este encantador piso tipo loft en el vibrante barrio de Lavapiés, España. Con 43 m², este espacio se presenta en buen estado y ofrece una combinación perfecta de confort y funcionalidad. Cuenta con 1 dormitorio acogedor y 1 baño completo. La cocina está totalmente equipada, lista para tus aventuras culinarias. Disfruta de la comodidad del aire acondicionado durante los calurosos días de verano y relájate en patio privado, ideal para momentos de tranquilidad o reuniones. El edificio cuenta con ascensor, facilitando el acceso.  Ubicado en una zona llena de vida cultural y gastronómica, este piso es una oportunidad única para quienes buscan un hogar práctico en el corazón de la ciudad. ¡No dejes pasar esta oportunidad de vivir en uno de los barrios más emblemáticos de Madrid!",False,good,False,True,6977.0,False,False,False,False,[],False,False,300000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,ffd30f82-a32a-47ea-a816-5d71ac935ab5,,,,
108883436,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/eb/44/1357867113.webp,30,bj,180000.0,flat,sale,62.0,True,2,1,calle de Eugenia de Montijo,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3820086,-3.7428167,False,https://www.idealista.com/inmueble/108883436/,"WGI INMOBILIARIA VENDE EN EXCLUSIVA piso en PUERTA BONITA Se vende estupendo BAJO EXTERIOR TOTALMENTE REFORMADO en una de las zonas más tranquilas y consolidadas de PUERTA BONITA. La vivienda tiene una superficie de 62 m² y se distribuye en dos habitaciones (una doble y una individual), un baño completo con plato de ducha, y una cocina americana integrada en un salón amplio y luminoso, ideal para el día a día.  Entre sus CALIDADES destacan los SUELOS DE TARIMA, PAREDES LISAS, ventanas de PVC con acristalamiento Climalit y puertas LACADAS EN BLANCO, detalles que aportan un estilo contemporáneo y acogedor. Además, cuenta con splits de AIRE ACONDICIONADO en todas las estancias, lo que garantiza una temperatura confortable durante todo el año.  La vivienda disfruta de una DOBLE ORIENTACIÓN este-oeste, lo que permite una excelente luminosidad natural durante todo el día y favorece la ventilación cruzada, creando un ambiente fresco y confortable en todas las estaciones. La finca ofrece un PATIO DE USO COMÚN, perfecto como zona de respiro o para disfrutar del aire libre sin salir de casa. En cuanto a COMUNICACIONES, dispone de excelente conexión con el transporte público: la Línea 5 de Metro con paradas cercanas como Vista Alegre, Eugenia de Montijo y Carabanchel, esta última con enlace a Cercanías Renfe que facilita el acceso a distintos puntos de Madrid y alrededores. También hay numerosas líneas de autobús en la zona, entre ellas la 35 (Plaza Mayor–Las Águilas), 34 (Plaza Cibeles–Las Águilas), 47 (Atocha–Carabanchel Alto), 121 (Campamento–Hospital 12 de Octubre), 486 (Leganés–Madrid) y la nocturna N17 (Cibeles–Carabanchel Alto). El entorno ofrece todos los servicios necesarios para el día a día: SUPERMERCADOS como Latorre, Unide y DIA, así como una variedad de CENTROS EDUCATIVOS como el CEIP Parque Eugenia de Montijo, el Colegio San Gabriel, Santa Rita y el Arcipreste de Hita. También se encuentran a poca distancia zonas verdes como el PARQUE DE EUGENIA DE MONTIJO, ideales para pasear o desconectar. No dejes pasar esta oportunidad y contacta con nosotros para concertar una visita! Contarás con el respaldo de nuestro equipo de especialistas en el ámbito inmobiliario, financiero, legal y fiscal, que te acompañará en cada paso del proceso. CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN.",True,good,False,False,2903.0,True,False,False,False,[],False,False,180000.0,€,,,,flat,"Puerta Bonita, Madrid",Piso en calle de Eugenia de Montijo,WGI00980,,,,
107802811,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/17/f9/1341472658.webp,29,bj,415000.0,flat,sale,152.0,True,1,1,paseo de la Dirección,Madrid,Madrid,Tetuán,es,Berruguete,40.4570008,-3.7078174,False,https://www.idealista.com/inmueble/107802811/,"Moderno loft dúplex de obra nueva con diseño innovador con terraza de 40m2 PRECIO SIN IVA DE 21%. Descubre este exclusivo dúplex en Berruguete, Tetuán, Madrid, una propiedad con 152 m² que ofrece amplitud, confort y la posibilidad de personalizar cada detalle a tu gusto. Actualmente en fase de proyecto, esta vivienda es perfecta para quienes buscan un hogar a medida en un entorno urbano privilegiado. El diseño contemporáneo incluye un espacioso dormitorio y un baño completo con acabados modernos. La cocina está totalmente equipada y conectada a un área de estar luminosa, creando un ambiente funcional y acogedor. Además, cuenta con una terraza privada ideal para disfrutar del aire libre. Entre sus comodidades destacan el aire acondicionado, calefacción eléctrica y armarios empotrados que optimizan el almacenamiento. La accesibilidad está garantizada con un diseño adaptado para sillas de ruedas, asegurando comodidad para todos. También dispone de un práctico trastero para cubrir cualquier necesidad de almacenamiento. Situado en el barrio de Berruguete, en Tetuán, este dúplex se encuentra en una de las zonas más dinámicas de Madrid. Rodeado de comercios, servicios y excelentes conexiones de transporte público, ofrece la combinación perfecta entre tranquilidad y vida urbana. Una oportunidad única para vivir o invertir en un espacio moderno y bien ubicado. Metro Franco Rodríguez.",False,good,False,False,2730.0,False,False,False,False,[],False,False,415000.0,€,,,,flat,"Berruguete, Madrid",Piso en paseo de la Dirección,0481296a-367d-4696-8177-5fa33cd54d8b,,,,
106803738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/cf/1e/1294502162.webp,41,,630000.0,chalet,sale,420.0,,4,3,calle Ibiza,Madrid,Aranjuez,La Montaña-El Cortijo,es,,40.0630675,-3.5944031,False,https://www.idealista.com/inmueble/106803738/,"Ubicada en La Montaña, Aranjuez, declarado Patrimonio de la Humanidad por la UNESCO, esta espectacular casa de 420 m² ofrece un estilo de vida inigualable, combinando comodidad, diseño de alta calidad y un entorno sereno. Características interiores: Dormitorios: 4 espaciosas habitaciones. Baños: 3 en el interior y 1 exterior, todos en excelente estado. Equipamiento: Cocina totalmente equipada, aire acondicionado, calefacción eficiente con sistema Daikin Alterma y panel solar para agua sanitaria y apoyo a la piscina. Acabados de lujo: Carpintería de PVC Kömmerling, puertas lacadas, pisos porcelánicos italianos efecto madera y baños en porcelánico de alta calidad. Características exteriores: Jardín y terraza: Perfectos para disfrutar al aire libre. Piscina de cloración salina con regulador de pH, ideal para la salud y el bienestar de toda la familia. Zona de barbacoa: Diseñada para el entretenimiento y reuniones sociales. Garaje privado: Espacio para dos coches y motos. Entorno y ventajas adicionales: Ideal para reuniones sociales, con amplias zonas interiores y exteriores. Entorno tranquilo, en una de las áreas más exclusivas y valoradas de Aranjuez. La Montaña, en Aranjuez, Madrid, es una urbanización moderna y exclusiva, rodeada de naturaleza y tranquilidad. Situada cerca del Real Sitio y Villa de Aranjuez, combina calidad de vida con excelente accesibilidad a la capital y servicios locales. Con zonas verdes, áreas recreativas y una oferta residencial de alto nivel, es ideal para familias y quienes buscan un entorno sereno y bien comunicado. ¡Haz de esta casa el hogar que siempre has soñado! Contáctanos para más información o para programar una visita.",False,good,False,,1500.0,False,False,False,False,[],False,False,630000.0,€,,,,chalet,"La Montaña-El Cortijo, Aranjuez",Casa independiente en calle Ibiza,f20afeff-d713-42b7-bd6a-f779c895e435,,True,True,independantHouse
106740692,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/ba/a3/c3/1292579854.webp,7,4,560000.0,flat,sale,86.0,True,3,2,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,Simancas,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/106740692/,"Residencial privado compuesto de 55 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,True,6512.0,True,False,False,False,[],False,False,560000.0,€,,,,flat,"Simancas, Madrid","Piso en Emilio Muñoz, 47",4ºC,False,True,True,
108508672,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/bd/80/1349564362.webp,31,7,1500000.0,penthouse,sale,223.0,True,5,3,calle de Bolivia,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4583268,-3.6758651,False,https://www.idealista.com/inmueble/108508672/,"Las fotos estarán disponibles próximamente.  Magnífico y luminoso ático en el corazón de Hispanoamérica, Chamartín, Madrid. Con 223 m² construídos. Situado en una séptima planta con vistas despejadas. - Esta propiedad ofrece cinco dormitorios y tres baños, principal en suite. Armarios empotrados.  - Cocina independiente y totalmente amueblada. Ideal para familias numerosas o aquellos que buscan espacio adicional.  - El piso está en buen estado y cuenta con todas las comodidades. Aire acondicionado, calefacción central.  - Disfruta de momentos al aire libre en sus amplias terrazas. El edificio clásico dispone de ascensor, portero y es accesible para sillas de ruedas en el exterior. Plaza de garaje incluida en el precio.  Un refugio urbano que combina confort y funcionalidad en una ubicación privilegiada. ¡No pierdas la oportunidad de hacer de este piso tu nuevo hogar! Ubicado en el prestigioso barrio de Hispanoamérica, dentro del distrito de Chamartín, este ático se encuentra en una de las zonas más demandadas de Madrid. El barrio ofrece una combinación perfecta de tranquilidad residencial y excelentes conexiones urbanas. Cuenta con una amplia oferta de servicios: colegios internacionales, centros de salud, zonas verdes como el Parque de Berlín, y cercanía al Estadio Santiago Bernabéu. Además, está bien conectado por transporte público (metro Colombia, líneas 8 y 9, y diversas líneas de autobús), y acceso rápido a las principales vías de la ciudad. Una zona ideal para vivir con calidad y comodidad.",False,good,False,True,6726.0,False,False,False,False,[],False,False,1500000.0,€,,,,flat,"Bernabéu-Hispanoamérica, Madrid",Ático en calle de Bolivia,81e5b080-7c5f-47b3-83e8-64fbfa83d677,,True,True,penthouse
104289292,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/d0/1e/1336250175.webp,36,,900000.0,chalet,sale,700.0,,6,4,calle Reina Victoria,Madrid,Miraflores de la Sierra,,es,,40.8140635,-3.7735744,False,https://www.idealista.com/inmueble/104289292/,"Excepcional Chalet en Miraflores de la Sierra Excepcional propiedad de 700 m2 en una extensa parcela de 2.241 m2, con vivienda para guardeses o invitados. Ubicada en una de las zonas más distinguidas de la población, a solo 6 minutos a pie del núcleo urbano y rodeada de bosques de robles y coníferas, ofrece una privacidad absoluta y vistas espectaculares a Miraflores. La majestuosa construcción, de estilo tradicional mirafloreño, se alza sobre una generosa parcela con áreas ajardinadas, piscina climatizada y un amplio garaje en la parte inferior. Distribuida en tres alturas, la planta baja cuenta con un espacioso recibidor que conecta el salón, la zona de cocina y las escaleras hacia la siguiente planta. El salón, dividido en dos áreas, destaca por una imponente chimenea y se comunica con la moderna cocina, que tiene acceso a la parte trasera de la vivienda. En la planta primera, dos habitaciones y estancias adicionales, actualmente biblioteca y despacho, ofrecen versatilidad para adaptarse a diversas necesidades. La habitación principal ocupa la planta segunda, con una zona de estar, chimenea, espacio para un billar y una relajante área con baño de hidromasaje, que se conecta a una terraza acristalada. Un ático con terraza panorámica revela vistas incomparables de la sierra madrileña. Además, la propiedad cuenta con una casa de invitados de 70 m2, una magnífica barbacoa, piscina climatizada, amplias terrazas y jardines con riego automatizado. El garaje inferior, preparado para albergar al menos 4 vehículos, dispone de puertas automatizadas. Reformada a principios de los 2000, la vivienda cuenta con calefacción de gasoil, ventanas y puertas de PVC y Climalit, asegurando un ambiente confortable y eficiente. En las tierras septentrionales de la Comunidad de Madrid, a 49 km de la bulliciosa capital, se encuentra Miraflores de la Sierra, un encantador municipio que se abraza a una ladera del Sistema Central con una vista privilegiada al sur. Conocido por sus manantiales, este lugar ofrece áreas de recreo idílicas, como la serena Fuente del Cura y el evocador humilladero de San Blas. Adentrarse en el corazón de Miraflores revela no solo joyas arquitectónicas, sino también puntos emblemáticos, como la animada Plaza del Álamo, epicentro de la actividad comercial y gastronómica local. A pocos pasos se yergue la histórica iglesia consagrada a la Asunción de Nuestra Señora, testigo de los siglos desde el XV, evolucionando con el tiempo mediante expansiones y modificaciones. Destacan también el imponente Ayuntamiento y el edificio de la casa de la cultura. La conexión con la ciudad se realiza a través de la línea de autobús 725, que enlaza Miraflores con municipios vecinos y el Intercambiador de Plaza de Castilla en Madrid. Esta ruta ofrece una conexión cómoda: Madrid (Plaza de Castilla)-Miraflores-Bustarviejo-Valdemanco. Descubre la belleza de Miraflores de la Sierra, donde la historia y la naturaleza se funden en un entorno cautivador que deja una impresión duradera en quienes lo exploran.",True,renew,False,,1286.0,False,False,True,False,[],False,False,900000.0,€,,,,chalet,Miraflores de la Sierra,Casa independiente en calle Reina Victoria,W-02V0E0,,True,True,independantHouse
108224233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/ca/d9/1337624531.webp,11,4,1433250.0,flat,sale,133.0,False,2,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4351003,-3.6798117,False,https://www.idealista.com/inmueble/108224233/,"Comercializamos la venta de esta magnífica vivienda de lujo, de dos dormitorios, con una superficie de 133 metros cuadrados catastrales reformado a estrenar, ubicado en una finca construida en 1.967 ubicada en la zona más cotizada del barrio de Salamanca-Lista.   Ubicado en la cuarta planta de un edificio de 1.967, la vivienda cuenta con grandes ventajas que hacen que sea una opción muy atractiva ya sea como vivienda familiar o inversión no solo por su excelente ubicación y la calidad de la reforma, sino por su situación muy cerca de Príncipe de Vergara y de la sede del I. E.   Esta vivienda se encuentra distribuida en una zona de recibo compuesta por un hall de entrada, amplio salón con dos ambientes, una cocina abierta. completamente amueblada y equipada con electrodomésticos de gama alta, el salón está dotado con dos ventanales orientados a un tranquilo y soleado patio de manzana que proporcionan una magnífica iluminación natural.  En la zona de descanso tenemos dos amplios dormitorios. el dormitorio principal es una gran suite con baño y una gran zona de armarios. El otro dormitorio también exterior tiene un buen tamaño y un amplio armario. Un baño completo da servicio a este dormitorio y sirve también como baño de invitados. Cabe destacar la calidad de la reforma efectuada en la que se han empleado los mejores materiales con aire acondicionado frio calor. Calefacción central, persianas electrificadas y un gran aislamiento térmico y acústico, destacando también la generosa entrada de luz con la que cuenta este piso, no solo por su orientación sur, también por la altura de su planta y sus grandes ventanales. La vivienda se vende amueblada y decorada por un prestigioso estudio de interiorismo.",False,good,False,True,10776.0,True,False,False,False,[],False,False,1433250.0,€,,,,flat,"Lista, Madrid",Piso,BHHS-MAD-0533,,,,
108902271,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/81/c8/1358418407.webp,31,1,299000.0,flat,sale,71.0,True,3,2,"CL VIA LUSITANA, 66",Madrid,Madrid,Carabanchel,es,Abrantes,40.3800841,-3.7274907,True,https://www.idealista.com/inmueble/108902271/,"**Piso en venta en Carabanchel: ¡Tu nuevo hogar te espera! ** Descubre este encantador piso de 71 m² en el corazón del barrio de Carabanchel, a pocos pasos del metro de Abrantes. Este acogedor hogar cuenta con 3 habitaciones ideales para disfrutar de la tranquilidad y el confort. Con 2 baños completos, no tendrás que preocuparte por las mañanas. La joya de la casa es su salón con cocina americana equipada, perfecto para compartir momentos inolvidables con amigos y familiares. Además, la terraza ofrece vistas a los jardines de la finca, creando un espacio perfecto para relajarte al aire libre. La ubicación es inmejorable, rodeada de grandes zonas verdes y deportivas, y a un paso de la zona comercial de Camino Viejo de Leganés. La excelente orientación norte y este garantiza luz natural durante todo el día, mientras que el aire acondicionado y la bomba de calor en el salón/cocina aseguran un ambiente agradable en cualquier época del año.  Este piso ha sido renovado con materiales innovadores que mejoran la acústica y el confort térmico, cumpliendo con altas exigencias de calidad. Las instalaciones eléctricas y de fontanería están completamente actualizadas, y los radiadores eléctricos con termostatos regulables permiten un control eficiente de la temperatura en todas las estancias. Además, es apto para personas con movilidad reducida. No te preocupes por los honorarios, ya que no se cobran al comprador. ¡No pierdas la oportunidad de visitar este magnífico piso que combina comodidad, ubicación y estilo! Publicamos renders de la reforma planeada, y los mezclamos con fotos reales de proyectos anteriores parecidos y realizados por la misma empresa.",True,good,False,True,4211.0,True,False,False,False,[],False,False,299000.0,€,,,,flat,"Abrantes, Madrid","Piso en Cl Via Lusitana, 66",,,,,
106986951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/46/ec/1299610035.webp,42,3,2350000.0,flat,sale,238.0,True,3,2,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4376434,-3.6968424,False,https://www.idealista.com/inmueble/106986951/,"Fortuny Real Estate presenta este imponente inmueble que se encuentra en una de las zonas más privilegiadas de Madrid, próximo a las ""Hijas de la Caridad"", a la calle José Abascal, el Museo Sorolla y la estación de metro Alonso Cano. Una ubicación estratégica, en pleno corazón de Almagro, que combina tranquilidad residencial con una excelente conexión a servicios y transporte. Situado en una finca clásica de 1948, el edificio cuenta con portero físico y ascensor, lo que aporta un valor añadido a los residentes. La vivienda, ubicada en la tercera planta, ha sido completamente reformada y se encuentra totalmente a estrenar, equipada además con electrodomésticos de primeras marcas. Consta de 3 amplios dormitorios, el principal con baño en suite, vestidor, y una agradable terraza exterior.. . además de otro baño completo y un aseo de cortesía. Cuenta también con una cocina independiente y una zona laundry. Desde el salón comedor, encontramos varios huecos a la calle, que dan salida a una excelente balconada corrida y también dispone de mirador. Los acabados de alta calidad y los materiales seleccionados reflejan un diseño cuidado y elegante, ideal para quienes buscan estilo y confort. El piso es exterior y cuenta con unas vistas magníficas y únicas en pleno barrio de Chamberí, que realza la luminosidad durante todas las horas del día gracias a su orientación Este. Está equipado con calefacción y aire acondicionado en todas las estancias, garantizando comodidad en cualquier época del año. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,9874.0,True,False,False,False,[],False,False,2350000.0,€,,,,flat,"Almagro, Madrid",Piso,3552,,,,
108519372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/de/c8/1347325982.webp,43,bj,380000.0,flat,sale,160.0,True,4,2,calle del Néctar,Madrid,Madrid,San Blas,es,Canillejas,40.4422039,-3.6126437,False,https://www.idealista.com/inmueble/108519372/,"Huspy presenta esta excelente oportunidad de adquirir dos pisos completamente reformados, con una superficie total de 160 m², ubicados en pleno corazón del barrio de Canillejas, en el distrito de San Blas-Canillejas, Madrid. Ambos espacios han sido renovados con un diseño moderno y funcional. El primero de 59m², cuenta con dos habitaciones, un baño completo y cocina totalmente equipada, ideal para quienes buscan comodidad y estilo. El segundo de 70m² dispone también de dos habitaciones, un baño completo, un aseo adicional y zona de lavado, lo que lo convierte en una opción perfecta tanto para familias como para compartir entre amigos. Gracias a su reforma integral, estas viviendas están listas para entrar a vivir o ser alquiladas de inmediato, lo que las convierte en una opción muy atractiva como inversión inmobiliaria. Situados en una zona vibrante y consolidada, estos estudios se encuentran junto a un parque y a pocos minutos del centro comercial Plenilunio. Además, ofrecen excelente conexión con el resto de la ciudad gracias al fácil acceso a la M-40 y la A2, así como a una completa red de transporte público. No dejes pasar esta oportunidad de vivir o invertir en una de las zonas con mayor proyección de Madrid. ¡Contáctanos para más información o concertar una visita!",False,good,False,False,2375.0,False,False,False,False,[],False,False,380000.0,€,,,,flat,"Canillejas, Madrid",Piso en calle del Néctar,07df257a-8ec2-4188-a0fb-da4262145aec,,,,
108912929,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/67/e2/1358746396.webp,23,9,359000.0,flat,sale,106.0,True,3,2,Barrio Ensanche de Vallecas - La Gavia,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3631435,-3.59439,False,https://www.idealista.com/inmueble/108912929/,"Inmobiliarias Encuentro vende en exclusiva magnífico piso exterior con plaza de garaje, en el moderno y tranquilo Ensanche de Vallecas - La Gavia, Madrid. El inmueble, de 106 m², cuenta con un amplio salón independiente muy luminoso y cocina con salida a terraza, actual y amueblada. La vivienda dispone de tres dormitorios con ventanales que aportan una excelente luz natural, además de dos cuartos de baños completos, uno incluido en la habitación principal.  Dispone de plaza de garaje incluida en el precio. Las calidades de la vivienda son inmejorables. Ventanas que garantizan aislamiento térmico y acústico. La finca se encuentra en perfecto estado de conservación, dispone de 2 ascensores, garantizando la comodidad. Su ubicación es inmejorable. En pleno Ensanche de Vallecas - La Gavia, una de las zonas con mayor proyección de Madrid. Rodeado de zonas verdes, supermercados, colegios, centros deportivos y una variada oferta comercial y de ocio. Perfectamente comunicado con transporte público (Metro La Gavia - Línea 1) y accesos rápidos a la M-40 y A-3, lo que facilita una excelente conexión con el resto de la ciudad. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros. Disponemos del servicio: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",True,good,False,True,3387.0,False,False,False,False,[],False,False,359000.0,€,,,,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso,IE26LAGAVIA7,,True,True,
106862077,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/fa/95/fb/1299367226.webp,7,2,535000.0,flat,sale,94.0,True,3,2,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,Simancas,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/106862077/,"Residencial privado compuesto de 48 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,True,5691.0,True,False,False,False,[],False,False,535000.0,€,,,,flat,"Simancas, Madrid","Piso en Emilio Muñoz, 47",2ºA,False,True,True,
108469455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/57/3a/1345848948.webp,13,4,2409000.0,flat,sale,200.0,True,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4297042,-3.6780592,False,https://www.idealista.com/inmueble/108469455/,"Si buscas una vivienda luminosa en la mejor zona de Lista, te proponemos conocer esta exclusiva propiedad reformada y amueblada con dos terrazas exteriores a estrenar de 200 metros cuadrados catastrales, situado en un emplazamiento inmejorable en una de las calles principales del señorial barrio de Salamanca, muy cerca de la Plaza del Marqués de Salamanca La propiedad se encuentra ubicada en la segunda planta exterior de un edificio moderno y representativo edificado en el año 1.958.  Esta exclusiva vivienda se encuentra ubicada en la zona más comercial del barrio de Salamanca-lista, con todo tipo de comunicaciones y rodeado de museos, zonas de ocio, centros comerciales y todo tipo de servicios, todo ello hace de esta propiedad una oportunidad única de vivir o invertir en la zona más privilegiada y exclusiva de Madrid.  La vivienda se distribuye en una zona de estar compuesta por amplio salón-comedor con salida a una amplia terraza dispone de muy buena luz gracias a la altura de la vivienda, seguida de amplia cocina abierta con isla completamente amueblada y equipada con electrodomésticos de primera firma. Con zona de lavandería independiente. La zona de descanso la componen tres dormitorios dos de ellos en suite y zona de vestidor, una de ellas es exterior con salida a una amplia terraza, todos con amplios ventanales. Dispone de un tercer baño completo que presta servicio a las otras estancias. Cabe mencionar la calidad de la reforma hecha por un importante grupo de arquitectura.  La vivienda se vende amueblada y decorada por un prestigioso estudio de interiorismo. Disponemos de varios inmuebles con características similares que no pueden ser publicados, para más información visita.",False,good,False,True,12045.0,True,False,False,False,[],False,False,2409000.0,€,,,,flat,"Lista, Madrid",Piso,BHHS-MAD-0749,,,,
