propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
108649877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/fe/cd/1351031030.webp,Ocaña,31,319000.0,flat,sale,95.0,4,2,calle de Ocaña,Madrid,Madrid,Latina,es,40.3829495,-3.7514149,False,https://www.idealista.com/inmueble/108649877/,"VIVIENDA XXI vende en exclusiva:  MUY AMPLIO Y LUMINOSO, PEGADO AL METRO, 2 BAÑOS REFORMADOS. GRANDES POSIBILIDADES DE REFORMA. La propiedad se distribuye en cuatro dormitorios, perfectos para familias o quienes buscan espacio adicional para despacho, vestidor o zona de ocio. Dispone de dos cuartos de baño reformados recientemente, aportando un plus de funcionalidad. El salón, amplio y luminoso, para disfrutar de la vida en común, acabando de complementarse con una cocina totalmente independiente. Además, la vivienda cuenta con una agradable terraza. Calefacción centralizada con contadores individuales. Uno de los grandes atractivos de este piso es su gran versatilidad. Gracias a la presencia de abundante tabiquería, ofrece muchas posibilidades de redistribución y reforma, adaptándose a las necesidades de quienes deseen personalizar su hogar. La ubicación no podría ser más práctica: en una zona plenamente consolidada, con todos los servicios al alcance —comercios, centros educativos, zonas verdes— y con la estación de metro Eugenia de Montijo a menos de 100 metros. Una oportunidad perfecta para quienes buscan espacio, comodidad y buena comunicación con el centro de Madrid. No dude en solicitar más información o concertar una visita. Este piso puede ser justo lo que está buscando. El plano adjunto es orientativo, marcando éste los metros útiles de la vivienda.",False,good,False,3358.0,True,False,False,False,[],False,False,319000.0,€,,,flat,,"Aluche, Madrid",Piso en calle de Ocaña,1,True,Aluche,True,,,,,
108223386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/88/3a/1337604433.webp,LIRE-02259,34,140000.0,flat,sale,46.0,3,1,calle Tortajada,Madrid,Madrid,Villaverde,es,40.3448176,-3.7124506,False,https://www.idealista.com/inmueble/108223386/,"Domus presenta la venta de un piso en Calle Tortajada, Madrid (Madrid): una oportunidad ideal para invertir o reformar y vivir en uno de los barrios con mayor proyección del sur de la capital. Este piso se encuentra en la segunda planta de un edificio sin ascensor, completamente exterior y muy luminoso. Actualmente está distribuido en salón con cocina abierta, tres dormitorios y un baño. Dispone de calefacción mediante bomba de calor, lo que garantiza confort tanto en invierno como en verano. Ubicado en el barrio de Villaverde Alto, a tan solo cinco minutos a pie de la estación de metro y cercanías del mismo nombre, está rodeado de todo tipo de servicios: centros educativos, comercios de proximidad, zonas verdes y buena comunicación con el resto de la ciudad. Se trata de un barrio consolidado y cada vez más valorado, ideal para quienes buscan una inversión con potencial o una primera vivienda asequible. Con una superficie de 46 m² y un precio de 140.000 €, esta vivienda ofrece muchas posibilidades de reforma para adaptarse a tus gustos o necesidades. Además, no cobramos comisión de intermediación al comprador. Referencia: LIRE-02259 � Madrid � Precio: 140.000 € � Superficie: 46 m² �️ Habitaciones: 2 � Baños: 1 � Calificación energética: E ¿Quieres visitarlo o recibir más información? Contacta con nosotros sin compromiso.",False,renew,False,3043.0,True,False,False,False,[],False,False,140000.0,€,,,flat,,"Villaverde Alto, Madrid",Piso en calle Tortajada,2,True,Villaverde Alto,False,,,,,
108233468,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/44/56/1337906579.webp,1478,35,1050000.0,flat,sale,99.0,2,2,calle de Rafael Calvo,Madrid,Madrid,Chamberí,es,40.4347968,-3.6909302,False,https://www.idealista.com/inmueble/108233468/,"VENDE DIRECT OFRECE MAGNÍFICA VIVIENDA CUARTA PLANTA EXTERIOR HACIENDO ESQUINA! UBICADA EN PLENO BARRIO DE ALMAGRO! TOTALMENTE REFORMADA! La vivienda se encuentra en la Calle RAFAEL CALVO a escasos metros de la calle MIGUEL ANGEL en la mejor zona del barrio de ALMAGRO. Perfectamente comunicada, agradable y tranquila. La vivienda tiene 99 m2 (72 m2 de vivienda y 27 m2 de zonas comunes). Se encuentra totalmente reformado y equipado con una distribución ideal para aprovechar al máximo los metros de la vivienda y su orientación. Dispone de un salón comedor muy amplio haciendo esquina con muchísima luz natural (orientación Sur y Este) con cocina completamente equipada incorporada al salón. Tiene un amplio dormitorio principal con vestidor y baño en suite, otro dormitorio y baño adicional. La vivienda tiene aire acondicionado en toda la casa, calefacción central con contadores y agua caliente central. El edifico en el que se encuentra dispone de portero físico y dos ascensores con un amplio portal. En el edificio existe la posibilidad de adquirir garaje en régimen de alquiler. Todo lo que se recauda por los alquileres de los garajes se reparte entre los vecinos ofreciendo una manera perfecta para elegir disponer de garaje o no, según las necesidades de cada vecino. Ponemos a su disposición a nuestro equipo de arquitectos e interioristas para resolver cualquier duda. Así mismo, incorporamos al anuncio un plano del estado actual de la vivienda.   VENDE DIRECT es un nuevo concepto de consultoría inmobiliaria que incorpora valor añadido en el proceso de compra. Vendemos en el menor tiempo posible mostrando todo el potencial de su vivienda. Puede visitar para conocer más sobre nuestro método de venta. Si necesita más información o si desea realizar una visita al inmueble no dude en contactar con nosotros en el tlf. 7.4. 7.8. 5.0. 8.1. 9. o WhatsApp Lorenzo.",True,good,False,10606.0,True,False,False,False,[],False,False,1050000.0,€,True,True,flat,,"Almagro, Madrid",Piso en calle de Rafael Calvo,4,True,Almagro,True,1099000.0,49000.0,4.0,,
108697606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/e3/58/1352465700.webp,MLH-347,29,730000.0,chalet,sale,261.0,4,5,avenida Emilio Arrieta,Madrid,Club de Campo,,es,40.6072588,-3.5812247,False,https://www.idealista.com/inmueble/108697606/,"**Chalé Adosado en Urbanización La Duquesa - ¡Tu nuevo hogar te espera! ** Descubre este precioso chalé adosado en la exclusiva urbanización La Duquesa, un lugar ideal para disfrutar de la tranquilidad y el confort. Con tres plantas perfectamente distribuidas, este hogar ofrece un recibidor elegante que da la bienvenida a un amplio salón, iluminado por un ventanal que conecta con un encantador porche, perfecto para relajarse y disfrutar del aire libre. La cocina, reformada con materiales de alta calidad, cuenta con una zona de comedor ideal para compartir momentos en familia. En la primera planta, se encuentran tres amplios dormitorios, todos equipados con grandes armarios empotrados y tres baños. El dormitorio principal tiene su propio baño en suite, garantizando privacidad y comodidad. Además, dos baños que han sido reformados con luces LED integradas y acabados de firmas reconocidas. En el sótano, un amplio salón de juegos, que en la actualidad es un gimnasio, y una habitación de servicio con baño completo ofrecen versatilidad y espacio adicional. El garaje cerrado tiene capacidad para dos coches grandes, con acceso directo desde la casa y cargador para coche eléctrico. La seguridad está garantizada con un sistema de vigilancia 24 horas en la urbanización, que cuenta con calles privadas y sin tráfico. Disfruta de las zonas comunes que incluyen un parque infantil, pista de pádel y una refrescante piscina con sombrillas. Este chalé adosado es una opción perfecta para quienes buscan calidad de vida en un entorno seguro y agradable. ¡No pierdas la oportunidad de visitarlo!",False,good,False,2797.0,True,False,False,False,[],False,False,730000.0,€,True,True,chalet,terracedHouse,Club de Campo,Chalet adosado en avenida Emilio Arrieta,,,,,,,,,
108561230,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/02/31/1348501098.webp,N02-DAM-14407,49,365000.0,flat,sale,64.0,2,1,calle del Salitre,Madrid,Madrid,Centro,es,40.4076496,-3.7013148,False,https://www.idealista.com/inmueble/108561230/,"Vivienda de 2 dormitorios reformada en la céntrica calle Salitre, entre la plaza de Lavapiés y la plaza del Emperador Carlos V.  El piso está situado en una 4ª planta y tiene mucha luz natural gracias a su altura, ya que los edificios colindantes son de menor altura a la del edificio en el que se encuentra la vivienda. Además, su orientación sureste provee a la vivienda de gran cantidad de luz solar. La vivienda se encuentra totalmente amueblada, dispone de un salón comedor y cocina equipada con horno, vitrocerámica, campana extractora, frigorífico y lavadora. El baño dispone de un plato de ducha con mampara. Los dos dormitorios disponen de cama doble, ambos con grandes armarios y sus respectivas ventanas. Las dos viviendas situadas en la 4ª planta tienen acceso a la terraza del edificio a modo de tendedero. En esta terraza se encuentra también el trastero.  Situado en pleno centro de Madrid, a escasos metros de la plaza de Lavapiés, 8 minutos andando de la plaza de Tirso de Molina, 10 minutos andando de la plaza de Atocha, 15 minutos de la puerta del Sol y conectado con la Línea 3 de Metro en la estación de Lavapiés, Línea 1 en la estación de Tirso de Molina y Cercanías y trenes de larga distancia en la estación de Atocha.  Este piso de 64 m² es la oportunidad ideal para vivir en uno de los barrios más multiculturales y dinámicos de Madrid, disfrutar de una comunidad vibrante y una oferta cultural inigualable. ¡No dejes pasar la oportunidad de conocer esta maravillosa vivienda!",True,good,False,5703.0,False,False,False,False,[],False,False,365000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Salitre,4,False,Lavapiés-Embajadores,False,380000.0,15000.0,4.0,,
108392718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/5f/bd/1347064771.webp,1313,19,1275000.0,flat,sale,115.0,2,3,calle de Ibiza,Madrid,Madrid,Retiro,es,40.4173039,-3.6732512,False,https://www.idealista.com/inmueble/108392718/,"The New Madrid te presenta este espectacular piso en la calle Ibiza, en pleno centro de la ciudad. Con 2 habitaciones, 2 baños y un aseo, cuenta con 115 m² perfectamente distribuidos para aprovechar al máximo cada rincón.  Su diseño reformado con acabados modernos y de alta calidad le confiere un ambiente contemporáneo y acogedor.  La propiedad es exterior, lo que le permite disfrutar de una excelente luz natural. Ubicado en primera planta, ofrece una excelente ubicación para vivir cómodamente.  Precio: 1.330. 000€.  Contáctanos para organizar una visita o recibir más detalles.",False,good,False,11087.0,True,False,False,False,[],False,False,1275000.0,€,,,flat,,"Ibiza, Madrid",Piso en calle de Ibiza,1,True,Ibiza,True,1295000.0,20000.0,2.0,,
108071455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/51/74/1332943654.webp,LEG-301191,61,1490000.0,flat,sale,214.0,3,2,calle de Esparteros,Madrid,Madrid,Centro,es,40.416019,-3.7042011,False,https://www.idealista.com/inmueble/108071455/,"Remax Legend presenta este exclusivo Piso en el Corazón de Madrid, vivienda única, ubicada en una de las zonas más emblemáticas y céntricas de Madrid. Este espectacular piso de 214 m² en la cuarta planta de un edificio elegante ofrece amplitud, luminosidad y posibilidades de adaptación según las necesidades del comprador.  Uno de los elementos que distingue esta propiedad es su altura de techos de 2,80 metros, una característica que realza la sensación de amplitud y elegancia en cada estancia. Esta altura excepcional no solo aporta mayor luminosidad a los espacios, sino que también permite una mayor personalización en el diseño interior, convirtiendo cada rincón en una oportunidad para destacar la belleza arquitectónica del inmueble. Con una distribución excepcional, al entrar nos recibe un imponente hall de 20 m², que se fusiona con una acogedora zona de estar, formando el núcleo de la vivienda. Desde esta área, se accede de manera independiente y directa al salón-comedor, proporcionando fluidez en la circulación y privacidad en cada espacio.  La cocina, de diseño moderno y totalmente amueblada con todos los electrodomésticos incluidos, ofrece un espacio funcional y listo para ser disfrutado. Su isla central maximiza la comodidad y la practicidad, convirtiéndola en el lugar ideal para compartir momentos en el día a día. Además, tiene acceso directo al salón-comedor, facilitando la conexión entre ambas áreas de forma práctica y funcional y creando una conexión perfecta entre los espacios sociales de la vivienda. El Salón-Comedor con una gran luminosidad y elegancia absoluta es el gran protagonista de este inmueble, sus 54 m² lo convierten en un espacio diseñado para disfrutar al máximo del confort y la amplitud. Gracias a su generosa superficie, permite la creación de distintas áreas dentro de la misma estancia, ideal para quienes buscan una distribución versátil que combine zona de estar, comedor formal y área de reunión o lectura. Destaca por sus tres ventanales con balcones y orientación oeste, lo que garantiza una extraordinaria entrada de luz natural durante todo el día. La luz, combinada con la amplitud del espacio y la calidad de los acabados, aporta una atmósfera cálida y sofisticada. Este es, sin duda, el corazón de la vivienda, perfecto para reuniones, celebraciones y momentos de relax en un entorno exclusivo.  La zona privada de la vivienda se distribuye de manera funcional para garantizar confort y privacidad, el primer dormitorio de 27 m², con doble ambiente que combina área de descanso y despacho o sala de estar, ofreciendo versatilidad para distintos usos.  El dormitorio principal de 35 m², diseñado como una auténtica suite, con baño integrado que incluye ducha y bañera de hidromasaje, ideal para disfrutar de momentos de relax.  Un baño completo adicional, estratégicamente ubicado para dar servicio a las áreas comunes y al primer dormitorio.  En cuanto a detalles y comodidades, este exclusivo piso está equipado con calefacción por suelo radiante y aire acondicionado por conductos, garantizando confort en cualquier época del año.  Además, el edificio cuenta con ascensor y portero automático, aportando seguridad y comodidad a los residentes.  Opciones de Reforma Personalizadas: Para quienes buscan una distribución más amplia y flexible, nuestro estudio de arquitectura ha diseñado una propuesta de reforma que permite adaptar la vivienda a diferentes necesidades. Entre las opciones contempladas se encuentra la posibilidad de convertir el piso en una vivienda de 3 dormitorios más despacho, además de abrir la cocina al salón-comedor, potenciando los espacios abiertos y la sensación de amplitud. Para facilitar la visualización de esta propuesta, se incluyen renders y planos en el anuncio, ofreciendo una visión clara del potencial de esta propiedad. No dudes en ponerte en contacto con nosotros y organizar una visita.",True,good,False,6963.0,True,False,False,False,[],False,False,1490000.0,€,,,flat,,"Sol, Madrid",Piso en calle de Esparteros,4,True,Sol,True,,,,,
107031288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/83/db/1300928675.webp,,21,1500000.0,flat,sale,210.0,3,3,calle de Felipe III,Madrid,Madrid,Centro,es,40.4170155,-3.7084248,False,https://www.idealista.com/inmueble/107031288/,"Este impresionante piso de 210 m² se encuentra en la emblemática calle Felipe III, a un paso de la vibrante Plaza Mayor. Esta vivienda combina el encanto histórico con las comodidades modernas. Ofrece tres amplios dormitorios con armarios empotrados, incluyendo un dormitorio principal con vestidor y baño en suite. El gran salón-comedor, con acceso a una encantadora terraza, es perfecto para disfrutar de momentos inolvidables. La cocina está totalmente equipada y diseñada para los amantes de la gastronomía. Además, cuenta con un trastero para mayor comodidad. Este piso se entrega amueblado y decorado con gusto, listo para que te mudes sin preocupaciones. Situado en la cuarta planta de un edificio con ascensor, disfrutarás de vistas despejadas y orientación sur que garantiza luz natural durante todo el día. Equipado con un sistema domótico avanzado y aire acondicionado, este hogar asegura confort en cada estación. La ubicación es inmejorable, rodeada de opciones culturales y de ocio, como el Mercado de San Miguel y el Palacio Real. Con excelente conexión al resto de la ciudad mediante metro y autobús, vivir aquí es sinónimo de comodidad y estilo.  No pierdas la oportunidad de hacer este piso tuyo y experimentar la vida madrileña en su máxima expresión.",True,good,False,7143.0,True,False,False,False,[],False,False,1500000.0,€,,,flat,,"Sol, Madrid",Piso en calle de Felipe Iii,4,True,Sol,True,1620000.0,120000.0,7.0,,
108906567,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/ea/de/1358980198.webp,,9,249000.0,flat,sale,62.0,2,1,calle de Fernando González,Madrid,Madrid,Carabanchel,es,40.3926781,-3.721749,False,https://www.idealista.com/inmueble/108906567/,"**POSIBILIDAD DE FINANCIAR EL 100% DEL PRECIO DE COMPRA** ""VISITAS A PARTIR DE SEPTIEMBRE"" ¿Buscas una vivienda acogedora, lista para entrar a vivir y con un espacio exterior ideal para relajarte? ¡Esta es tu oportunidad! ✨ Características principales: •� 2 dormitorios luminosos •� 1 baño completo •� Cocina y baño amueblados •� Reforma integral a estrenar •� Patio privado muy agradable, perfecto para disfrutar del aire libre sin salir de casa � Situado en una tranquila zona de calle Fernando González, con excelente conexión al centro de Madrid y todos los servicios a tu alcance. Ideal para parejas, pequeñas familias o como inversión para alquiler. ¡No dejes pasar esta oportunidad! � Contáctanos para más información o para agendar una visita.",False,good,False,4016.0,True,False,False,False,[],False,False,249000.0,€,,,flat,,"Opañel, Madrid",Piso en calle de Fernando González,bj,True,Opañel,True,,,,,
108332393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/57/b0/1340967779.webp,,35,880000.0,flat,sale,133.0,3,2,calle de Blasco de Garay,Madrid,Madrid,Chamberí,es,40.4388001,-3.7118015,False,https://www.idealista.com/inmueble/108332393/,"TECNOCASA inmobiliaria de Madrid - Chamberí - Arapiles - VENDE Piso en Calle Blasco de Garay.  Magnifica vivienda ubicada en el corazón de uno de los mejores Barrios de Madrid. Se trata de una vivienda de grandes dimensiones con un sin fin de posibilidades de reforma. Compuesta en su mayoría por tabiques. Actualmente el inmueble consta de 3 Dormitorios, 2 Baños completos, Cocina con office y salón completamente exterior muy luminoso con acceso a una terraza que levantara envidias.  Ubicada en una de las mejores zonas de Chamberí, ARAPILES, rodeado de todo tipos de servicios y comercios locales. Muy bien comunicado, estando a menos de 10 minutos de las paradas de metro de Canal, Islas Filipinas y Quevedo, a demás de todas las paradas de autobús disponibles en el barrio.  ¡VEN A VISITARLO! En TECNOCASA disponemos de nuestro propio Departamento Financiero KÌRON, pudiendo conseguir hasta el 100% de financiación. Ponemos a vuestra disposición los estudios financieros de nuestros compañeros completamente gratuitos para que podáis conocer de primera mano porqué son la red financiera de referencia y con presencia en mas de 11 paises. ¡NO DEJES PASAR ESTA OPORTUNIDAD PARA CONOCERNOS!   En TECNOCASA ofrecemos un servicio de gestión inmobiliaria completamente personalizada y cercana, aportando una experiencia de mas de 30 años en el barrio. No dudes en solicitar una valoración gratuita y sin compromiso de tu vivienda.",False,renew,False,6617.0,True,False,False,False,[],False,False,880000.0,€,,,flat,,"Arapiles, Madrid",Piso en calle de Blasco de Garay,2,True,Arapiles,True,950000.0,70000.0,7.0,,
101245302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/b0/51/1115631105.webp,2508,28,715000.0,flat,sale,74.0,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,40.4304454,-3.6734008,False,https://www.idealista.com/inmueble/101245302/,"Magnífica vivienda en Salamanca-Lista. 2ª Planta. Completamente Exterior. Vistas Despejadas. Amplia zona de recibo. Dormitorio Principal en Suite. Reforma de diseño a estrenar. Amueblado. Buena Finca y Buen Portal. Junto a los principales comercios de la zona. Muy bien comunicada. Ref-2508. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid. Teléfono: ”.",False,good,False,9662.0,True,False,False,False,[],False,False,715000.0,€,,,flat,,"Lista, Madrid",Piso en calle del Conde de Peñalver,2,True,Lista,True,,,,,
108710825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/66/76/1352844673.webp,,19,370000.0,flat,sale,83.0,2,1,avenida de Logroño,Madrid,Madrid,Barajas,es,40.4762682,-3.5818862,False,https://www.idealista.com/inmueble/108710825/,"OFICINA TECNOCASA - BARAJAS - MADRID vende piso en Calle Avenida de Logroño.    Vivienda de 2 habitaciones, 1 cuarto de baño, salón amplio y luminoso, cocina y terraza comunitaria con tendedero.    La vivienda cuenta con plaza de garaje y trastero, ambos incluidos en el precio. Además la vivienda tiene aire acondicionado por conducto, y calefacción de gas natural. Además de contar con ventanas climalit. Vivienda totalmente exterior. La finca cuenta con ascensor.  Excelente para entrar a vivir.  Cerca tiene todos los servicios como la parada de metro, restaurantes, farmacias, colegios y el centro de salud. El inmueble se localiza en el casco histórico de Barajas, con muy buenas comunicaciones tales como paradas de Autobús (Líneas 101, 105, 115, 151, 166, 212 y 827) y parada de metro (Línea 8). Financiación de hasta el 100% con nuestro departamento financiero, Kiron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos. 30 años en Madrid. ¡Gracias por la confianza!",False,good,False,4458.0,True,False,False,False,[],False,False,370000.0,€,True,True,flat,,"Casco Histórico de Barajas, Madrid",Piso en avenida de Logroño,1,True,Casco Histórico de Barajas,True,,,,,
108466169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/7c/4a/1346038019.webp,DÚP_770,55,599000.0,duplex,sale,100.0,2,2,"calle del Laúd, 1 -7",Madrid,Madrid,Ciudad Lineal,es,40.4825146,-3.6637097,True,https://www.idealista.com/inmueble/108466169/,"Descubre este espectacular dúplex de 100m² ubicado en una de las zonas residenciales más deseadas del norte de Madrid. Una vivienda en un moderno edificio de 2011, que combina amplitud, comodidad y estilo, en el entorno perfecto para disfrutar de una vida tranquila, con servicios exclusivos y excelentes comunicaciones con el centro de la ciudad. La vivienda se distribuye en dos plantas con una disposición muy funcional. En la planta baja, un elegante recibidor da paso a un amplio salón-comedor con cocina abierta, un espacio moderno y luminoso perfecto para el día a día o para disfrutar con invitados. En esta misma planta se encuentra un aseo de cortesía. Subiendo a la planta superior, encontramos un cuarto de baño completo y dos dormitorios muy espaciosos con posibilidad de hacer un tercero si se desea. Cuenta con aire acondicionado en ambas plantas individualizadas y calefacción central, lo que garantiza el confort durante todo el año. Además, incluye una amplia plaza de garaje con capacidad para coche y moto, y un trastero de 6m², ideal para almacenaje. Pero sin duda, lo que hace única a esta propiedad son sus extraordinarias zonas comunes. La urbanización ofrece una espectacular piscina cubierta climatizada con apertura total para los meses de verano, zona de relax con jacuzzi, sauna, solárium con ducha, gimnasio con vestuario, parque infantil y amplias zonas verdes con césped artificial, bancos de obra y una fuente central que aporta frescor y belleza. Todo ello cuidado al detalle y con portero físico en horario de mañana y tarde, además de montacargas, ascensores y cuarto de basuras operativo. La ubicación es inmejorable en una de las zonas más cotizadas de la capital. Esta vivienda goza de una excelente conexión con el centro y con toda la ciudad. Además, está junto a un centro de salud y muy cerca de colegios, supermercados, zonas verdes y todos los servicios esenciales. Por último, cuenta en la misma entrada de la urbanización con fácil acceso a los autobuses, estación de Cercanías Fuente de la Mora o de la parada de Metro de Pinar de Chamartín a tan solo 400 mts, línea N1, centro de salud, colegios y acceso inmediato a las carreteras M-11, M-40, M-30 y aeropuerto, facilitando una movilidad rápida y cómoda tanto dentro como fuera de Madrid.  Una oportunidad única para quienes buscan un hogar completo, cómodo y elegante en una urbanización con prestaciones de alto nivel. No dejes pasar esta vivienda: lo tiene todo. Además desde Allegro Inmobiliaria, NO COBRAMOS COMISIÓN ALGUNA AL COMPRADOR.  ¡Contáctanos para más información o agendar tu visita!  ref:DÚP_770.",False,good,False,5990.0,False,False,False,False,[],False,False,599000.0,€,True,True,flat,duplex,"Costillares, Madrid","Dúplex en calle del Laúd, 1 -7",6,True,Costillares,True,615000.0,16000.0,3.0,,
102777765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/3e/d3/1166970822.webp,HBAG-3013-009,18,390000.0,flat,sale,59.0,1,1,avenida Doctor Federico Rubio y Galí,Madrid,Madrid,Tetuán,es,40.4529761,-3.7078283,False,https://www.idealista.com/inmueble/102777765/,"APARTAMENTO EN AVENIDA DOCTOR FEDERICO RUBIO Y GALÍ SEGUNDO EXTERIOR DERECHA HBAG-3013-009 HOME BOUTIQUE Real Estate vende precioso apartamento de 59 m² más una sobre altura en el bajo cubierta de unos 25 m², con estructura de madera vista. Una zona extra que usar como zona de descanso o trabajo, con luz natural a través del salón y dos ventanas tipo velux en la cubierta. El apartamento dispone de un dormitorio con ventana a la corrala, baño completo y un luminoso salón con cocina integrada. El salón se abre a la avenida a través de dos balcones con cerrajería. La cocina dispone de muebles bajos y altos con puertas en material laminados en una elegante combinación de blanco y gris, con frontal de encimera en gres porcelánico. Equipada con electrodomésticos marca Balay (placa de inducción, campana extractora, horno, microondas y frigorífico combi con congelador). Preinstalación para lavadora y/o secadora. Carpintería interior de puertas lisas lacadas en blanco. Armarios empotrados forrados interiormente con balda maletero y barra perchero. En cuanto al interior de los inmuebles destacan las pinturas lisas, los suelos de tarima flotante, y gres porcelánico en baños en combinación con el alicatado de suelo a techo en color blanco. Luminarias interiores con bombillas led de luz cálida. Ubicado en el centro del Distrito de Tetuán, a medio camino entre Cuatro Caminos y Plaza de Castilla, y muy cerca de Ciudad Universitaria. El edificio ha sido sometido a una rehabilitación integral, por lo que los inmuebles cuentan con las calidades y comodidades de la obra nueva y todo el encanto de un edificio de principios del siglo XX. Se ha conservado la fachada con su aire elegante, con ménsulas y escayolas con sobre relieves, cerrajería original, así como la tradicional corrala interior, que hace de distribuidor del acceso a las viviendas, dotando a las mismas de un aire chic renovado. Para más información, nuestro equipo está a tu disposición.",False,good,False,6610.0,True,True,False,False,[],False,False,390000.0,€,,,flat,,"Bellas Vistas, Madrid",Piso en avenida Doctor Federico Rubio y Galí,2,True,Bellas Vistas,True,,,,,
108760164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/da/4c/1354333397.webp,,46,168000.0,duplex,sale,47.0,1,1,calle del Doctor Salgado,Madrid,Madrid,Puente de Vallecas,es,40.3982736,-3.6640561,False,https://www.idealista.com/inmueble/108760164/,"Apartamento-dúplex de construcción reciente. En la planta principal encontramos la cocina americana amueblada con electrodomésticos, y cuarto de baño con plato de ducha. La zona destinada al salón tiene un gran ventanal que hace que sea muy luminoso y acceso a las escaleras para la segunda planta con el dormitorio y ventana mirador al exterior. Dispone bomba frio calor en cada planta y termo eléctrico para el agua caliente. Suelos de tarima flotante. Ventanas de aluminio. puerta principal blindada. Finca tranquila con ascensor.  Muy bien situado a tan solo cinco minutos de la avenida de la Albufera, metro Nueva Numancia (L1), y autobuses 10, 24, 54, 57, 58, 111, 136, 310, N10 y N25. Barrio muy tranquilo y rodeado de servicios, comercios de barrio, bancos, colegios, centro médico,...",True,good,False,3574.0,True,False,False,False,[],False,False,168000.0,€,,,flat,duplex,"Numancia, Madrid",Dúplex en calle del Doctor Salgado,1,True,Numancia,True,,,,,
81900004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/3d/4f/587246122.webp,0507,25,1690000.0,flat,sale,135.0,3,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4243096,-3.6852354,False,https://www.idealista.com/inmueble/81900004/,"Fortuny Real Estate presenta espectacular inmuebles a estrenar en el corazón del Barrio de Salamanca.  Se trata de una vivienda ubicada en un distribuida en un salón comedor con la cocina americana totalmente equipada con electrodomésticos de alta gama. Tiene 3 dormitorios amplio con armarios de suelo a techo, el principal cuenta con vestidor y cuarto de baño en suite. Reforma de diseño con altas calidades con la posibilidad de quedarse con los muebles. Portero físico y trasero. Opción a una plaza de garaje. Sin duda un piso único en la zona. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,12519.0,False,False,False,False,[],False,False,1690000.0,€,True,False,flat,,"Recoletos, Madrid",Piso,3,True,Recoletos,True,,,,50000.0,
