propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108841434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/61/70/1356688481.webp,Oportunidad piso en zona hospital,17,1,268000.0,flat,sale,88.0,True,2,2,calle Antonio Van de Pere,Madrid,Valdemoro,Hospital,es,40.195884,-3.6896402,False,https://www.idealista.com/inmueble/108841434/,"Ubicación privilegiada y confort en perfecta armonía Te presentamos esta luminosa vivienda ubicada en una de las zonas con mayor crecimiento de la ciudad. A solo unos pasos del Hospital y rodeada de todo lo necesario para tu día a día: supermercados, colegios, transporte público y más. Además, se encuentra muy cerca de un gran centro comercial y cuenta con excelente acceso a las principales vías de comunicación. El piso ofrece una distribución funcional y cómoda: dos amplios dormitorios, dos baños completos, y una cocina independiente totalmente equipada con mobiliario y electrodomésticos. Disfruta de acabados de calidad como suelos de tarima, carpintería interior en roble y ventanas Climalit con doble acristalamiento, que garantizan un óptimo aislamiento térmico y acústico durante todo el año. La climatización no será un problema gracias al sistema de aire acondicionado con bomba de calor y una caldera nueva de alta eficiencia energética. Incluye también plaza de garaje y trastero, dentro de una urbanización cerrada que ofrece piscina, zonas ajardinadas y parque infantil: un entorno perfecto para relajarte o compartir tiempo con la familia. Una opción ideal si buscas vivir en una zona bien conectada, tranquila y rodeada de todas las comodidades. ¡No dejes pasar esta oportunidad! Contáctanos y agenda tu visita sin compromiso.",False,good,False,True,,3045.0,False,False,True,False,[],False,False,268000.0,€,True,True,flat,,"Hospital, Valdemoro",Piso en calle Antonio Van de Pere,Destacado,,,,
108656350,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/89/c3/1351269978.webp,CLK00/5026,26,2,430000.0,flat,sale,64.0,True,3,2,calle de Ocaña,Madrid,Madrid,Latina,es,40.3881776,-3.7516586,False,https://www.idealista.com/inmueble/108656350/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Aluche, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 64 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y parking. Situado en el barrio de Aluche, en la Calle Calle de Ocaña, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital Central de La Defensa Gómez Ulla y a 11 minutos en coche del Palacio de Vistalegre Arena. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Eugenia de Montijo (L5). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,6719.0,True,False,False,False,[],False,False,430000.0,€,True,True,flat,,"Aluche, Madrid",Piso en calle de Ocaña,Destacado,Aluche,,,
108643588,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/4e/17/1358425305.webp,CLK00/5021,26,1,550000.0,flat,sale,65.0,True,3,1,calle de Sancho Dávila,Madrid,Madrid,Barrio de Salamanca,es,40.4265996,-3.6632648,False,https://www.idealista.com/inmueble/108643588/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Fuente del Berro, en Madrid. La vivienda está ubicada en la 1 planta patio de manzana con ascensor. Dispone de una superficie total de 65 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y portero. Situado en el barrio de Fuente del Berro, en la Calle Sancho Dávila, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como la Plaza de Toros de Las Ventas, el Movistar Arena, El Corte Inglés Goya y del Parque de la Quinta de la Fuente del Berro. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Ventas (L2 y L5). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,8462.0,True,False,False,False,[],False,False,550000.0,€,,,flat,,"Fuente del Berro, Madrid",Piso en calle de Sancho Dávila,Destacado,Fuente del Berro,,,
108914123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/5f/06/1358784389.webp,RP1582025140482,49,,350000.0,chalet,sale,148.0,,6,3,avenida de las Naciones,Madrid,Colmenar de Oreja,,es,40.0725324,-3.4451143,False,https://www.idealista.com/inmueble/108914123/,"Se presenta este exclusivo chalet independiente de aproximadamente 150 m² construidos, ubicado sobre una generosa parcela de 950 m², ideal para quienes buscan privacidad, confort y un entorno natural sin renunciar a la comodidad. Distribuido en dos plantas, la vivienda cuenta con 6 espaciosas habitaciones, entre ellas una suite principal con vestidor y baño privado, además de 3 baños completos en total, lo que garantiza funcionalidad y amplitud para toda la familia. En la planta baja, encontramos una cocina totalmente equipada, un amplio salón ideal para el descanso, y un comedor independiente perfecto para reuniones familiares o con amigos. Los espacios han sido diseñados para ofrecer máxima luz natural y una circulación fluida entre estancias. El exterior no se queda atrás: el chalet dispone de una gran piscina privada, porche cubierto, patio interior y dos zonas ajardinadas diferenciadas: un comedor de invierno, cerrado y funcional durante todo el año, y un jardín de verano, perfecto para disfrutar del buen tiempo al aire libre. Esta propiedad se encuentra en una Urbanización segura, con vigilancia las 24 horas del dia y servicio de conserje que le brindan control y tranquilidad. Una propiedad única por su extensión, distribución y espacios exteriores, ideal tanto como vivienda habitual como segunda residencia.",False,good,False,,,2365.0,False,False,False,False,[],False,False,350000.0,€,True,True,chalet,independantHouse,Colmenar de Oreja,Casa independiente en avenida de las Naciones,Destacado,,,,
107718267,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/86/56/1320741340.webp,vivienda 3,15,,795000.0,chalet,sale,304.0,,4,3,"camino de los Malatones, 65",Madrid,Algete,,es,40.6136428,-3.538991,True,https://www.idealista.com/obra-nueva/107718267/,"¡Descubre tu nuevo hogar en Algete! Exclusiva promoción de 8 viviendas unifamiliares de obra nueva, diseñadas para garantizar el máximo confort. Situadas en Camino de los Malatones 65, Algete. Con una superficie construida de 304m2, cada vivienda cuenta con 3 amplios dormitorios y un dormitorio en suite con vestidor, ideal para adaptarse a tus necesidades familiares. También, dispone de una cocina moderna amueblada y un amplio y luminoso salón-comedor donde podrás relajarte y compartir momentos. Además, cada vivienda dispone de 3 baños completos diseñados con acabados de alta gama. Podrás disfrutar de un generoso jardín privado, perfecto para el ocio al aire libre, además de una amplia zona ajardinada común con piscina y área de merendero de 1.392 m2. La comodidad también está garantizada gracias al acceso directo a un garaje comunitario subterráneo con 3 plazas de aparcamiento por vivienda equipadas con preinstalación para puntos de recarga de vehículos eléctricos. Se dispone de un espacioso cuarto de lavandería y de un trastero. Acceso directo desde el garaje a la vivienda. Este chalet cuenta con calificación energética A en consumo de energía y emisiones de CO2, lo que lo convierte en una opción sostenible y eficiente. Esta promoción combina confort, modernidad y calidad de vida en un entorno tranquilo, pero bien conectado con Madrid. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Algete. ¡Ven a conocer tu futuro hogar! La entrega de la vivienda está prevista para el segundo trimestre del 2027. Precios sin IVA.",False,,True,,False,2615.0,True,False,False,False,[],False,False,795000.0,€,True,True,chalet,independantHouse,Algete,"Casa independiente en camino de los Malatones, 65",Destacado,,,,
108786855,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/80/d7/1355096201.webp,CLK00/4948,25,1,590000.0,flat,sale,80.0,True,3,2,Particular de Cavanilles,Madrid,Madrid,Retiro,es,40.4044176,-3.676307,False,https://www.idealista.com/inmueble/108786855/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Pacífico, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 80 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Pacífico, en la Calle Particular de Cavanilles, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Parque de El Retiro, el Hospital Universitario Infantil Niño Jesús y de la estación de tren Madrid Puerta de Atocha-Almudena Grandes. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Conde de Casal (L6) y Pacífico (L1). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,7375.0,True,False,False,False,[],False,False,590000.0,€,,,flat,,"Pacífico, Madrid",Piso en Particular de Cavanilles,Destacado,Pacífico,,,
108691551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/b3/7c/1352474564.webp,CLK00/5076,26,2,865000.0,flat,sale,108.0,True,3,2,calle del General Ramírez de Madrid,Madrid,Madrid,Tetuán,es,40.4553566,-3.6988691,False,https://www.idealista.com/inmueble/108691551/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Cuatro Caminos, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 108 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y parking. Situado en el barrio de Cuatro Caminos, en la Calle General Ramirez de Madrid, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Estadio Santiago Bernabéu, el Mercado de Maravillas y de El Corte Inglés Castellana. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Estrecho (L1). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,8009.0,True,False,False,False,[],False,False,865000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso en calle del General Ramírez de Madrid,Destacado,Cuatro Caminos,,,
108537309,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/80/e8/1347827739.webp,1741,24,4,1795000.0,flat,sale,163.0,True,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4382465,-3.6865964,False,https://www.idealista.com/inmueble/108537309/,"En el corazón del prestigioso Barrio de Salamanca, en plena zona de Castellana, situado a escaso metros del IE y de la calle Serrano, se encuentra esta luminosa y elegante vivienda de 163 m² situada en una 4ª planta exterior de un edificio señorial y sin barreras arquitectónicas. La propiedad destaca por su excelente distribución al tratarse de una planta cuadrada y vistas despejadas. Se presenta en buen estado de conservación. Dispone de tres espaciosas habitaciones, cada una con su baño en suite, de las cuales 2 son exteriores. La orientación norte garantiza una luz constante y agradable durante todo el día, con vistas totalmente despejadas que aportan una sensación de apertura poco común en esta zona. Gracias a sus grandes ventanales y altura, la vivienda goza de una luminosidad excepcional. Como valor añadido, se incluyen 2 plazas de garaje: una plaza de garaje situada a la vuelta de la esquina y otra en Serrano, un lujo imprescindible en esta ubicación. Una oportunidad única para quienes buscan vivir con distinción en una de las zonas más exclusivas de Madrid.",False,good,False,True,,11012.0,True,False,True,False,[],False,False,1795000.0,€,True,True,flat,,"Castellana, Madrid",Piso,Destacado,Castellana,,,
108836693,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/f2/31/1356566007.webp,CLK00/5025,25,2,775000.0,flat,sale,94.0,True,3,3,calle de Santa Hortensia,Madrid,Madrid,Chamartín,es,40.4468201,-3.6687644,False,https://www.idealista.com/inmueble/108836693/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Prosperidad, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 94 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, portero y accesibilidad para personas con movilidad reducida. Situado en el barrio de Prosperidad, en la Calle Santa Hortensia, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el intercambiador de Avenida América a escasos minutos, así como parques y gimnasios. A su vez, está próximo a supermercados, restaurantes, colegios, paradas de autobús, y a las estaciones de metro Alfonso XIII y Prosperidad (L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,8245.0,True,False,False,False,[],False,False,775000.0,€,,,flat,,"Prosperidad, Madrid",Piso en calle de Santa Hortensia,Destacado,Prosperidad,,,
107718125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/c4/0e/1320741342.webp,vivienda 8,15,,795000.0,chalet,sale,304.0,,4,3,"camino de los Malatones, 65",Madrid,Algete,,es,40.6136428,-3.538991,True,https://www.idealista.com/obra-nueva/107718125/,"¡Descubre tu nuevo hogar en Algete! Exclusiva promoción de 8 viviendas unifamiliares de obra nueva, diseñadas para garantizar el máximo confort. Situadas en Camino de los Malatones 65, Algete. Con una superficie construida de 304m2, cada vivienda cuenta con 3 amplios dormitorios y un dormitorio en suite con vestidor, ideal para adaptarse a tus necesidades familiares. También, dispone de una cocina moderna amueblada y un amplio y luminoso salón-comedor donde podrás relajarte y compartir momentos. Además, cada vivienda dispone de 3 baños completos diseñados con acabados de alta gama. Podrás disfrutar de un generoso jardín privado, perfecto para el ocio al aire libre, además de una amplia zona ajardinada común con piscina y área de merendero de 1.392 m2. La comodidad también está garantizada gracias al acceso directo a un garaje comunitario subterráneo con 3 plazas de aparcamiento por vivienda equipadas con preinstalación para puntos de recarga de vehículos eléctricos. Se dispone de un espacioso cuarto de lavandería y de un trastero. Acceso directo desde el garaje a la vivienda. Este chalet cuenta con calificación energética A en consumo de energía y emisiones de CO2, lo que lo convierte en una opción sostenible y eficiente. Esta promoción combina confort, modernidad y calidad de vida en un entorno tranquilo, pero bien conectado con Madrid. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de Algete. ¡Ven a conocer tu futuro hogar! La entrega de la vivienda está prevista para el segundo trimestre del 2027. Precios sin IVA.",False,,True,,False,2615.0,True,False,False,False,[],False,False,795000.0,€,True,True,chalet,independantHouse,Algete,"Casa independiente en camino de los Malatones, 65",Destacado,,,,
108916525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/b3/e9/1358858979.webp,RP2092025140502,37,1,379000.0,flat,sale,100.0,True,3,1,calle de Camarena,Madrid,Madrid,Latina,es,40.3917458,-3.7569745,False,https://www.idealista.com/inmueble/108916525/,"REDPSIO ESTUDIO NUEVO ALUCHE pone a su disposición en exclusiva este espacioso y reformado piso en primera planta con ascensor, ubicado en una zona privilegiada. Este luminoso piso cuenta con 3 habitaciones, 1 baño, cocina independiente con salida a un tendedero cubierto, amplio salón con terraza incorporada. Con una superficie de 100 m2 construidos y 85 m2 útiles. Además, cuenta con portero físico, calefacción central con contador individual y una plaza de garaje subterránea.  ¡No dejes pasar esta oportunidad de adquirir tu nuevo hogar! Contacta con nosotros para más información y visita llamando al al correo por la plataforma oficial de REDPISO o Idealista. Contamos con Dpto. Financiero propio que podrá aconsejarle de manera GRATUITA sobre todas las opciones de financiación gracias a sus convenios con las entidades financieras, en función de su situación laboral y económica. FINANCIACION HASTA EL 100%. *El precio no incluye el ITP (Max. 6% sobre el precio final de venta), ni el % equivalente al los honorarios por intermediación inmobiliaria, así como los gastos notariales y/o registrales (según el caso).",False,good,False,True,,3790.0,False,False,False,False,[],False,False,379000.0,€,True,True,flat,,"Aluche, Madrid",Piso en calle de Camarena,Destacado,Aluche,,,
108815541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/54/79/1355944777.webp,CLK00/5089,20,5,440000.0,flat,sale,88.0,True,3,2,calle Conjunto de Avenidas,Madrid,Alcobendas,Norte,es,40.5603409,-3.6679157,False,https://www.idealista.com/inmueble/108815541/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Ensanche, en Alcobendas. La vivienda está ubicada en la 5 planta exterior con ascensor. Dispone de una superficie total de 88 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Ensanche, en la Calle Conjunto de Avenidas, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial La Viña, El Museo Nacional de Ciencias y Tecnología y la estación de cercanías Alcobendas - San Sebastián de los Reyes (C4a). A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y la estación de metro Manuel de Falla (L10). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,5000.0,True,False,False,False,[],False,False,440000.0,€,,,flat,,"Norte, Alcobendas",Piso en calle Conjunto de Avenidas,Destacado,,,,
108748177,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/81/48/1353956007.webp,CLK00/4915,26,4,410000.0,flat,sale,102.0,True,3,2,paseo de Santa María de la Cabeza,Madrid,Madrid,Carabanchel,es,40.3909429,-3.7095459,False,https://www.idealista.com/inmueble/108748177/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Comillas, en Madrid. La vivienda está ubicada en la 4 planta exterior con ascensor. Dispone de una superficie total de 102 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Comillas, en la Paseo Santa María de la Cabeza, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial Plaza Río 2 y del Parque Madrid Río. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Usera (L6). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",True,good,False,True,,4020.0,True,False,False,False,[],False,False,410000.0,€,,,flat,,"Comillas, Madrid",Piso en paseo de Santa María de la Cabeza,Destacado,Comillas,,,
108337834,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/71/02/1349675077.webp,,27,5,306000.0,flat,sale,100.0,True,3,2,"calle Florencia, 5",Madrid,Torrejón de Ardoz,Noreste,es,40.4624963,-3.4673288,True,https://www.idealista.com/inmueble/108337834/,"¡Descubre tu nuevo hogar en Torrejón de Ardoz! Este espectacular piso exterior, ubicado en el encantador barrio de La Veredillas, te ofrece todo lo que necesitas para disfrutar de una vida cómoda y plena. Con una superficie de 100 m², este inmueble se encuentra en perfecto estado de conservación y cuenta con una orientación sur-este que inunda cada rincón de luz natural. El amplio salón, con vistas despejadas, es el lugar ideal para relajarte o recibir a tus amigos. La cocina está completamente equipada con electrodomésticos, perfecta para los amantes de la gastronomía. Además, dispone de tres habitaciones generosas con armarios empotrados, brindando un espacio de almacenamiento óptimo. el barrio cuenta con todos los servicios necesarios: supermercados, colegios, centros de salud y zonas deportivas. La cercanía a espacios verdes como el Parque Europa y el Cerro el Viso te permitirá disfrutar de la naturaleza sin salir de la ciudad. Además, la excelente comunicación por transporte público, con la estación de Renfe a solo 2 minutos a pie y varias paradas de autobús cercanas, facilita tus desplazamientos hacia Madrid y el Aeropuerto de Barajas. Este piso también incluye plaza de garaje en superficie sin numerar y libre para cualuier vecino, aire acondicionado y acceso adaptado para personas con movilidad reducida. Y si buscas relajarte, podrás disfrutar de la piscina y el jardín comunitario. ¡No pierdas la oportunidad de vivir en un lugar que lo tiene todo! Ven a visitarlo y enamórate de tu futuro hogar.",False,good,False,True,,3060.0,False,False,True,False,[],False,False,306000.0,€,True,True,flat,,"Noreste, Torrejón de Ardoz","Piso en calle Florencia, 5",Destacado,,,,
107990438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/3b/02/1330853717.webp,CLK01/4929,14,1,190000.0,flat,sale,61.0,True,3,1,calle del Puerto de Arlabán,Madrid,Madrid,Puente de Vallecas,es,40.3840911,-3.6674512,False,https://www.idealista.com/inmueble/107990438/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de San Diego, en Madrid. La vivienda está ubicada en la 1 planta exterior sin ascensor. Dispone de una superficie total de 61 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con terraza. Situado en el barrio de San Diego, en la Calle Puerto de Arlaban, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial Madrid Sur, el Centro de Salud Ángela Uriarte y a 6 minutos en coche del Estadio de Vallecas. A su vez, está próximo a supermercados, restaurantes, colegios, parques, gimnasios, paradas de autobús y a la estación de tren Asamblea de Madrid-Entrevías (C2 y C7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,renew,False,False,,3115.0,True,False,False,False,[],False,False,190000.0,€,,,flat,,"San Diego, Madrid",Piso en calle del Puerto de Arlabán,Destacado,San Diego,195000.0,5000.0,3.0
108819586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/e3/10/1356066736.webp,CLK00/5016,24,3,445000.0,flat,sale,39.0,True,1,1,calle de Méjico,Madrid,Madrid,Barrio de Salamanca,es,40.4350811,-3.6737107,False,https://www.idealista.com/inmueble/108819586/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Guindalera, en Madrid. La vivienda está ubicada en la 3 planta exterior con ascensor. Dispone de una superficie total de 39 m², distribuidos en salón y comedor, cocina abierta equipada, 1 dormitorio y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Guindalera, en la Calle Mejico, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital de La Princesa y el Intercambiador de Avenida América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Diego de León (L4, 5 y 6). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,11410.0,True,False,False,False,[],False,False,445000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Méjico,Destacado,Guindalera,,,
108855079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/2a/2e/1357093156.webp,CLK00/5019,25,4,325000.0,flat,sale,75.0,False,3,1,calle de los Urquiza,Madrid,Madrid,Ciudad Lineal,es,40.4327323,-3.6462965,False,https://www.idealista.com/inmueble/108855079/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Pueblo Nuevo, en Madrid. La vivienda está ubicada en la 4 planta interior con ascensor. Dispone de una superficie total de 75 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Pueblo Nuevo, en la Calle de los Urquiza, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como parques, hospitales y la estación de metro Quintana (L5). A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios y paradas de autobús. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,,4333.0,True,False,False,False,[],False,False,325000.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de los Urquiza,Destacado,Pueblo Nuevo,,,
