propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
107512694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/b0/7c/1314670115.webp,47,bj,700000.0,flat,sale,102.0,True,6,2,calle de Cristóbal Bordiú s/n,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4430516,-3.6992924,True,https://www.idealista.com/inmueble/107512694/,"CALMA. es les presenta este piso de lujo para alquiler por habitaciones de ensueño en pleno Barrio de Chamberí que te aportará una rentabilidad superior al 4,50% neto anual con calidades de lujo para inversores conservadores. El espacio ofrece una superficie de 102 m2 construidos y 92 m2 útiles, aprovechando al máximo detalle su distribución. La zona de noche se compone de 6 amplias y acogedoras habitaciones de uso individual. Las habitaciones se alquilan en el entorno de los 700€-750€ más gastos siendo una excelente inversión para un inversor conservador. Las zonas comunes están distribuidas con una cocina, con un diseño vanguardista y totalmente equipada además de por dos completos baños con ducha y muy funcionales. Gracias a su estratégica orientación y ubicación en el edificio, disfrutarás de una abundante iluminación natural en todas las áreas. Todas las habitaciones se entregan totalmente amuebladas con muebles de primer nivel, así como nevera individual, armario empotrado con luz y aire acondicionado en cada habitación. El barrio de Chamberí se trata de una de las mejores zonas para invertir debido a su alta demanda de habitaciones por su cercanía al centro financiero de AZCA, las universidades de Minas, Nebrija, CEU San Pablo, ICADE así como los mejores restaurantes de la ciudad. Inviertes en un piso realizado con las mejores calidades del mercado garantizando una buena inversión. Trabajamos con marcas como Roca, Parador, Cortizo, Bticino, Mitsubishi.   Ofrecemos garantía postventa única en el sector y te entregaremos tu inversión con planos “as built” como si de obra nueva se tratase. En CALMA. es creamos hogares únicos e inversiones rentables.",False,good,False,True,6863.0,True,False,False,False,[],False,False,700000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Cristóbal Bordiú s/n,,,,,,,,
108095019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/77/d9/1333658803.webp,19,3,515000.0,flat,sale,120.0,True,3,2,"calle Gales, 37",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.397257,-3.5525113,True,https://www.idealista.com/inmueble/108095019/,"**Piso en Venta en El Cañaveral - ¡Tu nuevo hogar te espera! **! SIN COMISION DE AGENCIA! Descubre este espectacular piso de 120 m² en El Cañaveral, donde la luz natural y las vistas despejadas se combinan para ofrecerte un ambiente acogedor y luminoso. Con una orientación sureste, disfrutarás del sol durante gran parte del día. Este inmueble cuenta con tres dormitorios, cada uno equipado con armarios empotrados, perfectos para mantener todo en orden. Además, dispone de dos baños modernos que garantizan comodidad para toda la familia. La urbanización es un verdadero oasis de tranquilidad, con zonas comunes que incluyen un hermoso jardín, piscina y gimnasio. Imagina relajarte en la gran terraza de 17 m², ideal para disfrutar de momentos al aire libre. La calefacción por aerotermia con suelo radiante y el apoyo de split en el salón aseguran un confort óptimo durante todo el año.  Además, contarás con servicio de conserjería y videovigilancia 24 horas, brindando seguridad y tranquilidad. La plaza de garaje y trastero están incluidos en el precio, lo que añade un valor extra a esta maravillosa propiedad. ¡No dejes pasar la oportunidad de vivir en este magnífico piso! Contáctanos para más información y ven a verlo.",False,good,False,True,4292.0,True,False,False,False,[],False,False,515000.0,€,flat,"El Cañaveral, Madrid","Piso en calle Gales, 37",Gales,,,,,True,True,
108871906,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/ab/71/1357566298.webp,19,1,189900.0,flat,sale,64.0,True,3,1,avenida de la Constitucion,Madrid,Móstoles,Centro,es,,40.3273458,-3.861662,False,https://www.idealista.com/inmueble/108871906/,"Vivienda reformada para entrar a vivir con ascensor, ubicada en Móstoles Central, con todo tipo de servicios, tales como colegios, guarderías, zonas comerciales, supermercados, ambulatorio, bancos, etc. Bien comunicada a través de diversos tipos de transporte, tales como Metro y Renfe (estación de Móstoles Central) a tan solo 5 minutos de la vivienda, y líneas de autobuses urbanas e interurbanas,  (1,4, 526,529, 529A, 529H, 531,531ª, 541,545, 546,547, 548, N501, N505) y comunicándonos con Madrid capital en apenas 20 minutos, así como por carretera a través de la A-5, M-50, M-506 Vivienda exterior y muy luminosa de 67 m2, distribuidos en hall, tres dormitorios, salón comedor ampliado a terraza, cocina amueblada y baño con plato de ducha. Cuenta con calidades como: Suelos son de tarima, las paredes lisas y las ventanas de aluminio blanco en todas las estancias. La vivienda dispone de aire acondicionado con bomba de calor en el salón y en la habitación principal. Para más información o visitar esta vivienda, no lo dude, llame al ó Luis Miguel Cedena. Vivienda Madrid inmobiliaria oficina de Getafe cuenta con la experiencia y mejor servicio para todos nuestros clientes. Disponemos de 22 oficinas en toda la Comunidad de Madrid y nos avalan más de 22 años de experiencia en el sector inmobiliario. Estamos especializados en compraventas, alquileres, trámites de herencias y cambios de domicilios. Valoraciones gratuitas y sin compromiso de inmuebles, asesorando a nuestros clientes de forma personalizada. Le esperamos en Avenida de España 47 de Getafe o recibir más información en el teléfono  Horario comercial de lunes a viernes por la mañana de 9:30 a 14:00, y por la tarde de 17:00 a 20:30. Sábados de 10:00 a 14:00.",False,good,False,True,2967.0,False,False,False,False,[],False,False,189900.0,€,flat,"Centro, Móstoles",Piso en avenida de la Constitucion,VMF14 - Avda. de la Constitución,,,,,,,
108147784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/61/3c/1335280808.webp,59,bj,495000.0,flat,sale,151.0,True,2,2,calle de la Fuente Carrantona,Madrid,Madrid,Moratalaz,es,Horcajo,40.408158,-3.6302598,False,https://www.idealista.com/inmueble/108147784/,"2 hab. 2 baños completo parking y trastero incluidos La vivienda muy luminosa es un bajo con PATIO-JARDIN PRIVADO orientación mediodía y con 2 orientaciones el resto de la casa sur-norte, lo que permite una rápida ventilación cruzada. Ahora mismo la propiedad se encuentra ALQUILADA, en rentabilidad, a una persona de 94 años, bien en la finalización del contrato hasta 2028 fecha límite dada por la propiedad o antes de esa fecha, la vivienda quedaría para entrar sin el Inquilino o se podría volver a alquilar. No deje de consultarnos por esta particularidad. La vivienda supone una gran INVERSIÓN de futuro cercano debido a la alta demanda de la zona y del precio de venta. La calefacción y el agua caliente es individual por gas natural. Consta también de plaza de garaje incluida, trastero y zonas comunes e infantiles con jardines cuidados. Además conserje en horario laboral. No tiene piscina lo cual es un ahorro en los gastos de Comunidad de vecinos. El inmueble se encuentra en una de las mejores zonas de Moratalaz, el edificio linda a la calle Fuente Carrantona, con buen ambiente familiar y vecindario y al del parque forestal y de la cuña verde, todo en un espacio natural, dotado de carril bici, anfiteatro, instalaciones deportivas y juegos infantiles Esta zona se encuentra a 700 metros de altitud (uno de los puntos más altos de Madrid capital) por lo que unido a presencia de grandes zonas verdes presenta muy buena calidad del aire atmosférico todo el año). Gran oferta de colegios públicos y privados: Sagrada Familia, Gredos, Pío Baroja, Rey Pastor, Senara, etc.  Comercios cercanos andando: tiendas de alimentación, pastelerías, cafeterías, gimnasio, polideportivos, farmacias, agencias de viaje, bancos, etc. Autobuses. Rápida Bus-lanzadera E4 a O´Donnell y Goya, además 30, 100, 140. Metro Pavones Línea 9. Fácil acceso en coche a M-30, M-40, A3, R3 y eje de O´Donnell. Si necesita financiación, tenemos un SERVICIO FINANCIERO eficaz.",True,renew,False,True,3278.0,False,False,False,False,[],False,False,495000.0,€,flat,"Horcajo, Madrid",Piso en calle de la Fuente Carrantona,N04-JIB-00025,,,,,True,True,
108711282,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/73/c4/1352859369.webp,26,2,565000.0,flat,sale,103.0,True,2,2,calle Isaac Albéniz,Madrid,Majadahonda,Golf - El Carralero,es,,40.4457988,-3.8602003,False,https://www.idealista.com/inmueble/108711282/,"HOGARES MAJADAHONDA VENDE EN EXCLUSIVA PISO DE DOS DORMITORIOS EN URBANIZACIÓN CON PISCINA. Una de mejores zonas de Majadahonda, con todos los servicios cercanos, rodeado de amplias zonas verdes. Te presentamos esta vivienda, ubicada en una de las zonas más tranquilas y prácticas de Majadahonda. Al entrar nos encontramos un hall de bienvenida, desde el cual se distribuye la entrada a la zona de estar, cocina y zona de descanso. El amplio salón comedor aporta calidez y luminosidad a la vivienda, debido a su acertada orientación sur, contando además con salida directa a una terraza con espectaculares vistas al monte, que aportan paz y descanso. Al entrar en la zona de descanso encontramos dos dormitorios equipados con sus correspondientes armarios empotrados. Además, contamos con cuarto de baño para dar servicio a los dormitorios y un aseo adicional. Incluye además un amplio trastero, La finca cuenta con ascensor, amplias zonas verdes, piscina, zona multideporte y zona de vestuarios. En cuanto a la zona, estás rodeado de todos los servicios. Hay colegios, supermercados, parques, centros deportivos y transporte público. También contamos con buena conexión por con la M-50 y la M-503, lo que facilita la comunicación con Madrid. ¡ No dude en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA AL 100%!",False,good,False,True,5485.0,False,False,False,False,[],False,False,565000.0,€,flat,"Golf - El Carralero, Majadahonda",Piso en calle Isaac Albéniz,MC25/25,,,,,,,
105892785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/ec/88/1266188293.webp,43,1,595000.0,flat,sale,92.0,True,6,2,"calle de Sangenjo, 8",Madrid,Madrid,Fuencarral,es,La Paz,40.4837632,-3.7033162,True,https://www.idealista.com/inmueble/105892785/,"CALMA®. es les presenta este piso de lujo para alquiler por habitaciones de ensueño en pleno Barrio del Pilar que te aportará una rentabilidad superior al 5% neto anual con calidades de lujo para inversores conservadores. El espacio ofrece una superficie de 92 m2 construidos y 85 m2 útiles, aprovechando al máximo detalle su distribución. La zona de noche se compone de 6 amplias y acogedoras habitaciones de uso individual.  Las habitaciones de alquilan en el entorno de los 600€-700€ más gastos siendo una excelente inversión para un inversor conservador. Las zonas comunes están distribuidas con una cocina, con un diseño vanguardista y totalmente equipada además de por dos completos baños con ducha y muy funcionales. Gracias a su estratégica orientación y ubicación en el edificio, disfrutarás de una abundante iluminación natural en todas las áreas. Todas las habitaciones de entregan totalmente amuebladas con muebles de primer nivel, así como nevera individual, armario empotrado con luz y aire acondicionado en cada habitación.  El barrio del Pilar se trata de una de las mejores zonas para invertir debido a su alta demanda de habitaciones por su cercanía al centro financiero de las 4 torres, así como los hospitales Ramón y Cajal y La Paz así con el Centro Comercial de La Vaguada. Inviertes en un piso realizado con las mejores calidades del mercado garantizando una buena inversión. Trabajamos con marcas como Roca, Parador, Cortizo, Bticino, Mitsubishi.   Ofrecemos garantía postventa única en el sector y te entregaremos tu inversión con planos “as built” como si de obra nueva se tratase. En CALMA®. es creamos hogares únicos e inversiones rentables.",False,good,False,True,6467.0,True,False,False,False,[],False,False,595000.0,€,flat,"La Paz, Madrid","Piso en calle de Sangenjo, 8",,,,,,,,
104286936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/14/15/1327901648.webp,52,,240000.0,chalet,sale,48.0,,1,1,calle Principal,Madrid,Serracines,,es,,40.6234009,-3.4025959,False,https://www.idealista.com/inmueble/104286936/,"NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA Se vende bonita parcela con piscina en el Jardín de Serracines. La finca está muy bien ubicada en una zona con mucha privacidad y bonitas vistas. Dispone de varias zonas diferenciadas, zona ajardinada con barbacoa, zona de huerto y árboles frutales, zona de piscina con ducha solar y solárium, y una bonita construcción con un amplio porche acristalado, pequeña cocina amueblada con electrodomésticos (frigorífico, lavadora, lavavajillas, fuegos de gas y termo de agua) cuarto de baño completo con ducha. A esta estancia también se le puede dar el uso de garaje. La parcela cuenta con una casa de madera junto a la piscina que puede servir para almacenaje, o como habitación adicional, ya que dispone de agua y luz. Tiene un total de 2.215 m² de parcela y la superficie total construida es de aproximadamente 48 m².  No pierda la oportunidad de visitar esta finca aprovechar las ventajas de una vivienda en el campo a tan solo treinta minutos de Madrid capital. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",True,good,False,,5000.0,False,False,False,False,[],False,False,240000.0,€,chalet,Serracines,Casa independiente en calle Principal,EP2214,independantHouse,,,,True,True,
107150279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/2a/aa/1304501497.webp,20,bj,460000.0,flat,sale,224.0,True,3,2,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4588442,-3.6614469,False,https://www.idealista.com/inmueble/107150279/,"Desde LEGEND REAL ESTATE ponemos a tu disposición EXCELENTE INMUEBLE con inmejorable ubicación  Local con licencia comercial dispuesto una parte como vivienda y otra para desarrollo de actividad comercial. DISTRIBUCIÓN Doble acceso, el acceso principal se realiza por unas escaleras. Puerta acorazada da acceso a un gran salón en forma de L, con grandes ventanas que dan a un patio comunitario (no de tránsito). Desde este salón puedes acceder al baño, cocina y un dormitorio.  Luego podrás acceder a un amplio espacio versátil, de techos de doble altura, 3 habitaciones diferenciadas, y un aseo amplio. Este imponente espacio, tiene también un acceso independiente por escaleras desde el portal.  Cuenta con un salón comedor luminoso, con ventanas con rotura de puente térmico y cristales Climalit. Amplia cocina, en muy buen estado de conservación, completamente equipada. La misma cuenta con vitrocerámica, campana extractora y lavavajillas.    CARACTERÍSTICAS DEL INMUEBLE Tiene una superficie construida de 224 m². - doble acceso, totalmente independientes. Uno de ellos frente al portal de acceso. - Puertas acorazadas. - Aire acondicionado. - Suelos de mármol Travertino. - Paredes en liso. - Ventanas Climalit con rotura de puente térmico. - Calefacción por suelo radiante y caldera individual.   UBICACIÓN: Se encuentra ubicado la mejor zona de Arturo Soria, rodeado de todo tipo de servicios a escasos minutos, supermercados, bancos, colegios, el conocido Centro Comercial Arturo Soria Plaza, comercios y restauración.  Numerosos espacios verdes enmarcan el barrio, el cual está conectado perfectamente por servicios de movilidad y transporte. Autobuses, y Metro Arturo Soria a pocos minutos andando, con accesos viales directos a la M30, E-90.   COMUNIDAD: 80€ + DERRAMA 60€ (COMUNIDAD DE 16 VECINOS) IBI: 436€  IT: Aprobada PROPUESTA DE REFORMA: Manteniendo la distribución actual y los accesos, reformar las habitaciones para conseguir 5 habitaciones en cada área (10 en total) consiguiendo una rentabilidad aproximada de un 17-19%. Consulta gratuita con nuestro departamento financiero, financiación hasta el 100% bajo estudio financiero.  Si tienes alguna pregunta o quieres programar una visita, ¡no dudes en ponerte en contacto con nosotros!",False,good,False,False,2054.0,True,False,False,False,[],False,False,460000.0,€,flat,"Colina, Madrid",Piso en calle de Arturo Soria,,,,,,,,
108903247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/78/fa/1358447453.webp,35,4,239900.0,flat,sale,57.0,True,2,1,"calle de Andrea Puech, 18",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4646313,-3.7047318,True,https://www.idealista.com/inmueble/108903247/,"**Piso en Venta en Tetuán, Madrid - ¡Una Oportunidad Única! ** Descubre este magnífico piso en la última planta de un edificio con encanto en el barrio de Tetuán, Valdeacederas. Con una superficie de 57 m², esta propiedad combina a la perfección la arquitectura tradicional con toques modernos, ofreciendo un espacio acogedor y funcional. Disfruta de sus 2 dormitorios luminosos y un baño completo, ideal para una vida cómoda y práctica. La cocina independiente es perfecta para los amantes de la gastronomía, mientras que el salón exterior, orientado al sur, te permitirá disfrutar de la luz natural durante todo el día. Ubicado en una calle vibrante, este piso está rodeado de mercados locales y comercios de proximidad, creando un ambiente lleno de vida. Además, cuenta con excelentes conexiones de transporte, a solo unos pasos de la estación de metro de Tetuán (Línea 1) y varias líneas de autobús. La comunidad es acogedora y el barrio está en constante transformación, lo que añade un alto potencial de revalorización a esta inversión. No pierdas la oportunidad de vivir en un lugar que combina tradición y modernidad. Este piso es ideal tanto para inversores como para quienes buscan su nuevo hogar en Madrid. ¡Contáctanos para más información y agenda tu visita!",False,good,False,False,4209.0,False,False,False,False,[],False,False,239900.0,€,flat,"Valdeacederas, Madrid","Piso en calle de Andrea Puech, 18",,,,,,,,
108806063,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/16/58/1355685052.webp,26,3,195000.0,flat,sale,99.0,True,3,1,Fuenlabrada central,Madrid,Fuenlabrada,Centro,es,,40.2817741,-3.7992842,False,https://www.idealista.com/inmueble/108806063/,"OPORTUNIDAD PISO LUMINOSO EN FUENLABRADA CENTRAL con terraza abierta, ubicado en el centro de Fuenlabrada ideal para familias distribuido por hall de entrada, salón-comedor, cocina, baño con bañera, trastero interior y un total de 3 amplios dormitorios. Calidades: suelos de baldosa, destacar las vistas despejadas desde la terraza; el piso requiere actualización. Comunidad: 40€ Comunicaciones: acceso próximo a la M-50 y M-506, además de excelente comunicación en el transporte público metro L12 Fuenlabrada Central y cercanías Renfe C-5; piso muy céntrico rodeado de pequeños y grandes comercios, centros de salud, centros deportivos, centros de enseñanza, parques y centros comerciales. Te ofrecemos asesoría financiera gratuita y la posibilidad de llegar al 100% de financiamiento.  Estamos a tu disposición de realizar visitas de lunes a domingo, llámanos te aseguramos que no te arrepentirás. ¡Contacta con nosotros para más información!  Los honorarios de intermediación inmobiliaria no están incluidos en el precio.",True,good,False,False,1970.0,True,False,False,False,[],False,False,195000.0,€,flat,"Centro, Fuenlabrada",Piso en Fuenlabrada central,,,,,,,,
108126486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/e3/09/1334645368.webp,18,1,184000.0,flat,sale,73.0,True,2,1,paseo del Deleite s/n,Madrid,Aranjuez,Vergel-Las Olivas,es,,40.0242751,-3.6189558,True,https://www.idealista.com/inmueble/108126486/,"NAVARRO REAL ESTATE vende piso en Aranjuez - Vergel / Las Olivas. Desde NAVARRO REAL ESTATE tenemos el placer de anunciarles en exclusiva este fantástico piso en perfecto estado, listo para entrar a vivir. Amplio piso compuesto por dos dormitorios y un baño. Al entrar en la vivienda encontramos un distribuidor que nos conduce a todas las estancias de la vivienda. El salón - comedor es muy amplio, cuenta con un balcón. La cocina se encuentra totalmente equipada, con electrodomésticos y muebles a medida. Los dos dormitorios son dobles, muy amplios y cuentan con armarios empotrados. El baño cuenta con un plato de ducha. Calidades de la vivienda: paredes de gotelé, suelo de gres, carpintería interior de roble macizo, puerta exterior blindada de seguridad y ventanas de tipo Climalit. La finca cuenta con ascensor. Urbanización cerrada con conserje físico. Este inmueble tiene una ubicación céntrica, ofreciendo fácil acceso a servicios y comodidades como comercios, supermercados, transporte público y zonas de ocio. No dude en llamarnos para concertar una cita para poder visitar el piso. Disponemos de departamento financiero para asesorarle y si lo necesita, conseguir las mejores condiciones para su hipoteca.",True,good,False,True,2521.0,True,False,False,False,[],False,False,184000.0,€,flat,"Vergel-Las Olivas, Aranjuez",Piso en paseo del Deleite s/n,NRE-AR4,,,,,,,
108792385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/03/9a/1355263628.webp,23,2,849000.0,flat,sale,167.0,True,4,2,calle de Yeseros,Madrid,Madrid,Centro,es,Palacio,40.4138098,-3.7122154,False,https://www.idealista.com/inmueble/108792385/,"Fantástica y luminosa vivienda en el corazón de la ciudad. ¡Descubre tu nuevo hogar en el corazón de Madrid! Inmo Personal Seller ofrece en EXCLUSIVA, este espectacular piso de 167 m² catastrales que ofrece todo lo que necesitas para vivir cómodamente en una de las zonas más privilegiadas de la ciudad. Con 4 dormitorios y 2 baños, es perfecto para disfrutar en familia. El salón es amplio y bañado por luz natural, gracias a sus balcones que ofrecen vistas encantadoras. La cocina, luminosa y equipada con office, es ideal para los amantes de la gastronomía.  Recientemente renovado y pintado, el piso cuenta con aire acondicionado y calefacción de gas natural para tu confort durante todo el año. Los armarios empotrados maximizan el espacio de almacenamiento, y existe la posibilidad de ampliar a dos habitaciones más si lo deseas como inversión por habitaciones. Además, se puede entregar amueblado, incluido en el precio. Con orientación sur, este piso en una planta intermedia del edificio garantiza tranquilidad y encanto en pleno centro. Una oportunidad única tanto para vivir como para invertir. ¡No lo dejes escapar! En cuanto a la ubicación del edificio, decir que es inmejorable ya que está situada en el distrito centro en la zona de Palacio. Palacio es el nombre que recibe en la ciudad de Madrid el barrio n. o 11, el de mayor extensión de los seis que componen el distrito Centro. Dentro de él se encuentran el Palacio Real de Madrid, el Teatro Real de Madrid, la antigua morería y las cavas, la plaza de la Villa y parte del Madrid de los Austrias. También alberga la zona conocida como barrio de La Latina, considerado por muchos un barrio propio. Además del conjunto museístico del Palacio Real, está el Museo del Convento de la Encarnación. Además de los jardines del recinto del Palacio Real de Madrid, destacan en el barrio los Jardines de Las Vistillas, así como los parques de Atenas y del Emir Mojamed I, además de otras zonas ajardinadas como la Dalieda de San Francisco o las franjas verdes de la Cuesta de los Ciegos y la Cuesta de las Descargas. Por su estupenda ubicación gozarás de gran variedad de restaurantes, servicios y de transporte público para poder moverte por toda la ciudad. ¡No dejes pasar esta oportunidad única!",True,good,False,False,5084.0,True,False,False,False,[],False,False,849000.0,€,flat,"Palacio, Madrid",Piso en calle de Yeseros,,,,,,,,
108679806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/72/92/1351913683.webp,29,3,459000.0,flat,sale,72.0,True,3,1,calle de Canillas,Madrid,Madrid,Chamartín,es,Prosperidad,40.4427864,-3.6728589,False,https://www.idealista.com/inmueble/108679806/,"DANIMA GROUP VENDE EN EXCLUSIVA FABULOSA VIVIENDA DE SEGUNDA MANO EN UNO DE LOS MEJORES BARRIOS DEL CENTRO DE LA CAPITAL GRAN OPORTUNIDAD PARA PERFIL RESIDENCIAL O INVERSOR Las dimensiones catastrales del producto (72m) se reparten de la siguiente manera: - Vivienda (68m). - Elementos comunes (4m). El inmueble se encuentra en la tercera planta del edificio, construido en 1950; dispone de ascensor comunitario y está ubicado en una de las zonas con más demanda y más potencial de la capital. La I. E. E. de la finca fue favorable en 2019. La vivienda tiene doble orientación (exterior e interior) y consta de: - Salón-comedor. - Cocina. - Baño. - 3 dormitorios. - Pasillo distribuidor. Posee una excelente ubicación: - <1 minuto Escuela Infantil Privada El Parque. - <2 minutos Centro Privado De Formación Profesional Específica Cesur-Madrid. - <2 minutos Colegio De Educación Infantil Y Primaria Luis Bello. - <2 minutos Supermercado Condis. - <5 minutos Mercado de la Prosperidad. - < 5 minutos Supermercado Ahorramás.  - <5 minutos Metro Prosperidad (Línea 4). - <5 minutos Parada de autobús (Línea 9 y 73). - <5 minutos Intercambiador Avenida de América (Líneas 4, 6, 7 y 9 de metro, y 12, 29, 52, 5, 122, 200, C1, C2, N2, N4 de la EMT). - <15 minutos Centro de Salud Santa Hortensia - Acceso cercano a la M-30. - Gran variedad comercial y servicios en la zona. Si deseas concertar una visita presencial (sin coste y sin compromiso) para conocer el inmueble y su entorno no dudes en ponerte en contacto con nosotros. ¡Te esperamos!",False,renew,False,True,6375.0,True,False,True,False,[],False,False,459000.0,€,flat,"Prosperidad, Madrid",Piso en calle de Canillas,,,,,,,,
107752227,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/95/9e/1347155782.webp,38,9,480000.0,flat,sale,82.0,True,3,1,calle de Finisterre,Madrid,Madrid,Fuencarral,es,La Paz,40.4776124,-3.7031478,False,https://www.idealista.com/inmueble/107752227/,"**Piso en Venta en Barrio del Pilar - Madrid** ¡Descubre tu nuevo hogar en este espectacular piso A ESTRENAR de 82 m²! Ubicado en la novena planta de un edificio moderno con ascensor, este inmueble a estrenar ofrece tres habitaciones luminosas que invitan a la tranquilidad y el descanso.  El amplio salón es perfecto para disfrutar de momentos inolvidables con amigos y familiares, mientras que la terraza con vistas despejadas te permitirá relajarte al aire libre. La cocina tipo office es ideal para los amantes de la gastronomía, y cuenta con preinstalación de aire acondicionado para mayor confort.  Además, la comunidad tiene un coste muy accesible de solo 87€, lo que hace de este piso una opción inmejorable. La ubicación es otro de sus grandes atractivos: a pocos pasos del metro Barrio del Pilar (L9) y con acceso a diversas líneas de autobús, tendrás todo Madrid al alcance de tu mano. A solo 3 minutos a pie del centro comercial La Vaguada y rodeado de numerosos comercios, tendrás todo lo que necesitas a tu disposición.  No pierdas la oportunidad de visitar este magnífico piso. Las visitas están disponibles de lunes a jueves de 10:00 a 19:00 h y viernes de 10:00 a 15:00 h. ¡Y lo mejor de todo! No se cobra comisión al comprador. ¡Ven a verlo y enamórate!",True,good,False,True,5854.0,True,False,False,False,[],False,False,480000.0,€,flat,"La Paz, Madrid",Piso en calle de Finisterre,,,,,,,,
106596691,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/fe/1f/1288177571.webp,19,1,145000.0,studio,sale,20.0,False,0,1,calle del Salitre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4103971,-3.6986435,False,https://www.idealista.com/inmueble/106596691/,"Se trata de un piso en una primera planta SIN ASCENSOR. DESCRIPCIÓN DETALLADA: - Salón con sofa, cama de 1,35, TV, ventilador de techo, armario. - Cocina independiente, completamente equipada con electrodomésticos, vitrocerámica, de 4 fuegos, lavadora, Frigorifico, Muebles altos y bajos de almacenamiento. - Baño completo con plato de ducha. VIVIENDA con: - Suelos de Gres. - Ventanas y puertas son originales de la vivienda restauradas de doble acristalamiento, y en prefecto estado de conservación Si buscas un piso en venta que te ofrezca comodidad, y una buena ubicación, este es el lugar ideal para ti. ¡No pierdas la oportunidad de visitarlo! UBICACION: Diversidad Cultural: Lavapiés es conocido por su mezcla de culturas, lo que se refleja en la variedad de restaurantes, tiendas y eventos culturales. Arte y Creatividad: El barrio es un centro artístico, con numerosas galerías, teatros y espacios alternativos que promueven el arte contemporáneo. Ambiente Bohemio: Su atmósfera relajada y bohemia atrae a artistas, estudiantes y creativos, lo que genera un ambiente dinámico y acogedor. Ubicación Central: Situado cerca del centro de Madrid, Lavapiés tiene fácil acceso a otros barrios y atracciones turísticas. Transporte Público: Excelente conexión de metro y autobuses, facilitando el desplazamiento por la ciudad. Mercados y Comercio Local: Cuenta con mercados como el Mercado de San Fernando, donde se pueden encontrar productos frescos y comida típica.",True,good,False,False,7250.0,True,False,False,False,[],False,False,145000.0,€,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Salitre,,studio,,,,,,
