propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108446186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/34/68/1345115418.webp,2201/22010039/16,29,335500.0,flat,sale,71.0,3,1,Barrio Berruguete,Madrid,Madrid,Tetuán,es,40.4641092,-3.7058118,False,https://www.idealista.com/inmueble/108446186/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 1 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Berruguete, Tetuan (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Tetuan y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Po Direccion-Las Almortas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 620 metros, existen 2 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 4 supermercados, un banco, una lavandería, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Tunel Marques de Viana - Sor Angela de la Cruz. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 26/01/2032 Renta mensual actual: 1.320€ Rentabilidad estimada: 4.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,4725.0,True,False,True,False,[],False,False,335500.0,€,,,flat,,"Berruguete, Madrid",Piso,1,True,Berruguete,False,,
108493442,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/a0/46/5b/1346550621.webp,3ºB,7,365000.0,flat,sale,54.0,1,1,"Emilio Muñoz, 47",Madrid,Madrid,San Blas,es,40.4337669,-3.6243142,True,https://www.idealista.com/obra-nueva/108493442/,"Residencial privado compuesto de 48 viviendas de 1, 2 y 3 dormitorios en el histórico barrio de San Blas-Canillejas, uno de los barrios más legendarios de Madrid. A día de hoy se está modernizando y convirtiendo en el Silicon Valley de Madrid debido al proyecto Madbit. San Blas - Madrid es una urbanización privada con piscina, gimnasio, ascensor, garajes, trasteros y viviendas con balcones. Todas las viviendas cuentan con sistema de climatización mediante Aerotermia lo que permite reducir 30% la factura de energía de la vivienda. En San Blas apostamos por la eficiencia energética.",False,,True,6759.0,True,False,False,False,[],False,False,365000.0,€,True,True,flat,,"Simancas, Madrid","Piso en Emilio Muñoz, 47",3,True,Simancas,True,False,
101823993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/39/77/1133675329.webp,32C,8,318000.0,duplex,sale,138.0,3,2,"calle Saiz Romillo, 1",Madrid,Velilla de San Antonio,,es,40.3668595,-3.4864377,True,https://www.idealista.com/obra-nueva/101823993/,"Velilla de San Antonio, Promored lanza la comercialización de 39 exclusivas viviendas en la urbanización cerrada Lares de Velilla Centro, situada en la calle Sainz Romillo, 1. Este nuevo proyecto residencial ha sido diseñado por el prestigioso estudio GSM Arquitectos SLP, bajo la dirección de Gaspar Sánchez Moro, profesional con más de 25 años de trayectoria en el sector. Su firma garantiza un equilibrio perfecto entre diseño, confort y funcionalidad, presente en cada detalle del conjunto.  Las viviendas, disponibles en tipologías de 1, 2 y 3 dormitorios, incluyen plaza de garaje y trastero, y están pensadas para optimizar cada metro cuadrado. La calidad de los materiales y los acabados responde a los más altos estándares, asegurando espacios duraderos, eficientes y acogedores. La promoción ofrece también bajos con jardín privado y áticos con amplias terrazas, perfectos para quienes desean disfrutar de un entorno exterior sin renunciar a la intimidad del hogar.  Además, los residentes podrán disfrutar de unas zonas comunes cuidadas y tranquilas, pensadas para el bienestar y la convivencia en un entorno privado y exclusivo. Lares de Velilla Centro destaca no solo por su arquitectura y calidades, sino también por su excelente ubicación, próxima a todo tipo de servicios y con una comunicación inmejorable con Madrid.  Si estás buscando una vivienda que combine elegancia, calidad de vida y buena conexión, este es el momento. Descubre tu nuevo hogar con Promored en Velilla de San Antonio..",False,newdevelopment,True,2304.0,True,False,False,False,[],False,False,318000.0,€,True,True,flat,duplex,Velilla de San Antonio,"Dúplex en calle Saiz Romillo, 1",2,True,,True,False,
108445869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/f7/a7/1345106096.webp,2201/22010039/255,48,374000.0,flat,sale,80.0,3,1,Barrio Fuentelarreina,Madrid,Madrid,Fuencarral,es,40.4817226,-3.738392,False,https://www.idealista.com/inmueble/108445869/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 1 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Fuentelareina, Fuencarral - El Pardo. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de autobús más cercana es Gabriela Mistral-Alas Clarin y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 440 metros  La zona cuenta con una amplia oferta de entretenimiento con 13 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Sinesio Delgado y la Avenida del Cardenal Herrera Oria. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 29/09/2029 Renta mensual actual: 1.054€ Rentabilidad estimada: 3.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,4675.0,True,False,True,False,[],False,False,374000.0,€,,,flat,,"Fuentelarreina, Madrid",Piso,1,True,Fuentelarreina,False,,
108446183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/ba/94/1345115908.webp,2201/22010039/26,31,374000.0,flat,sale,45.0,2,1,Barrio Chopera,Madrid,Madrid,Arganzuela,es,40.3951659,-3.6967053,False,https://www.idealista.com/inmueble/108446183/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 4 de un edificio residencial y cuenta con ascensor, terraza, armarios empotrados y aire acondicionado.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Chopera, Arganzuela (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Legazpi y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 5 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 7 supermercados, 9 bancos, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con un cine, 3 teatros, 6 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Paseo de las Delicias y la Calle de Embajadores. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 30/07/2031 Renta mensual actual: 1.065€ Rentabilidad estimada: 3.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,8311.0,True,False,True,False,[],False,False,374000.0,€,,,flat,,"Chopera, Madrid",Piso,4,True,Chopera,True,,
108445893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/94/d4/1345107236.webp,2201/22010039/248,34,214500.0,flat,sale,57.0,1,1,Barrio Los Cármenes,Madrid,Madrid,Latina,es,40.4024634,-3.7417744,False,https://www.idealista.com/inmueble/108445893/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 1 dormitorio y 1 baño. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor y terraza.  La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Los Carmenes, Latina (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Lucero y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Lucero y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 550 metros, existen 5 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 210 metros. Además, a menos de 500 metros también puedes encontrar 4 supermercados, 4 bancos.  La zona cuenta con una amplia oferta de entretenimiento con 15 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Paseo de Extremadura y la Calle de Higueras. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 31/07/2031 Renta mensual actual: 920€ Rentabilidad estimada: 5.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,3763.0,True,False,True,False,[],False,False,214500.0,€,,,flat,,"Los Cármenes, Madrid",Piso,1,True,Los Cármenes,True,,
108553388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/bc/3e/1348269554.webp,P.1 1ºB,6,258000.0,flat,sale,109.0,3,2,"calle San Antón, 23",Madrid,Valdemoro,Centro,es,40.1927923,-3.6774153,True,https://www.idealista.com/obra-nueva/108553388/,"""Residencial San Antón"" está situado en pleno centro de Valdemoro, entre las calles Doctor Jiménez Díaz y San Antón, es una promoción de 103 viviendas de 1, 2 y 3 dormitorios con garaje.  Está situada en una plaza ajardinada de uso general y en todos los casos cuentan con plaza de garaje incluida en precio. Las viviendas contarán con calefacción/refrigeración por suelo radiante mediante AEROTERMIA, puertas lacadas en blanco, suelos de gres imitación madera, puerta blindada, cocinas completamente amuebladas, INCLUIDOS TODOS LOS ELECTRODOMÉSTICOS.  El plazo de entrega de las viviendas esta previsto para el 4º Trimestre del próximo año 2026.",False,newdevelopment,True,2367.0,True,False,False,False,[],False,False,258000.0,€,True,True,flat,,"Centro, Valdemoro","Piso en calle San Antón, 23",1,True,,True,False,
108445750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/d7/d0/1345102066.webp,2110/21100022/299,37,209000.0,flat,sale,76.0,2,1,Barrio Aluche,Madrid,Madrid,Latina,es,40.392604,-3.7573586,False,https://www.idealista.com/inmueble/108445750/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 5 de un edificio residencial y cuenta con terraza y armarios empotrados.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Aluche, Latina (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Aluche y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Camarena-Illescas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 550 metros, existen 6 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 250 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 6 bancos, 4 lavanderías.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un gimnasio, 2 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Avenida de los Poblados y la Glorieta de Los Carmenes. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 02/10/2030 Renta mensual actual: 913€ Rentabilidad estimada: 5.2% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,2750.0,True,False,True,False,[],False,False,209000.0,€,,,flat,,"Aluche, Madrid",Piso,5,True,Aluche,False,,
108107144,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/42/02/1334037397.webp,3-A,8,380000.0,flat,sale,62.0,1,1,"calle Navarra, 16",Madrid,Madrid,Tetuán,es,40.4537389,-3.7040362,True,https://www.idealista.com/obra-nueva/108107144/,"Promoción de 20 viviendas en c/ Navarra, en pleno corazón del Barrio de Tetuán, una de las zonas más conectadas, vibrantes y en transformación de Madrid. Ideal tanto para jóvenes que buscan su primera vivienda como para inversores que apuestan por una ubicación estratégica y en auge. A escasos minutos de Cuatro Caminos, Nuevos Ministerios y del espectacular nuevo Estadio Santiago Bernabéu, este enclave ofrece una combinación perfecta entre tradición y modernidad, con toda clase de servicios disponibles, y todo ello en un entorno joven, dinámico y con una revalorización inmobiliaria asegurada. Conectividad total: Metro (L1, L2, L6 y L10) Cercanías en Nuevos Ministerios Múltiples líneas de autobús Fácil acceso a M-30 y A-6 Tanto si buscas tu primera vivienda en Madrid como si quieres invertir en una zona con gran proyección y alta demanda de alquiler, Abauco Tetuán es tu sitio. ¡Seguimos construyendo sueños!",False,newdevelopment,True,6129.0,True,False,False,False,[],False,False,380000.0,€,,,flat,,"Bellas Vistas, Madrid","Piso en calle Navarra, 16",3,False,Bellas Vistas,True,False,
108445617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/db/9b/1345096476.webp,2110/21100022/156,33,269500.0,flat,sale,98.0,3,2,Barrio Los Rosales,Madrid,Madrid,Villaverde,es,40.3562138,-3.6889729,False,https://www.idealista.com/inmueble/108445617/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor y armarios empotrados.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Los Rosales, Villaverde (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Villaverde Bajo y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 500 metros, existen 3 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 3 bancos, una oficina de correos, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con 14 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 5 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia de Toledo, Avenida de Andalucia y la Carretera de Villaverde a Vallecas. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 12/04/2030 Renta mensual actual: 1.211€ Rentabilidad estimada: 5.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,2750.0,True,False,True,False,[],False,False,269500.0,€,,,flat,,"Los Rosales, Madrid",Piso,1,True,Los Rosales,True,,
108445620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/44/4a/1345096790.webp,2110/21100022/208,27,225500.0,flat,sale,58.0,2,1,Barrio Pavones,Madrid,Madrid,Moratalaz,es,40.3982403,-3.6350396,False,https://www.idealista.com/inmueble/108445620/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 3 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Pavones, Moratalaz (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Intercambiador de Pavones y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Encomienda de Palacios-Valdebernardo y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 340 metros, la farmacia más cercana se encuentra a 230 metros, existen 4 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 8 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con 21 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Este, Calle de la Fuente Carrantona y la Avenida del Doctor Garcia Tapia. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 28/09/2027 Renta mensual actual: 796€ Rentabilidad estimada: 4.2% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,3888.0,True,False,True,False,[],False,False,225500.0,€,,,flat,,"Pavones, Madrid",Piso,3,True,Pavones,False,,
108787730,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/cd/35/1355122252.webp,BHHS-MAD-0484,21,7000000.0,duplex,sale,462.0,3,3,Barrio El Viso,Madrid,Madrid,Chamartín,es,40.4516788,-3.6903834,False,https://www.idealista.com/inmueble/108787730/,"Exclusivo Dúplex de Lujo en El Viso con Terraza Privada, Piscina y Vistas Impresionantes Ubicado en el codiciado barrio de El Viso, una de las zonas más exclusivas de Madrid, este impresionante dúplex reformado de lujo de 462 m² ofrece un estilo de vida sofisticado y cómodo. Con 3 dormitorios y 3 baños completos, esta propiedad ha sido diseñada con los más altos estándares de calidad, destacando por sus ventanales panorámicos, calefacción central, aire acondicionado y acabados de primera. La amplia terraza de 170 m² es el corazón del hogar, con una piscina privada, un solárium y un elegante comedor de verano con techo retractil y parrilla argentina, ideales para disfrutar del aire libre y el buen clima madrileño. La terraza, con sus impresionantes vistas, proporciona un espacio único de relajación y entretenimiento. El interior de la vivienda está adornado con suelo de porcelanato, lo que aporta una sensación de amplitud y luminosidad. El diseño abierto y moderno de los espacios destaca en cada rincón, creando un hogar que fusiona confort y lujo en su máxima expresión. Servicios y Comodidades: •Ascensor, ofreciendo acceso directo a la vivienda. •Portero físico para garantizar máxima seguridad y privacidad. •2 plazas de garaje y 2 trasteros, proporcionando todo el espacio necesario para su comodidad. Además, la zona de El Viso es conocida por su exclusividad y la proximidad a prestigiosos colegios, restaurantes de alta gama, tiendas de lujo y una variada oferta de servicios. Esta ubicación privilegiada combina la tranquilidad residencial con la cercanía a todos los servicios que Madrid tiene para ofrecer. Este dúplex es ideal para quienes buscan lo mejor en términos de confort, diseño, y ubicación. Una oportunidad única para disfrutar de una vida de lujo en el centro de Madrid.",False,good,False,15152.0,False,False,False,False,[],False,False,7000000.0,€,True,True,flat,duplex,"El Viso, Madrid",Dúplex,14,True,El Viso,True,,
108639093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/2c/90/1350713676.webp,2110/21100022/199,33,188000.0,flat,sale,45.0,2,1,Barrio San Isidro,Madrid,Madrid,Carabanchel,es,40.396938,-3.7351917,False,https://www.idealista.com/inmueble/108639093/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en San Isidro, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Vista Alegre y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Polideportivo Gallur y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 290 metros, existen 3 farmacias a menos de 300 metros  La zona cuenta con una amplia oferta de entretenimiento con 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Calle del General Ricardos y la Avenida de Nuestra Senora de Valvanera. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 18/10/2028 Renta mensual actual: 690€ Rentabilidad estimada: 4.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,4178.0,True,False,True,False,[],False,False,188000.0,€,,,flat,,"San Isidro, Madrid",Piso,2,True,San Isidro,False,,
