propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108561314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/ba/0c/1348504590.webp,13,218900.0,flat,sale,76.0,3,1,La Avanzada - La Cueva,Madrid,Fuenlabrada,es,40.2932897,-3.7833753,False,https://www.idealista.com/inmueble/108561314/,"Agencia inmobiliaria TECNOCASA de FUENLABRADA – LA AVANZADA, VENDE piso de 79m2 construidos. Compuesto por: entrada, salón, cocina, 3 dormitorios, 1 baño completos con ducha, cocina y terraza. ¡Descubre tu nuevo hogar en esta exclusiva zona! Este encantador piso de 75m² te ofrece todo lo que necesitas para vivir cómodamente.  La cocina está totalmente equipada y cuenta con tres amplios dormitorios y un baño completos con con ducha, uno de ellos en suite, perfectos para aliviar el estrés diario. Las calidades de este piso son excepcionales: suelos de baldosa, paredes pintadas con gotelet y puertas de madera en perfecto estado. FINCA CON ASCENSOR. El inmueble está situado en una zona ya consolidada con multitud de servicios alrededor, a escasos metros de colegios, supermercados, farmacias, bien comunicada por la red de transportes del municipio. Además, te ofrecemos asesoramiento financiero gratuito con Kìron y la posibilidad de financiar hasta el 100% del valor del inmueble. ¡No pierdas la oportunidad de visitar este piso y hacer de él tu nuevo hogar! No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,2880.0,False,False,False,False,[],False,False,218900.0,€,,,flat,,"La Avanzada - La Cueva, Fuenlabrada",Piso,,4,True,La Avanzada - La Cueva,,True,,,,
108563320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/87/c8/1348874320.webp,9,255000.0,flat,sale,85.0,2,1,calle de Anselmo Lorenzo,Madrid,Madrid,es,40.3828835,-3.7683862,False,https://www.idealista.com/inmueble/108563320/,"TECNOCASA ESTUDIO LAS AGUILAS VENDE este encantador piso en el corazón de la ciudad! Con 85 m², esta vivienda es una joya esperando a ser personalizada. Cuenta con dos dormitorios amplios y luminosos, perfectos para crear un espacio acogedor y funcional. El cuarto de baño enorme y completo ofrece comodidad, mientras que el amplio comedor se abre a una acogedora y luminosa terraza de gran tamaño, ideal para disfrutar de momentos al aire libre ya que esta rodeado de jardines en una zona muy tranquila del barrio de Las Águilas. La orientación este, oeste y sur garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. Además, su ubicación es inmejorable, cerca de todos los servicios esenciales. Este piso es apto para personas con movilidad reducida y cuenta gas natural. Situado en la planta baja con altura de primero, de un edificio con ascensor, ofrece comodidad y accesibilidad. No dejes pasar esta oportunidad de vivir en una zona privilegiada y personalizar cada rincón a tu gusto. ¡Ven a visitarlo y enamórate de sus posibilidades!",False,renew,False,3000.0,False,False,False,False,[],False,False,255000.0,€,,,flat,,"Águilas, Madrid",Piso en calle de Anselmo Lorenzo,,1,True,Latina,Águilas,True,,,,
104571814,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/d5/75/1225365902.webp,2,2100000.0,flat,sale,150.0,3,3,Barrio Castellana,Madrid,Madrid,es,40.4298857,-3.6822053,False,https://www.idealista.com/inmueble/104571814/,"Impresionante vivienda exterior completamente reformada a estrenar con 2 balcones a la calle situada en una de las calles más exclusivas y representativas del Barrio de Salamanca. La vivienda se compone de un amplio salón comedor con cocina de diseño integrada, 3 dormitorios, el principal con baño en suite y vestidor y 3 baños. Para visitarlo, contacte con nosotros, estaremos encantados de atenderle, en Hermosilla nº 72, tlf  Trabajamos los sábados. Exclusive World Home by inmomar es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. Inmomar intermediación, es una inmobiliaria especializada principalmente en los distritos de salamanca, retiro, chamberí y chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,14000.0,False,False,False,False,[],False,False,2100000.0,€,,,flat,,"Castellana, Madrid",Piso,8936,4,True,Barrio de Salamanca,Castellana,True,,,,
102916826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/4c/ab/1334100269.webp,4,98200.0,flat,sale,48.0,1,1,calle Peña de Oroel,Madrid,Madrid,es,40.3759357,-3.6225708,False,https://www.idealista.com/inmueble/102916826/,"Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso de 48 m² en venta situado en Madrid.Se trata de un piso de 48 m² distribuidos en varias dependencias.La vivienda se sitúa en el barrio de Vallecas, teniendo buenos accesos por la M-45 y la A-3. También dispone de varias paradas de autobús y se encuentra a pocos metros (350) de la estación de metro de Villa de Vallecas. Además, se encuentra a 11 minutos de la estación de trenes de Vallecas.En la población podemos encontrar servicios como supermercados, alojamientos, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias y otros negocios comerciales. Además, se encuentra cerca del Hospital Universitario Infanta Leonor.Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de.",False,good,False,2046.0,False,False,False,False,[],False,False,98200.0,€,,,flat,,"Casco Histórico de Vallecas, Madrid",Piso en calle Peña de Oroel,CS-19350-0001,,,Villa de Vallecas,Casco Histórico de Vallecas,False,,,,
106897738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/24/98/1297077590.webp,1,142000.0,flat,sale,69.0,3,1,Centro,Madrid,Arganda,es,40.3010039,-3.4466872,False,https://www.idealista.com/inmueble/106897738/,"No cobramos comisión al comprador. INMUEBLE OCUPADO. ¡Gran oportunidad PARA INVERSORES en Arganda del Rey!  Detalles del inmueble:   - Superficie construida: 69 m²   - Salón amplio   - Cocina independiente   - 3 dormitorios   - 1 baño   - Terraza de 12 m²  El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes.  Ubicación estratégica:   - En una zona residencial tranquila, a menos de 500 m del centro de la localidad.   - Rodeado de todos los servicios necesarios y una variada oferta comercial.   - Proximidad a Colegios e Institutos, al Parque de los Patos y a la Ciudad Deportiva Príncipe Felipe.  Excelentes conexiones:   - Fáciles accesos por carretera a R-3, A-3 y a escasos 500 m de la Avenida de Madrid.   - Parada de autobús a menos de 1 minuto a pie, con líneas hacia el resto del municipio, localidades cercanas, y Madrid.   - A 5 minutos de la estación de metro ""Puerta de Arganda. ""  ¡No dejes pasar esta oportunidad! Contáctanos ahora para obtener más información sobre este piso ideal para inversores. Recuerda, ¡no cobramos comisión al comprador!   - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO.",False,good,False,2058.0,False,False,False,False,[],False,False,142000.0,€,,,flat,,"Centro, Arganda",Piso,fo-10153-1,,True,Centro,,False,,,,
107871103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/fb/81/1326802170.webp,32,295000.0,flat,sale,93.0,4,2,Parla Este,Madrid,Parla,es,40.2312798,-3.7573035,False,https://www.idealista.com/inmueble/107871103/,"PISO DE: 4 DORMITORIOS, 2 BAÑOS, 2 PLAZAS DE GARAJE, TRASTERO Y APROBADA LA INSTALACION DE LA PISCINA. NO COBRAMOS HONORARIOS AL COMPRADOR Te presentamos este maravilloso piso de 85m2 útiles en Parla Este. Este espacioso y luminoso piso de 4 dormitorios y 2 baños se encuentra en una tranquila urbanización con zonas ajardinadas. La vivienda se caracteriza por su amplitud y excelente distribución, que separa claramente la zona de día, compuesta por un salón y cocina independiente, de la zona de descanso.  Las cuatro habitaciones son generosas en tamaño, con armarios empotrados que maximizan el espacio de almacenamiento.  El dormitorio principal el cual cuenta con armario empotrado y con baño en suite, como puedes observar este baño cuenta con bañera equipada con mampara. Un segundo baño completamente equipado con ducha y mampara. La cocina es muy amplia, está equipada y amueblada y ofrece un espacio amplio para colocar una mesa. Además cuenta con acceso a un tendedero cubierto.  Su orientación sur llena cada rincón de luz natural.  La vivienda cuenta con un espacioso salón independiente. perfectamente separado en dos ambientes, con Split de aire acondicionado. A todo ello, debemos sumarle las inmejorables calidades con las que nos encontramos: Puertas de roble, paredes lisas, ventanas climalit, suelos de tarima, armarios empotrados y vestidos… La vivienda incluye dos plazas de garaje y trastero dentro del mismo edificio. LA COMUNIDAD TIENE APROBADA LA OBRA DE INSTALACION DE UNA NUEVA PISCINA. ACTUALMENTE LOS RESIDENTES INTERESADOS ESTAN CONTRIBUYENDO AL FONDO PARA LA FINANCIACION DEL PROYECTO. Ubicado en Parla Este, una zona residencial bien comunicada y con todos los servicios al alcance: colegios, supermercados, centros de salud y transporte público, así como un acceso rápido a las principales vías. No dejes pasar esta oportunidad única. ¡Contáctanos para más información y para agendar una visita! Si deseas más información y/o concertar una visita llámanos al o visítanos en Avenida Ingenioso Hidalgo Nº7, Los Molinos. Getafe. Este anuncio puede contener errores y el precio indicado puede sufrir variación sin previo aviso. Si tu preocupación es la hipoteca confía en nosotros; la gestionamos con todos los bancos y tú decides cuál deseas completamente gratis.",False,good,False,3172.0,False,False,False,False,[],False,False,295000.0,€,True,True,flat,,"Parla Este, Parla",Piso,mp1072025,,True,Parla Este,,True,,,,
102609734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/0f/69/1176496986.webp,1,2700000.0,flat,sale,280.0,5,3,Barrio Recoletos,Madrid,Madrid,es,40.4235948,-3.6871011,False,https://www.idealista.com/inmueble/102609734/,"Edificio noble, de carácter palaciego, elementos arquitectónicos importantes de la época. ""Milla de Oro"". Rodeado de las más importantes firmas de moda y de los edificios más representativos y emblemático de Madrid.  Al lado del Parque del Retiro y de la emblemática Puerta de Alcalá. Zona con todas las comodidades y mejores comunicaciones de Madrid.  S. Catastral: 272m2.  Grandes posibilidades de distribución. y reforma. Techos altos.  Piso totalmente exterior. Muy luminoso. Edificio en chaflán con mucha distancia entre las calles, por lo que entra mucha luz. Portero. Proporcionamos plano en la visita.  Mejor ver.",False,renew,False,9643.0,False,False,False,False,[],False,False,2700000.0,€,,,flat,,"Recoletos, Madrid",Piso,Salamanca,1,True,Barrio de Salamanca,Recoletos,True,,,,
108289902,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/5c/f4/1339664500.webp,2,130000.0,flat,sale,72.0,2,2,Fuentebella-San Felix-El Leguario,Madrid,Parla,es,40.2328318,-3.7737747,False,https://www.idealista.com/inmueble/108289902/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,1806.0,False,False,False,False,[],False,False,130000.0,€,,,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso,OK1PMADRID46,2,True,Fuentebella-San Felix-El Leguario,,False,,,,
107298686,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/d5/24/1308817130.webp,1,147000.0,flat,sale,58.0,3,1,Barrio Lucero,Madrid,Madrid,es,40.397586,-3.7510323,False,https://www.idealista.com/inmueble/107298686/,"No cobramos comisión al comprador. INMUEBLE OCUPADO. - ¡Oportunidad única PARA INVERSORES, estupendo piso en el barrio de Lucero! .  Distribución ideal: 3 dormitorios, salón, Cocina independiente y 1 baño.  El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes.  Ubicación inmejorable:  - Zona residencial muy tranquila.  - Rodeado de todos los servicios: centro de salud, polideportivos, colegios, supermercados y una gran variedad de comercios de proximidad.  - Zonas verdes a tu alrededor: Parque de la Cuña Verde de Latina, Parque Cerro Almodovar, y la Casa de Campo.  Excelentes conexiones:  - Fácil acceso a la A-5.  - Parada de autobús a 3 minutos andando, con varias líneas directas al centro y a barrios aledaños.  - A menos de 10 minutos andando de la estación de Metro de Laguna.  - A menos de 10 minutos de la estación de Cercanías Laguna.  ¡No dejes pasar esta oportunidad! Contáctanos ahora y agenda tu visita. Recuerda: no cobramos comisión al comprador. ¡Llama hoy mismo!   - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO.",False,good,False,2534.0,False,False,False,False,[],False,False,147000.0,€,,,flat,,"Lucero, Madrid",Piso,to-0245-2,,True,Latina,Lucero,False,,,,
108280112,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/70/32/1339374688.webp,14,119000.0,flat,sale,61.0,3,1,Centro,Madrid,Arganda,es,40.3022479,-3.4382391,False,https://www.idealista.com/inmueble/108280112/,"Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE este piso en pleno corazón de Arganda, ideal para quienes buscan comodidad y cercanía a todos los servicios. Con 61 m² construidos, esta propiedad cuenta con 3 habitaciones, perfectas para adaptarse a tus necesidades. El baño completo ofrece funcionalidad y confort Ubicado en el centro, disfrutarás de la conveniencia de tener supermercados, farmacias y bares a pocos minutos de tu hogar. Además, la proximidad a la parada de bus facilita el acceso al transporte público, haciendo de este piso una opción ideal para quienes desean moverse con facilidad por la ciudad. Este inmueble es de segunda mano y requiere reformas, lo que te brinda la oportunidad de personalizarlo a tu gusto y convertirlo en el hogar de tus sueños. La vivienda actualmente se encuentra alquilada, para mas información no dudes en contactar con nosotros!",False,good,False,1951.0,False,False,False,False,[],False,False,119000.0,€,,,flat,,"Centro, Arganda",Piso,,3,False,Centro,,False,,,,
108315878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/f0/f5/1340463011.webp,2,160000.0,flat,sale,35.0,1,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4084515,-3.7041312,False,https://www.idealista.com/inmueble/108315878/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: housing without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,4571.0,False,False,False,False,[],False,False,160000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso,OK1PMADRID54,bj,True,Centro,Lavapiés-Embajadores,False,,,,
107234140,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/d8/22/1307566061.webp,11,110000.0,flat,sale,79.0,3,2,Barrio Orcasitas,Madrid,Madrid,es,40.3715787,-3.7105635,False,https://www.idealista.com/inmueble/107234140/,"++++++++++++++++++++++++++++++++VIVIENDA SIN POSESION/ SIN POSIBILIDAD DE FINANCIACIÓN EN SITUACIÓN DE ""CESIÓN DE REMATE"" Vivienda situada en Madrid, en Orcasitas. Tercera planta sin ascensor, dos vecinos por planta, con una superficie de 79,65 metros cuadrados, distribuido en 3 dormitorios, 1 baño, cocina y salón con terraza. Abierta a una gran plaza arbolada alejada de ruidos. Desconocemos el estado actual de la vivienda. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de subasta o cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.",False,renew,False,1392.0,False,False,False,False,[],False,False,110000.0,€,,,flat,,"Orcasitas, Madrid",Piso,COP-ELC-0482,3,True,Usera,Orcasitas,False,,,,
107986862,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/c8/00/1330309797.webp,6,564026.0,chalet,sale,315.0,5,5,calle Doctor Huertas,Madrid,Torrelodones,es,40.568605,-3.94738,False,https://www.idealista.com/inmueble/107986862/,"Se vende espacioso chalet en Torrelodones con jardín, de 315 m2 según catastro. A 30 km de Madrid centro. Se encuentra en la zona de casas de lujo.  La propiedad se oferta con un descuento superior al 30%, respecto a valores de mercado. Esto la convierte en una oportunidad destacada. Particularidades del Proceso de Cesión de Remate Acceso al Inmueble: dada la naturaleza del proceso judicial, no es posible realizar visitas previas al inmueble. El Juzgado no dispone de las llaves, pero gestionará la entrega de la posesión una vez completada la adjudicación. Pago y Financiación: esta modalidad de adquisición requiere el pago en efectivo del importe total, ya que las entidades bancarias no suelen conceder hipotecas hasta que el inmueble se registre formalmente a nombre del comprador. Por tanto, es necesario disponer del 100% de los fondos para proceder con la compra. Consulte a su entidad financiera.  Condiciones de Compra y Perfil del Comprador Este tipo de operación es una inversión inmobiliaria, dirigida tanto a inversores como a compradores finales que dispongan de liquidez suficiente y busquen beneficiarse de un descuento significativo en el precio. No es necesario tener experiencia previa en la adquisición de activos bancarios, ya que nuestro equipo se encarga de guiar todo el proceso, desde la adjudicación hasta la formalización, asegurando que el comprador comprenda las características y requisitos específicos de este tipo de operaciones. Contacto: Para más información sobre este activo o el proceso de cesión de remate, por favor, contacte con nosotros. Estaremos encantados de resolver cualquier consulta y proporcionarle la asesoría necesaria.",False,renew,False,1791.0,False,False,False,False,[],False,False,564026.0,€,True,True,chalet,independantHouse,"Colonia, Torrelodones",Casa independiente en calle Doctor Huertas,K-250506-8JW3ZQ,,,Colonia,,,,,,
107149583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/74/13/1313756665.webp,3,266300.0,flat,sale,101.0,3,2,Barrio Abrantes,Madrid,Madrid,es,40.3748898,-3.7278774,False,https://www.idealista.com/inmueble/107149583/,"NO TE COBRAMOS COMISION. Oportunidad sólo para inversores. El activo se encuentra ocupado por personas sin título en vigor, se trata de anteriores inquilinos que no pagas. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Madrid capital, zona de Carabanchel. Cuenta con una superficie de 101,13 m². En sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado. [IW].",False,good,False,2637.0,False,False,False,False,[],False,False,266300.0,€,,,flat,,"Abrantes, Madrid",Piso,SP ONTANILLA SV,3,True,Carabanchel,Abrantes,True,,,,
105578989,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/9d/0e/1256627138.webp,9,478500.0,studio,sale,39.0,0,1,Barrio Castellana,Madrid,Madrid,es,40.4360439,-3.6821755,False,https://www.idealista.com/inmueble/105578989/,"LuxHOME VENDE ESTUDIO REFORMADO Se vende este exclusivo estudio en pleno Barrio de Salamanca, para entrar a vivir, recién reformado. Muy luminoso. Portero fisico 24h. Muy bien comunicado.",False,good,False,12269.0,False,False,False,False,[],False,False,478500.0,€,,,flat,studio,"Castellana, Madrid",Estudio,,5,True,Barrio de Salamanca,Castellana,True,,,,
108622056,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/e2/e5/1350217445.webp,7,200500.0,flat,sale,57.0,3,1,calle de Antolina Merino,Madrid,Madrid,es,40.385604,-3.7435768,False,https://www.idealista.com/inmueble/108622056/,"Piso de 57 m² ubicado en Madrid. Se trata de un piso de 57 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baño. La vivienda se encuentra en el barrio de Puerta del Ángel, una zona consolidada del distrito de Latina, caracterizada por su ambiente residencial y su proximidad al centro de la ciudad. El edificio presenta una estructura tradicional, con fachada de ladrillo y portal cuidado, lo que aporta una imagen acogedora y funcional. La ubicación del inmueble ofrece excelentes comunicaciones, ya que se encuentra a escasos minutos andando de la estación de metro Puerta del Ángel (Línea 6), facilitando el acceso rápido a cualquier punto de Madrid. Además, cuenta con varias líneas de autobús urbano (31, 33, 36, 39, 65, N18, N19) que conectan con el centro y otros barrios de la ciudad. Para quienes se desplacen en vehículo privado, la vivienda dispone de fácil acceso a la M-30 y a la A-5, principales vías de circunvalación y salida hacia el suroeste de la Comunidad de Madrid. En el entorno inmediato se encuentran todo tipo de servicios: supermercados, restaurantes, farmacias, centros educativos como el Colegio Público Perú y el IES Puerta Bonita, así como instalaciones deportivas municipales. Destaca la cercanía al Hospital Universitario Fundación Jiménez Díaz y al Centro de Salud Puerta del Ángel, lo que garantiza una atención sanitaria de calidad. A pocos minutos se sitúa el Parque de Caramuel y, cruzando el río Manzanares, el emblemático Parque Madrid Río, un gran espacio verde ideal para el ocio y el deporte al aire libre. También es relevante la proximidad al Centro Comercial Príncipe Pío, que ofrece una amplia variedad de tiendas, restauración y ocio. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,3518.0,False,False,False,False,[],False,False,200500.0,€,,,flat,,"Vista Alegre, Madrid",Piso en calle de Antolina Merino,C6-04906-0001,,,Carabanchel,Vista Alegre,False,,,,
108279172,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/ca/5a/1339345813.webp,2,105000.0,flat,sale,46.0,2,1,Barrio San Diego,Madrid,Madrid,es,40.3853293,-3.6674228,False,https://www.idealista.com/inmueble/108279172/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,2283.0,False,False,False,False,[],False,False,105000.0,€,,,flat,,"San Diego, Madrid",Piso,OK1PMADRID44,1,True,Puente de Vallecas,San Diego,False,,,,
108316500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/e7/23/1340480335.webp,2,170000.0,flat,sale,79.0,3,2,El Arroyo - La Fuente,Madrid,Fuenlabrada,es,40.2793672,-3.7986752,False,https://www.idealista.com/inmueble/108316500/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,2152.0,False,False,False,False,[],False,False,170000.0,€,,,flat,,"El Arroyo - La Fuente, Fuenlabrada",Piso,OKPMADRID325,5,True,El Arroyo - La Fuente,,False,,,,
108081629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/d5/af/1333250975.webp,14,820000.0,flat,sale,123.0,3,3,Barrio Chueca-Justicia,Madrid,Madrid,es,40.4215778,-3.6979498,False,https://www.idealista.com/inmueble/108081629/,"Excelente oportunidad. Luminoso piso exterior en una de las calles icónicas de Madrid. Un valor seguro en una de las zonas más chic de Madrid, con luz a raudales y balcones con vistas a la inconfundible arquitectura madrileña. La ubicación es inmejorable, y la finca está completamente rehabilitada, con ITE favorable, y sin derramas, ya que se han llevado a cabo las últimas mejoras en estos años pasados. Si deseas recibir más información no dudes en contactar con nosotros.",False,good,False,6667.0,False,False,False,False,[],False,False,820000.0,€,,,flat,,"Chueca-Justicia, Madrid",Piso,589632211,3,True,Centro,Chueca-Justicia,True,,,,
108861415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/7f/9a/1357286878.webp,3,2600000.0,flat,sale,170.0,3,4,Barrio Almagro,Madrid,Madrid,es,40.4291555,-3.6920823,False,https://www.idealista.com/inmueble/108861415/,"The Well Come Home presenta un magnífico piso de 170 m² a estrenar, ubicado en una finca clásica de 1988 en una tercera planta exterior, en la prestigiosa zona de Almagro. Esta vivienda ha sido renovada con materiales de alta calidad, combinando elegancia y confort en una de las ubicaciones más exclusivas de Madrid. Al entrar, un amplio recibidor da la bienvenida y conduce al luminoso salón/comedor, un espacio ideal para relajarse y disfrutar de momentos en familia o con amigos. La cocina, independiente y equipada con una isla central, ha sido diseñada para satisfacer las necesidades de la vida moderna, ofreciendo un entorno funcional y estéticamente impecable. Además, el piso cuenta con un aseo de cortesía para mayor comodidad. La zona de descanso se compone de tres habitaciones, todas ellas en suite, garantizando el máximo confort y privacidad. Cada dormitorio ha sido diseñado con atención al detalle, ofreciendo un ambiente acogedor y exclusivo, con baños privados que aportan un toque de sofisticación a esta elegante vivienda.",False,good,False,15294.0,False,False,False,False,[],False,False,2600000.0,€,,,flat,,"Almagro, Madrid",Piso,3141,3,True,Chamberí,Almagro,True,,,,
