propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished
107873750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/9b/f4/1326890210.webp,CM-426602,36,4,1895000.0,flat,sale,172.0,True,3,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4268169,-3.7033742,False,https://www.idealista.com/inmueble/107873750/,"ÚNICA Inmobiliaria presenta esta magnífica propiedad totalmente reformada en el prestigioso barrio de Justicia, cercano a la glorieta de Bilbao. Se trata de una cuarta planta exterior con orientación oeste y dos balcones a la calle, con lo que el piso se inunda de luz natural durante todo el día y tiene sol directo en las horas de la tarde. Con respecto a su distribución, son mas de 172 metros cuadrados de superficie y de su exquisita reforma se han conseguido 3 habitaciones dobles y dos baños, uno de ellos en suite, dispone además de un cuarto de lavadero y una gran zona de salón comedor donde se ha abierto el muro de carga para independizar algo la cocina y tener mas independencia. Aire acondicionado por conducto y gran altura de techos. Con respecto a la finca, de fachada clásica y principios de siglo XIX, tiene ascensor y se encuentra en perfecto estado de conservación, recién reformada y con la ITE favorable. Ubicado en una de las calles más representativas de Justicia, por su cercanía al centro financiero y al distrito de Chamberí, rodeado de una amplia oferta de ocio y restauración, con todos los servicios al alcance, zonas de negocios y zonas verdes. Perfectamente comunicado por distintas líneas de metro y autobús. En el barrio de Justicia conviven el elegante bulevar de la Gran Vía y sus edificios neoclásicos y boutiques de lujo con las originales tiendas de la calle Hortaleza, los locales nocturnos de Fuencarral, y los bistrós de moda y bares de tapas en los alrededores de la plaza Santa Bárbara. Vecinos de todas las edades se reúnen en el Mercado de San Antón, en el barrio de moda del centro de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,11017.0,True,False,True,False,[],False,False,1895000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso,Top,,,,,
108169987,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/dc/ed/1335996799.webp,426671,33,2,2400000.0,flat,sale,192.0,True,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4307727,-3.6774016,False,https://www.idealista.com/inmueble/108169987/,"ÚNICA INMOBILIARIA les invita a conocer este excepcional piso en una de las mejores zonas de Madrid, con una ubicación privilegiada, el exclusivo Barrio de Lista dentro del Distrito Salamanca. Se trata de un piso de 193 m2 totalmente reformada con materiales y acabados de gran calidad, donde se han cuidado todos los detalles convirtiéndolo en un espacio soñado para vivir y disfrutar. La distribución del inmueble se articula a través de un elegante pasillo de distribución desde el cual podremos acceder una zona social que es un autentico privilegio con amplio salón comedor con dos salidas a un balcón exterior con vistas despejadas y mucha Luz. Dispone de una amplia cocina office provista de equipamiento de alta gama, área de lavandería cerrada, tres dormitorios, dos de ellos en suite, un baño completo adicional y aseo de cortesía. A lo largo de la vivienda encontramos múltiples armarios empotrados con estanterías para aprovechar el espacio. Respecto a sus calidades, es una reforma con detalles bien planeados que se descubren a medida que vamos conociendo la propiedad y se beneficia de un eficaz sistema domótico, calefacción por aerotermia y aire acondicionado por conductos que está individualizado por zonas para optimizar su rendimiento. Se vende junto con dos trasteros. Se encuentra en una finca señorial que cuenta con los servicios de portero físico. No dejes pasar la oportunidad de adquirir este maravilloso piso en una de las zonas más deseadas de Madrid.  Si buscas un hogar lleno de vida, en un entorno privilegiado y con todas las facilidades, esta es tu oportunidad. ¡Ven a descubrirlo y enamórate de tu próximo hogar! ¡Contáctanos hoy mismo para más información y agenda tu visita! Tu nuevo hogar te está esperando. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,12500.0,True,False,True,False,[],False,False,2400000.0,€,,,flat,"Lista, Madrid",Piso,Top,,,,,
108397255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/ee/25/1342978232.webp,alm557NR,43,3,2490000.0,flat,sale,200.0,True,3,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4282379,-3.69631,False,https://www.idealista.com/inmueble/108397255/,"En una ubicación privilegiada, junto a la plaza de Alonso Martínez y en pleno barrio de Almagro, se encuentra esta luminosa vivienda exterior, ubicada en la tercera planta de una finca clásica de 1965 en excelente estado, con amplio portal, ascensor y portero. La propiedad ha sido completamente reformada con materiales nobles y un diseño cuidado al detalle. Al entrar, sorprende la amplitud del gran salón comedor, presidido por grandes ventanales que enmarcan las vistas y se abren a una agradable terraza de 18 m² orientada al suroeste. Un espacio ideal para disfrutar del exterior en cualquier época del año, con una panorámica muy especial: un elegante palacete de estilo parisino frente a la vivienda, que aporta un aire único y distinguido. Junto al salón, una acogedora biblioteca con zona de lectura y chimenea añade calidez y carácter a la zona social, creando un ambiente perfecto para el descanso o la lectura. La cocina, abierta pero ligeramente independiente, se integra de forma natural al comedor. Cuenta con una isla central, mobiliario de madera hecho a mano y está equipada con electrodomésticos de alta gama, combinando funcionalidad y diseño. La zona de noche se compone de tres amplios dormitorios, todos con baño en suite. El dormitorio principal, amplio y luminoso, tiene acceso directo a la terraza y comparte las mismas vistas despejadas al palacete, lo que lo convierte en un auténtico espacio de calma y privacidad. La vivienda se completa con un aseo de cortesía para invitados. Esta propiedad es mucho más que una vivienda: es una experiencia de luz, amplitud y diseño en una de las ubicaciones más deseadas de la capital. Almagro Prime: distinción y estilo clásico en el centro de Madrid El barrio de Almagro, y especialmente su área más codiciada —conocida como Almagro Prime—, es sinónimo de elegancia, patrimonio arquitectónico y calidad de vida. Calles tranquilas, edificios históricos, embajadas, galerías de arte y restaurantes selectos conforman un entorno residencial de primer nivel. Su proximidad a zonas como Chamberí, Justicia o Recoletos, y su excelente conexión con el resto de la ciudad, lo convierten en una de las direcciones más deseadas para vivir en Madrid. [IW].",True,good,False,True,12450.0,True,False,True,False,[],False,False,2490000.0,€,True,True,flat,"Almagro, Madrid",Piso,Top,,,,,
108008570,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/56/2d/1331014120.webp,San Cosme ,43,,348666.0,chalet,sale,175.0,,4,3,"calle de San Cosme, 20",Madrid,Navalcarnero,Centro,es,,40.2859754,-4.0070776,True,https://www.idealista.com/inmueble/108008570/,"HOGARES NAVALCARNERO VENDE excelente chalet adosado, ubicado cerca de una de las arterias principales del pueblo. Te presentamos este espectacular dúplex que combina elegancia, amplitud y comodidad en cada rincón. Desde el primer paso quedarás encantado con su hall de entrada, que da paso a un ambiente acogedor y sofisticado. Accedemos a la vivienda a través de 16 escalones cómodos y accesibles. En la planta principal encontrarás una habitación versátil, ideal como dormitorio, despacho o sala de juegos, junto a un amplio salón de unos 45 metros, bañado de luz natural gracias a sus dos balcones exteriores. Esta planta se completa con un baño completo y una cocina de gran espacio con zona de office. En la planta superior el descanso está asegurado con tres habitaciones espaciosas, una de ellas, la principal, con baño completo en suite. Todas ellas con excelente iluminación y diseño funcional. Además dispone de otro baño completo que da servicio a las dos habitaciones. Cuenta con aire acondicionado y gas natural. También dispone de plaza de garaje y trastero. Se encuentra muy bien situado, tiene a 5 minutos andando, el centro del pueblo y todos los servicios alrededor. A 1 minuto de la famosa PLAZA de Navalcarnero, se encuentra en uno de los barrios más prestigiosos del centro, dentro de las mejores zonas del municipio, próximo a todo tipo de servicios, comercios, paradas de autobús, instalaciones deportivas, salidas a carretera, etc. FINANCIACIÓN 100%.",True,good,False,,1992.0,True,False,True,False,[],False,False,348666.0,€,True,True,chalet,"Centro, Navalcarnero","Chalet adosado en calle de San Cosme, 20",Top,,,,terracedHouse,
107233086,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/5b/7a/1306924085.webp,23694,33,bj,650000.0,flat,sale,235.0,True,3,2,calle de Martínez Izquierdo,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4311829,-3.6727547,False,https://www.idealista.com/inmueble/107233086/,"Espacioso piso en venta, situado en la Calle de Martínez Izquierdo, en el encantador barrio de Guindalera, te ofrece una oportunidad única.  Con una superficie total de 237 m² (198 m² útiles), este inmueble se encuentra en un bajo exterior, lo que le otorga gran luminosidad y acceso directo desde la calle.  Aunque originalmente se utilizó como oficina, está registrada como vivienda, lo que lo convierte en una excelente opción para aquellos que buscan un espacio amplio y adaptable, tanto para uso residencial como para posibles reformas según sus necesidades. Ubicado en edificio con ascensor, este piso orientado al sur. Cuenta con aire acondicionado y calefacción central que aseguran confort en cualquier época del año. Además, cuenta con un amplio sótano multifuncional. Actualmente unificado con la vivienda vecina, pero se venden por separado, ofreciendo múltiples posibilidades de uso. Ubicado en una zona privilegiada, estarás bien comunicado con el resto de la ciudad gracias a su cercanía a la calle Francisco Silvela, el metro Diego de León y varias líneas de autobús. La salida directa a la M-30 facilita el acceso a otras áreas de Madrid.  Esta es tu oportunidad de vivir en una de las mejores zonas de la capital. ¡No la dejes escapar! Ven a visitarlo y descubre tu nuevo hogar.",True,renew,False,True,2766.0,True,False,True,False,[],False,False,650000.0,€,,,flat,"Guindalera, Madrid",Piso en calle de Martínez Izquierdo,Top,,,,,
98278992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/b9/bd/1335894557.webp,VM2505023,31,2,415000.0,studio,sale,57.0,True,0,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4209841,-3.6996543,False,https://www.idealista.com/inmueble/98278992/,"PISO EXTERIOR, LUMINOSO Y CON BALCÓN EN SOL PISO LUMINOSO QUE DISPONE DE BALCÓN CON VISTAS EN SOL. Piso con ascensor, luminoso, de 57 metros cuadrados según catastro, de los cuales 50m2 son de vivienda, con balcón, con vistas de la ciudad está en venta. La finca en la que se encuentra este singular apartamento está rodeada de comercios, restaurantes, medios de transportes y todo tipo de servicios. La vivienda está situada en una segunda planta con ascensor. El inmueble se ha reformado con magníficas calidades, un diseño selecto y una especial atención a los detalles. La distribución es la siguiente; al acceder tenemos a la izquierda una cocina personalizada independiente, equipada con electrodomésticos y con espacio de almacenaje. A la vuelta de la cocina tiene un baño completo con un plato de ducha amplio con alcachofas de hidromasaje modernas. El piso dispone de una acogedora sala de estar agradable con armarios empotrados a medida para aprovechar al máximo el espacio y una puerta para separar la zona de descanso. Por último llegamos a un dormitorio doble independizado con una preciosa puerta de madera original y con una amplia ventana con balcón orientado al este desde el que se disfruta de un agradable sol por la mañana. Los gastos de comunidad son de 60 € y el IBI 300 €. Excelente oportunidad de inversión, tanto por la ubicación exclusiva del inmueble, (producto muy alquilable con alta rentabilidad), como por las posibilidades de vivir en una vivienda familiar reformada al gusto del comprador. Disponemos de plano actual y de proyecto de reforma. Al no tener apenas muros de carga, permite una total redistribución y maximización de espacios. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,7281.0,True,False,True,False,[],False,False,415000.0,€,,,flat,"Sol, Madrid",Estudio,Top,,,,studio,
108118945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/5b/c3/1334409788.webp,,33,,449000.0,chalet,sale,235.0,,4,3,calle Mirador de Cuenca,Madrid,Collado Villalba,Fontenebro - Altavista,es,,40.6472066,-3.9746181,False,https://www.idealista.com/inmueble/108118945/,"!HOGARES PRENSENTA EN EXCLUSIVA ESTE ESTUPENDO CHALET EN VILLALBA PUEBLO! Este impresionante chalet, situado en la exclusiva zona de Los Miradores de Collado Villalba, ofrece una experiencia de vivienda de alta calidad y comodidad. Con una distribución en 4 plantas, esta propiedad cuenta con 4 dormitorios amplios y luminosos, y 2 baños perfectamente equipados. Además, cuenta con una buhardilla que puede ser utilizada como un quinto dormitorio, lo que la hace ideal para familias numerosas o para aquellos que necesitan un espacio adicional para invitados. El sótano es amplio y versátil, perfecto para ser utilizado como una habitación multiuso. Puedes convertirlo en un estudio, un cuarto de juegos, un gimnasio o cualquier otro espacio que se adapte a tus necesidades y preferencias. La vivienda también dispone de un trastero para almacenar objetos y enseres que no se utilizan con frecuencia, y una plaza de garaje segura y privada para estacionar su vehículo. La propiedad también cuenta con un hermoso jardín y una terraza, perfectos para disfrutar del aire libre y relajarse mientras se contempla el entorno. La urbanización en la que se encuentra la vivienda es un verdadero paraíso para los amantes del deporte y el ocio, con pistas deportivas y una piscina comunitaria para disfrutar durante todo el año. La ubicación de la vivienda es ideal, con acceso directo a los servicios esenciales y a la naturaleza, lo que la hace perfecta para aquellos que buscan una vida tranquila y relajada sin renunciar a la comodidad y la calidad de vida. Los Miradores de Collado Villalba es una zona residencial exclusiva y tranquila, rodeada de naturaleza y con vistas impresionantes. Características destacadas: - 4 plantas con 4 dormitorios, 2 baños y 1 aseo - La cocina se queda completamente amueblada - Buhardilla que puede ser utilizada como un quinto dormitorio - Sótano amplio y versátil para habitación multiuso - Trastero y plaza de garaje segura y privada - Hermoso jardín y terraza para disfrutar del aire libre - Urbanización con pistas deportivas y piscina comunitaria - Ubicación exclusiva en Los Miradores de Collado Villalba - Acceso directo a servicios esenciales y naturaleza - Zona residencial tranquila y exclusiva con vistas impresionantes ¡NO ESPERE MÁS Y CONVIERTA ESTA VIVIENDA EN SU NUEVO HOGAR! Para obtener más información o programas una visita, contáctanos o visita nuestra página web. Nuestro equipo estará encantado de ayudarte y mostrarte todas las ventajas y comodidades que esta propiedad tiene para ofrecer. ¡FINANCIACIÓN AL 100% Y ESTUDIO FINANCIERO GRATUITO SIN COMPROMISO!",True,good,False,,1911.0,True,True,True,True,[],False,False,449000.0,€,True,True,chalet,"Fontenebro - Altavista, Collado Villalba",Chalet pareado en calle Mirador de Cuenca,Top,,,,semidetachedHouse,
108383423,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/4d/63/1342482238.webp,,60,6,990000.0,penthouse,sale,177.0,True,5,2,calle de Ana de Austria,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.4946531,-3.6545262,False,https://www.idealista.com/inmueble/108383423/,"MAGNÍFICO ÁTICO COMPLETAMENTE REFORMADO EN SANCHINARRO. Propiedades La Moraleja & Pozuelo ofrece este precioso ático, reformado recientemente. Esta propiedad cuenta con 172 metros cuadrados distribuidos del siguiente modo:  Hall de entrada que da paso a un espacioso salón al que se ha incorporado parte de la terraza exterior conformándose en distintos ambientes, acceso a una bonita terraza con suelo de teka, magníficas vistas y cerramiento con pérgola acristalada que permite apertura y cierre total. Pasillo distribuidor en el que se encuentran cuatro dormitorios, en uno de ellos se ha instalado un gran vestidor, otros dos dormitorios disponen de armarios empotrados completamente vestidos y comparten un baño. El dormitorio principal cuenta con vestidor y baño en suite. Al lado contrario de los dormitorios se halla la cocina con una terraza completamente cerrada y acondicionada, perfecta para ser utilizada como despacho, cuarto de estar o dormitorio. La vivienda destaca por su luminosidad, cómoda distribución, altas calidades en suelos, ventanas, cerramientos etc. Inmejorable ubicación, a escasos metros de El Corte Inglés, parada de autobuses, próxima a colegios y zonas d restauración y ocio. Dispone de calefacción individual por gas y aire acondicionado centralizado por conductos. Urbanización cerrada con vigilancia 24 horas, piscina de adultos y niños, pádel gimnasio y zona infantil Una plaza de garaje y trastero.",True,good,False,True,5593.0,True,False,True,False,[],False,False,990000.0,€,True,True,flat,"Sanchinarro, Madrid",Ático en calle de Ana de Austria,Top,1050000.0,60000.0,6.0,penthouse,
108254720,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/e9/10/1338644385.webp,,16,2,270000.0,flat,sale,43.0,False,1,1,calle de Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.408266,-3.7056666,False,https://www.idealista.com/inmueble/108254720/,"Piso Reformado con Dormitorio Independiente y Plaza de Garaje en Calle Embajadores  Te presentamos una magnífica oportunidad en pleno corazón de Madrid: un acogedor y moderno piso interior con luz natural, ubicado en una segunda planta sin ascensor en la emblemática calle Embajadores, rodeado de vida urbana y con excelentes conexiones.   Características Principales: Cocina americana de gran tamaño, totalmente amueblada y equipada con electrodomésticos panelados. Su integración con el salón-comedor aporta amplitud y funcionalidad. Salón-comedor amplio y acogedor, con excelente entrada de luz natural, ideal para relajarte o recibir visitas. Dormitorio independiente con baño en suite, que garantiza privacidad y confort. Baño completo, moderno y espacioso, equipado con plato de ducha, ventana climalit y acabados actuales. Ventanas climalit oscilobatientes en todas las estancias, que aseguran un excelente aislamiento térmico y acústico. Vivienda reformada integralmente hace solo dos años, lista para entrar a vivir sin necesidad de inversión adicional. ITE del edificio favorable, lo que garantiza la buena conservación y estado del  inmueble. Incluye Plaza de Garaje en Régimen de Concesión Una ventaja poco común en la zona: plaza de garaje incluida, ideal para quienes valoran la comodidad de aparcar en el centro de Madrid. Luminoso y Tranquilo Aunque es interior, el piso disfruta de abundante luz natural en todas sus estancias gracias a su orientación y distribución, creando un ambiente cálido, agradable y silencioso.   Ubicación Inmejorable Situado en una de las zonas más dinámicas y mejor comunicadas de la ciudad, con una amplia oferta de comercios, servicios, transporte público, cultura y gastronomía a solo unos pasos.   Ideal para: Parejas o personas solas que buscan un hogar con estilo y funcionalidad. Inversores que deseen una propiedad reformada con alta rentabilidad en alquiler. Quienes desean vivir en el centro sin renunciar a la tranquilidad.",True,good,False,False,6279.0,True,False,True,False,[],False,False,270000.0,€,True,True,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Embajadores,Top,,,,,
105448869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/9c/ba/1284832619.webp,,34,bj,790000.0,flat,sale,180.0,True,3,2,avenida de la Ermita s/n,Madrid,La Moraleja,Arroyo de la Vega,es,,40.5368499,-3.637341,True,https://www.idealista.com/inmueble/105448869/,"Moraleja Consulting ofrece piso bajo con jardín privado de 3 dormitorios, 2 baños y un aseo de cortesía. Libre de ruidos del entorno, tranquilo y muy seguro al estar en el interior de la urbanización y el jardín no da a la calle. Sin barreras arquitectónicas no encontramos ningún peldaño de entrada desde las zonas comunitarias al inmueble. Urbanización privada con zonas comunitarias, seguridad 24h. Disponemos de varias piscinas dentro de la urbanización. Gym, pista de squash, zona de juegos infantiles seguridad 24h. rodeado de parques y jardines, muy próximo al gran parque de Avenida de la Vega, con todas las comodidades en el entorno. Este encantador piso bajo de 180 m² construidos cuenta con un jardín privado ideal para disfrutar del aire libre, perfecto para familias con niños y amantes de las mascotas. Cuenta con varios cerramientos acristalados que amplían la vivienda, haciendo los espacios más funcionales. La vivienda ofrece tres dormitorios amplios y luminosos, todos con salida al jardín, destacando el dormitorio principal con baño en suite. y amplio zona de vestidor. Además, desde el salón se ha ampliado, utilizada como despacho o bien una zona de juegos para los niños.  Este espacio te brinda la oportunidad de destinarlo a oficina ya que esta preparada para los días fríos y cálidos La cocina es cómoda y funcional, cuenta con una zona de office. Disponemos de lavadero tendedero. también se ha ampliado este espacio con cerramiento acristalado para que la lavandería sea más cómoda y de buen tamaño. La carpintería interior en blanco aporta un toque moderno y elegante a cada rincón del hogar. los techos de este inmueble son especialmente elevados lo que le da amplitud y elegancia. Los dos dormitorios infantiles comparten un baño completo. Dormitorio principal en suite con gran espacio de vestidor. Todas las estancias de este inmueble cuentan con salida directa al jardín privado por lo que resulta especialmente luminosa y excepcional. Ubicado en una excelente localización, este piso está cerca de transporte público, centros comerciales y grandes parques, facilitando tu día a día. La urbanización ofrece seguridad 24h, piscina comunitaria y un ambiente muy familiar. Además, la vivienda es apta para personas con movilidad reducida y cuenta con acceso adaptado. Con 2 plazas de garaje incluida en el precio, trastero y aire acondicionado. Calefacción por gas natural, este piso tiene todo lo que necesitas. Los gastos de comunidad son de 178 Euros mensuales y el IBI anual es de 850 Euros. No pierdas la oportunidad de vivir en este maravilloso piso con disponibilidad inmediata. ¡Contáctanos para más información y ven a visitarlo!",True,renew,False,True,4389.0,True,False,True,False,[],False,False,790000.0,€,True,True,flat,"Arroyo de la Vega, La Moraleja",Piso en avenida de la Ermita s/n,Top,,,,,
108243018,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/4a/ba/1348716992.webp,V40-CS2105,46,3,850000.0,flat,sale,130.0,True,3,2,"Carrera de San Jerónimo, 12",Madrid,Madrid,Centro,es,Sol,40.4165393,-3.7012387,True,https://www.idealista.com/inmueble/108243018/,"Vivienda reformada con vistas directas al Four Seasons y Galería Canalejas – Carrera de San Jerónimo. Ubicado en el corazón histórico y más exclusivo de Madrid, este piso singular se encuentra en el numero 12 de la emblemática Carrera de San Jerónimo, con vistas directas al Hotel Four Seasons y a la Galería Canalejas. Una ubicación sencillamente irrepetible, justo en el eje más prestigioso del lujo urbano contemporáneo. Esta vivienda representa una oportunidad excepcional tanto para uso residencial como para inversión patrimonial, al encontrarse rodeada de instituciones históricas, boutiques de referencia internacional (Hermès, Rolex, Louis Vuitton, Dior, etc. ), y enclaves culturales como la Real Academia de Bellas Artes de San Fernando (Casa de Goya), todo ello a escasos metros. Distribución y características: Con 130 m² construidos, esta propiedad ha sido reformada con altos estándares de calidad, y se distribuye en: - Amplio salón-comedor con balcón exterior y vistas despejadas - Cocina abierta completamente equipada - Tres dormitorios dobles - Dos baños completos - Techos altos, carpintería de madera restaurada y detalles arquitectónicos conservados. El edificio es representativo de la zona. El proyecto de instalación del ascensor ya ha sido presentado oficialmente en el Ayuntamiento. La vivienda se encuentra actualmente alquilada con contrato de alquiler de temporada en vigor hasta el 2026. Elementos diferenciales: � Dirección de prestigio: Carrera de San Jerónimo 12, Madrid  � Vistas directas al Four Seasons y Plaza Canalejas  � Boutiques de lujo a pie de calle: Hermès, Cartier, Rolex, Vuitton, etc.  � Reformado integralmente, conservando elementos clásicos  � Contrato de alquiler en vigor  ⚠️ Proyecto de ascensor depositado en el Ayuntamiento  �️ Entorno institucional (Congreso, Bellas Artes, hoteles 5*).",True,good,False,False,6538.0,True,False,True,False,[],False,False,850000.0,€,,,flat,"Sol, Madrid","Piso en Carrera de San Jerónimo, 12",Top,,,,,
108332419,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/70/a4/1340959525.webp,,31,bj,879000.0,flat,sale,180.0,True,3,2,bulevar Picos de Europa,Madrid,San Sebastián de los Reyes,Tempranales,es,,40.5605509,-3.6422682,False,https://www.idealista.com/inmueble/108332419/,"""Grupo Hogares"" vende en exclusiva magnífica vivienda, en una de las zonas de mayor expansión de la zona norte de Madrid: en San Sebastián de los Reyes. Semi-nuevo. Vivienda entregada en 2022, en la cual han realizado varias reformas y mejoras la propiedad. La vivienda se distribuye en tres dormitorios con armarios empotrados, dos baños completos, uno de ellos en suite, salón de 30 metros, con gran luminosidad, y amplia cocina con isla Smith con gavetas y vinoteca, se entrega amueblada con materiales de alta calidad, cuenta con suelo porcelánico, además de tener bluetooth tanto en baño y cocina para el equipo de música, consta de persianas de seguridad y ventanas con termostato, y climatización por conductos y suelo radiante, todo ello controlable mediante domótica.  La vivienda con dos orientaciones, cuenta con dos espectaculares terrazas una de 60 metros y otra de 22 metros y un porche de 20 metros. A dichas terrazas se puede acceder desde el salón y la cocina, y también desde las habitaciones. Cabe destacar que la vivienda se sitúa en una planta baja, directa desde el ascensor, con un aislamiento perfecto, además de no tener vecinos alrededor. Se completa el inmueble con TRES amplias plazas de GARAJE, una de ellas con cargador eléctrico recién instalado, y un gran TRASTERO, debajo de la vivienda. Este piso cuenta con una distribución lógica y equilibrada, con formas geométricas sobrias que facilitan su amueblado. Además, es una vivienda exterior. La finca cuenta con las mejores calidades, tanto en el interior de la vivienda y sus acabados, como la de las zonas comunes. Cuenta con lo último en eficiencia energética. De las zonas comunitarias, destacamos las amplias zonas verdes, área de juegos infantiles, piscina, pista de pádel, sala polivalente climatizada, Gimnasio, cuenta con un huerto para los niños y conserjería para control de acceso. La vivienda se encuentra en un entorno envidiable para formar su futuro hogar, en el que encontrará todos los servicios necesarios, como espacios comerciales, restauración y numerosos equipamientos públicos y privados sanitarios, docentes y deportivos. Además, San Sebastián de los Reyes, destaca por contar con un gran entorno natural, con extensas zonas verdes en el propio municipio. Nuestro departamento financiero ""FinanHogar"" puede conseguir hasta el 100% de financiación. Pregunte para hacer un estudio financiero sin compromiso. ¡NO PIERDA LA OPORTUNIDAD DE VISITAR ESTA EXCLUSIVA VIVIENDA!",True,good,False,True,4883.0,True,False,True,False,[],False,False,879000.0,€,True,True,flat,"Tempranales, San Sebastián de los Reyes",Piso en bulevar Picos de Europa,Top,,,,,
108142072,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/f9/98/1356731573.webp,PRO1574,36,1,1735000.0,flat,sale,166.0,True,9,5,calle de Fuencarral,Madrid,Madrid,Centro,es,Chueca-Justicia,40.423815,-3.7020477,False,https://www.idealista.com/inmueble/108142072/,"INVERSIÓN EXCLUSIVA EN PLENO CENTRO DE MADRID Pisos a estrenar en calle Fuencarral, rentabilidad neta del 4% anual Revalorización proyectada: +5 % anual Presentamos una oportunidad exclusiva para inversores exigentes: inmueble de alto valor en una de las zonas con mayor demanda y proyección de Madrid. Situado en la icónica calle Fuencarral, a solo 200 metros de Gran Vía, este activo combina rentabilidad inmediata y sólido potencial de valorización. Modalidades de inversión: • Opción 1: Compra conjunta de las 3 unidades Superficie total: 166 m² construidos Precio total: 1.735. 000 € Distribución: 3 unidades independientes en un piso totalmente exterior  Estado: Reforma integral de alta gama, listo para rentar desde el primer día Gastos operativos mínimos: IBI: 850 €/año Comunidad: 120 €/mes (incluye agua) Luz: 150 € mes • Opción 2: Compra por unidades -Piso 1 – 51 m² + buhardilla independiente, 3 hab. , Precio: 545.000 € -Piso 2 – 44 m², 2 hab. , Precio: 465.000 € -Piso 3 – 71 m², 4 hab. Precio: 725.000 € Ventajas clave para inversores: ✔ Ubicación prime: En plena calle Fuencarral, esquina Augusto Figueroa, rodeada de boutiques, restaurantes y vida cultural. ✔ Potencial de alquiler a largo plazo, temporada y residencial alto. ✔ Propiedad segregada, ideal para rentabilidad por unidad. ✔ Vistas exclusivas y diseño moderno que incrementan el atractivo para arrendatarios premium. ✔ Sin necesidad de reformas: se entrega completamente amueblado y equipado. ✔Flexibilidad total: Compra en bloque o por unidades según tu estrategia de inversión. Un activo de valor en una zona de constante revalorización, perfecto para quienes buscan estabilidad, ingresos pasivos y un patrimonio sólido en Madrid. Contáctanos para más información financiera, proyecciones de rentabilidad y visita personalizada.",True,good,False,True,10452.0,True,False,True,False,[],False,False,1735000.0,€,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Fuencarral,Top,,,,,
