propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
104741903,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/79/47/1338380332.webp,103,,580000.0,chalet,sale,360.0,,5,3,calle Petunia,Madrid,Cobeña,,es,,40.5746498,-3.4997338,False,https://www.idealista.com/inmueble/104741903/,"¡Adelante al hogar de tus sueños en Cobeña! Este encantador chalet pareado te invita a sumergirte en una historia de comodidad y elegancia. Con una generosa extensión de 360 metros cuadrados sobre una parcela de 361 metros cuadrados, cada rincón de este tesoro arquitectónico está imbuido de encanto y funcionalidad. Al cruzar el umbral, te recibirá una vivienda distribuida en cuatro plantas, cada una con su propio encanto único. En la planta menos uno, descubre un refugio privado completo con un garaje para dos vehículos, un acogedor apartamento con cocina, baño y dormitorio independientes, perfecto para huéspedes o familiares que deseen un espacio propio. También encontrarás un práctico cuarto de lavado, garantizando que las tareas domésticas sean una tarea fácil y rápida. En la planta baja, la cocina independiente con una elegante península invita a la creación culinaria, mientras que los amplios salones, los dos adornados con una acogedora chimenea, ofrecen espacios versátiles para el entretenimiento o la relajación. Un aseo adicional completa esta planta, proporcionando comodidad y practicidad para la vida diaria. Subiendo a la primera planta, te recibirán tres espaciosas habitaciones dobles, una de ellas con un lujoso baño en suite para una experiencia de spa en casa. Un generoso baño adicional atiende a las otras dos habitaciones, asegurando la comodidad de toda la familia o invitados. Y coronando esta joya arquitectónica, en la planta superior se encuentra una buhardilla diáfana, un lienzo en blanco para dar rienda suelta a tus sueños creativos. Ya sea como un espacio de trabajo inspirador, un rincón de relajación o un área de juegos para toda la familia, esta buhardilla ofrece infinitas posibilidades para personalizar tu hogar según tus deseos. En resumen, este chalet pareado en Cobeña no es solo una casa, es el escenario perfecto para vivir una vida llena de comodidad, estilo y momentos inolvidables en familia. ¡Bienvenido a tu nuevo hogar!",True,good,False,,1611.0,True,False,True,False,[],False,False,580000.0,€,chalet,Cobeña,Casa independiente en calle Petunia,Destacado,independantHouse,104741903,,,,,,
107862743,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/41/90/1337570372.webp,79,,560000.0,chalet,sale,260.0,,4,3,Soto del Real,Madrid,Soto del Real,,es,,40.7376721,-3.7464604,False,https://www.idealista.com/inmueble/107862743/,"B2V InmobiliariA comercializa en EXCLUSIVA  Pablo Batres Enrique Vallinas Lázaro Vivienda de construcción tradicional en urbanización PEÑA REAL. muy tranquila con gran privacidad y fantásticas vistas hacia el cerro de San Pedro y la sierra de Guadarrama. Vivienda reformada y actualizada en 2022. Distribución de la vivienda PLANTA PRINCIPAL - Hall de entrada, distribuidor hacia el resto de estancias con acceso directo a la planta inferior y superior. - Luminoso salón comedor con chimenea y distintos ambientes. Contamos con grandes ventanales.  -Cocina equipada con salida directa a terraza y a zona jardín. -1 baño completo con plato de ducha. - Garaje con acceso directo a la vivienda -Terraza con vistas al jardín y la sierra PLANTA BAJA La planta baja tiene una superficie de unos 50 m2 cuenta una sala amplia con acceso al jardín. -Cuarto de calderas. PLANTA SUPERIOR Consta de 3 dormitorios grandes y dos baños uno de ellos en suite. Reformado hace menos de 3 años. PLANTA ABUHARDILLADA Totalmente diáfana con entrada de luz mediante Velux. El jardín esta compuesto por parcela independiente consolidado con arbolado diverso. Cuenta con riego automatizado y caseta para aperos. Dispone de zona de barbacoa y una zona de sombra para disfrutar de esos momentos. Dispone de pozo de agua privado. SOTO DEL REAL Población en constante evolución, de cotización en alza con la próxima llegada del tren de cercanías al pueblo, lo que le dotará de mejor comunicación con la capital. Soto del Real, antigua villa Chozas de la Sierra, es un municipio español de la provincia y Comunidad de Madrid. Se sitúa en la cara sur de la sierra de Guadarrama, más concretamente en la zona de esta conocida como Cuerda Larga. El valle más próximo al municipio es la Hoya de San Blas. Se encuentra situada a 46 km por carretera de la ciudad de Madrid y a 11 km de Colmenar Viejo. Soto del Real tiene 6 líneas de autobús, cuatro de ellas teniendo cabecera en el Intercambiador de Plaza de Castilla: - Línea SE720: Colmenar Viejo - Manzanares el Real - Línea 720: Colmenar Viejo (FFCC) - Collado Villalba - Línea 721: Madrid (Plaza de Castilla)-Colmenar Viejo - Línea 724 (afueras del municipio): Madrid (Plaza de Castilla) - Manzanares el Real - El Boalo - Línea 725: Madrid (Plaza de Castilla) - Miraflores - Bustarviejo – Valdemanco - Línea 726: Madrid (Plaza de Castilla) - Guadalix – Navalafuente En Soto del Real hay cuatro guarderías (una pública y tres privadas), dos colegios públicos de educación infantil y primaria, un instituto de educación secundaria. Soto del Real dispone de un instituto público que provee de secundaria y bachiller y un colegio concertado católico, que dispone de infantil, primaria, secundaria, bachiller y formación profesional de grado medio y superior. Para más información o concertar una visita pueden ponerse en contacto. Pablo Batres Enrique Vallinas Lázaro B2V InmobiliariA, servicios inmobiliarios en la sierra de Madrid y alrededores.",True,good,False,,2154.0,True,False,True,False,[],False,False,560000.0,€,chalet,Soto del Real,Casa independiente,Destacado,independantHouse,,True,True,580000.0,20000.0,3.0,
106316813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/ca/a0/1338858022.webp,59,,315000.0,chalet,sale,108.0,,3,2,calle Félix Rodríguez de la Fuente,Madrid,Fuente el Saz de Jarama,,es,,40.6368967,-3.5115304,False,https://www.idealista.com/inmueble/106316813/,"Esta acogedora vivienda se encuentra en un tranquilo pueblo a solo 20 minutos de Madrid, ideal para quienes buscan vivir rodeados de naturaleza sin alejarse de la ciudad. El entorno ofrece un ritmo de vida pausado, acceso a servicios y buenas conexiones. La casa ha sido completamente reformada y combina modernidad con funcionalidad. En la planta baja, cuenta con un elegante hall de entrada, un amplio salón con aire acondicionado, un aseo y un práctico espacio de almacenaje bajo las escaleras. La cocina, equipada con electrodomésticos modernos, es perfecta para disfrutar del día a día. En la primera planta, se encuentran tres habitaciones luminosas, dos de ellas con armarios empotrados, y un baño completo con plato de ducha. La segunda planta es un espacio diáfano con aire acondicionado y tomas de agua, ideal para adaptarlo como estudio, sala de juegos o incluso añadir un segundo baño. En resumen, se trata de una vivienda lista para entrar a vivir, situada en una ubicación privilegiada que combina la paz del entorno rural con la cercanía a Madrid. Una oportunidad única para disfrutar de calidad de vida sin renunciar a la comodidad.",True,good,False,,2917.0,True,False,True,False,[],False,False,315000.0,€,chalet,Fuente el Saz de Jarama,Casa independiente en calle Félix Rodríguez de la Fuente,Destacado,independantHouse,106316813,,,,,,
108913816,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/85/06/1358773542.webp,12,6,229000.0,flat,sale,105.0,True,3,2,calle Riojanos,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3882812,-3.6409512,False,https://www.idealista.com/inmueble/108913816/,"¡ TU PROPIEDAD por MENOS de un ALQUILER! ¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Madrid. Zona Puente de Vallecas - Palomeras Sureste. Amplio piso luminoso de 105 m2, Dispone de 3 dormitorios, 2 baños (1 con plato de ducha), cocina amueblada, salón con acceso a terraza cerrada en aluminio, suelo tarima, ventanas aluminio, calefacción gas natural. Finca con ascensor.  En periodo de pujas hasta el 29/08/2025 ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO!",True,good,False,True,2181.0,True,False,False,False,[],False,False,229000.0,€,flat,"Palomeras sureste, Madrid",Piso en calle Riojanos,Destacado,,11525,,,,,,
108577528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/72/84/1348952142.webp,12,3,230000.0,flat,sale,59.0,True,2,1,calle de Marcelo Usera,Madrid,Madrid,Usera,es,Moscardó,40.3870732,-3.7105883,False,https://www.idealista.com/inmueble/108577528/,"¡Descubre tu nuevo hogar en el corazón de la ciudad!  Sígusta Inversiones vende este piso de 59 m², situado en una tercera planta sin ascensor, ofrece una luminosidad excepcional gracias a su orientación sur. Con dos amplias habitaciones, este espacio es perfecto tanto para parejas como para familias que buscan comodidad y estilo. El salón cuenta con acceso a una gran terraza, ideal para disfrutar de momentos al aire libre o simplemente relajarte con una buena lectura. La cocina, equipada con una práctica terraza de tendedero, es un lugar funcional donde podrás dar rienda suelta a tu creatividad culinaria. Aunque el piso requiere una pequeña reforma para optimizar su potencial, su ubicación inmejorable, rodeada de servicios esenciales y cercana a las estaciones de metro de Plaza Elíptica y Usera, lo convierte en una oportunidad única para inversores. No dejes pasar esta ocasión de adquirir un inmueble con gran potencial en una zona vibrante y en constante crecimiento.  ¡Ven a visitarlo y empieza a imaginar tu nueva vida aquí!",False,renew,False,False,3898.0,True,False,True,False,[],False,False,230000.0,€,flat,"Moscardó, Madrid",Piso en calle de Marcelo Usera,Destacado,,PINE230,,,240000.0,10000.0,4.0,
103719372,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/fb/8f/1198458056.webp,62,,1175000.0,chalet,sale,515.0,,4,5,Santa Maria de Berrocal,Madrid,Villanueva del Pardillo,Las Vegas - Santa María,es,,40.4835555,-3.9488536,False,https://www.idealista.com/inmueble/103719372/,"Exclusivo Chalet Independiente con Vistas Panorámicas a la Sierra de Madrid Descubre esta magnífica propiedad situada en una prestigiosa urbanización privada con vigilancia 24 horas, que combina elegancia, confort y un entorno natural único. Una vivienda pensada para disfrutar en familia, con calidades excepcionales y espacios diseñados para el bienestar. � Características Principales  Sistema de calefacción por suelo radiante en toda la casa, incluyendo baños (caldera a gas, con reguladores por estancia).  Chimenea de leña para mayor calidez en invierno.  Carpintería de madera clara, suelos de gres cerámico, ventanas oscilobatientes con Climalit, vídeo portero en todas las plantas y alarma de seguridad. � Exteriores  Jardín consolidado con riego automático y diferentes zonas de relax.  Piscina de cloración salina, ideal para el verano.  Cenador con hilo musical e iluminación, barbacoa cubierta, horno de obra.  Huerto privado de 100 m² para cultivar tus propios productos y disfrutar del contacto con la naturaleza. � Distribución de la Vivienda Planta Baja  Entrada principal ajardinada con porche acristalado doble.  Hall recibidor amplio y elegante, escalera de mármol con barandilla a medida.  Salón comedor de 40 m² muy luminoso, con acceso a terraza, piscina y vistas abiertas a la sierra.  Cocina reformada de 30 m² con isla central, office, despensa (5 m²), lavadero y salida a terraza trasera.  Aseo de cortesía con WC y urinario.  Dormitorio de invitados en suite con baño completo.  Sala polivalente con ventana mirador. Primera Planta  Dormitorio principal en suite con vestidor, tragaluz, baño con hidromasaje, ducha, doble lavabo y acceso a buhardilla (altura útil).  Dos dormitorios secundarios con armarios empotrados.  Baño completo de 10 m² con ducha y bañera.  Cuarto de limpieza. Sótano  Garaje con capacidad para 4 vehículos (puerta automática y rampa).  Sala de herramientas, bodega con toma de agua, cuarto de maquinaria.  Aseo con WC y urinario.  Dos salas polivalentes (una climatizada, 29 m²). � Ubicación Situado en una de las mejores zonas residenciales del entorno de Madrid, en una urbanización tranquila y segura, con un ambiente familiar y rodeado de naturaleza. ✨ Una casa diseñada para disfrutar de cada rincón, con privacidad, amplitud y calidad de vida. ¡No pierdas esta oportunidad única! Contáctanos para más información o realiza una visita virtual   chalet independiente   vistas a la sierra urbanización privada   seguridad 24 horas   piscina salina jardín con riego automático   calefacción por suelo radiante   chimenea   cocina con isla   dormitorio en suite   vestidor   buhardilla   garaje para 4 coches   bodega   sala polivalente materiales de alta calidad   ventanas Climalit  zona tranquila  vivienda familiar   lista para entrar a vivir  gran luminosidad  ideal familias  huerto privado   casa de lujo   Madrid Sierra Norte.",True,good,False,,2282.0,True,False,True,False,[],False,False,1175000.0,€,chalet,"Las Vegas - Santa María, Villanueva del Pardillo",Casa independiente en Santa Maria de Berrocal,Destacado,independantHouse,,True,True,,,,
107735747,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/e5/d2/1321309350.webp,22,,365000.0,chalet,sale,261.0,,4,4,carretera de Colmenar del Arroyo,Madrid,Fresnedillas de la Oliva,,es,,40.4826085,-4.1723123,False,https://www.idealista.com/inmueble/107735747/,"¡Descubre tu refugio ideal en Fresnedillas de la Oliva! Esta espectacular casa independiente, situada en el corazón de la Sierra Madrileña, te ofrece un entorno inmejorable rodeado de naturaleza. Con 261 m² construidos y una parcela de 1.146 m², disfrutarás de amplios espacios y comodidades excepcionales. En la primera planta, el salón con chimenea se abre a una encantadora terraza, perfecta para relajarse. La cocina, moderna y funcional, tiene acceso directo al jardín, ideal para disfrutar de comidas al aire libre. La vivienda cuenta con cuatro dormitorios y tres baños, uno de ellos en suite además de un aseo ubicado en el garaje, garantizando el confort de toda la familia. La segunda planta alberga una impresionante habitación con baño privado y acceso a dos terrazas, orientadas al norte y al sur, donde podrás deleitarte con vistas panorámicas. Además, dispone de garaje, trastero y dos amplias zonas de almacenaje, asegurando espacio suficiente para todas tus necesidades. El exterior es un auténtico oasis, con una parcela que incluye barbacoa y horno de leña, perfecto para reuniones con amigos y familiares. No pierdas la oportunidad de vivir en esta joya en la Sierra Madrileña, donde cada día será una experiencia única en contacto con la naturaleza. ¡Tu nuevo hogar te espera!",False,good,False,,1398.0,True,False,True,False,[],False,False,365000.0,€,chalet,Fresnedillas de la Oliva,Casa independiente en carretera de Colmenar del Arroyo,Destacado,independantHouse,06514,True,True,,,,
106844072,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/7e/68/1355179337.webp,43,3,3700000.0,flat,sale,330.0,True,4,4,de José Abascal,Madrid,Madrid,Chamberí,es,Almagro,40.4377499,-3.6942171,False,https://www.idealista.com/inmueble/106844072/,"ESQUINAZO EN PLENO CHAMBERÍ! K&N ELITE te presenta este espectacular piso de lujo que redefine el concepto de elegancia y confort. Este impresionante hogar se encuentra en una ubicación privilegiada, con una fachada en esquina que cuenta con 6 amplios balcones a la calle que inundan los espacios de luz natural. La propiedad es totalmente exterior, lo que garantiza vistas panorámicas y una luminosidad excepcional. Las vidrieras originales aportan un toque de distinción y carácter a los espacios. La cocina, equipada con un práctico office, es ideal para disfrutar de momentos culinarios, mientras que el gran comedor tiene capacidad para más de 10 comensales, perfecto para recibir a amigos y familiares en celebraciones memorables. Los baños están revestidos con mármol griego, ofreciendo un ambiente de lujo y relajación. Con techos altos de mas de 3 metros, la sensación de amplitud es inigualable. Además, cuenta con un aseo, 4 baños completos y una puerta de servicio para mayor comodidad. La zona de lavadero añade funcionalidad a este maravilloso hogar. El piso también incluye 3 habitaciones más una destinada al servicio, asegurando espacio suficiente para todos. Un trastero que proporciona almacenamiento adicional. La finca cuenta con portero físico que reside en el edificio, ofreciendo seguridad y atención constante. Para disfrutar del aire libre, hay una terraza en la azotea comunitaria donde podrás relajarte y contemplar las vistas. El suelo de roble eslabonia complementa perfectamente el estilo clásico y atemporal del piso. Sin duda, esta propiedad es una joya en el mercado inmobiliario que combina lujo, confort y funcionalidad en cada rincón.",True,good,False,True,11212.0,True,False,True,False,[],False,False,3700000.0,€,flat,"Almagro, Madrid",Piso en de José Abascal,Destacado,,,,,,,,
107924058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/3a/f8/1339256665.webp,80,,418000.0,chalet,sale,200.0,,4,3,calle Arenal,Madrid,Cobeña,,es,,40.5667334,-3.5033407,False,https://www.idealista.com/inmueble/107924058/,"Chalet Adosado en venta en Cobeña – Reformado, luminoso y con ubicación inmejorable Si estás buscando un hogar con alma, listo para entrar a vivir y ubicado en una zona tranquila pero perfectamente conectada, esta es tu oportunidad. Presentamos este precioso chalet adosado en el corazón de Cobeña, a solo unos pasos de todos los servicios: colegios, supermercados, zonas deportivas, parques y excelente acceso a las principales vías de comunicación. Un entorno familiar, seguro y con alta demanda. Construido en 1994 y reformado recientemente con calidades superiores, este chalet se distribuye en cuatro alturas y destaca por su amplitud, funcionalidad y luminosidad en cada estancia. Distribución y detalles: Planta principal: Amplio recibidor con acceso a un salón de doble orientación norte-sur, muy luminoso durante todo el día. Suelo completamente renovado y rodapiés nuevos que aportan modernidad y frescura. Cocina independiente reformada, orientada al sur, con encimera nueva y posibilidad de integrarla al salón. Baño de cortesía y paredes recién pintadas en tonos neutros. Primera planta: Tres dormitorios con excelente luz natural. Dormitorio principal con baño en suite totalmente reformado (plato de ducha moderno). Espacios pensados para el descanso y la vida familiar. Buhardilla: Espaciosa y muy versátil, con suelo nuevo instalado en 2019. Terraza privada con vistas despejadas. Preinstalación de baño para adaptar según tus necesidades: dormitorio, despacho, zona de juegos, estudio… Sótano – obra nueva completa: Trastero amplio, garaje con capacidad para un vehículo, habitación adicional ideal como despacho o cuarto de invitados. Acceso directo al patio trasero privado, también de obra nueva, perfecto para disfrutar al aire libre. Suelo cerámico de alta resistencia en toda la planta. Reformas y calidades destacadas: Suelos nuevos en la mayoría de estancias Pintura reciente en toda la vivienda Ventanas Climalit y mosquiteras Caldera nueva instalada en 2021 (eficiente y de bajo consumo) Precio rebajado un 5%: ahora por solo 418.000 € Y por si fuera poco, esta vivienda acaba de bajar su precio, lo que la convierte en una oportunidad aún más atractiva dentro del mercado de Cobeña. Y quién sabe… si te decides pronto, es posible que puedas negociar una mejor oferta. Los propietarios están abiertos a estudiar propuestas serias. ¿Por qué no deberías dejarla escapar? Porque no hay muchas viviendas como esta: reformada, cuidada, con múltiples espacios, zona exterior privada y ubicación excelente. Y porque cuando algo así sale al mercado... dura poco. Las visitas ya han comenzado y el interés es real. Llama hoy mismo y reserva tu visita. Puede que esta casa sea exactamente lo que llevas tiempo buscando.",True,good,False,,2090.0,True,False,True,False,[],False,False,418000.0,€,chalet,Cobeña,Casa independiente en calle Arenal,Destacado,independantHouse,107924058,,,,,,
108887230,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/45/b5/1357974674.webp,44,3,525000.0,flat,sale,59.0,True,2,1,"CL ALONSO CANO, 76",Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4443284,-3.6971939,True,https://www.idealista.com/inmueble/108887230/,"Vivienda recién reformada, a estrenar, con calidades y acabados Premium, en la calle Alonso Cano, junto a Nuevos Ministerios y Raimundo Fernández Villaverde, en la mejor zona del Barrio de Ríos Rosas. Nuestra vivienda se ubica en la 3ª planta exterior, con 2 bonitos balcones a la calle, orientación Oeste y doble ventilación Este-Oeste. Vivienda totalmente reformada con diseño profesional y decorada por interiorista. (Mobiliario y decoración de Home Staging no incluidos en el precio) DESCRIPCIÓN VIVIENDA: Bonito edificio de los años 40, con todo muy cuidado y en perfecto estado. IEE favorable y válida hasta 2032. No hay derramas. IBI: 379,09 €/año. Comunidad: 95 €/mes. Memoria de calidades: -Ventanas Kömmerling con cristal reductor de ruido, abatibles y oscilobatientes. -Suelo laminado AC5 de Finsa de alta resistencia. -Puerta de entrada acorazada de la marca Kiuso, con doble bombillo de servicio. -Aire acondicionado y agua caliente Daikin categoría energética A, mediante máquina de aerotermia de alta eficiencia. -Muebles de cocina y electrodomésticos alemanes de primeras marcas. -Encimera porcelánica. -Sanitarios Roca inodoro “In Wash”, ducha con efecto lluvia. -Persianas motorizadas y aire acondicionado domotizables -Carpintería interior de madera lacada en blanco, con armarios totalmente forrados y vestidos, hojas correderas y cajoneras con freno. -Pintura plástica lisa recién pintado. Distribución:  -Amplio recibidor y distribuidor. -Salón comedor muy soleado con un balcón a la calle orientación Oeste. -Cocina independiente totalmente equipada orientada al patio muy luminoso por su altura (Este). -Dormitorio principal exterior con balcón y armarios, cama doble. -Dormitorio secundario interior también con armario empotrado y cama sencilla. -Un baño completo con plato de ducha con mampara.  DESCRIPCIÓN ZONA: Calle Alonso Cano, una de las mejores calles del barrio, a la altura de Nuevos Ministerios, ya muy cerca de Raimundo Fernández Villaverde y a escasos metros del Paseo de la Castellana, la zona mejor comunicada y más exclusiva del distrito. Muy cerca del Corte Inglés, centro financiero de Azca, Consulado Italiano, ETSI Minas y Energía, ESDEN Business School, Instituto de Empresa, Instituto Británico, Dirección General de Tributos, Caixabank, Comunidad de Madrid, Delegación del Gobierno, Nuevos Ministerios, Hoteles de 5 estrellas como el Miguel Ángel, Intercontinental, Hesperia, NH Collection, Hospital de La Milagrosa, muy buena y variada oferta de restauración. COMUNICACIONES: Intercambiador de Nuevos Ministerios a 400 m.: cercanías Renfe (C1, C2, C3, C4, C7 y C10), Metro líneas 6, 8 y 10. Metro Cuatro Caminos (líneas 1, 2 y 6) a 550 m., varias líneas de autobuses EMT en la misma calle o aledañas: líneas 5, 45, 149, C1, C2. ATENCIÓN: Precio publicado en los anuncios no vinculante sino meramente orientativo. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta, no condicionada, y sujeta a elección y aceptación de la propiedad. Pudiendo situarse las ofertas de compra en firme por encima del precio fijado en el presente anuncio.",True,good,False,True,8898.0,True,False,False,False,[],False,False,525000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en Cl Alonso Cano, 76",Destacado,,3248-24961,,,,,,
108570550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/6e/30/1348950181.webp,17,5,336000.0,flat,sale,67.0,False,2,1,calle de Juan Álvarez Mendizábal,Madrid,Madrid,Moncloa,es,Argüelles,40.4303161,-3.7179484,False,https://www.idealista.com/inmueble/108570550/,"NUDA PROPIEDAD CON USUFRUCTO – OPORTUNIDAD DE INVERSIÓN EN ARGÜELLES - Oasis House presenta esta atractiva oportunidad de inversión en el consolidado barrio de Argüelles, una de las zonas más demandadas de Madrid.    ¿Qué se transmite? Se vende la nuda propiedad: el comprador adquiere la titularidad del piso con usufructo y al terminar este, dispondrá plenamente de él, libre de cargas y con pleno dominio. Esto permite adquirir el inmueble a un precio significativamente reducido, con una revalorización asegurada a futuro una vez se extinga el usufructo. Una fórmula ideal para inversores y compradores con perspectiva a medio y largo plazo. En un supuesto de revalorización anual del 2%, la rentabilidad obtenida sería del 105%   � Características del inmueble •Superficie: 67 m² construidos •Planta: 5ª, muy luminosa •Distribución: o2 dormitorios dobles oSalón-comedor con dos balcones a un amplio y tranquilo patio interior oCocina independiente oBaño completo •Confort: oCalefacción individual oAire acondicionado oArmarios empotrados •Edificio: oFinca con ascensor oFachada clásica y bien conservada   � Ideal para Inversores o particulares que buscan una alternativa segura y rentable en una de las zonas más sólidas y consolidadas de la capital. � Ubicación privilegiada Enclavado en una zona burguesa y residencial, Argüelles combina historia, elegancia y vida urbana. A pocos pasos del Parque del Oeste, el Templo de Debod y rodeado de comercios, restaurantes y centros culturales. Excelente comunicación con líneas de metro 3, 4 y 6, Cercanías Renfe (Príncipe Pío) y varias líneas de autobús.   � Con Oasis House todo es más fácil •Asesoramiento financiero personalizado •Gestión de hipotecas con los principales bancos •Servicio de reformas e interiorismo •Acompañamiento integral hasta notaría •Certificados de eficiencia energética •Profesionalidad, seriedad y experiencia Además, disponemos de propiedades exclusivas que no se publican en portales. Puedes descubrirlas en: �  De igual forma, si lo que buscas no lo encuentras contáctanos ya que dispone de un amplio catálogo off market.",True,good,False,True,5015.0,True,False,True,False,[],False,False,336000.0,€,flat,"Argüelles, Madrid",Piso en calle de Juan Álvarez Mendizábal,Destacado,,P1123,,,,,,
107071754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/1a/80/1339264037.webp,66,1,253000.0,flat,sale,148.0,True,4,3,calle de Ramón y Cajal,Madrid,Miraflores de la Sierra,,es,,40.8153878,-3.7644935,False,https://www.idealista.com/inmueble/107071754/,"Imagina vivir rodeado de naturaleza y tranquilidad, a solo unos pasos del corazón de Miraflores de la Sierra. Este espectacular dúplex combina el encanto de un entorno natural privilegiado con todas las comodidades que necesitas para disfrutar de una vida cómoda y moderna. Ubicado en una de las zonas más deseadas de Miraflores, este dúplex destaca por su luminosidad, amplios espacios y vistas a la sierra. La vivienda, distribuida en dos plantas, es perfecta para familias o quienes buscan un lugar donde desconectar del bullicio de la ciudad sin renunciar a un estilo de vida exclusivo. En la planta principal, te recibe un amplio salón-comedor con grandes ventanales que llenan el espacio de luz natural y ofrecen un ambiente cálido y acogedor. La cocina, independiente y completamente equipada, es práctica y funcional, perfecta para quienes disfrutan del arte culinario. Además, cuenta con una habitación y un baño completo que añade comodidad y practicidad al día a día. En la planta superior, encontrarás tres dormitorios de generosas dimensiones, diseñados para el descanso y la comodidad. El dormitorio principal dispone de un baño completo en suite, y una terraza que forman una habitación increíble. Esta planta también incluye otro baño completo, moderno y equipado, ideal para toda la familia. La vivienda está situada en una ubicación tranquila, pero con fácil acceso al centro del pueblo y a todos los servicios. Además, estarás a un paso de rutas de senderismo y espacios naturales únicos, perfectos para los amantes del aire libre. ¡Ven a visitarlo y déjate enamorar por tu futuro hogar en Miraflores de la Sierra!",False,good,False,False,1709.0,True,False,True,False,[],False,False,253000.0,€,flat,Miraflores de la Sierra,Piso en calle de Ramón y Cajal,Destacado,,107071754,,,,,,
104648580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/82/9d/1227316710.webp,54,,750000.0,chalet,sale,872.0,,6,3,calle de las Azucenas,Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,,40.6519143,-3.7769363,False,https://www.idealista.com/inmueble/104648580/,"¡Oportunidad única en Barrio San Crispin, Colmenar Viejo! Esta impresionante finca de 872 metros cuadrados ofrece un estilo de vida de lujo en un entorno tranquilo y privilegiado. El chalet, de estilo rústico, cuenta con 6 habitaciones, 2 baños completos, uno de ellos en suite, y una cocina totalmente equipada con área de comedor. El amplio salón, adornado con una chimenea acogedora, es perfecto para reuniones familiares y sociales. Disfruta de la serenidad al aire libre en el porche delantero acristalado y la terraza trasera, mientras te relajas junto a la piscina privada o te diviertes en la cancha de baloncesto. Los extensos jardines ofrecen un oasis de tranquilidad, junto con columpios para los más pequeños y una zona de barbacoa ideal para entretenimiento al aire libre. Además, la propiedad incluye dos garajes, trasteros y una despensa, proporcionando espacio adicional para almacenamiento y comodidad. ¡No dejes pasar esta oportunidad de vivir en un hogar de ensueño con todas las comodidades que puedas desear! Contáctanos hoy mismo para programar una visita.",False,good,False,,860.0,True,False,True,False,[],False,False,750000.0,€,chalet,"San Crispín - La Estación Consorcio, Colmenar Viejo",Chalet en calle de las Azucenas,Destacado,,CV10585,,,,,,
