propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105246025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/91/93/1246360256.webp,3208,86,5,2600000.0,flat,sale,214.0,True,4,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4344367,-3.6988589,False,https://www.idealista.com/inmueble/105246025/,"Extraordinario piso de más de 200m2, elegancia clásica combinada con las comodidades modernas, ofreciendo un refugio de refinamiento en una de las ubicaciones más codiciadas de la ciudad y uno de los barrios más exclusivos de Madrid. Ubicado en la quinta planta de un edificio clásico madrileño en Almagro, les presentamos este piso de esquina, con vistas panorámicas desde sus 6 balcones, sino que también le sumerge en la historia y la tradición arquitectónica de Madrid. En su interior, encontrará un diseño exclusivo y meticulosamente planificado para obtener una verdadera joya arquitectónica. Cuatro dormitorios exquisitamente decorados proporcionan un espacio sereno para el descanso. La presencia de una vinoteca añade un toque de sofisticación, ideal para los amantes del vino que desean mostrar y disfrutar de su colección. Amplio salón con vistas a la calle y zona de comedor independiente, cocina completamente amueblada y equipada. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,12150.0,True,True,False,False,[],False,False,2600000.0,€,flat,"Almagro, Madrid",Piso,,,,,,,,
104011571,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/48/a7/1207113038.webp,3072,20,bj,675000.0,flat,sale,75.0,False,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4226575,-3.6761305,False,https://www.idealista.com/inmueble/104011571/,"Esta vivienda se encuentra en el prestigioso barrio de Salamanca, junto al metro de Diego de León, ofreciendo una ubicación privilegiada en el corazón de Madrid. Situada en un emblemático edificio clásico, esta propiedad ha sido sometida a una reforma integral de primera categoría, convirtiéndola en un espacio moderno y sofisticado. Al entrar al edificio, te recibe un gran portal de acceso señorial, destacando la presencia de un portero físico. La vivienda, lista para estrenar, presenta una distribución impecablemente diseñada. Desde el vestíbulo se accede a un amplio salón comedor, y que se fusiona con una moderna cocina abierta totalmente equipada con electrodomésticos de alta gama, ofreciendo un espacio perfecto para el entretenimiento y la vida familiar. La propiedad cuenta con dos dormitorios, ambos con armarios empotrados a medida que maximizan el espacio de almacenamiento. El dormitorio principal dispone además de un vestidor y un baño en suite. Los dos baños de la vivienda han sido completamente renovados. El proyecto de rehabilitación ha priorizado utilizando materiales de primera calidaD. Los techos altos de 3 metros de altura contribuyen a crear una sensación de amplitud y luminosidad en todo el espacio. La propiedad también cuenta con aire acondicionado para mayor confort en todas las estaciones del año. La calefacción es central con contadores individuales. En resumen, esta vivienda representa la combinación perfecta entre el encanto clásico y la comodidad en una de las zonas más exclusivas de Madrid.",False,good,False,True,9000.0,True,True,False,False,[],False,False,675000.0,€,flat,"Goya, Madrid",Piso,,,,,,,,
103568733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/15/f8/1193613777.webp,PIS2964,27,1,1480000.0,flat,sale,149.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4249004,-3.6840846,False,https://www.idealista.com/inmueble/103568733/,"En el corazón de una de las zonas más codiciadas de la ciudad, Fortuny Real Estate presenta esta joya arquitectónica de 149m2, un equilibrio perfecto entre diseño vanguardista y ubicación privilegiada. Este exquisito inmueble exterior se encuentra estratégicamente situado en las cercanías del icónico Parque del Retiro y la distinguida Calle Serrano, ofreciendo un estilo de vida inigualable con una plétora de opciones gastronómicas y de entretenimiento a su alcance. Cautivador espacio distribuido con maestría. Un amplio salón comedor, inundado de luz natural gracias a sus ventanales, invita a la relajación y la convivencia. El recibidor, sutilmente decorado, da la bienvenida a esta morada, mientras que la cocina semi integrada, bañada también por la luz natural, muestra su encanto con una amplia mesa de comedor y ventanas propias que realzan su esplendor. La comodidad y la privacidad se conjugan en la zona de descanso, donde tres dormitorios generosos y dos baños completos aguardan. El dormitorio principal, una auténtica suite de elegancia, se distingue por su baño privado y vestidor, ofreciendo un refugio de serenidad y comodidad. La meticulosa reforma llevada a cabo en esta propiedad ha sido ejecutada con refinado gusto, destacando detalles decorativos que realzan su singularidad y encanto. Equipada con calefacción central y aire acondicionado por conductos, esta residencia se adapta a todas las estaciones del año, asegurando un confort excepcional en todo momento. Además, esta joya arquitectónica se encuentra en una finca histórica del siglo pasado que cuenta con el servicio de un portero físico, añadiendo un toque de exclusividad y seguridad a esta experiencia de vida única. En resumen, esta propiedad fusiona a la perfección el diseño moderno con la comodidad y la funcionalidad, ofreciendo un espacio único donde la elegancia y el confort se encuentran para crear un hogar excepcional en una ubicación sin igual.",False,good,False,True,9933.0,True,True,False,False,[],False,False,1480000.0,€,flat,"Recoletos, Madrid",Piso,,,,,,,,
106200110,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/6c/44/1281310069.webp,3175,27,4,1600000.0,flat,sale,120.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4272301,-3.6872915,False,https://www.idealista.com/inmueble/106200110/,"Elegante piso recién reformado con acabados de alta calidad y totalmente amueblada, situada en el prestigioso barrio de Recoletos.  Con una superficie de 110 m², esta vivienda ofrece un diseño elegante y moderno, ideal para quienes buscan confort y estilo en una ubicación inmejorable.  Características principales:  • Superficie: 110 m²  • Habitaciones: 3 habitaciones, dos de ellas en suite  • Baños: 3 baños en total • Balcones: 2 balcones con vistas a la calle  • Edificio: Clásico y encantador  La reforma incluye materiales y acabados de primera categoría, asegurando durabilidad y un toque sofisticado. Las habitaciones en suite ofrecen privacidad y comodidad, mientras que los amplios balcones permiten disfrutar del aire fresco y las vistas del encantador barrio de Recoletos. Además, la propiedad se entrega totalmente amueblada con mobiliario de diseño, listo para entrar a vivir. No pierdas la oportunidad de hacerte con esta joya en uno de los barrios más exclusivos de la ciudad. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,13333.0,True,True,False,False,[],False,False,1600000.0,€,flat,"Recoletos, Madrid",Piso,,,,,,,,
104631472,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/fe/a9/1226994058.webp,67294,41,2,3200000.0,flat,sale,260.0,True,4,5,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4366584,-3.6854239,False,https://www.idealista.com/inmueble/104631472/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión, les ofrece en el prestigioso Barrio de Salamanca, en una de sus calles más emblemáticas, famosas y exclusivas, la calle Serrano en la zona de Castellana, presenta esta magnífica vivienda de 260 metros cuadrados exterior en una segunda planta con techo de más de 3 metros de altura y con 4 ventanas a la calle, lo que hace de esta vivienda un piso único y con mucha luz natural en todas sus estancias.  Se enclava en un edificio de principios de siglo XX con bonita fachada de piedra con los elementos como balaustradas, cornisas y demás ornamentos arquitectónicos que dotan a la finca de un estilo clásico y singular. La vivienda se encuentra en un magnífico estado de conservación, apto para disfrutar de una confortable estancia. Consta de una excelente distribución con amplio hall de entrada con acceso al espacioso salón comedor, que se orienta a la calle por tres grandes balcones de suelo a techo, proporcionando una gran luminosidad. A través del pasillo se accede al aseo de cortesía, el dormitorio principal, de generosas dimensiones, en suite con numerosos armarios empotrados y orientado también a la calle por un bonito mirador. Además de dos dormitorios de familia, ambos con baño incorporado y cocina en isla con zona de servicio completa con dormitorio, baño y acceso de servicio con puerta independiente.  Esta magnífica propiedad cuenta con la concesión de dos plazas de garaje de residentes en Serrano Park, con un cuarto trastero, servicio de portería, aire acondicionado frio-calor por circuito con salidas en cada estancia, calefacción, suelos de tarima de madera noble, todas las persianas están motorizadas y toda la vivienda se encuentra perfectamente insonorizada y aislada térmicamente, también destaca la gran altura de techos de más de tres metros en los que se han conservado las preciosas molduras originales. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,12308.0,True,True,False,False,[],False,False,3200000.0,€,flat,"Castellana, Madrid",Piso en calle de Serrano,True,True,,,,,,
107525257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/54/b5/1315034286.webp,07075,51,,510000.0,chalet,sale,270.0,,8,2,Guadarrama,Madrid,Guadarrama,,es,,40.6732799,-4.0909969,False,https://www.idealista.com/inmueble/107525257/,"ESTA CASA ES ESPECIAL PORQUE: Es una casa de piedra espectacular, en un esquinazo con tres balcones y con unas calidades extraordinarias. Tiene una ubicación muy buena, en la calle principal del pueblo, al lado del ayuntamiento. Esta casa ha sido utilizada como los últimos años como centro de belleza aunque tiene licencia de uso como vivienda. DISTRIBUCCIÓN: Entras por la puerta principal en planta baja y una escalera de acceso a la planta superior, en esta planta hay un vestíbulo, pasillo con siete habitaciones con tres balcones. Al fondo del pasillo, una pequeña escalera que sube al ático donde encontramos dos baños cinco habitaciones, todas con sus ventanas correspondientes. En la planta baja, entrando por el portal, tenemos un pequeño solar de 16 metros cuadrados. El suelo es de madera, ventanas doble cristal, de gran grosor, de seguridad y con rotura de barrera acústica y de puente térmico, con persianas eléctricas en todas las estancias. Las puertas son blancas y las paredes lisas, sin gotelé. En todas las habitaciones encontramos telefonillos, salida de antena e hilo musical. ES IMPORTANTE SABER QUE: Está ubicado en la calle principal del pueblo. Es una casa de piedra totalmente reformada, con mucha luz y con grandes ventanales. Al estar en el centro del pueblo, tenemos a mano todos los servicios. Tenemos el embalse de la Jarosa que se encuentra a los pies de la sierra de Guadarrama. COMUNICACIONES: A 50 metros está el autobús que te lleva a Moncloa en 45 minutos y otro que te lleva al hospital de Villalba en 15 minutos. COMERCIOS Y SERVICIOS: En el pueblo tenemos gran variedad de comercios, supermercados, panadería, frutería, pastelería… Encontramos una farmacia, saliendo del portal a mano izquierda. El ambulatorio del municipio se encuentra andando a cinco minutos. Hospitales, tendríamos el hospital de El Escorial y el hospital de Villalba. Guadarrama es bastante conocido por su restauración, empezó su popularidad con el restaurante Sala conocido por sus gambas, dando paso a otros muchos restaurantes. COLEGIOS E INSTITUTOS: Instituto de educación secundaria Guadarrama. Biblioteca Municipal Arcipreste De Hita. Escuela infantil Valle de luz. Educación infantil.",False,good,False,,1889.0,True,True,False,True,[],False,False,510000.0,€,chalet,Guadarrama,Casa independiente,,,independantHouse,,,,,
108330498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/85/2f/1362354409.webp,07482,90,,699000.0,chalet,sale,363.0,,5,3,Las Zorreras - Monte Encinar,Madrid,El Escorial,Las Zorreras - Monte Encinar,es,,40.6239743,-4.0427211,False,https://www.idealista.com/inmueble/108330498/,"Ecoeficiencia y autosostenibilidad definen esta vivienda, ubicada en la Urbanización Monte Encinar, enclave natural sobre una dehesa de encinas con vistas panorámicas a la Sierra de Guadarrama. Disfruta de la naturaleza todo el año, sin renunciar a las comodidades de la vida moderna. Una casa grande por sus dimensiones y una gran casa por sus atributos.  ES ESPECIAL PORQUE cumple todos los requisitos de una vivienda saludable y sostenible: calidad de aire; confort térmico y eficiencia energética; iluminación natural; vistas y conexión con la naturaleza; mínimo ruido y ahorro en el consumo de agua.  DISTRIBUCIÓN: la vivienda de desarrolla en dos plantas y dispone de cinco dormitorios y tres baños.  En la planta baja, un amplio salón, con chimenea de cassette, conecta con el comedor y se abre al jardín atravesando un porche acristalado. En la zona de descanso, tres dormitorios con armarios empotrados y dos baños, el principal en suite, te permitirán hacer vida en una única planta, si no deseas subir.  Una cómoda escalera abierta dota de iluminación natural al hall por las originales ventanas triangulares abuhardilladas de la planta superior. Arriba hay dos grandes dormitorios, cada uno con terraza climatizada mediante cerramientos acristalados y paneles sándwich, que las convierten en vivideras, formando una acogedora extensión de cada cuarto. Una luminosa sala central polivalente y otro baño completan la planta.  La cocina, family friendly, te permitirá disfrutar de grandes momentos de ocio culinario y acceder directamente al jardín por una puerta lateral. Una habitación polivalente, actualmente en uso como zona de lavandería y despensa, completa la vivienda.  Por la escalera se accede directamente al garaje, de gran tamaño, que alberga también la maquinaria energética y tiene habilitada una zona de almacenamiento. Además, existen dos prácticas plazas cubiertas de parking exterior y una espaciosa explanada para aparcar más vehículos, si fuera necesario.  Alta calidad de construcción en toda la casa: pintura lisa, suelo porcelánico, carpintería interior de madera color roble, carpintería exterior de pvc blanca con climalit, puerta de seguridad blindada y rejas en todos los huecos, así como alarma conectada a central. El amplio jardín, con instalación de riego, tiene una piscina de cómodo acceso por escalera romana; barbacoa de obra; un agradable cenador con mesa y bancadas de piedra; un huerto vallado con sistema de riego por goteo; y un magnífico pozo de gran capacidad, que te ayudará a mantener viva y cuidada la estupenda parcela, con un importante ahorro en el consumo de agua. ES IMPORTANTE SABER que está calificada con la máxima eficiencia energética (A/A) y ahorro económico.  El sistema de calefacción y refrigeración combina la eficiencia del suelo radiante con la tecnología de la aerotermia; paneles fotovoltaicos alimentan la electricidad y paneles termosolares el ACS (agua caliente sanitaria). Sirven de apoyo a la calefacción y a la climatización de la piscina en verano, para una más agradable temperatura del agua. Todo planificado para que, ante un descenso extremo de la temperatura, se ponga en funcionamiento la caldera de gasoil, como elemento de apoyo al sistema de aerotermia. Existe la opción de instalar un aerogenerador eléctrico en el tejado que, unido a los paneles fotovoltaicos y conectados a baterías de litio, garantizaría la independencia energética absoluta, para una total desconexión de Red Eléctrica Española.  La urbanización está pendiente de la ejecución del PERI, ya aprobado y publicado en el BOCM.  COMUNICACIONES: A pocos minutos de la estación de tren de Villalba y los apeaderos de San Yago y Las Zorreras. Varios autobuses y la A6 te conducirán a Madrid en media hora.",True,good,False,,1926.0,True,True,False,False,[],False,False,699000.0,€,chalet,"Las Zorreras - Monte Encinar, El Escorial",Casa independiente,True,True,independantHouse,,,,,
101434001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/a3/1e/1122486545.webp,DP185970,43,,599000.0,chalet,sale,367.0,,6,4,Los Molinos,Madrid,Los Molinos,,es,,40.7083607,-4.0774923,False,https://www.idealista.com/inmueble/101434001/,"Venta de gran chalet independiente en Los Molinos.  Gilmar Villalba vende precioso chalet Independiente en la urb. La Peñota en Los Molinos de 367 m2 construidos en parcela de 943 m2 repartido en 2 plantas. Tiene unas preciosas vistas a la Sierra con múltiples caminos para disfrutar de la Sierra. Vivienda muy cómoda pudiendo hacer vida en una sola planta, destacan sus amplios espacios y muy buenas calidades. En la plata baja se ubica una zona de ocio, con salón, sauna, despacho, piscina cubierta, gimnasio y apartamento completo con múltiples posibilidades. La casa posee dos tipos de calefacción tanto de gas como de gasoil pudiendo usar la que se desee según el momento. DISTRIBUCIÓN: SÓTANO: despensa, despacho o dormitorio, salón biblioteca, sauna, baño con bañera, piscina cubierta con salida a solarium, salón amplio gimnasio y apartamento con cocina americana y baño. PLANTA BAJA: terraza acristalada. hall, amplia cocina de 12m2, cuarto caldera despensa, salón con chimenea de 35m2 con salida a terraza acristalada, dormitorio, dormitorio, principal con vestidor y baño con bañera jacuzzi. CARACTERÍSTICAS: Carpintería interior: madera Carpintería exterior: aluminio Calefacción: depósito gasoil/ gas canalizado Piscina En GILMAR trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. En más de 30 años de andadura, Gilmar ha logrado alcanzar un espacio de privilegio dentro del Sector Inmobiliario de alto standing. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Nuestros clientes cuentan con el asesoramiento necesario desde el inicio, para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Estupenda oportunidad, para conseguir su vivienda a la medida de sus sueños. casas en Torrelodones, casas en Villalba, casas en Alpedrete, casas en Moralzarzal, casas en Becerril, casas en Navacerrada, casas en Guadarrama, casas en Los Molinos, casas en El Escorial, casas en Cercedilla, casas en Galapagar, casas en la Sierra, comprar vivienda, comprar piso, comprar casa, comprar chalet, ATICO, VISTAS SIERRA.",False,good,False,,1632.0,True,True,False,False,[],False,False,599000.0,€,chalet,Los Molinos,Casa independiente,,,independantHouse,,,,,
96248718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/90/e4/945342332.webp,DP167608,44,,600000.0,chalet,sale,331.0,,6,4,Mataelpino,Madrid,Mataelpino,,es,,40.73548,-3.95632,False,https://www.idealista.com/inmueble/96248718/,"Venta de chalet independiente en Mataelpino con vistas.  Gilmar Villalba vende chalet Independiente de piedra en Matalelpino con pequeña casa aledaña con encanto. Cuenta con una cómoda parcela, con barbacoa, pozo y una gran parte solada destacando sus magnificas vistas. La casa se distribuye en 3 plantas, destacando una amplia cocina con office, salón y un gran número de dormitorios, ideal para ser una casa familiar de reuniones. Amplio garaje. Zona muy tranquila en la parte superior del pueblo rodeado de Naturaleza, un remanso de paz y campo. DISTRIBUCIÓN: PLANTA BAJA: hall, amplísima cocina de 20m2, salón con chimenea y aseo de cortesía. PRIMERA PLANTA: dormitorio, dormitorio en suite, dormitorio, dormitorio, baño con bañera, dormitorio y dormitorio con baño pegado. SEGUNDA PLANTA: dormitorio con entrada a trastero y salón con salida a terraza con impresionantes vistas CARACTERÍSTICAS: pozo. vivienda de piedra. En GILMAR trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. En más de 30 años de andadura, Gilmar ha logrado alcanzar un espacio de privilegio dentro del Sector Inmobiliario de alto standing. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Nuestros clientes cuentan con el asesoramiento necesario desde el inicio, para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Estupenda oportunidad, para conseguir su vivienda a la medida de sus sueños. casas en Torrelodones, casas en Villalba, casas en Alpedrete, casas en Moralzarzal, casas en Becerril, casas en Navacerrada, casas en Guadarrama, casas en Los Molinos, casas en El Escorial, casas en Cercedilla, casas en Galapagar, casas en la Sierra, comprar vivienda, comprar piso, comprar casa, comprar chalet, ATICO, VISTAS SIERRA. Carpintería exterior: aluminio Calefacción: gasoil.",False,good,False,,1813.0,True,True,False,False,[],False,False,600000.0,€,chalet,Mataelpino,Casa independiente,True,True,independantHouse,,,,,
107522539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/20/4f/1317294514.webp,4481,59,3,7200000.0,flat,sale,480.0,True,5,6,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4284213,-3.6795284,False,https://www.idealista.com/inmueble/107522539/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta propiedad en esquina, ubicada en una única planta y caracterizada por sus 11 ventanas, que proporciona abundante luz natural y agradables vistas. Situada en la tercera planta de un edificio señorial, conserva el carácter original del inmueble, con techos de más de 3,5m de altura. Actualmente utilizado como oficina, presenta un diseño diáfano que permite una fácil adaptación a una distribución de vivienda. Se admite la segregación.  La configuración actual incluye una amplia recepción que organiza los distintos espacios. A la derecha, dos zonas diáfanas, una con acceso a una terraza interior de 11m2, junto a un despacho independiente. A la izquierda, un despacho, otro en el chaflán de igual tamaño, una gran sala con un anexo abierto y salida a otra terraza de 9m2. Desde esta sala se accede a los baños diferenciados ya un área destinada a cocina-office, con ventanas al patio interior y acceso a la segunda terraza. Nuestros arquitectos proponen un diseño funcional y elegante que optimiza cada metro cuadrado de esta propiedad, equilibrando amplitud, comodidad y una distribución. El acceso a la vivienda se realiza a través de un hall de entrada que da paso a un aseo de cortesía, estratégicamente ubicado para mayor comodidad. Desde aquí, se accede a la zona de día, compuesta por varios salones amplios que ofrecen un ambiente luminoso y abierto, con múltiples posibilidades de distribución. Un comedor independiente complementa este espacio. La cocina abierta se plantea como un punto central de la vivienda, con un diseño espectacular con una gran isla central, se integra visualmente con las zonas sociales, creando un espacio fluido y acogedor. Junto a ella, la zona de servicio cuenta con un dormitorio, un baño y una lavandería. El área privada de la vivienda se compone de cuatro dormitorios en suite, cada uno con su propio baño y armarios empotrados.  El edificio cuenta con portero físico y existe la posibilidad de adquirir plazas de garaje en las proximidades. Ese magnifico con posibilidad de ser segregado, ofrece un espacio versátil con múltiples posibilidades de adaptación para que pueda cubrir todas sus necesidades y hacer un espacio único. Álvora Capital Properties con más de 24 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,renew,False,True,15000.0,True,True,False,False,[],False,False,7200000.0,€,flat,"Recoletos, Madrid",Piso,True,False,,55000.0,,,,
108912257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/39/d2/1359600912.webp,3968,26,2,2300000.0,flat,sale,196.0,True,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4310951,-3.6750333,False,https://www.idealista.com/inmueble/108912257/,"Exclusiva propiedad exterior de 196 m², situada en una elegante finca clásica con portero físico y ascensor, en una de las zonas más codiciadas de Madrid. Distribución sofisticada y funcional: Luminoso salón-comedor exterior con grandes ventanales que inundan el espacio de luz natural Cocina de diseño, totalmente equipada con electrodomésticos de alta gama Tres dormitorios, todos con baño en suite, que garantizan privacidad y confort Aseo de cortesía adicional para mayor comodidad Balcones exteriores que amplían el espacio y conectan la vivienda con su entorno urbano Reforma integral de alta calidad: Cada detalle ha sido cuidadosamente seleccionado para ofrecer un equilibrio perfecto entre estética, funcionalidad y confort, con acabados de primer nivel. Ubicación inmejorable: Situada en el corazón del Barrio de Salamanca, una zona emblemática rodeada de servicios, exclusivas boutiques, restaurantes, zonas verdes y con excelente comunicación mediante transporte público. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,11735.0,False,True,False,False,[],False,False,2300000.0,€,flat,"Lista, Madrid",Piso,,,,,,,,
108877108,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/58/ac/1357683584.webp,P923,25,2,234900.0,flat,sale,92.0,True,3,1,avenida de la Constitucion,Madrid,Móstoles,Centro,es,,40.3244072,-3.8643239,False,https://www.idealista.com/inmueble/108877108/,"GESPAIN te presenta una oportunidad única para adquirir un magnífico piso en la Avenida de la Constitución, una de las arterias más comerciales y vibrantes de Móstoles. Este enclave privilegiado te ofrece la comodidad de tener todo al alcance de tu mano, desde comercios locales hasta grandes superficies, creando un estilo de vida dinámico y lleno de posibilidades. Ubicado en una segunda planta con ascensor, este luminoso hogar se distribuye en, hall de entrada que da paso a un espacioso salón, tres cómodos dormitorios, una cocina independiente con despensa que facilita la organización, y un práctico pasillo distribuidor. Cuarto de baño y terraza exterior. Este piso se encuentra en buen estado de conservación y cuenta con: suelos de gres, ventanas de aluminio con vidrio simple lacado en gris (salvo en la terraza, que cuenta de Climalit lacado en blanco para un mejor aislamiento), y puertas de sapelli. Además, pensando en la accesibilidad, el edificio dispone de una silla salvaescaleras para personas con movilidad reducida, asegurando la comodidad para todos. Conexiones Inmejorables para una Vida Cómoda La localización de este piso es, sin duda, uno de sus mayores atractivos. La vivienda se sitúa en un punto estratégico con acceso directo a las principales vías de transporte de Móstoles: Metro: A pocos metros andando se encuentra la parada de metro de Pradillo (Línea 12 - Metrosur), que te conecta rápidamente con toda la red de metro de Madrid. Autobús: Disfruta de una excelente red de autobuses urbanos e interurbanos con paradas muy próximas, como ""Cartaya - Trva. Castellón"" facilitando tus desplazamientos diarios. Cercanías: La estación de Móstoles Central (Cercanías C-5 y Línea 12 de Metro) se encuentra a escasos 5 minutos a pie, ofreciéndote una conexión directa con el centro de Madrid y otras localidades.  ¡No dejes pasar la oportunidad de conocer este fantástico piso!",False,good,False,True,2553.0,True,True,True,False,[],False,False,234900.0,€,flat,"Centro, Móstoles",Piso en avenida de la Constitucion,,,,,,,,
