propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
106596691,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/fe/1f/1288177571.webp,19,1,145000.0,studio,sale,20.0,False,0,1,calle del Salitre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4103971,-3.6986435,False,https://www.idealista.com/inmueble/106596691/,"Se trata de un piso en una primera planta SIN ASCENSOR. DESCRIPCIÓN DETALLADA: - Salón con sofa, cama de 1,35, TV, ventilador de techo, armario. - Cocina independiente, completamente equipada con electrodomésticos, vitrocerámica, de 4 fuegos, lavadora, Frigorifico, Muebles altos y bajos de almacenamiento. - Baño completo con plato de ducha. VIVIENDA con: - Suelos de Gres. - Ventanas y puertas son originales de la vivienda restauradas de doble acristalamiento, y en prefecto estado de conservación Si buscas un piso en venta que te ofrezca comodidad, y una buena ubicación, este es el lugar ideal para ti. ¡No pierdas la oportunidad de visitarlo! UBICACION: Diversidad Cultural: Lavapiés es conocido por su mezcla de culturas, lo que se refleja en la variedad de restaurantes, tiendas y eventos culturales. Arte y Creatividad: El barrio es un centro artístico, con numerosas galerías, teatros y espacios alternativos que promueven el arte contemporáneo. Ambiente Bohemio: Su atmósfera relajada y bohemia atrae a artistas, estudiantes y creativos, lo que genera un ambiente dinámico y acogedor. Ubicación Central: Situado cerca del centro de Madrid, Lavapiés tiene fácil acceso a otros barrios y atracciones turísticas. Transporte Público: Excelente conexión de metro y autobuses, facilitando el desplazamiento por la ciudad. Mercados y Comercio Local: Cuenta con mercados como el Mercado de San Fernando, donde se pueden encontrar productos frescos y comida típica.",True,good,False,False,7250.0,True,False,False,False,[],False,False,145000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Salitre,,studio,,,,,
107793235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/e3/16/1323915184.webp,29,2,242000.0,flat,sale,98.0,True,3,1,calle Isabel II s/n,Madrid,Parla,Reyes,es,,40.2327552,-3.765559,True,https://www.idealista.com/inmueble/107793235/,"NAVARRO REAL ESTATE vende piso en Parla - Reyes Católicos. Desde Navarro Real Estate tenemos el placer de anunciarles en exclusiva este fantástico piso en perfecto estado, listo para entrar a vivir. Lujosa vivienda que cuenta con tres amplios dormitorios, con armarios empotrados. Cuenta con gran salón con acceso a terraza, cocina con salita y baño completo reformado con plato de ducha y ventana. Tiene tres amplios dormitorios con armarios empotrados. Hogar ideal para familias. La comunidad es de 90 € con el agua incluida. Calidades de la vivienda: paredes de gotelé, suelo de tarima flotante, carpinteria interior de roble macizo y ventanas de tipo Climalit. La vivienda se vende con trastero incluido en el precio. La finca cuenta con ascensor. Este inmueble tiene una ubicación excelente ya que se encuentra al lado de Centros de Salud, Colegios e Institutos, Supermercados y otros diversos comercios y servicios a su alrededor. La estación de Renfe Cercanías se encuentra a pocos minutos a pie al igual que otras paradas de Tranvía y autobús. No dude en llamarnos para concertar una cita para poder visitar el piso. Disponemos de departamento financiero para asesorarle y si lo necesita, conseguir las mejores condiciones para su hipoteca.",True,good,False,True,2469.0,True,False,False,False,[],False,False,242000.0,€,,,flat,"Reyes, Parla",Piso en calle Isabel II s/n,NRE-P36,,,,,,
109164199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/96/86/1366159191.webp,24,1,227500.0,flat,sale,72.0,True,3,1,Barrio Los Rosales,Madrid,Madrid,Villaverde,es,Los Rosales,40.3506853,-3.690891,False,https://www.idealista.com/inmueble/109164199/,"¡Descubre este magnífico piso en venta en Villaverde Bajo! Ubicado en una de las mejores zonas de la ciudad, este acogedor hogar se encuentra a tan solo 200 metros de la estación de Metro, lo que facilita tus desplazamientos diarios. Además, cuenta con paradas de autobuses y Cercanías muy cercanas, lo que lo convierte en una opción ideal para quienes buscan comodidad y conexión. El piso dispone de tres amplios dormitorios, perfectos para adaptarse a tus necesidades. El dormitorio principal tiene acceso a una encantadora terraza, donde podrás disfrutar de momentos al aire libre. El salón comedor es luminoso y espacioso, ideal para compartir con familia y amigos. La cocina está equipada y lista para que prepares tus platos favoritos.  Uno de los grandes atractivos de este inmueble es su impresionante patio de 45 m² de uso y disfrute, un verdadero oasis privado donde relajarte o disfrutar al aire libre. El cuarto de baño ha sido recientemente reformado y cuenta con un moderno plato de ducha. Con suelos de gres, ventanas de aluminio y puertas de madera. No dejes pasar la oportunidad de vivir en este encantador piso de 72 m² construidos y 70 m² útiles. ¡Contáctanos para más información y ven a verlo! Te ayudamos con la financiación hasta el 100% previo estudio.",True,good,False,False,3160.0,True,False,False,False,[],False,False,227500.0,€,,,flat,"Los Rosales, Madrid",Piso,,,,,,,
109152936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/ec/43/1365851367.webp,23,4,795000.0,flat,sale,85.0,False,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4282066,-3.6718685,False,https://www.idealista.com/inmueble/109152936/,"+PISO Ofrece esta excelente vivienda para entrar a vivir en pleno barrio de Goya. Se trata de una 4º planta, con muy buena luminosidad en todas las estancias y sol en las zonas de la cocina y el salón. Amplio salón comedor, dos dormitorios dobles con armarios empotrados. Cocina independiente, totalmente amueblada y equipada. Dos baños completos, uno con bañera y el otro con plato de ducha. Suelos porcelánicos, paredes lisas, ventanas de aluminio. Muy buen edificio moderno, con amplio portal y portero físico. Inmejorable ubicación, en pleno corazón del barrio de Goya, uno de los mejores y mas demandados barrios de la capital. Solicite su cita para visitarlo.",False,good,False,True,9353.0,True,True,False,False,[],False,False,795000.0,€,,,flat,"Goya, Madrid",Piso,GA-V-3721,,,,,,
108691498,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/eb/6e/1352292253.webp,44,5,475000.0,penthouse,sale,130.0,True,3,2,CL INFANTAS,Madrid,Aranjuez,Centro,es,,40.0344588,-3.6014328,False,https://www.idealista.com/inmueble/108691498/,"Vive en lo más alto.. . con las mejores vistas de la ciudad  Ático de ensueño con vistas al Palacio Real y al Palacio de Godoy actual colegio Sagrada Familia  Imagina despertar cada mañana rodeado de luz natural, abrir las puertas de tu dormitorio y salir directamente a una terraza privada con vistas inigualables al Palacio Real y al emblemático Palacio de Godoy actual colegio de la Sagrada Familia. Este espectacular ático, ubicado en la última planta de un edificio elegante y tranquilo, te ofrece justo eso: un hogar donde cada rincón invita a vivir con plenitud. La vivienda cuenta con tres amplios dormitorios, el principal en suite con amplios armarios y baño, todos ellos con acceso directo a una terraza lateral que rodea toda la propiedad. El salón se abre a una impresionante terraza frontal con vistas panorámicas a Palacio, perfecta para disfrutar de cenas al atardecer o mañanas de café con vistas que parecen sacadas de una postal. Detalles que enamoran: •Ubicación privilegiada frente a dos de los iconos más bellos de la ciudad •Gran terraza perimetral que conecta todos los espacios de la vivienda •Ventanas de PVC oscilobatientes que aíslan del ruido y la temperatura •Suelo de parquet que aporta calidez y elegancia a cada estancia •Comunidad tranquila y cuidada, ideal para quienes buscan calidad de vida Este ático no es solo una vivienda, es un estilo de vida. Ven a verlo y descubre cómo sería vivir rodeado de historia, luz y tranquilidad. Contáctanos hoy y reserva tu visita. Tu nuevo hogar te está esperando en las alturas.",False,good,False,True,3654.0,True,False,False,False,[],False,False,475000.0,€,True,True,flat,"Centro, Aranjuez",Ático en CL Infantas,VM07,penthouse,,,,,
106821959,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/93/7f/1365151562.webp,40,bj,196500.0,studio,sale,52.0,True,0,1,calle Fokker s/n,Madrid,Brunete,,es,,40.4023882,-3.9929036,True,https://www.idealista.com/inmueble/106821959/,"Descubre estos sofisticados bajos tipo loft en el encantador municipio de Brunete, joyas totalmente reformada y lista para estrenar. Una promoción de varios bajos convertidos en loft, con acabados de primeras calidades, estos espacios ofrecen un amplio salón con cocina americana integrada, ideal para quienes buscan un estilo de vida moderno y funcional. La elegante habitación principal garantiza un descanso pleno, mientras que el baño completamente equipado añade un toque de confort. A solo 25 minutos del bullicioso centro de Madrid, esta es una oportunidad única tanto para vivir como para invertir en una zona en auge. Aunque se venden sin amueblar, su diseño versátil te permitirá personalizar cada rincón a tu gusto. Dispone de calefacción, su ubicación y estructura aseguran un ambiente acogedor durante todo el año. Dos de estos Loft tienen opción de de hacer amplia terraza. ¡No dejes pasar esta oportunidad de hacerte con un espacio exclusivo en una ubicación privilegiada! Visitalos todos en una misma cita.",True,good,False,False,3779.0,True,False,False,False,[],False,False,196500.0,€,,,flat,Brunete,Estudio en calle Fokker s/n,Ketty,studio,,,,,
107173800,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/81/07/1305169859.webp,24,4,329000.0,flat,sale,101.0,True,3,1,avenida del Mar Mediterráneo s/n,Madrid,Valdemoro,Restón i - Restón Ii,es,,40.1802156,-3.6847676,True,https://www.idealista.com/inmueble/107173800/,"NAVARRO REAL ESTATE vende piso en Valdemoro - Restón. Desde NAVARRO REAL ESTATE, tenemos el placer de presentaros en EXCLUSIVA este maravilloso piso de tres dormitorios y un baño. Vivienda totalmente reformada con materiales de primera calidad, de manera integral hace menos de 4 años, por lo que se encuentra en perfectas condiciones y lista para entrar a vivir. La vivienda cuenta con tres amplios dormitorios dobles todos ellos equipados con armarios empotrados, cocina con office reformada totalmente y con acceso a tendedero cerrado, baño completo adaptado con plato de ducha y ventana. La vivienda se vende amueblada. Cuenta con aire acondicionado por conductos y caldera de gas con calefacción en todos las estancias. Calidades de la vivienda: paredes y techos alisados, suelo de tarima flotante, carpintería maciza lacada en blanco, ventanas Climalit con puente térmico, baño reformado integralmente con plato de ducha, cocina totalmente equipada con muebles a medida y electrodomésticos, aire acondicionado por conductos, iluminación led, armarios empotrados forrados y vestidos. Este inmueble tiene una ubicación excelente ya que se encuentra en la avenida principal del Restón, zona que cuenta con una gran variedad de servicios y comercios como farmacias, bancos, peluquerías, restaurantes, centro comercial…y con una muy buena comunicación con diversas paradas de autobús y a 5 minutos de la carretera M-404. No dude en llamarnos para concertar una cita para poder visitar el piso. Disponemos de departamento financiero para asesorarle y si lo necesita, conseguir las mejores condiciones para su hipoteca.",True,good,False,True,3257.0,True,False,False,False,[],False,False,329000.0,€,True,True,flat,"Restón i - Restón Ii, Valdemoro",Piso en avenida del Mar Mediterráneo s/n,NRE-V14,,,,,,
106545023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/a4/2c/1316508761.webp,29,4,5300000.0,flat,sale,346.0,True,4,5,calle de Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4316857,-3.693305,False,https://www.idealista.com/inmueble/106545023/,"Ubicada en la prestigiosa calle Almagro, esta elegante vivienda combina la historia de un edificio clásico de 1930 con el lujo contemporáneo. En la cuarta planta, con vistas totalmente despejadas a una calle arbolada y rodeada de edificios de arquitectura clásica, esta residencia ofrece un refugio de serenidad en pleno centro de la ciudad. Con 346 m² cuidadosamente distribuidos, esta propiedad destaca por su amplitud y su diseño pensado para el máximo confort. Cada uno de los cuatro dormitorios cuenta con su propio cuarto de baño y un vestidor privado, ofreciendo espacios personales y exclusivos para cada miembro de la familia. Además, la vivienda dispone de un cuarto de baño adicional para invitados, pensado para la comodidad de los visitantes. El salón comedor exterior es un espacio amplio y luminoso, donde el gran ventanal y los miradores permiten disfrutar de las vistas abiertas y la luz natural que inunda cada rincón. La cocina, también exterior, ofrece funcionalidad y estilo, acompañada por una zona de lavandería independiente. Cada detalle de esta residencia ha sido diseñado con calidades excepcionales, haciendo de esta propiedad en la emblemática calle Almagro un lugar único donde el lujo y la tradición se encuentran.",False,good,False,True,15318.0,True,False,False,False,[],False,False,5300000.0,€,,,flat,"Almagro, Madrid",Piso en calle de Almagro,,,,,,,
108784328,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/16/c8/1356713622.webp,21,bj,340000.0,flat,sale,75.0,True,2,1,paseo de los Jesuitas,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4080734,-3.730164,False,https://www.idealista.com/inmueble/108784328/,"¡Inmobiliarias Encuentro vende en Exclusiva¡ Luminoso piso de 75 mt2 en el encantador barrio de Puerta de Ángel, una de las zonas más tranquilas y bien comunicadas de Madrid. Ubicado en una finca en excelente estado y con acceso a movilidad reducida, esta vivienda destaca por su excelente distribución y abundante luz natural en todas las estancias. En la entrada podremos encontrar un distribuidor que nos conecta con un amplio salón-comedor con ventanas al exterior, dos amplios dormitorios, cocina independiente y cuarto de baño espacioso. Además la vivienda dispone de un cuarto de despensa y almacenamiento en el interior de la misma. Con su ventaja de ser un inmueble compuesto por paredes de tabique en su mayoría genera una posibilidad de reformarla completamente y la convierte en una excelente oportunidad para personalizarla al gusto o como inversión para alquiler. Dispone de una distribución funcional con buena entrada de luz natural y posibilidades de redistribución de espacios. Puerta de Ángel es un barrio con todos los servicios al alcance: colegios, parques, comercios y transporte público. En la puerta de la finca podrás encontrar “Bici Mad”. A solo minutos del centro de Madrid y Palacio Real, cuenta con excelentes conexiones tanto en autobús líneas 158, 39,31, 36,55, 34 y lineal del metro lineal 6 circular, lo que lo convierte en una opción ideal para quienes buscan vivir en una zona tranquila sin renunciar a la cercanía con el corazón de la ciudad. Una gran oportunidad para vivir en una zona consolidada, cómoda y con gran proyección ideal para quienes buscan una primera vivienda a buen precio, un proyecto de renovación o una oportunidad de inversión. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con fimoo tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones Entra en nuestra web y reserva este piso en tan solo 2 minutos con nuestro servicio ireser.",True,renew,False,False,4533.0,True,False,True,False,[],False,False,340000.0,€,,,flat,"Puerta del Ángel, Madrid",Piso en paseo de los Jesuitas,IE17-VPJESUIT,,,,,,
108261042,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/85/c3/1338810315.webp,17,3,1590000.0,flat,sale,135.0,True,2,2,"paseo de la Castellana, 70",Madrid,Madrid,Chamartín,es,El Viso,40.4385267,-3.6903042,True,https://www.idealista.com/inmueble/108261042/,"¡Sin comisión de Agencia! Vendemos un lote exclusivo de apartamentos de lujo en pleno corazón del Paseo de la Castellana. Oportunidad única sobre plano. Últimas unidades disponibles en este edificio boutique de obra nueva. Vive con estilo en una de las zonas más prestigiosas de Madrid, con precios desde 1.590. 000€. Solo quedan unas pocas viviendas disponibles. Esta promoción destaca no solo por su ubicación inmejorable, sino por ofrecerte la posibilidad de personalizar por completo el diseño interior de tu vivienda, con el acompañamiento de un asesor personal que te guiará en cada decisión de estilo y distribución. Una experiencia a medida, pensada para ti. Disponemos de pisos de 2 y 3 dormitorios, con superficies generosas y distribuciones modernas, perfectas tanto para vivir como para invertir. Cada unidad está diseñada para ofrecer el máximo confort y funcionalidad, con acabados premium, trastero privado y garaje inteligente incluido. El edificio contará con amenities exclusivos como salas de coworking, vinotecas privadas, gimnasio totalmente equipado y servicio de conserjería, todo pensado para elevar tu calidad de vida al más alto nivel. Ubicación privilegiada a escasos metros de zonas de oficinas, comercios exclusivos, restaurantes de autor y con excelente conexión a transporte público. Llámanos para más información y asegura tu plaza en esta oportunidad única en la Castellana.",False,good,False,True,11778.0,True,False,False,False,[],False,False,1590000.0,€,True,True,flat,"El Viso, Madrid","Piso en paseo de la Castellana, 70",,,,,,,
109075186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/39/15/1363656917.webp,26,5,910000.0,flat,sale,123.0,True,4,2,CL QUINTANA,Madrid,Madrid,Moncloa,es,Argüelles,40.4274199,-3.7167069,False,https://www.idealista.com/inmueble/109075186/,"Oportunidad única a metros de Pintor Rosales: piso exterior con vistas privilegiadas y gran potencial de reforma. Esta vivienda con encanto está ubicada en una finca señorial de 1940 en excelente estado, este quinto piso exterior es una auténtica joya por descubrir. Con sus 107 m² útiles (123 m² construidos), ofrece una distribución ideal y espacios llenos de luz natural para transformarlos a tu gusto. ¡Todas las estancias, incluso baños y cocina, tienen ventanas al exterior y luz directa! El piso cuenta con: •Dos ventanas y un balcón terraza orientados a la calle Quintana, con espléndidas vistas hacia calle Princesa y al Parque del Oeste. •Gran recibidor, salón comedor, 4 habitaciones (dos de ellas muy amplias y dos más pequeñas que dan a un silencioso y espacioso patio de luces interno), cocina espaciosa y dos baños (uno completo y otro auxiliar). •Techos altos de 3,00 m con molduras originales. •Suelo de parquet de madera original (excepto cocina y baños), restaurable para conservar su encanto. •Amplio trastero propio en el subsuelo: 7,60 m3 (2,35 x 1,08 x 3,00 m). La reforma es muy sencilla: la mayoría de las paredes son tabiques, solo hay que respetar dos columnas estructurales. ¡Un lienzo en blanco para diseñar el hogar de tus sueños! La finca dispone de calefacción central con medidores individuales, ascensor principal y montacargas hasta el trastero, además de servicio de portero físico. Su escalera principal es reflejo del carácter señorial del edificio. En pleno corazón de Madrid, rodeado de todo lo que necesitas: supermercados, colegios, restaurantes, farmacias, hospitales, zonas verdes y excelente comunicación por transporte público. Este piso lo tiene todo: ubicación premium, luz, vistas, carácter arquitectónico y la posibilidad de crear una vivienda a medida. ¡No dejes pasar esta oportunidad!",False,renew,False,True,7398.0,True,True,False,False,[],False,False,910000.0,€,,,flat,"Argüelles, Madrid",Piso en CL Quintana,Quintana17,,,,,,
109162142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/d1/e2/1366097500.webp,21,3,2300000.0,flat,sale,176.0,True,3,3,"calle de Miguel Ángel, 7",Madrid,Madrid,Chamberí,es,Almagro,40.4345704,-3.6916581,True,https://www.idealista.com/inmueble/109162142/,"TU HOGAR IDEAL COMERCIALIZA EN EXCLUSIVA **Piso en Almagro: lujo y confort a tu alcance** Descubre este impresionante piso en el corazón del barrio de Almagro, donde el diseño y la calidad se unen para ofrecerte un hogar excepcional. Con 176 m² construidos y 170 m² útiles, este espacio destaca por sus tres amplias habitaciones, todas con gran capacidad de almacenaje.  Al entrar, te recibe un amplio hall de entrada con un gran armario para invitados, que da paso a una zona social distribuida en varios ambientes. Aquí encontrarás una acogedora zona de sofás y descanso, un rincón perfecto para la lectura y un comedor que se conecta con una cocina independiente. Las puertas correderas permiten integrar o separar los espacios según tus necesidades, mientras que la iluminación cuidadosamente diseñada resalta cada rincón. La carpintería hecha a medida por un ebanista y las puertas de suelo a techo con grandes ventanales aportan una luminosidad natural que hace de este piso un lugar cálido y acogedor. Además, cuenta con un aseo de cortesía y una zona de lavandería, facilitando la vida diaria. El servicio de portero en la finca del edificio añaden un toque de comodidad y seguridad. Ubicado en una planta 3 con ascensor, este hogar es apto para personas con movilidad reducida y está equipado con calefacción de gas natural y aire acondicionado.  No pierdas la oportunidad de vivir en un espacio que combina elegancia y funcionalidad en uno de los barrios más cotizados de la ciudad. ¡Ven a verlo y enamórate!",False,good,False,True,13068.0,False,False,False,False,[],False,False,2300000.0,€,,,flat,"Almagro, Madrid","Piso en calle de Miguel Ángel, 7",,,,,,,
108624742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/1c/df/1350313348.webp,24,3,750000.0,flat,sale,90.0,False,3,2,calle de Fernán González s/n,Madrid,Madrid,Retiro,es,Ibiza,40.4210216,-3.6744125,True,https://www.idealista.com/inmueble/108624742/,"SWEET HOMES REAL ESTATE Se vende magnifico piso interior reformado entre la zona del Barrio de Salamanca y la zona de Ibiza (Madrid). La vivienda consta de tres dormitorios, salón comedor, dos baños, cocina, calefacción de Gas Natural. El salón comedor es amplio y luminoso por tener ventanas a un patio, las ventanas son de aluminio con aislamiento térmico y acústico, suelos de tarima en toda la vivienda, calefacción centralizada pero ya esta individualizada. La cocina es amplia y tiene mucha zona de trabajo y es bastante luminosa. Los tres dormitorios son amplios y el dormitorio principal es de tipo suite con baño incorporado con plato de ducha y mampara de cristal. Los dos cuartos de baño están completos con ducha y mampara de cristal.",True,good,False,True,8333.0,False,False,False,True,[],False,False,750000.0,€,,,flat,"Ibiza, Madrid",Piso en calle de Fernán González s/n,IDM 0999,,,,,,
108904474,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/00/18/1358482603.webp,16,bj,180000.0,flat,sale,40.0,True,1,1,calle del Manzanares s/n,Madrid,Alcobendas,Alcobendas Centro,es,,40.5440116,-3.6382951,True,https://www.idealista.com/inmueble/108904474/,"IMPERIO INMOBILIARIO ofrece POR SEPARADO 2 increíbles lofts en la calle del Manzanares, Alcobendas, donde la comodidad y el estilo se unen en un espacio de 40 m². Cada loft cuenta con un dormitorio acogedor, equipado con armarios empotrados que maximizan el espacio y ofrecen un almacenamiento práctico. La cocina, completamente equipada, es perfecta para los amantes de la gastronomía, mientras que el baño completo, con mamparas y muebles, añade un toque de elegancia. La climatización mediante bomba de frío y calor garantiza un ambiente agradable durante todo el año, y si lo deseas, puedes optar por aerotermia con un suplemento en el precio. La entrega está prevista para marzo de 2026, así que no pierdas la oportunidad de ser el primero en disfrutar de este moderno hogar. Además, el edificio cuenta con orientación oeste, lo que proporciona una excelente iluminación natural. Estos lofts son ideales tanto para inversores como para quienes buscan su primer hogar. ¡No dejes pasar esta oportunidad única en Alcobendas! LAS FOTOS SON ILUSTRATIVAS DE PROYECTOS SIMILARES Y NO SE CORRESPONDEN CON LA REALIDAD, pero te aseguran que la calidad y diseño serán excepcionales. ¡Contáctanos y asegura tu visita hoy mismo, estaremos encantados de atenderte.",False,good,False,False,4500.0,True,False,False,False,[],False,False,180000.0,€,,,flat,"Alcobendas Centro, Alcobendas",Piso en calle del Manzanares s/n,manzanares,,,,,,
104888666,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/ba/2a/1313446202.webp,10,,127000.0,flat,sale,46.0,,1,1,calle de Ramón Luján,Madrid,Madrid,Usera,es,Moscardó,40.3875136,-3.7059298,False,https://www.idealista.com/inmueble/104888666/,"Piso de 46 m² en venta situado en Madrid. Construido en 2009, este piso dispone de una superficie de 46 m² y se distribuye en salón-comedor, cocina amueblada con armarios altos y bajos, 1 dormitorio, 1 baño y terraza. Incluye un trastero de 6 m² situado en la planta cubierta. Buenas comunicaciones, con paradas de autobús próximas con las líneas 47, 247 y N15, próxima a la estación de metro Usera y mediante el acceso viario A-42. La zona dispone de equipamiento variado, restaurantes, farmacia, instituto, estadio, etc. Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá: (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l: (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) responsabilidad alguna en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,2761.0,False,False,False,False,[],False,False,127000.0,€,,,flat,"Moscardó, Madrid",Piso en calle de Ramón Luján,Z2-00079-0004,,,129000.0,2000.0,2.0,
108923271,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/08/00/1359059324.webp,29,4,920000.0,flat,sale,150.0,True,4,3,calle de Núñez Morgado,Madrid,Madrid,Chamartín,es,Castilla,40.4693746,-3.6872925,False,https://www.idealista.com/inmueble/108923271/,"Agencia inmobiliaria de MADRID | zona Plaza Castilla | Oficina Tecnocasa de MADRID. Oficina Tecnocasa. En venta: Piso en una 4ª planta completamente exterior A ESTRENAR con terraza Ascensor en zona Chamartín / Paseo de la Castellana / Plaza Castilla. PISO REFORMADO NUEVO A ESTRENAR, La vivienda se encuentra en estado impecable, recién reformada y lista para estrenar, con acabados modernos y de alta calidad. Completamente exterior, con la distribución de 4 dormitorios y 3 baños completos siendo 2 de ellos en suite, salón con cocina incorporada. Tiene una terraza con acceso directo desde el salón, trastero y participación de plaza de garaje en el propio edifico, ambos con acceso directo desde el ascensor. La finca cuenta con Portero físico. La ubicación del inmueble garantiza una movilidad excelente gracias a su proximidad a importantes puntos de transporte público: •Metro: A pocos minutos se encuentran las estaciones de Chamartín (Líneas 1 y 10), Begoña (Línea 10) y Plaza de Castilla (Líneas 1, 9 y 10), facilitando el acceso a cualquier parte de la ciudad. •Cercanías Renfe: La estación de Chamartín, con líneas C1, C2, C3, C4, C7, C8 y C10, y la estación de Nuevos Ministerios, conectan con diversas áreas metropolitanas y regiones. •Autobuses: Varias líneas de la EMT, como las 27, 147 y 150, tienen paradas cercanas, asegurando una excelente conectividad. Tiendas y Servicios Cercanos Vivir en esta zona significa tener todo lo que necesitas a tu alcance: •Centros Comerciales: El Centro Comercial Caleido (que está a 3 minutos) y El Corte Inglés de Castellana ofrecen una amplia gama de tiendas de moda, restaurantes y servicios esenciales. •Supermercados: Mercadona y Alcampo, situados en las proximidades, facilitan las compras diarias. •Restaurantes y Cafeterías: Desde el Restaurante Casa Narcisa y Casa Nemesio hasta cadenas internacionales como Starbucks y Costa Coffee, las opciones para comer y disfrutar son innumerables. Financiación de hasta el 100% con nuestro departamento financiero, KIRON. ESTUDIO FINANCIERO GRATUITO Y SIN COMPROMISO, no dude en consultarnos. ¡No dejes pasar esta oportunidad! Para más información o para concertar una visita al inmueble, no dudes en ponerte en contacto. TECNOCASA, 30 años a su servicio. ¡Gracias por su confianza!",False,good,False,True,6133.0,True,False,False,False,[],False,False,920000.0,€,True,True,flat,"Castilla, Madrid",Piso en calle de Núñez Morgado,z1NM4d3b,,,,,,
