propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
109217523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/2c/27/1367759815.webp,,41,1450000.0,flat,sale,140.0,3,3,calle de Donoso Cortés,Madrid,Madrid,es,40.4350226,-3.7171923,False,https://www.idealista.com/inmueble/109217523/,"**Piso en Venta en el Corazón de la Ciudad** ¡Descubre tu nuevo hogar! Este espectacular piso exterior, recién reformado con materiales de alta calidad, te ofrece un espacio ideal para disfrutar de la vida urbana. Con 140 m² construidos, cuenta con tres amplias habitaciones, todas equipadas con armarios empotrados, y dos baños completos más un aseo de cortesía. La habitación principal incluye un baño en suite, perfecto para mayor comodidad. La luminosidad es una de las características más destacadas de este inmueble, gracias a sus dos balcones que ofrecen vistas al exterior. Situado en la segunda planta de un edificio con ascensor, este piso es accesible y cuenta con portero físico y automático para mayor seguridad. Además, disfrutarás de calefacción y agua caliente individual por Gas Natural, así como aire acondicionado frío y calor centralizado, asegurando el máximo confort durante todo el año. No dejes pasar esta oportunidad única de vivir en un entorno moderno y acogedor. ¡Ven a visitarlo y enamórate de tu nuevo hogar! . cuenta con un cuarto de lavandería.",True,good,False,10357.0,True,False,False,False,[],False,False,1450000.0,€,,,flat,,"Gaztambide, Madrid",Piso en calle de Donoso Cortés,Chamberí,Gaztambide,2,True,True,,,,
106370629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/66/34/1280782927.webp,EAV116 PRADO,33,960000.0,flat,sale,94.0,2,1,"paseo del Prado, 34",Madrid,Madrid,es,40.4111512,-3.6931296,True,https://www.idealista.com/inmueble/106370629/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este encantador piso en venta, ubicado en el emblemático barrio de Huertas-Las Cortes, te ofrece una oportunidad única para vivir en una de las zonas más vibrantes de la ciudad. Situado en la quinta planta de un edificio clásico de 1932, disfrutarás de una luminosidad excepcional y vistas impresionantes hacia el icónico Paseo de Prado. Con 94 m² construidos y 85 m² útiles, este espacio está compuesto por un acogedor hall de entrada, un primer dormitorio ideal para invitados o como oficina, un amplio salón de paso perfecto para tus momentos de relax, y un dormitorio principal exterior que te garantiza un despertar lleno de luz. La cocina es espaciosa y ofrece múltiples posibilidades para diseñar el espacio culinario de tus sueños. El baño amplio completa este hogar que, aunque necesita reforma, tiene un potencial increíble para convertirse en la vivienda que siempre has deseado. Además, cuenta con calefacción central mediante aparatos individualizados y aire acondicionado, asegurando tu confort durante todo el año. Los armarios empotrados ofrecen espacio de almacenamiento adicional, mientras que el ascensor facilita el acceso a esta joya urbana. Con orientación este, cada mañana estará llena de energía y vitalidad. No pierdas la oportunidad de visitar este piso y darle tu toque personal. ¡Contáctanos por teléfono o email para más información y visitas!",True,good,False,10213.0,True,False,True,False,[],False,False,960000.0,€,,,flat,,"Huertas-Cortes, Madrid","Piso en paseo del Prado, 34",Centro,Huertas-Cortes,5,True,True,,,,
108009516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/0f/9e/1331047498.webp,,20,850000.0,flat,sale,148.0,4,2,"calle de Segovia, 10",Madrid,Madrid,es,40.4137298,-3.7106496,True,https://www.idealista.com/inmueble/108009516/,"Fantástico piso de 148 m2, ubicado en la esquina de la calle Segovia con la Travesía del Conde, con ventanas y balcones a la calle Segovia y al jardín de Travesía del Conde, que le proporciona unas vistas extraordinarias sobre el Palacio de Anglona y su jardín así como sobre las calles más emblemáticas del Madrid de los Austrias y las cúpulas de la Catedral de la Almudena y la Catedral Castrense. El piso tiene un hall de entrada que da a una habitación utilizada como despacho hasta ahora, con ventanas a un patio interior, otra habitación adicional en el pasillo frente a un cuarto de ducha, y siguiendo por el pasillo la cocina a la derecha, a la izquierda un salón con balcón a la calle Segovia, conectado con otro salón con balcón al jardín de Travesía del Conde, con amplias vistas hacia poniente que le dan una gran luminosidad y fantásticas puestas de sol. A la derecha de este salón hay pasillo que lleva a otra amplia habitación con ventanas a un patio interior del edificio. El piso ha estado ocupado hasta hace poco por una familia de avanzada edad, con lo que necesitaría una reforma total para adaptarlo a los nuevos criterios de distribución, pero su amplio tamaño y luminosidad permitirían construir un fantástico piso del siglo XXI.",True,renew,False,5743.0,True,False,True,False,[],False,False,850000.0,€,,,flat,,"Palacio, Madrid","Piso en calle de Segovia, 10",Centro,Palacio,3,True,True,,,,
107144500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/fb/cf/1304325527.webp,193-VNV03,35,850000.0,flat,sale,149.0,3,3,carretera de Húmera,Madrid,Pozuelo de Alarcón,es,40.4341185,-3.7960598,False,https://www.idealista.com/inmueble/107144500/,"El equipo de ABRIL20 y toda su experiencia de vida tienen el encargo de gestionar la venta de este piso de 149m2, 3 habitaciones, 2 baños completos, un aseo, amplio salón con terraza y una cómoda plaza de garaje, dentro de una urbanización cerrada con portero, jardín, piscina y canchas de tenis en la zona de la Avenida de Europa en Pozuelo de Alarcón. Con 136m2 de vivienda reformada con estilo moderno con especial énfasis en la iluminación, el diseño y la comodidad en los espacios amplios con grandes ventanales al jardín interior. Tres dormitorios dobles con armarios empotrados y uno de ellos con vestidor con cajones, estantes y zona para colgar con diferentes alturas. Baños de diseño uno de ellos en vivos colores y el otro en blanco y negro, con dos modernos lavabos en los baños todos ellos diferentes entre sí con las mejores calidades y paredes lisas. La cocina está integrada en el salón comedor, con almacén- despensa al fondo y frigorífico americano que como el resto de los electrodomésticos, es de alta gama, encimera de mármol y zona de barra de desayuno. El equipo de ABRIL20 recomienda encarecidamente visitar este piso por la relación calidad precio, perfecto estado, diseño, amplitud, luz, por su terraza y su magnífica ubicación en una zona de fácil acceso a la carretera 503, a la M-30 y a la M-40, junto al metro ligero y con amplia plaza de garaje con cargador de vehiculo eléctrico.  Calefacción individual con gas, radiadores decorativos verticales en negro, iluminación indirecta en todo el piso, además de focos, ventiladores en el techo en cada habitación además de aire acondicionado. Suelo de madera maciza, cálida y resistente. Urbanización con acceso al parking desde la Avenida de Europa, con fácil acceso a la carretera 503 y desde ahí a Madrid, la M-30 y la M-40. IBI: 552,81€ Cuota de Comunidad de propietarios: . 235,48€ vivienda + 41,69€ plaza garaje.",False,good,False,5705.0,True,False,True,False,[],False,False,850000.0,€,True,True,flat,,"Zona Avenida Europa, Pozuelo de Alarcón",Piso en carretera de Húmera,Zona Avenida Europa,Zona Avenida Europa,2,True,True,,,,
108622379,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/0c/58/1350224527.webp,0096-01130,56,995000.0,penthouse,sale,175.0,3,3,calle de María de las Mercedes de Borbón s/n,Madrid,Madrid,es,40.4929139,-3.6178766,True,https://www.idealista.com/inmueble/108622379/,"Código de llamada: 105  En venta espectacular ático-duplex en Valdebebas, en urbanización privada, junto al Parque Forestal Felipe VI. La vivienda, muy luminosa, totalmente exterior, dispone de 139 m2 construidos más una gran terraza de 36 m2. Su orientación Este recibe un magnífico sol de mañana. Distribución: En planta de acceso nos encontramos con un espacioso salón comedor, cocina con despensa y tendedero, baño y la mencionada terraza mitad cubierta y mitad con pérgola de lona extensible. En la planta superior cuenta con 3 dormitorios, el principal con baño en suite y dos dormitorios que comparten un baño adicional. Esta distribución, permite que pueda haber reuniones de familia y amigos a horas en que los pequeños de la casa estén durmiendo plácidamente gracias a la independencia de los dormitorios. Cuenta con numerosos armarios empotrados, suelos de parquet, ventanas de climalit con mosquiteras en los dormitorios, calefacción central con termostato en la propia vivienda, aire acondicionado con bomba de calor (máquina individual para cada planta). La vivienda dispone de un trastero (7 m2) anejo y dos plazas de garaje juntas (27,7 m2 c/u), no incluidas en el precio de la vivienda, valoradas en 25.000 euros cada una. Respecto a la urbanización dispone de unas amplias zonas comunes con jardines, zona de juegos infantiles, piscina, pista de pádel y amplio gimnasio (con máquinas recien renovadas y zona de pesas) y conserje que aporta seguridad y la comodidad de la recogida de paquetería cuando los propietarios están ausentes. Está situada en una de las mejores zonas de Valdebebas, con acceso directo al Parque Forestal Felipe VI frente a la puerta de la urbanización y está cerca también del Parque de la Centralidad. Cuenta con comercio en los alrededores, restaurantes, gimnasios, campos de fútbol y baloncesto, un rocódromo y numerosos supermercados (Silva Colmado, Casa Elías, Mercadona, Carrefour, Supercor, BM y Ahorramás). Transporte: Con vehículo propio tiene dos salidas por Sanchinarro o directamente por M11 / IFEMA, por ambas se accede en seguida a la M-40 / M-30 y la Plaza Castilla en 15'. Con transporte público: parada del cercanías Valdebebas en la que estas en 20 minutos en nuevos ministerios y en 25 en Cibeles. Autobús a Mar de Cristal y a Plaza Castilla además del bus rápido que va por Sanchinarro, las Tablas hasta el hospital Ramón y Cajal. Y ya está aprobada la ampliación de línea 11 de metro hasta la T4 con parada muy cercana. Respecto al aeropuerto se tardan 7 minutos en coche hasta la T4 y 10 minutos al resto de terminales. Dotaciones sanitarias: Se está construyendo actualmente el Centro de Salud Público que estará disponible a mediados de 2026.  Por otra parte está el Hospital Sanitas (BLUA sanitas) que es el primer hospital digital de España y tienes centros médicos de Sanitas, HM Hospitales y Quirón  Dotaciones educativas: Escuela infantil municipal muy cercana y multitud de guarderías, además de un colegio público, también cernano  y un colegio concertado (GSD Valdebebas). En definitiva se trata de un hogar ideal para la familia, por su luz, amplitud y características, además del equipamiento de su urbanización. También por la zona donde se encuentra, muy agradable para vivir y de un enorme potencial por la gran dotación que ya dispone y por los proyectos futuros que se van a acometer, como Valdebebas Shopping que ya está comenzando a construirse y va a ser el centro comercial más grande de Madrid con 280 establecimientos, el futuro circuito de Fórmula 1, la Ciudad de la Justicia y recientemente se ha aprobado la construcción del Madrid Innovation District.",True,good,False,5686.0,True,False,True,False,[],False,False,995000.0,€,True,True,flat,penthouse,"Valdebebas - Valdefuentes, Madrid",Ático en calle de María de las Mercedes de Borbón s/n,Hortaleza,Valdebebas - Valdefuentes,9,True,True,,,,
107121968,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/0f/9d/1306854162.webp,,25,1649000.0,flat,sale,179.0,3,3,calle de Écija,Madrid,Madrid,es,40.430281,-3.7217598,False,https://www.idealista.com/inmueble/107121968/,"Piso reformado a estrenar y amueblado.  Consta de 160 m2 en escritura que se distribuyen en hall de entrada con aseo de visitas, salón-comedor en dos ambientes, cocina con isla totalmente equipada y con mucha capacidad de almacenamiento, lavandería independiente, tres dormitorios dobles con dos cuartos de baño, el principal en suite con gran vestidor a buen patio de manzana; los otros dos dormitorios cuentan con buenos armarios. La vivienda dispone de aire acondicionado frío /calor regulable por estancias. La calefacción y el agua son individuales por gas natural. Los gastos de comunidad ascienden a 275 euros al mes y el IBI a 1600 euros al año Se encuentra en un buen edificio con paso de carruajes muy práctico para cargar y descargar con elegante portal. Cuenta con portero físico. La zona es tranquila, a pocos metros del parque del oeste y a la vez a pocas manzanas de comercios y restaurantes así como del colegio Sagrado Corazón de Jesús. La propiedad se encuentra muy bien comunicada para el transporte público por el intercambiador de Moncloa y rápido acceso en coche a la M30.",False,good,False,9212.0,True,False,True,False,[],False,False,1649000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Écija,Moncloa,Argüelles,3,True,True,,,,
109217693,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/44/12/1367768547.webp,EC-1,45,850000.0,chalet,sale,292.0,7,5,calle Emilio Coll s/n,Madrid,Pozuelo de Alarcón,es,40.450635,-3.8109966,True,https://www.idealista.com/inmueble/109217693/,"**Casa Adosada en Venta en Pozuelo Norte - ¡Tu nuevo hogar te espera! ** Descubre esta impresionante casa adosada ubicada en una de las mejores zonas de Pozuelo. Con una construcción de 292 m², este hogar es un refugio lleno de luz, comodidad y calidez. La propiedad cuenta con una zona común cerrada, ideal para disfrutar de momentos al aire libre en un entorno seguro y tranquilo. La distribución en cuatro plantas ofrece un espacio perfecto para cada miembro de la familia. En la planta sótano, encontrarás un garaje con capacidad para dos coches, un dormitorio de servicio, un baño, un salón y una despensa. La planta principal alberga cocina, un aseo y un amplio salón que se conecta directamente con el jardín y las zonas comunes, creando un ambiente ideal para reuniones familiares y con amigos. En la primera planta, se encuentran cuatro acogedores dormitorios y dos baños, destacando el dormitorio principal con baño en suite, vestidor y terraza privada. La buhardilla ha sido renovada y ofrece un gran salón con dos terrazas, además de dos dormitorios y un baño, brindando un espacio versátil que se adapta a tus necesidades. La casa está rodeada de zonas verdes y comercios, y su ubicación privilegiada permite acceder rápidamente a los mejores colegios y todos los servicios necesarios. A solo 5 minutos de la salida a la M40 y a 10 minutos de la Estación de Renfe, la conectividad es excepcional. No dejes pasar la oportunidad de adquirir este hogar sin comisión para el comprador. ¡Contáctanos para más información y ven a visitarlo!",False,renew,False,2911.0,True,False,False,False,[],False,False,850000.0,€,True,True,chalet,terracedHouse,"Zona norte, Pozuelo de Alarcón",Chalet adosado en calle Emilio Coll s/n,Zona norte,Zona norte,,,,,,,
108421788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/ef/b3/1344397310.webp,MC 22-25,27,689999.0,flat,sale,180.0,3,2,calle Arcipreste de Hita,Madrid,Majadahonda,es,40.4738424,-3.8762223,False,https://www.idealista.com/inmueble/108421788/,"HOGARES MAJADAHONDA VENDE EN EXCLUSIVA PISO DE TRES DORMITORIOS EN URBANIZACIÓN CON PISCINA.  Una de mejores zonas de Majadahonda, con todos los servicios cercanos, rodeado de amplias zonas verdes. Te presentamos esta vivienda, ubicada en una de las zonas más tranquilas y prácticas de Majadahonda.  Al entrar nos encontramos un hall de bienvenida, desde el cual se distribuye la entrada a la zona de estar, cocina y zona de descanso. El amplio salón comedor aporta calidez y luminosidad a la vivienda, contando además con salida directa a una una gran terraza comunicada también con uno de los dormitorios Al entrar en la zona de descanso encontramos tres dormitorios equipados con sus correspondientes armarios empotrados, teniendo en el dormitorio principal un cuarto de baño en suite.  Además, contamos con otro cuarto de baño para dar servicio a el resto de los dormitorios. Incluye además una plaza de garaje de acceso sencillo, ya equipada con punto de carga para coche eléctrico, y un trastero de 40 m², ideal para almacenaje o incluso para montar una pequeña zona de trabajo. La finca cuenta con ascensor, amplias zonas verdes, piscina y zona de vestuarios. En cuanto a la zona, estás rodeado de todos los servicios. Hay colegios, supermercados, parques, centros deportivos y transporte público. También contamos con buena conexión por con la M-50 y la M-503, lo que facilita la comunicación con Madrid. ¡ No dude en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA AL 100%!",True,good,False,3833.0,True,False,True,False,[],False,False,689999.0,€,True,True,flat,,"Zona norte, Majadahonda",Piso en calle Arcipreste de Hita,Zona norte,,1,True,True,,,,
108764168,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/24/c8/1357993626.webp,,63,420000.0,flat,sale,79.0,2,2,camino de Perales,Madrid,Madrid,es,40.3798717,-3.6916746,False,https://www.idealista.com/inmueble/108764168/,"Cuadrado & Burgos Asesores vende esta magnífica vivienda. No se cobran honorarios al comprador. Está ubicada en una moderna urbanización cerrada, de más de 7000 m2, con piscina y conserje. 118 m2 construidos, que comprenden: vivienda, garaje, trastero y zonas comunes. La vivienda ocupa 79 m2 construidos, 66 m2 útiles.  Piso de 2 dormitorios y 2 baños, amplia cocina con tendedero-lavadero acristalado. Salón de 20 m2 con mirador y amplio ventanal.  Suelos de Tarima de madera, Carpintería interior lacada en blanco. Armarios empotrados vestidos.  Carpintería exterior de aluminio con climalit.  Agua caliente y calefacción individual gas natural.  En muy buen estado, para pintar y entrar. 1º piso orientado al suroeste. Muy tranquilo y luminoso.  Finca con piscina y zona de juegos infantil. Conserje de lunes a domingo.  Trastero y Plaza de garaje para coche grande incluidos en el precio. Muy buena ubicación en una zona residencial con todos los servicios a mano: supermercados, colegios, farmacias, centro de salud, comercios, Junto al Parque Lineal del Manzanares, Madrid Río, Caja Mágica,  Muy buena comunicación: Metro L3 Hospital 12 de Octubre y Almendrales. Autobuses: 13, 23, N12.  Cercanias Renfe Doce de Octubre. Rápido acceso en coche a M-30 M-40 y A4 No pierdas la oportunidad de venir a visitarlo.",False,good,False,5316.0,True,False,True,True,[],False,False,420000.0,€,True,True,flat,,"San Fermín, Madrid",Piso en camino de Perales,Usera,San Fermín,1,True,True,,,,
107965022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/db/aa/1329662634.webp,RRV1028,70,1195000.0,chalet,sale,370.0,6,4,Bonanza,Madrid,Boadilla del Monte,es,40.4484132,-3.9003069,False,https://www.idealista.com/inmueble/107965022/,"INMOZOCO ""NO COBRA HONORARIOS AL COMPRADOR"" Exclusivo chalet independiente en la urbanización Bonanza – Boadilla del Monte Ubicado en una de las urbanizaciones más consolidadas y demandadas de Boadilla del Monte, presentamos este chalet individual único, construido sobre una parcela llana de 1.307 m², ideal tanto para una familia que busque amplitud como para dos unidades familiares independientes. La vivienda, reformada en varias etapas, está actualmente distribuida en 2 hogares completamente independientes, lo que la convierte en una opción versátil, perfecta para familias multigeneracionales, alquiler combinado o inversión. Ambas viviendas comparten un jardín espectacular, con gran arbolado consolidado, una piscina privada y una cuidada zona de huerto que aporta un valor añadido de naturaleza y bienestar. Además, cuenta con una práctica zona de porche con capacidad para dos vehículos en superficie. Primera vivienda: Distribuida en dos plantas, ofrece: Cocina independiente 2 baños completos 2 amplios dormitorios Gran espacio diáfano de salón-comedor Porche cerrado con orientación oeste, con acceso directo al jardín y a la piscina Segunda vivienda: Repartida en 3 plantas, dispone de: Cocina de generosas dimensiones Aseo de cortesía Luminoso salón-comedor con salida al porche 4 dormitorios y 2 baños completos Destaca la suite principal, de 33m², con vestidor, baño en suite y una encantadora zona de mirador cerrado, rodeado de ventanales que inundan el espacio de luz natural La propiedad cuenta con entradas independientes para ambas viviendas, lo que garantiza privacidad y funcionalidad. Una oportunidad excepcional para vivir rodeado de naturaleza, tranquilidad y todas las comodidades, en una ubicación privilegiada, con fácil acceso a servicios, colegios, transporte y principales vías de comunicación.",True,renew,False,3230.0,True,False,True,True,[],False,False,1195000.0,€,True,True,chalet,independantHouse,"Bonanza, Boadilla del Monte",Casa independiente,Bonanza,,,,,1220000.0,25000.0,2.0,
109071352,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/0d/c8/1363524099.webp,,42,810000.0,flat,sale,146.0,4,3,"CL FERMIN CABALLERO, 54",Madrid,Madrid,es,40.4838381,-3.7082263,True,https://www.idealista.com/inmueble/109071352/,"¡Descubre tu nuevo hogar en este espectacular piso en la decimosexta planta! Con cuatro dormitorios y tres cuartos de baño, este inmueble ofrece un sinfín de posibilidades para adaptarlo a tu estilo. Las vistas desde aquí son simplemente impresionantes, llenando cada rincón de luz natural gracias a su orientación exterior. Amplia terraza desde donde disfrutar de las magníficas vistas. La cocina, espaciosa y luminosa, es el lugar perfecto para dar rienda suelta a tu creatividad culinaria. Aunque el piso necesita una reforma, esto te brinda la oportunidad de diseñarlo a tu gusto y convertirlo en el hogar de tus sueños.  Ubicado en una zona tranquila, disfrutarás de inmejorables comunicaciones, con la estación de metro Herrera Oria solo un minuto a pie y numerosas líneas de autobús que te conectan con el resto de la ciudad. La finca cuenta con portero físico y cuatro ascensores, lo que añade comodidad a tu día a día. Además, podrás relajarte en la zona ajardinada que rodea el edificio.  Con 146 m² construidos y 109 m² útiles, este piso es ideal para familias o para quienes buscan espacio y confort. ¡No pierdas la oportunidad de visitarlo y empezar a imaginar tu nueva vida aquí!",True,renew,False,5548.0,True,False,True,False,[],False,False,810000.0,€,,,flat,,"Pilar, Madrid","Piso en CL Fermin Caballero, 54",Fuencarral,Pilar,16,True,True,,,,
109149729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/f6/a9/1365748534.webp,,17,1200000.0,flat,sale,130.0,2,2,"CL GENERAL PARDIÑAS, 98",Madrid,Madrid,es,40.4341787,-3.6775582,True,https://www.idealista.com/inmueble/109149729/,"Piso de 130 m2, de los cuales 98 m2 pertenecen a la vivienda, y 32 m2 a zonas comunes, con plaza de garaje en la misma finca.  Orientado a gran patio de manzana ajardinado, luminoso y silencioso.  Distribución actual: 2 dormitorios con 2 baños completos, amplia cocina independiente, salón comedor, zaguán. Armarios empotrados, aire acondicionado en salón, agua caliente y calefacción individual.  El piso se encuentra en buen estado de uso y mantenimiento, aunque puede necesitar actualizaciones.  Finca construida en el año 1986 con proyecto del arquitecto Miguel de Oriol e Ybarra.  Amplio y cuidado portal. Servicio de portería.  Acceso directo a la plaza de garaje por el ascensor.  250 € de gastos de comunidad (incluido garaje).  En la esquina de General Pardiñas con Diego de León, con todos los servicios y equipamientos urbanos al alcance de la mano.",False,good,False,9231.0,True,False,False,False,[],False,False,1200000.0,€,True,True,flat,,"Lista, Madrid","Piso en CL General Pardiñas, 98",Barrio de Salamanca,Lista,3,False,True,,,,
108710486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/e6/86/1352878303.webp,AC-01782P,21,1250000.0,flat,sale,201.0,4,2,"calle de Orense, 3",Madrid,Madrid,es,40.4470236,-3.6956957,True,https://www.idealista.com/inmueble/108710486/,"Avant Real Estate Vende **Piso en Venta en Calle Orense - Oportunidad Única** Descubre este luminoso y versátil piso en la Calle Orense, ideal tanto como hogar como oficina. Con una superficie de 201 m² construidos y 175 m² útiles, este espacio ofrece un sinfín de posibilidades. Su ubicación privilegiada, cerca de Nuevos Ministerios y el Paseo de la Castellana, garantiza fácil acceso a transporte público, tiendas, restaurantes y zonas de ocio. El inmueble esta dividido en 8 espacios y 2 aseos, uno de ellos adaptado para personas con movilidad reducida, el espacio perfecto para adaptarse a tus necesidades con el proyecto de interiorismo adecuado. En la actualidad funciona como clínica dental, lo que resalta su versatilidad. La carpintería exterior de Climalit asegura un excelente aislamiento acústico y térmico, creando un ambiente confortable en todo momento. Este piso se encuentra en una primera planta exterior con ascensor, lo que facilita el acceso. Además, incluye una plaza de garaje y un trastero, añadiendo valor a esta increíble oferta.  Posibilidad de poner Aire Acondicionado y Calefacción.  La propiedad está lista para ser reformada, lo que te permite transformarla en el espacio de tus sueños. No pierdas la oportunidad de adquirir este inmueble con potencial ilimitado. ¡Contáctanos para más información y ven a visitarlo! Avant Real Estate es una consultora inmobiliaria de reconocido prestigio en el sector, formada por un equipo de profesionales con más de veinte años de experiencia. No dude en consultar como podemos ayudarle a gestionar su patrimonio.",True,renew,False,6219.0,True,False,True,False,[],False,False,1250000.0,€,True,True,flat,,"Cuatro Caminos, Madrid","Piso en calle de Orense, 3",Tetuán,Cuatro Caminos,1,True,True,,,,
109215798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/ef/21/1367794376.webp,La Navata,39,675000.0,chalet,sale,340.0,5,3,"calle de la Codorniz, 17",Madrid,Galapagar,es,40.5915941,-3.982347,True,https://www.idealista.com/inmueble/109215798/,"Amplio CHALET INDEPENDIENTE rodeado por un jardín arbolado con ENCINAS, CIPRESES y OLIVOS, con un precioso patio y PISCINA privada, en LA NAVATA. Al lado de todos los servicios y comercios del pueblo (supermercados, farmacias, tiendas, restaurantes, etc. ) La vivienda, de 332m² construidos en sus 3 PLANTAS, necesita una pequeña reforma para sacarle todo su potencial gracias a sus AMPLIOS espacios así como sus VISTAS a la sierra de Madrid. El jardín delantero tiene espacio para aparcar 3 coches. En el jardín posterior, se encuentra la PISCINA, el patio SOLARIUM, al que se accede por una escalera de piedra, con acceso directo a la cocina y zona de servicio de la vivienda, así como un enorme cobertizo cerrado para guardar todos los enseres de la casa y del jardín.  En la planta baja encontramos el recibidor que comunica con la cocina, el SALÓN-COMEDOR CON CHIMENEA DE GRANITO y con el pasillo al que accedemos a los tres DORMITORIOS y dos cuartos de baño (UNO DE ELLOS EN SUITE), así como a un enorme espacio de leñera-guardabarros.  La vivienda cuenta con instalación de calefacción por SUELO RADIANTE en la planta baja. A través del cuarto de estar y por las escaleras accedemos a una segunda planta abuhardillada con dormitorio con VESTIDOR, un cuarto de baño y una habitación de paso. Disponemos de los planos de la vivienda en alta resolución y de un equipo de arquitectos en caso de necesitarlo para la realización del proyecto de reforma. CONDICIONES: Honorarios 2%+IVA no incluidos en el precio de salida. CONTACTO: Por correo, teléfono o whatsapp (Ana:  656_414_383).",False,renew,False,1985.0,True,False,False,False,[],False,False,675000.0,€,True,True,chalet,independantHouse,"La Navata, Galapagar","Casa independiente en calle de la Codorniz, 17",La Navata,,,,,,,,
108944265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/35/25/1359659402.webp,23186,20,229000.0,flat,sale,90.0,3,2,calle Riojanos,Madrid,Madrid,es,40.385825,-3.6407747,False,https://www.idealista.com/inmueble/108944265/,"3 dormitorios · 1 suite + 1 baño · salón independiente con terraza DISTRIBUCIÓN QUE FUNCIONA Salón-comedor, con salida a la terraza soleada. Cocina independiente junto al baño de servicio: ideal para convertirla en office o abrirla al salón. Tres dormitorios exteriores; el principal disfruta de baño en suite con ventana. Baño completo en pasillo para la zona de noche. VIVIR EN CALLE RIOJANOS ES… Conectar con el centro en 15 min: Metro Miguel Hernández (L-1) a 5 min andando y buses 54, 58, 103, 143 y nocturno N25 en Av. Albufera.  Tener todo el shopping a mano: Centro Comercial Madrid Sur (Carrefour, gimnasio DreamFit, ocio) a 7 min a pie.  Contar con salud a la vuelta de la esquina: Centro de Salud Campo de la Paloma (Primaria y Pediatría) a menos de 10 min.  Comunidad de Madrid Respirar verde y ver los mejores atardeceres de Madrid en el parque Cerro del Tío Pío, popular “Siete Tetas”, a un breve paseo.  Wikipedia Salir y entrar rápido en coche: accesos directos a M-30, M-40 y A-3 desde Av. Albufera.  ccmadridsur. es En periodo de subasta — llámanos para más información y agenda de visitas. Además, financiación hasta el 100 % disponible (consulta condiciones). ¡No dejes pasar esta oportunidad! �️.",False,renew,False,2544.0,True,False,True,False,[],False,False,229000.0,€,,,flat,,"Palomeras sureste, Madrid",Piso en calle Riojanos,Puente de Vallecas,Palomeras sureste,6,True,True,,,,
109219311,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/02/fb/1367815521.webp,CORREDERAEXTERIOR,47,950000.0,flat,sale,203.0,3,3,Corredera Baja de San Pablo,Madrid,Madrid,es,40.4238658,-3.7036637,False,https://www.idealista.com/inmueble/109219311/,"NOVA TE ASESORA AGENCIA INMOBILIARIA GESTIONA LA VENTA de este sensacional piso exterior, muy luminoso, con tres balcones a la calle, A REFORMAR, con muchas posibilidades y techos altos, en pleno barrio de Malasaña. Se trata de una vivienda de 203 m2 construidos distribuidos en un amplio salón con chimenea y 3 maravillosos balcones a la calle que inundan la estancia de una luz increíble, 2 salas de estar, 3 dormitorios, 3 baños y cocina con despensa.  Dispone de agua caliente por gas butano, ventanas de madera, suelo de parquet y unas puertas que son una auténtica maravilla. La finca cuenta con ascensor. Si está interesado/a no dude en ponerse en contacto con nosotros, estaremos encantados de ampliarle información.",True,renew,False,4680.0,True,False,False,False,[],False,False,950000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en Corredera Baja de San Pablo,Centro,Malasaña-Universidad,2,True,True,,,,
