propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
106546050,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/ff/b9/1296582151.webp,d1add4ed-b945-4988-a497-e0dd52fd51db,53,4,899000.0,flat,sale,75.0,False,2,2,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,Almagro,40.4251179,-3.6918485,False,https://www.idealista.com/inmueble/106546050/,"En venta espectacular piso de 75 m² a estrenar en el corazón del barrio de Almagro, Madrid, situado en un edificio clásico de 1926 con servicio de conserjería. Esta vivienda ha sido completamente reformada bajo la dirección de un reconocido arquitecto, ofreciendo un diseño moderno y funcional que respeta la elegancia de la construcción original.   El piso es interior con mucha luz y gran privacidad sin ninguna vista a vecinos terceros. Cuenta con 2 habitaciones, cuidadosamente diseñadas para optimizar el espacio, y 2 baños completos con acabados de alta calidad. La cocina, de la prestigiosa marca Santos, está equipada con electrodomésticos Miele de última generación, garantizando funcionalidad y estilo. Tambien cuenta con una preciosa chimenea, perfecta para dar un ambiente calido al salón.    Se vende amueblado con muebles a medida, pensados para maximizar cada rincón y aportar un toque sofisticado al conjunto. El sistema de calefacción y aire acondicionado por aerotermia asegura una climatización eficiente y sostenible durante todo el año. Esta propiedad ofrece un equilibrio perfecto entre diseño contemporáneo, eficiencia energética y una ubicación excepcional en uno de los barrios más codiciados de Madrid. ¡Ideal para entrar a vivir y disfrutar del lujo y la comodidad en Almagro! Almagro es un barrio elegante y exclusivo en el distrito de Chamberí, Madrid. Conocido por su arquitectura señorial y embajadas, Almagro cuenta con edificios históricos, palacetes y sedes de instituciones culturales. Es un área tranquila y bien situada, con restaurantes de alta calidad, galerías de arte y oficinas. Su ambiente distinguido y su proximidad al centro hacen de Almagro una de las zonas residenciales más prestigiosas de Madrid. Este apartamento no solo ofrece un lugar para vivir, sino un estilo de vida en uno de los barrios más codiciados de Madrid. Perfecto para aquellos que buscan la combinación ideal de tradición y modernidad. ¡No pierdas la oportunidad de hacer de este espacio tu nuevo hogar!",True,good,False,True,11987.0,True,True,False,False,[],False,False,899000.0,€,,,flat,,"Almagro, Madrid",Piso en calle del Monte Esquinza,Top,,,,
106203729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/66/67/1278188530.webp,CG202337 ,48,,1565000.0,chalet,sale,485.0,,5,7,calle de Atalayuela,Madrid,Santo Domingo,,es,,40.6290466,-3.5757623,False,https://www.idealista.com/inmueble/106203729/,"GILMAR Zona Norte vende en urbanización Santo Domingo esta exclusiva y moderna vivienda unifamiliar de 496 metros, con cinco dormitorios y ocho cuartos de baño, en parcela de 1.900 m2 ubicada en una zona muy tranquila de la urbanización con total privacidad y muy cerca de la zona comercial. Se trata de una vivienda excepcional, de estilo contemporáneo y vanguardista, con líneas rectas y espacios amplios, limpios y diáfanos. El exterior de la vivienda está muy cuidado y cuenta con una piscina calefactada y una sauna. También hay una espectacular zona de barbacoa con horno de leña para disfrutar al máximo de las reuniones con familia y amigos. El garaje cerrado para 2 coches tiene cargador eléctrico. La villa tiene la máxima calificación energética AA gracias a sus asilamientos, la carpintería exterior de alta gama, energía solar fotovoltaica y climatización por suelo radiante y refrescante por aerotermia. Las persianas están automatizadas.  La vivienda se distribuye a lo largo de tres plantas contando con numerosas estancias, destacando una zona con techo de doble altura donde se ubica una excepcional cocina con electrodomésticos tope de gama, el comedor y el salón con chimenea. Todos los dormitorios tienen cuarto de baño en suite y la master room cuenta además con un amplio y cómodo vestidor. La planta principal alberga el salón comedor, la cocina con office, un despacho y un dormitorio con baño en suite La planta superior cuenta con un salón y dos dormitorios en suite El sótano tiene dos dormitorios con cuarto de baño en suite, un aseo, un salón con chimenea, gimnasio, zona de laundry, trastero, cuarto de instalaciones y zona de armarios para cambio de temporada y ropa de cama. Santo Domingo es una lujosa urbanización de Algete que cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, oficina de Gilmar, restauración, veterinario, gimnasio, tiendas diversas además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos, residencia para la tercera edad e iglesia. Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse. Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas.  Además, la comunicación es inmejorable, en las proximidades de esta lujosa urbanización situada en la autovía A-1, en el kilómetro 28 sentido Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suarez) y a tan sólo 15 minutos del centro. Cuenta con los mejores y más amplios servicios con un Centro Comercial que cuenta con consultorio médico (Público y privado), oficina de Correos, bancos, farmacia, diversa restauración, veterinario, gimnasio, etc… además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis, zona de ocio para niños y adultos, etc...  Dispone también de colegios públicos (CEIPS) y privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia y situada escasos minutos del Hospital Público Infanta Sofía. En Gilmar trabajamos para ofrecer a nuestros clientes las mejores propiedades, con equipos especializados en cada zona para proporcionarles la mejor opción para cubrir sus necesidades, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,,3227.0,True,True,False,False,[],False,False,1565000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en calle de Atalayuela,Top,,,,
108172577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/ca/f5/1336025374.webp,M20811V,44,3,595000.0,flat,sale,86.0,False,3,1,paseo del Rey,Madrid,Madrid,Moncloa,es,Argüelles,40.4230543,-3.7184379,False,https://www.idealista.com/inmueble/108172577/,"Walter Haus les presenta esta encantadora propiedad en la tercera planta de una finca con una fachada original, situada en el Casco Histórico de Madrid, en el barrio de Argüelles. Con una superficie de 86 m² construidos, la vivienda combina la comodidad de una distribución funcional con la belleza de un entorno privilegiado, rodeado de parques, jardines, zonas comerciales y culturales. La finca cuenta con un ascensor recientemente instalado, aunque se conserva un pequeño tramo de escaleras para acceder a la propiedad. La vivienda ha sido reformada íntegramente, lo que ha permitido modernizar sus espacios, manteniendo su esencia. Dispone de tres dormitorios, un baño completo con plato de ducha y mueble bajo lavabo, cocina independiente y un salón-comedor con espacios diferenciados, lo que proporciona comodidad y amplitud. Desde uno de los dormitorios, se accede a una pequeña terraza tendedero, ideal para tareas del hogar. Cada estancia de la vivienda, incluido el baño, cuenta con ventana, lo que permite una ventilación natural en todos los espacios. Ubicada en una de las zonas más codiciadas de Madrid, cerca del Parque de la Montaña y del Templo de Debod, la propiedad disfruta de una excelente conectividad con múltiples opciones de transporte público. Además, se encuentra a poca distancia de importantes centros educativos, comerciales y turísticos, ofreciendo una ubicación que cubre todas las necesidades urbanas. Esta propiedad es una excelente opción tanto como inversión, dada su localización, como para quienes buscan un hogar en pleno corazón de Madrid. En Walter Haus, estamos a su disposición para ayudarle a adquirir este inmueble y hacerlo suyo. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",True,good,False,True,6919.0,True,True,False,False,[],False,False,595000.0,€,,,flat,,"Argüelles, Madrid",Piso en paseo del Rey,Top,,,,
102823965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/dc/fc/1168605735.webp,MIV01968,48,,3000000.0,chalet,sale,881.0,,5,7,calle SIGUERO,Madrid,Madrid,Fuencarral,es,Fuentelarreina,40.4825451,-3.7403084,False,https://www.idealista.com/inmueble/102823965/,"(Referencia MIV01968) De Salas Luxury Homes les presenta en venta esta exclusiva propiedad en Fuentelarreina, con grandes espacios, todo tipo de detalles y una magnífica orientación. Se encuentra en un entorno exclusivo perteneciente a Puerta de Hierro, un chalet independiente de estilo clásico con 881 metros cuadrados construidos, sobre una parcela de 1.400 metros cuadrados, colindante al Monte del Pardo, y los campos de la Real Federación Española de golf. Construida en 2 alturas más una planta semisótano, destaca por su calidad de construcción, por su inmejorable distribución y por disponer de amplias estancias con techos altos y mucha luminosidad. Exterior con porche, jardín y piscina. En la planta baja, accedemos a un gran hall de entrada completamente abierto al salón, que se distribuye en 3 ambientes diferenciados entre zonas de descanso y zona comedor, con chimenea, grandes ventanales y acceso directo al porche y al jardín. En la misma planta se dispone de un bonito despacho con biblioteca, aseo de cortesía, cocina y zona de servicio. En la primera planta, una amplia zona de estar con chimenea da distribución a los 4 dormitorios, todos ellos con baños completos tipo suite y amplios armarios. El dormitorio principal destaca por sus grandes dimensiones, con 2 baños completos independientes, grandes armarios, con una cálida chimenea y con acceso directo a una zona abuhardillada y con una magnifica terraza, con vistas al monte de pardo y a los campos de golf de la Real Federación Española. En la planta semisótano, dispone de un garaje de 56 metros cuadrados con capacidad para varios vehículos y puerta motorizada, una amplia habitación multiusos, baño completo y trastero. El sistema de calefacción y agua caliente es mediante caldera de gas natural. Dispone de aire acondicionado por splits en salón y habitación.",True,good,False,,3405.0,True,True,False,True,[],False,False,3000000.0,€,,,chalet,independantHouse,"Fuentelarreina, Madrid",Casa independiente en calle Siguero,Top,,,,
101519606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/62/c7/1213953799.webp,RF186421,37,,2200000.0,chalet,sale,510.0,,6,7,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.471395,-3.7507093,False,https://www.idealista.com/inmueble/101519606/,"Gilmar Mirasierra & Puerta de Hierro presenta este fantástico chalé independiente en la Colonia de Puerta de Hierro, en la zona de Fuentelarreyna. inundado de luz natural y enclavado en una parcela de casi mil cuatrocientos metros cuadrados con piscina, zona de estar exterior y jardín con vegetación consolidada. Próximo a colegios, zonas comerciales y de ocio. Presentamos una casa con mucho encanto y diferente a lo que hay en la zona, con cuatro dormitorios principales con baño en suite, dos de ellos con vestidor y terraza cubierta, gran salón con zona de comedor diferenciada y chimenea, cocina con office y entrada independiente, aseo de cortesía, biblioteca con chimenea, dos habitaciones de servicio, baño exterior para la piscina y el jardín, zona de lavado y gimnasio. Esta vivienda se ha estado usando como despacho profesional pero tiene multitud de posibilidades de redistribución y mejora. Se accede a un recibidor que da paso a mano derecha a un pasillo que da acceso al aseo de cortesía y al office con entrada independiente acceso a la zona de cocina y puerta al comedor. Desde el recibidor también se accede al salón comedor de gran tamaño con chimenea, varias salidas al jardín y acceso a la biblioteca con chimenea. De vuelta en el recibidor encontramos la escalera con luz natural que sube al primer piso y baja al sótano. En el primer piso tenemos un distribuidor que da paso cuatro dormitorios con baño en suite, uno de ellos con vestidor y terraza cubierta y el principal con dos vestidores y terraza cubierta. En el sótano encontramos el cuarto de calderas, trastero, una cocina que originalmente era el cuarto de lavado y plancha, una gran habitación que puede ser el gimnasio, dos dormitorios de servicio con baño y salida al exterior. Toda la vivienda goza de gran cantidad de luz natural gracias a los grandes ventanales de sus estancias. Vistas muy agradables al jardín.  Parking exterior para dos coches. Situación estratégica en una calle muy tranquila pero muy bien comunicado con la avenida del Cardenal Herrera Oria o la M-30. Excelentes comunicaciones bien hacia el exterior de Madrid por carretera, como para la movilidad interna vía Metro o Bus con paradas casi en la puerta. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde 1984. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita nuestra web y encontraras 4.000 oportunidades más. Gilmar dispone de excelentes oportunidades de inversión en rentabilidad. Consúltanos.",True,renew,False,,4314.0,True,True,False,True,[],False,False,2200000.0,€,True,True,chalet,independantHouse,"Ciudad Universitaria, Madrid",Casa independiente,Top,,,,
108033410,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/59/7d/1332297568.webp,AF206226,32,,1475000.0,chalet,sale,290.0,,5,5,Barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.5041562,-3.6903884,False,https://www.idealista.com/inmueble/108033410/,"Gilmar Mirasierra & Puerta de Hierro tiene el placer de presentarles este exclusivo chalet independiente en la prestigiosa zona de Tres Olivos, en Madrid. Con una ubicación privilegiada y una gran demanda en el mercado actual, esta propiedad de 241 m2 es sin duda una oportunidad única para aquellos que buscan lo mejor en términos de calidad de vida y comodidad. Este chalet independiente, construido en 1998, se encuentra en una parcela de 380 m2 y se distribuye en tres plantas. Con un total de 5 dormitorios y 5 baños, esta propiedad ofrece un espacio amplio y luminoso para toda la familia. La orientación sur/oeste garantiza una excelente iluminación natural durante todo el día, creando un ambiente cálido y acogedor. La planta baja cuenta con un amplio hall de entrada, un aseo, una cocina totalmente equipada y un luminoso salón comedor con acceso a una amplia terraza acristalada, que ha sido convertida en una sala de estar adicional perfectamente aclimatada. La calefacción es por suelo radiante por deposito de gasoil. Además, en esta planta se encuentra el dormitorio principal, que cuenta con un gran armario empotrado y un espacioso cuarto de baño. En la primera planta encontramos dos dormitorios, un baño completo y el otro dormitorio principal tipo suite, que incluye un baño privado. Desde esta planta se accede a una amplia terraza de aproximadamente 45 m2, donde se ha proyectado la posibilidad de cerrarla e integrarla en la vivienda, lo que añadiría un espacio adicional y versátil. El sótano de la propiedad ofrece espacio para dos coches grandes en el garaje, así como un dormitorio de servicio, un baño de servicio, un trastero y una amplia zona de estar con ventilación lateral de más de 45 m²., aproximadamente. El chalet cuenta con acabados de alta calidad, como carpintería interior de roble y carpintería exterior oscilobatiente. Además, dispone de suelo radiante, alarma y piscina privada, lo que garantiza el máximo confort y bienestar para sus residentes. En cuanto a la ubicación, Tres Olivos es una zona residencial tranquila y segura, con una gran cantidad de servicios cercanos. En un radio de 10 kilómetros, se encuentran colegios de prestigio como el Colegio San José del Parque. Además, el centro comercial La Vaguada está a poca distancia, ofreciendo una amplia variedad de tiendas, restaurantes y opciones de ocio. En cuanto a las conexiones de transporte, la propiedad cuenta con acceso directo a la estación de metro de Tres Olivos, así como a la estación de cercanías de Renfe. También hay varias líneas de autobús que pasan cerca de la ubicación, lo que facilita los desplazamientos por la ciudad. Además, las principales vías de acceso, como la M-40, la M-30 y la M-607, así como el Paseo de la Castellana, están a pocos minutos en coche. Gilmar es una empresa con más de 35 años de experiencia en el sector inmobiliario, ayudando a sus clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente cualificados está a su disposición para proporcionarle toda la información que necesite sobre esta propiedad o cualquier otra que pueda ser de su interés. No dude en ponerse en contacto con nosotros en la oficina de Gilmar Mirasierra, ubicada en la Calle Nuria 59, en el centro comercial Mirasierra. Puede llamarnos al o enviarnos un correo electrónico a. Para obtener más información sobre esta propiedad, por favor facilítenos la referencia 206226. Estaremos encantados de atenderle.",True,good,False,,5086.0,True,True,False,True,[],False,False,1475000.0,€,True,True,chalet,independantHouse,"Tres Olivos - Valverde, Madrid",Casa independiente,Top,,,,
104199366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/26/fe/1216882579.webp,SM195154,30,1,830000.0,flat,sale,171.0,True,4,2,Barrio Palomas,Madrid,Madrid,Hortaleza,es,Palomas,40.455122,-3.6175853,False,https://www.idealista.com/inmueble/104199366/,"Gran vivienda con 4 dormitorios, plaza de garaje y trastero incluidos en el precio. Este gran piso dispone de gran luminosidad cuenta con una distribución muy funcional pensada para garantizar el confort y el bienestar de sus futuros propietarios. Hay que recalcar las cuidadas zonas comunes de la urbanización que cuenta con piscina, amplias zonas verdes, seguridad 24 horas, etc… Es sin duda, una oportunidad para vivir en la zona residencial de lujo en Madrid. Se encuentra estratégicamente ubicado en una de las principales zonas de expansión/lujo/prime de Madrid capital. Un emplazamiento residencial de excepción, a escasos metros de las emblemáticas áreas de influencia del aeropuerto e IFEMA. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.).  También cerca de parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), áreas empresariales (la milla de oro tecnológica madrileña, el llamado Silicon Valley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra, etc.), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS, etc.), recintos feriales-IFEMA, etc. Con salida directa a M-30 y M-40, y a 5 minutos del centro de Madrid y del Aeropuerto Internacional Adolfo Suárez Madrid-Barajas. No dude en ponerse en contacto con nuestro equipo ubicado en Avenida Machupichu 35, llamarnos o enviarnos un correo electrónico. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. Recuerde facilitarnos la referencia número 195154 para que podamos atenderle de manera eficiente.",True,good,False,True,4854.0,True,True,False,True,[],False,False,830000.0,€,True,True,flat,,"Palomas, Madrid",Piso,Top,,,,
108630878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/3c/92/1352261008.webp,MIV02086,28,9,599000.0,flat,sale,123.0,True,4,2,CL FERMIN CABALLERO,Madrid,Madrid,Fuencarral,es,La Paz,40.4849777,-3.704155,False,https://www.idealista.com/inmueble/108630878/,"De Salas Luxury Homes les muestra esta luminosa vivienda, una novena planta con doble orientación sur y norte, ofrece amplias vistas despejadas y una excelente distribución interior. Con una superficie de 123 m² construidos según catastro, destaca por su comodidad, funcionalidad y gran potencial para adaptarse a las necesidades de cualquier familia. La vivienda cuenta con un amplio salón inundado de luz, que da acceso a una agradable terraza desde la que se disfrutan vistas abiertas. La cocina, independiente, dispone de salida a un práctico tendedero, lo que aporta funcionalidad al espacio. Dispone de cuatro dormitorios bien proporcionados y dos baños completos, uno con bañera y otro con plato de ducha. Dispone de calefacción y el agua centrales con contador individual, suelos de parquet, puertas de madera y un trastero que aporta espacio extra de almacenaje. El edificio, además, cuenta con portero físico, lo que refuerza la comodidad y seguridad. Una vivienda luminosa, bien ubicada y con una distribución ideal para quienes buscan calidad de vida.",True,good,False,True,4870.0,True,True,False,True,[],False,False,599000.0,€,,,flat,,"La Paz, Madrid",Piso en CL Fermin Caballero,Top,,,,
108665641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/3a/99/1353055849.webp,MM205823,32,1,1400000.0,flat,sale,174.0,True,4,2,avenida de los Prunos,Madrid,Madrid,Hortaleza,es,Palomas,40.4525868,-3.6223521,False,https://www.idealista.com/inmueble/108665641/,"Descubra el lujo y la exclusividad en este impresionante piso ubicado en el prestigioso barrio de Palomas, en el distrito de Hortaleza, Madrid. Con 174 m² construidos, esta vivienda ofrece un diseño espacioso y funcional, ideal para quienes buscan calidad de vida en un entorno privilegiado. Cuenta con cuatro amplios dormitorios, dos baños completos, un salón independiente y una cocina equipada. Sin duda, uno de los grandes atractivos de esta propiedad es su espectacular terraza de 100 m², perfecta para disfrutar del clima madrileño y crear momentos inolvidables con familia y amigos. El piso destaca por su luminosidad, gracias a su orientación sur y amplios ventanales que inundan cada rincón de luz natural. Además, dispone de calefacción individual por gas natural y aire acondicionado, garantizando el máximo confort en cualquier época del año. Entre sus características adicionales, encontrará suelos de tarima flotante, armarios empotrados, puerta blindada y un estado impecable que le permitirá entrar a vivir desde el primer momento. La propiedad incluye también dos plazas de garaje, un trastero y acceso a zonas comunes de lujo, que incluyen piscina, jardines, pistas de pádel, gimnasio... así como servicio de portería 24 horas. En cuanto a la ubicación, el barrio de Palomas se caracteriza por su tranquilidad y exclusividad, siendo una de las áreas residenciales más codiciadas de Madrid. A menos de 10 kilómetros, se encuentra el prestigioso colegio Liceo Francés de Madrid, reconocido por su excelencia académica. Para tus compras y ocio, el Corte Ingles Campo de las naciones está a pocos minutos, y el centro comercial Palacio de Hielo, ofreciendo una amplia variedad de tiendas, restaurantes y actividades. La conexión con el transporte público es inmejorable: las estaciones de metro más cercanas son Canillejas (Línea 5) y Mar de Cristal (Líneas 4 y 8), mientras que la estación de Cercanías de Fuente de la Mora (Líneas C1 y C10) se encuentra a corta distancia. Además, varias líneas de autobús, como la 104 y la 112, facilitan el acceso al resto de la ciudad. Desde 1983, GILMAR se ha consolidado como líder en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Nuestro compromiso con la calidad y el servicio personalizado es nuestra mejor garantía.  Si desea más información sobre este inmueble, indíquenos la referencia 205823 y contacte con nuestro equipo de la oficina de Orgaz-Naciones. Estamos ubicados en la Avda. Machupichu, 35, y puede llamarnos al o escribirnos a. ¡Estamos aquí para ayudarle a encontrar su nuevo hogar!",True,good,False,True,8046.0,True,True,False,False,[],False,False,1400000.0,€,True,True,flat,,"Palomas, Madrid",Piso en avenida de los Prunos,Top,,,,
100822922,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/1a/d8/1334378366.webp,W-02RNRY,49,,999000.0,chalet,sale,420.0,,8,6,Portillo de la Mina,Madrid,Collado Villalba,Fontenebro - Altavista,es,,40.6541321,-3.970944,False,https://www.idealista.com/inmueble/100822922/,"Elegante unifamiliar de lujo en Fontenebro Espectacular vivienda en la urbanización Dominio de Fontenebro, una de las más exclusivas de la sierra de Madrid, con acceso a dos calles. La vivienda construida en tres plantas, rodeada de naturaleza, está diseñada con una distribución inmejorable y suelos de mármol en zonas de descanso y salones.  Desde un amplio hall de entrada accederemos, a través de una bonita puerta corredera, a un magnífico salón de grandes dimensiones con dos ambientes y chimenea, desde el cual salimos a dos preciosos porches, uno de ellos acristalado con maravillosas vistas y salida a zona de barbacoa y otro exterior techado. En esta misma planta tenemos un despacho y una espaciosa cocina, desde la cual accedemos a la zona de comedor y a porche acristalado, zona de lavandería y dormitorio de servicio con baño privado. El otro ala de la vivienda es la zona de descanso que dispone de dos baños con ducha y tres habitaciones, una de ellas la suite principal con un amplio y espacioso baño. En el salón hay una preciosa escalera de caracol ovalada con ojo central que nos lleva a la primera planta y al sótano. En la primera planta nos encontramos un acogedor saloncito que distribuye tres habitaciones, una de ellas en suite, una terracita y la enorme bajocubierta.  El sótano tiene una llamativa bodega con salida al jardín, amplia cocina y acceso a garaje, así como un espacio multiusos.  Dispone de un precioso jardín muy cuidado con variedad de árboles, gran piscina y estructura de pista de tenis (m² incluidos en superficie vivienda). La zona recreativa con barbacoa de leña es ideal para reunirse con familiares y amigos.  En definitiva, una propiedad que ofrece un excelente equilibrio entre el confort y las altas calidades. La urbanización DOMINIO DE FONTENEBRO, situada en Collado Villalba es conocida como una de las zonas residenciales más exclusivas de la Sierra Norte de la Comunidad de Madrid debido a sus parcelas de un tamaño medio de 5.000 m2, que permiten el desarrollo de viviendas de carácter singular. La urbanización se distingue por sus fabulosas vistas a la Sierra de Guadarrama. La zona dispone de un servicio de seguridad 24 horas y cámaras de vigilancia que proporcionan a los residentes altos estándares de seguridad. Dispone, asimismo, de club social con piscina, pistas de tenis y restaurante. La zona dispone de acceso a interesantes rutas con parajes únicos donde evadirse de la ciudad disfrutando de una espectacular panorámica de Villalba y de la Sierra de Guadarrama. Cercana se encuentra la estación de esquí de Navacerrada. La zona ofrece multitud de posibilidades de ocio al aire libre, rutas a caballo, bici o senderismo y cómo no, hay una variada oferta cultural con San Lorenzo de El Escorial a pocos km, varios teatros o instalaciones deportivas de calidad. Collado Villalba con62.000 habitantes, es considerada la ""capital"" de la sierra. Está situado en un amplio valle en torno al río Guadarrama. El municipio de Collado Villalba, se encuentra comunicado por la red de carreteras del Estado A6 y N6, carreteras comarcales, ferrocarril de cercanías y largo recorrido, a la parde una extensa red de autobuses urbanos e interurbanos. La localidad dispone de 3 tres centros de salud y un hospital comarcal. Existe una amplia oferta de colegios públicos y privados bilingües de reconocida calidad, también centros de comercio empresarial de referencia en la comunidad de Madrid.",True,good,False,,2379.0,True,True,True,False,[],False,False,999000.0,€,,,chalet,independantHouse,"Fontenebro - Altavista, Collado Villalba",Casa independiente en Portillo de la Mina,Top,,,,
