propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107999030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/4e/62/1330703603.webp,,22,595000.0,flat,sale,86.0,1,1,"calle de Palos de la Frontera, 16",Madrid,Madrid,Arganzuela,es,40.4029693,-3.6988466,True,https://www.idealista.com/inmueble/107999030/,"Te presentamos esta exclusiva vivienda de 1 dormitorio, situada en una de las zonas más codiciadas de Madrid, donde diseño, confort y funcionalidad se combinan en un espacio optimizado para aprovechar cada metro cuadrado al máximo. Cada detalle ha sido cuidadosamente pensado para crear un ambiente acogedor, moderno y práctico. Su distribución inteligente permite una gran entrada de luz natural, brindando una sensación de amplitud y bienestar en cada rincón. Al acceder a la vivienda, te recibe un elegante salón-comedor, un espacio diáfano y luminoso que se conecta de manera fluida con la cocina de diseño contemporáneo. Equipada con electrodomésticos de última generación y acabados de alta calidad, esta cocina ofrece el equilibrio perfecto entre estética y funcionalidad. El dormitorio principal ha sido diseñado para garantizar el máximo confort, con un amplio armario empotrado que optimiza el almacenamiento sin comprometer el estilo. Su diseño invita al descanso y a la tranquilidad, convirtiéndolo en un refugio ideal dentro de la ciudad. El baño, moderno y sofisticado, cuenta con materiales de primera calidad y un diseño ergonómico que maximiza el espacio y la comodidad, creando un entorno ideal para el relax diario. Además, la vivienda forma parte de un edificio con instalaciones de primer nivel, incluyendo piscina con solárium, gimnasio completamente equipado, coworking space para quienes trabajan desde casa y zonas ajardinadas perfectas para desconectar del ritmo urbano. Su ubicación privilegiada en el corazón de Madrid te sitúa a pocos minutos de tiendas, restaurantes, transporte público y todos los servicios esenciales, con la ventaja de contar con espacios verdes cercanos para disfrutar del aire libre sin alejarte de la ciudad. Sabemos que tu hogar es más que un simple espacio; es el lugar donde vives, descansas y disfrutas cada día. Por eso, trabajamos para ofrecerte viviendas en ubicaciones estratégicas, pensadas para adaptarse a tu estilo de vida. No dejes escapar esta oportunidad. Contáctanos para más información y ven a descubrir tu nuevo hogar en Madrid.",True,good,False,6919.0,True,False,False,False,[],False,False,595000.0,€,True,True,flat,,"Palos de la Frontera, Madrid","Piso en calle de Palos de la Frontera, 16",4,True,Palos de la Frontera,True,,,,,
109032481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/ca/8a/1362236437.webp,BC321,20,2050000.0,flat,sale,158.0,3,2,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,40.4343563,-3.6856896,False,https://www.idealista.com/inmueble/109032481/,"Descubra la vibrante experiencia de vivir en el corazón de Madrid, en este impresionante apartamento completamente nuevo en venta. Con tres habitaciones y dos baños, esta propiedad ofrece un espacio moderno y acogedor con una amplia área de 158 metros cuadrados. Construido en 1918, este apartamento combina encanto histórico con comodidades contemporáneas, con un ascensor para mayor conveniencia y un balcón para disfrutar del aire fresco y las vistas de la ciudad. Ubicado en una zona privilegiada de Madrid, tendrás a tu disposición una amplia variedad de opciones gastronómicas a pocos pasos de distancia. Desde la deliciosa oferta de La Revuelta hasta las experiencias culinarias de El Asador de Aranda y El Séptimo, te encontrarás rodeado de restaurantes de calidad. Gracias a la excelente ubicación, la propiedad cuenta con una amplia oferta de transporte público a poca distancia, lo que facilita moverse por la ciudad. Además, tendrás supermercados, panaderías, escuelas y espacios verdes a solo unos minutos de tu puerta. Con una ubicación privilegiada en Madrid, este apartamento ofrece no solo un hogar cómodo y elegante, sino también una oportunidad para sumergirse en la vida vibrante de la ciudad. ¡No pierdas la oportunidad de disfrutar de una vida llena de comodidades y conveniencias en el corazón de la capital española! imagen referencial escribenos para enviar las originales.",True,good,False,12975.0,True,False,False,False,[],False,False,2050000.0,€,,,flat,,"Castellana, Madrid",Piso en calle de Lagasca,5,True,Castellana,True,,,,,
105000529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/a0/23/1238663158.webp,1042,37,2190000.0,chalet,sale,507.0,6,6,calle Loira,Madrid,Ciudalcampo,,es,40.6332838,-3.6012439,False,https://www.idealista.com/inmueble/105000529/,"Amena Homes vende esta preciosa casa de campo, muy cómoda y con una reforma muy práctica para tener totalmente diferenciada la zona social y la zona familiar.  La vivienda de 507m2 está enclavada en una parcela de 2.843m2  Planta superior: Zona social para celebraciones, con familia y amigos con varios salones, comedor para 10 comensales, gran terraza con capacidad para 30 personas, cocina que da servicio a esta zona y aseo de cortesía.  Las vistas desde esta planta son sencillamente espectaculares.  Planta baja: Dormitorio principal enorme, con salón, despacho cuarto de baño con sauna y dormitorio todo integrado y con salida al jardín.  Cuatro dormitorios y tres baños que comparten una zona social con salón de tv, area de estudio, dividido en varios ambientes con salida directa a la zona de piscina.  Cocina totalmente equipada también con salida directa al jardín. Despensa. Zona de lavado y cuarto de calderas.  Cuarto de servicio con baño en suite con entrada independiente  Dos plazas de garaje cubiertas y aparcamiento zona baja.  Calefacción y A/ac por aerotermia y placas solares fotovoltaicas.  Suelos de tarima de roble, cerámicos en tonos grises y piedra caliza.  Jardín consolidado diseñado por paisajista reconocido con variedad de árboles y plantas.  Es una casa ideal para amantes de la naturaleza y de la vida en el campo por su enclave privilegiado, sus vistas, su privacidad y dentro de la urbanización como es Ciudalcampo, con todos los servicios que puedas necesitar, como centro comercial en Santo Domingo, colegio internacional, club de golf, hípica, gimnasio, restaurante, club de tenis, piscinas, .  La urbanización de Ciudalcampo es una de las mejores zonas residenciales de Madrid. Excepcional emplazamiento dentro del Parque Regional de la Cuenca Alta del Manzanares, ubicada en los municipios de San Sebastián de los Reyes y Colmenar Viejo.  Entorno privilegiado y con impresionantes vistas a la sierra norte de Madrid. Espacio que mantiene el equilibrio entre el desarrollo urbanístico y la conservación del medio natural.  Cómodo y rápido acceso en el Km 28 de la N-1. Próxima al aeropuerto de Madrid Barajas, IFEMA y a parque empresarial con múltiples empresas multinacionales, y a tan solo 10 minutos de uno de los mejores hospitales de la zona Norte el Hospital Infanta Sofía.",True,good,False,4320.0,True,False,False,False,[],False,False,2190000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Loira,,,,,,,,,
108922248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/90/cd/1365701800.webp,,41,238000.0,chalet,sale,99.0,3,1,CL ZORZAL,Madrid,Camarma de Esteruelas,,es,40.5991494,-3.3788762,False,https://www.idealista.com/inmueble/108922248/,"¡Descubre tu nuevo hogar en esta encantadora casa independiente! Con 99 m² de espacio bien distribuido, esta vivienda cuenta con 3 acogedores dormitorios y un baño completo, ideal para disfrutar de la comodidad en familia. La cocina de estilo americano se integra perfectamente con el salón, creando un ambiente cálido y acogedor para tus reuniones.  Además, el amplio porche ofrece vistas espectaculares a la naturaleza que rodea la propiedad. Ubicada en una parcela de 1,227 m², esta casa te brinda la tranquilidad que buscas. La calefacción por estufa de leña y la bomba de frío/calor garantizan un ambiente agradable durante todo el año. El garaje techado, trastero y la despensa son perfectos para almacenar tus pertenencias y mantener el orden en tu nuevo hogar. La fachada está en fase final, lo que te permite personalizarla a tu gusto. Esta vivienda de segunda mano, construida en 1987, se encuentra en buen estado y lista para convertirse en tu refugio soñado. ¡No pierdas la oportunidad de vivir en un entorno apacible y en sintonía con la naturaleza!",True,good,False,2404.0,False,False,False,False,[],False,False,238000.0,€,,,chalet,independantHouse,Camarma de Esteruelas,Casa independiente en CL Zorzal,,,,,,,,,
109164199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/96/86/1366159191.webp,,24,227500.0,flat,sale,72.0,3,1,Barrio Los Rosales,Madrid,Madrid,Villaverde,es,40.3506853,-3.690891,False,https://www.idealista.com/inmueble/109164199/,"¡Descubre este magnífico piso en venta en Villaverde Bajo! Ubicado en una de las mejores zonas de la ciudad, este acogedor hogar se encuentra a tan solo 200 metros de la estación de Metro, lo que facilita tus desplazamientos diarios. Además, cuenta con paradas de autobuses y Cercanías muy cercanas, lo que lo convierte en una opción ideal para quienes buscan comodidad y conexión. El piso dispone de tres amplios dormitorios, perfectos para adaptarse a tus necesidades. El dormitorio principal tiene acceso a una encantadora terraza, donde podrás disfrutar de momentos al aire libre. El salón comedor es luminoso y espacioso, ideal para compartir con familia y amigos. La cocina está equipada y lista para que prepares tus platos favoritos.  Uno de los grandes atractivos de este inmueble es su impresionante patio de 45 m² de uso y disfrute, un verdadero oasis privado donde relajarte o disfrutar al aire libre. El cuarto de baño ha sido recientemente reformado y cuenta con un moderno plato de ducha. Con suelos de gres, ventanas de aluminio y puertas de madera. No dejes pasar la oportunidad de vivir en este encantador piso de 72 m² construidos y 70 m² útiles. ¡Contáctanos para más información y ven a verlo! Te ayudamos con la financiación hasta el 100% previo estudio.",True,good,False,3160.0,True,False,False,False,[],False,False,227500.0,€,,,flat,,"Los Rosales, Madrid",Piso,1,True,Los Rosales,False,,,,,
108773826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/4b/b9/1354711716.webp,ec-1025,21,730000.0,flat,sale,119.0,4,2,calle de Esteban Terradas,Madrid,Madrid,Chamartín,es,40.4691372,-3.6865861,False,https://www.idealista.com/inmueble/108773826/,"Piso ubicado en el Distrito Chamartín - barrio Castilla. A reformar, tercera planta exterior orientación Este con balcón, cuenta con plaza de garaje y trastero.  Actualmente se distribuye en vestíbulo de acceso, salón/comedor con terraza, cocina independiente, dormitorio principal con baño en suite, 2 dormitorios más de buen tamaño, y otro dormitorio adicional. Segundo baño y alacena. Cocina independiente  119 m² construidos 4 dormitorios 2 baños uno de ellos en suite Terraza Armarios empotrados Trastero Plaza de garaje incluida en el precio Portero físico, trastero y plaza de garaje.  Zona residencial, cercana y con muy buena conexión con comercio, restauración.",True,renew,False,6134.0,True,False,False,False,[],False,False,730000.0,€,True,True,flat,,"Castilla, Madrid",Piso en calle de Esteban Terradas,3,True,Castilla,True,,,,,
108147784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/61/3c/1335280808.webp,N04-JIB-00025,59,495000.0,flat,sale,151.0,2,2,calle de la Fuente Carrantona,Madrid,Madrid,Moratalaz,es,40.408158,-3.6302598,False,https://www.idealista.com/inmueble/108147784/,"2 hab. 2 baños completo parking y trastero incluidos La vivienda muy luminosa es un bajo con PATIO-JARDIN PRIVADO orientación mediodía y con 2 orientaciones el resto de la casa sur-norte, lo que permite una rápida ventilación cruzada. Ahora mismo la propiedad se encuentra ALQUILADA, en rentabilidad, a una persona de 94 años, bien en la finalización del contrato hasta 2028 fecha límite dada por la propiedad o antes de esa fecha, la vivienda quedaría para entrar sin el Inquilino o se podría volver a alquilar. No deje de consultarnos por esta particularidad. La vivienda supone una gran INVERSIÓN de futuro cercano debido a la alta demanda de la zona y del precio de venta. La calefacción y el agua caliente es individual por gas natural. Consta también de plaza de garaje incluida, trastero y zonas comunes e infantiles con jardines cuidados. Además conserje en horario laboral. No tiene piscina lo cual es un ahorro en los gastos de Comunidad de vecinos. El inmueble se encuentra en una de las mejores zonas de Moratalaz, el edificio linda a la calle Fuente Carrantona, con buen ambiente familiar y vecindario y al del parque forestal y de la cuña verde, todo en un espacio natural, dotado de carril bici, anfiteatro, instalaciones deportivas y juegos infantiles Esta zona se encuentra a 700 metros de altitud (uno de los puntos más altos de Madrid capital) por lo que unido a presencia de grandes zonas verdes presenta muy buena calidad del aire atmosférico todo el año). Gran oferta de colegios públicos y privados: Sagrada Familia, Gredos, Pío Baroja, Rey Pastor, Senara, etc.  Comercios cercanos andando: tiendas de alimentación, pastelerías, cafeterías, gimnasio, polideportivos, farmacias, agencias de viaje, bancos, etc. Autobuses. Rápida Bus-lanzadera E4 a O´Donnell y Goya, además 30, 100, 140. Metro Pavones Línea 9. Fácil acceso en coche a M-30, M-40, A3, R3 y eje de O´Donnell. Si necesita financiación, tenemos un SERVICIO FINANCIERO eficaz.",True,renew,False,3278.0,False,False,False,False,[],False,False,495000.0,€,True,True,flat,,"Horcajo, Madrid",Piso en calle de la Fuente Carrantona,bj,True,Horcajo,True,,,,,
107729027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/0a/ab/1321074528.webp,Casa pueblo,30,440000.0,chalet,sale,198.0,4,4,"calle de Bilbao, 18",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,40.2654226,-3.9203009,True,https://www.idealista.com/inmueble/107729027/,"Agencia inmobiliaria de Madrid, zona ARROYOMOLINOS. EN VENTA: ¡Descubre tu nuevo hogar en este encantador chalet pareado! Con un diseño impecable, esta vivienda de dos plantas más bodega ofrece un espacio ideal para disfrutar en familia.  La cocina americana se integra perfectamente con el gran salón de dos ambientes, inundado de luz natural y equipado con una acogedora chimenea. El patio que rodea la casa es perfecto para disfrutar del aire libre, mientras que el garaje propio añade comodidad a tu día a día. En la primera planta, encontrarás cuatro amplios dormitorios con armarios empotrados y dos baños completos. La terraza solárium en la última planta es el lugar ideal para relajarse y disfrutar del sol. Además, la planta baja cuenta con un dormitorio independiente con su propio baño completo, ofreciendo privacidad para invitados o familiares. Construida en 1990 y en excelente estado, esta casa cuenta con calefacción de bomba de frío/calor a gas natural y una orientación este-oeste que garantiza luz durante todo el día. Con una parcela de 237 m² y 198 m² construidos, este chalet es una joya que no puedes dejar escapar. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,2222.0,False,False,False,False,[],False,False,440000.0,€,True,True,chalet,semidetachedHouse,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Chalet pareado en calle de Bilbao, 18",,,,,,,,,
108665623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/47/3e/1351544652.webp,108665623,4,271000.0,flat,sale,76.0,2,1,camino de la Colada,Madrid,Campo Real,,es,40.3398906,-3.3835914,False,https://www.idealista.com/inmueble/108665623/,"INMUEBLE OKUPADO, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. PROPIO, PEQUEÑO Y GRAN INVERSOR. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,3566.0,False,False,False,False,[],False,False,271000.0,€,True,True,flat,,Campo Real,Piso en camino de la Colada,1,True,,False,,,,,
105035679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/d8/e0/1239757149.webp,JMA01,12,6100000.0,penthouse,sale,445.0,4,6,Salamanca - Castellana s/n,Madrid,Madrid,Barrio de Salamanca,es,40.435469,-3.6871448,True,https://www.idealista.com/inmueble/105035679/,"Belton Real Estate ofrece amplio ático, en una séptima planta exterior con terraza y una superficie de 445 metros cuadrados. La vivienda consiste en cuatro habitaciones, tres de ellas con baño en suite; tres baños; cocina independiente, salón y comedor. Todos los espacios cuentan con ventanas que favorecen la luminosidad.  La finca dispone de plaza de garaje, portero y ascensor.  Se ubica en la exclusiva zona de Salamanca - Castellana, la cual ofrece una amplia gama de servicios de alta calidad, incluyendo clínicas privadas, colegios internacionales, gimnasios de primer nivel y supermercados. Además, está muy bien comunicada con metros y autobuses. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,13708.0,False,False,False,False,[],False,False,6100000.0,€,True,True,flat,penthouse,"Castellana, Madrid",Ático en Salamanca - Castellana s/n,7,True,Castellana,True,,,,,
108796396,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/33/7b/1355390769.webp,BAS-ARDEMANS2,29,796000.0,flat,sale,115.0,3,2,calle de Ardemans,Madrid,Madrid,Barrio de Salamanca,es,40.4347812,-3.6742025,False,https://www.idealista.com/inmueble/108796396/,"++++++++++++BASTIA INMOBILIARIA++++++++++++++ - Ponemos a la venta magnifico piso en el Barrio Salamanca. Se vende magnifica vivienda recién reformada de 115m2 construidos, con todo tipo de detalles y el estilo de la zona, que se compone de: -1 Salón muy espacioso y luminoso, con grandes ventanales que dan acceso a una terraza con vistas al exterior. - También en el salón encontramos la Cocina Americana, equipada con todos los electrodomésticos nuevos a estrenar, completamente integrada en el salón, donde podremos disfrutar de su gran espacio. - 3 Dormitorios. - 2 Baños Completos. La vivienda cuenta con una reforma integral y una distribución óptima, que aprovecha el máximo de los espacios, proporcionando una sensación de amplitud y confort. Al tratarse de un piso exterior cuenta con muchísima luz natural. - El edificio cuenta con servicios tales como: - 2 Ascensores - Trastero. - Portero, lo que garantiza la tranquilidad y seguridad a los residentes. Además, se encuentra en una ubicación privilegiada, cerca de restaurantes, supermercados y estaciones de autobuses y metro.  - El piso se encuentra ubicado en la mejor zona del centro de Madrid, en pleno Barrio Salamanca, una zona privilegiada y residencial a pocos minutos del centro de la ciudad. En definitiva, se trata de una oportunidad única para adquirir una propiedad de estas características. Si necesitas financiación, nosotros te buscamos hasta el 100% según perfil, estudio financiero completamente gratuito.  ++++++BASTIA GESTIÓN INMOBILIARIA++++++++.",False,good,False,6922.0,True,False,False,False,[],False,False,796000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Ardemans,5,True,Guindalera,True,,,,,
109000257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/a4/cf/1361317380.webp,BP2025_005,25,349000.0,flat,sale,65.0,3,1,PZ VERIN,Madrid,Madrid,Fuencarral,es,40.477637,-3.7081117,False,https://www.idealista.com/inmueble/109000257/,"¡Exclusiva de Citis Inmobiliaria! Piso a reformar con gran potencial en Plaza de Verín, Barrio del Pilar. Descubre esta increíble oportunidad de adquirir un piso en exclusiva con Citis Inmobiliaria, ubicado en la Plaza de Verín, en el dinámico Barrio del Pilar, una de las zonas más completas y conectadas del norte de Madrid. Este piso de 65 m² construidos (60 m² útiles) es perfecto para quienes desean personalizar su hogar, ya que se encuentra a reformar, ofreciendo la posibilidad de crear un espacio único adaptado a tus necesidades. __Características de la vivienda__ - 3 habitaciones y 1 baño. - Segunda planta con ascensor, garantizando accesibilidad y comodidad. - Orientación Sur/Este, que asegura una excelente iluminación natural durante todo el día. - Vivienda a reformar, perfecta para diseñar cada detalle a tu gusto. - Gastos de comunidad: 60 €/mes (aproximado). - IBI: 280 €/año (aproximado). - ITE/IEE favorable (2020, próxima revisión en 2030). - Finca de 1965, sin derramas pendientes, lo que asegura estabilidad económica. __Ventajas de un piso a reformar__ Este piso es una oportunidad excepcional para personalizar tu hogar según tus preferencias. Una reforma te permitirá optimizar los espacios, modernizar las instalaciones y aumentar significativamente el valor de la propiedad. Es ideal tanto para quienes buscan crear su vivienda ideal como para inversores que deseen aprovechar la alta demanda de alquileres en esta zona de Madrid. __Ubicación privilegiada en el Barrio del Pilar__ Situado en el corazón del Barrio del Pilar, al norte de Madrid, este piso combina la tranquilidad de un barrio residencial con la vitalidad de una zona bien comunicada y repleta de servicios. A tan solo pasos de Avenida Monforte de Lemos, una de las principales calles comerciales del área, encontrarás bares, restaurantes, cafeterías y tiendas de servicios que hacen la vida diaria más práctica y agradable. __Puntos de interés cercanos:__ - Centro Comercial La Vaguada (150 m): Uno de los mayores centros comerciales de Madrid, con una amplia oferta de tiendas, restaurantes y cines. - Parque de la Vaguada (400 m): Perfecto para paseos, actividades al aire libre o momentos de relax, además a 800m del Parque Norte, conecta con la naturaleza sin salir de la ciudad. - Polideportivo ""Vicente del Bosque"" (1.000m): Disfruta en verano de las nueva piscina municipal y el resto del año de uno de los mejores centros deportivos de Madrid __Estaciones de metro:__ - Peñagrande (Línea 7, 300 m). - Barrio del Pilar (Línea 9, 600 m). - Líneas de autobús (100 m): Conexiones rápidas con el centro de Madrid y otras áreas de la ciudad. __ ¿Tienes coche? __ A pocos minutos en coche de la M-30, el centro de negocios de Madrid (Las 4 torres) (3 km) y zonas clave de trabajo, garantizando una conexión rápida con los principales centros laborales de Madrid. La combinación de excelente conectividad, servicios y zonas verdes hace de esta ubicación una de las más atractivas de la capital. ¡No pierdas esta oportunidad única de adquirir un piso con gran potencial en una de las mejores zonas de Madrid! Contacta con Citis Inmobiliaria para más información o para concertar una visita.  ¡Tu nuevo hogar en el Barrio del Pilar te espera! __Notas importantes:__ - Precio: El precio de la publicación no incluye los gastos de compra (notaría, registro y honorarios de intermediación inmobiliaria), que serán asumidos por el comprador. - Plano: El plano proporcionado es orientativo y las medidas pueden variar ligeramente.",True,renew,False,5369.0,True,False,False,False,[],False,False,349000.0,€,,,flat,,"Pilar, Madrid",Piso en Pz Verin,2,True,Pilar,True,,,,,
108305553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/7d/a2/1340152759.webp,MAD59228,26,790000.0,flat,sale,88.0,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4255203,-3.7038285,False,https://www.idealista.com/inmueble/108305553/,"Lucas Fox presenta este espectacular piso en una calle tranquila del animado barrio de Malasaña de Madrid. Cuenta con una superficie de 99 m² construidos. La vivienda se ha reformado completamente y se presenta a estrenar con acabados de lujo y un diseño moderno, lista para entrar a vivir o para alquilar. Dispone de dos amplios dormitorios y dos baños completos. Cuenta con sistema de climatización por aire acondicionado y calefacción para máximo confort durante todo el año. La entrada a pie de calle ofrece un acceso independiente y cómodo, ideal tanto para residencia habitual como para inversión. El cambio de uso a residencial ya se ha realizado. Gracias a su ubicación privilegiada y características exclusivas, esta propiedad ofrece un gran potencial de rentabilidad en alquiler de corta o media estancia. Una oportunidad única para vivir o invertir en una de las zonas con más demanda y proyección de Madrid.",False,good,False,8977.0,False,False,False,False,[],False,False,790000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,,True,Malasaña-Universidad,True,,,,,
107824407,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/60/53/1352362012.webp,,19,500000.0,flat,sale,40.0,2,1,"calle de Narváez, 44",Madrid,Madrid,Retiro,es,40.4199858,-3.676639,True,https://www.idealista.com/inmueble/107824407/,"LANDA INVESTMENTS - Pre-venta para inversionistas ¡Increíble Piso de Diseño en Venta a Pasos del Retiro! Descubre esta exclusiva oportunidad de adquirir un magnífico piso de diseño exclusivo por la casa de Arquitectura y diseño QUEENS, ( famosa por sus hoteles y pisos turísticos de diseño) n el codiciado barrio de Ibiza, a solo unos pasos del emblemático Parque del Retiro en Madrid. Características Destacadas: ** Este piso se encuentra en estado de reforma, se entrega la obra en Septiembre, contamos con unidades en la calle paralela, para entregar esta semana que usamos como showroom para que puedan apreciar como se entregaría.  Características Destacadas: **** SE ENTREGA COMPLETAMENTE AMUEBLADO Y EQUIPADO CON MENAJE, SABANAS Y TOALLAS.****** Oportunidad de Inversión: Ideal para inversionistas con la posibilidad de comprarlo con contrato de alquiler de 2300€. Contrato válido para corta o larga estancia. Diseño y Comodidad: Dos habitaciones elegantes.  2 Habitación: 1 doble con cama de 1.35 cm y una de 110cm ambas con almacenamiento interno. Ambas habitaciones cuentan con almacenamiento adicional debajo de las camas. Baño moderno con plato de ducha y espejos con iluminación indirecta. Cocina completa con electrodomésticos empotrados de alta gama, muebles a medida de suelo a techo, con iluminación led interna. Ventana en todas las habitaciones. Portal amplio de mármol, apto para discapacitados. Portero de lunes a viernes. Espacios Funcionales:  Comedor para 4 puestos. Armarios empotrados para un almacenamiento eficiente. Techos altos que proporcionan una sensación de amplitud. Capacidad para 6 personas con un sillón/cama adicional. Ubicación Privilegiada: Situado en el exclusivo barrio de Ibiza a una cuadra del Parque del Retiro. Rodeado de una amplia oferta gastronómica, cafes modernos restaurantes mejores raqueados de la ciudad de y zonas de shopping. Conveniencia y Comunicación: Comunicación inmediata gracias a múltiples líneas de autobuses y el metro de Ibiza a una cuadra. Zona residencial con facilidades para el día a día. En la planta 3 con ascensor y portero fijo. Inerior con mucha luz natural. Multilingüe y Videotour Disponible: Ofrecemos asistencia en inglés, italiano, francés y portugués. Videotour disponible para explorar el piso desde la comodidad de tu hogar. No pierdas la oportunidad de vivir en este exclusivo piso que combina diseño, comodidad y una ubicación inigualable en una de las mejores zonas de Madrid. ¡Contáctanos para más información y agenda tu visita hoy mismo!  Envía un mensaje con tu número de WHATSAPP para solicitar más información o un videotour.",True,good,False,12500.0,True,False,False,False,[],False,False,500000.0,€,,,flat,,"Ibiza, Madrid","Piso en calle de Narváez, 44",3,False,Ibiza,True,,,,,
