propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
108684780,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/14/39/1352084748.webp,121-00529,63,,264900.0,chalet,sale,175.0,,3,2,"calle Gualija, 581",Madrid,Colmenar de Oreja,,es,40.0708719,-3.5027036,True,https://www.idealista.com/inmueble/108684780/,"Disfruta de la tranquilidad del campo a tan solo un paso de Madrid. Se vende chalet independiente, para entrar a vivir, en la exclusiva Urbanización del Tajo Oeste, en Colmenar de Oreja, una zona privada con seguridad 24h los 365 días del año, control de accesos mediante barreras y estupendas zonas de ocio y deportivas para toda la familia. Características principales: Parcela amplia con jardín y piscina privada Amplio garaje Porche de entrada cubierto Vivienda recién pintada, lista para entrar a vivir 3 dormitorios (uno de ellos con baño en suite) 2 baños completos Salón independiente muy luminoso Cocina amplia, totalmente equipada con todos los electrodomésticos Ventanas de aluminio con climalit y mosquiteras Vivienda parcialmente amueblada Urbanización privada con: Seguridad 24h / 365 días Control de accesos con barreras Zonas deportivas y de ocio comunitarias Ubicación y entorno: Excelente conexión con Madrid y Aranjuez por carretera y transporte público Entorno natural, ideal para quienes buscan paz y tranquilidad Atardeceres espectaculares y aire puro todo el año Una vivienda para disfrutar desde el primer día. ¡No pierdas la oportunidad de visitarla! � Contáctanos para más información o concertar una visita.",False,good,False,,1514.0,False,False,False,False,[],False,False,264900.0,€,chalet,Colmenar de Oreja,"Casa independiente en calle Gualija, 581",True,True,,,,,independantHouse,
108976442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/a9/eb/1313483604.webp,CH-82531-0001,25,,449000.0,flat,sale,73.0,,3,1,calle General Prim,Madrid,Madrid,Moncloa,es,40.4629769,-3.7238942,False,https://www.idealista.com/inmueble/108976442/,"Piso de 74 m² de 3 dormitorios situado en Madrid. La vivienda está comunicada mediante autobuses próximos con las líneas 126, 127 y 132, a 20 minutos de la estación de tren Madrid-Puerta de Atocha y por carretera, a través del acceso M-30. La zona dispone de equipamiento variado, centro de salud, colegios, cajero automático, polideportivo, parques, etc. Construido en 1960, este piso dispone de una superficie aproximada de 74 m² y se distribuye en salón-comedor, 3 dormitorios, cocina independiente amueblada con armarios altos y bajos, 1 baño y terraza. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,6151.0,True,False,False,False,[],False,False,449000.0,€,flat,"Ciudad Universitaria, Madrid",Piso en calle General Prim,,,Ciudad Universitaria,,,,,
108298614,https://img4.idealista.com/blur/480_360_mq/180/id.pro.es.image.master/5e/8a/92/1339954831.webp,,44,2,230000.0,flat,sale,90.0,True,3,1,calle Pintor Murillo,Madrid,Móstoles,Norte - Universidad,es,40.3273888,-3.8658584,False,https://www.idealista.com/inmueble/108298614/,"PISO MUY LUMINOSO EN EL CENTRO DE MÓSTOLES MUY CERCA DEL TRANSPORTE PÚBLICO. ""EL COMPRADOR NO PAGA AGENCIA"" Piso exterior muy luminoso, de unos 80m2, tiene tres habitaciones, salón, cocina, un baño, terraza acristalada, una plaza de garaje y ascensor desde el garaje, en el portal tiene rampa hasta el garaje y hasta el ascensor, ideal para personas con movilidad reducida. El piso es muy soleado, con dobles ventanas a la calle en todo el piso. El salón comedor de unos 15m2, con la terraza acristalada. El baño tienen plato de ducha y muebles de lavabo. La cocina con electrodomésticos (frigorífico con congelador, lavadora, horno y placa Vitrocerámica). En el pasillo hay un armario empotrado multiusos. Suelos de terrazo. La calefacción de Gas Natural y aire acondicionado. La zona es muy tranquila y con el transporte a muy cerca. La fachada del edificio recientemente arreglada este año, este piso ya tiene pagado por completo este arreglo. Equipamiento La puerta de entrada es de seguridad. Armarios empotrados. Plato de ducha. Mueble de lavabo.  Suelos de terrazo. Doble ventana de aluminio. Caldera. Bomba de calor (Aire acondicionado y calefacción). Terraza acristalada Armario empotrado en el pasillo Ascensor Garaje Situación En el centro de Móstoles, muy cerca del transporte público y de todo el comercio. ¡No deje escapar esta oportunidad!  Concierte una cita con nosotros para visitar esta vivienda.",True,good,False,True,2556.0,False,False,False,False,[],False,False,230000.0,€,flat,"Norte - Universidad, Móstoles",Piso en calle Pintor Murillo,True,True,,249000.0,19000.0,8.0,,
107300095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/79/4b/1308861516.webp,VHM119-BF,7,3,760000.0,flat,sale,84.0,True,2,2,calle del Barco,Madrid,Madrid,Centro,es,40.4226357,-3.7011022,False,https://www.idealista.com/inmueble/107300095/,"¡Descubre tu nuevo hogar en el corazón de Malasaña, a tan sólo dos manzanas del Barrio Justicia! Este piso se encuentra en obras y se entregará totalmente reformado y equipado sea para entrar a vivir ó bien para inversores que quieran conseguir rentabilidad de manera inmediata. Combina diseño y funcionalidad en una de las zonas más vibrantes de Madrid. Situado en la tercera planta de un edificio con ascensor, ofrece una distribución optimizada que maximiza cada rincón para crear un ambiente acogedor y bien aprovechado. Con 84 m² construidos y 70 m² útiles, la vivienda cuenta con dos dormitorios, dos baños, armarios empotrados y calefacción eléctrica a gas natural.  Totalmente amueblado y con cocina equipada, este piso es perfecto para quienes buscan un estilo de vida cosmopolita o una inversión en una zona demandada de la capital. Malasaña es sinónimo de cultura, creatividad y vida urbana, con calles que combinan la esencia tradicional madrileña con un aire moderno y dinámico. Disfruta de una amplia variedad de cafés, restaurantes, boutiques independientes y espacios culturales a solo unos pasos de tu puerta. Además, la excelente conectividad y oferta de ocio y servicios hacen de este piso una oportunidad única. ¡No te lo pierdas! Llámanos para coordinar una visita.",False,good,False,True,9048.0,True,False,False,False,[],False,False,760000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,,,Malasaña-Universidad,,,,,
108735195,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/7a/ee/1353600472.webp,FAR-USERA,29,1,267000.0,flat,sale,100.0,True,3,2,Barrio 12 de Octubre-Orcasur,Madrid,Madrid,Usera,es,40.3687096,-3.6989282,False,https://www.idealista.com/inmueble/108735195/,"¡Descubre tu nuevo hogar con estudio INMOFAR!  Este encantador piso en primera planta, con una superficie de 100 m² construidos y 88 m² útiles, es el lugar ideal para disfrutar de la comodidad y el estilo de vida que mereces. Al entrar, te recibe un salón amplio y lleno de luz natural, perfecto para disfrutar de momentos en familia o con amigos. La cocina independiente y funcional, equipada con alacena para un almacenamiento óptimo, se convierte en el corazón del hogar. Con tres habitaciones bien iluminadas, cada rincón de este piso está diseñado para ofrecerte una excelente calidad de vida. Además, cuenta con dos baños completos, uno de ellos en suite, perfectos para tu comodidad y la de tus invitados. La buena ventilación cruzada garantiza un ambiente fresco y agradable durante todo el año, mientras que los dos paneles solares en el exterior te permitirán ahorrar en consumo eléctrico. Disfruta de la luz natural que inunda cada espacio y de un comedor adicional que ofrece versatilidad para tus reuniones familiares. Este piso, construido en 1983 y en buen estado, cuenta con armarios empotrados.  Ubicado en una excelente zona con orientación sur de un lado y norte del otro. rodeado de todo tipo de servicios como supermercados, negocios locales de toda la vida, colegios, sitios de ocio y hostelería y centros de salud entre otros, con parada de autobús casi en la puerta de casa y a escasos 6 minutos caminando del metro de san Fermin-Orcasur y a 8 de la renfe de Orcasitas, No pierdas la oportunidad de vivir en un lugar donde cada detalle ha sido pensado para tu bienestar. ¡Ven a visitarlo y déjate enamorar!",True,good,False,False,2670.0,True,False,False,False,[],False,False,267000.0,€,flat,"12 de Octubre-Orcasur, Madrid",Piso,,,12 de Octubre-Orcasur,,,,,
108792385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/03/9a/1355263628.webp,,23,2,849000.0,flat,sale,167.0,True,4,2,calle de Yeseros,Madrid,Madrid,Centro,es,40.4138098,-3.7122154,False,https://www.idealista.com/inmueble/108792385/,"Fantástica y luminosa vivienda en el corazón de la ciudad. ¡Descubre tu nuevo hogar en el corazón de Madrid! Inmo Personal Seller ofrece en EXCLUSIVA, este espectacular piso de 167 m² catastrales que ofrece todo lo que necesitas para vivir cómodamente en una de las zonas más privilegiadas de la ciudad. Con 4 dormitorios y 2 baños, es perfecto para disfrutar en familia. El salón es amplio y bañado por luz natural, gracias a sus balcones que ofrecen vistas encantadoras. La cocina, luminosa y equipada con office, es ideal para los amantes de la gastronomía.  Recientemente renovado y pintado, el piso cuenta con aire acondicionado y calefacción de gas natural para tu confort durante todo el año. Los armarios empotrados maximizan el espacio de almacenamiento, y existe la posibilidad de ampliar a dos habitaciones más si lo deseas como inversión por habitaciones. Además, se puede entregar amueblado, incluido en el precio. Con orientación sur, este piso en una planta intermedia del edificio garantiza tranquilidad y encanto en pleno centro. Una oportunidad única tanto para vivir como para invertir. ¡No lo dejes escapar! En cuanto a la ubicación del edificio, decir que es inmejorable ya que está situada en el distrito centro en la zona de Palacio. Palacio es el nombre que recibe en la ciudad de Madrid el barrio n. o 11, el de mayor extensión de los seis que componen el distrito Centro. Dentro de él se encuentran el Palacio Real de Madrid, el Teatro Real de Madrid, la antigua morería y las cavas, la plaza de la Villa y parte del Madrid de los Austrias. También alberga la zona conocida como barrio de La Latina, considerado por muchos un barrio propio. Además del conjunto museístico del Palacio Real, está el Museo del Convento de la Encarnación. Además de los jardines del recinto del Palacio Real de Madrid, destacan en el barrio los Jardines de Las Vistillas, así como los parques de Atenas y del Emir Mojamed I, además de otras zonas ajardinadas como la Dalieda de San Francisco o las franjas verdes de la Cuesta de los Ciegos y la Cuesta de las Descargas. Por su estupenda ubicación gozarás de gran variedad de restaurantes, servicios y de transporte público para poder moverte por toda la ciudad. ¡No dejes pasar esta oportunidad única!",True,good,False,False,5084.0,True,False,False,False,[],False,False,849000.0,€,flat,"Palacio, Madrid",Piso en calle de Yeseros,,,Palacio,,,,,
109054393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/ed/38/1362919739.webp,1428-1303,37,3,750000.0,flat,sale,111.0,True,2,1,calle de Rodríguez San Pedro,Madrid,Madrid,Chamberí,es,40.4335404,-3.7128758,False,https://www.idealista.com/inmueble/109054393/,"ALFA CHAMBERI pone a su disposición esta maravillosa vivienda en el Barrio de Chamberí, en la calle Rodríguez San Pedro, una de las zonas más demandadas de la capital. La vivienda se trata de una tercera planta exterior de una finca señorial con ascensor y un amplio trastero. Se distribuye de la siguiente forma: -Salón de buen tamaño, con dos balcones a la calle, lo que le aporta mucha luz natural. -Comedor independiente. -Dos dormitorios, uno de ellos de gran tamaño con vestidor independiente y con un balcón a la calle y otro con armario empotrado. -Cocina independiente totalmente equipada. -Baño completo. -La vivienda cuenta con puerta acorazada y cerramientos de PVC y persianas eléctricas en todas sus estancias. Los gastos de comunidad ascienden a 87€ mensuales y el IBI a 610€ anuales. Se encuentra muy próximo a las estaciones de Metro de Quevedo (L-2) y San Bernardo (L-2 y L-4) y Argüelles (L-4 y L-6) y con varias líneas interurbanas de autobuses de la EMT, su inmejorable ubicación en pleno centro de Madrid, a escasos metros de la plaza del Conde del Valle de Súchil, rodeada de una amplia oferta de servicios, ocio, restauración, así como colegios, el Hospital Universitario HM Madrid, hoteles y todo tipo de comercios de barrio. No dude en llamar para pedir más información y fijar una cita para visitarlo y, recuerde, ALFA CHAMBERI no le cobra honorarios a usted como comprador. Aviso legal: La información mostrada en este anuncio es meramente informativa, no vinculante jurídicamente pudiendo contener algún error.",False,good,False,True,6757.0,False,True,False,False,[],False,False,750000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Rodríguez San Pedro,,,Gaztambide,,,,,
108619438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/d0/55/1350139457.webp,,21,bj,975000.0,flat,sale,150.0,True,5,2,calle de Agustín de Foxá,Madrid,Madrid,Chamartín,es,40.4752208,-3.6844885,False,https://www.idealista.com/inmueble/108619438/,"Lavama Urban presenta esta fantástica vivienda ubicada en pleno distrito de Chamartín, rodeado de todos los servicios y con excelente comunicación. Este piso cuenta con una superficie de 150 m², destaca por su amplitud y distribución  Consta de: Múltiples posibilidades de inversión ya que cuenta con 2 entradas 5 habitaciones, ideales para familias grandes, teletrabajo o incluso destinar una a despacho o vestidor. 2 baños funcionales. 2 salones comedor amplio y luminoso, con acceso a una agradable sala de estar Cocina independiente, con espacio de almacenamiento y comunicada a la terraza. El edificio cuenta con ascensor y zonas comunes bien cuidadas. Además, la ubicación es inmejorable: a un paso del Paseo de la Habana, con acceso inmediato a transporte público, colegios, supermercados, restaurantes y zonas verdes. Una oportunidad única para vivir o invertir en una de las zonas residenciales más tranquilas y exclusivas de Madrid.",False,good,False,True,6500.0,True,True,False,False,[],False,False,975000.0,€,flat,"Castilla, Madrid",Piso en calle de Agustín de Foxá,,,Castilla,,,,,
109195453,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/66/4e/1367097013.webp,1788,17,6,242000.0,flat,sale,79.0,True,3,1,Chorrillo,Madrid,Alcalá de Henares,Chorrillo,es,40.4868927,-3.3772562,False,https://www.idealista.com/inmueble/109195453/,"! Oportunidad! . Se vende piso exterior y muy luminoso, en zona de Chorrillo (Alcalá de Henares). El inmueble consta de: - Salón-comedor amueblado con salida a terraza acristalada. - Cocina independiente totalmente amueblada y equipada con electrodomésticos, con salida a terraza tendedero. - Tres dormitorios amueblados (Dos de ellos con armarios empotrados) - Cuarto de baño completo con plato de ducha. Además dispone de: Puerta blindada, portero automático, ascensor...! Mejor ver! . PRECIO FINAL SIN COMISIONES AÑADIDAS AL COMPRADOR. El inmueble se encuentra en una zona tranquila y muy consolidada con todo tipo de servicios en sus inmediaciones, colegios, transporte, comercios.",False,good,False,True,3063.0,False,False,False,False,[],False,False,242000.0,€,flat,"Chorrillo, Alcalá de Henares",Piso,,,,,,,,
109196406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/fa/a5/1367139921.webp,,18,3,162000.0,flat,sale,49.0,True,1,1,calle de la Guardia Civil,Madrid,Valdemoro,Guardia Civil - Zona Industrial,es,40.1944524,-3.6790992,False,https://www.idealista.com/inmueble/109196406/,"Agencia inmobiliaria de VALDEMORO: zona ESTACION- CENTRO- GUARDIA CIVIL- Oficina Tecnocasa VENDE APARTAMENTO en zona GUARDIA CIVIL Descubre esta acogedora vivienda en el municipio de Valdemoro. Esta propiedad ofrece UN DORMITORIO y UN BAÑO COMPLETO con plato de ducha y mampara. La cocina es completa y tipo americana. Los suelos de tarima y la carpintería interior de roble aportan calidez y elegancia a cada rincón del hogar. Dispone de un armario empotrado en el dormitorio bastante amplio. Tiene Aire Acondicionado en Salón. Construida en 2003, la propiedad se encuentra en una ubicación estratégica, cercana al centro de Valdemoro, rodeada de servicios como tiendas, colegios y parques, y bien conectada con la red de transporte público. URBANIZACIÓN CERRADA CON PISTA DE FUTBOL Para facilitar tu proceso de compra, ofrecemos un estudio financiero gratuito con Kiron, asegurando que encuentres la mejor opción de financiación. No pierdas la oportunidad de visitar esta propiedad y descubrir todo lo que tiene para ofrecer. ¡Contáctanos para más información!",False,good,False,True,3306.0,False,False,False,False,[],False,False,162000.0,€,flat,"Guardia Civil - Zona Industrial, Valdemoro",Piso en calle de la Guardia Civil,,,,,,,,
107001707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/59/11/1300054968.webp,,17,3,340000.0,flat,sale,100.0,True,3,2,calle de Sierra Elvira,Madrid,Madrid,Puente de Vallecas,es,40.4059653,-3.6634904,False,https://www.idealista.com/inmueble/107001707/,"Gran oportunidad en la zona de Numancia! Piso totalmente exterior de tres dormitorios, 2 baños completos con platos de ducha de obra, uno de ellos en suite para dar mayor comodidad. La cocina totalmente equipada con todos los electrodomésticos se encuentra abierta a la zona del salón-comedor para así dar mayor amplitud a la vivienda. También encontraremos armarios empotrados en todas las estancias. Sabemos lo difícil y costoso que es encontrar un piso recién reformado y que se adapte totalmente a las necesidades que usted necesita, por eso nosotros te ayudamos a encontrar lo que estas buscando! Te lo ponemos fácil! ¿Quieres un piso por la zona de acacias como el proyecto que te estamos mostrando? No lo pienses mas y contacta con nuestro equipo de profesionales, ellos te ayudaran en nuestro paso a paso para encontrar lo mejor y hacer realidad tus sueños. La cocina que siempre has soñado, el baño que tu elijas, los suelos que mas se adapten a tu diseño.. . Te ofrecemos un amplio abanico de posibilidades y flexibilidad a la hora de la elección de materiales. ¡CONTACTANOS AHORA! Ponte en contacto con nuestros comerciales y personal cualificado como director de obra, arquitectos.. . Te asesoraremos sin ningún compromiso para que su vivienda sea única.",False,good,False,True,3400.0,True,False,False,False,[],False,False,340000.0,€,flat,"Numancia, Madrid",Piso en calle de Sierra Elvira,,,Numancia,,,,,
109175881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/f1/f7/1366514026.webp,IJINMO3165,13,,503000.0,chalet,sale,240.0,,4,4,calle Italia,Madrid,Valdemoro,Altos del Olivar - El Caracol,es,40.1818552,-3.6727273,False,https://www.idealista.com/inmueble/109175881/,"IJ INMOBILIARIA, vende precioso chalet en Valdemoro. Distribuido en 4 plantas. Planta baja: Compuesta por garaje y cuarto de lavadora. Planta primera: Hall de entrada, cocina amueblada, salon comedor, aseo y escaleras con bajada al garaje. Planta segunda: Cuatro habitaciones con armarios empotrados y dos baños completos. Planta tercera. Esta la buhardilla y un baño. Calefacción de gas natural, aire acondicionado en todas las habitaciones. Dispone de un gran patio de esquina con piscina y jardín. Plaza de garaje y trastero. Soleado y luminoso. Mejor ver. INFORMATE SIN COMPROMISO.",False,good,False,,2096.0,False,False,False,False,[],False,False,503000.0,€,chalet,"Altos del Olivar - El Caracol, Valdemoro",Chalet pareado en calle Italia,True,True,,,,,semidetachedHouse,
108902812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/b8/19/1362717286.webp,003.6392,26,2,280000.0,flat,sale,122.0,True,3,2,PZ COLON,Madrid,Arganda,El Mirador - Grillero,es,40.2987926,-3.4332443,False,https://www.idealista.com/inmueble/108902812/,"Ferrari pone a la venta un piso en la Plaza de Colón, a un paso de la calle Real y de todos los servicios necesarios para el día a día. Cercano a institutos, centros de salud, centros culturales, supermercados y paradas de autobús urbanos e interurbanos. Vivienda situada en una urbanización con piscina rodeada de una amplia zona de césped. La vivienda cuenta con una espaciosa entrada que da acceso a un salón independiente, muy luminoso gracias a un gran mirador de suelo a techo y con salida a un balcón.  Al otro lado, la cocina, funcional y bien distribuida, con muebles altos y bajos con gran capacidad de almacenaje. Dispone de acceso a una práctica terraza tendedero. La zona de descanso consta de tres dormitorios, destacando el principal con baño en suite con bañera. El segundo baño, también completo y con bañera, da servicio al resto de la vivienda. La distribución está pensada para ofrecer comodidad y privacidad, con estancias amplias, bien iluminadas y ventiladas de forma natural. Ideal para quienes valoran el confort, el espacio y unas zonas comunes en un entorno residencial tranquilo y bien comunicado. Se incluye en el precio plaza de garaje y trastero. Si quieres que te ampliemos información, no dudes en ponerte en contacto con nosotros, en nuestro número de teléfono o tambien en nuestra Web.",False,good,False,True,2295.0,False,False,False,False,[],False,False,280000.0,€,flat,"El Mirador - Grillero, Arganda",Piso en Pz Colon,True,True,,,,,,
109189935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/1c/9a/1366942636.webp,,11,1,225000.0,studio,sale,68.0,True,0,1,avenida del Cerro del Águila,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,40.5474248,-3.6144611,False,https://www.idealista.com/inmueble/109189935/,"Living La Moraleja ofrece en venta este fantástico Estudio-Loft en San Sebastián de los Reyes, muy próximo a la zona comercial Plaza Norte y rodeado de servicios como IKEA o Leroy Merlín. La vivienda cuenta con cocina equipada con electrodomésticos y lista para entrar a vivir. El espacio combina salón y dormitorio en un ambiente moderno y funcional, e incluye un armario empotrado y gran espacio de almacenaje para mayor comodidad.  Además, cuenta con trastero y plaza de garaje. ¡Solicita tu visita sin compromiso!",False,good,False,True,3309.0,False,False,False,False,[],False,False,225000.0,€,flat,"Pol. Industrial sur, San Sebastián de los Reyes",Estudio en avenida del Cerro del Águila,True,True,,,,,studio,
108637469,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/f8/c7/1352180455.webp,,22,2,675000.0,flat,sale,74.0,True,3,1,CL BOLIVIA,Madrid,Madrid,Chamartín,es,40.4570901,-3.6760622,False,https://www.idealista.com/inmueble/108637469/,"¡VEPISO INMOBILIARIA VENDE EN EXCLUSIVA!   Este encantador piso de 74m² es perfecto tanto para quienes buscan un lugar acogedor para vivir, como para aquellos que desean invertir en una zona con gran proyección. La vivienda cuenta con tres dormitorios, un baños completo, ideal para familias o parejas, con salón-comedor, cocina independiente, una preciosa terraza y con vistas agradables donde pasar tardes maravillosas, sin duda esto es lo mejor de este piso. Este piso, es muy luminoso ya que todas las habitaciones cuentan con ventanas al exterior, goza de una orientación este que proporciona luz natural durante todo el día. No pierdas la oportunidad de visitar este inmueble único en una ubicación privilegiada, llena de colegios, transporte, centros de salud y cultural, entre otras virtudes mas gracias a su ubicacion inmejorable. ""VEPISO, ES UNA DE LA POCAS INMOBILIARIA QUE NO LE COBRAMOS NADA AL COMPRADOR"" y le ayuda en asesoramiento financiero. ¡Llámanos y te lo contamos todo! Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,renew,False,True,9122.0,True,False,False,False,[],False,False,675000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Piso en CL Bolivia,,,Bernabéu-Hispanoamérica,,,,,
109014920,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/35/db/1361755452.webp,URBALOR/SERGIO/ADMVJ,24,2,179900.0,flat,sale,74.0,True,3,1,avenida del Doctor Martín Vegue Jaύdenes,Madrid,Leganés,Centro,es,40.3282918,-3.7607791,False,https://www.idealista.com/inmueble/109014920/,"Urbalor Timanfaya, agencia inmobiliaria de Alcorcón, vende vivienda de tres dormitorios y un cuarto de baño. La vivienda se distribuye de la siguiente manera: Recibidor que da acceso a la cocina y al salón independiente con terraza abierta; el salón tiene una habitación contigüa que se aprecia como sala de estar en las fotos, pero tiene tamaño de dormitorio. El pasillo distribuidor nos lleva a los otros 2 dormitorios (uno de ellos con acceso a otra terraza diferente de la del salón) y al cuarto de baño que cuenta con ventana y plato de ducha. En cuanto a calidades encontramos ventanas de aluminio correderas, suelos de gres, puertas de sapeli, pintura gotelé, calefacción individual de gas natural.. . etc. Está ubicada en una de las zonas más consolidadas de Leganés, rodeada de todos los servicios, zonas verdes y a escasos minutos andando de la parada de metro Casa del Reloj. Como municipio Leganés forma parte del cinturón sur de Madrid y esta dotado de muy buen estatus en cuanto a calidad de vida, servicios muy bien posicionados en educación con colegios e institutos muy bien valorados, incluso universidad; en sanidad cuenta con hospitales públicos como el Severo Ochoa, también cuenta con zonas comerciales de todo tipo y excelentes comunicaciones en transporte público.",False,renew,False,False,2431.0,False,False,False,False,[],False,False,179900.0,€,flat,"Casco Antiguo, Leganés",Piso en avenida del Doctor Martín Vegue Jaύdenes,,,Casco Antiguo,,,,,
107000514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/db/6c/1300028708.webp,VI-000-030-686-443,33,1,357000.0,flat,sale,97.0,True,4,1,"calle del Plátano, 7",Madrid,Madrid,Tetuán,es,40.4669021,-3.6989602,True,https://www.idealista.com/inmueble/107000514/,"¡Gran Oportunidad en Valdeacederas, Tetuán! Piso en Venta - Alquilado hasta febrero de 2028 Renta mensual: 1.111, 51 € | Comunidad: 57,20 €/mes | IBI anual: 384,23 € Venta directa del propietario: Sin comisiones, sin intermediarios. ¿Estás buscando una excelente inversión o tu nuevo hogar en Madrid? Este piso en el emblemático barrio de Valdeacederas, en Tetuán, combina amplitud, ubicación estratégica y rentabilidad. Características del Inmueble: Superficie: 96 m² perfectamente distribuidos. Estancias: 4 habitaciones espaciosas. Salón-comedor luminoso. Cocina independiente. 1 aseo funcional. Ubicación: Primera planta (sin ascensor) en una finca tranquila. Ubicación Privilegiada: Situado en uno de los barrios más tradicionales y con proyección de Madrid, tendrás todo lo que necesitas a tu alcance: Servicios esenciales: Hospital Carlos III. Centros educativos como Campus Training. Supermercados, farmacias, bancos, oficinas de correos y bibliotecas. Excelente conectividad: A pocos minutos de la estación de metro Ventilla. Acceso rápido a la Autopista de Circunvalación M-30. Zonas de ocio y deporte: Centros deportivos para disfrutar en familia. ¿Por Qué Elegir Este Piso? Rentabilidad asegurada: Piso ya alquilado con una renta mensual atractiva hasta febrero de 2028. Espacios amplios: Ideal para el confort de toda la familia. Ubicación estratégica: Un barrio con historia, servicios y gran proyección en Madrid. Venta directa: Sin comisiones ni costes extras. ¡No Dejes Pasar Esta Oportunidad! Este piso es perfecto tanto para quienes buscan una inversión rentable como para aquellos que desean un hogar en una ubicación privilegiada. Contáctanos hoy mismo para obtener más información o agendar una visita. ¡Haz de este piso tu próxima gran inversión o el hogar de tus sueños!",True,good,False,False,3680.0,False,False,False,False,[],False,False,357000.0,€,flat,"Valdeacederas, Madrid","Piso en calle del Plátano, 7",,,Valdeacederas,374000.0,17000.0,5.0,,
108808647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/37/21/1360480076.webp,,14,1,215000.0,flat,sale,76.0,True,2,1,calle de Nicolás Sánchez s/n,Madrid,Madrid,Usera,es,40.3832818,-3.705887,True,https://www.idealista.com/inmueble/108808647/,"Usera, buena oportunidad de vivienda en venta. Excelente ubicación, a solo 5 minutos caminando del metro. Está en una primera planta sin ascensor. Zona con todos los servicios. El tabique del pasillo se puede derribar para abrir una cocina estilo americana, con gran potencial de reforma. También es apta para entrar a vivir sin necesidad de obras. Muy luminosa y bien ventilada en sus cuatro orientaciones. Interesados pueden contactarnos para más información y detalles. ***imágenes creadas con inteligencia artificial como posible reforma. No vinculante con la realidad.",False,good,False,False,2829.0,True,False,False,False,[],False,False,215000.0,€,flat,"Pradolongo, Madrid",Piso en calle de Nicolás Sánchez s/n,,,Pradolongo,219000.0,4000.0,2.0,,
