propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
107180718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/a0/14/1305385670.webp,e6b1ff19-0cfe-43b2-b589-cb9f0f36719b,49,1315000.0,flat,sale,187.0,2,3,camino Viejo del Cura,Madrid,La Moraleja,es,40.5046352,-3.6260547,False,https://www.idealista.com/inmueble/107180718/,"Descubre este impresionante, y moderno piso, en perfectas condiciones para ocupar hoy, en Valdefuentes, Hortaleza, Madrid.  Con una superficie de 182,06 m², esta propiedad ofrece 2 dormitorios y 3 baños, 2 de los cuales se presentan en suite, ideales para un estilo de vida moderno y cómodo. Ambos dormitorios disponen de armarios empotrados y el principal cuenta con un vestidor/en habitación independiente.  El edificio cuenta con servicios excepcionales como conserjería, seguridad perimetral cerrada, ascensor, gimnasio compartido, piscina común, sauna, jardín (con piscina privada), pista de pádel y zona de recreo infantil.  El piso es accesible para sillas de ruedas y está equipado con aire acondicionado, una amplia terraza, cuarto de almacenamiento, y grande y maravilloso jardín privado de 90 metros. Además, cuenta con dos amplias plazas internas de aparcamiento y zona adicional de aparcamiento para visitantes.  La cocina está totalmente equipada con electrodomésticos de alta gama de la marca GAGGENAU, lista para tus mejores recetas. Disfruta de momentos inolvidables con la barbacoa y mantente en forma en el gimnasio privado. Una oportunidad única en una ubicación privilegiada de Madrid. ¡No dejes pasar esta oportunidad! Valdefuentes, en el distrito de Hortaleza, es un barrio moderno y en constante crecimiento que combina zonas residenciales de alta calidad con una excelente oferta de servicios. Su ubicación privilegiada en el norte de Madrid lo convierte en una opción ideal para quienes buscan tranquilidad sin renunciar a la conectividad y las comodidades urbanas. Este barrio destaca por sus amplios espacios verdes, como el Parque de Valdebebas, ideales para el ocio y el deporte al aire libre. Además, cuenta con centros educativos, sanitarios, zonas comerciales y restaurantes, ofreciendo una gran calidad de vida a sus residentes.",False,good,False,7032.0,False,False,False,False,[],False,False,1315000.0,€,True,True,flat,,"Encinar de los Reyes, La Moraleja",Piso en camino Viejo del Cura,Destacado,bj,True,Encinar de los Reyes,,True,1380000.0,65000.0,5.0,,
108122186,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/ab/f8/1336623804.webp,b2b84d0c-a2d0-4d91-b351-5a1f04093db6,68,578000.0,chalet,sale,333.0,5,5,calle Honduras,Madrid,Parla,es,40.2326696,-3.7583174,False,https://www.idealista.com/inmueble/108122186/,"Amplio chalet adosado con jardín, piscina y garaje en zona residencial de Parla Este espacioso chalet adosado de 333 m² se encuentra en una tranquila y demandada zona residencial de Parla, ofreciendo un entorno ideal para familias que valoran el confort, la amplitud y la privacidad. Distribuido en tres cómodas plantas, la vivienda destaca por su diseño funcional y la calidad de sus espacios. Dispone de cinco dormitorios amplios y cinco baños completos, asegurando la máxima comodidad para todos los miembros del hogar. La primera planta cuenta con una generosa terraza orientada al sureste, lo que proporciona una excelente entrada de luz natural durante todo el día. En la planta sótano se encuentra una versátil sala multiusos, perfecta como zona de ocio, salón adicional o comedor, además de una gran área de almacenamiento. El garaje cubierto tiene capacidad para dos vehículos, ofreciendo practicidad y seguridad. El exterior de la vivienda se completa con jardines cuidados tanto en la parte frontal como trasera, además de una piscina privada que convierte esta propiedad en un oasis perfecto para el verano. Además, el tejado ofrece la posibilidad de instalar paneles solares, lo que incrementa la eficiencia energética del hogar y su valor a largo plazo. Una propiedad única por dimensiones y características en su zona, lista para convertirse en el hogar perfecto para tu familia. Ubicación – Parla, Madrid Situado en una zona residencial consolidada de Parla, este chalet ofrece un entorno tranquilo con todos los servicios esenciales a pocos minutos: colegios, supermercados, transporte público y zonas verdes. Una localización estratégica para quienes buscan calidad de vida, buenas comunicaciones y todas las comodidades a su alcance.",True,good,False,1736.0,True,True,False,False,[],False,False,578000.0,€,True,True,chalet,terracedHouse,"Las Américas, Parla",Chalet adosado en calle Honduras,Destacado,,,Las Américas,,,,,,,
108322539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/02/d8/1358421043.webp,CLK00/4990,26,460000.0,flat,sale,70.0,3,1,calle de Emilio Gastesi Fernández,Madrid,Madrid,es,40.4362509,-3.6448115,False,https://www.idealista.com/inmueble/108322539/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Quintana, en Madrid. La vivienda está ubicada en la 4 planta exterior con ascensor. Dispone de una superficie total de 70 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada y aire acondicionado. Situado en el barrio de Quintana, en la Calle Emilio Gastesi Fernandez, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Deportivo La Concepción, el Centro Comercial Alcalá Norte y del Parque El Calero. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Pueblo Nuevo (L5 y L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,6571.0,True,False,False,False,[],False,False,460000.0,€,,,flat,,"Quintana, Madrid",Piso en calle de Emilio Gastesi Fernández,Destacado,4,True,Ciudad Lineal,Quintana,True,,,,,
108819586,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/4f/d3/1359596347.webp,CLK00/5016,23,445000.0,flat,sale,39.0,1,1,calle de Méjico,Madrid,Madrid,es,40.4355647,-3.6727699,False,https://www.idealista.com/inmueble/108819586/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Guindalera, en Madrid. La vivienda está ubicada en la 3 planta exterior con ascensor. Dispone de una superficie total de 39 m², distribuidos en salón y comedor, cocina abierta equipada, 1 dormitorio y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Guindalera, en la Calle Mejico, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital de La Princesa y el Intercambiador de Avenida América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Diego de León (L4, 5 y 6). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,11410.0,True,False,False,False,[],False,False,445000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Méjico,Destacado,3,True,Barrio de Salamanca,Guindalera,True,,,,,
107762901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/9a/ef/1323061227.webp,BFCA-V211,42,1890000.0,penthouse,sale,200.0,3,2,"paseo de la Dirección, 161",Madrid,Madrid,es,40.4679358,-3.7086742,True,https://www.idealista.com/inmueble/107762901/,"Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables. CONTACTAR CON LA EXTENSIÓN Nº 4 Bafre Inmobiliaria presenta el mejor Ático de Madrid ¡ Complejo Skyline!  Construcción de obra nueva, único en la ciudad.  Con una ubicación excelente. Frente al inmenso parque con más de 18 hectáreas Agustín Rodríguez Sahagún,  a tan sólo 4 minutos de Plaza de Castilla - Torres Kio, 6 minutos a complejo 4 Torres, 10 minutos a ciudad financiera de Azca, 8 minutos campo de golf de Puerta de Hierro, 10 minutos campo de golf RFGE.  Y perfectamente comunicado: 16 minutos al Aeropuerto, 4 minutos estación de tren de Chamartín y salida a carretera M-30 que bordea toda la ciudad, en definitiva, en sólo unos minutos tenemos la posibilidad de estar viajando, como de disfrutar tanto de un partido de golf, footing, pádel, tenis, gimnasio, relajarnos en la sauna o disfrutar de un agradable baño en una de las piscinas del complejo, después de un largo y duro día de trabajo. Esta urbanización de lujo se compone de 2 torres gemelas de 100mt de altura, cada una con recepción y seguridad 24h, espacio coworking, sala gastroteca para reuniones informales, gimnasio, sauna, 8 ascensores, huerto urbano, piscina en planta ático con vistas panorámicas y piscina en planta baja rodeada de césped natural. Esta vivienda es un alojamiento exclusivo y especial, ya que reune características únicas en Madrid.  Tendrás la oportunidad de vivir en un rascacielos, estar situado en una planta 24 con 2 terrazas a 100 mt de altura y con todos los lujos de una obra nueva a estrenar con excelentes materiales Este Ático se compone de un hall de entrada desde el cual acceder a un amplio salón comedor con cocina incorporada y salida a una de las terrazas con vistas 180 grados hacia el sur de Madrid.  En la zona de descanso nos encontramos con 3 dormitorios con armarios empotrados. El dormitorio principal tiene salida a la segunda terraza, regalandote la mejor panorámica del skyline de Madrid.  2 cuartos de baños ( 1 en suite en dormitorio principal ) con muebles elevados, lavabos de doble seno y alicatado de marmol.  Con la vivienda se incluyen 2 plazas de garaje y 1 trastero Aire acondicionado por conductos, calefacción mediante suelo radiante, puertas lisas lacadas en blanco y carpintería exterior con cristales con tratamiento uv.  No pierdas la oportunidad de visitar esta joya única en Madrid.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.)  CONTACTAR CON LA EXTENSION 4.  OFICINA BAFRE CASTELLANA.",False,good,False,9450.0,True,True,False,False,[],False,False,1890000.0,€,True,True,flat,penthouse,"Valdeacederas, Madrid","Ático en paseo de la Dirección, 161",Destacado,24,True,Tetuán,Valdeacederas,True,,,,,
108643588,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/4e/17/1358425305.webp,CLK00/5021,26,550000.0,flat,sale,65.0,3,1,calle de Sancho Dávila,Madrid,Madrid,es,40.4291316,-3.6614821,False,https://www.idealista.com/inmueble/108643588/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Fuente del Berro, en Madrid. La vivienda está ubicada en la 1 planta patio de manzana con ascensor. Dispone de una superficie total de 65 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y portero. Situado en el barrio de Fuente del Berro, en la Calle Sancho Dávila, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como la Plaza de Toros de Las Ventas, el Movistar Arena, El Corte Inglés Goya y del Parque de la Quinta de la Fuente del Berro. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Ventas (L2 y L5). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8462.0,True,False,False,False,[],False,False,550000.0,€,,,flat,,"Fuente del Berro, Madrid",Piso en calle de Sancho Dávila,Destacado,1,True,Barrio de Salamanca,Fuente del Berro,True,,,,,
108815541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/54/79/1355944777.webp,CLK00/5089,21,440000.0,flat,sale,88.0,3,2,calle Conjunto de Avenidas,Madrid,Alcobendas,es,40.5627411,-3.6670004,False,https://www.idealista.com/inmueble/108815541/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Ensanche, en Alcobendas. La vivienda está ubicada en la 5 planta exterior con ascensor. Dispone de una superficie total de 88 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Ensanche, en la Calle Conjunto de Avenidas, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial La Viña, El Museo Nacional de Ciencias y Tecnología y la estación de cercanías Alcobendas - San Sebastián de los Reyes (C4a). A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y la estación de metro Manuel de Falla (L10). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,5000.0,True,False,False,False,[],False,False,440000.0,€,,,flat,,"Norte, Alcobendas",Piso en calle Conjunto de Avenidas,Destacado,5,True,Norte,,True,,,,,
108586153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/84/b3/1349211435.webp,3248-24874,102,890000.0,chalet,sale,369.0,5,6,calle de las Torres de Serrano,Madrid,Colmenar Viejo,es,40.6716824,-3.7736912,False,https://www.idealista.com/inmueble/108586153/,"Chalet independiente en esquina con ascensor en Los Arcos – El Vivero, en Colmenar Viejo (Madrid). PARA CONCERTAR VISITAS: Por favor contactar mediante mensaje facilitando teléfono y correo electrónico. Magnífica casa unifamiliar de tres plantas con ascensor y 369 m2 construidos, ubicada en una parcela en esquina de casi 800 m2 en la Colina de las Torres, zona de Los Arcos – El Vivero de Colmenar Viejo. Esta propiedad, diseñada con muy buenas calidades para ofrecer el máximo confort y accesibilidad, cuenta con un ascensor que conecta las tres plantas, facilitando la vida diaria. Es muy luminosa y con ventanas en todas las estancias, por lo que es muy agradable vivir sus espacios. El suelo de la planta principal está a estrenar y la vivienda se encuentra recién pintada. DISTRIBUCIÓN: Planta principal: Encontramos un amplio salón-comedor y la espaciosa cocina de 22 m2 con salida directa a un porche, perfecto para disfrutar de veladas al aire libre y acceder al jardín. Además disponemos de dos dormitorios con baño en suite, una salita o despacho, el aseo de cortesía y un cuarto de lavandería y plancha. Planta Primera: Actualmente hay dos dormitorios y dos estancias más a modo de despacho, junto con dos baños completos, además de acceso a la terraza superior de 22 m2 con orientación sur, un espacio privado para relajarse y disfrutar de las vistas despejadas. Planta semisótano: Esta planta funcional incluye una despensa y un trastero para almacenamiento adicional, un cuarto de caldera, un dormitorio con baño en suite ideal para invitados o personal de servicio, y un garaje de 37 m². Las calidades son elevadas y, por ejemplo, contamos con suelos tarima, ventanas con doble acristalamiento y persianas eléctricas, instalación de domótica y aire acondicionado por splits en todos los dormitorios y despachos de las plantas principal y primera así como en la cocina. El jardín rodea toda la casa y cuenta con un pequeño estanque. Para tener mayor privacidad, un seto delimita todo el perímetro de la parcela. La calefacción y el ACS son mediante caldera de gas estanca y, además, la vivienda cuenta con placas solares térmicas como complemento a la generación de ACS. Con acceso desde el jardín, la vivienda dispone de un cuarto de calderas independiente, donde encontramos las instalaciones de las placas solares, bombas de riego, etc. La vivienda está ubicada en una zona residencial y tranquila y podemos disfrutar de la gran piscina en el club social que se encuentra en la misma calle a dos minutos caminando. Asimismo está muy bien comunicada con los principales servicios del municipio, encontrando en las cercanías comercio, restauración, colegios, farmacia, etc. En definitiva, todo lo necesario para hacer una vida familiar y tranquila. Sin embargo, si deseamos desplazarnos, hay salida directa tanto a la M-607 como a la M-609 muy cerca. Sin honorarios al comprador. En el caso de haber dos o más clientes interesados, se tendrá en cuenta la oferta más alta y condicionada a la elección y aceptación de la propiedad, incluso si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. Este anuncio no es vinculante. Se muestra a título informativo y no contractual. En el precio de venta al público no se incluyen los gastos de adquisición (notaría, registro, impuestos, etc.).",True,good,False,2412.0,True,True,False,False,[],False,False,890000.0,€,True,True,chalet,independantHouse,"Los Arcos - El Vivero, Colmenar Viejo",Casa independiente en calle de las Torres de Serrano,Destacado,,,Los Arcos - El Vivero,,,,,,,
108855079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/2a/2e/1357093156.webp,CLK00/5019,26,325000.0,flat,sale,75.0,3,1,calle de los Urquiza,Madrid,Madrid,es,40.4353431,-3.64615,False,https://www.idealista.com/inmueble/108855079/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Pueblo Nuevo, en Madrid. La vivienda está ubicada en la 4 planta interior con ascensor. Dispone de una superficie total de 75 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Pueblo Nuevo, en la Calle de los Urquiza, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como parques, hospitales y la estación de metro Quintana (L5). A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios y paradas de autobús. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,4333.0,True,False,False,False,[],False,False,325000.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de los Urquiza,Destacado,4,False,Ciudad Lineal,Pueblo Nuevo,True,,,,,
109126587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/cb/12/1365120029.webp,BFCA-V345,17,419000.0,flat,sale,90.0,1,1,calle de las Islas Gilbert,Madrid,Madrid,es,40.461066,-3.710784,False,https://www.idealista.com/inmueble/109126587/,"CONTACTAR CON EXTENSIÓN Nº4 Exclusiva residencia en Calle de las Islas Gilbert, Tetuán – Zona Berruguete Descubre esta magnífica vivienda de 90 m², situada en la segunda planta de un edificio en pleno distrito de Tetuán, zona Berruguete. Se trata de una ubicación privilegiada, con excelente conexión a transporte público, comercios, restaurantes y todos los servicios esenciales. Además, su cercanía a la Universidad Complutense de Madrid y a la Universidad Politécnica de Madrid la convierte en una opción ideal tanto para familias como para quienes buscan una inversión atractiva destinada a estudiantes o profesionales vinculados al ámbito universitario. Lo más destacado de esta propiedad es su amplitud y la facilidad para redistribuir los espacios, lo que permite adaptarla a las necesidades de cada familia y transformarla cómodamente en 2 o incluso 3 habitaciones. Distribución actual: - Amplio y luminoso salón de grandes dimensiones - Cocina independiente - Un dormitorio muy espacioso, con armarios empotrados y gran luminosidad - Un baño completo Características destacadas: ✔ Vivienda de 90 m² con múltiples posibilidades de redistribución ✔ Luz natural en todas las estancias ✔ Calefacción individual ✔ Puerta blindada para mayor seguridad ✔ Ubicación privilegiada (ventanas de cocina y salón orientadas a Ofelia Nieto) Entorno y conexiones: - Metro Francos Rodríguez (L7) a solo 3 minutos caminando - Perfectamente comunicada, a solo 15 minutos en transporte público de la Universidad Complutense, lo que la convierte en una excelente opción para estudiantes y profesionales - Excelente comunicación con la M-30 y principales vías (Ofelia Nieto y Francos Rodríguez) - A menos de 10 minutos a pie del Parque Dehesa de la Villa, un oasis verde ideal para pasear y hacer deporte - Rodeado de supermercados, farmacias, gimnasios, restaurantes y todo tipo de servicios > 西亚房产为您服务‼️ 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现✔ 添加我们微信号: Bafre2004 关注更多房源  ¿NECESITA HIPOTECA? No dude en contactar con nosotros:  ¿VENDE SU INMUEBLE?  Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de veinte años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,4656.0,True,True,False,False,[],False,False,419000.0,€,,,flat,,"Berruguete, Madrid",Piso en calle de las Islas Gilbert,Destacado,2,True,Tetuán,Berruguete,False,,,,,
106221123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/2b/84/1276323802.webp,3248-24178,56,250000.0,flat,sale,106.0,3,1,avenida Felipe II,Madrid,El Escorial,es,40.58687,-4.1289709,False,https://www.idealista.com/inmueble/106221123/,"¡Oportunidad única en la prestigiosa urbanización de Los Escoriales! Este piso de 106 m² construidos según catastro, ubicado en una primera planta con orientación noroeste, ofrece unas vistas impresionantes al monte Abantos. Ideal para quienes buscan personalizar su hogar, ya que se encuentra para reforma. Originalmente diseñado con dos dormitorios y dos baños, actualmente dispone de tres dormitorios y un baño, ofreciendo versatilidad para adaptarse a tus necesidades. Disfruta de la comodidad de la calefacción y agua caliente por Gas Natural. La propiedad cuenta con una terraza ideal para disfrutar del aire libre, además de armarios empotrados y un trastero para maximizar el espacio de almacenamiento. La ubicación es inmejorable, con autobuses directos a Madrid y San Lorenzo en la puerta, y la estación de tren a solo diez minutos a pie. Además, tendrás un supermercado y un centro de salud a cinco minutos de distancia. El edificio dispone de dos ascensores y ofrece el lujo adicional de una plaza de garaje doble incluida en el precio, así como de las mejores zonas comunes, de toda la zona, como son la piscina y jardín para disfrutar del ocio sin salir de casa. ¡No dejes pasar esta oportunidad!",False,renew,False,2358.0,True,False,False,False,[],False,False,250000.0,€,True,True,flat,,"Centro, El Escorial",Piso en avenida Felipe II,Destacado,1,True,Centro,,True,,,,,
108877670,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/a9/8c/1358425938.webp,CLK00/5018,26,770000.0,flat,sale,83.0,2,2,calle de Maudes,Madrid,Madrid,es,40.4475446,-3.7029319,False,https://www.idealista.com/inmueble/108877670/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Nuevos Ministerios-Ríos Rosas, en Madrid. La vivienda está ubicada en la 4 planta patio interior con ascensor. Dispone de una superficie total de 83 m², distribuidos en salón y comedor, cocina abierta, 2 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Nuevos Ministerios-Ríos Rosas, en la Calle Maudes, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Museo Nacional de Ciencias Naturales y la estación de metro Cuatro Caminos (L1, 2 y 6) y el parque Canal Isabel II. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús, a las estaciones de metro Ríos Rosas (L1) y Nuevos Ministerios (L6, 8 y 10 y C1-4, 7 y 10). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,9277.0,True,False,False,False,[],False,False,770000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Maudes,Destacado,4,False,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,,,
108623770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/b5/27/1365858785.webp,CLK00/4994,21,550000.0,flat,sale,66.0,2,2,calle del General Zabala,Madrid,Madrid,es,40.4421644,-3.6763188,False,https://www.idealista.com/inmueble/108623770/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Prosperidad, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 66 m², distribuidos en salón y comedor, cocina abierta equipada, 2 dormitorios y 2 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Prosperidad, en la Calle General Zabala, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Auditorio Nacional de Música, el Parque de berlín y del Intercambiador de Avenida de América. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Prosperidad (L4) y Cruz del Rayo (L9). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8333.0,True,False,False,False,[],False,False,550000.0,€,,,flat,,"Prosperidad, Madrid",Piso en calle del General Zabala,Destacado,1,True,Chamartín,Prosperidad,True,,,,,
108691551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/b3/7c/1352474564.webp,CLK00/5076,26,865000.0,flat,sale,108.0,3,2,calle del General Ramírez de Madrid,Madrid,Madrid,es,40.4559377,-3.6992918,False,https://www.idealista.com/inmueble/108691551/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Exclusivo piso situado en el barrio de Cuatro Caminos, en Madrid. La vivienda está ubicada en la 2 planta exterior con ascensor. Dispone de una superficie total de 108 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y parking. Situado en el barrio de Cuatro Caminos, en la Calle General Ramirez de Madrid, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Estadio Santiago Bernabéu, el Mercado de Maravillas y de El Corte Inglés Castellana. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Estrecho (L1). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,8009.0,True,False,False,False,[],False,False,865000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso en calle del General Ramírez de Madrid,Destacado,2,True,Tetuán,Cuatro Caminos,True,,,,,
