propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,neighborhood,floor,exterior,hasLift
108795865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/c2/93/1355373219.webp,RP2702025139974,30,560000.0,chalet,sale,436.0,6,4,Morata de Tajuña,Madrid,Morata de Tajuña,es,40.2310227,-3.4450246,False,https://www.idealista.com/inmueble/108795865/,"Descubre esta exclusiva villa rodeada de tranquilidad, naturaleza y espacio. Ubicada en una espectacular finca de 4.739 m², esta propiedad combina amplitud, encanto rústico y funcionalidad moderna, convirtiéndola en el refugio perfecto para disfrutar en familia o con amigos. La vivienda principal, de 436 m² construidos en tres plantas, está cuidadosamente distribuida para ofrecer confort, luz natural y conexión con el entorno Planta baja: Un elegante distribuidor con armario empotrado da paso a un salón-comedor amplio y luminoso, perfecto para reuniones familiares. La cocina independiente se conecta con un merendero techado que incluye barbacoa y horno de obra, ideal para disfrutar del aire libre durante todo el año. También cuenta con un baño con ducha y un dormitorio con armario empotrado.  Primera planta: 5 dormitorios, todos con armarios empotrados y acceso a terraza, y 3 baños completos, uno de ellos en suite. Espacios generosos y confortables. Planta sótano: Gran garaje interior con aseo, vinoteca, despensa y acogedora sala de recreo que ofrece múltiples posibilidades: cine, gimnasio, sala de juegos… En el exterior, la finca cuenta con un cuidado jardín, una piscina privada, olivar, y dos garajes (uno interior y otro exterior techado con capacidad para 2 vehículos). Detalles que marcan la diferencia: Ventanas climalit con rejas en planta baja Suelo cerámico en zonas comunes y parqué en zona de descanso Calefacción y agua caliente por caldera de gasoil Un hogar con historia y alma, listo para ser vivido y disfrutado. La localidad cuenta con Centro Médico, Centro Cultural con biblioteca, Escuela de Música, Polideportivo municipal, campo de futbol y colegio público de educación infantil, primaria, secundaria y bachillerato. Comunicación por carretera en M302 y M313. Transporte público con autobús interurbano L 337 con comunicación directa Valdelaguna/Madrid (Pavones), 336 línea directa Morata/Madrid y 330 línea Morata/Rivas con parada en Arganda del Rey. Ponemos a su disposición nuestro departamento financiero DCREDIT que conseguirá las mejores condiciones en su hipoteca. El precio no incluye el Impuesto de Transmisiones Patrimoniales (máx. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% (mín. 4.000€) más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales en su caso.",True,good,False,1284.0,False,False,False,False,[],False,False,560000.0,€,True,True,chalet,independantHouse,Morata de Tajuña,Casa independiente,Destacado,,,,,
108859880,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/87/a3/1357232891.webp,MAD-719,1,115000.0,flat,sale,67.0,3,1,calle Fernán González,Madrid,Alcalá de Henares,es,40.4735643,-3.3767469,False,https://www.idealista.com/inmueble/108859880/,"REF. MAD-719 **CESIÓN REMATE, FORMA PAGO CONTADO, SIN FINANCIACIÓN** Esta compra requiere una serie de requisitos detallados a continuación: 1º. - NO permite hipoteca. 2º. - Esta propiedad NO se puede ver ni visitar interiormente. 3º. - NO disponemos de fotos del interior del inmueble. 4ª- NO tenemos información sobre el estado de ocupación del inmueble. La adquisición de la propiedad se realizará EXCLUSIVAMENTE en el marco del proceso de CESIÓN DE REMATE. Al no tratarse de una compraventa directa, el importe publicado ha de ser considerado como una orientación al precio por el cual puede adjudicarse. En Akris os ayudamos a cumplir vuestros Sueños Inmobiliarios. Encuentre mas inmuebles en.",False,good,False,1716.0,False,False,False,False,[],False,False,115000.0,€,,,flat,,"Reyes Católicos, Alcalá de Henares",Piso en calle Fernán González,Destacado,Reyes Católicos,,3,True,False
108448321,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/78/77/1345189397.webp,RP3212025138693,36,485000.0,chalet,sale,240.0,3,3,Ensanche,Madrid,Alcalá de Henares,es,40.4986105,-3.3621435,False,https://www.idealista.com/inmueble/108448321/,"Redpiso ofrece chalet pareado con 240 m² construidos, distribuidos en 4 plantas. En la planta baja, accedemos a través de un bonito patio frontal y luego un vestíbulo desde el cual se accede a un aseo de gran tamaño con armarios y a su lado una despensa, entramos a su cocina amplia e independiente y luego a su gran salón comedor que da acceso a una terraza trasera con su acogedor patio. En la primera planta, se ubica un baño completo con bañera, 3 dormitorios dobles con armarios empotrados, uno de ellos con baño en suite. En la planta superior se sitúa la buhardilla, ofrece un espacio versátil para adaptarlo a las necesidades familiares. Por último el semisótano de la vivienda el cual cuenta con espacio para 2 plazas de garaje y una habitación de la colada. Se encuentra muy bien ubicada, con todos servicios, como centros de salud, colegios, institutos y comercios cercanos, así como una estación de tren a solo 5 minutos y paradas de líneas urbanas e interurbanas cercanas.",False,good,False,2021.0,False,False,False,False,[],False,False,485000.0,€,True,True,chalet,semidetachedHouse,"Ensanche, Alcalá de Henares",Chalet pareado,Destacado,Ensanche,,,,
108734679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/50/47/1353586224.webp,RP2702025139890,30,185000.0,chalet,sale,147.0,4,1,Morata de Tajuña,Madrid,Morata de Tajuña,es,40.2328035,-3.4348905,False,https://www.idealista.com/inmueble/108734679/,"Descubre esta acogedora casa de pueblo con alma, ubicada en una tranquila calle de Morata de Tajuña. Con 147 m² construidos distribuidos en dos plantas y un encantador patio interior, esta vivienda ofrece el lienzo perfecto para crear el hogar de tus sueños. En la planta baja, encontrarás un amplio salón, una cocina con luz natural, un baño completo con bañera y un dormitorio ideal para invitados o como despacho. En la planta superior, se ubican tres dormitorios luminosos, con prácticos armarios empotrados en el pasillo. Los detalles originales como las ventanas de madera con persianas y rejas, el suelo de terrazo y la estufa de gasoil, aportan carácter y un aire tradicional que invita a conservar su esencia. Además, dispone de agua caliente por gas butano y antena propia. Una propiedad para reformar a tu gusto, perfecta para quienes buscan un refugio con personalidad, donde cada rincón cuente una historia. ¡Ven a conocerla y enamórate de su potencial! La localidad cuenta con Centro Médico, Polideportivo municipal, campo de futbol y colegio público de educación infantil, primaria, secundaria y bachillerato. Comunicación por carretera en M302 y M313. Transporte público con autobús interurbano línea 337 con comunicación directa desde Valdelaguna/Madrid (Conde de Casal/Pavones), 336 línea directa Morata/Madrid y 330 línea Morata/Rivas con parada en Arganda del Rey. Ponemos a su disposición nuestro departamento financiero DCREDIT para conseguir las mejores condiciones en su hipoteca. El precio no incluye el Impuesto de Transmisiones Patrimoniales (máx. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% (mín. 4.000€) más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales en su caso. El precio no incluye el Impuesto de Transmisiones Patrimoniales (máx. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% (mín. 4.000€) más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales en su caso.",True,renew,False,1259.0,False,False,False,False,[],False,False,185000.0,€,,,chalet,terracedHouse,Morata de Tajuña,Chalet adosado,Destacado,,,,,
109153187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/c9/f5/1365858414.webp,RP842025141234,17,210000.0,flat,sale,86.0,3,1,La Serna,Madrid,Fuenlabrada,es,40.2934996,-3.7991828,False,https://www.idealista.com/inmueble/109153187/,"¡Oportunidad en Fuenlabrada – Las Provincias! Desde Redpiso Fuenlabrada Las Provincias te presentamos esta estupenda vivienda de 86 m² construidos y 69 m² útiles, ideal para familias o como inversión. La vivienda cuenta con 3 amplias habitaciones, un baño, salón independiente con salida a una acogedora terraza, y una cocina reformada y amueblada, lista para entrar a vivir. Además, dispone de ascensor en la finca y trastero, lo que añade comodidad y espacio de almacenamiento adicional. Destaca su suelo de tarima en salón y habitaciones, lo que aporta calidez y confort a los espacios. La distribución es funcional y muy luminosa, gracias a su buena orientación. Ubicada en una zona consolidada, con todos los servicios a mano: colegios, supermercados, zonas verdes, transporte público y fácil acceso a principales vías. ¡No dejes pasar esta oportunidad! Contacta con nosotros para más información o para concertar una visita.",False,good,False,2442.0,False,False,False,False,[],False,False,210000.0,€,,,flat,,"La Serna, Fuenlabrada",Piso,Destacado,La Serna,,4,True,True
107966019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/88/6b/1329695881.webp,RP1572025136741,23,229000.0,duplex,sale,102.0,2,2,Camarma de Esteruelas,Madrid,Camarma de Esteruelas,es,40.5462777,-3.3790083,False,https://www.idealista.com/inmueble/107966019/,"¡ destacado! se vende espectacular duplex en camarma de esteruelas- madrid. Vivienda seminueva, muy amplia, cuenta con todas las calidades y se distribuye en: 104m², 95m², hall amplio de entrada, cocina amueblada, equipada, salón luminoso, ideal para pasar el tiempo en familia, aire acondicionado; 1 baño con bañera, 1 aseo completo, 2 dormitorios con armarios empotrados; incluye plaza de garaje. Si busca una vivienda moderna con todas las comodidades contacte con nosotros para agendar su visita. ¡asesoramiento gratuito con nuestro departamento financiero dcredit!",True,good,False,2245.0,False,False,False,False,[],False,False,229000.0,€,True,True,flat,duplex,Camarma de Esteruelas,Dúplex,Destacado,,,1,True,False
106982554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/8c/f3/1299459272.webp,,28,360000.0,flat,sale,75.0,3,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4070973,-3.7031264,False,https://www.idealista.com/inmueble/106982554/,"Urban Magerit comercializa esta vivienda de 75 m² ubicada en la vibrante zona de Lavapiés. ¡Vivienda con gran potencial en el centro de Madrid ¡Cuenta con 2 balconadas exteriores que aportan gran luminosidad y encanto a cada rincón! Dispone de salón, tres dormitorios amplísimos, espaciosa cocina con una terraza de uso privativo y baño. La vivienda es de techos altos. Ubicada en pleno centro de Lavapiés, en una zona llena de vida, cultura y excelentes conexiones de transporte. Ideal para inversores o particulares que deseen personalizar un espacio único en uno de los barrios más vibrantes de Madrid. A pocos pasos del Rastro, a 300 metros de la estación de metro y cercanías Embajadores y 5 minutos en coche de la estación de tren de Atocha, lo que facilita el acceso a varias opciones de transporte y servicios. La vivienda esta para reformar con grandes posibilidades gracias a su amplia distribución. No cobramos honorarios al comprador.",False,renew,False,4800.0,False,False,False,False,[],False,False,360000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso,Destacado,Centro,Lavapiés-Embajadores,1,True,True
108384161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/ed/a4/1342504618.webp,RP3212025138509,31,465000.0,chalet,sale,250.0,3,2,Ensanche,Madrid,Alcalá de Henares,es,40.4973406,-3.3735215,False,https://www.idealista.com/inmueble/108384161/,"Redpiso ofrece un magnífico chalet pareado ubicado en Ensanche con 250 m² construidos, distribuidos en 4 plantas, siendo una vivienda para uso y disfrute familiar. En la planta baja, accedemos a través de un bonito patio frontal con porche y luego un vestíbulo desde el cual se accede a su gran salón comedor con chimenea, un aseo y su cocina equipada e independiente que da acceso a una terraza aclimatada. En la primera planta, se ubica un baño completo con bañera, 3 dormitorios dobles con armarios empotrados, uno de ellos con baño en suite y vestidor. En la planta superior se sitúa la buhardilla, ofrece un espacio versátil para adaptarlo a las necesidades familiares. Por último el semisótano de la vivienda el cual cuenta con espacio para 1 plaza de garaje y una habitación de estar. Se encuentra en una urbanización con piscina comunitaria y parque infantil para su disfrute.",False,good,False,1860.0,False,False,False,False,[],False,False,465000.0,€,True,True,chalet,semidetachedHouse,"Ensanche, Alcalá de Henares",Chalet pareado,Destacado,Ensanche,,,,
108950943,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/63/e7/1359864242.webp,,10,450000.0,chalet,sale,343.0,9,6,calle de la Floresta,Madrid,Torrelaguna,es,40.8256908,-3.5364095,False,https://www.idealista.com/inmueble/108950943/,"Agencia inmobiliaria TECNOCASA VENDE: edificio completo con excelente ubicación, ideal para inversores, promotores o familias que deseen una propiedad con múltiples usos y gran rentabilidad. El edificio dispone de la división horizontal y cuenta con 4 viviendas y 2 locales acondicionados para hacer uso como viviendas. Los bajos (locales) cuentan con dos habitaciones, salón, cocina y baño. Los primeros cuentan con un patio compartido, uno de ellos tiene dos habitaciones, salón, cocina y baño y el otro tiene una habitación, salón, cocina y baño. Los segundos también cuentan con un patio compartido, uno de ellos tiene dos habitaciones, salón, cocina y baño y el otro tiene una habitación, salón, cocina y baño. Las zonas comunes están muy bien conservadas y esta situado en una zona céntrica y tranquila, con fácil acceso a comercios, colegios, transporte público y todos los servicios necesarios. OPORTUNIDAD! Si buscas un edificio de altas calidades y mil posibilidades en una de las mejores zonas del Torrelaguna, no dejes de pasar el momento, VEN A VERLO! INFÓRMATE SIN NINGÚN TIPO DE COMPROMISO EN NUESTRA OFICINA, LLÁMANOS AL TELÉFONO QUE APARECE EN EL ANUNCIO.",False,renew,False,1312.0,False,False,False,False,[],False,False,450000.0,€,,,chalet,semidetachedHouse,Torrelaguna,Chalet pareado en calle de la Floresta,Destacado,,,,,
108261556,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/cb/c3/1338826231.webp,RP1412025137847,19,284900.0,flat,sale,119.0,3,2,San José - Buenos Aires,Madrid,Pinto,es,40.239159,-3.6978627,False,https://www.idealista.com/inmueble/108261556/,"¡Oportunidad en Pinto! REDPISO PINTO VENDE Amplia vivienda de 3 dormitorios con ascensor y trastero. Te presentamos este estupendo piso de 104 m² construidos, situado en una zona tranquila y bien comunicada de Pinto. La vivienda, ubicada en un edificio con ascensor del año 1990, ofrece una distribución cómoda y funcional, ideal para familias o como inversión. Cuenta con tres amplios dormitorios, dos cuartos de baño (uno de ellos recientemente reformado con excelentes calidades), una cocina independiente con acceso a un tendedero cerrado, perfecto para zona de lavandería, y un salón luminoso con espacio para zona de comedor. Además, dispone de un trastero incluido en el precio, ideal para almacenamiento adicional. PRECIO: 284.900€ La finca está bien conservada y cuenta con todos los servicios cercanos: colegios, supermercados, transporte público y zonas verdes. Ponemos a su disposición departamento financiero propio DCREDIT, con asesoramientos totalmente gratuitos y así poder conseguir las mejores hipotecas del mercado. Gestoría, departamento jurídico. Tramitamos gestión de herencias. Disponemos de otras viviendas con las mismas características en la zona. Pase a informarse por nuestras. ¡No dejes pasar esta oportunidad y ven a visitarlo!",True,good,False,2394.0,False,False,False,False,[],False,False,284900.0,€,,,flat,,"San José - Buenos Aires, Pinto",Piso,Destacado,San José - Buenos Aires,,3,True,True
108981731,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/5a/c8/1360797916.webp,RP222025140712,24,369000.0,flat,sale,104.0,4,2,Barrio El Carrascal,Madrid,Leganés,es,40.338365,-3.739633,False,https://www.idealista.com/inmueble/108981731/,"¡Oportunidad única en El Carrascal¡ Magnífica vivienda, totalmente reformada, ideal para los que buscan una ubicación privilegiada en Leganés. Con una distribución eficiente, esta propiedad se encuentra ubicada en la primera planta del edificio con ascensor y con acceso a minusválidos, ofreciendo todo lo necesario para disfrutar de una máxima comodidad. ¿Qué ofrece esta vivienda? 4 amplios dormitorios, ahora 3 y un vestidor, 2 baños completos, uno con bañera y otro con plato de ducha. En el dormitorio principal tiene acceso a una pequeña terraza, amplia cocina americana, con gran capacidad de almacenaje y salón comedor muy luminoso. También cuenta con una plaza de garaje en superficie. En definitiva, una vivienda lista para adaptarse a tu estilo de vida o para ofrecerte una excelente rentabilidad. Puedes visitar el inmueble sin ningún tipo de compromiso. Para tu hipoteca asesórate con nuestro departamento financiero y te ofreceremos las mejores condiciones. Puedes disfrutar de las posibilidades que te ofrece nuestro departamento financiero D. Credit a la hora de tramitar tu hipoteca. ¡No lo dudes! llama, o acércate a nuestra oficina, podrás visitar éste u otro de los inmuebles de nuestra cartera. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACION AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACION, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,3548.0,False,False,False,False,[],False,False,369000.0,€,True,True,flat,,"El Carrascal, Leganés",Piso,Destacado,El Carrascal,El Carrascal,1,True,True
108896373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/17/62/1358244063.webp,,22,310890.0,flat,sale,105.0,3,1,Valleaguado - La Cañada,Madrid,Coslada,es,40.4295455,-3.5407471,False,https://www.idealista.com/inmueble/108896373/,"¡Descubre tu nuevo hogar en este espectacular piso exterior! Con una superficie útil de aproximadamente 96 m², este encantador inmueble ofrece un hall de entrada acogedor que te dará la bienvenida cada día. La cocina, funcional y luminosa, un salón comedor de paso, ideal para disfrutar de momentos en familia o con amigos. Desde aquí, accede a una maravillosa terraza donde podrás relajarte y disfrutar de las vistas. Este piso cuenta con tres amplios dormitorios, perfectos para adaptarse a tus necesidades, ya sea como habitaciones para niños, un despacho o un acogedor dormitorio principal. La vivienda, construida en 1979, se encuentra en buen estado y es apta para personas con movilidad reducida, lo que la convierte en una opción accesible para todos. Ubicado en la octava planta, este piso cuenta con ascensor y aire acondicionado en el salón comedor, asegurando tu confort durante los meses más cálidos. Además, su clase energética A garantiza un consumo eficiente y bajo impacto ambiental. No dejes pasar la oportunidad de vivir en un espacio que combina comodidad, funcionalidad y una ubicación privilegiada. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,2961.0,False,False,False,False,[],False,False,310890.0,€,,,flat,,"Valleaguado - La Cañada, Coslada",Piso,Destacado,Valleaguado - La Cañada,,8,True,True
108520135,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/65/e8/1347348687.webp,RP1402025139028,19,690000.0,flat,sale,93.0,3,1,Barrio Ventilla-Almenara,Madrid,Madrid,es,40.4671219,-3.688958,False,https://www.idealista.com/inmueble/108520135/,"Redpiso ofrece a la venta piso en Almenara, a 50 mts de Paseo de la Castellana y del Intercambiador de Plaza de Castilla. Hablamos de una novena planta que consta de 93 m2 distribuidos en: recibidor, 3 dormitorios ( 1 con balcón ), 2 armarios empotrados, baño con plato de ducha, cocina equipada independiente, salón luminoso, suelos parquet, calefacción central, aire acondicionado en uno de los dormitorios. El piso posee trastero y plaza de parking. La ubicación es inmejorable, excelente comunicación por autobús, 3 líneas de metro y estación de tren en Chamartín.",True,good,False,7419.0,False,False,False,False,[],False,False,690000.0,€,True,True,flat,,"Ventilla-Almenara, Madrid",Piso,Destacado,Tetuán,Ventilla-Almenara,6,True,True
108975928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/af/bc/1360608875.webp,RP212025140700,26,429900.0,flat,sale,123.0,4,2,Barrio El Carrascal,Madrid,Leganés,es,40.3359785,-3.7397379,False,https://www.idealista.com/inmueble/108975928/,"Se vende excelente vivienda en el barrio del Carrascal, ubicado en la principal avenida. Dispone de 4 dormitorios, amplio salón con acceso a terraza abierta de 4 metros, 2 baños, de los cuales uno de ellos se encuentra en la suite principal, cuenta con trastero y plaza de garaje. Su ubicación es inmejorable, a 5 minutos andando del C. C Parquesur. Zona consolidada y muy tranquila, rodeado de parques y con todo tipo de servicios. Colegios e institutos cercanos. Renfe estación de Zarzaquemada y junto a parada de línea 12 de Metro Sur (El Carrascal). Puedes visitar el inmueble sin ningún tipo de compromiso. Recuerda que Redpiso te ofrece asesoramiento financiero gratis, ofreciéndote las mejores condiciones para tu hipoteca. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,3495.0,False,False,False,False,[],False,False,429900.0,€,True,True,flat,,"El Carrascal, Leganés",Piso,Destacado,El Carrascal,El Carrascal,3,True,True
108654762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/bb/42/1351215747.webp,BRE0397,19,7900000.0,flat,sale,473.0,3,4,Barrio Castellana,Madrid,Madrid,es,40.4298447,-3.6881302,False,https://www.idealista.com/inmueble/108654762/,"Espectacular piso en venta  de 473 m2, completamente reformado y ubicado en la mejor zona del Barrio de Salamanca, en la milla de Oro, en la segunda planta de un edificio clásico de 1.900, con un bonito portal y con conserje. Accedemos a la vivienda a través de un amplio hall de entrada, que da acceso a la espectacular zona de día con 5 balcones a la calle, compuesta por un gran salón con capacidad para 2 ambientes y un comedor  un comedor. Maravillosa cocina, con isla y luz natural completamente equipada. La zona de descanso cuenta con tres amplios dormitorios con sus cuartos de baño en suite. El dormitorio principal cuenta con un baño-vestidor de gran. Mucha luz y una configuración de espacios perfecta para disfrutar de cada rincón en la privacidad. Completan esta elegante vivienda un amplio zona de estar o TV y un aseo de cortesía. La vivienda ha sido completamente reformada con materiales de alta gama por un reconocido estudio de interioristas. Todo esto, junto a una ubicación inmejorable hacen de ella una vivienda de diseño única.",False,good,False,16702.0,False,False,False,False,[],False,False,7900000.0,€,,,flat,,"Castellana, Madrid",Piso,Destacado,Barrio de Salamanca,Castellana,2,True,False
108731522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/c2/64/1353482164.webp,TUPIS0038,15,195000.0,flat,sale,40.0,2,1,calle de Santa Juliana,Madrid,Madrid,es,40.4536901,-3.7030727,False,https://www.idealista.com/inmueble/108731522/,"Vivienda Actualizada en Tetuán – A escasos pasos de Bravo Murillo. Ubicada en una de las zonas con mejor comunicación de Madrid, a tan solo 50 metros de la calle Bravo Murillo y muy próxima a la Glorieta de Cuatro Caminos, presentamos esta acogedora vivienda totalmente actualizada, ideal tanto como primera residencia como para inversión. El inmueble se encuentra en una planta baja de una finca tranquila con pocos vecinos, lo que garantiza un ambiente silencioso y agradable. La vivienda cuenta con 2 habitaciones, un salón de paso cómodo y luminoso, y una cocina americana que se integra perfectamente en el espacio, ofreciendo funcionalidad y estilo. Entre sus mejoras destacan los suelos de tarima flotante, que aportan calidez y elegancia a cada estancia. La ubicación es inmejorable, con excelente acceso a transporte público, comercios, supermercados, colegios, centros médicos y todo tipo de servicios a escasos minutos caminando. [IW].",False,good,False,4875.0,False,False,False,False,[],False,False,195000.0,€,,,flat,,"Bellas Vistas, Madrid",Piso en calle de Santa Juliana,Destacado,Tetuán,Bellas Vistas,bj,False,False
107719955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/c5/32/1320797754.webp,RP1312025136101,17,176400.0,flat,sale,59.0,3,1,Barrio La Fortuna,Madrid,Leganés,es,40.3553983,-3.7798877,False,https://www.idealista.com/inmueble/107719955/,"Piso en el barrio de la fortuna, leganés. Es una primera planta exterior que consta de salón independiente, cocina, tres dormitorios, baño y patio de uso y disfrute. Está situado en una zona consolidada y rodeada de todo tipo de servicios tales como centro de salud, colegios, supermercados y centro comercial sambil. Cercano a la línea 11 del metro de madrid. Recuerde que nuestro departamento financiero dcredit puede gestionar su hipoteca con las mejores condiciones. Este anuncio no es vinculante, puede contener errores, y está sujeto a posibles modificaciones (comerciales, jurídicas o por expreso deseo de la propiedad). Se muestra a título informativo y no contractual. La información aquí contenida no debe considerarse como oferta de compra o financiación, debiendo para esta finalidad dirigirse a nuestro departamento financiero, nuestro departamento comercial o nuestras oficinas para ofrecerle una información más detallada vinculada con el inmueble.",True,good,False,2990.0,False,False,False,False,[],False,False,176400.0,€,,,flat,,"La Fortuna, Leganés",Piso,Destacado,La Fortuna,La Fortuna,1,True,False
108379999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/e6/b8/1342379031.webp,RP1312025138507,26,579900.0,chalet,sale,234.0,4,3,Barrio La Fortuna,Madrid,Leganés,es,40.355624,-3.7883748,False,https://www.idealista.com/inmueble/108379999/,"Magnífico chalet adosado de cuatro plantas en La Fortuna. En la planta baja encontramos el hall, un amplio salón con salida al patio, la cocina y un baño completo. La primera planta consta de cuatro dormitorios y dos baños (uno de ellos en suite). En la segunda planta se sitúa la buhardilla con salida a una gran terraza. La planta sótano consta de zona de lavado y un garaje con capacidad para cuatro coches. Podemos agregar que este chalet tiene armarios empotrados en todos los dormitorios, sistema de aspiración por conducto y piscina comunitaria a la cual se accede desde el patio. Puede disfrutar de las posibilidades que le ofrece nuestro departamento financiero Dcredit a la hora de tramitar su hipoteca. ¡No lo dude! Llame o acérquese a nuestra oficina para visitar este inmueble. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTÁ SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. LA INFORMACIÓN AQUÍ CONTENIDA NO DEBE CONSIDERARSE COMO OFERTA DE COMPRA O FINANCIACIÓN, DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO DEPARTAMENTO FINANCIERO, NUESTRO COMERCIAL O NUESTRAS OFICINAS PARA OFRECERLE UNA INFORMACIÓN MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,2478.0,False,False,False,False,[],False,False,579900.0,€,True,True,chalet,terracedHouse,"La Fortuna, Leganés",Chalet adosado,Destacado,La Fortuna,La Fortuna,,,
109199192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/96/a3/1367233495.webp,RP1192025141408,1,2099000.0,chalet,sale,566.0,6,4,Las Lomas,Madrid,Boadilla del Monte,es,40.4284844,-3.901667,False,https://www.idealista.com/inmueble/109199192/,"Exclusiva Vivienda en Las Lomas de Boadilla del Monte – Lujo, Espacio y Entorno Natural Ubicada en una de las urbanizaciones más prestigiosas y consolidadas de la zona noroeste de Madrid, esta espectacular propiedad de 576 m² construidos se asienta sobre una parcela de 2.030 m², ofreciendo un entorno de absoluta privacidad, tranquilidad y contacto con la naturaleza. La vivienda destaca por su elegante diseño arquitectónico, amplios espacios interiores, calidades premium y una distribución pensada para el confort de toda la familia. La luminosidad natural inunda cada estancia gracias a sus grandes ventanales y orientación privilegiada. Características destacadas: Vivienda independiente de 576 m² construidos Parcela ajardinada de 2.030 m² con zona de piscina, porche y espacios verdes Estancias amplias y luminosas: salón principal con chimenea, comedor independiente, cocina con office Dormitorios en suite con armarios empotrados y vistas despejadas Zona de servicio y garaje privado Materiales y acabados de alta gama Situada en un entorno único, rodeado de naturaleza, privacidad y exclusividad, Las Lomas de Boadilla del Monte ofrece seguridad 24h, amplias avenidas arboladas, colegios internacionales, centros deportivos y excelente comunicación con Madrid capital. Para más información, no dude en solicitarnos detalles adicionales o más fotografías. Estaremos encantados de atenderle.",False,good,False,3708.0,False,False,False,False,[],False,False,2099000.0,€,True,True,chalet,independantHouse,"Las Lomas, Boadilla del Monte",Casa independiente,Destacado,Las Lomas,,,,
