propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108509529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/63/42/1347028347.webp,5ALQMMADRIDant00030686809FRANCISCOGARCIA,38,184000.0,flat,sale,69.0,3,1,calle Francisco García,Madrid,Madrid,Carabanchel,es,40.3874458,-3.7345164,False,https://www.idealista.com/inmueble/108509529/,"Especial Inversores. Se vende ALQUILADO A TERCEROS renta mercado. No podemos dar acceso a la vivienda para visitarla. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación. Piso en Madrid, perfecto para familias. El inmueble dispone de una superficie de 69 m² construidos distribuidos en 3 habitaciones, salón-comedor, cocina y 1 aseo y 1 balcón. La vivienda es muy luminosa y tiene suelos de parquet que dotan al piso de mayor calidez y confort. Situado en la 4a planta del edificio, sin ascensor. Cuenta con todos los servicios necesarios a su alrededor, como el Central Hospital Gómez Ulla Defense, el Colegio La Milagrosa, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de metro Vista Alegre. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. Fecha de fin de contrato: 07/2029.",False,good,False,2667.0,True,False,False,False,[],False,False,184000.0,€,,,flat,,"Vista Alegre, Madrid",Piso en calle Francisco García,4,True,Vista Alegre,False,,,192500.0,8500.0,4.0
107820517,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/bb/8d/1335975287.webp,1140e502-77e7-4306-a6a2-b94d975ed98d,5,595000.0,flat,sale,80.0,3,1,calle del Príncipe de Vergara,Madrid,Madrid,Chamartín,es,40.4556204,-3.6776386,False,https://www.idealista.com/inmueble/107820517/,"Oportunidad de inversión en Hispano América – Nuda Propiedad con inquilino Se vende nuda propiedad de este piso de 91 m², ubicado en la prestigiosa Calle Príncipe de Vergara, en el distrito de Chamartín. La vivienda cuenta con tres dormitorios y un baño, y ofrece múltiples posibilidades de reforma para revalorizarla en el futuro. A pesar de ser interior, el piso es muy luminoso, ya que se encuentra en una séptima planta y da a un amplio patio de manzana, lo que garantiza luz natural durante gran parte del día. Actualmente, la propiedad está ocupada por un inquilino de 96 años, lo que la convierte en una excelente oportunidad de inversión a medio o largo plazo en una de las zonas más consolidadas y demandadas de Madrid. El barrio de Chamartín destaca por su alta calidad de vida, con una amplia oferta de comercios, colegios, restaurantes y zonas verdes. Además, cuenta con excelentes conexiones de transporte, con varias líneas de metro y autobuses, así como un rápido acceso a las principales arterias de la ciudad. � IMPORTANTE: Por motivos de privacidad, las imágenes del anuncio no corresponden a la vivienda real, sino a un piso de características similares. Si buscas una inversión segura y con gran potencial de revalorización, no dudes en solicitar más información. � Contáctanos para conocer todos los detalles.",False,good,False,7438.0,False,False,False,False,[],False,False,595000.0,€,,,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en calle del Príncipe de Vergara,7,False,Bernabéu-Hispanoamérica,True,,,,,
105221089,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/88/fc/1245589387.webp,3195,8,889000.0,flat,sale,99.0,2,2,Barrio Sol,Madrid,Madrid,Centro,es,40.4189371,-3.7061815,False,https://www.idealista.com/inmueble/105221089/,"Inmueble totalmente reformado y equipado en el centro de Madrid. Este fantástico piso combina una decoración contemporánea con otros elementos más clásicos, con un resultado moderno y elegante. Se distribuye en 2 habitaciones y 2 baños, uno de ellos en suite. Se entrega totalmente amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED. Por su excelente ubicación y su lujoso interior elegantemente decorado, este apartamento es perfecto para quienes desean disfrutar de una de las mejores zonas de Madrid. Dispone de aire acondicionado y calefacción gas natural. IBI: 70€ Comunidad: 436,9€ La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,8980.0,True,False,False,False,[],False,False,889000.0,€,,,flat,,"Sol, Madrid",Piso,1,True,Sol,True,,,,,
107821049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/f8/fd/1335990676.webp,e7a7e140-81bf-4854-bd7b-e21ce597ee89,5,380000.0,flat,sale,68.0,3,1,avenida de la Ciudad de Barcelona,Madrid,Madrid,Retiro,es,40.4040577,-3.681533,False,https://www.idealista.com/inmueble/107821049/,"Oportunidad de inversión en El Retiro – Nuda Propiedad con inquilino Se vende nuda propiedad de este piso de 68 m², ubicado en Avenida de Barcelona, en el distrito de Retiro. La vivienda dispone de tres dormitorios y un baño, y ofrece grandes posibilidades de reforma para aumentar su valor en el futuro. Actualmente, la propiedad está ocupada por un inquilino de 100 años, lo que representa una excelente oportunidad de inversión a medio o largo plazo en una de las zonas más cotizadas de Madrid. El distrito de Retiro es una de las áreas más demandadas de la ciudad, gracias a su proximidad al emblemático Parque del Retiro, su variada oferta de comercios, servicios y transporte público, y su excelente conexión con el centro de Madrid. � IMPORTANTE: Por motivos de privacidad, las imágenes del anuncio no corresponden a la vivienda real, sino a un piso de características similares. Si buscas una inversión segura en una de las mejores ubicaciones de Madrid, contáctanos para más información. � Solicita más detalles sin compromiso. Ubicado en el distrito de Retiro, Pacífico está delimitado por el Paseo de la Reina Cristina, la avenida Ciudad de Barcelona y la calle Doctor Esquerdo, lo que lo coloca en una posición estratégica cerca del centro de Madrid. El barrio es residencial, con una mezcla de edificios de viviendas de diversas épocas, proporcionando un ambiente tranquilo y familiar. La proximidad al Parque del Retiro, uno de los mayores y más emblemáticos parques de Madrid, ofrece a los residentes un amplio espacio para el esparcimiento y actividades al aire libre. Pacífico cuenta con una variedad de servicios locales, incluyendo supermercados, tiendas, colegios, y centros de salud, además de una buena oferta de bares y restaurantes. El barrio está muy bien comunicado por transporte público, con varias estaciones de metro como Pacífico (Líneas 1 y 6) y Menéndez Pelayo (Línea 1), así como numerosas líneas de autobús que conectan con el resto de la ciudad.",False,good,False,5588.0,False,False,False,False,[],False,False,380000.0,€,,,flat,,"Pacífico, Madrid",Piso en avenida de la Ciudad de Barcelona,1,False,Pacífico,True,,,,,
40318259,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/63/c1/277904785.webp,LERIDA,31,665000.0,flat,sale,143.0,2,2,LERIDA,Madrid,Madrid,Tetuán,es,40.4509146,-3.7024807,False,https://www.idealista.com/inmueble/40318259/,"¡Descubre este espectacular estudio tipo loft de 143 m² en una ubicación inmejorable! Situado a solo 5 minutos del metro, este amplio espacio de dos alturas ofrece una distribución única que maximiza la funcionalidad y el confort. Con dos ambientes bien definidos, disfrutarás de la privacidad que necesitas sin renunciar a la amplitud. 2 accesos independientes, por calle y portal. La propiedad cuenta con dos cocinas, perfectas para los amantes de la gastronomía, y dos baños que garantizan comodidad para todos los ocupantes. Los dos salones son ideales para relajarse o recibir visitas, mientras que la zona alta independiente puede convertirse en un acogedor dormitorio o un espacio de trabajo.  Este local, que cuenta con licencia de vivienda, se encuentra en buen estado y ofrece armarios empotrados para un almacenamiento eficiente. La calefacción eléctrica de bomba de frío/calor asegura un ambiente agradable durante todo el año. Además, su orientación este proporciona luminosidad natural en las horas del día.  No dejes pasar la oportunidad de adquirir esta joya en el corazón de la ciudad. Con un IBI de solo 800€, es una inversión inteligente para quienes buscan un hogar versátil y acogedor. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,4650.0,True,False,False,False,[],False,False,665000.0,€,,,flat,,"Cuatro Caminos, Madrid",Piso en Lerida,bj,True,Cuatro Caminos,True,,,675000.0,10000.0,1.0
109002973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/0f/d1/1364993725.webp,RMA-SOLANA,22,399000.0,flat,sale,85.0,3,2,calle de Ezequiel Solana,Madrid,Madrid,Ciudad Lineal,es,40.4285231,-3.6441169,False,https://www.idealista.com/inmueble/109002973/,"RE/MAX ACTION presenta excelente piso RECIÉN REFORMADO: Se vende piso recién reformado de 85 m², totalmente exterior y muy luminoso, con excelentes acabados y listo para entrar a vivir. Incluye electrodomésticos nuevos (nevera, horno, vitrocerámica de 4 fuegos, campana extractora) y ventanas climalit con aislamiento térmico y acústico. La vivienda cuenta con: •3 habitaciones amplias con armarios empotrados. •2 baños completos con plato de ducha. •Terraza acristalada en una de las habitaciones, ideal como zona de descanso. •Cocina con concepto abierto, totalmente equipada y a estrenar. Ubicado en una zona tranquila de Madrid, muy bien comunicada: Líneas 7 y 5 de metro a pocos minutos. Varias líneas de autobús cercanas. A solo 20 minutos en metro de Avenida de América. Perfecto para quienes buscan un piso nuevo, bien comunicado y con todos los servicios cerca. A menos de 10 minutos del Centro Comercial Alcalá Norte y del Centro Deportivo Municipal de Pueblo Nuevo. Además, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Ascao L7 y Pueblo Nuevo L5.",True,good,False,4694.0,True,False,False,False,[],False,False,399000.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Ezequiel Solana,2,True,Pueblo Nuevo,False,,,,,
107652032,https://img4.idealista.com/blur/480_360_mq/180/id.pro.es.image.master/47/7c/05/1322254857.webp,AA00340,50,614000.0,chalet,sale,320.0,4,4,calle Canarias,Madrid,San Agustin de Guadalix,,es,40.6830958,-3.6227278,False,https://www.idealista.com/inmueble/107652032/,"AA00340 AALTO MADRID PROPIEDADES EXCLUSIVAS, vende en San Agustín de Guadalix, este espectacular chalet adosado de 320 metros, jardín privado y con piscina comunitaria. La distribución es muy práctica: PLANTA de ENTRADA: Esta planta es la zona social de la casa, nos recibe un hall de entrada, con aseo de visitas, subimos un pequeño tramo de escalera y nos encontramos con la cocina con office, salón comedor con chimenea, ambas estancias con salida directa al jardín con acceso a la zona comunitaria. PRIMERA PLANTA: 3 dormitorios. El dormitorio principal con el baño en suite y vestidor con armarios empotrados. Los otros dos dormitorios comparten un baño completo. BUHARDILLA: Gran espacio diáfano que se utiliza de sala de juegos y TV. Se puede dividir en dos amplias habitaciones con ventanas en velux. Terraza con unas vistas impresionantes. PLANTA BAJA: Despacho o cuarto de servicio con baño, garaje para 4 coches. La zona común con piscina. La Vivienda está ubicada en un sitio privilegiado con acceso directo al campo y unas vistas espectaculares. Calefacción de gas.  San Agustín de Guadalix está junto a la A1. El municipio que dispone de todos los servicios: Comercios, supermercados, farmacias, Iglesia, centros de salud, colegios públicos, restaurantes, bancos, gimnasios, oficina de correos, veterinarios, peluquerías, etc. Tiene en la salida anterior, el CLUB RACE y en la misma urbanización con campo de Golf, hípica, piscinas, escuela de Tenis y Pádel, restaurante, zona de ocio para niños y adultos. Está a 5 minutos del Colegio privado bilingüe SEK y a 10 minutos en coche el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. San Agustín de Guadalix dispone de transporte urbano con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes en la parada de metro. A 15 minutos, encontramos el Hospital público de la Seguridad Social Infanta Sofía, con todas las especialidades. A 20 minutos en coche del Aeropuerto Internacional Adolfo Suarez.",True,good,False,1919.0,True,False,False,False,[],False,False,614000.0,€,True,True,chalet,terracedHouse,San Agustin de Guadalix,Chalet adosado en calle Canarias,,,,,,,,,
108386750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/79/96/1364619271.webp,294332,17,490000.0,duplex,sale,156.0,3,2,Centro,Madrid,Villaviciosa de Odón,Centro,es,40.3585616,-3.9058294,False,https://www.idealista.com/inmueble/108386750/,"VILLAVICIOSA DE ODÓN. Descubre esta magnífica oportunidad de adquirir un espectacular dúplex situado en una de las zonas más codiciadas de Villaviciosa de Odón. Este hermoso inmueble cuenta con una superficie total de 156 m² distribuidos de manera inteligente y funcional. En la planta principal, te recibirán un luminoso salón comedor que invita a relajarse y disfrutar de momentos inolvidables en familia. La cocina, completamente equipada y moderna, es perfecta para los amantes de la gastronomía. Además, dispone de una terraza con capacidad de almacenaje, donde podrás compartir agradables comidas. En esta planta también un baño de cortesía que añade comodidad y privacidad. Subiendo a la segunda planta de este dúplex, descubrirás tres amplios dormitorios a que se beneficia de luz natural que inunda el todas las estancias. La propiedad incluye calefacción radiante y ventanas deluxe, y un baño completo totalmente reformado. En cuanto a los exteriores, el complejo cuenta con plaza de garaje y trastero. La ubicación de VILLAVICIOSA DE ODÓN no solo es excelente por sus viviendas, sino por la cercanía a supermercados, colegios de renombre y diversas opciones de ocio, desde restaurantes hasta actividades deportivas. En materia de transporte, el acceso a la M-501 garantiza una conexión rápida y eficiente con Madrid y localidades cercanas, además de contar con paradas de autobús que facilitan la movilidad en la zona. No pierdas la oportunidad de vivir en este espléndido dúplex y disfrutar de una calidad de vida inigualable en Villaviciosa de Odón. Honorarios a consultar. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,3141.0,False,False,False,False,[],False,False,490000.0,€,True,True,flat,duplex,"Centro, Villaviciosa de Odón",Dúplex,bj,True,,False,,,,,
107250265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/e1/6c/1307403707.webp,2200/22000810/00000111,24,234000.0,flat,sale,39.0,1,1,"calle Corral de Almaguer, 12",Madrid,Madrid,Villa de Vallecas,es,40.3730359,-3.6076694,True,https://www.idealista.com/inmueble/107250265/,"Vive en el Ensanche de Vallecas a un precio único.   Vivienda de 1 dormitorio y 1 baño, en edificio con urbanización privada, con piscina, zona infantil, servicio de conserjería, videovigilancia y ascensor. Además incluye 1 plazas de garaje y trastero.   La vivienda tiene una distribución con todas las estancias independientes, destacando la zona social, con comunicación directa entre salón y cocina americana, aumentando el espacio a compartir y facilitando las reuniones familiares y con amigos. Suelos de tarima, puertas de roble, amplias ventanas climalit y cocina amueblada. Además cuenta con calefacción y a/a por conductos en toda la vivienda.   Edificio situado en zona consolidada, en un entorno de espaciosas avenidas y zonas verdes, cuenta con todos los servicios tanto de ocio como deportivos y culturales, cercano a CC La Gavia, gimnasios, restaurantes, colegios Stella Maris y Nueva Castilla. Excelente comunicación mediante transporte público, con varias líneas de autobuses cercanas, Metro La Gavia L-1 y directo accesos a M-45.   Vivienda actual en zona moderna con todos los servicios, donde podrás compaginar tu vida diaria y familiar en urbanización pensada para la tranquilidad y vida en comunidad.   Urbanización privada  piscina Zona infantil  plaza de garaje  Trastero  Servicio de conserjería   Sin comisiones de agencia, venta directa de la propiedad.",False,good,False,6000.0,False,False,False,False,[],False,False,234000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle Corral de Almaguer, 12",1,True,Ensanche de Vallecas - La Gavia,True,,,,,
108709245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/c0/83/1352798452.webp,,31,450000.0,flat,sale,114.0,4,2,"ronda de Segovia, 17",Madrid,Madrid,Centro,es,40.4116756,-3.7176007,True,https://www.idealista.com/inmueble/108709245/,"Te presentamos una oportunidad inigualable para vivir o invertir en el verdadero corazón de Madrid, una zona que no para de crecer y embellecerse. Este piso te sitúa a menos de 10 minutos andando del Madrid Río, un pulmón verde que ha transformado la ciudad y se ha convertido en uno de sus puntos neurálgicos más deseados. El interior de la propiedad, aunque actualmente diseñado para maximizar la rentabilidad con alquiler por habitaciones, ofrece una versatilidad excepcional. Imagina las posibilidades: puedes mantener su distribución actual si buscas una inversión de alta rentabilidad, o bien transformarlo con una reforma personalizada para crear tu vivienda ideal, adaptada completamente a tus gustos y necesidades. Pero es la ubicación lo que realmente eleva esta propiedad a otro nivel. Te encontrarás en una zona inmejorable, repleta de espacios verdes y con un ambiente que aúna lo familiar y lo tranquilo con una vibrante oferta de ocio y servicios: •Madrid Río: Un amplio parque ribereño que te invita a disfrutar de extensas zonas verdes, rutas para bici y patinaje, y una deliciosa oferta gastronómica junto al Manzanares. •Puentes emblemáticos: Explora la Pasarela de Arganzuela, el Puente de Segovia y la Puerta de Toledo, escenarios perfectos para paseos con encanto y vistas inolvidables. •Cultura y ocio a tu alcance: Muy cerca del innovador Matadero Madrid y del Parque Enrique Tierno Galván, con su planetario, zonas deportivas y auditorio al aire libre. •Servicios completos: Tendrás todo a mano: colegios, centros de salud, grandes supermercados y de barrio, farmacias, comisaría, y completas zonas deportivas con pistas de pádel y gimnasios. •Movilidad excelente: Disfruta de un rápido acceso a la zona del Metro Puerta de Toledo (Línea 5), paradas de bus (41, 31, 36, 50, 65) y una ágil incorporación a las principales vías como la M40, M30, A2, A5, A42, R3, M500. •Oferta gastronómica viva: Desde bares tradicionales hasta modernos restaurantes y locales con encanto junto al río, perfectos para cualquier momento del día. •Mercado tradicional: Sumérgete en el auténtico ambiente local del Mercado de Santa María de la Cabeza, con más de 50 puestos y un supermercado recién remodelado, listo para tu día a día. No solo estás comprando un piso; estás adquiriendo un estilo de vida en una de las zonas con mayor proyección y encanto de Madrid.",True,good,False,3947.0,True,False,False,False,[],False,False,450000.0,€,,,flat,,"Palacio, Madrid","Piso en ronda de Segovia, 17",ss,False,Palacio,True,,,499900.0,49900.0,10.0
108493683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/ba/2a/1339918941.webp,P3 3ºC,6,241000.0,flat,sale,79.0,2,2,"calle Santón, 12",Madrid,Valdemoro,Centro,es,40.1925613,-3.6773235,True,https://www.idealista.com/obra-nueva/108493683/,"Residencial San Antón. Viviendas de 1, 2 y 3 dormitorios de renta libre, garajes y sala polivalente. 70 % VENDIDO.  Suelo radiante por aerotermia.  Cocinas completamente amuebladas incluidos todos los electrodomésticos.  Con el privilegio de vivir en el centro de Valdemoro.",False,,True,3051.0,True,False,False,False,[],False,False,241000.0,€,True,True,flat,,"Centro, Valdemoro","Piso en calle Santón, 12",3,True,,True,,False,,,
109191717,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/7e/fd/1366992485.webp,HERNANDEZ,19,300000.0,flat,sale,97.0,4,3,Barrio Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,40.3824059,-3.6433569,False,https://www.idealista.com/inmueble/109191717/,"Se vende esta vivienda actualmente alquilada, se puede vender con inquilinos o sin ellos en la zona de Miguel Hernández, se enviara las fotos de la vivienda a los clientes interesados, La vivienda se ubica en una primera planta con ascensor, La finca data de 1985, con la ITE favorable y sin derramas. La vivienda propiamente dicha tiene una superficie registral de 97m2, actualmente está distribuida en dos partes una vivienda de 3 Dormitorios, dos baños con plato de ducha y terraza el Estudio con baño y plato de ducha y terraza. calidades de la vivienda, suelo de tarima, puertas lacadas en blanco, Respecto a la ubicación de esta vivienda, se enmarca en una zona privilegiada, y por tanto provee de todo tipo de servicios: varios supermercados, restauración, bancos, centro de salud y farmacias, etc. La zona, además, goza de varias líneas de autobús en las proximidades. Llámanos para fijar una visita sin compromiso, estaremos encantados de atenderte.",False,good,False,3093.0,True,False,False,False,[],False,False,300000.0,€,,,flat,,"Palomeras sureste, Madrid",Piso,1,True,Palomeras sureste,True,,,,,
107125202,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/87/45/1303751985.webp,CAD4,22,150000.0,studio,sale,22.0,0,1,"calle de Cadarso, 4",Madrid,Madrid,Moncloa,es,40.4217711,-3.7141397,True,https://www.idealista.com/inmueble/107125202/,"Acogedor y reformado piso en el barrio de Argüelles, ideal para quienes buscan un espacio práctico y bien ubicado. Este pequeño piso, recientemente renovado por el estudio de interiorismo Espacio Vivo interiorismo, está diseñado para aprovechar al máximo cada metro cuadrado con un estilo moderno y funcional. Distribución El espacio se distribuye en dos niveles, con la zona de descanso en el nivel superior, equipada con una cama doble, y la zona de estar, cocina y baño en el nivel inferior. Todo en un ambiente cómodo y eficiente. Reformas y detalles Recientemente reformado, este piso cuenta con una cocina nueva equipada con electrodomésticos como una lavadora y vitrocerámica. Además, se ha pintado todo el espacio y se han incorporado detalles como el papel pintado, que aportan un toque moderno y acogedor. Ubicación Situado a tan solo unos pasos de la Plaza de España, este piso se encuentra en una zona tranquila pero con fácil acceso a las principales zonas de ocio, cultura y transporte de la ciudad. El barrio de Argüelles es una de las zonas más cómodas de Madrid, con tiendas, restaurantes y bares a pocos minutos a pie. Además, el Parque del Oeste y el Templo de Debod están muy cerca, perfectos para paseos o actividades al aire libre.  BARRIO  El barrio de Argüelles, una de las zonas más dinámicas y atractivas de Madrid. Con su mezcla perfecta de tradición, modernidad y un ambiente vibrante, este barrio ofrece una gran variedad de opciones para el ocio, la gastronomía y la vida cultural.  El área alrededor de la calle Cadarso 4 es conocida por su tranquilidad y su proximidad a algunos de los principales puntos de interés de la ciudad. Situada cerca del Parque del Oeste y del majestuoso Templo de Debod, esta ubicación brinda un equilibrio ideal entre el bullicio urbano y los espacios verdes. Es un barrio de ambiente residencial, pero con una oferta cultural y gastronómica que atrae tanto a locales como a visitantes.  Restaurantes tradicionales: A pocos pasos se pueden encontrar tabernas y restaurantes que ofrecen cocina española auténtica, como ""Casa Paco"" o ""Taberna El Tempranillo"", donde se pueden degustar deliciosas tapas y platos caseros. Cocina internacional: El barrio también alberga opciones de gastronomía internacional. Desde comida italiana en ""Trattoria Sant'Arcangelo"" hasta sabores asiáticos en ""Sushi Bar Nikkei"". Bares de tapas y vinos: Para los amantes del tapeo, lugares como ""La Musa Latina"" o ""El Barril de Argüelles"" son perfectos para disfrutar de raciones y una buena copa de vino o vermú. Cafeterías y brunch: Si buscas un ambiente más relajado, cafeterías como ""Federal Café"" o ""Toma Café"" ofrecen desayunos deliciosos y espacios acogedores.  Bares y pubs: La zona cuenta con una interesante vida nocturna, con bares como ""La Coquette"" (música en vivo) o ""El Junco"", ideales para disfrutar de una buena velada. Teatros y espectáculos: La cercanía a espacios como el Teatro Luchana o el Teatro del Canal ofrece una gran variedad de opciones culturales, desde obras clásicas hasta espectáculos contemporáneos. Cines y centros culturales: A poca distancia se encuentra el Cine Princesa, conocido por su selección de películas independientes y de autor, así como el Centro Cultural Conde Duque, que ofrece exposiciones, conciertos y actividades culturales. Parque del Oeste: Ideal para pasear, practicar deporte o simplemente relajarse en un entorno verde. Templo de Debod: Un lugar mágico para disfrutar de un atardecer único con vistas a la Casa de Campo y el Palacio Real.",True,good,False,6818.0,True,False,False,False,[],False,False,150000.0,€,,,flat,studio,"Argüelles, Madrid","Estudio en calle de Cadarso, 4",st,False,Argüelles,True,,,,,
108797574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/d9/6a/1355430309.webp,,48,235000.0,flat,sale,94.0,3,2,CL PEÑARROYA,Madrid,Madrid,Puente de Vallecas,es,40.3784938,-3.6705419,False,https://www.idealista.com/inmueble/108797574/,"Vivienda Madrid ofrece estupendo piso de 94 m² ubicado en calle Peñarroya, en una zona tranquila y bien comunicada, rodeada de servicios, comercios y transporte público. La vivienda se distribuye en un salón amplio y luminoso, 3 dormitorios, 1 baño completo, 1 aseo, cocina independiente, además de contar con terraza y trastero, lo que aporta un extra de comodidad y espacio. El piso se encuentra en muy buen estado, listo para entrar a vivir, ideal para familias o como inversión por su excelente distribución y ubicación. Características destacadas: 94 m² construidos Salón amplio y con buena luz natural 3 dormitorios 1 baño completo + 1 aseo Terraza Trastero incluido Ascensor (en entreplanta) Piso listo para entrar a vivir Buena ubicación y entorno con todos los servicios Una oportunidad ideal para quienes buscan una vivienda espaciosa, cómoda y funcional, con todos los elementos necesarios para disfrutar desde el primer día. Ubicado cerca de la Avenida San Diego y la Av Entrevias, las zonas más comerciales y transitadas, cerca de todo tipo de comercios y servicios: supermercados, farmacias, colegios, parques y transporte público. A pocos minutos de la estación de Renfe Asamblea- Entrevias y con fácil acceso a la M-30 y M-40. Además, cuenta con paradas de autobús cercanas, facilitando la movilidad en la ciudad. Contamos con nuestra Financiera la cual realiza asesoramientos financieros GRATUITOS y sin compromiso. En dado caso como comprador si cuentas con ciertos requisitos y la documentación necesaria para la hipoteca, nuestros financieros te ayudan con la operación hipotecaria al 60-100%. ¡No dejes pasar esta oportunidad!",True,good,False,2500.0,True,False,False,False,[],False,False,235000.0,€,,,flat,,"Entrevías, Madrid",Piso en CL Peñarroya,1,True,Entrevías,True,,,250000.0,15000.0,6.0
