propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
109187722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/80/2a/1366871217.webp,,21,399900.0,flat,sale,123.0,3,2,calle Concorde,Madrid,Brunete,,es,40.4022826,-3.9918815,False,https://www.idealista.com/inmueble/109187722/,"""CAPITAL HOME BRUNETE VENDE ESPECTACULAR BAJO CON PATIO"" Presentamos este magnífico bajo con un patio de más de 50 m², ubicado en una de las mejores zonas de Brunete, exactamente en la urbanización de prado nuevo. Este acogedor inmueble ofrece 95 metros cuadrados, todos en planta. La vivienda cuenta con orientación sur por lo que tiene mucha luminosidad en todas las estancias. Se distribuye de la siguiente manera: Nos encontramos un amplio salón que da paso al impresionante patio con zona de chill out y pérgolas y una luminosa cocina con zona de lavandería. Cuenta también con tres amplias habitaciones con armarios empotrados y dos baños completos, uno de ellos en suit. A la vivienda se le han incorporados aparatos de splits de aire calor y frío por todas las estancias y se han renovado todas las ventanas. La urbanización dispone de zonas verdes y piscina comunitaria. TRASTERO INCLUIDO EN EL PRECIO. Ubicado en una de las zonas más exclusivas de Brunete, con servicios, comercios y una ubicación inmejorable. NO PIERDAS ESTA GRAN OPORTUNIDAD, LLÁMANOS PARA CONCERTAR UNA VISITA. ¡DEPARTAMENTO FINANCIERO PROPIO!",True,good,False,3251.0,True,True,False,False,[],False,False,399900.0,€,flat,,Brunete,Piso en calle Concorde,Destacado,bj,True,,True,,,,,,
99075178,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/41/ef/1032710227.webp,AVENIDA DE LOS LLANOS,24,499900.0,chalet,sale,232.0,4,2,avenida de los Llanos,Madrid,Alpedrete,,es,40.6456798,-4.0237585,False,https://www.idealista.com/inmueble/99075178/,"CAPITAL HOME ALPEDRETE VENDE CHALET INDEPENDIENTE, CASA DE PIEDRA UBICADO EN ZONA RESIDENCIAL PRÓXIMA A LOS LLANOS.  Vivienda de piedra construida en 1977 de 180 m2 construidos en dos plantas, la vivienda cuenta con unos 100m2 en dos plantas, más las terrazas, en parcela de 2097 m2. Segregada registralmente en dos parcelas de 1100m2 independientes.  En dicha parcela se ubica la vivienda, zona de aparcamiento, la piscina, unos vestuarios, un pozo de agua potable totalmente funcional y amplias zonas ajardinadas y consolidadas. La vivienda se distribuye de la siguiente forma; En la planta baja encontramos un amplio salón con chimenea, un aseo, la cocina, un dormitorio y un porche. La segunda planta consta de tres dormitorios con armarios empotrados, un baño completo con cabina de ducha y una amplia terraza. Cabe destacar que al contar con una parcela de tales dimensiones, seria posible la segregación en dos parcelas de 800m2 aproximados, haciendo de éste terreno una muy buena oportunidad. Cualquier consulta en relación a un ante proyecto con arquitecto, estudio topográfico con ingeniero tenemos todas las herramientas para resolver cualquier duda; Debido a su excelente ubicación cuenta con una serie de servicios muy próximos: supermercados como Mercadona y La Sirena a menos de 1 km, Planetocio a 900 metros, Estación de cercanías de los Negrales a 700 metros, parada de autobús L- y 685 a menos de 100 metros, colegios y guarderías a 1 km, un paseo al centro del municipio muy agradable y a menos de diez minutos y una excelente comunicación con las carreteras principales M-601, la A-6 o M-619. n dos plan.",True,renew,False,2155.0,True,True,False,True,[],False,False,499900.0,€,chalet,independantHouse,Alpedrete,Casa independiente en avenida de los Llanos,Destacado,,,,,,,,True,True,
108990813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/9a/65/1361044152.webp,PR99559520,43,875000.0,chalet,sale,356.0,6,7,avenida de Argentina,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4422218,-3.9900914,False,https://www.idealista.com/inmueble/108990813/,"Exclusiva vivienda unifamiliar pareada con piscina en Villanueva de la Cañada Ubicada en Av. Argentina 42, en una de las zonas más tranquilas y residenciales de Villanueva de la Cañada (Madrid), esta magnífica propiedad combina diseño, amplitud y altas calidades en una parcela de 362 m² con piscina privada. Superficie construida: 318 m² - Distribuida en tres plantas: - Planta baja: 131,08 m² - Planta ático: 46,62 m² - Planta sótano: 140,35 m² Distribución y estancias - Planta baja Acceso desde jardín privado y rampa para vehículos hacia el garaje Hall de entrada con patio de luces Escalera de comunicación interior 3 dormitorios, todos con baño en suite Aseo de cortesía Amplio salón-comedor con salida directa al jardín y piscina Cocina independiente con acceso al jardín Lavadero - Planta primera (ático) Hall con acceso a terraza Dormitorio principal con baño en suite y terraza privada - Planta sótano 2 dormitorios, cada uno con baño en suite y salida a patio inglés común Hall de distribución con patio de luz Garaje para 2 coches Cuarto de instalaciones y sala de depuradora Cuarto multiusos con luz y ventilación natural - Características y calidades Revestimientos y solados Porcelanosa Suelo radiante frío/calor mediante aerotermia Daikin Caldera de gas Ariston para ACS y calefacción por suelo radiante Placa solar de apoyo para ACS con depósito de gran capacidad, preparada para abastecer hasta 6 baños de forma simultánea Cocina totalmente equipada Fachada de mármol travertino Persianas eléctricas Depuradora para piscina Una vivienda pensada para quienes buscan confort, eficiencia energética y un entorno privilegiado, perfecta para familias que valoran el espacio y la calidad de vida.",False,good,False,2458.0,True,False,False,False,[],False,False,875000.0,€,chalet,semidetachedHouse,"Villanueva de la Cañada, Villanueva de la Cañada",Chalet pareado en avenida de Argentina,Destacado,,,,,,,,True,True,
108291774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/eb/11/1339720482.webp,CCI-001-000055227,17,265000.0,flat,sale,93.0,3,1,calle de Puentelarra,Madrid,Madrid,Villa de Vallecas,es,40.3826371,-3.6066415,False,https://www.idealista.com/inmueble/108291774/,"Vivienda en planta baja con altura de una primera planta, situada en el barrio de Santa Eugenia. Cuenta con una superficie de 94 m2, distribuidos en una amplia cocina, salón-comedor con acceso a terraza, 3 dormitorios, 1 cuarto de baño con ventana y 1 aseo. La finca dispone de portero físico. La vivienda necesita adecuación. En sus alrededores encontramos los hospitales Virgen de la Torre e Infanta Leonor, colegios, supermercados, bancos, bibliotecas, farmacias, centros deportivos, varias paradas de autobús y la estación de tren Santa Eugenia. En términos de accesibilidad, la vivienda dispone de múltiples conexiones con fácil acceso a la M-40, M-45 y A-3. Llamenos e informese sin ningun compromiso.",False,good,False,2849.0,True,False,False,False,[],False,False,265000.0,€,flat,,"Santa Eugenia, Madrid",Piso en calle de Puentelarra,Destacado,1,True,Santa Eugenia,True,270000.0,5000.0,2.0,,,
109092188,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/34/78/1364126397.webp,,81,2150000.0,chalet,sale,626.0,5,7,calle Gerifalte,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,40.5486144,-3.9350281,False,https://www.idealista.com/inmueble/109092188/,"^**^MAGNÍFICO CHALET DE DISEÑO EXCLUSIVO CON PISCINA DESBORDANTE Y VISTAS PANORÁMICAS^**^ Este espectacular chalet de tres plantas combina una arquitectura muy especial con espacios pensados para disfrutar tanto de la intimidad como de la vida en común. Su diseño único integra a la perfección interiores amplios y luminosos con exteriores llenos de encanto, donde la piscina desbordante y las terrazas se convierten en protagonistas. La vivienda se organiza en tres alas bien diferenciadas, cada una presidida por un dormitorio en suite con grandes ventanales y terrazas privadas que ofrecen unas vistas de ensueño. La privacidad de cada miembro de la familia está garantizada, a la vez que las zonas de día se convierten en el punto de encuentro perfecto para compartir momentos. En la planta principal encontramos la entrada a un amplio y luminoso salón-comedor con techos de doble altura, grandes cristaleras y salida directa al solárium y a la piscina. La cocina, moderna y funcional, dispone de isla central, espacio para mesa de desayuno y acceso directo a una terraza exterior. En esta misma planta se ubican también un aseo de cortesía y un dormitorio en suite con vestidor. La planta superior está dedicada al descanso. Una zona distribuidora central con salida a terraza puede destinarse a sala de estar o despacho. Aquí se encuentran tres dormitorios en suite con vestidor, destacando el principal. Este dormitorio está concebido en dos ambientes separados por una escalera interior: la parte superior funciona como zona de descanso con una pared acristalada y vistas espectaculares, mientras que en la parte inferior se encuentra el fabuloso baño principal. Este baño de diseño cuenta con sauna, hidromasaje, ducha y un gran vestidor, al que también se accede desde la planta baja. La planta baja ofrece un gran garaje, un apartamento independiente con cocina-comedor, dormitorio y baño, además de cuarto de calderas y varias estancias de almacenamiento. El jardín, al igual que la vivienda, impresiona por su diseño y amplitud, con diferentes ambientes que se funden con las vistas panorámicas al entorno natural. La tranquilidad está asegurada gracias a la escasa densidad de vecinos en la zona. Este inmueble reúne elegancia, amplitud y exclusividad en un entorno privilegiado, perfecto para quienes buscan una vivienda única. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.",True,good,False,3435.0,True,False,False,False,[],False,False,2150000.0,€,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente en calle Gerifalte,Destacado,,,Molino de la Hoz,,,,,True,True,
100917854,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/87/59/1319203661.webp,W-02RH70,52,650000.0,chalet,sale,299.0,5,3,El Berrueco,Madrid,El Berrueco,,es,40.8785076,-3.5853175,False,https://www.idealista.com/inmueble/100917854/,"Espectacular casa en El Berrueco Engel & Völkers les ofrece esta original propiedad enclavada en las últimas estribaciones de La Sierra de Guadarrama al norte de la Comunidad de Madrid. Esta propiedad esta construida en una parcela de 1000 m2 con un suelo de granito, lo que hace muy especial la construcción ya que nunca tendrá humedades. La vivienda está distribuida en dos plantas separadas por una preciosa escalera de caracol hecha de hierro y madera. La planta baja consta de tres dormitorios y dos baños uno en suite quedan a la derecha según entras en la vivienda, a la izquierda con una estancia sin paredes se distribuye en una moderna y amplia cocina americana a la que no le falta detalle, seguimos y tenemos un gran salón con amplios ventanales donde podrás disfrutar de la autenticas vistas de la Sierra y contemplar sus atardeceres con coloridos rojos y naranjas. Este Gran salón tiene dos espacios, zona de comedor y una zona de ocio. Subimos a la primera planta por la especial escalera de caracol donde tenemos 50 m2 de dormitorio con baño en suite, las ventanas son unos originales ojos de buey. otro de los detalles de esta segunda planta es la bañera con patas que separa dos ambientes donde podemos convertir esos 50m2 en dos dormitorios. El jardín es super especial todo el suelo es arena de playa y una piscina imitando una relajante cala en el Mediterraneo. el jardín dispone de zona de juegos, barbacoa de diseño muy especial y zona de hamacas para tomar el sol y otra para evadirse debajo de la terraza superior que da vuelta por toda la zona oeste de la casa, terrazas en donde puedes disfrutar de los atardeceres y vistas de la paisajes rocosos de nuestra Sierra de Guadarrama. La casa está construida con piedra natural de la región declarada como zona protegida. El Berrueco es un municipio y localidad española del norte de la Comunidad de Madrid, en la prolongación más oriental del macizo granítico de La Cabrera, entre dos alineaciones montañosas que las separa de las provincias limítrofes de Segovia y Guadalajara y a unos 65 km de Madrid.",False,good,False,2174.0,True,False,False,False,[],False,False,650000.0,€,chalet,independantHouse,El Berrueco,Casa independiente,Destacado,,,,,,,,True,True,
107491402,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/72/90/1314222657.webp,,30,189000.0,flat,sale,70.0,2,1,"calle de Calderón de la Barca, 12",Madrid,Navalcarnero,Centro,es,40.2863414,-4.0129023,True,https://www.idealista.com/inmueble/107491402/,"¡OPORTUNIDAD PARA INVERSORES! Se vende piso con inquilinos en activo. Contrato en vigor, renta garantizada y buen historial de pagos. Ideal para inversión con rentabilidad inmediata.  HOGARES NAVALCARNERO VENDE piso muy céntrico, y cerca de la famosa plaza de Segovia. La vivienda se distribuye en una cómoda planta muy acogedora.  La primera estancia que nos encontramos es un salón de buen tamaño con dos puntos de luz natural, un balcón y una ventana amplia, lo que le da mucha luminosidad a la estancia. La cocina la encontramos a mano izquierda al paso de la entrada a la vivienda, de muy buen tamaño en forma cuadrada que nos da posibilidad de tener una mesa auxiliar. También cuenta con una ventana al exterior. Disponemos de dos habitaciones en las que también nos entra bastante luz natural con un balcón en cada una de las estancias, y con un gran armario empotrado en una de ellas.  Un baño completo de buen tamaño que da servicio a las habitaciones. La vivienda cuenta con aire acondicionado y gas natural. Tiene doble orientación facilitando así una magnífica ventilación cruzada y una enorme iluminación a cualquier hora del día. Se encuentra muy bien situado, tiene a 5 minutos andando, el centro del pueblo y todos los servicios alrededor. A 1 minuto de la famosa PLAZA de Navalcarnero, se encuentra en uno de los barrios más prestigiosos del centro, dentro de las mejores zonas del municipio, próximo a todo tipo de servicios, comercios, paradas de autobús, instalaciones deportivas, salidas a carretera, etc. FINANCIACIÓN 100%.",False,good,False,2700.0,True,False,False,False,[],False,False,189000.0,€,flat,,"Centro, Navalcarnero","Piso en calle de Calderón de la Barca, 12",Destacado,1,True,,False,,,,,,
107401244,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/68/a8/1316539433.webp,W-02WIAJ,25,1930000.0,flat,sale,185.0,3,4,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,40.4269355,-3.691219,False,https://www.idealista.com/inmueble/107401244/,"Espectacular propiedad en finca clásica en Monte Esquinza Engel&Völkers tiene el placer de presentarles en exclusiva esta espectacular propiedad ubicada en la calle Monte Esquinza, una de las ubicaciones más demandadas de Almagro. Se trata de un fantástico piso exterior, con una reforma de calidad de hace unos 5 años pero muy bien mantenida y con orientación Oeste lo que le garantiza un precioso sol de tarde. Al acceder a la propiedad nos recibe un amplísimo salón con dos grandes huecos a la calle, llama la atención la altura de techos de 3 metros y los detalles originales mantenidos en algunas de las estancias como los suelos de baldosa hidráulica, radiadores clásicos de hierro, molduras originales y una exquisita iluminación. El dormitorio principal, también exterior, dispone de zona de vestidor y baño en suite. Continuamos con un segundo dormitorio bastante amplio y segundo baño completo. La cocina, de buen tamaño, está dotada de mucho almacenaje y los mejores electrodomésticos. En esta zona encontramos también el tercer dormitorio o dormitorio de servicio con su baño en suite. El piso dispone de un amplio trastero y la finca tiene portero. No dude en venir a conocer esta propiedad tan especial que le conquistará desde el primer momento. El barrio de Almagro es considerado uno de los más elegantes de Madrid ya que en sus arboladas calles se encuentran algunas de las viviendas más lujosas y señoriales de la ciudad. Numerosos palacetes conforman este elegante eje de la capital, como el del Marqués de Casa Riera donde nació y se crió la Reina Fabiola de Bélgica. En la actualidad pertenece al gobierno que cuenta con una sede del Ministerio de Fomento. Además, encontramos la sede de varias Embajadas, como la alemana, sueca y británica. Son numerosas las galerías de arte que apuestan por esta zona, como la prestigiosa Malborough, y los centros culturales internacionales (Instituto Goethe, Fundación Odalys...) que eligen este eje situado en la margen izquierda del Paseo de la Castellana para instalarse. Zona muy acogedora y tranquila a pesar de que se encuentran algunos de los establecimientos hosteleros más conocidos de Madrid aparte de varios hoteles boutique de gran lujo (Santo Mauro y Orfila, perteneciente a la cadena de Relaix Chateaux). La zona dispone de una gran oferta educativa, con colegios concertados y privados. Además, es una zona con mucho encanto para ir de compras ya que destacan las tiendas que ofertan productos gourmet, antiguas carbonerías convertidas en floristerías o de tiendas de ropa con gran selección de artículos.",True,good,False,10432.0,False,False,True,False,[],False,False,1930000.0,€,flat,,"Almagro, Madrid",Piso en calle del Monte Esquinza,Destacado,bj,True,Almagro,True,,,,,,
109175500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/8a/5a/1366501771.webp,,16,164900.0,flat,sale,64.0,1,1,avenida de Ronda,Madrid,Parla,La Ermita,es,40.2328104,-3.7809677,False,https://www.idealista.com/inmueble/109175500/,"INMOBILIARIA HOGARES PRESENTA EN EXCLUSIVA UNA NUEVA OPORTUNIDAD ÚNICA EN PARLA Piso en urbanización privada con piscina, trastero y espectaculares vistas en Parla. ¿Imaginas vivir cada día con atardeceres únicos y vistas abiertas a un parque sin edificios delante? Esta vivienda es la oportunidad que estabas esperando: un piso completamente personalizable, sin necesidad de reforma, luminoso y con todas las comodidades que ofrece pertenecer a una urbanización con gran piscina comunitaria y trastero incluido. Distribución práctica y elegante: recibidor pensado para el día a día, con espacio para abrigos, calzado y accesorios. Salón amplio y luminoso: con gran ventanal, orientación privilegiada y una sensación única de amplitud y conexión con la naturaleza. Tarima flotante en perfecto estado y puerta de madera y cristal con acabado translúcido. Dormitorio principal: privado, con gran armario empotrado, ventana de suelo a techo y tarima flotante impecable. El refugio ideal para darte el cuidado que mereces. Baño reformado: espacioso, con plato de ducha, mampara y acabados bicolor con cenefas decorativas. Cocina equipada: disposición alargada, práctica y con zona de tendedero/lavandería. Alicatada con detalles de color que dan dinamismo a la estancia.  Detalles para tu confort y mejora de tu experiencia: calefacción y aire acondicionado, ASCENSOR en la finca y posibilidad de alquiler de plaza de garaje en el propio edificio. Ubicado en una zona estratégica con salida directa a la A-42, rodeado de parques, centro de salud, supermercados, gasolinera y todos los servicios necesarios para el día a día. Una vivienda ideal tanto para vivir como para invertir, con la exclusividad de un entorno privilegiado y un precio inmejorable. Recibe más información o programa una visita, contactándonos directamente o visitando nuestra página web. Estaremos encantados de ayudarte y mostrarte todas las ventajas y comodidades que esta propiedad tiene para ti. Además, recuerda que, HOGARES gestionará todos los servicios que necesites incluyendo FINANCIACIÓN AL 100% Y POSIBILIDAD DE ESTUDIO FINANCIERO GRATUITO Y SIN COMPROMISO. Bienvenido a tu nuevo HOGAR.",True,good,False,2577.0,True,True,False,False,[],False,False,164900.0,€,flat,,"La Ermita, Parla",Piso en avenida de Ronda,Destacado,3,True,,True,,,,,,
107796764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/54/8d/1324028656.webp,W-02YNF5,37,585000.0,chalet,sale,608.0,14,5,El Molar,Madrid,El Molar,,es,40.7340427,-3.580922,False,https://www.idealista.com/inmueble/107796764/,"Magnifica Propiedad en El Molar Engel & Völkers les presenta esta magnífica casa señorial de los años 40 del siglo XX de tres plantas y con garaje para tres coches y almacén utilizable como trastero en otra edificación. Construida integramente en piedra y con un grosor de muros de un metro la hacen poseedora de un aislamiento natural excepcional. Con acceso directo desde la calle por la puerta principal, o a traves del patio por una puerta de servicio, en la planta baja tenemos un amplio salón comedor con una cocina, un baño completo y tres habitaciones de gran tamaño. Subiendo por la escalera accederemos a la siguiente planta donde nos encontramos con otras cinco habitaciones, varias de ellas con armarios empotrados y un baño completo y un aseo. Subiendo a la siguiente planta tenemos otras cuatro habitaciones y un gran despacho, asi como también otro baño completo y otro aseo. Todos los suelos son de madera excepto la escalera y los pasillos que son de mármol. Todas las habitaciones disponen de radiadores y ventanas o balcones. Muy luminosa.  En la parte exterior disponemos de un amplio patio donde podemos guardar varios vehículos y otra construccion tambien de piedra en donde podriamos ubicar un garaje de gran tamaño y un impresionante trastero. Situada en la Avda. de España, calle principal de El Molar, tenemos todos los servicios al alcance de la mano. Ayuntamiento, colegios, bancos, centro de salud, restaurantes, supermercados, farmacias, estanco, etc.. . El Molar, uno de los principales pueblos de la Sierra Pobre a tan solo 40 kms del centro de Madrid y a unos 20 minutos del Aeropuerto de Barajas. Tambien estamos en un tiempo inferior al Hospital Infanta Sofía en San Sebastian de los Reyes. Autobuses hasta plaza de Castilla cada hora.",False,renew,False,962.0,True,False,False,False,[],False,False,585000.0,€,chalet,independantHouse,El Molar,Casa independiente,Destacado,,,,,,,,True,True,
108041775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/e8/90/1334042930.webp,PR99559334,17,370000.0,studio,sale,34.0,0,1,"calle de Gaztambide, 73",Madrid,Madrid,Chamberí,es,40.4383045,-3.7154796,True,https://www.idealista.com/inmueble/108041775/,"Estudio amueblado exterior en la 5ª planta de una finca nueva y moderna (construida en 2007). Muy luminoso. El suelo es de imitación parqué. Aire acondicionado y calefacción individual centralizada, por rejillas de frío/calor. Con ascensor. Ubicado muy cerca de la zona universitaria y de los hospitales del entorno de Moncloa. La parada de metro de Islas Filipinas está a la vuelta de la esquina. También quedan cerca las estaciones de Moncloa y Argüelles. El edificio cuenta con portero físico (horario de 09:00h. a 14:00h. de lunes a viernes).  El edificio dispone de párking subterráneo. NO COBRAMOS HONORARIOS AL COMPRADOR.",False,good,False,10882.0,True,False,True,False,[],False,False,370000.0,€,flat,studio,"Gaztambide, Madrid","Estudio en calle de Gaztambide, 73",Destacado,5,True,Gaztambide,True,,,,,,
107412619,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/23/c8/1311976639.webp,JL206398,22,277000.0,flat,sale,53.0,1,1,calle de Lope de Vega,Madrid,Madrid,Centro,es,40.4123282,-3.6979455,False,https://www.idealista.com/inmueble/107412619/,"En el exclusivo barrio de Cortes, en el distrito Centro de Madrid, se encuentra esta magnífica inmueble en altura. Se trata de un elegante inmueble de 53 metros construidos, ubicado en un edificio señorial con ascensor. Al entrar a la propiedad, nos encontramos con un luminoso salón-comedor, donde podrá disfrutar de agradables momentos en compañía de familiares y amigos. La cocina, totalmente equipada y de diseño moderno, cuenta con todos los electrodomésticos necesarios para facilitar las tareas culinarias. El dormitorio principal es amplio y cuenta con armarios empotrados, ofreciendo un excelente espacio de almacenamiento. El baño, de estilo contemporáneo, está equipado con una ducha de última generación y acabados de alta calidad. El inmueble, que se encuentra en perfecto estado de conservación, cuenta con aire acondicionado y puerta blindada para garantizar la seguridad y el confort de sus residentes. Además, el edificio dispone de conserje, brindando un servicio adicional de seguridad y comodidad. La ubicación de esta propiedad es inmejorable. A menos de 10 kilómetros de distancia, encontramos el prestigioso colegio ""Colegio San Ildefonso"" que ofrece una educación de calidad para los más pequeños de la familia. También, a poca distancia, se encuentra el centro comercial ""Plaza Mayor"", donde podrá disfrutar de una amplia variedad de tiendas, restaurantes y servicios. En cuanto a las conexiones de transporte, las líneas de metro más cercanas son la Línea 1 y la Línea 2, que le permitirán desplazarse fácilmente por toda la ciudad. Además, las líneas de cercanías más cercanas son la C-3 y la C-4. Por último, las líneas de autobuses más cercanas a la ubicación de la vivienda son las líneas 3, 17 y 18. El barrio de Cortes es conocido por su ambiente cosmopolita y su amplia oferta cultural. Rodeado de emblemáticos monumentos y museos, como el Museo del Prado y el Museo Thyssen-Bornemisza, este barrio es perfecto para aquellos que buscan disfrutar de la historia y el arte de Madrid. Además, cuenta con una gran variedad de restaurantes, bares y cafeterías, donde podrá degustar la deliciosa gastronomía local. Si está buscando un piso elegante y bien ubicado en el corazón de Madrid, esta propiedad es la opción ideal. No pierda la oportunidad de vivir en una de las zonas más exclusivas de la ciudad. Para obtener más información sobre esta propiedad, por favor, facilítenos la referencia 206398. GILMAR es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el sector. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, brindando un servicio personalizado y de calidad. Nuestro equipo de expertos en marketing inmobiliario se encarga de destacar las características únicas de cada propiedad, para garantizar una experiencia única y satisfactoria. Si está buscando comprar o vender una propiedad, no dude en contactarnos. Estaremos encantados de ayudarle a encontrar la propiedad perfecta para usted. Puede visitarnos en nuestra oficina ubicada en Plaza de Herradores, 4, o ponerse en contacto con nosotros a través del teléfono o por correo electrónico a. Estamos a su disposición para brindarle toda la información que necesite.",False,good,False,5226.0,False,False,False,False,[],False,False,277000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle de Lope de Vega,Destacado,ss,True,Huertas-Cortes,True,,,,,,
109201314,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/8f/61/1367310846.webp,,26,189900.0,penthouse,sale,107.0,4,2,CL LUIS ZAPATA,Madrid,Navalcarnero,Centro,es,40.2900356,-4.0089274,False,https://www.idealista.com/inmueble/109201314/,"INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA ESPECTACULAR OPORTUNIDAD UNICA EN EL CORAZON DEL PUEBLO. Este encantador piso de 107 metros cuadrados, ubicado en la tercera planta, te ofrece la comodidad y cercanía que siempre has deseado. A tan solo 3 minutos de la Icónica Plaza De Segovia, muy próximo al centro de salud y del ayuntamiento. Tendrás todo lo que necesitas a tu alcance: colegios, paradas de autobús, supermercados, parques infantiles y farmacias.  Al entrar, serás recibido por un acogedor hall distribuidor. A mano derecha encontraremos la cocina totalmente equipada con terraza, además de dos habitaciones y un salón con salida a una espectacular terraza con vistas. Entrando a mano izquierda encontramos dos habitaciones de buen tamaño además de un aseo y un baño completo con plato de ducha. La vivienda construida en 1975, se encuentra en buen estado con las ventanas totalmente renovadas para un mejor aislamiento. Además, ofrece calefacción individual con caldera de gas garantizando tu confort en cualquier época del año. NO TE PIERDAS ESTA GRAN OPORTUNIDAD DE VIVIR EN UNA ZONA PRIVILEGIADA DE NAVALCARNERO! Disponemos de departamento financiero que te ayudara con tu hipoteca no dudes en preguntar.",False,good,False,1775.0,False,False,False,False,[],False,False,189900.0,€,flat,penthouse,"Centro, Navalcarnero",Ático en CL Luis Zapata,Destacado,3,True,,False,,,,,,
109203153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/93/9b/1367371535.webp,LAB6,23,329900.0,flat,sale,130.0,3,2,calle del Labrador,Madrid,Navalcarnero,La Dehesa - El Pinar,es,40.2956963,-3.9890587,False,https://www.idealista.com/inmueble/109203153/,"¡CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA MARAVILLOSA VIVIENDA EN EL PINAR! ¡Descubre tu nuevo hogar en El Pinar de Navalcarnero! Este piso es la joya que estabas buscando. Con una ubicación privilegiada en el barrio más novedoso de la zona, disfrutarás de la tranquilidad de estar rodeado por una extensa reserva de pinos, mientras tienes a tu alcance todos los servicios y comercios que necesitas. La urbanización cuenta con piscina comunitaria y un parque infantil, ideal para disfrutar del tiempo libre sin salir de casa. El piso, totalmente reformado y con domótica, ofrece 130 m² construidos. Distribuidos en tres amplios dormitorios con armarios empotrados y dos baños completos. La cocina, equipada con tendedero, y un amplio y luminoso salón. Además, incluye dos plazas de garaje y un trastero, brindando comodidad y espacio adicional para tus pertenencias. Construido en 2008, el inmueble se encuentra en la primera planta de un edificio con ascensor. Con una excelente comunicación con las principales carreteras y una gran afluencia de transporte público, este piso es ideal para quienes buscan calidad de vida sin renunciar a la conexión con el entorno urbano. ¡Y lo mejor de todo, financiación al 100%! No pierdas la oportunidad de vivir en este enclave único.",True,good,False,2538.0,False,False,False,False,[],False,False,329900.0,€,flat,,"La Dehesa - El Pinar, Navalcarnero",Piso en calle del Labrador,Destacado,1,False,,True,,,,True,True,
