propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
109055206,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/19/2f/1362943058.webp,16,200000.0,flat,sale,60.0,1,1,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,40.4584581,-3.452955,False,https://www.idealista.com/inmueble/109055206/,"Oportunidad Única en Torrejón de Ardoz Presentamos esta magnífica vivienda ubicada en urbanización cerrada, que ofrece piscina, plaza de garaje y trastero, todo ello junto a la demandada zona de Mancha Amarilla. La distribución de la vivienda resulta práctica y acogedora: 1 dormitorio de buen tamaño, pensado para el descanso. Salón amplio y luminoso, perfecto para crear diferentes ambientes. Cocina funcional que se adapta a tus necesidades. Baño completo, con todo lo necesario para tu confort diario. Su ubicación privilegiada permite disfrutar de todos los servicios esenciales: colegios, supermercados, centros de salud, bancos y transporte público. Además, cuenta con excelentes conexiones mediante Cercanías Renfe y principales vías de acceso al municipio. Una opción ideal tanto para residir como para invertir, combinando tranquilidad, comodidad y cercanía a todo lo que necesitas. Ponemos a tu alcance financiación a medida y asesoramiento gratuito a través de nuestro Departamento Financiero. Para más información: LENNY-  Alex –  Consulta más inmuebles en.",False,good,False,3333.0,False,False,False,False,[],False,False,200000.0,€,True,True,flat,,"Sureste, Torrejón de Ardoz",Piso,Destacado,RP1032025140955,bj,True,,True,,,,
109148567,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/0e/1b/1366317663.webp,34,287260.0,flat,sale,118.0,3,2,Barrio Palomeras Bajas,Madrid,Madrid,Puente de Vallecas,es,40.3788771,-3.6594941,False,https://www.idealista.com/inmueble/109148567/,"Ofrecemos este excelente piso ubicado en una zona consolidada y con todos los servicios, en Palomeras Bajas. Situado en un octavo piso de un edificio construido en 1982, el inmueble se encuentra en buen estado de conservación y cuenta con 2 ascensores. El piso dispone de 118,47 metros cuadrados construidos (aproximadamente 88,79 metros cuadrados útiles) distribuidos en: -3 dormitorios, luminosos y funcionales. -2 baños completos con plato de ducha. Cocina independiente, equipada y con acceso a ventilación natural. Salón amplio que da acceso a una terraza, ideal para disfrutar de la vista. Entre sus extras y comodidades, destacan: -Aire acondicionado en la habitación principal, en la cocina y salón. -Calefacción de gas natural, independiente en cada estancia. -Excelente orientación que permite gran luminosidad en toda la casa. Excelente ubicación, con colegios, supermercados, (Carrefour, Mercadona, Lidl), bares, restaurantes y paradas de autobuses cercanas (136,144, 57) además de proximidad a Renfe, facilitando el acceso a toda la ciudad.  Este piso representa una oportunidad única para quienes buscan confort, luminosidad y una ubicación inmejorable en palomeras bajas. Una opción ideal tanto para familias que buscan espacio como para quienes deseen invertir en una zona con gran potencial. -Superficie de 118,47 metros cuadrados, útiles 88,79 metros cuadrados. -3 Habitaciones -2 Baños completos (ambos con plato de ducha) -Cocina independiente. -Aire acondicionado en la habitación principal y en la cocina. -terraza  -Construido en 1982.",False,good,False,2434.0,False,False,False,False,[],False,False,287260.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso,Destacado,RP082025141215,8,True,Palomeras Bajas,True,,,,
109135931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/b8/f1/1365412859.webp,23,415000.0,flat,sale,143.0,3,2,Barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,40.3369465,-3.8344289,False,https://www.idealista.com/inmueble/109135931/,"¿Buscando una vivienda más amplia? Redpiso las Retamas vende en exclusiva magnífica vivienda de 120 m² construidos. Vivienda situada en una de las urbanizaciones residenciales más consolidadas y demandadas de la zona de Las Retamas.  Cuenta con hall de entrada el cual distribuye la zona de día y la de descanso. El salón-comedor, de generosas dimensiones y gran luminosidad, dispone de acceso directo a una terraza exterior totalmente acristalada, lo que permite su disfrute como espacio adicional durante todo el año. La cocina, independiente y de gran tamaño, está concebida como un espacio funcional y cómodo para la vida diaria. Dispone de zona office para comedor de diario y cuenta con salida a un gran tendedero cubierto. La zona de descanso se compone de tres dormitorios. El dormitorio principal incorpora un baño en suite, completo y con excelentes calidades, mientras que los otros dos dormitorios comparten un segundo baño exterior igualmente completo, destinado a dar servicio al resto de la vivienda. Todas las estancias han sido diseñadas para garantizar amplitud, luminosidad y un óptimo aprovechamiento de los metros disponibles. En el precio de la vivienda se incluye una plaza de garaje de acceso directo desde el ascensor y un trastero. De manera adicional, existe la posibilidad de adquirir una segunda plaza de garaje y un segundo trastero dentro de la misma urbanización, lo que supone una ventaja añadida para familias que requieren de mayor capacidad de almacenaje o disponen de más de un vehículo. La propiedad se sitúa dentro de una urbanización privada y recinto cerrado, servicio de conserjería, piscina comunitaria y zonas comunes para el disfrute familiar en un entorno seguro y tranquilo. Proximidad con Renfe y paradas de autobús, farmacia, colegios y restaurantes. Un lugar donde sentirse cómodo, puesto que tendrá todo tipo de servicios, al alcance de su mano. ¡Contáctanos hoy mismo para programar una visita! ¡Contáctanos hoy mismo para programar una visita! Además, los compradores se podrán beneficiar del servicio de nuestro departamento financiero DCREDIT. ""Redpiso, tu hogar nuestro compromiso"". *El precio no incluye el Impuesto de Transmisiones Patrimoniales(max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales(según el caso).",False,good,False,2902.0,False,False,True,False,[],False,False,415000.0,€,True,True,flat,,"Prado de Santo Domingo, Alcorcón",Piso,Destacado,RP1512025141166,1,True,Prado de Santo Domingo,True,,,,
107232782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/19/fe/1306917155.webp,8,1230000.0,flat,sale,130.0,3,3,"plaza de Manuel Becerra, 5",Madrid,Madrid,Barrio de Salamanca,es,40.4283155,-3.669672,True,https://www.idealista.com/inmueble/107232782/,"INFOCASA saca a la venta una vivienda sita en la Plaza Manuel Becerra zona Goya a estrenar. Con calidades muy altas y gran diseño. Junto al parque de Eva Duarte de Perón Es exterior con mucha luz. Esta distribuido en tres dormitorios y tres cuartos de baños, salón independiente amplio y totalmente revestido por PORCELANOSA. cocina equipada con todos los electrodomésticos de alta gama.  Está situado en un edificio muy elegante y muy cuidado con portal señorial y con servicio de portería. Para mayor información y para realizar visita póngase en contacto con nosotros.",False,good,False,9462.0,False,False,False,False,[],False,False,1230000.0,€,,,flat,,"Goya, Madrid","Piso en plaza de Manuel Becerra, 5",Destacado,,6,True,Goya,True,,,,
108216153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/83/64/1353180210.webp,41,440000.0,flat,sale,103.0,3,2,Barrio Canillejas,Madrid,Madrid,San Blas,es,40.4378137,-3.6146849,False,https://www.idealista.com/inmueble/108216153/,"Tengo piso Arcentales vende en exclusiva esta luminosa vivienda en Canillejas. Urbanización privada con zona común. Dispone de tres dormitorios dobles uno de ellos con terraza pequeña, dos baños completos con bañera, salón-comedor, y cocina independiente con otra terraza pequeña. Suelos de parquet de espiga y cerámicos. Ventanas de aluminio. 3 Armarios empotrados. Calefacción y agua caliente por gas natural( recientemente cambiada la caldera) Ascensor. Incluye una plaza de garaje. A escasos metros tenemos todos los servicios(metro linea 5, Torre Arias, comercios, farmacias, polideportivo, carril bici, centro medico, parques infantiles... ) Ven a visitarla!",False,renew,False,4272.0,False,False,False,False,[],False,False,440000.0,€,True,True,flat,,"Canillejas, Madrid",Piso,Destacado,0003663,4,True,Canillejas,True,,,,
109104609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/cd/ae/1364661017.webp,90,650000.0,flat,sale,102.0,2,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4247306,-3.7016235,False,https://www.idealista.com/inmueble/109104609/,"Estás en busca de una última planta, luminoso con carácter en el corazón de Malasaña y centro de Madrid. Te ofrecemos ésta joya. ideal como primera vivienda o como inversión para alquiler en una de las zonas más demandadas y con mayor rentabilidad. El edificio ESTRUCTURALMENTE REFORMADO en 1999, con muros anchos de 1900, ITE pasada favorablemente. Acogedor piso de 87m2 útiles, exterior en cuarta planta con ascensor, (sólo dos pisos por planta) con muy buena iluminación y ventilación, calle tranquila a pesar de estar en el corazón de Madrid, con techos altos lo que le da mucha iluminación, totalmente reformado. Distribución: Al entrar nos encontramos con un pequeño recibidor que nos permite visualizar el salón comedor el cual dispone de armarios de madera hechos a la medida con capacidad de almacenaje con dos ventanas velux y una ventana normal alta rectangular, entrando al salón a la izquierda nos encontramos con la primera habitación de tamaño mediano con una biblioteca de vidrio, y armarios hechos a la medida y a la mitad del salón nos encontramos con la cocina equipada al detalle con lavadora, microondas, frigorífico, vitrocerámica, esta tiene dos ventanas amplias que dan a patio de luces con iluminación y ventilación, saliendo de ésta nos vamos hacia la derecha y nos encontramos con un pasillo que nos da el paso al baño completo con plato de ducha a estrenar, ventana y mampara, a continuación nos encontramos con la habitación principal con armario empotrado de gran almacenaje y dos ventanas amplias que dan a patio de luces. Calefacción bomba de frío/calor, ventanas de doble cristal, suelo de parquet, amplio trastero en altillo dentro del mismo piso. Con posibilidad de hacer una tercera habitación con tabique, transformándolo en un piso de 3 habitaciones, Ideal para quienes buscan optimizar el espacio y ganar privacidad sin renunciar a una ubicación excelente. Ubicado a tan solo unos pasos de la calle Fuencarral, eje principal, cultural y turístico del Barrio de Malasaña, en sus alrededores encontramos un buen número de supermercados, bares, restaurantes, plazas, teatros, líneas del metro de Madrid y autobuses, a mano tenemos todo lo que Madrid centro nos ofrece, No te pierdas esta gran oportunidad! Ven a visitarlo!",False,good,False,6373.0,False,False,False,False,[],False,False,650000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,Destacado,"última planta, reformado, luminoso",4,True,Malasaña-Universidad,True,,,,
108916112,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/0a/30/1358840548.webp,4,530000.0,penthouse,sale,100.0,3,2,calle de Alberdi,Madrid,Madrid,Tetuán,es,40.4683173,-3.7076287,False,https://www.idealista.com/inmueble/108916112/,"Vendemos excelente ático-duplex de obra nueva ya avanzadas las obras, para entregar en los próximos meses; cuenta con salón-cocina, baño, habitación y terraza de 15 m2 en planta 3ª del edificio y en planta bajo cubierta se da la opción uno o dos dormitorios con otro baño completo y un trastero en la misma finca, así como una plaza de garaje por 28.000euros adicionales. Cuenta con aerotermia por suelo radiante paredes lisas, ventanas de máxima eficiencia energética, puertas lacadas en blanco, máximo aislamiento en fachada. La finca cuenta con 7 viviendas con un patio de más de 200 m2 de uso y disfrute de los residentes, lo que garantiza una zona de ocio común para el uso que deseen los propietarios de las viviendas. El ático se encuentra en un entorno privilegiado, junto al parque Rodríguez Sahagún, con amplias zonas verdes, muy bien comunicado; a 80 metros de la parada de Bus, con todo tipo de servicios. Los interesados pueden visitar las obras con cita previa. La dirección es calle Alberdi, 48-50. Las condiciones para la compra que exige la propiedad es el 50% del importe a la firma del contrato y el resto por fases de construcción que faltan. Excelente oportunidad de conseguir un ático de obra nueva a un precio excelente en una de las mejores zonas de Madrid.",False,good,False,5300.0,False,False,False,False,[],False,False,530000.0,€,True,False,flat,penthouse,"Valdeacederas, Madrid",Ático en calle de Alberdi,Destacado,,3,True,Valdeacederas,True,28000.0,,,
107945529,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/db/f2/1329100540.webp,8,2250000.0,chalet,sale,430.0,4,5,Vadecabañas,Madrid,Boadilla del Monte,Valdecabañas,es,40.4405104,-3.8884193,False,https://www.idealista.com/inmueble/107945529/,"¡Descubre el hogar de tus sueños en esta espectacular casa independiente! Con 430 m² construidos sobre una amplia parcela de 2.420 m², esta propiedad ofrece un espacio inigualable y una distribución cómoda y agradable. La casa, en estado impecable, está construida con materiales de primera calidad y cuenta con un sistema de calefacción radiante que garantiza el máximo confort durante todo el año. Distribuida en dos plantas, la planta baja te recibe con un hall distribuidor a doble altura que da paso a un salón comedor en tres ambientes con grandes ventanales, llenando el espacio de luz natural, todo ello con salida directa al porche y a la zona de jardin y piscina. Además, encontrarás un dormitorio de invitados con baño, un despacho, una cocina office con despensa y una sala de lavadero-plancha. El garaje tiene capacidad para dos coches. En la planta primera, el lujo y la comodidad continúan con un dormitorio principal que incluye baño y vestidor, así como dos dormitorios suite adicionales. La parcela está adornada con un bonito paisajismo que rodea una piscina ideal para disfrutar del buen tiempo. También cuenta con un cuarto de jardinero para mantener el espacio exterior en perfecto estado. Construida en 2016, esta casa de segunda mano se presenta en perfecto estado, lista para entrar a vivir. Dispone de armarios empotrados, trastero y sistema de calefacción por por suelo radienta. No pierdas la oportunidad de vivir en este enclave privilegiado que combina elegancia, confort y naturaleza en un solo lugar. ¡Ven a visitarla y enamórate de tu futuro hogar!",False,good,False,5233.0,False,False,False,False,[],False,False,2250000.0,€,True,True,chalet,independantHouse,"Valdecabañas, Boadilla del Monte",Casa independiente en Vadecabañas,Destacado,691-BR,,,,,,,,
107989423,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/aa/58/1330404235.webp,14,249900.0,flat,sale,60.0,1,1,"calle Carabaña, 17",Madrid,Alcalá de Henares,Ensanche,es,40.4943225,-3.3622067,True,https://www.idealista.com/inmueble/107989423/,"En INMOKRONOS, vendemos tu casa POR SOLO 2990 EUROS, solo pagas si vendes y NO COBRAMOS AL COMPRADOR, por lo que podemos vender tu casa en un tiempo récord y con la mayor rentabilidad. Presentamos este exclusivo piso con garaje y ascensor ubicado en la zona del Ensanche, junto al Cercanías de Alcalá de Henares y el centro comercial Alcalá Magna.  *En este anuncio se incluye una VISITA GUIADA EN VÍDEO Construido en 2007, es un 4º piso exterior con ascensor, cuenta con un salón y una cocina completa de concepto abierto con barra americana, consta de 1 habitación, 1 baño y 1 plaza de garaje subterráneo (incluida en el precio). Piso de 60 m2 muy luminoso, de orientación Sur, con ventanas de ojo de buey en el salón y el dormitorio, con calefacción y aire acondicionado en todas las estancias, y un armario empotrado en el dormitorio. El piso se encuentra en una de las mejores zonas de Alcalá de Henares (El Ensanche), a tan solo 5 minutos andando del Cercanías de Alcalá de Henares, a 3 minutos andando del centro comercial Alcalá Magna y a solo 8 minutos andando del centro histórico de Alcalá. Cuenta con todos los servicios y tiene muy buenas comunicaciones por carretera (A-2, R-2, M-100, M-203, M-300, etc. ), autobuses y tren Cercanías. Al estar ubicado junto al centro comercial Alcalá Magna, a solo 3 minutos andando podrás acceder a todas las tiendas y el ocio del mayor centro comercial de Alcalá, y a solo 8 minutos andando podrás disfrutar de la restauración, la historia y el ocio que te ofrece el centro histórico de Alcalá de Henares. ¿VENDES TU CASA? En INMOKRONOS, vendemos tu casa POR SOLO 2990 EUROS, solo pagas si vendes y no cobramos al comprador, por lo que podemos vender tu casa en un tiempo récord y podrás ahorrarte hasta 20.000 euros en comisiones. -Tarifa fija de 2990 euros -Solo pagas si vendes -No cobramos al comprador Llámanos y valoraremos tu vivienda sin ningún compromiso. Más información en inmokronos. es.",True,good,False,4165.0,False,False,False,False,[],False,False,249900.0,€,True,True,flat,,"Ensanche, Alcalá de Henares","Piso en calle Carabaña, 17",Destacado,Alcalá2503,4,True,,True,,,,
109066340,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/2c/77/1363373714.webp,17,350000.0,flat,sale,80.0,2,1,Barrio Valdebernardo - Valderrivas,Madrid,Madrid,Vicálvaro,es,40.3992756,-3.6044318,False,https://www.idealista.com/inmueble/109066340/,"REDPISO VALDERRIVAS VENDE EN EXCLUSIVA – Piso en 3ª planta de renta libre con 80m² construidos. Distribuidos en: 2 dormitorios, 1 baños, salón comedor amplio y luminoso con toldo, cocina amueblada con tendedero cerrado.  Calefacción por gas natural y aire acondicionado en salón y ambos dormitorios. ""Urbanización Mediterráneo""  dotada de: pista de padel, baloncesto, fútbol, gimnasio, 2 piscinas, sala de eventos, zonas ajardinadas e infantil. Conserje 24 horas, circuito cerrado de cámaras de seguridad. Plaza de garaje y trastero incluido en el precio. Para visitas llamar a Richard 695 uno cinco 28 08. Excelente comunicación a todos los servicios comerciales, colegios, instituto, centro de salud. Paradas de autobús: E3, 71, 100. A 10 minutos de la estación de RENFE Vicálvaro y Línea 9 de Metro Puerta de Arganda. Fácil acceso a M-40 y A3. En REDPISO VALDERRIBAS trabajamos para ofrecer a nuestros clientes los mejores inmuebles de la zona, con un gran equipo de profesionales especializados, para proporcionarles la mejor opción a cada necesidad, cuidando al máximo los detalles. Asesórate con nuestro departamento financiero DCREDIT para conseguir las mejores condiciones hipotecarias. **NO INCLUIDOS: Impuestos ITP o IVA, gastos, notaría, registro, gestoría, intermediación (financiera), etc.",False,good,False,4375.0,False,False,False,False,[],False,False,350000.0,€,True,True,flat,,"Valdebernardo - Valderrivas, Madrid",Piso,Destacado,RP542025140522,3,True,Valdebernardo - Valderrivas,True,,,,
109139952,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/7f/d2/1365524299.webp,29,650000.0,chalet,sale,201.0,5,3,Barrio La Cabaña,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4189336,-3.833016,False,https://www.idealista.com/inmueble/109139952/,"REDPISO VENDE EN EXCLUSIVA MAGNIFICO CHALET PAREADO PARA REFORMAR! Chalet pareado para reformar de 201 m2 sobre una parcela de 360 m2. La vivienda se divide en 3 plantas y se distrubuye de la siguiente manera: Planta cero (69 m2):  Cuenta con un amplio salón-comedor con tres orientaciones, cocina office con salida al jardín, aseo con ventana y un amplio dormitorio con armario empotrado. Planta uno (58 m2): Dos dormitorios, siendo el principal en suite con baño completo con terraza. Planta sótano ( 69 m2): En la planta sótano encontramos dos dormitorios, un baño completo con plato de ducha, garaje, cuarto de maquinas y un trastero. La vivienda se encuentra sobre una parcela de 360 m2 en la que hay un gran jardín y un trastero. Vivienda para reformar situada en una de las mejores zonas de Pozuelo de Alarcón. ¡NO DUDES EN VENIR A VERLA! Pozuelo de Alarcón está considerada la población con mayor calidad de vida de la Comunidad de Madrid por múltiples razones. Su proximidad a la ciudad por su situación colindante. Sus excelentes comunicaciones, con tren de cercanías al centro de la ciudad (Atocha, Chamartín, Paseo de la Castellana), metro ligero, autobuses conectados con los intercambiadores de Moncloa y Aluche, y las autopistas M40 (directa al aeropuerto), A6 y carretera de Castilla. La inmejorable oferta educativa con colegios como American School, Liceo Sorolla, British School, Retamar, Kensington School, Escolapios y Alarcón entre otros, los más de diez institutos y colegios públicos, junto con la presencia de las universidades Complutense, Francisco de Victoria y Esic. Su gran cobertura médica con los hospitales La Zarzuela, Montepríncipe, Puerta de Hierro, Quirón y los centros de salud San Juan de la Cruz y Emisora. El privilegio de disfrutar de grandes zonas verdes, parques públicos, carriles bici, y acceso a la Casa de Campo y el Monte del Pilar, junto con la proximidad de la Sierra de Guadarrama. Su amplia oferta comercial y de ocio, con los centros comerciales Hipercor Pozuelo (el más grande de España) El Zielo, La sexta Avenida, El Torreón, El zoco, Ciudad de la imagen y el parque comercial el Carralero, los cines Kinépolis (los más grandes de España) y las carreras de caballos del hipódromo de La Zarzuela. La disponibilidad de los hoteles AC, NH, Ihotel, y Hotel Pozuelo. Su gran dotación de centros deportivos públicos, como el Valle de las Cañas y el Torreón, y privados como el Reebok Center y el O2.",False,renew,False,3234.0,False,False,False,False,[],False,False,650000.0,€,,,chalet,semidetachedHouse,"La Cabaña, Pozuelo de Alarcón",Chalet pareado,Destacado,RP1682025141198,,,La Cabaña,,,,,
107520457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/e1/61/1314892126.webp,19,315000.0,flat,sale,88.0,3,2,Sur,Madrid,Móstoles,Sur,es,40.3090677,-3.8681174,False,https://www.idealista.com/inmueble/107520457/,"HOGARES VENDE ESTUPENDO PISO 3 DORMITORIOS EN PAU MÓSTOLES Este estupendo piso de 88 m² ubicado en el PAU de Móstoles, te ofrece todo lo que necesitas para vivir cómodamente en una de las zonas de moda de Móstoles.  Está distribuido en vestíbulo con armario empotrado con mucho espacio de almacenaje, salón independiente con aire acondicionado con bomba de calor, una cocina con office con práctico tendedero, 3 dormitorios con armarios empotrados y 2 baños, uno de ellos en suite. En el precio están incluidas 2 amplias plazas de garaje contiguas y trastero. La comunidad cuenta con diversas zonas de columpios, ideal para que puedan disfrutar los más pequeños con total seguridad. También dispone de portero físico, servicio de mensajería citibox y ascensor.  La ubicación es inmejorable a solo 2 MINUTOS del Metro Manuela Malasaña ubicado al lado de todo tipo de comercios, farmacia, supermercado, gimnasios, restauración, guarderías, colegios…. ¡Contáctanos ahora y solicita tu visita para que no pierdas la oportunidad! Disponemos de departamento financiero propio, que estarán a vuestra disposición para cualquier duda o consulta en la obtención del trámite hipotecario. Nuestros asesores financieros consiguen las mejores condiciones. Pregúntanos por nuestro asesoramiento financiero GRATUITO Y SIN COMPROMISO.",False,good,False,3580.0,False,False,False,False,[],False,False,315000.0,€,True,True,flat,,"Sur, Móstoles",Piso,Destacado,MP202505,bj,False,,True,,,,
108429809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/dd/e5/1344627099.webp,8,3900000.0,flat,sale,310.0,5,2,calle Velázquez,Madrid,Madrid,Barrio de Salamanca,es,40.433963,-3.6848855,False,https://www.idealista.com/inmueble/108429809/,"PISO SEÑORIAL EN PLANTA ALTA CON LUZ ABUNDANTE EN ZONA PREMIUM  En el corazón de una de las zonas más prestigiosas y demandadas de Madrid, se encuentra esta magnífica vivienda de lujo ubicada en la última planta de una elegante finca clásica con ascensor. Con 315 m² construidos, la propiedad cuenta con una distribución señorial y una luz natural extraordinaria, gracias a su altura y a su disposición, que permite la entrada de sol tanto en estancias exteriores como interiores. La vivienda dispone de 5 amplios dormitorios, 2 grandes salones, 2 baños completos, un despacho independiente, despensa y doble entrada: puerta principal y puerta de servicio, ideal para mantener zonas de trabajo y descanso bien diferenciadas. El piso está para reformar, ofreciendo una base sólida para diseñar una vivienda de alto nivel, adaptada al gusto más exigente. Techos altos, molduras, suelos de madera y detalles originales conservan el carácter de época que tantos buscan. Una joya arquitectónica con muchísimo potencial, ideal para familias, amantes de los espacios amplios o inversores con visión. Ubicación, metros y luz natural en estado puro: una oportunidad única.",False,renew,False,12581.0,False,False,False,False,[],False,False,3900000.0,€,,,flat,,"Castellana, Madrid",Piso en calle Velázquez,Destacado,,5,True,Castellana,True,,,,
108167137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/d3/32/1335858584.webp,5,619000.0,flat,sale,97.0,3,2,calle de la Cava Alta,Madrid,Madrid,Centro,es,40.4122383,-3.7080707,False,https://www.idealista.com/inmueble/108167137/,"Se vende magnífico piso ubicado en la prestigiosa Calle Cava Alta, en pleno corazón de Madrid. La vivienda cuenta con una superficie construida de 97 metros cuadrados y destaca por su excelente distribución, su luminosidad y su privilegiada localización en una de las zonas con más encanto de la ciudad. El piso dispone de tres amplias habitaciones y dos baños completos, ideales para familias o para quienes buscan un espacio cómodo y funcional. Además, cuenta con dos balcones que permiten disfrutar de vistas despejadas y una excelente ventilación natural en todo el inmueble. Entre las comodidades del edificio se incluyen portero físico, ascensor y trastero, lo que añade un plus de seguridad y practicidad al día a día. Cabe destacar que el edificio ha superado favorablemente la Inspección Técnica de Edificios (ITE), lo cual garantiza su buen estado de conservación y mantenimiento.  La zona ofrece todos los servicios necesarios a pocos pasos: transporte público, comercios, restaurantes, centros culturales y zonas verdes. Si estás buscando una vivienda lista para entrar a vivir o una inversión segura en una de las mejores zonas de Madrid, esta es tu oportunidad. No dudes en ponerte en contacto para más información o para concertar una visita.",False,renew,False,6381.0,False,False,False,False,[],False,False,619000.0,€,,,flat,,"Palacio, Madrid",Piso en calle de la Cava Alta,Destacado,,2,True,Palacio,True,,,,
108999885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/13/fb/1364829254.webp,11,275000.0,flat,sale,50.0,1,1,calle de Martínez Corrochano,Madrid,Madrid,Retiro,es,40.401351,-3.6704199,False,https://www.idealista.com/inmueble/108999885/,"Redpiso Pacifico vende en exclusiva vivienda totalmente exterior en primera planta de un edificio de 15 años con ascensor ubicada en el barrio de Adelfas, distrito de Retiro. Distribuido en un dormitorio exterior y luminoso, salón con ventanas de aluminio gris oscuro con cristal de climalit, paredes de pintura lisa, suelos parquet en blanco, 3 armarios empotrados, puerta de entrada blindada. Cocina con muebles, electrodomésticos y ventana al exterior. Baño con plato de ducha. Ideal como primera vivienda o inversión en la zona, ya que tiene muy pocos gastos de comunidad: 45€. ITE de la finca favorable. La zona cuenta con establecimientos y comercios de todo tipo lo que la convierte en una gran zona de servicios: supermercados, farmacias, entidades bancarias, restaurantes, colegios, guarderías. Muy bien comunicada, varias líneas de autobús y líneas de metro que te permitirán moverte sin problema por todo Madrid. Te ayudamos en la financiación. Pídenos cita y te lo enseñamos!",True,good,False,5500.0,False,False,False,False,[],False,False,275000.0,€,,,flat,,"Adelfas, Madrid",Piso en calle de Martínez Corrochano,Destacado,RP592025140777,1,True,Adelfas,True,,,,
108985121,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/6f/9e/1360902312.webp,14,395000.0,chalet,sale,74.0,2,2,calle Cacabelos,Madrid,Madrid,Hortaleza,es,40.4850523,-3.6323876,False,https://www.idealista.com/inmueble/108985121/,"Inmobiliaria en Gran vía - Hortaleza - pinar del rey Madrid - Tecnocasa Estudio Gran Vía Hortaleza S. L  Vende vivienda con magnífica terraza en Calle Cacabelos. Se ofrece en venta una agradable vivienda situada en la tranquila y bien comunicada Calle Cacabelos, en una zona residencial con todos los servicios esenciales a muy poca distancia. La propiedad cuenta con dos dormitorios, un baño completo y un aseo de cortesía, además de una cómoda zona de estar y una amplia terraza privada, perfecta para disfrutar del aire libre, celebrar reuniones o simplemente relajarse en un entorno acogedor y luminoso. La vivienda destaca por su distribución funcional, su buen estado de conservación y su excelente ubicación, rodeada de supermercados, centros educativos, zonas verdes, transporte público y todo lo necesario para una vida cómoda sin necesidad de desplazamientos largos. Una opción ideal tanto como residencia habitual como para quienes buscan invertir en una zona con alta demanda y calidad de vida. � Para más información o para concertar una visita, no dude en ponerse en contacto con nosotros. Estaremos encantados de atenderle.",False,good,False,5338.0,False,False,False,False,[],False,False,395000.0,€,,,chalet,semidetachedHouse,"Valdebebas - Valdefuentes, Madrid",Chalet pareado en calle Cacabelos,Destacado,,,,Valdebebas - Valdefuentes,,,,,
