propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,status,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
109218825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/d0/3d/1367802737.webp,,20,2,400000.0,flat,sale,55.0,True,1,1,"calle Almansa, 8",Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.4480526,-3.802656,True,https://www.idealista.com/inmueble/109218825/,"Te presentamos esta exclusiva vivienda de 1 dormitorio y 1 baño, situada en una de las zonas residenciales más tranquilas y valoradas de Pozuelo de Alarcón, en la calle Almansa 8, a tan solo 5 minutos de la estación de cercanías. Con una superficie construida de 55 m², esta vivienda exterior destaca por su distribución funcional, estancias luminosas y espacios bien aprovechados. El salón-comedor, acogedor y luminoso, conecta de forma fluida con una cocina moderna totalmente equipada, que combina estilo y practicidad a la perfección. El dormitorio ha sido diseñado para ofrecer el máximo confort, con armario empotrado que optimiza el espacio sin renunciar al diseño. El baño completo cuenta con materiales de calidad y un diseño cuidado, pensado para aportar comodidad y funcionalidad. El inmueble está equipado con aire acondicionado (aerotermia), suelo radiante, plaza de garaje y trastero, todo ello ya incluido en el precio, lo que lo convierte en una opción muy atractiva por su excelente relación calidad-precio. En cuanto a zonas comunes, el edificio dispone de piscina, solárium y un espectacular rooftop con zona chillout y barbacoa, ideal para relajarse y disfrutar del entorno. Esta vivienda representa una oportunidad única de vivir en una de las mejores zonas de Pozuelo, combinando tranquilidad, servicios y un entorno cuidado. Ideal para quienes buscan un hogar práctico y moderno en una ubicación inmejorable. No dejes pasar esta oportunidad. Contáctanos para más información y agenda tu visita.  Tu nuevo hogar te espera en Pozuelo de Alarcón.",True,False,True,,7273.0,True,False,False,False,[],False,False,400000.0,€,,,flat,"Zona Estación, Pozuelo de Alarcón","Piso en calle Almansa, 8",good,,,,,
106601955,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/e8/e7/1288351906.webp,,39,2,3300000.0,flat,sale,338.0,True,5,6,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.405313,-3.796996,True,https://www.idealista.com/obra-nueva/106601955/,"Segunda planta de 338 m2 con vista al campo de golf A la vivienda se accede a través de un amplio hall donde se encuentra una gran superficie diáfana denominada Family Room muy luminoso con vistas al campo de golf. En la zona de día, encontramos un amplio salón de 56m2 orientado al sur con una gran terraza que envuelve a toda la vivienda. Esta terraza cuenta con jacuzzi en la cara sur. El salón se comunica con la cocina orientada al norte y al oeste de 22m2. Junto a la cocina encontramos la zona de servicio con lavandería, tendedero, y dormitorio con baño. Junto al salón se ubica el aseo de cortesía. En la zona de noche encontramos un el dormitorio principal que cuenta con zona de cama un amplio vestidor y baño con ducha y bañera, todo ello de 49m2 con terraza privada. En la cara norte se ubican 3 dormitorios secundarios todos con baño en suite. La vivienda cuenta con 5 plazas de garaje y trastero. Las Sky Villas funden los conceptos de vivienda unifamiliar y vivienda en comunidad. Ya no es necesario renunciar al jardín para tener privacidad o a las vistas para disfrutar de una piscina, ni privarse de las ventajas de vivir en comunidad. Con las Sky Villas las viviendas se benefician de las ventajas de una y otra tipología de edificio, evitando los inconvenientes de ambas. Las Sky Villas de LAFINCA disponen de enormes ventanales que se abren al sol y a las vistas hacia los jardines y el campo de golf. En una magistral comunicación del interior y el exterior, el paisaje pasa a formar parte de la vivienda. UBICACIÓN ESTRATÉGICA El conjunto residencial se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). También tendrá a su alcance instalaciones deportivas de gran nivel como el Reebok Sport Place y cercanía a otros centros comerciales como El Zielo, El Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. COMUNICACIONES El conjunto residencial ofrece excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. EL ENTORNO Naturaleza y arquitectura se entrelazan dando lugar a un conjunto residencial que se percibe como un gran jardín, donde el agua y la vegetación, junto con el sol, son protagonistas indiscutibles. Más de 40.000 m2 de jardines comunitarios, sin viario que los interrumpa, se suman a los jardines privados de cada una de nuestras SKY VILLAS.  Las SKY VILLAS cuentan con espectaculares vistas al nuevo campo LaFinca Golf cuidadosamente concebido como un espacio de respeto al medio ambiente e integración paisajística con el terreno original. El conjunto residencial LaFinca LGC está concebido para que los residentes en nuestras SKY VILLAS disfruten de la mejor calidad de vida. A escasos 200 metros, en la Avenida Luis García Cereceda se ubicará LAFINCA GRAND CAFÉ el que está llamado a convertirse en referente de la restauración premium en España. Calidad, seguridad y diseño se unen para conseguir un ambiente único y una experiencia de compra y restauración excepcional.",False,True,True,True,9763.0,True,False,False,False,[],False,False,3300000.0,€,True,True,flat,"La Finca, Pozuelo de Alarcón","Piso en avenida de Luis García Cereceda, 7",,,,,,
109202822,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/b9/98/1367360526.webp,,32,2,369900.0,flat,sale,75.0,False,1,1,calle de Toledo,Madrid,Madrid,Centro,es,Palacio,40.408109,-3.7090497,False,https://www.idealista.com/inmueble/109202822/,"Inmobiliaria en La latina - Puerta de Toledo - El Rastro - Palacio - Madrid - Tecnocasa Consulting Estudio Puerta de Toledo SL: Encantadora vivienda en corrala castiza de la Calle Toledo – Madrid Centro Descubre esta singular vivienda de 75 m² construidos situada en una de las zonas más emblemáticas y con más historia de Madrid: la Calle Toledo, en pleno barrio de Palacio. La finca, típica corrala madrileña, conserva todo el encanto del Madrid castizo y cuenta con ascensor y doble puerta de entrada, combinando tradición y comodidad en un entorno único. Características de la vivienda • Amplio salón-comedor a doble altura, con una sensación de amplitud y luminosidad únicas. •Un dormitorio acogedor. •Un baño completo. •Cocina amplia y luminosa, con gran espacio de trabajo y ventilación natural. •Detalles: •Altos techos y grandes ventanales, que aportan luz y carácter. •Suelos de parquet laminado. •Paredes lisas y un diseño que combina modernidad con el encanto de lo clásico. Aunque se trata de una vivienda interior, su ubicación en el patio de corrala le otorga excelente ventilación cruzada y una agradable luz natural, con la ventaja de disfrutar de un ambiente tranquilo, alejado de los ruidos del bullicioso centro de la ciudad. Vivir en la Calle Toledo significa estar en el corazón de Madrid, rodeado de historia, cultura y vida. La vivienda se encuentra muy próxima a: •El Rastro madrileño y el Mercado de la Cebada. •La Plaza Mayor, el Palacio Real y el Madrid Río. •Una amplia oferta gastronómica con restaurantes, bares y tabernas castizas. •Tiendas de barrio y grandes superficies. Excelente comunicación La zona cuenta con una magnífica red de transporte público: •Metro: estaciones de Puerta de Toledo y La Latina. •Autobuses EMT: gran variedad de líneas hacia diferentes puntos de la ciudad. •Cercanías: estación de Embajadores a pocos minutos.",True,False,True,,4932.0,True,False,True,False,[],False,False,369900.0,€,,,flat,"Palacio, Madrid",Piso en calle de Toledo,good,,,,,
108277536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/f1/fb/1339515553.webp,3250-04530,38,4,795000.0,penthouse,sale,95.0,False,2,2,de Peñalara de Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.4601964,-3.7999117,False,https://www.idealista.com/inmueble/108277536/,"Espectacular ático en venta! Con una ubicación inmejorable, cerca de todos los servicios que puedas necesitar, este inmueble cuenta con una superficie de 95 m² construidos + una terraza de 41 m2. Con 2 dormitorios, ambos con armarios empotrados y 2 baños, este piso es ideal para una familia. Además, cuenta con una magnífica terraza donde podrás disfrutar del buen clima.  La vivienda también cuenta con calefacción por suelo radiante de gas natural, aire acondicionado en todas las habitaciones, persianas motorizadas y domótica. La urbanización es cerrada y vallada, con seguridad las 24 horas y cámaras de vigilancia para tu tranquilidad. Además, podrás disfrutar de los hermosos jardines y la piscina comunitaria.  El ático incluye 2 plazas de garaje y un amplio trastero para tu comodidad. ¡No dejes pasar esta oportunidad y contáctanos para obtener más información y agendar una visita!",False,False,True,,8368.0,True,False,True,False,[],False,False,795000.0,€,True,True,flat,"Aravaca, Madrid",Ático en de Peñalara de Aravaca,good,,,,penthouse,
109174945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/12/5e/1367634404.webp,a01Jy00000sLoU9IAK,22,,1300000.0,chalet,sale,257.0,,3,3,"calle Duero, 1",Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.4505302,-3.8015875,True,https://www.idealista.com/obra-nueva/109174945/,"OBRAS INICIADAS NUEVA PROMOCIÓN DE VIVIENDAS UNIFAMILIARES EN POZUELO (MADRID)  Situada en la calle Duero 1 y Duero 4, esta promoción consta de 6 viviendas unifamiliares, que combinan lujo, alta eficiencia energética y materiales de gran calidad, diseñadas para aquellas familias que buscan una gran calidad de vida y un entorno exclusivo en una de las zonas residenciales más valoradas de la Comunidad de Madrid como es POZUELO DE ALARCÓN.  Villas y Jardines de Duero, ofrece el privilegio de vivir en una vivienda singular, de arquitectura sostenible, líneas simples, y volumetría de diseño minimalista, que crea espacios acogedores, cálidos y luminoso.  Las viviendas disponen de 3 y 4 dormitorios con jardín y piscina privada, en un entorno tranquilo.  Cada una de estas casas es única, todas se distribuyen en dos alturas y cuentan con una amplísima planta bajo rasante totalmente equipada, versátil y multifuncional con patios ingleses que permiten una ventilación natural y la dotan de gran luminosidad.   Sus distribuciones han sido diseñadas hasta el último detalle proporcionando el máximo aprovechamiento del espacio, confort y gran luminosidad. Los grandes ventanales previstos en las plantas bajas hacen que sus estancias se asomen al exterior, prolongándose hasta el jardín y la piscina, creando una sensación aún mayor de amplitud, fundiéndose con la naturaleza.  La promoción está localizada en la calle Duero 1 y Duero 4, en un enclave privilegiado que cuenta con parques, zonas verdes, zonas deportivas, y colegios de gran prestigio. Es un entorno familiar y tranquilo, que cuenta con todos los servicios necesarios alrededor, y con una excelente comunicación, ya sea en transporte público como autobús o cercanías, o por su fácil acceso a carreteras principales como la A-6, M-40, o M-30. Concierta una visita para ampliar la información en nuestras oficinas centrales en la Calle Alcalá 96, 5º Derecha, frente al Corte Inglés de Goya.",False,True,,False,5058.0,True,False,False,False,[],False,False,1300000.0,€,True,True,chalet,"Zona Estación, Pozuelo de Alarcón","Chalet pareado en calle Duero, 1",newdevelopment,,,,semidetachedHouse,
109068808,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/1b/b5/1363449471.webp,[[137]] e17a,18,7,495000.0,flat,sale,96.0,True,3,2,"Cerro del Campo, 31",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4055926,-3.550309,True,https://www.idealista.com/obra-nueva/109068808/,"Limea Suites: Tu hogar, donde la calidad se siente Limea Suites es una exclusiva promoción de 94 viviendas distribuidas en dos torres, con una amplia zona común que invita al disfrute y la convivencia. Ofrece viviendas de 2 y 3 dormitorios, incluyendo viviendas en plantas baja con grandes terrazas y espectaculares áticos con solárium y con pérgola para disfrutar del sol, pensadas para adaptarse a tu estilo de vida.  En Limea Suites, cada detalle del equipamiento interior ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida superior. La selección de materiales de alta gama y el diseño funcional de los espacios hacen de cada rincón un lugar acogedor y elegante, pensado para disfrutar desde el primer momento.  Los acabados destacan por su calidad: carpintería de PVC con triple vidrio y doble cámara de aire para un excelente aislamiento térmico y acústico, suelos laminados de gran resistencia que combinan estética y durabilidad, y cocinas completamente equipadas con electrodomésticos de última generación que facilitan el día a día. Además, las viviendas cuentan con conexiones para telecomunicaciones, garantizando comodidad y conectividad.  Estos elementos aseguran un alto nivel de eficiencia energética y aislamiento acústico todo ello, bajo la certificación Passivhaus. El Cañaveral, un barrio que es sinónimo de bienestar El Cañaveral es uno de los barrios más prometedores de Madrid, en pleno crecimiento urbanístico y con modernas promociones que garantizan bienestar y calidad de vida.  La zona cuenta con con varias líneas de autobús (159, E5, 290 y N6) que lo conectan con Metro, Cercanías y el centro de Madrid, y dispone además de una excelente comunicación por carretera gracias a su proximidad a la M-45 y el acceso directo a la R-3, lo que facilita los desplazamientos tanto hacia el centro como hacia el corredor del Henares.  Además, hay previsto un nuevo Parque Central que se va a ejecutar en El Cañaveral, conforme a la modificación de la almendra central, así como de las comunicaciones y accesos de El Cañaveral y la línea prevista del Bus de Tránsito Rápido (BTR) o BuP.  El Cañaveral ofrece una ubicación privilegiada y todos los servicios necesarios para una vida cómoda, con comercios, colegios, zonas verdes y centros de salud. Viviendas Passivhaus en El Cañaveral Sus amplias zonas comunes están diseñadas para el disfrute de toda la familia, con zonas verdes perfectamente integradas que invitan al relax y la recreación. Los más pequeños podrán disfrutar de áreas de juegos infantiles seguras y divertidas, mientras que los adultos se relajan junto a la moderna piscina de cloración salina, que ofrece un agua más saludable y respetuosa con el medio ambiente.  El espacio comunitario polivalente está diseñado para adaptarse a tus momentos más especiales. Contará con una exclusiva zona gourmet, perfecta para celebraciones y reuniones con amigos o familiares, y un gimnasio para que puedas mantenerte en forma sin salir de casa. Todo ello en un ambiente moderno y funcional que fomenta la convivencia y el bienestar. También habrá un aparcamiento para bicis y buzones tipo ""Smart locker"". Además, los núcleos de comunicación del edificio se han ejecutado mediante soluciones industrializadas, lo que garantiza una mayor calidad, eficiencia y confort en el día a día. Disfruta del confort de una vivienda Passivhaus con autoconsumo colectivo por placas solares. El autoconsumo eléctrico que incorporamos reduce la dependencia de fuentes de energía no renovables, que emiten grandes cantidades de CO2 y son perjudiciales para la salud de las personas.",False,True,True,False,5156.0,True,False,False,False,[],False,False,495000.0,€,True,True,flat,"El Cañaveral, Madrid","Piso en Cerro del Campo, 31",,,,,,
109068806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/93/72/1363449194.webp,[[137]] e15b,18,5,495000.0,flat,sale,105.0,True,3,2,"Cerro del Campo, 31",Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4055926,-3.550309,True,https://www.idealista.com/obra-nueva/109068806/,"Limea Suites: Tu hogar, donde la calidad se siente Limea Suites es una exclusiva promoción de 94 viviendas distribuidas en dos torres, con una amplia zona común que invita al disfrute y la convivencia. Ofrece viviendas de 2 y 3 dormitorios, incluyendo viviendas en plantas baja con grandes terrazas y espectaculares áticos con solárium y con pérgola para disfrutar del sol, pensadas para adaptarse a tu estilo de vida.  En Limea Suites, cada detalle del equipamiento interior ha sido cuidadosamente seleccionado para ofrecer una experiencia de vida superior. La selección de materiales de alta gama y el diseño funcional de los espacios hacen de cada rincón un lugar acogedor y elegante, pensado para disfrutar desde el primer momento.  Los acabados destacan por su calidad: carpintería de PVC con triple vidrio y doble cámara de aire para un excelente aislamiento térmico y acústico, suelos laminados de gran resistencia que combinan estética y durabilidad, y cocinas completamente equipadas con electrodomésticos de última generación que facilitan el día a día. Además, las viviendas cuentan con conexiones para telecomunicaciones, garantizando comodidad y conectividad.  Estos elementos aseguran un alto nivel de eficiencia energética y aislamiento acústico todo ello, bajo la certificación Passivhaus. El Cañaveral, un barrio que es sinónimo de bienestar El Cañaveral es uno de los barrios más prometedores de Madrid, en pleno crecimiento urbanístico y con modernas promociones que garantizan bienestar y calidad de vida.  La zona cuenta con con varias líneas de autobús (159, E5, 290 y N6) que lo conectan con Metro, Cercanías y el centro de Madrid, y dispone además de una excelente comunicación por carretera gracias a su proximidad a la M-45 y el acceso directo a la R-3, lo que facilita los desplazamientos tanto hacia el centro como hacia el corredor del Henares.  Además, hay previsto un nuevo Parque Central que se va a ejecutar en El Cañaveral, conforme a la modificación de la almendra central, así como de las comunicaciones y accesos de El Cañaveral y la línea prevista del Bus de Tránsito Rápido (BTR) o BuP.  El Cañaveral ofrece una ubicación privilegiada y todos los servicios necesarios para una vida cómoda, con comercios, colegios, zonas verdes y centros de salud. Viviendas Passivhaus en El Cañaveral Sus amplias zonas comunes están diseñadas para el disfrute de toda la familia, con zonas verdes perfectamente integradas que invitan al relax y la recreación. Los más pequeños podrán disfrutar de áreas de juegos infantiles seguras y divertidas, mientras que los adultos se relajan junto a la moderna piscina de cloración salina, que ofrece un agua más saludable y respetuosa con el medio ambiente.  El espacio comunitario polivalente está diseñado para adaptarse a tus momentos más especiales. Contará con una exclusiva zona gourmet, perfecta para celebraciones y reuniones con amigos o familiares, y un gimnasio para que puedas mantenerte en forma sin salir de casa. Todo ello en un ambiente moderno y funcional que fomenta la convivencia y el bienestar. También habrá un aparcamiento para bicis y buzones tipo ""Smart locker"". Además, los núcleos de comunicación del edificio se han ejecutado mediante soluciones industrializadas, lo que garantiza una mayor calidad, eficiencia y confort en el día a día. Disfruta del confort de una vivienda Passivhaus con autoconsumo colectivo por placas solares. El autoconsumo eléctrico que incorporamos reduce la dependencia de fuentes de energía no renovables, que emiten grandes cantidades de CO2 y son perjudiciales para la salud de las personas.",False,True,True,False,4714.0,True,False,False,False,[],False,False,495000.0,€,True,True,flat,"El Cañaveral, Madrid","Piso en Cerro del Campo, 31",,,,,,
105879781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/19/42/1323011084.webp,0015-07173,26,,390000.0,chalet,sale,190.0,,4,3,calle Peña del Hierro,Madrid,Valdemanco,,es,,40.8676641,-3.6727308,False,https://www.idealista.com/inmueble/105879781/,"PRECIOSO CHALET PAREADO EN VENTA! La propiedad valorará Oferta de Compra. Si buscas una casa donde disfrutar de un entorno serrano y tranquilo, esta vivienda seguramente pueda encajar! En la ladera de la sierra de la Cabrera y ubicado en el pueblo de Valdemanco, se vende chalet impecable, con muy poco uso y disponibilidad inmediata, en bonita parcela de 600 m2. Excelente oportunidad! Su distribución es la siguiente:  PLANTA PRINCIPAL: - Cocina amplia y luminosa totalmente amueblada con electrodomésticos incluidos. - Gran salón comedor con salida a una maravillosa terraza donde disfrutar de la cercanía de la sierra y la tranquilidad del lugar. - Aseo de cortesía PRIMERA PLANTA: - 4 dormitorios amplios con armarios empotrados y unas excelentes vistas. - 2 cuartos de baños completos. SEGUNDA PLANTA: - Gran buhardilla diáfana con 2 ventanas velux que le permite tener buena luz natural. Además de los 190 m2 de vivienda, existe un sótano de unos 70 m2 con acceso directo a la parcela permitiendo numerosas opciones tales como segunda cocina, salón de verano, gimnasio, bodega, sala de juegos, etc.. . según su necesidad. Situado a tan solo 60 km de Madrid por A1, Valdemanco es un precioso pueblo serrano donde podrás vivir y disfrutar de su tranquilidad y belleza.  La línea 725 de autobús, situada a 150 metros de la vivienda, comunica el pueblo con Plaza Castilla cada 30 minutos. Una excelente oportunidad de compra.  No dudes en llamarme para más información o ir a verlo y confirmar que puede ser tu hogar.",True,False,,,2053.0,True,False,True,False,[],False,False,390000.0,€,,,chalet,Valdemanco,Chalet pareado en calle Peña del Hierro,good,396000.0,6000.0,2.0,semidetachedHouse,
108837651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/ef/77/1356619476.webp,,48,,980000.0,chalet,sale,185.0,,4,2,"calle de Enrique López García, 1",Madrid,La Moraleja,Arroyo de la Vega,es,,40.5342965,-3.6228381,True,https://www.idealista.com/inmueble/108837651/,"Inmobiliaria en Centro Alcobendas - Tecnocasa Estudio Inmobiliario Alcobendas Slu - -VENDE- Chalet Pareado en Urbanización Fuente Hito – Arroyo de la Vega (Alcobendas) con 185m2 de vivienda y 238m2 en Patios, Jardines y Piscina. Tecnocasa presenta en exclusiva este magnífico chalet pareado de tres plantas, con piscina privada, ubicado en una de las zonas más demandadas de Arroyo de la Vega, junto al Polideportivo José Caballero. La vivienda se encuentra en excelente estado y cuenta con numerosas reformas y mejoras, entre las que destacan la instalación de 8 placas solares, que suponen un considerable ahorro energético mensual. Distribución por Plantas: Planta Principal: Acceso a través de un patio delantero con porche acristalado. Piscina privada (3x6 metros), rodeada de césped artificial y patio lateral. En la parte trasera, se disfruta de una amplia terraza, cenador, y zona ajardinada con pérgola y toldo retráctil. Salón independiente muy luminoso, con aire acondicionado, chimenea, y salida directa a las zonas exteriores. Cocina reformada y totalmente equipada con electrodomésticos de primeras marcas: Vitrocerámica de inducción Microondas Nodor Horno Whirlpool Campana extractora Caldera Saunier Duval con contrato de mantenimiento Baño completo con ventana. Espacio bajo escalera habilitado como despensa. Suelos de gres en perfecto estado. Ventanas Climalit. Sistema de videoportero y alarma instalada. Primera Planta: Cuatro dormitorios, tres de ellos con armarios empotrados completamente vestidos. 3 dormitorios con Aires Acondicionado. Baño común recientemente reformado, con materiales de alta calidad, plato de ducha con mampara, ventana exterior, y calentador toallero. Ventanas de doble acristalamiento, correderas y con mosquiteras. Iluminación LED en toda la Vivienda. Suelo de tarima en habitaciones y escaleras. Telefonillo en planta. Planta Sótano: Amplio garaje privado de más de 32 m², con espacio para un vehículo grande y zona de almacenaje adicional. Dispone de Cargador de Vehículos Eléctricos.             punto de agua y luz. Esta propiedad representa una excelente oportunidad de vivir en una de las zonas más exclusivas de Alcobendas, en un entorno tranquilo, con fácil acceso a servicios, zonas verdes y deportivas. ¡Contáctanos para más información o para concertar una visita!   Disponemos de servicio de financiación, solicite un ESTUDIO FINANCIERO gratuito para ver la viabilidad de compra y los tipos de hipotecas al cual puede acceder. El precio de venta expuesto no incluye gastos inmobiliarios, ni impuestos. Oferta no vinculante, puede contener errores de publicación.",False,False,,,5297.0,True,False,True,False,[],False,False,980000.0,€,True,True,chalet,"Arroyo de la Vega, La Moraleja","Chalet adosado en calle de Enrique López García, 1",good,,,,terracedHouse,
106598123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/2d/7a/1288228876.webp,,43,1,2900000.0,flat,sale,338.0,True,5,6,"avenida de Luis García Cereceda, 7",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.405313,-3.796996,True,https://www.idealista.com/obra-nueva/106598123/,"Primera planta de 338 m2 con vista al campo de golf A la vivienda se accede a través de un amplio hall donde se encuentra una gran superficie diáfana denominada Family Room muy luminoso con vistas a jardín de la urbanización y al campo de golf. En la zona de día, encontramos un amplio salón de 56m2 orientado al sur con una gran terraza de 22m2. El salón se comunica con la cocina orientada al norte y al oeste de 22m2. Junto a la cocina encontramos la zona de servicio con lavandería, tendedero, y dormitorio con baño. Junto al salón se ubica el aseo de cortesía. En la zona de noche encontramos un el dormitorio principal que cuenta con zona de cama un amplio vestidor y baño con ducha y bañera, todo ello de 49m2 con terraza privada. En la cara norte se ubican 3 dormitorios secundarios todos con baño en suite. La vivienda cuenta con 5 plazas de garaje y trastero. Las Sky Villas funden los conceptos de vivienda unifamiliar y vivienda en comunidad. Ya no es necesario renunciar al jardín para tener privacidad o a las vistas para disfrutar de una piscina, ni privarse de las ventajas de vivir en comunidad. Con las Sky Villas las viviendas se benefician de las ventajas de una y otra tipología de edificio, evitando los inconvenientes de ambas. Las Sky Villas de LAFINCA disponen de enormes ventanales que se abren al sol y a las vistas hacia los jardines y el campo de golf. En una magistral comunicación del interior y el exterior, el paisaje pasa a formar parte de la vivienda. UBICACIÓN ESTRATÉGICA El conjunto residencial se encuentra próximo a los mejores colegios internacionales (Colegio Británico), prestigiosos hospitales (Hospital Universitario Quirón) y clínicas privadas (La Zarzuela). También tendrá a su alcance instalaciones deportivas de gran nivel como el Reebok Sport Place y cercanía a otros centros comerciales como El Zielo, El Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. COMUNICACIONES El conjunto residencial ofrece excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. EL ENTORNO Naturaleza y arquitectura se entrelazan dando lugar a un conjunto residencial que se percibe como un gran jardín, donde el agua y la vegetación, junto con el sol, son protagonistas indiscutibles. Más de 40.000 m2 de jardines comunitarios, sin viario que los interrumpa, se suman a los jardines privados de cada una de nuestras SKY VILLAS.  Las SKY VILLAS cuentan con espectaculares vistas al nuevo campo LaFinca Golf cuidadosamente concebido como un espacio de respeto al medio ambiente e integración paisajística con el terreno original. El conjunto residencial LaFinca LGC está concebido para que los residentes en nuestras SKY VILLAS disfruten de la mejor calidad de vida. A escasos 200 metros, en la Avenida Luis García Cereceda se ubicará LAFINCA GRAND CAFÉ el que está llamado a convertirse en referente de la restauración premium en España. Calidad, seguridad y diseño se unen para conseguir un ambiente único y una experiencia de compra y restauración excepcional.",False,True,True,True,8580.0,True,False,False,False,[],False,False,2900000.0,€,True,True,flat,"La Finca, Pozuelo de Alarcón","Piso en avenida de Luis García Cereceda, 7",,,,,,
109108022,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/d2/c9/1366116525.webp,FTEMARCOS,31,2,295000.0,flat,sale,89.0,True,2,2,calle de Fuentespina,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3788406,-3.6067689,False,https://www.idealista.com/inmueble/109108022/,"PISO VENTA 2 DORMITORIOS (ANTES 3) EN SANTA EUGENIA. Nuevo Hogar vende esta espléndida propiedad en uno de los barrios residenciales más bellos y cotizados de Vallecas: Santa Eugenia, concretamente en la calle Fuentespina. La vivienda se ubica en una segunda altura con ascensor y portero físico, en una finca que data de 1975, sin derramas aprobadas ni en curso y con ITE favorable hasta 2029. El piso tiene una superficie construida de 89m2 y se han realizado algunas modificaciones estructurales respecto a la planta inicial. Desde la entrada accedemos a una espectacular cocina independiente, luminosa, totalmente equipada (excepto la nevera, que se llevará el propietario) y amueblada. Al otro lado se despliega un salón al que se le han ganado metros, incorporando una terraza y lo que anteriormente era una habitación aneja. El pasillo de distribución muestra un aseo que actualmente se usa como trastero, un baño completo con bañera y ventana, y por último los dos dormitorios, uno de ellos individual y otro doble, ambos equipados con armarios empotrados. Algunas calidades incorporadas a la vivienda son la puerta blindada, calefacción por gas natural individual, pavimento de parqué, cerramientos de aluminio.  En lo referente a la zona, Calle Fuentespina, está ubicada en un lugar privilegiado, el barrio de Santa Eugenia (Villa de Vallecas), que se erige como un enclave dinámico y bien comunicado que combina servicios esenciales y ambiente acogedor, enmarcado en un entorno natural privilegiado, con un jardín botánico público conformado por más de 200 especies vegetales. La zona está totalmente provista de servicios como bancos, supermercado, guarderías, colegios y farmacia y el Centro Médico Fuentespina, y el Centro Comercial La Gavia a menos de 10 minutos. Todo esto se apoya en excelentes conexiones de transporte público: autobuses (líneas 58, 63, 145), Cercanías (estación Santa Eugenia, líneas C2/C7/C8) y Metro (línea 1 en Villa de Vallecas o La Gavia). El tejido urbano favorece un entorno residencial cómodo, moderno y lleno de vida. En suma, nos encontramos ante una vivienda acogedora, luminosa y con múltiples posibilidades de replanteamiento de espacios, enclavado en una de las zonas más bellas y modernas de Vallecas. ¡Te esperamos para realizar una visita!",True,False,True,,3315.0,True,False,True,False,[],False,False,295000.0,€,,,flat,"Santa Eugenia, Madrid",Piso en calle de Fuentespina,good,,,,,
