propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108215147,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/de/46/1356585653.webp,LODON-00738,28,255000.0,duplex,sale,135.0,2,2,calle Florida,Madrid,El Escorial,es,40.5827925,-4.1282452,False,https://www.idealista.com/inmueble/108215147/,"En pleno corazón de la Leal Villa de El Escorial, título otorgado por Fernando VII como consecuencia del valiente comportamiento de sus habitantes frente a las fuertes represalias por la resistencia ofrecida a los franceses durante la Guerra de la Independencia y, a pocos metros de la Iglesia de San Bernabé, uno de los ejemplos más puros del estilo herreriano, se ubica este magnífico dúplex, donde podrás despertar cada mañana en un lugar donde la historia y la naturaleza van de la mano.  Esta vivienda, de estancias amplias y techos altos, cuenta con unos 135 m² construidos (aproximadamente 120 m² útiles), se distribuye en dos plantas, donde su atmósfera luminosa gracias a su orientación noroeste, proporciona luz suave durante todo el día y mágicos atardeceres. La vivienda mantiene el alma de lo auténtico con una distribución tradicional que permite independencia entre las zonas de día y de noche. En la planta principal, encontramos un salón-comedor de 16 m², ideal para el descanso y la convivencia, una cocina independiente con armarios altos y bajos, lista para personalizar a tu gusto. Esta planta se completa con dos habitaciones dobles con armarios empotrados y un baño completo, lo que facilita la funcionalidad tanto para familias como para quienes buscan comodidad extra. La planta superior (bajocubierta) representa una de las joyas de la casa. Bajo techos inclinados y ventanas tipo Velux se configura un espacio versátil que puede funcionar como dormitorio adicional, despacho, sala de juegos o estudio.  Además, el edificio cuenta con pocos vecinos, lo que asegura un ambiente tranquilo y privado. La finca no tiene ascensor, pero las escaleras son cómodas y bien iluminadas. No dispone de plaza de garaje ni trastero, aunque existe facilidad de aparcamiento en la zona y varias zonas de aparcamiento cercanas. Su ubicación, representa uno de sus mayores atractivos. Vivir en la Calle Florida es tenerlo todo al alcance de la mano: supermercados, colegios, centro de salud, farmacias, zonas verdes, biblioteca municipal y cafeterías se encuentran a pocos pasos. La estación de tren de El Escorial está a menos de 10 minutos caminando, con conexión directa a Madrid en menos de una hora. También hay paradas de autobús urbano e interurbano a muy corta distancia. Este dúplex es mucho más que una propiedad: es una oportunidad de vivir rodeado de naturaleza, cultura y calidad de vida, en un entorno seguro y con todos los servicios de una gran ciudad, pero con el encanto sereno de un pueblo histórico. Ven a descubrirlo. Quizás este rincón con alma sea, por fin, el lugar que estabas buscando. La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor. El precio publicado NO incluye los impuestos y gastos legalmente establecidos y derivados de la transmisión e inscripción, en su caso.",True,good,False,1889.0,True,False,True,False,[],False,False,255000.0,€,flat,duplex,"Centro, El Escorial",Dúplex en calle Florida,2,True,Centro,,False,,,,,,,
106569265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/d9/e9/1287080552.webp,Fhog-2868,39,176000.0,flat,sale,29.0,1,1,calle del Salitre,Madrid,Madrid,es,40.4093913,-3.7002275,False,https://www.idealista.com/inmueble/106569265/,"***SIN COMISIONES DE AGENCIA INMOBILIARIA*** Este piso se encuentra en Calle del Salitre, 28012, Madrid, Madrid, situado en el distrito de Centro, en la planta bajo. Es un piso, construido en el año 1880, que tiene 29 m2 de los cuales 25 m2 son útiles y dispone de 1 habitaciones y 1 baños.  Está ubicado en el corazón de Madrid, muy cerca de Paseo de Santa María de la Cabeza en el barrio de Lavapiés, cerca de Museo Nacional del Prado y Museo Nacional Centro de Arte Reina Sofía. En sus alrededores encontramos la Universidad Oberta de Catalunya, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús, la estación de metro Lavapiés y la estación de tren Embajadores. Se encuentra a 17 minutos andando del centro de la localidad.  Soluciones a su medida.",True,renew,False,6069.0,True,False,False,False,[],False,False,176000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Salitre,bj,False,Centro,Lavapiés-Embajadores,False,,,,,,,
102172047,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/96/8e/1146719724.webp,JAPL22-91-v,44,2550000.0,flat,sale,510.0,5,2,calle de Maldonado,Madrid,Madrid,es,40.4331383,-3.6844781,False,https://www.idealista.com/inmueble/102172047/,"¡En venta! Te ofrecemos toda una planta bien espaciosa de 223 m2, perfecta para ti si buscas un consultorio médico, odontológico, un espacio de coworking o cualquier otro negocio. Incluso, si lo prefieres, puedes convertirla en dos coquetas viviendas. Y eso no es todo, ¡también hay una planta baja con un increíble garaje de 268 m2 para ni más ni menos que 16 coches! Esta joyita se encuentra en una zona inmejorable del distrito Salamanca, muy cerca de la estación de metro Núñez de Balboa y de la famosa calle Velázquez. No tienes excusa para no darle una oportunidad. Te recomendamos que nos llames y pidas una cita para visitarla y evaluar todas las posibilidades que este espacio ofrece para tu futura inversión. ¡Te esperamos! An entire first floor is SOLD with 223 m2 open plan, excellent for medical, dental, coworking, or other offices, with a 268 m2 garage for 16 cars. Excellent area of the SALAMANCA neighborhood, near the Nuñez de Balboa metro, and Velázquez street. Better to make an appointment to visit and be able to value it for your business.",False,good,False,5000.0,True,False,False,False,[],False,False,2550000.0,€,flat,,"Castellana, Madrid",Piso en calle de Maldonado,1,True,Barrio de Salamanca,Castellana,True,True,True,,,,,
109051910,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/06/ec/1365747899.webp,CHALET DIONISIO,22,1250000.0,chalet,sale,132.0,3,2,CL DIONISIO RIDRUEJO,Madrid,Madrid,es,40.4806386,-3.7351129,False,https://www.idealista.com/inmueble/109051910/,"Maravillosa casa unifamiliar en la privilegiada zona residencial de Fuentelarreina.  Con una superficie construida de 132 m² sobre una parcela de 300 m². Distribuido en dos plantas, esta vivienda ofrece un espacio ideal para disfrutar de la vida en familia. En la planta baja, te recibe un amplio recibidor que da paso a un luminoso salón, una cocina funcional, un baño completo y un dormitorio.  En la planta alta, encontrarás un distribuidor que conecta con dos dormitorios adicionales y otro baño completo, todos equipados con armarios empotrados para maximizar el espacio. Amplio espacio de almacenaje en los 2 recibidores, tanto en planta baja como en la alta. La parcela de 300 m² incluye un encantador jardín delantero con un porche cubierto de 40 m², perfecto para disfrutar de las tardes al aire libre. Además, cuenta con una zona acristalada que funciona como ""jardín de invierno"", ideal para relajarse o leer un buen libro. En el jardín posterior, hay una zona de barbacoa independiente, perfecta para reuniones familiares y con amigos. ¡Imagina las posibilidades de instalar una piscina y convertir este espacio en tu oasis personal! Este hogar se encuentra libre de gastos de comunidad y está rodeado de servicios esenciales: un ambulatorio médico a menos de 20 metros, una zona comercial a solo dos calles y supermercados cercanos. inmensidad de parques, centros deportivos como el campo de golf de la RFEG, centros deportivos como Arroyo fresno, club fundación ADR, escuelas de fútbol tanto masculino como femenino como Masriver y Fuentelarreina, también podemos encontrar un carril bici alejado de las grandes avenidas de la zona. La cercanía a colegios públicos y privados de prestigio, así como a parques y centros deportivos, hacen de esta ubicación una opción inmejorable para familias.  Además, la comunicación es excelente con dos líneas de autobús (EMT) y una línea de Metro, facilitando el acceso a las principales vías como la M-30 y M-40. No dejes pasar la oportunidad de vivir en esta encantadora casa en Fuentelarreina, donde cada rincón está pensado para ofrecer confort y calidad de vida.  ¡Contáctanos para más información y ven a visitarla!",True,good,False,9470.0,True,False,False,False,[],False,False,1250000.0,€,chalet,terracedHouse,"Peñagrande, Madrid",Chalet adosado en CL Dionisio Ridruejo,,,Fuencarral,Peñagrande,,,,,,,,
108352688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/c1/6f/999183434.webp,VT2.2,9,175000.0,flat,sale,67.0,2,2,calle Agustina de Aragón s/n,Madrid,Valdemoro,es,40.2009264,-3.6918344,True,https://www.idealista.com/obra-nueva/108352688/,"¡OBRAS INICIADAS! SOLO DISPONIBLES VIVIENDAS ADAPTADAS.  Deben acreditar la necesidad de una vivienda adaptada, ya sea por discapacidad reconocida, movilidad reducida o dependencia, mediante la presentación de la documentación correspondiente.  Promoción de viviendas VPPL en régimen de cooperativa. Viviendas de 2 y 3 dormitorios, con plaza de garaje y trastero, en urbanización privada con zonas comunes.  Dentro del residencial vas a poder darte un baño en la piscina en los calurosos días de verano, tomar el aire y relajarte en las zonas ajardinadas, así como disfrutar con los más peques en la zona infantil. Además, la urbanización cuenta con un local comunitario al que se le pueden dar diferentes usos, una pista polideportiva y una zona street work out.  Todas las viviendas cuentan con amplias terrazas. Los bajos y áticos tienen terrazas espectaculares desde las que no querrás salir de casa. Las viviendas están pensadas para favorecer la iluminación natural, con doble orientación en la mayoría de las viviendas, favoreciendo así la renovación del aire de tu nuevo hogar.  Podrás personalizar tu casa para hacerla única y elegir entre varias opciones de acabados.  Diverso Valdemoro está situado en el la zona conocida como El Postiguillo, una zona de nuevo desarrollo, muy cerca del Hospital Universitario Infanta Elena, con todos los servicios para el día a día muy próximos. Además, está perfectamente comunicado y con fácil salida a las carreteras M423 y A4.  Recuerda que para poder acceder a la compra de una vivienda protegida en régimen de VPPL debes cumplir unos requisitos que puedes consultar aquí.  *Al tratarse de viviendas en régimen de cooperativa, todos los socios contribuirán con una aportación en concepto de capital social.",False,newdevelopment,True,2612.0,True,False,False,False,[],False,False,175000.0,€,flat,,"Hospital, Valdemoro",Piso en calle Agustina de Aragón s/n,bj,True,Hospital,,True,True,True,,False,,,
108308528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/94/db/1340245617.webp,1301835,25,475000.0,flat,sale,95.0,3,2,calle de la Hacienda de Pavones,Madrid,Madrid,es,40.4064138,-3.65157,False,https://www.idealista.com/inmueble/108308528/,"Inmobiliaria VOhome Moratalaz vende. Magnifica propiedad, junto a la PLAZA DEL ENCUENTRO! Es una vivienda exterior, compuesta de 3 dormitorios, todos con armarios empotrados, dormitorio principal con pequeña terraza y baño completo en suite, amplio salón con acceso a terraza exterior, cocina, un segundo baño completo y trastero en planta sótano. También cuenta con armarios empotrados en pasillo, suelos de parquet, carpintería de roble, ventanas de doble acristalamiento oscilobatientes, paredes lisas, aire acondicionado con bomba de calor en el salón, calefacción y agua caliente centralizada con contadores individuales. La finca cuenta con ascensor y portero físico. La zona esta rodeada de comercios, zona Marroquina, zona Las Lonjas, calle hacienda de pavones, bancos, múltiples servicios, zonas verdes. Comunicación con autobuses líneas 20, 30, 32 N8. metro vinateros a 8 min andando, m30- a3, m 40, m 45, m 50 prolongación de O'Donnell. No dude en visitarlo, puede contactar con nosotros en el teléfono o en nuestra oficina de Avenida de Moratalaz 92, estaremos encantados de atenderles. Horario de oficina de Lunes a Viernes de 10:00 a 14:00 y de 16:30 a 20:30. Sábados de 10:00 a 14:00 horas. Contamos con departamento financiero para poder brindarle un servicio completo. Además somos especialistas en realizar cambios de vivienda, por si en su caso necesita vender para comprar, disponemos de 20 oficinas en la comunidad de Madrid y podemos asesorarle sin compromiso de como se realiza el proceso, gastos, mudanza, etc.. . *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera).",True,good,False,5000.0,True,False,True,False,[],False,False,475000.0,€,flat,,"Vinateros, Madrid",Piso en calle de la Hacienda de Pavones,1,True,Moratalaz,Vinateros,True,,,,,,,
108311533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/52/0c/1340379115.webp,3529-00314,71,374990.0,chalet,sale,234.0,6,3,calle del Real,Madrid,Pinilla del Valle,es,40.9274891,-3.8165644,False,https://www.idealista.com/inmueble/108311533/,"Casa Independiente en la sierra norte de la Comunidad de Madrid, en el corazón del Parque Nacional de la sierra de Guadarrama y en pleno Valle de Lozoya, Ideal para amantes de la naturaleza y del deporte al aire libre.  Pinilla del Valle, naturaleza, tranquilidad, rutas, gastronomía, se combinan en este pueblecito de montaña que guarda la esencia de lo auténtico y el ritmo pausado de la vida rural. Descubre esta espectacular casa independiente construida en 2005, con una superficie total de 234 m² distribuidos en tres plantas. Con seis dormitorios luminosos y tres baños. Ideal tanto como Hogar para familias que buscan comodidad y espacio como para explotación de Alojamiento Rural. El acogedor salón, equipado con chimenea, invita a disfrutar de momentos inolvidables en un entorno natural privilegiado. La cocina cuenta con todos los electrodomésticos y está decorada en estilo rústico acorde con el resto de la vivienda. Ubicada a tan solo 50 metros del embalse de Pinilla, esta propiedad es un paraíso para los amantes del senderismo con diferentes rutas de dificultad media y amantes de los deportes acuáticos. Además, las tres estaciones de esquí se encuentran a solo 20 minutos, lo que la convierte en una opción ideal para los entusiastas del deporte invernal. Gran oferta gastronómica además de contar con servicios de salud y tienda de conveniencia para las compras de última hora. Rascafría está a cinco minutos, donde podrás encontrar todos los servicios esenciales además de seguir disfrutando de naturaleza, rutas y excelente gastronomía. Monasterio del Paular, Puente del Perdón, Mirador de los Robles privilegiadas vistas del Parque Nacional de la Sierra de Guadarrama y Valle de Lozoya. Son algunas de las joyas que estos parajes ofrecen a la vista. La casa cuenta con armarios empotrados y trastero. Sauna, para relajarse después de un día lleno de actividades o para iniciarlo de forma saludable. La calefacción por caldera de gasoil asegura un ambiente agradable durante todo el año. También dispone de una plaza de garaje, lo que añade un valor extra a esta magnífica propiedad que ofrece todas las comodidades necesarias. **No dejes pasar la oportunidad de vivir en un entorno natural único y disfrutar de todas las actividades que ofrece. ¡Ven a visitar tu futuro hogar!",True,good,False,1603.0,True,False,False,False,[],False,False,374990.0,€,chalet,independantHouse,Pinilla del Valle,Casa independiente en calle del Real,,,,,,True,True,,,,,
109103392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/cc/77/1364446922.webp,,20,194900.0,duplex,sale,48.0,2,2,calle de Tomás Esteban,Madrid,Madrid,es,40.3905629,-3.6683251,False,https://www.idealista.com/inmueble/109103392/,"Se vende maravilloso dúplex muy luminoso en pleno corazón de Vallecas. La vivienda se distribuye de la siguiente manera: Planta Baja (23 M2 útiles). - Salón. - Cuarto de baño. - Cocina con tendedero. Planta alta abuhardillada (19 M2 útiles) - Distribuidor. - 2 dormitorios. - Cuarto de baño. Suelos de Tarima, calefacción y agua caliente por gas natural individual, Aire acondicionado en la planta de arriba. Vivienda muy luminosa con orientación sur oeste. Grandes ventanales. Edificio muy tranquilo, del año 1998, solo 5 vecinos. Comunidad 30 Euros / Mes. IBI 150 Euros / Año. En el entorno encontraremos todo aquello necesario para nuestra vida cotidiana, supermercados, comercios, gimnasios, parques, bares y restaurantes, etc. Zona bastante tranquila, poco ruido y poco tráfico.  Bien comunicado con la M30. líneas de autobuses de la EMT en el entorno, Metro más cercano Nueva Numancia (Linea 1 azul) La vivienda NO se vende con todos los muebles que aparecen en las fotos. Si deseas ampliar información llámanos y estaremos encantados de informarte y concertar una visita.",True,good,False,4060.0,True,False,True,False,[],False,False,194900.0,€,flat,duplex,"San Diego, Madrid",Dúplex en calle de Tomás Esteban,2,True,Puente de Vallecas,San Diego,False,,,,,,,
108113888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/3a/25/1334253074.webp,ESC 3 BAJO A,9,333900.0,flat,sale,158.0,4,2,calle ALISO s/n,Madrid,Guadalix de la Sierra,es,40.7866284,-3.6962228,True,https://www.idealista.com/obra-nueva/108113888/,"Promoción exclusiva en Guadalix de la Sierra Ya en construcción ¡Últimas viviendas a la venta! Presentamos su nueva promoción Residencial Violeta. El proyecto está compuesto por 51 viviendas de 2, 3 y 4 dormitorios. Bajos con amplios jardín privado y primeras plantas con maravillosas terrazas y áticos de ensueño. Única vivienda de 4 dormitorios en 1ª planta, trastero incluido en el precio La urbanización cuenta con piscina, zona ajardinada, salón social y gimnasio. Las viviendas cuentan con trastero incluido en el precio y 51 Plazas de garaje. Plaza de garaje opcional por 15.990€ (la plaza de garaje nº 13: 18.000€) Las viviendas están equipadas con la última tecnología en sistemas de climatización, Aerotermia para el agua caliente y con suelo radiante caliente con sistema de caldera de gas central y contadores independientes. El diseño elegante y moderno de la urbanización, unido al desarrollo del proyecto en busca de la máxima eficiencia energética a través del equipamiento del edificio, hacen de Residencial Violeta sea la mejor elección para disfrutar de su nuevo hogar. Zona exclusiva por ubicación y tranquilidad con servicio de Autobuses, y su situación próxima a todos los supermercados, centro de salud y zona de ocio.",False,newdevelopment,True,2113.0,True,False,False,False,[],False,False,333900.0,€,flat,,Guadalix de la Sierra,Piso en calle Aliso s/n,bj,True,,,True,True,False,15990.0,False,,,
108113948,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/49/19/1334254921.webp,ESC 5 BAJO B,9,306900.0,flat,sale,140.0,3,2,calle ALISO s/n,Madrid,Guadalix de la Sierra,es,40.7866284,-3.6962228,True,https://www.idealista.com/obra-nueva/108113948/,"Promoción exclusiva en Guadalix de la Sierra Ya en construcción ¡Últimas viviendas a la venta! Presentamos su nueva promoción Residencial Violeta. El proyecto está compuesto por 51 viviendas de 2, 3 y 4 dormitorios. Bajos con amplios jardín privado y primeras plantas con maravillosas terrazas y áticos de ensueño. Única vivienda de 4 dormitorios en 1ª planta, trastero incluido en el precio La urbanización cuenta con piscina, zona ajardinada, salón social y gimnasio. Las viviendas cuentan con trastero incluido en el precio y 51 Plazas de garaje. Plaza de garaje opcional por 15.990€ (la plaza de garaje nº 13: 18.000€) Las viviendas están equipadas con la última tecnología en sistemas de climatización, Aerotermia para el agua caliente y con suelo radiante caliente con sistema de caldera de gas central y contadores independientes. El diseño elegante y moderno de la urbanización, unido al desarrollo del proyecto en busca de la máxima eficiencia energética a través del equipamiento del edificio, hacen de Residencial Violeta sea la mejor elección para disfrutar de su nuevo hogar. Zona exclusiva por ubicación y tranquilidad con servicio de Autobuses, y su situación próxima a todos los supermercados, centro de salud y zona de ocio.",False,newdevelopment,True,2192.0,True,False,False,False,[],False,False,306900.0,€,flat,,Guadalix de la Sierra,Piso en calle Aliso s/n,bj,True,,,True,True,False,15990.0,False,,,
108852068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/7b/42/1364654403.webp,11275,16,325000.0,flat,sale,70.0,2,1,CL MARIANO SERRANO,Madrid,Madrid,es,40.4685911,-3.7007376,False,https://www.idealista.com/inmueble/108852068/,"Magnifico piso de 70 m, con 2 dormitorios uno de ellos doble, un salón comedor con mirador cocina equipada y amueblada, con una terraza pequeña a zonas de aparcamiento en superficie y cuarto de baño amplio, con bañera grande. El piso esta en, muy buen estado de conservación, es una segunda planta sin ascensor Además tiene una zona de aparcamiento en superficie. Esta vivienda dispone de calefacción y agua caliente sanitaria individual de gas natural, suelos de parquet y pintura gotelet En cuanto a la localización en paralelo a avenida de Asturias y paseo de la dirección, cerca de la zona financiera de Madrid, y plaza de castilla. Con una inmejorable conexión de metro y autobús en intercambiador de plaza de castilla. No lo dude y llámeme para mas información y agendar una visita.",False,good,False,4643.0,True,False,False,False,[],False,False,325000.0,€,flat,,"Valdeacederas, Madrid",Piso en CL Mariano Serrano,2,True,Tetuán,Valdeacederas,False,True,True,,,340000.0,15000.0,4.0
108776828,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/1c/60/1354808762.webp,,34,340000.0,flat,sale,54.0,1,1,"calle de Santiago de Compostela, 90",Madrid,Madrid,es,40.4784605,-3.7184704,True,https://www.idealista.com/inmueble/108776828/,"SOMOS PROPIETARIOS. SIN COMISIONES NI HONORARIOS DE AGENCIA. ¡Oportunidad en el Barrio del Pilar! Precioso piso extra luminoso con PISCINA y garaje en una de las zonas más consolidadas de Madrid. Situado en la calle Santiago de Compostela 90, en pleno eje de la Avenida de la Ilustración, este elegante y luminoso piso te ofrece confort, funcionalidad y bienestar en un entorno residencial, tranquilo y familiar. Características principales: Urbanización cerrada con piscina comunitaria, zonas ajardinadas y entrada independiente. Garaje incluido para mayor comodidad. Amplio salón comedor con grandes ventanales que inundan la vivienda de luz natural. Techos de aproximadamente 3.20 m de altura, que aportan sensación de amplitud y un toque vanguardista. Cocina americana totalmente equipada con electrodomésticos y encimera de porcelánico. Habitación amplia y, aunque en las fotos actuales no se muestra con puerta queremos destacar que se instalará una puerta para dejarla independiente y cerrada, lo que proporcionará un espacio privado y acogedor. Dispone de un cuarto de baño completo. Sistema de climatización con bomba de aire frío/calor asegura un ambiente confortable durante todo el año. Edificio bien conservado y mantenido, con portero físico 24/7, incluso en festivos, añade un extra de seguridad y tranquilidad. Ubicación privilegiada: a solo 10 minutos caminando del metro, muy cerca de la M-30, con una completa oferta de servicios, comercios (como La Vaguada), zonas verdes y centros comerciales. Este piso es una excelente oportunidad tanto para residencia habitual como para inversión, en un enclave privilegiado de Madrid, con un ambiente residencial, tranquilo y con todas las comodidades a tu alcance.",False,good,False,6296.0,True,False,False,False,[],False,False,340000.0,€,flat,,"Peñagrande, Madrid","Piso en calle de Santiago de Compostela, 90",bj,True,Fuencarral,Peñagrande,True,True,True,,,,,
109125693,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/df/95/1365091057.webp,Embajadores01,20,489000.0,flat,sale,108.0,2,2,CL EMBAJADORES,Madrid,Madrid,es,40.4077578,-3.7052159,False,https://www.idealista.com/inmueble/109125693/,"¡Vive la luz de Embajadores en un piso con gran potencial! Ubicada en la tercera planta de una finca con ascensor, acceso adaptado (rampas) y garaje, esta vivienda de 108 m² construidos (86 m² útiles) es ideal para quienes buscan comodidad, buena comunicación y una base perfecta para personalizar a su gusto. El salón, amplio y exterior, abre sus ventanales a la calle Embajadores, garantizando luz natural durante todo el día. Originalmente contaba con tres dormitorios: uno exterior y dos interiores que hoy se han unido para crear una gran habitación con ventanas a la corrala, un espacio lleno de luz gracias al cuidado patio interior con plantas. La vivienda se completa con cocina independiente, baño completo, aseo, varios armarios empotrados, calefacción central y aire acondicionado. Puntos clave de la vivienda: •Salón exterior y muy luminoso. •1 dormitorio exterior + 1 dormitorio interior amplio (antes 2). •Cocina independiente, baño completo y aseo. •Edificio de 1990 con ascensor, acceso para sillas de ruedas y carros. •Finca con garaje: posibilidad futura de alquilar o comprar plaza. •Patio de corrala cuidado con plantas, que aporta luminosidad y encanto. La zona y conexiones: Situada en Embajadores 37, con todo lo que necesitas a tu alcance: •Metro (L3 y L5) y Cercanías C-3 y C-5 en estación Embajadores. •Varias líneas de autobús y fácil acceso a Lavapiés, Atocha y Sol. •Colegios como IES Cervantes y Luz Casanova, supermercados, mercados y todos los servicios del centro. •Una de las zonas más auténticas y en tendencia de Madrid, perfecta para vivir o invertir. Una vivienda luminosa, con amplios espacios y en una finca con garaje y sin barreras arquitectónicas. ¡Contacta ahora para visitarla y descubre todo su potencial!",True,good,False,4528.0,True,False,False,False,[],False,False,489000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en CL Embajadores,3,True,Centro,Lavapiés-Embajadores,True,,,,,,,
109076404,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/ce/22/1363693422.webp,61,25,320000.0,flat,sale,69.0,2,1,avenida de Castilla y León,Madrid,Tres Cantos,es,40.6160336,-3.7258376,False,https://www.idealista.com/inmueble/109076404/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Vivienda sin amueblar. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baños con muebles y mamparas. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Amplias zonas comunes ajardinadas recién reformadas con PISCINA, PADEL, GIMNASIO Y PARQUE INFANTIL Zonas comunes recién reformadas. Situado en la zona del nuevo Tres Cantos, área tranquila y de grandes avenidas con fácil acceso a la m-607, autovía de colmenar viejo. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre.",False,good,False,4638.0,False,False,False,False,[],False,False,320000.0,€,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Castilla y León,5,True,Primera Fase - Nuevo Tres Cantos,,True,True,True,,,,,
107804224,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/55/06/1325553994.webp,LIRE-03249,26,195000.0,flat,sale,80.0,3,2,travesía de la Tejera,Madrid,Alpedrete,es,40.6574455,-4.0235635,False,https://www.idealista.com/inmueble/107804224/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirirlo en propiedad, con una superficie de 79,77m² muy bien distribuido en 3 dormitorios y 2 baños, un aseo y un baño completo, ubicado en la localidad de Alpedrete, provincia de Madrid. Este piso es ideal para aquellos que buscan un hogar cómodo, en una ubicación estratégica, con una distribución bien pensada y distribuida. Este inmueble es perfecto para familias, parejas o inversores.  La vivienda está perfecta para entrar a vivir, con cocina amueblada independiente con salida a tendedero cubierto. Las habitaciones son muy amplias y luminosas. Los baños están completos y perfectos para usar. Se encuentra situado en una zona céntrica y tranquila, con fácil acceso a todos los servicios y comodidades. A poca distancia de colegios, supermercados, centros de salud, parques, restaurantes y tiendas. Excelente conexión con transporte público, incluyendo paradas de autobús y fácil acceso a las principales vías de comunicación.  Este piso ofrece todas las características necesarias para disfrutar de una vida confortable y cómoda.  ¡No dejes pasar esta oportunidad de adquirir el hogar que siempre has soñado y tener tu propia vivienda! Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",True,renew,False,2438.0,True,False,True,False,[],False,False,195000.0,€,flat,,Alpedrete,Piso en travesía de la Tejera,bj,,,,False,,,,,,,
