propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108693302,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/46/bb/1352330226.webp,RP1302025139050,21,425000.0,flat,sale,134.0,3,2,Segunda Fase,Madrid,Tres Cantos,es,40.5965394,-3.7034852,False,https://www.idealista.com/inmueble/108693302/,"REDPISO VENDE en EXCLUSIVA esta increíble OPORTUNIDAD en Tres Cantos, sector EMBARCACIONES.  REPORTAJE FOTOGRAFICO EN PROCESO. Te presentamos este magnífico piso ubicado en uno de los sectores más exclusivos y con más encanto de Tres Cantos: Embarcaciones, una zona reconocida por su tranquilidad, amplias zonas verdes, excelente comunicación y completa oferta de servicios como colegios, comercios, centro de salud y la piscina municipal. La vivienda cuenta actualmente con dos amplios dormitorios, aunque originalmente tenía tres y se puede recuperar fácilmente esa tercera habitación con la simple colocación de un tabique. Dispone de dos baños completamente reformados, una cocina moderna con tendedero también reformado, una terraza perfecta para relajarte y un trastero incluido, que ofrece un espacio extra de almacenamiento. Una opción ideal tanto para familias como para quienes buscan invertir en una zona consolidada, tranquila y con alta demanda. No pierdas la oportunidad de vivir en uno de los rincones con más personalidad de Tres Cantos. ¡Ven a visitarlo!  Consulta la posibilidad de FINANCIACIÓN HASTA EL 100% con nuestro DEPARTAMENTO FINANCIERO DCREDIT. Según el Real Decreto Legislativo 1/2007, de 16 de noviembre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,3172.0,False,False,False,False,[],False,False,425000.0,€,,,flat,,"Segunda Fase, Tres Cantos",Piso,Destacado,1,True,Segunda Fase,,True,,,,
106291533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/ef/ce/1306925204.webp,JMC188S,9,266500.0,flat,sale,45.0,1,1,"calle Germán Pérez Carrasco, 24",Madrid,Madrid,es,40.4352405,-3.6454848,True,https://www.idealista.com/inmueble/106291533/,"Piso de segunda mano en venta de 40 m², con plaza de garaje, situado en Madrid. Se localiza en el barrio de Quintana. En sus inmediaciones dispone de centros de enseñanza, centro de salud, pequeño comercio y paradas de metro. Cuenta con una superficie de 40 m² distribuidos en salón-comedor, cocina, 1 dormitorios y 1 baño. Tiene buen acceso rodado desde las carreteras M-30 y Calle Alcalá.",False,good,False,5922.0,False,False,False,False,[],False,False,266500.0,€,True,True,flat,,"Quintana, Madrid","Piso en calle Germán Pérez Carrasco, 24",Destacado,bj,True,Ciudad Lineal,Quintana,False,,,,
108821692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/b0/b8/1356128123.webp,871VP,53,320000.0,chalet,sale,164.0,5,2,El Álamo,Madrid,El Álamo,es,40.2303648,-3.9961944,False,https://www.idealista.com/inmueble/108821692/,"**Chalet Independiente en El Álamo - ¡Tu refugio ideal! ** Descubre este espectacular chalet independient en la localidad de El Álamo a 30 minutos de Madrid capital.  La parcela cuenta con un total de de terreno de 550m² de superficie, donde se encuentra el inmueble con un total construido de 164m² repartido en dos plantas, ademas de la piscina.  Dispone de un total de 5 dormitorios y 2 baños En la planta baja encontramos un acogedor salón comedor, cocina independiente con salida a terraza y por otro lado a garaje, baño completo con ducha y habitación adicional. En la planta superior encontramos 4 amplios dormitorios muy amplio baño con bañera, de uno de los dormitorios nos conduce a una gran terraza. La finca cuenta con piscina propia de gresite. La calefacción es por caldera de gasoil, aire acondicionado en las dos plantas, armarios empotrados, suelo de terrazo, ventanas de aluminio correderas. Toldos, alarma, puertas de acceso blindadas. Tiene buen acceso para vehiculos.  ¡No dejes pasar la oportunidad de vivir en este maravilloso hogar!",False,good,False,1951.0,False,False,False,False,[],False,False,320000.0,€,True,True,chalet,independantHouse,El Álamo,Casa independiente,Destacado,,,,,,350000.0,30000.0,9.0,
108559602,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/97/91/1348459172.webp,CV10605,117,1000000.0,chalet,sale,509.0,7,5,San Andrés,Madrid,Colmenar Viejo,es,40.6594787,-3.7736715,False,https://www.idealista.com/inmueble/108559602/,"VENTA EXCLUSIVA ATANCE! SIN COMISIÓN A COMPRADORES ¡Increíble chalet independiente con piscina en enclave único de Colmenar Viejo! Se ofrece espectacular chalet independiente ubicado en una de las zonas más privilegiadas de Colmenar Viejo. Una vivienda única, ideal para familias grandes o incluso para dos núcleos familiares, gracias a su distribución y amplitud. La propiedad cuenta con un amplio jardín con piscina privada, perfecta para disfrutar del aire libre durante todo el año. La vivienda se distribuye en varias plantas y dispone de 7 dormitorios y 5 baños completos, lo que garantiza comodidad y privacidad para todos los miembros del hogar. Destacan sus dos cocinas completamente equipadas y dos salones, ambos con chimenea, ideales para crear distintos ambientes y zonas independientes dentro de la casa. Además, dispone de una amplia terraza y un porche acogedor, ideales para momentos de relax o reuniones sociales. Ubicación inmejorable, en un entorno tranquilo pero muy bien comunicado, con acceso cercano a centros educativos, comercios y transporte público. Una oportunidad única para quienes buscan espacio, calidad de vida y una ubicación privilegiada.",False,good,False,1965.0,False,False,False,False,[],False,False,1000000.0,€,True,True,chalet,independantHouse,"San Andrés, Colmenar Viejo",Casa independiente,Destacado,,,San Andrés,,,,,,
108624568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/46/ae/1356462592.webp,REF_34489,37,537000.0,chalet,sale,143.0,5,3,Collado Mediano,Madrid,Collado Mediano,es,40.6924462,-4.0131237,False,https://www.idealista.com/inmueble/108624568/,"EXCLUSIVA PROPIEDAD CON 2 VIVIENDAS INDEPENDIENTES Y GRANDES TERRAZAS CON BONITAS VISTAS EN COLLADO MEDIANO  TIENE UNA SEGUNDA VIVIENDA INDEPENDIENTE EN PLANTA BAJA. PARCELA CON VALLADO PARA HUERTO  Sin honorarios al comprador, en el privilegiado entorno natural de Collado Mediano, en el corazón de la Sierra de Madrid, Safti les presenta esta propiedad: un chalet pareado que acoge en su interior 2 viviendas completamente diferenciadas, ideal tanto para familias como para quienes buscan una inversión segura y versátil. La vivienda principal ofrece: 4 dormitorios bien distribuidos, con abundante luz natural. 3 cuartos de baño, (2 completos + 1 aseo) Un acogedor salón a dos alturas, con chimenea y gran ventanal. Cocina independiente totalmente equipada, con espacio de gran despensa y acceso a una gran terraza. Jardín con barbacoa, algunos metros de parcela vallados para huerto. Terrazas con magníficas vistas despejadas a la sierra, un auténtico privilegio visual. Garaje techado y trastero. Apartamento independiente: Una segunda unidad de uso totalmente privado, con acceso separado, perfecta para alojar familiares o invitados con total independencia o generar ingresos a través de alquiler tradicional o vacacional. Cuenta con: Un dormitorio doble. Salón con cocina integrada y baño completo. Aire acondicionado, jardín y barbacoa. Entrada independiente. Entorno y parcela: Ubicada en una urbanización privada con piscina, pista de tenis y parque infantil, esta propiedad se asienta sobre una parcela de 410 m² con excelente orientación solar y privacidad. ¡Agenda una visita!",True,renew,False,3755.0,False,False,True,False,[],False,False,537000.0,€,True,True,chalet,semidetachedHouse,Collado Mediano,Chalet pareado,Destacado,,,,,,,,,
107175012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/fd/b5/1305740291.webp,,36,600000.0,chalet,sale,296.0,5,3,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,es,40.370872,-3.5343357,False,https://www.idealista.com/inmueble/107175012/,"Exes Rivas vende chalet pareado en la mejor zona de rivas, muy cerca de colegio, instituto y zona comercial. Se distribuye de la siguiente manera: Planta baja: Salón comedor con chimenea dividido en dos ambientes con grandes ventanales que dan acceso a una espectacular parcela de 500 metros con piscina y jardín. Cocina equipada y baño de cortesía, y ademas habitación muy luminosa perfecta como oficina o habitación de invitados. Planta primera: cuatro habitaciones, la principal con baño en suite aire acondicionado y terraza, las otras tres dobles con armarios empotrados, y una de ellas con aire acondicionado y terraza, ademas de otro baño completo que da servicio a las tres habitaciones Planta sotano: bodega de 85 metros en bruto. A tener en cuenta: - Habitación en planta baja - Aire acondicionado en salón y dos habitaciones - Armarios empotrados - Rampa de acceso - piscina con valla de seguridad - salón en dos ambientes. ¡No pierdas la oportunidad de vivir en este exclusivo chalet pareado en Rivas Urbanizaciones! Contáctanos para más información y para concertar una visita. Tu nuevo hogar te está esperando.",True,good,False,2027.0,False,False,False,False,[],False,False,600000.0,€,True,True,chalet,semidetachedHouse,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Chalet pareado,Destacado,,,Rivas Urbanizaciones,,,,,,
108730076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/02/dd/1353439564.webp,JM19,22,1390000.0,flat,sale,165.0,3,3,Barrio Palacio,Madrid,Madrid,es,40.4176248,-3.7089362,False,https://www.idealista.com/inmueble/108730076/,"Espectacular inmueble con cuatro balcones lo que garantiza una magnífica entrada de luz natural a lo largo del día. Amplio salón comedor con cocina integrada La distribución incluye tres dormitorios y tres baños. Entre sus comodidades destacan el suelo radiante y el sistema de climatización por conductos, que aseguran confort en cualquier época del año. Una oportunidad única para disfrutar de un hogar con carácter en una ubicación inmejorable. MUCHOS DE NUESTROS INMUEBLES SOLO ESTÁN EN NUESTRA WEB; VISITANOS PARA VERLOS. Le gestionamos la venta de su casa de principio a fin, nos encargamos de todo para que no se preocupe por nada. Valoración gratuita, gestión de visitas, inversión en el activo para obtener el máximo beneficio, gestión documental y trámites con la notaría para realizar su venta con tranquilidad. INMOMA nace de la consecución de muchos años dedicados al sector inmobiliario, satisfaciendo con éxito las necesidades de nuestros clientes. Enfocados especialmente en la compraventa de inmuebles en las zonas prime de Madrid.",True,good,False,8424.0,False,False,False,False,[],False,False,1390000.0,€,True,False,flat,,"Palacio, Madrid",Piso,Destacado,3,True,Centro,Palacio,True,,,,150.0
107116592,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/37/ae/1303477637.webp,,53,900000.0,chalet,sale,450.0,6,4,Los Ángeles - Jarandilla,Madrid,Torrelodones,es,40.5780194,-3.9312051,False,https://www.idealista.com/inmueble/107116592/,"HOUX presenta esta sólida casa independiente de 450 m² construidos, situada en una parcela de 850 m², ideal para reformar y adaptarla a tus necesidades. Con una distribución en dos plantas, esta vivienda destaca por su amplitud, luminosidad y el encanto de su diseño original, ofreciendo una base estructural robusta que garantiza calidad y durabilidad. En la planta superior, encontramos un espacioso salón-comedor, una cocina, cuatro dormitorios y dos baños completos. Las numerosas ventanas permiten una entrada de luz natural excepcional, haciendo de esta planta un espacio cálido y acogedor. La planta inferior, a ras del suelo, dispone de un gran salón perfecto como zona de ocio o de estar, dos dormitorios adicionales, dos baños completos y un amplio garaje con capacidad para dos vehículos, pudiendo transformar este espacio en otro salón. Esta planta cuenta con una pequeña cocina.  La propiedad cuenta con varias terrazas y porches que ofrecen vistas al exterior y espacios para relajarse. En el jardín, se encuentra una piscina privada y una agradable zona verde, ideal para disfrutar de actividades al aire libre. Aunque la casa necesita reformas, su sólida construcción ofrece un gran potencial para convertirla en el hogar perfecto. La vivienda está ubicada cerca del casco urbano de Torrelodones, con acceso a una amplia variedad de servicios como colegios, supermercados, restaurantes, centros deportivos y más. Además, el municipio cuenta con excelentes conexiones por carretera (A-6) y transporte público (cercanías Renfe y autobuses), lo que facilita el acceso a Madrid y otros puntos cercanos. Torrelodones, situado a solo 30 kilómetros de Madrid, es uno de los municipios más demandados de la sierra noroeste. Conocido por su tranquilidad, su entorno natural y su excelente calidad de vida, es un lugar ideal para familias y personas que busquen vivir rodeadas de naturaleza sin renunciar a las comodidades. Con su privilegiada ubicación y su potencial para convertirse en un hogar personalizado, esta propiedad es una gran oportunidad para aquellos que deseen invertir o diseñar su casa ideal en un entorno exclusivo. ¡No dudes en contactarnos, no cobramos honorarios a la parte compradora!",False,renew,False,2000.0,False,False,False,False,[],False,False,900000.0,€,True,True,chalet,independantHouse,"Los Ángeles - Jarandilla, Torrelodones",Casa independiente,Destacado,,,Los Ángeles - Jarandilla,,,,,,
108699662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/7f/a2/1355358503.webp,,22,174500.0,duplex,sale,85.0,2,1,calle Miño,Madrid,Camarma de Esteruelas,es,40.5315791,-3.3867194,False,https://www.idealista.com/inmueble/108699662/,"Living La Moraleja ofrece este loft duplex en venta en Camarma de Esteruelas, a dos minutos en coche de Alcalá de Henares. Está ubicado en una urbanización cerrada, con cámaras perimetrales, conserje y seguridad 24 horas. Se trata de una planta baja con terraza.",False,good,False,2053.0,False,False,False,False,[],False,False,174500.0,€,True,True,flat,duplex,Camarma de Esteruelas,Dúplex en calle Miño,Destacado,bj,True,,,False,,,,
108506812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/55/22/1346946815.webp,RP1302025138239,17,260000.0,flat,sale,70.0,1,1,Zona Industrial,Madrid,Tres Cantos,es,40.6029531,-3.6971624,False,https://www.idealista.com/inmueble/108506812/,"REDPISO vende EN EXCLUSIVA maravilloso loft en la Zona Industrial de Tres Cantos. ¿Buscas un espacio diferente, moderno y con estilo propio? Este loft dúplex en la zona industrial de Tres Cantos puede ser justo lo que estabas esperando. Un concepto abierto, lleno de luz y con carácter: este inmueble cuenta con una habitación amplia, un baño completo y un vestidor que enamora. La cocina americana se integra con el salón creando un ambiente moderno, perfecto para quienes valoran el diseño y la funcionalidad. ¿Y lo mejor? Una terraza con vistas a las zonas comunes de la urbanización: jardines bien cuidados, una piscina donde desconectar y una pista de pádel para liberar tensiones tras un día de trabajo. Todo, sin salir de casa. Incluye además plaza de garaje, un imprescindible para tu comodidad diaria. Pero lo que realmente hace único a este loft es su ubicación privilegiada: en la zona industrial de Tres Cantos, con excelente comunicación y a un paso del Parque del Este, un pulmón verde que te conecta directamente con la belleza natural de Soto de Viñuelas. Ideal para los amantes del deporte al aire libre, paseos en bici o simplemente para desconectar entre árboles y senderos. Estilo, funcionalidad, zonas comunes de lujo y un entorno natural a tu alcance. Vive diferente. Vive bien. Vive aquí. Contáctanos y ven a descubrir tu próximo hogar. ¡Este loft tiene mucho que decirte! Consulta la posibilidad de financiación hasta el 100% con nuestro DEPARTAMENTO FINANCIERO DCREDIT. Según el Real Decreto Legislativo 1/2007, de 16 de noviembre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,3714.0,False,False,False,False,[],False,False,260000.0,€,True,True,flat,,"Zona Industrial, Tres Cantos",Piso,Destacado,bj,True,Zona Industrial,,True,,,,
108352626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/3e/36/1341560395.webp,REF_34230,28,116000.0,chalet,sale,105.0,4,1,Chinchón,Madrid,Chinchón,es,40.1423204,-3.4208193,False,https://www.idealista.com/inmueble/108352626/,"El capricho de vivir en una ciudad medieval  Tanto como si es derribada como si es restaurada puede construir: la casa de sus sueños, casa rural, hotel boutique, Restaurante, apartamentos turísticos etc. En una población medieval.  Ponemos a su disposición financiar hasta el 100% de su inversión, y les ofrecemos presupuesto de reforma totalmente gratuito. Casa antigua para reconstruir. Ideal para Hotel boutique, Casa rural, Residencia de ancianos, Salón de bodas, Mesón restaurante de lujo con grandes salones o habitaciones en su parte superior. La opción de ser reconstruida nos da la oportunidad de realizar la distribución y construcción a nuestro antojo. Situada en el Casco antiguo de la localidad, con vistas excelentes en la parte alta de la casa. Está situada a 57 Km de Madrid, esta distancia de la capital, nos hace poder tenerla también, como residencia habitual o como segunda residencia para vacaciones o para fines de semana. Si vamos en coche las vías de acceso desde Madrid: A-3 hasta el Puente de Arganda con desvío señalizado hacia la derecha por la carretera M-311-313, que pasa próxima a Morata de Tajuña camino de Chinchón. R-3 a la altura de Perales de Tajuña. A-4 hasta el cruce con la carretera M-404 Navalcarnero-Chinchón, que pasa por Ciempozuelos y Titulcia, con un trazado más recto. Existen más vías de acceso a la Ciudad de Chinchón, procediendo éstas de los pueblos limítrofes. Si elegimos ir en autobús: Desde Madrid hay un buen servicio de autobuses, prácticamente cada hora, realizado por la empresa de transportes La Veloz, que se inicia en la Pza. Conde Casal, cabecera de la N-III, Madrid-Valencia. Se trata de la línea de autobuses 337 Madrid-Chinchón-Valdelaguna. Desde Aranjuez hay un buen servicio de autobuses, prácticamente cada.",False,renew,False,1105.0,False,False,False,False,[],False,False,116000.0,€,,,chalet,independantHouse,Chinchón,Casa independiente,Destacado,,,,,,,,,
108479260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/1e/a4/1346162795.webp,RP1572025138853,25,209500.0,flat,sale,78.0,3,1,Reyes Católicos,Madrid,Alcalá de Henares,es,40.4738941,-3.3783565,False,https://www.idealista.com/inmueble/108479260/,"Destacado: se vende piso con todas las calidades en alcalá de henares- madrid. Muy cerca del casco histórico, la zona cuenta con todos los servicios: comercios, transporte público, centro salud. Vivienda moderna, totalmente reformada, se distribuye en: hall entrada, salon amplio con aire acondicionado, terraza grande, abierta; cocina completa, equipada con vitro, terraza cerrada; 3 dormitorios con armarios empotrados, baño de tres cuerpos equipado con bañera y ventana. * ventanas climalit, suelos de tarima, calefacción central, persianas, toldo, aire acondicionado* finca construida en 1978. ¡visita sin compromiso! * asesoramiento gratuito con nuestro departamento financiero dcredit*.",True,good,False,2686.0,False,False,False,False,[],False,False,209500.0,€,,,flat,,"Reyes Católicos, Alcalá de Henares",Piso,Destacado,4,True,Reyes Católicos,,True,,,,
108134292,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/ba/0b/1334891816.webp,,18,212500.0,flat,sale,75.0,3,1,calle del Rosario,Madrid,Móstoles,es,40.3205598,-3.856503,False,https://www.idealista.com/inmueble/108134292/,"¡Descubre tu nuevo hogar en esta espectacular vivienda exterior ubicada en una urbanización cerrada! Este piso de 75 m² cuenta con tres luminosos dormitorios, perfectos para disfrutar de la tranquilidad y el confort. El baño ha sido reformado con una moderna ducha y mampara, ideal para relajarse después de un largo día. La cocina está completamente amueblada y equipada con placa, horno y campana, lista para que des rienda suelta a tu creatividad culinaria. Los suelos de gres y las puertas de roble aportan un toque elegante a cada rincón. La vivienda ha sido pintada en un suave gotelé blanco, creando un ambiente acogedor y luminoso. Además, cuenta con calefacción individual y radiadores de aluminio, asegurando que siempre estés cómodo en cualquier época del año.  No te preocupes por el espacio de almacenamiento, ya que incluye un práctico trastero. La puerta principal es blindada, brindando una mayor seguridad. Con ventanas de aluminio que permiten la entrada de luz natural y una orientación este que asegura sol por las mañanas, este piso se convierte en una opción ideal para tu nueva vida. ¡No dejes pasar esta oportunidad única!",False,good,False,2833.0,False,False,False,False,[],False,False,212500.0,€,,,flat,,"Este, Móstoles",Piso en calle del Rosario,Destacado,en,True,Este,,True,,,,
108446850,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/23/c1/1345140812.webp,VPA0200306594,19,620000.0,flat,sale,186.0,1,1,calle de Bravo Murillo,Madrid,Madrid,es,40.4547521,-3.702744,False,https://www.idealista.com/inmueble/108446850/,"Venta de Activo en Zona Comercial – Ideal para Oficinas u Otros Usos? Ubicación EstratégicaFrente a la estación de metro Tetuán (L1) y a 400m de Valdeacederas (L1). Conectado con múltiples líneas de autobús: 49, 66, 124, N22 y N23. Zona en auge con todos los servicios y gran afluencia comercial. ? Características del InmuebleDos alturas, actualmente configuradas como oficina. 186 m² reformados íntegramente hace un año (electricidad y tuberías nuevas). Edificio con ascensor y portero físico. ? Planta Superior: 7 oficinas totalmente equipadas con las últimas tecnologías. Cafetería y 2 aseos. Espacios listos para comenzar a trabajar, un valor añadido en la zona. ? Planta Inferior: Oficinas adicionales. Pequeño almacén para mayor funcionalidad. ? Oportunidad de inversión: Espacio versátil con potencial para diversos usos. ¡Consulta más información y agenda tu visita?",False,good,False,3333.0,False,False,False,False,[],False,False,620000.0,€,,,flat,,"Berruguete, Madrid",Piso en calle de Bravo Murillo,Destacado,,,Tetuán,Berruguete,False,,,,
109018367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/8f/f9/1367025803.webp,RP2322025140844,14,215000.0,flat,sale,68.0,3,1,Chorrillo,Madrid,Alcalá de Henares,es,40.4871775,-3.3687031,False,https://www.idealista.com/inmueble/109018367/,"AMPLIO, LUMINOSO Y MUY BIEN COMUNICADO Te presento un piso impecable de 3 dormitorios en Alcalá de Henares, en una zona estratégica con acceso privilegiado al transporte público. ¿Te imaginas vivir con todo esto? Cercanías a solo 6 min caminando, con conexiones directas a Madrid (líneas C2 y C7). Parada de autobús a escasos metros, con múltiples líneas urbanas e interurbanas. Colegio Daoíz y Velarde (infantil y primaria), Escuela Oficial de Idiomas, guarderías y el instituto Antonio Machado a corta distancia. Atención médica completa: Policlínico HM, Hospital HM Vallés, farmacias 24 h, clínica dental y centro de salud municipal. Todas tus compras al alcance de la mano: supermercados (Carrefour Express, Ahorramás, DIA), panaderías, carnicerías, y el mercado municipal. Muy cerca también de servicios oficiales: Ayuntamiento, Agencia Tributaria, oficinas de empleo, policía local, bomberos y puntos de tramitación oficiales. El piso: 3 dormitorios bien distribuidos, 1 baño completo. Salón luminoso con acceso directo a una amplia terraza, perfecta para disfrutar de la luz natural. Trastero incluido, ideal para almacenamiento extra. Zona equipada con todos los servicios, colegios, comercios y conexión inmejorable con el centro urbano. Ascensor en finca, con orientación que garantiza luz durante todo el día. Tu asesoría financiera sin compromiso Además, con mi experiencia en el mercado local y el respaldo del departamento DCREDIT, te ofrezco asesoramiento gratuito y sin compromiso para que conozcas las condiciones más favorables en tu futura hipoteca.",True,good,False,3162.0,False,False,False,False,[],False,False,215000.0,€,,,flat,,"Chorrillo, Alcalá de Henares",Piso,Destacado,3,False,Chorrillo,,True,,,,
108549933,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/25/c0/1348192253.webp,JM14,17,990000.0,flat,sale,100.0,3,2,Barrio Chueca-Justicia,Madrid,Madrid,es,40.4252914,-3.6970143,False,https://www.idealista.com/inmueble/108549933/,"Espectacular inmueble exterior muy luminoso y con vistas despejadas cerca a la Plaza Santa Bárbara. Muy luminoso y con vistas despejadas. El amplio salón-comedor con grandes ventanales, crea un ambiente sofisticado y acogedor. La cocina totalmente equipada y diseñada para ofrecer funcionalidad y estilo. Cuenta con tres dormitorios, dos baños completos y armarios empotrados que maximizan el almacenamiento. Una oportunidad única para disfrutar de un hogar con carácter en una ubicación inmejorable. MUCHOS DE NUESTROS INMUEBLES SOLO ESTÁN EN NUESTRA WEB; VISITANOS PARA VERLOS. Le gestionamos la venta de su casa de principio a fin, nos encargamos de todo para que no se preocupe por nada. Valoración gratuita, gestión de visitas, inversión en el activo para obtener el máximo beneficio, gestión documental y trámites con la notaría para realizar su venta con tranquilidad. INMOMA nace de la consecución de muchos años dedicados al sector inmobiliario, satisfaciendo con éxito las necesidades de nuestros clientes. Enfocados especialmente en la compraventa de inmuebles en las zonas prime de Madrid.",True,good,False,9900.0,False,False,False,False,[],False,False,990000.0,€,,,flat,,"Chueca-Justicia, Madrid",Piso,Destacado,4,True,Centro,Chueca-Justicia,True,,,,
108960287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/a6/83/1360138315.webp,RP1302025140611,30,489000.0,flat,sale,114.0,3,2,Primera Fase - Nuevo Tres Cantos,Madrid,Tres Cantos,es,40.6110042,-3.7103647,False,https://www.idealista.com/inmueble/108960287/,"Redpiso vende en exclusiva estupenda vivienda de tres dormitorios y dos baños completos, uno de ellos en suite. La terraza ha sido incorporada al salón, aportando una mayor amplitud y luminosidad a la estancia principal. La vivienda ha sido reformada, incluyendo la instalación eléctrica, fontanería y ventanas (Climalit), lo que garantiza confort y eficiencia energética. Cuenta con instalación de aire acondicionado frío/calor en el salón y habitación principal. Ubicada en una finca con circuito cerrado de seguridad, en una zona privilegiada de Tres Cantos, con todos los servicios a mano: comercios, bancos, transporte público y a escasos metros del Parque Central. Incluye plaza de garaje y trastero. Consulte nuestra financiación.",False,good,False,4289.0,False,False,False,False,[],False,False,489000.0,€,True,True,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso,Destacado,1,True,Primera Fase - Nuevo Tres Cantos,,True,,,,
107073721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/39/af/1302158960.webp,,16,192000.0,flat,sale,71.0,3,1,calle Fuentebella,Madrid,Parla,es,40.2286149,-3.7770584,False,https://www.idealista.com/inmueble/107073721/,"OCA servicios inmobiliarios les ofrece una oportunidad de compra en la mejor zona de Parla. El piso situado cerca del hospital, cuenta con muy buenas vistas al tratarse de una segunda planta. Consta de tres habitaciones, salón, cocina, baño y terraza acristalada. Con muy buena orientación lo que le da al piso gran luminosidad.  Tiene casi todos los extras como piscina privada, pista de pádel, pista de tenis, ascensor y trastero. A 1 minuto hay dos parking de varias plantas aunque es una zona fácil para aparcar.  Muy bien comunicado con Madrid y Cobo Calleja, con varias paradas de autobús y tranvía a unos minutos. En la comunidad está incluida la calefacción y el agua.  Una gran oportunidad para invertir en la mejor zona de Parla a un precio muy competitivo. El piso tiene inquilinos y pagan 850€ desde hace 8 años, buenos inquilinos, con una rentabilidad del 5,5 %. Te ayudamos con la financiación, solo llámanos y pregunta.",True,good,False,2704.0,False,False,False,False,[],False,False,192000.0,€,,,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso en calle Fuentebella,Destacado,2,True,Fuentebella-San Felix-El Leguario,,True,,,,
109197976,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/35/07/1367191624.webp,GPT471,4,119000.0,flat,sale,25.0,1,1,Barrio Santa Eugenia,Madrid,Madrid,es,40.3804908,-3.6056449,False,https://www.idealista.com/inmueble/109197976/,"SI! CASA INMOBILIARIA - 买房，卖房，找欧乘房产！ DESCRIPCIÓN DE LA PROPIEDAD: Se vende local con uso residencial según catastro, con una superficie construida de 25 m². Distribuido en dormitorio, salón-comedor y baño. Aunque necesita algunas mejoras, su ubicación en planta baja lo hace especialmente atractivo para personas mayores o con movilidad reducida. UBICACIÓN: el barrio de Santa Eugenia (Villa de Vallecas, Madrid). Tiene buena conexión en transporte público: cerca del metro La Gavia (L1) y de la estación de Renfe Vallecas (líneas C2 y C7). También pasan varias líneas de autobús. En el entorno hay colegios, centro de salud, parques y el centro comercial La Gavia. Ideal para vivir con buena accesibilidad al centro de Madrid. SERVICIOS EXCLUSIVOS DE SI! CASA: En SI! CASA estamos comprometidos en ofrecer a nuestros clientes un servicio completo y personalizado. Al adquirir esta propiedad, te ofrecemos lo siguiente: Buscamos las mejores opciones que se adapten a tus necesidades individuales. Evaluamos tu situación financiera y te asesoramos en las mejores soluciones. Te ofrecemos la opción de encargarnos de todos los trámites relacionados con la financiación. Te guiaremos y asistiremos en cada paso del proceso de adquisición de tu futura casa. Para solicitar más información, visita nuestra oficina en Parla, calle Real 2, o llama al TEL:  COMERCIAL ENCARGADO: Feiyan, TEL:.",False,good,False,4760.0,False,False,False,False,[],False,False,119000.0,€,,,flat,,"Santa Eugenia, Madrid",Piso,Destacado,bj,True,Villa de Vallecas,Santa Eugenia,False,,,,
