propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
107789087,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/da/b4/1323780958.webp,34,1,1250000.0,flat,sale,100.0,True,2,2,"calle de Ayala, 55",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4276141,-3.6779738,True,https://www.idealista.com/inmueble/107789087/,"¡Descubre tu nuevo hogar en el corazón del exclusivo Barrio Salamanca! Este magnífico piso de lujo, completamente reformado, ofrece un espacio amplio de 100 m² que combina elegancia y comodidad. Con 2 dormitorios, uno de ellos en suite, y 2 baños modernos con ducha, este inmueble es perfecto para disfrutar de una vida de calidad. La cocina, totalmente amueblada y con zona de office, es ideal para los amantes de la gastronomía. El salón destaca por sus 2 balcones que dan a la calle, llenando de luz natural cada rincón. Los amplios armarios empotrados y puertas a techo integradas aportan un toque de sofisticación y elegancia, mientras que el exclusivo rodapié con iluminación y detector de presencia añade un extra de modernidad. Las ventanas nuevas con persianas automáticas de seguridad garantizan tranquilidad y confort. Además, el aire acondicionado por conductos y la calefacción central aseguran un ambiente agradable durante todo el año. Este edificio cuenta con ascensor y portero, brindando un servicio adicional que se valora en la vida diaria. No pierdas la oportunidad de vivir en una de las zonas más cotizadas de Madrid. ¡Contacta ahora para concertar una visita!  NO COBRAMOS COMISION AL COMPRADOR Inmoges lleva mas de 35 años prestando sus servicios en toda la provincia de Madrid y Toledo.",False,good,False,True,12500.0,False,False,False,False,[],False,False,1250000.0,€,flat,"Goya, Madrid","Piso en calle de Ayala, 55",Destacado,,,,2426,,,
107287391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/2c/21/1308531819.webp,59,,2600000.0,chalet,sale,1386.0,,9,10,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5850228,-4.1645345,False,https://www.idealista.com/inmueble/107287391/,"ESTATE ONE ofrece fantástica casa independiente en zona residencial muy cercana al Monasterio de El Escorial. Está distribuida en 3 plantas. El acceso es por la planta central donde se encuentra un magnífico hall de entrada, un gran salón, un comedor, dos habitaciones en suite y un despacho. Todas estas habitaciones dando a estupenda terraza con preciosas vistas. En esta misma planta se encuentra la cocina, cuarto de lavado, aseo de invitados y de servicio y el ascensor. En la planta alta encontramos una increíble biblioteca de 125m2, 2 habitaciones en suite, un baño completo y un gran vestidor con estudio de 40m2. La planta baja ha sido recientemente reformada en su totalidad. Al bajar la escalera nos encontramos con un gran vestíbulo donde hay una mesa de billar. En esta planta y con acceso a la piscina se ha diseñado un segundo salón/comedor con cocina integrada, cuatro habitaciones en suite, un gran trastero climatizado y con puerta acorazada, una zona de lavandería y gimnasio. Magnífico garaje y trastero con espacio para 7 coches. Aire acondicionado en toda la casa, calefacción por radiadores con termostatos por zonas, gas propano, cámaras de seguridad, puertas blindadas en varias de las habitaciones. Jardín de diseño con diferentes alturas y zonas de estar.",False,good,False,,1876.0,False,False,False,False,[],False,False,2600000.0,€,chalet,"Abantos - Carmelitas, San Lorenzo de El Escorial",Casa independiente,Destacado,,,,EOR43547,True,True,independantHouse
109123254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/b3/93/1365028185.webp,19,4,169000.0,flat,sale,88.0,True,3,1,Reyes,Madrid,Parla,Reyes,es,,40.2326223,-3.7675458,False,https://www.idealista.com/inmueble/109123254/,"SI! CASA INMOBILIARIA - 买房、卖房、找欧乘房产！ DESCRIPCIÓN DE LA PROPIEDAD: Piso de 88 m² construidos ubicado en la zona de Reyes Católicos, en Parla. La vivienda es amplia y luminosa, cuenta con una terraza con acceso desde el salón, tres dormitorios, un baño actualizado y cocina independiente equipada, con doble entrada. Una de las entradas a la cocina puede aprovecharse como un pequeño trastero. Además, dispone de tendedero y doble ventana que mejora el aislamiento térmico y acústico. Precio incluido un trastero en el sótano. CARACTERÍSTICAS DESTACADAS: Terraza, cocina actualizados, doble ventana y aire acondicionado. UBICACIÓN: Situado en la zona de Reyes Católicos, una de las áreas más consolidadas y demandadas de Parla. La zona ofrece una excelente conexión con transporte público, proximidad a colegios, centros de salud, supermercados y todo tipo de servicios. Ideal para familias o como inversión por su buena ubicación y comodidad. SERVICIOS EXCLUSIVOS DE SI! CASA: En SI! CASA INMOBILIARIA, nos comprometemos a ofrecerte un servicio personalizado y completo: Buscamos las mejores opciones que se adapten a tus necesidades. Evaluamos tu situación financiera y te asesoramos en las mejores soluciones. Nos encargamos de todos los trámites relacionados con la financiación. Te guiamos y asistimos en cada paso del proceso de adquisición de tu futura casa. MÁS INFORMACIÓN Y CONTACTO: Visita nuestra oficina en Parla, Calle Real 2 o llámanos al  COMERCIAL ENCARGADA: Feiyan – TEL:.",False,good,False,False,1920.0,True,False,False,False,[],False,False,169000.0,€,flat,"Reyes, Parla",Piso,Destacado,,,,GPT469,,,
109150971,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/ce/51/1365799972.webp,13,2,530000.0,flat,sale,103.0,True,3,1,calle Treviana,Madrid,Madrid,Ciudad Lineal,es,San Juan Bautista,40.4509142,-3.6577428,False,https://www.idealista.com/inmueble/109150971/,"Agencia inmobiliaria de MADRID zona ARTURO SORIA – COLINA - SAN JUAN BAUTISTA, OFRECE PISO EN VENTA Y EN EXCLUSIVA. Te presentamos una maravillosa vivienda en el corazón del barrio de San Juan Bautista. Esta propiedad ofrece en sus 103 metros construidos una distribución funcional y acogedora, ideal para disfrutar de la vida urbana con todas las comodidades, cuenta con 3 dormitorios, 1 cuarto de baño con plato de ducha y una reforma en todas las ventanas, renovadas con persianas eléctricas así como plaza de garaje exterior. Además, la seguridad está garantizada con un portero físico, brindándote tranquilidad en todo momento. La propiedad está situada en uno de los barrios más prestigiosos de Madrid, Arturo Soria – San Juan Bautista, conocido por su calidad de vida y su ambiente familiar. La zona es especialmente apreciada por sus amplios espacios verdes y parques, ideales para paseos y actividades al aire libre. El acceso al transporte público es excelente. La estación de metro Avenida de la Paz (Línea 4) se encuentra a menos de 10 minutos a pie y la estación de Arturo Soria, facilitando tu desplazamiento a otras áreas de la ciudad. Además, tienes a tu disposición varias líneas de autobús (11, 53, 70, N3) que conectan rápidamente con diferentes puntos de Madrid. También se encuentra justo al lado del centro deportivo San Juan Bautista, que cuenta con 2 pistas de pádel, 3 pistas de tenis, piscina y gimnasio. Además, la zona está equipada con todos los servicios necesarios para tu día a día, incluyendo supermercados, tiendas, restaurantes y centros de salud. En las inmediaciones, podrás disfrutar del Centro Comercial Arturo Soria Plaza, con diversas tiendas, restaurantes y opciones de entretenimiento y de los Hospitales Vithas y HM Nuevo de Belén, proporcionando atención médica de calidad en la cercanía. Esta espectacular vivienda está lista para entrar a vivir, ofreciendo un espacio cómodo y bien ubicado en una de las mejores zonas de Madrid. ¡No pierdas la oportunidad de visitarla y hacerla tu nuevo hogar!",False,renew,False,True,5146.0,True,False,False,False,[],False,False,530000.0,€,flat,"San Juan Bautista, Madrid",Piso en calle Treviana,Destacado,,,,,True,True,
108880066,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/fa/5f/1358847520.webp,31,3,225000.0,flat,sale,68.0,True,3,1,calle Castro de Oro s/n,Madrid,Madrid,Carabanchel,es,Opañel,40.3889463,-3.7288264,True,https://www.idealista.com/inmueble/108880066/,"TEMPOCASA MADRID SAN ISIDRO Ofrece piso en exclusiva de 68m2 A solo unos minutos a pie de la estación de metro de Oporto (Líneas 5 y 6 circular) y muy cerca de la Avenida de Oporto, te presentamos este acogedor piso listo para entrar a vivir. Distribución cómoda e independiente: Amplio pasillo distribuidor que conecta todas las estancias de manera eficiente. Salón luminoso, ideal como espacio de reunión familiar, con acceso directo al resto de la vivienda. 3 dormitorios: Dormitorio principal doble, muy amplio y luminoso. Dos dormitorios individuales, perfectos para niños, despacho o invitados. Cocina independiente totalmente reformada, equipada con muebles y electrodomésticos de alta calidad, gran capacidad de almacenaje y espacio cómodo para cocinar. Baño completo con plato de ducha, mampara y acabados modernos. Características destacadas: Excelente estado de conservación. Suelos de tarima flotante. Puertas interiores de madera. Ventanas de tipo climalit, que garantizan aislamiento térmico y acústico. Instalaciones de fontanería y electricidad actualizadas. Calefacción individual por gas natural. Ubicación y entorno: Situado en una zona consolidada con todos los servicios a tu alcance: supermercados, comercios tradicionales, hostelería, zonas verdes y opciones de ocio. Perfectamente comunicado con transporte público: Metro Opañel (L6) a pocos pasos y varias líneas de autobús cercanas. Ideal para vivir o invertir Una vivienda con mucho potencial, tanto como hogar familiar lleno de luz y confort, como para quienes buscan una inversión segura en una zona en constante crecimiento. Este piso es ideal tanto para quienes buscan un hogar acogedor y lleno de luz, como para inversores que deseen revalorizar una propiedad con gran potencial. ¡No pierdas la oportunidad de convertir este espacio en un hogar perfecto, contáctanos para más información y para programar una visita!",True,good,False,False,3309.0,False,False,False,False,[],False,False,225000.0,€,flat,"Opañel, Madrid",Piso en calle Castro de Oro s/n,Destacado,,,,,,,
108946056,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/65/74/1359707158.webp,35,1,384500.0,flat,sale,102.0,True,3,2,AV PORTUGAL,Madrid,Leganés,El Carrascal,es,El Carrascal,40.3389506,-3.7432467,False,https://www.idealista.com/inmueble/108946056/,"**Piso en Venta en Ubicación Privilegiada - ¡Tu Nuevo Hogar Te Espera! ** Descubre este espectacular piso exterior situado en la primera planta con ascensor. Con 102 m² de construcción, este hogar ofrece una luminosidad excepcional gracias a su orientación norte-sur, que permite disfrutar de luz natural durante todo el día. La propiedad cuenta con 3 amplios dormitorios, ideales para toda la familia, y 2 baños completos que garantizan comodidad y privacidad. El excelente estado de conservación de este piso te permitirá mudarte sin preocupaciones. Además, cuenta con aire acondicionado para los meses más cálidos y calefacción centralizada de gas natural, asegurando un ambiente acogedor en cualquier época del año. Los armarios empotrados maximizan el espacio de almacenamiento, mientras que la amplia terrazas es perfecta para disfrutar de momentos de relax al aire libre. La finca incluye un jardín que se convierte en un oasis de tranquilidad en medio de la ciudad. También se ofrece un trastero para almacenamiento adicional, lo que añade aún más valor a esta propiedad. Con una calificación energética de Clase A, este piso no solo es sostenible, sino que también ayuda a reducir el consumo energético y las facturas.  No pierdas la oportunidad de vivir en un lugar donde la comodidad y la eficiencia se unen. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,3770.0,False,False,False,False,[],False,False,384500.0,€,flat,"El Carrascal, Leganés",Piso en Av Portugal,Destacado,389500.0,5000.0,1.0,IS0022,,,
108970979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/5c/36/1360460343.webp,53,1,134000.0,flat,sale,45.0,True,1,1,"calle de la Feria, 14",Madrid,Bustarviejo,,es,,40.8597531,-3.7113419,True,https://www.idealista.com/inmueble/108970979/,"B2VInmobiliariA vende en exclusiva piso exterior en perfecto estado, para entrar a vivir. Próximo a la casa de la cultura, las antiguas escuelas. Para más información contactar con Pablo Batres Piso muy luminoso y silencioso próximo al caso urbano Primera Planta sin ascensor Un dormitorio con armario empotrado con baño incorporado, bañera Concepto abierto de cocina y salón BUSTARVIEJO Se encuentra a unos 60 km de Madrid. Situado en la Sierra Norte de la Comunidad de Madrid. Como llegar desde Madrid por Colmenar Viejo hasta Miraflores de la Sierra, y luego tomando la carretera M-610 directamente a Bustarviejo. O bien subiendo por la A1 hasta Venturada y Cabanillas de la Sierra, donde se toma la carretera M-631 con final en nuestra Villa. El servicio público de autobuses nos conecta con el intercambiador de la Plaza de Castilla a través de la línea 725 y una frecuencia de horarios muy amplia todos los días de la semana. Bustarviejo se encuentra en las estribaciones de la Sierra de la Cabrera, a 1.222 metros de altitud. A los pies del Mondalindo (1.833 m) con rutas de senderismo o a caballo también se puede disfrutar de un paseo por el pueblo de origen medieval y muestras de la arquitectura tradicional serrana. La Naturaleza es uno de los principales atractivos que Bustarviejo. Una Naturaleza que aún conserva las huellas de los usos tradicionales que la fueron modelando durante siglos. Déjate sorprender por Bustarviejo. Sigue leyendo para enamorarte de las maravillas de este precioso pueblo serrano. SERVICIOS en Bustarviejo y alrededores - Ayuntamiento de Bustarviejo - Iglesia de la purísima concepción - Colegio Público Montelindo - Piscina Municipal, abre los meses de verano - Escuela de adultos (CEPA) - Centro de Salud - Policía Local - Complejo Deportivo Prado Redondo - Punto Limpio - Servicios Sociales - Biblioteca Municipal JORGE MARTÍNEZ REVERTE - Bustarjoven situado en la Sala B de la Biblioteca Municipal. Plaza de Segovia, 1 - Campo de futbol EL PINAREJO - Casa de Niños, Carretera de Valdemanco - Cementerio Municipal - Antiguas Escuelas Precio 140.000 € 3.111 eur/m2 50 €/mes de gastos de comunidad Características básicas 45 m² construidos 1 dormitorio 1 baño Balcón Segunda mano/Buen estado Armarios empotrados Trastero Año de construcción: 2004 Sur, Este Plaza de garaje incluida en el precio Certificación energética Consumo: E Edificio Planta 1, Exterior Sin ascensor Equipamiento Calefacción: Centralizada Combustible calefacción: Gasoil.",True,good,False,False,2978.0,False,False,False,False,[],False,False,134000.0,€,flat,Bustarviejo,"Piso en calle de la Feria, 14",Destacado,,,,,True,True,
108695925,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/84/d8/1352412742.webp,47,,679900.0,chalet,sale,642.0,,7,5,carril de Venus,Madrid,Sevilla la Nueva,,es,,40.3488432,-4.0541214,False,https://www.idealista.com/inmueble/108695925/,"**CAPITAL HOME VENDE Chalet Independiente en Los Cortijos** Descubre el hogar de tus sueños en la exclusiva zona de Los Cortijos. Este impresionante chalet independiente de 642 m² construidos y una parcela de 2.985 m² ofrece un espacio ideal para disfrutar de la vida en familia. Al entrar, te recibe un gran hall con un acogedor patio de luces, que da paso a un luminoso salón-comedor con grandes ventanales, perfecto para disfrutar de las vistas y la luz natural. Desde aquí, accedes a una amplia terraza orientada al oeste, donde podrás relajarte mientras contemplas la belleza de la dehesa. La cocina, completamente equipada y con una práctica península, es el lugar ideal para los amantes de la gastronomía. Con seis habitaciones muy amplias, cada miembro de la familia encontrará su propio espacio. La habitación principal destaca por su doble baño en suite y un generoso vestidor, brindando un toque de lujo y comodidad. Además, cuenta con un despacho conectado al ala este de la vivienda, ideal para trabajar desde casa. Este chalet también incluye dos garajes independientes, cada uno con capacidad para dos coches y dos motos, así como zonas de trastero y taller en la planta inferior. Con un total de cinco baños, la comodidad está garantizada para todos. La calefacción de gasoil y el suelo radiante aseguran un ambiente cálido en invierno. No pierdas la oportunidad de vivir en un lugar que combina lujo, comodidad y una ubicación privilegiada. ¡Ven a visitarlo y enamórate!",False,good,False,,1059.0,False,False,False,False,[],False,False,679900.0,€,chalet,Sevilla la Nueva,Casa independiente en carril de Venus,Destacado,,,,,True,True,independantHouse
109106667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/77/c1/1364535771.webp,45,bj,250000.0,flat,sale,71.0,True,3,1,plaza de Andres Arteaga,Madrid,Madrid,Usera,es,Moscardó,40.3904361,-3.7067874,False,https://www.idealista.com/inmueble/109106667/,"¡Descubre tu nuevo hogar en la colonia Moscardó!  Este acogedor piso exterior de 71 m² se presenta como una excelente oportunidad para aquellas personas que buscan un lugar luminoso y funcional. Con tres dormitorios, cocina, salón comedor y un baño, este inmueble es perfecto para familias o grupos de amigos que desean disfrutar de la comodidad y el espacio.  La cocina, cuenta con acceso a un patio que se puede cerrar, para ofrece un espacio ideal para disfrutar de comidas al aire libre. Además, el cuarto trastero añade un extra de comodidad para almacenar tus pertenencias.  La vivienda ha sido cuidada y presenta un estado de conservación aceptable, con carpintería exterior renovada en aluminio blanco oscilobatiente y doble acristalamiento que garantiza un buen aislamiento. La calefacción mediante caldera de gas natural y radiadores de aluminio asegura un ambiente cálido durante los meses más fríos. Aunque la cocina y el baño son funcionales, se puede dar un toque personal con una actualización. Ubicada en una zona privilegiada, a solo 10 minutos caminando del parque Madrid Río y junto al centro deportivo municipal Moscardó, tendrás todo lo que necesitas al alcance de la mano. Además, el centro comercial Plaza Río 2 está muy cerca, ofreciendo múltiples opciones de ocio y compras. No dejes pasar la oportunidad de vivir en un piso que combina comodidad, ubicación y luminosidad. ¡Ven a verlo y hazlo tuyo!",False,good,False,False,3521.0,False,False,False,False,[],False,False,250000.0,€,flat,"Moscardó, Madrid",Piso en plaza de Andres Arteaga,Destacado,,,,,,,
108601820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/2b/44/1349673578.webp,89,,247000.0,chalet,sale,124.0,,4,1,"calle Soria, 358",Madrid,Rozas de Puerto Real,,es,,40.3165101,-4.4675466,True,https://www.idealista.com/inmueble/108601820/,"� Chalet independiente en entorno natural, en medio de la sierra de Gredos y junto a la sierra de Guadarrama, a una hora de Madrid y Talavera, a menos de una hora de Ávila y Toledo, perfecta para pasar temporadas y acondicionada para vivir todo el año  � Ubicada en una urbanización residencial que cuenta con servicio de autobus, vigilancia 24h, conserjería con recogida de paqueteria, piscinas, áreas de deporte, entre otros lugares de esparcimiento.  � Totalmente reformada y lista para entrar a vivir * Instalación eléctrica, fontanería y sistema energético completamente renovados * Certificado energético mejorado * Sistema fotovoltaico de 3 KW que reduce drásticamente el consumo � Máximo confort en todas las estaciones del año * Doble muro con cámara de aire * Ventanas de PVC con rotura de puente térmico y persianas térmicas que permiten tener frescor en verano sin necesidad de aire acondicionado, y calidez en invierno * Dos estufas de pellets: calefacción ecológica, económica y muy eficaz * Agua caliente con boiler de última generación (100 L, doble depósito), conectado a la fotovoltaica � Detalles de calidad * Puerta blindada marca Dierre * Tarima flotante de alta gama * Zona lounge con toldo y piscina Intex para disfrutar del verano * Dos sótanos independientes, bajo toda la superficie de la casa: espacio extra para almacenamiento, bodega, etc. � Entorno verde y cuidado * Jardín sin pinos, con árboles frutales, plantas y abundante sombra natural * Sistema de riego automatizado * Conexión a internet por fibra óptica � Ubicación privilegiada * Tres embalses / pantanos a menos de 10 minutos en coche * Rodeada de montes y praderas, rutas de senderismo * Zona perfecta para disfrutar de la naturaleza todo el año * Numerosos Supermecados a menos de 15 minutos en coche (Mercadona, Carrefour, Día. )  * Varias Farmacias a menos de 10 minutos. * Unos 5 centros de salud a menos de 15 minutos.  * Numerosos colegios e Institutos por la zona.  * Cuerpos de seguridad (Guardia Civil, Policía Local y Bomberos) en toda la zona. Este chalet es perfecto para aquellos que buscan comodidad y calidad de vida. ¡No pierdas la oportunidad de visitarlo!",True,good,False,,1992.0,False,False,False,False,[],False,False,247000.0,€,chalet,Rozas de Puerto Real,"Casa independiente en calle Soria, 358",Destacado,,,,ID- 561,True,True,independantHouse
108042431,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/78/9c/1332078706.webp,32,3,695000.0,flat,sale,84.0,,3,2,calle de Valverde,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4219486,-3.7038239,False,https://www.idealista.com/inmueble/108042431/,"Descubre este encantador piso residencial ubicado en la vibrante Calle de Valverde, en el corazón de Madrid. Con 84 m² construidos y 80 m² útiles, esta propiedad ofrece un espacio acogedor y funcional para disfrutar de la vida urbana. Su ubicación privilegiada en la capital te permite estar cerca de una amplia oferta cultural, gastronómica y de ocio, convirtiéndose en el lugar ideal para aquellos que desean experimentar el ritmo y la energía de la ciudad. Aunque el piso no ha sido reformado, su estructura original conserva el carácter y el encanto propios de los edificios madrileños, brindando una oportunidad única para personalizar y adaptar el espacio a tus gustos y necesidades. La distribución optimizada del piso permite aprovechar cada rincón, proporcionando comodidad y calidez en cada estancia. La cercanía a las principales zonas comerciales y la excelente conexión con el transporte público te garantizan una experiencia de vida cómoda y dinámica. Este piso es perfecto para quienes buscan un hogar en una de las zonas más emblemáticas de Madrid, con todas las facilidades a su alcance. Vive la esencia de Madrid en este acogedor piso que te espera para escribir nuevas historias y experiencias.",False,good,False,True,8274.0,True,True,False,False,[],False,False,695000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Valverde,Destacado,,,,VPA0200311662,,,
107247990,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/dd/97/1307816496.webp,23,,390000.0,chalet,sale,255.0,,5,2,calle Maestro Serrano,Madrid,Collado Villalba,Carlos Ruiz,es,,40.6303616,-4.0130409,False,https://www.idealista.com/inmueble/107247990/,"¡Descubre esta oportunidad única en el corazón de Villalba! Este chalet independiente de dos plantas es perfecto tanto para particulares que buscan una vivienda exclusiva como para constructores interesados en invertir en una zona con gran demanda. Con 255 m² construidos y 240 m² útiles, la casa ofrece un amplio espacio con 5 dormitorios y 2 baños, ideal para acomodar a toda la familia. Los armarios empotrados y el trastero proporcionan el almacenamiento necesario para mantener todo organizado. La propiedad, que requiere reformas en la planta baja, te brinda la posibilidad de personalizar cada rincón a tu gusto, transformándola en el hogar de tus sueños. Además, cuenta con calefacción de gas natural para garantizar el máximo confort durante todo el año.  ¡Atención constructores! Parcela de 592 m², No dejes pasar esta oportunidad de adquirirla con un potencial increíble en una ubicación privilegiada. ¡Ven a visitarla y descubre todo lo que tiene para ofrecer!",False,renew,False,,1529.0,False,False,False,False,[],False,False,390000.0,€,chalet,"Carlos Ruiz, Collado Villalba",Casa independiente en calle Maestro Serrano,Destacado,399000.0,9000.0,2.0,VCH-3090,True,True,independantHouse
109123855,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/d5/91/1366604114.webp,49,2,239000.0,flat,sale,80.0,True,3,1,calle del General Ricardos,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3814867,-3.7471153,False,https://www.idealista.com/inmueble/109123855/,"Hminmobiliaria tiene 100% FINANCIACIÓN! para Tú PISO en General Ricardos de 80m. ! ¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVÍDATE del ALQUILER! VER VIDEO del PISO! SIN COMISIONES! SIN AVALES! Buena opción como PRIMERA VIVIENDA o como INVERSION! Solo con tus INGRESOS y los gastos de escrituras! NADA mas! 8385 - 3 dormitorios, salón-comedor, cocina amueblada, baño con ventana, balcón. La ubicación es magnífica con todos los servicios de comercios, colegios, institutos,.. .  Muy bien comunicado con transporte público en la puerta varias líneas de autobuses.  Si te gusta el DEPORTE estás de ENHORABUENA a escasos metros se encuentra el Polideportivo LA MINA.  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. 100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACIÓN de la venta NI del préstamo! Solo con TUS INGRESOS y los gastos de escrituras! NADA más! HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",True,good,False,False,2988.0,False,False,False,False,[],False,False,239000.0,€,flat,"Vista Alegre, Madrid",Piso en calle del General Ricardos,Destacado,,,,8385 ,,,
109141854,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/84/8d/1365559857.webp,37,,187000.0,chalet,sale,113.0,,3,2,calle del V Centenario,Madrid,Campo Real,,es,,40.3399074,-3.3815726,False,https://www.idealista.com/inmueble/109141854/,"NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA.  Descubre esta luminosa vivienda construida en 1994, dispone de 3 dormitorios con armarios empotrados, 3 balcones llenos de luz natural y un encantador patio interior perfecto para desayunar al aire libre o relajarse. En la planta baja encontrarás salón, cocina independiente, aseo y patio. La primera planta cuenta con un amplio dormitorio con balcón y baño completo. La segunda planta ofrece dos habitaciones: una abuhardillada con armarios y otra con balcón. Con calefacción eléctrica, es un hogar cálido en invierno y fresco en verano. ✨ Una casa funcional, cuidada y lista para entrar a vivir. [IW].",False,good,False,,1655.0,False,False,False,False,[],False,False,187000.0,€,chalet,Campo Real,Casa independiente en calle del V Centenario,Destacado,,,,ADO0033,,,independantHouse
108854774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/4b/28/1357086740.webp,20,bj,260000.0,flat,sale,60.0,True,2,2,calle de la Inmaculada Concepción,Madrid,Madrid,Carabanchel,es,Comillas,40.3943862,-3.712101,False,https://www.idealista.com/inmueble/108854774/,"NEGOHOME MADRID ofrece excelente inmueble totalmente reformado, ubicado en una de las calles principales de la zona. El inmueble cuenta con salón comedor, cocina abierta, dos dormitorios amplios y dos baños completos con plato de ducha. Se encuentra a pocos minutos del Parque Madrid Río donde se puede disfrutar de un magnífico ambiente natural y muy agradable para pasear y practicar deportes. Ubicado al lado de una de las calles más comerciales de la zona, al lado de Antonio López, donde los comercios y servicios resaltan su atractivo, la zona está rodeada de colegios, centros de salud, zonas verdes, mercados, bancos, tiendas, bares y restaurantes para deleite de visitantes y residentes. A pocos minutos andando se encuentra el nuevo centro comercial Madrid Río 2. Tiene muy próximo ofertas de restauración y cultura, lugares próximos como el Matadero y Naves del Español. Tiene acceso directo a la M30 y fácil acceso a la A42. Tiene a menos de cinco minutos andando el metro Marqués de Vadillo (línea 5). A pocos minutos de General Ricardos que tiene varias líneas EMT y de la Glorieta de Cádiz que tiene numerosas paradas de autobuses que comunican con todas las zonas de Madrid. Tiene la parada de la línea 23 que hace trayecto por Antonio López y llega hasta la Plaza Mayor. Al lado del Puente Praga y Paseo Santa María de la Cabeza. Muy bien comunicado con el Centro de Madrid, Atocha, Retiro, al lado de Legazpi y otros lugares de gran importancia. Para más información o visitarlo no dude en contactar con nuestro departamento comercial NEGOHOME MADRID GESTIÓN INMOBILIARIA.",False,good,False,False,4333.0,False,False,False,False,[],False,False,260000.0,€,flat,"Comillas, Madrid",Piso en calle de la Inmaculada Concepción,Destacado,,,,,,,
107811208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/37/ac/1324494554.webp,11,,9000000.0,chalet,sale,620.0,,6,7,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4462201,-3.6847902,False,https://www.idealista.com/inmueble/107811208/,"Olisson presenta una exclusiva vivienda de autor con jardín, piscina privada y garaje. Se trata de una casa de obra nueva con aproximadamente 620m² construidos y una parcela con excelente orientación. Esta elegante residencia unifamiliar se encuentra en una zona tranquila y cuenta con un bonito jardín con piscina. La casa, de nueva construcción, está distribuida en varios niveles y dispone de una amplia zona de día en la planta baja, además de un despacho privado. La cocina, situada junto al comedor, tiene acceso directo a un patio trasero que se conecta con el jardín y la zona de piscina. La vivienda ofrece seis amplios dormitorios, todos exteriores y en suite, con vistas despejadas. Además, cuenta con una terraza superior y un área en la planta sótano destinada al servicio, con acceso independiente, además de un garaje con capacidad para tres coches. Ubicada en un prestigioso barrio residencial de la ciudad, esta zona destaca por su tranquilidad y exclusividad, además de ofrecer una excelente conexión con transporte público y vías principales, facilitando el acceso a distintos puntos clave. Por privacidad, las imágenes son referenciales. [IW].",False,good,False,,14516.0,False,False,False,False,[],False,False,9000000.0,€,chalet,"El Viso, Madrid",Casa independiente,Destacado,,,,vis007VM,True,True,independantHouse
