propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,hasLift,neighborhood,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108435545,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/9c/85/1344795699.webp,9166,35,1750000.0,chalet,sale,503.0,6,7,calle Monte Umbrío,Madrid,Ciudalcampo,,es,40.6320417,-3.5897,False,https://www.idealista.com/inmueble/108435545/,"REA Inmobiliaria presenta este fantástico independiente dentro del conjunto residencial Ciudalgolf, situado en magnífica localización a la entrada de Ciudalcampo. Con 536 m2 construidos, dispone de cinco dormitorios y cinco baños y aún pueden ganarse otros 90 m2 más si se habilita la buhardilla. Destaca por la amplitud y luminosidad de sus estancias. El jardín cuenta con piscina y barbacoa de obra. La vivienda, construida en 2009, se distribuye en tres plantas. La planta principal se despliega a partir de un amplio y luminoso vestíbulo abierto hasta el techo. En ella brillan con luz propia un enorme salón con chimenea de gas y un coqueto comedor independiente. Ambos tienen salida a un agradable porche cubierto y al jardín. El comedor tiene acceso directo a la cocina, que es amplia, cómoda, moderna y dispone de zona de comedor de diario y salida al lateral del jardín, En este nivel encontramos también un acogedor cuarto de estar con gran ventanal, un dormitorio con baño completo (que puede funcionar como habitación de invitados o cuarto de servicio) y un aseo de invitados. La planta de arriba acoge la zona de descanso, que consta de cuatro dormitorios. Dos tienen baño en suite y los otros dos comparten otro baño. El principal tiene vestidor y baño doble, con ducha y bañera. Tres de los cuatro dormitorios tienen salida a una preciosa y amplia terraza corrida situada encima del porche. Todos tienen armarios empotrados. El sótano está dominado por por una gran sala multiusos a la que presta servicio un baño completo. Tiene acceso a un patio interior cubierto que hace las veces de cuarto de lavado y plancha y en el que está ubicada la caldera. El garaje, con capacidad para tres o cuatro coches, cuenta además con espacio de almacenamiento. La calefacción es de gas natural por radiadores. El aire acondicionado es por conductos con termostatos individuales en cada habitación. Las ventanas tienen cerramientos climalit con completo aislamiento térmico y acústico y cristales blindados. Ciudalgolf es una urbanización independiente dentro de Ciudalcampo. 75 chalets que gozan de seguridad privada 24 horas (aparte de la de Ciudalcampo) y unas excelentes zonas comunes, que incluyen dos pistas de pádel, piscina exterior e interior climatizada, gimnasio, sauna, jacuzzi y baño turco. Algunas de las imágenes de esta vivienda han sido retocadas digitalmente para sustituir el mobiliario original, siguiendo instrucciones expresas de la propiedad. Disponemos de otras muchas propiedades similares que no están publicadas en este portal. Visite nuestra web reainmobiliaria.com Ciudalcampo es una de las mejores zonas residenciales de Madrid. Ubicada en el km 28 de la A-1 y a solo 20 minutos de Plaza de Castilla, combina privacidad, naturaleza y exclusividad en un entorno único. Mantiene un equilibrio excepcional entre el desarrollo urbanístico y la conservación del medio natural. La urbanización se compone principalmente de chalets unifamiliares en parcelas a partir de 2.500 m², rodeadas de encinares y con maravillosas vistas a la sierra. Tiene un gran prestigio por su seguridad 24 horas, gracias a su profesional patrulla de vigilancia.  Dentro de la urbanización se encuentra el prestigioso colegio internacional SEK y el exclusivo club RACE — con campo de golf, hípica, piscinas, tenis y zonas deportivas. Además, se encuentra junto al centro comercial Santo Domingo, que ofrece supermercado, farmacia, carnicería, pescadería, frutería, estanco y restaurantes, entre otros servicios y a tan solo 10 minutos del Hospital Público Infanta Sofía. Cuenta con un servicio regular de autobuses a Madrid y una línea interna que recorre toda la urbanización.  Una urbanización que logra el equilibrio perfecto entre entorno natural, privacidad y calidad de vida.",False,good,False,3479.0,True,False,False,False,[],False,False,1750000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Monte Umbrío,,,,,,,,,
106404085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/bd/4d/1281851051.webp,Chalet 2A,34,485000.0,chalet,sale,169.0,3,3,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106404085/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",False,newdevelopment,True,2870.0,True,False,False,False,[],False,False,485000.0,€,True,True,chalet,terracedHouse,"Centro, El Escorial",Chalet adosado en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,,,,,False,,,,
109205002,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/df/2a/1367421323.webp,4288,60,680000.0,chalet,sale,283.0,5,3,calle Francisco Rabal,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,40.3396213,-3.7659239,False,https://www.idealista.com/inmueble/109205002/,"EXCLUSIVO CHALET DE 290m2, 4 PLANTAS Y 5 DORMITORIOS EN LA MEJOR UBICACIÓN DE LEGANES – AV QUINTO CENTENARIO  Presentamos esta magnífica vivienda adosada de 300 m², localizada en una de las zonas más privilegiadas y abiertas de Leganés, la Avenida Quinta Centenario. Un enclave perfecto para quienes buscan calidad de vida, amplitud y excelente comunicación, rodeado de servicios, zonas verdes, tranquilidad y a 10 MINUTOS ANDANDO DE LA UNIVERSIDAD CARLOS III y a 4 DEL METRO. La propiedad se distribuye en 4 plantas con una cuidada y funcional disposición. Cuenta con cinco amplios dormitorios, ideales para familias numerosas o para quienes buscan espacio extra para despacho, bodega, gimnasio, sala de juegos, o incluso un apartamento independiente para invitados o familiares. Dispone de tres baños, repartidos en las plantas, diseñados con estilo y comodidad. Uno de los grandes atractivos de esta vivienda son sus tres terrazas, dos de ellas situadas en altura, incluyendo un precioso ático-terraza privado perfecto para disfrutar de momentos de relax o reuniones íntimas al aire libre. La terraza principal, en planta baja, de más de 80m2, ofrece un espacioso y versátil espacio exterior con posibilidad de construir una piscina privada, convirtiendo este hogar en un verdadero oasis urbano. La vivienda incluye además plaza de garaje con espacio para coche y moto, así como cuarto trastero que garantizan almacenamiento extra. En cuanto a calidades, el chalet cuenta con calefacción por gas natural, persianas eléctricas motorizadas en salón y cocina, y armarios empotrados en varias estancias. Su orientación sur-norte y su condición de vivienda totalmente exterior aseguran una luminosidad natural durante todo el día, creando ambientes cálidos y agradables. Además, el salón está dotado de aislamiento acústico reforzado con doble cámara, y el tejado cuenta con aislamiento térmico de alta eficiencia, garantizando confort y eficiencia energética durante todo el año. Una propiedad excepcional, con todos los elementos necesarios para disfrutar del máximo confort en una ubicación inmejorable.",True,good,False,2403.0,True,False,False,False,[],False,False,680000.0,€,True,True,chalet,terracedHouse,"V Centenario, Leganés",Chalet adosado en calle Francisco Rabal,,,,V Centenario,,,,,
106404087,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/16/41/1281851050.webp,Chalet 1B esquina,34,588000.0,chalet,sale,201.0,3,3,Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,Madrid,El Escorial,Centro,es,40.5882875,-4.1217031,True,https://www.idealista.com/obra-nueva/106404087/,"Obra Nueva promoción de 42 viviendas con garaje y trastero en un entorno privilegiado. 26 chalet de 3 dormitorios más ático y cuarto de instalaciones. Dos plazas de garaje.  16 viviendas bajos de 2 dormitorios con patio y dúplex de 2 y 3 dormitorios más despacho y terraza. Plaza de garaje y trastero. Diseño actual adecuado al entorno privilegiado.  Urbanización con control de acceso, conjunto residencial vallado, piscina de adultos y niños así como zonas ajardinadas. Puerta de Abantos supone un nuevo concepto de fusión sostenible entre la arquitectura y el paisaje. Este proyecto se encuentra en una ubicación inmejorable, ofreciendo espectaculares vistas tanto al histórico Monasterio de San Lorenzo de El Escorial como al majestuoso Monte Abantos. El proyecto se integra perfectamente con la naturaleza circundante, proporcionando un entorno de tranquilidad y paz que invita al descanso y la reflexión. El diseño de las edificaciones ha sido cuidadosamente pensado para respetar y complementar el entorno natural, creando una simbiosis perfecta entre arquitectura y paisaje. Promueve RESIDENCIAL MONASTERIO, S. Coop. Mad. WWW. PUERTADEABANTOS. COM.",False,newdevelopment,True,2925.0,True,False,False,False,[],False,False,588000.0,€,True,True,chalet,terracedHouse,"Centro, El Escorial",Chalet adosado en Ensanche de El Escorial parcela R4 A.P.P sector 1 s/n,,,,,False,,,,
108628624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/a5/28/1350403171.webp,4261,60,1250000.0,flat,sale,215.0,3,2,calle de Fernán Núñez,Madrid,Madrid,Chamartín,es,40.456608,-3.6706468,False,https://www.idealista.com/inmueble/108628624/,"TORALIA CAPITAL pone a su disposición en exclusiva vivienda en una de las mejores ubicaciones de Chamartín Le presentamos este espectacular piso de 212 m² situado en una de las zonas más codiciadas y tranquilas de Chamartín, en un entorno semiprivado que ofrece privacidad y calidad de vida. Totalmente reformado en 2015 con materiales de primera calidad, esta luminosa propiedad destaca por su impresionante salón de generosas dimensiones, bañado en luz natural gracias a su magnífica orientación, ideal para disfrutar de un ambiente cálido y acogedor durante todo el año. La cocina, completamente equipada, combina funcionalidad y diseño contemporáneo, mientras que la zona de descanso se compone de tres amplios dormitorios con excelente distribución. El dormitorio principal cuenta con baño en suite y una relajante bañera de hidromasaje, perfecta para desconectar al final del día. Además, dispone de un segundo baño completo para dar servicio al resto de la vivienda. El confort está garantizado gracias a la calefacción central y al sistema de aire acondicionado por conductos. Incluye una amplia plaza de garaje con capacidad para coche grande y moto, además de un práctico trastero. La urbanización ofrece completas zonas comunes con jardín y piscina, que convierten esta propiedad en una auténtica joya para quienes buscan exclusividad, amplitud y tranquilidad sin renunciar a todos los servicios del barrio. No dude en contactarnos para más información o concertar una visita.",True,good,False,5814.0,True,False,True,False,[],False,False,1250000.0,€,True,True,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en calle de Fernán Núñez,bj,True,True,Bernabéu-Hispanoamérica,,1295000.0,45000.0,3.0,
108826620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/49/49/1356777372.webp,Navalengua 55,17,348050.0,chalet,sale,128.0,3,3,"avenida Navalengua, 49",Madrid,Bustarviejo,,es,40.8558612,-3.6879564,True,https://www.idealista.com/obra-nueva/108826620/,"Tras muchos años trabajando en Bustarviejo y analizando el mercado inmobiliario de la zona, y la escasez de vivienda accesible en Madrid, Promociones MonteMilano acepta con ilusión el reto de lanzar la comercialización de viviendas unifamiliares, aisladas, en parcelas de más de 400 m2 con un diseño moderno, y unas calidades con estándares muy elevados, capaces de competir con promociones que nos duplican en precio de venta. Nuestra apuesta, se basa en un precio del suelo de bajo impacto en el precio final, una elevada experiencia en la puesta en práctica de procesos constructivos ágiles y unas calidades contrastadas por nuestra experiencia en proyectos similares como promotores y constructores. La zona donde se va a llevar a cabo el desarrollo es exclusiva, en un entorno privilegiado, no existe nada igual para los amantes de la naturaleza, y destaca por su cercanía, a tan solo 60 km de Madrid. Nuestra oferta está dirigida a cualquier tipo de familia, desde aquellos que la ven como una oportunidad para trabajar a distancia en una vivienda unifamiliar con precios a la mitad de cualquiera área de Madrid, para matrimonios jóvenes que están pensando en formar una familia o familias consolidadas que buscan una segunda residencia en un entorno idílico para disfrutar de momentos de descanso. Además, el precio tan competitivo creemos que deja la puerta abierta para explorar nuestra oferta de personalizaciones por cliente, que permite entre otros, dotar a la vivienda de un espacio abierto en salón y cocina, la instalación de Aerotermia bajo demanda, una chimenea en el salón o elementos  complementarios en las amplias parcelas como pueden ser o la Pérgola ligera de madera o una piscina.",False,,True,2719.0,True,False,False,False,[],False,False,348050.0,€,,,chalet,independantHouse,Bustarviejo,"Casa independiente en avenida Navalengua, 49",,,,,False,,,,
108656421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/05/64/1351272981.webp,4268,37,395000.0,flat,sale,50.0,1,1,calle de Santa Bárbara,Madrid,Madrid,Centro,es,40.4241555,-3.7030283,False,https://www.idealista.com/inmueble/108656421/,"TORALIA CAPITAL OFRECE Piso reformado de 1 dormitorio en pleno centro de Madrid – Malasaña Se vende estupendo piso de 50 m² en el barrio de Malasaña, una de las zonas más demandadas y con más encanto de Madrid. La vivienda se encuentra en una finca tranquila, es interior pero muy luminoso, con orientación a tres patios, lo que asegura una gran tranquilidad y cero ruidos, ideal para quienes valoran el silencio en pleno centro urbano. Características principales: *1 dormitorio amplio *1 baño completo con plato de ducha *Cocina independiente* *Piso totalmente reformado* * Muy bien comunicado: metro, autobuses y cercanías a pocos minutos * Rodeado de todos los servicios: supermercados, tiendas, restaurantes, ocio y cultura Perfecto tanto como vivienda habitual, segunda residencia o inversión con alta rentabilidad por su ubicación privilegiada. ¡Listo para entrar a vivir!",True,good,False,7900.0,True,False,True,False,[],False,False,395000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Santa Bárbara,2,False,False,Malasaña-Universidad,,420000.0,25000.0,6.0,
108801327,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/25/6c/1356777183.webp,Navalengua 51,17,351560.0,chalet,sale,128.0,3,3,"avenida Navalengua, 49",Madrid,Bustarviejo,,es,40.8558612,-3.6879564,True,https://www.idealista.com/obra-nueva/108801327/,"Tras muchos años trabajando en Bustarviejo y analizando el mercado inmobiliario de la zona, y la escasez de vivienda accesible en Madrid, Promociones MonteMilano acepta con ilusión el reto de lanzar la comercialización de viviendas unifamiliares, aisladas, en parcelas de más de 400 m2 con un diseño moderno, y unas calidades con estándares muy elevados, capaces de competir con promociones que nos duplican en precio de venta. Nuestra apuesta, se basa en un precio del suelo de bajo impacto en el precio final, una elevada experiencia en la puesta en práctica de procesos constructivos ágiles y unas calidades contrastadas por nuestra experiencia en proyectos similares como promotores y constructores. La zona donde se va a llevar a cabo el desarrollo es exclusiva, en un entorno privilegiado, no existe nada igual para los amantes de la naturaleza, y destaca por su cercanía, a tan solo 60 km de Madrid. Nuestra oferta está dirigida a cualquier tipo de familia, desde aquellos que la ven como una oportunidad para trabajar a distancia en una vivienda unifamiliar con precios a la mitad de cualquiera área de Madrid, para matrimonios jóvenes que están pensando en formar una familia o familias consolidadas que buscan una segunda residencia en un entorno idílico para disfrutar de momentos de descanso. Además, el precio tan competitivo creemos que deja la puerta abierta para explorar nuestra oferta de personalizaciones por cliente, que permite entre otros, dotar a la vivienda de un espacio abierto en salón y cocina, la instalación de Aerotermia bajo demanda, una chimenea en el salón o elementos  complementarios en las amplias parcelas como pueden ser o la Pérgola ligera de madera o una piscina.",False,newdevelopment,True,2747.0,True,False,False,False,[],False,False,351560.0,€,,,chalet,independantHouse,Bustarviejo,"Casa independiente en avenida Navalengua, 49",,,,,False,,,,
106742781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/de/d6/1292643641.webp,14412,57,2500000.0,chalet,sale,726.0,6,5,Ciudalcampo,Madrid,Ciudalcampo,,es,40.6239597,-3.6080855,False,https://www.idealista.com/inmueble/106742781/,"Suma Inmobiliaria presenta esta magnífica vivienda en Ciudalcampo se ubica en una calle sin salida, asegurando máxima privacidad dentro de una urbanización exclusiva con seguridad las 24 horas. Desde la propiedad se disfrutan vistas excepcionales de las montañas, y su parcela completamente llana resalta por su diseño circular, rodeando toda la vivienda. Planta baja La vivienda cuenta con un amplio recibidor conectado a una entrada acristalada que comunica con el garaje (no directamente con el interior). Dispone de un salón de diario, una cocina completamente reformada que se integra cómodamente con el comedor, y un lavadero independiente. También incluye un aseo en esta planta. Destaca un salón principal de 80 m² lleno de luz, un salón de invernadero y una habitación de invitados con baño privado. Tanto el salón principal, como el invernadero y la habitación de invitados tienen salida directa al jardín. Planta alta La planta superior alberga 5 habitaciones y 2 baños. La habitación principal cuenta con una zona de estar, vestidor y baño en suite, todo diseñado para aprovechar al máximo la luz natural. Dos de las habitaciones comparten un baño, mientras que también hay una habitación de estudio y una biblioteca/despacho con vistas inigualables a las montañas. Exterior El jardín, que rodea toda la casa, es llano y ofrece gran intimidad. Cuenta con una piscina junto a la cual hay un baño exterior y una zona de barbacoas cubierta, ideal para disfrutar del entorno al aire libre. En el área de aparcamiento, el garaje tiene capacidad para 2 coches, mientras que en la zona exterior caben 3 vehículos más. Esta vivienda destaca por su luminosidad, su diseño funcional, y las inmejorables vistas y privacidad que ofrece su parcela. Disponemos de una amplia cartera de inmuebles “off market” no publicados en Idealista. Para solicitar información visite nuestra web pinchando en el enlace de abajo o contacte con nuestras oficinas.",True,good,False,3444.0,False,False,False,True,[],False,False,2500000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente,,,,,,,,,
107111392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/1c/97/1306803855.webp,BHHS-MAD-0549,12,725000.0,flat,sale,113.0,3,2,Barrio Palacio,Madrid,Madrid,Centro,es,40.4222732,-3.7108923,False,https://www.idealista.com/inmueble/107111392/,"Te presentamos esta excelente vivienda interior, ubicada en la quinta planta de un edificio sin ascensor, con una superficie de 113 metros cuadrados catastrales y parcialmente reformada. Se entrega amueblada, lista para entrar a vivir. La propiedad se encuentra en una ubicación privilegiada, en el barrio de Palacio, entre la Gran Vía y Plaza de España. En sus alrededores, disfrutarás de una amplia oferta de servicios, tiendas, restaurantes y excelentes conexiones de transporte público, lo que asegura comodidad y accesibilidad en todo momento. La vivienda se distribuye de manera funcional, comenzando por un amplio hall de entrada con un práctico gabanero que nos conduce a la zona de estar. El espacioso salón-comedor, iluminado por tres ventanales, ofrece una agradable sensación de amplitud. La cocina independiente, totalmente equipada, cuenta con una zona de comedor para el día a día. En la zona de descanso, encontramos tres dormitorios. Uno de ellos es en suite y dispone de un amplio vestidor y una zona de estudio, mientras que otro es exterior, con vistas a un patio de luces. Además, la vivienda cuenta con un segundo baño completo que da servicio a los otros dos dormitorios. Este inmueble es una excelente opción tanto para vivir como para invertir, ya que se encuentra en una de las zonas con mayor rentabilidad de Madrid. Se vende amueblada y equipada con menaje, lo que te permitirá disfrutarla desde el primer momento. Además, disponemos de varios inmuebles similares que solo pueden ser visualizados en nuestra web por expreso deseo de sus propietarios. Si te interesa conocerlos, puedes acceder al enlace al final de este anuncio. ¡No dejes pasar esta oportunidad!",False,good,False,6416.0,True,False,False,True,[],False,False,725000.0,€,,,flat,,"Palacio, Madrid",Piso,5,False,False,Palacio,,,,,
109008436,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/52/db/1361554910.webp,MAD62246,47,770000.0,flat,sale,82.0,2,2,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,40.4367026,-3.6713476,False,https://www.idealista.com/inmueble/109008436/,"Oportunidad única en el barrio de Guindalera. Se vende amplio piso con doble configuración. Actualmente, se distribuye como dos viviendas independientes en una sola escritura, ideal tanto para inversión como para uso mixto (residencial y alquiler temporal). El inmueble cuenta con dos habitaciones, dos baños completos, dos cocinas y dos salas de estar, lo que ofrece una gran versatilidad de uso. Gracias a su distribución, es perfecto para quien desee obtener rentabilidad mediante el alquiler de una parte mientras reside en la otra o bien destinar ambas unidades a alquiler temporal. La vivienda necesita reforma, lo que permite adaptar los espacios completamente a tu gusto o proyecto. Situada en una zona consolidada, bien comunicada y con todos los servicios cerca, esta propiedad es una excelente opción tanto para particulares como para inversores.  Un alto porcentaje de los inmuebles que tenemos en esta zona solo están publicados en nuestra web. Para ver toda nuestra cartera, visite nuestra web.",True,renew,False,9390.0,True,False,False,True,[],False,False,770000.0,€,,,flat,,"Guindalera, Madrid",Piso,1,True,,Guindalera,,,,,
109194211,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/84/fa/1367058667.webp,EG6477,64,179900.0,flat,sale,60.0,3,1,San Isidro - Los Almendros,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,40.486838,-3.3620111,False,https://www.idealista.com/inmueble/109194211/,"Alcalá Inmobiliaria pone en venta un piso en una ubicación realmente inmejorable, justo al lado de la estación de tren y a un paso del Paseo de la Estación. La vivienda cuenta con 60 m² construidos, distribuidos en tres dormitorios (dos de ellos con armarios empotrados), un baño completo y un salón muy luminoso que se abre a una terraza cerrada y acristalada, perfecta para disfrutar durante todo el año. Además, dispone de un práctico maletero en el pasillo. Al ser una vivienda en esquina, disfruta de ventilación cruzada y un paso de aire constante. La calefacción y el agua caliente funcionan mediante electricidad, con la comodidad de pagar una única factura de luz. El piso se encuentra en una tercera planta sin ascensor. En definitiva, una oportunidad ideal tanto para quienes buscan comodidad y luminosidad en su vivienda, como para inversores, ya que la zona de la estación es la más demandada por los inquilinos. No cobramos comisión al comprador. Nos encargamos de toda la gestión de la compra. Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado. ¿Quieres saber cuánto se te quedaría la letra al mes? ¿Quieres saber qué impuestos conlleva una compra-venta? Llámanos sin compromiso y programaremos una visita. Los metros de la vivienda están contrastados según catastro/registro. Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,2998.0,False,True,False,False,[],False,False,179900.0,€,,,flat,,"San Isidro - Los Almendros, Alcalá de Henares",Piso,3,True,False,,,,,,
108296564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/2a/c6/1340016241.webp,,1,3200000.0,flat,sale,211.0,7,2,calle Alcalá,Madrid,Madrid,Barrio de Salamanca,es,40.4238189,-3.6797845,False,https://www.idealista.com/inmueble/108296564/,"**Piso en Venta en el Corazón de Recoletos, Madrid** Descubre esta magnífica vivienda señorial ubicada en la emblemática calle de Alcalá, en el prestigioso barrio de Recoletos. Con una superficie de 211 m², este piso ofrece un sinfín de posibilidades, ya sea como oficina o como residencia. La propiedad se sitúa en una de las zonas más representativas y elegantes de Madrid, donde las calles anchas y los edificios colindantes, con arquitectura de fachada Haussmaniana, crean un ambiente único, que refleja elegancia y magnificencia, a semejanza de los edificios parisinos.  Destacan en el edificio las vidrieras de Maumejean en la caja de escalera y las molduras de escayola en techos, que muestran altorrelieves con soberbias composiciones decorativas y lo hacen realmente especial. El edificio está catalogado y pertenece al Conjunto Histórico de la Villa de Madrid. Recoletos es un barrio del distrito de Salamanca y una de las zonas más representativas y señoriales de Madrid. Elegante y selecto, es uno de los barrios de mayor nivel de vida de Europa, de calles anchas y elegantes edificios, se pueden encontrar en él las tiendas más exclusivas de la ciudad en la cercana calle de Serrano. Destacan su entorno tranquilo, magnífica arquitectura y la variedad de servicios. La vivienda, actualmente destinada a oficina, cuenta hoy con 6 habitaciones o despachos y sala de juntas, además de zona amplia de recepción de visitas y 2 baños, ideal para familias o para quienes buscan trabajar con espacio y comodidad. La finca, que data de 1930, ha sido cuidada con esmero y presenta un buen estado, conservando exquisitas molduras y detalles arquitectónicos que la hacen especial.  Además, disfrutarás de la tranquilidad que ofrece esta zona, rodeada de tiendas exclusivas y una gran variedad de servicios. Situado en la primera planta exterior, la finca cuenta con un ascensor de acero en jaula de hierro estilo vintage que añade un toque de distinción a la propiedad.  La orientación este garantiza luminosidad durante todo el día, mientras que la calefacción central y el aire acondicionado aseguran un confort óptimo en cualquier época del año. No pierdas la oportunidad de vivir o trabajar en una de las áreas más selectas y con alto nivel de vida de Madrid. ¡Ven a conocerlo! Vende CÖDE en régimen de EXCLUSIVA, inmobiliaria de abogados con más de 25 años de experiencia en el campo inmobiliario y en la comercialización de activos.",False,good,False,15166.0,False,False,False,False,[],False,False,3200000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle Alcalá,1,True,True,Recoletos,,,,,
109214581,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/04/c2/1367672182.webp,,15,236000.0,flat,sale,69.0,2,1,CL QUINCE DE AGOSTO,Madrid,Madrid,Usera,es,40.3866779,-3.7091378,False,https://www.idealista.com/inmueble/109214581/,"¡Descubre tu nuevo hogar en el encantador barrio de Moscardó! Este piso en venta, ubicado en una segunda planta de un edificio residencial sin ascensor, es la oportunidad perfecta para quienes buscan un espacio acogedor y bien comunicado en Madrid. Con 69 m² construidos y una distribución inteligente, la vivienda cuenta con 2 dormitorios (anteriormente 3), un amplio salón de 20 m² ideal para disfrutar de momentos en familia o con amigos, un baño completo y una cocina independiente que invita a experimentar la gastronomía. La ubicación es inmejorable: a solo unos minutos a pie de supermercados, colegios, farmacias y parques. Además, podrás disfrutar de una variada oferta de locales comerciales y de restauración que hacen de esta zona un lugar ideal para vivir. La excelente conexión de transporte, con varias líneas de autobús y metro cercanas (Plaza Elíptica a 5 minutos), te permitirá acceder rápidamente al centro y a los alrededores de Madrid. Este piso, construido en 1959 y en buen estado, cuenta con calefacción, ventanas climalit y armarios empotrados que optimizan el espacio. La orientación norte-oeste garantiza una buena iluminación natural durante el día. No pierdas la oportunidad de visitar este inmueble que combina comodidad, ubicación y potencial. ¡Ven a verlo y enamórate de tu futuro hogar!",False,good,False,3420.0,False,False,False,False,[],False,False,236000.0,€,,,flat,,"Moscardó, Madrid",Piso en CL Quince De Agosto,2,True,False,Moscardó,,,,,
