propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,newDevelopmentFinished
109073174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/37/85/1363578014.webp,28,,169000.0,chalet,sale,275.0,,3,1,calle de los Carpinteros,Madrid,Chinchón,,es,,40.1389775,-3.4223556,False,https://www.idealista.com/inmueble/109073174/,"Una casa con humedades la arregla cualquiera. Una cocina vieja también. Hasta un baño del siglo pasado se reforma con cuatro azulejos nuevos. Pero, ¿dónde vas a encontrar una cueva enorme debajo de tu casa?  Eso es lo que hace única a esta vivienda en Chinchón. Tres plantas en total, contando con esa joya subterránea que la convierte en algo diferente a todo lo demás. Arriba, dos alturas con tres habitaciones, salón, cocina y baño. Abajo, la cueva: amplia, auténtica y con ese aire especial que solo se encuentra en los pueblos con historia. Y lo mejor es que no hablamos de un simple “hueco bajo tierra”. Esta cueva puede ser una bodega espectacular para tus vinos, un comedor rústico donde organizar cenas inolvidables, una sala chill-out fresca para el verano, un estudio creativo, una zona de juegos o, si lo prefieres, el trastero más grande que hayas tenido nunca. Las posibilidades son tantas como quieras imaginar. A todo esto se suma el patio, perfecto para disfrutar al aire libre, y el encanto de vivir en Chinchón, uno de los pueblos más bonitos de Madrid, con su plaza mayor, su gastronomía y ese ambiente único que engancha a todo el que lo visita. ¿Qué comunicaciones y servicios hay cerca de la casa? La vivienda está situada en Chinchón, un municipio con excelente comunicación y todos los servicios necesarios a mano. Se encuentra a pocos minutos de la A-3 y de la M-404, lo que garantiza un acceso cómodo tanto a Madrid como a otras localidades de la Comunidad. Además, dispone de varias líneas de autobús interurbano que conectan directamente con la capital y con los pueblos de alrededor. En cuanto a servicios, el municipio ofrece una amplia variedad: supermercados, farmacias, colegios, escuelas infantiles, centro de salud y numerosos comercios de proximidad. A ello se suma la amplia oferta de bares y restaurantes de la emblemática Plaza Mayor, así como espacios culturales y de ocio que hacen de Chinchón un lugar único para vivir. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. ¿Necesitas financiación? Te podemos ayudar. Tenemos un equipo financiero que se dedica única y exclusivamente a realizar los números necesarios para ver la viabilidad del préstamo. Si deseáis venir a verlo llámanos ahora, estaremos encantados de resolver cualquier duda que tengáis.",True,renew,False,,615.0,True,False,False,False,[],False,False,169000.0,€,chalet,Chinchón,Chalet adosado en calle de los Carpinteros,32_23,,,,,,terracedHouse,
39673663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/54/fc/264327507.webp,8,1,2300000.0,flat,sale,215.0,True,3,3,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4343349,-3.6842865,False,https://www.idealista.com/inmueble/39673663/,"Reforma a tu gusto esta vivienda de 220 m2 construidos. Ubica en una primera planta exterior, techos altos y varios ambientes de gran amplitud. Espectacular oportunidad para estar ubicado en pleno Barrio de Salamanca junto a la embajada americana. Edificio representativo de ladrillo visto, con un bonito portal de entrada y unas elegantes zonas comunes de madera con la amplia escalera. Dispone además de portero. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,renew,False,True,10698.0,False,False,False,False,[],False,False,2300000.0,€,flat,"Castellana, Madrid",Piso en calle de Serrano,1417,,,,,,,
106215078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/e1/98/1311498844.webp,1,,7000000.0,chalet,sale,935.0,,6,9,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4256559,-3.8006932,False,https://www.idealista.com/inmueble/106215078/,"Este espectacular Chalet Independiente se encuentra en Somosaguas, una exclusiva zona residencial en Pozuelo de Alarcón, Madrid. Con una superficie de 935 m2 distribuidos en una parcela de 3.495 m2, esta propiedad ofrece un estilo de vida de lujo y comodidad. La casa cuenta con 6 dormitorios, 9 baños, 2 salones y una amplia cocina con office y una fantástica vinoteca. Su orientación sur garantiza una excelente iluminación natural durante todo el día. Además, dispone de 4 plazas de garaje, proporcionando un amplio espacio para guardar los vehículos de forma segura. La distribución de este chalet es realmente impresionante. En la planta baja encontramos un recibidor con habitación gabanera, un salón en dos alturas, un comedor independiente, una cocina con office y bodega, y un aseo de cortesía. La zona de las habitaciones se puede aislar mediante dos puertas blindadas. También hay una zona de estar comunicada con el dormitorio principal, que cuenta con vestidor y baño. Además, hay una zona de juegos comunicada con 3 dormitorios en suite, uno de ellos en dos alturas. Todas las estancias tienen acceso directo al jardín. En esta planta también encontramos un amplio porche con barbacoa y un aseo auxiliar, ideal para disfrutar de comidas al aire libre y momentos de relax. En la primera planta se encuentra un dormitorio de invitados en suite, perfecto para recibir a familiares o amigos. En la planta sótano tenemos un amplio salón en dos ambientes, zona de servicio con sala de estar y dormitorio en suite. Un garaje para cuatro vehículos, cuarto de calderas, almacenes y zona de lavandería. Esta propiedad se distingue por sus excelentes acabados y su atención al detalle. La carpintería interior es de madera lacada, mientras que la carpintería exterior cuenta con cristal blindado. Además, dispone de calefacción por aerotermia, aire acondicionado, alarma y piscina. El chalet se encuentra en una ubicación privilegiada, rodeado de naturaleza y tranquilidad, pero a poca distancia de todos los servicios y comodidades. En las proximidades, se encuentra el prestigioso colegio ""Colegio San Luis Gonzaga"", que ofrece una educación de calidad para los más pequeños de la familia. También está cerca el centro comercial ""Centro Comercial Zielo Shopping Pozuelo"", donde se puede disfrutar de una amplia variedad de tiendas, restaurantes y cines. En cuanto al transporte público, las líneas de metro más cercanas son la línea 10 (Estación de Colonia Jardín) y la línea 12 (Estación de Somosaguas Centro). Además, las líneas de cercanías C7 y C10 tienen parada en Pozuelo de Alarcón. También hay varias líneas de autobuses que pasan por la zona, proporcionando una excelente conexión con el resto de la ciudad. Somosaguas es un barrio residencial exclusivo y tranquilo, conocido por sus amplias zonas verdes y su ambiente familiar. Es el lugar ideal para aquellos que buscan disfrutar de la tranquilidad y la naturaleza sin renunciar a la comodidad de estar cerca de la ciudad. Además, cuenta con una amplia oferta de servicios y comodidades, como restaurantes, tiendas y centros educativos de alta calidad. En GILMAR llevamos desde 1983 ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente cualificados se encarga de ofrecer un servicio personalizado y de calidad, adaptado a las necesidades de cada cliente. Si deseas más información sobre este impresionante chalet en Somosaguas, no dudes en contactarnos y proporcionarnos la referencia 143680. Estaremos encantados de ayudarte a hacer realidad tus sueños de vivienda. Puedes visitarnos en nuestra oficina en Avda. de Europa 14, o llamarnos al También puedes escribirnos un correo electrónico a. ¡Estamos a tu disposición!",False,good,False,,7487.0,False,False,False,False,[],False,False,7000000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente,SA143680,True,True,,,,independantHouse,
102296727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/7d/b8/1150950615.webp,10,bj,157500.0,flat,sale,54.0,True,2,1,calle de José del Pino,Madrid,Madrid,Villaverde,es,Los Rosales,40.3521324,-3.6909408,False,https://www.idealista.com/inmueble/102296727/,"***SIN COMISIONES DE AGENCIA INMOBILIARIA***  Oportunidad de inversión: inmueble alquilado. Renta actual: 685.05 €/mes. Fecha de fin de contrato: 05/2027. Imposibilidad de visita interior. ***Las fotografías pueden no corresponderse con el estado actual del inmueble, consúltenos las condiciones especiales de compraventa. *** HOGALIA ofrece ACOGEDOR PISO en Villaverde Bajo-Cruce. Se alquila sin amueblar. Cuenta con 54 m2 distribuidos en 2 HABITACIONES espaciosas, cocina independiente amueblada, baño con amplia bañera y bonito salón-comedor. Además cuenta con un patio de uso. El suelo de gres, las ventanas de aluminio. Es luminoso gracias al patio, ventanas en todas las estancias.  Rodeado de todo tipo de comercios y servicios, a 4 minutos del metro de Villaverde Bajo-Cruce. Especialistas en venta y alquiler de viviendas Soluciones a su medida Encuentra más en.",False,good,False,False,2917.0,True,False,False,False,[],False,False,157500.0,€,flat,"Los Rosales, Madrid",Piso en calle de José del Pino,FHOH-2093,,,164500.0,7000.0,4.0,,
107775869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/3e/c4/1323744350.webp,40,3,298000.0,duplex,sale,53.0,True,2,2,calle Puerto de Maderi,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3919944,-3.6682399,False,https://www.idealista.com/inmueble/107775869/,"Información de la vivienda DOMUS CONSULTING INMOBILIARIO VENDE MAGNICFICO ATICO DUPLEX EXTERIOR de 51,24 m2 CON ASCENSOR. TERRAZA, TRASTERO Y GARAJE. Consta de Salón comedor con mirador, cocina, almacen-tendedero y cuarto de baño con una terraza de aproximadamente 16 m2. Bajo cubierta con 2 dormitorios y cuarto de baño. En cuanto a su situación, el distrito de Vallecas es una de las zonas más vibrantes y autenticas de Madrid, con muy buenas conexiones (metro, autobús o tren) tanto al centro de la ciudad como a otras áreas periféricas. Cuenta con todo tipo de servicios públicos como colegios, hospitales, centros de salud, zonas verdes, así como con una gran oferta gastronómica, cultural y de ocio. Información del edificio  -Edificio de 4 plantas -3 vecinos por planta -Ascensor -11 viviendas -Garajes/Trasteros Memoria Calidades;  •Edificio de hormigón armado •Fachada de ladrillo cara vista •paredes gotelé,  •suelo de tarima de madera,  •puertas de madera maciza  •ventanas climalit y velux bajo cubierta •Cocina amueblada Telefonillo •Calefacción y Agua caliente caldera gas •Radiadores  •Aire Acondicionado por planta •Orientación Noroeste •Escalera de acceso a la bajo-cubierta de madera. Contacta con nosotros hoy mismo para más información y para programar una visita personalizada. ¡Tu nuevo hogar te espera!",True,good,False,True,5623.0,True,False,False,False,[],False,False,298000.0,€,flat,"San Diego, Madrid",Dúplex en calle Puerto de Maderi,,True,True,,,,duplex,
108860492,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/c7/af/1362292891.webp,29,4,1390000.0,flat,sale,105.0,True,3,2,"calle de Hermosilla, 119",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4257926,-3.671606,True,https://www.idealista.com/inmueble/108860492/,"Presentamos esta vivienda exterior situada en una finca de 1963. El edificio es representativo y ofrece servicio de portería, así como dos de ascensores. Está junto a la Calle de Alcala con todos los servicios necesarios y muy cerca del Parque del Retiro. Al tener orientación sur, la vivienda recibe muchísima luz natural, creando un ambiente fantástico, acogedor y cálido. Movil:  De esta propiedad de 105 m² queremos destacar un trabajo de reforma integral, actualización y modernización de todas sus instalaciones, empleando materias de alta calidad, todo ello supervisado y proyectado por un equipo de interiorismo y una empresa de mobiliario, que han cuidado todos los detalles para crear un ambiente moderno y funcional, para que el cliente entre con sus cosas personales, disfrute, descanse y no se tenga que preocupar de ningún tipo de contratiempo. Se distribuye en hall, amplio salón-comedor con acceso a la terraza con vistas a la calle Hermosilla, cocina integrada y equipada que ofrece un espacio moderno y funcional para disfrutar en familia o con amigos. La zona de descanso está compuesta por tres dormitorios con armarios empotrados, con dos baños, uno en suite.  El piso está equipado con calefacción y aire acondicionado en todas las estancias, regulables mediante el sistema domotico, para un confort personalizado durante todo el año. Las ventanas climalit no solo aíslan del ruido exterior, sino que también permiten la entrada de muchísima luz. La combinación de una ubicación exclusiva, una reforma de calidad y un diseño excepcional convierte a esta propiedad en una oportunidad única para disfrutar de un estilo de vida sofisticado en la capital. La vivienda se entrega -si así se desea- con todo el mobiliario a estrenar. Adjuntamos render. Quedamos a su entera disposición.",False,good,False,True,13238.0,True,False,False,False,[],False,False,1390000.0,€,flat,"Goya, Madrid","Piso en calle de Hermosilla, 119",,,,,,,,
105395084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/ab/8e/1250802736.webp,33,5,950000.0,penthouse,sale,95.0,True,2,2,calle de Fuencarral,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4222015,-3.7000035,False,https://www.idealista.com/inmueble/105395084/,"Inmobiliaria Busco Tú Piso pone a su disposición bonito ático en la calle Fuencarral, pleno centro de Madrid, próximo a Chueca, Gran Vía, con varios metros próximos y líneas de autobús. Zona comercial con todo tipo de servicios: supermercados, restaurantes, cafeterías, tiendas de moda, bancos,.. . Características: - 95 m2 distribuidos en cocina abierta a salón, 2 dormitorios, uno de ellos en alto, 2 baños, uno de ellos en suite y 2 terrazas. - Muy luminoso. Todo exterior. - Amueblado. - Cocina equipada con electrodomésticos de calidad. - Salón con vistas a la terraza. - Tiene dos terrazas, una de ellas con salida desde la cocina y salón con toldo incorporado. - Cuenta con una segunda terraza en la parte alta más pequeña. - 2 dormitorios completos. - 2 baños - Calefacción y aire acondicionado por conductos. - Finca con ascensor.",False,good,False,True,10000.0,True,False,False,False,[],False,False,950000.0,€,flat,"Malasaña-Universidad, Madrid",Ático en calle de Fuencarral,FUEN45-4,,,,,,penthouse,
108960028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/99/c6/1360154809.webp,56,1,1057000.0,flat,sale,165.0,True,4,2,avenida del Talgo,Madrid,Madrid,Moncloa,es,Aravaca,40.4486147,-3.7844079,False,https://www.idealista.com/inmueble/108960028/,"Luz, espacio y calidad de vida en Aravaca Vivienda exterior de 165 m² en la codiciada Avenida del Talgo, una de las zonas más exclusivas de Aravaca. Piso amplio, muy luminoso y con una distribución cómoda y funcional. Dispone de cuatro dormitorios con armarios empotrados, dos baños completos (uno en suite), amplio salón-comedor, cocina independiente con zona de office y tendedero cubierto. Vivienda bien conservada, lista para entrar a vivir. Ubicada en una urbanización privada construida en 1999 que ofrece todo lo necesario para el disfrute y el confort: piscina, pistas de pádel, gimnasio, sauna, sala de bicicletas, vigilancia 24 horas y una plaza de garaje incluida en el precio. La localización es inmejorable, con todos los servicios a mano: colegios, supermercados, zonas verdes, centros de salud y oferta de ocio. A solo unos minutos andando de la estación de Renfe Aravaca (líneas C7 y C10) y con fácil acceso a la A-6, M-40 y M-503. También cuenta con conexión por varias líneas de autobús que enlazan rápidamente con Moncloa y otras zonas clave. Una oportunidad única para vivir en una zona residencial tranquila, bien conectada y con todas las comodidades.",False,good,False,True,6406.0,True,False,False,False,[],False,False,1057000.0,€,flat,"Aravaca, Madrid",Piso en avenida del Talgo,XBMAD0083,True,True,,,,,
108688458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/6e/0e/1352198719.webp,33,1,775000.0,flat,sale,118.0,True,5,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4256818,-3.7121434,False,https://www.idealista.com/inmueble/108688458/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa EN VENTA: Vivienda exterior con tres balcones a la calle Martín de los Heros, junto a la Plaza de España, distribuida en 5 dormitorios, cocina independiente y un cuarto de baño. Consta de 118 metros cuadrados, y necesita de una reforma integral. Tiene muchas posibilidades de renovación y reestructuración, ya que prácticamente todos los tabiques se pueden derribar, y los dos muros de carga tienen diversos huecos que permiten modificar la distribución actual. Tiene una zona exterior a la calle (salón y comedor o dormitorio), y otra a un patio de manzana (cocina, cuarto de baño y dormitorios), ambos con muy buena luz natural, teniendo orientación suroeste por la parte exterior y noreste por la interior. Se encuentra en una zona privilegiada, en Argüelles, junto a la Plaza de España, en una calle tranquila donde se encuentra el Paseo de la Fama de Madrid, con los cines Renoir y Golem, cerca de teatros ubicados en Gran Vía, y además está rodeada de pequeños comercios de barrio, grandes superficies comerciales como Corte Inglés, Zara, Centro Comercial Príncipe Pio, y otros. El barrio cuenta con buenas comunicaciones. M30 hacia todas direcciones, Metro en Plaza de España, Príncipe Pio, Ventura Rodríguez, Autobuses urbanos e interurbanos, Cercanías Renfe, etc.",False,renew,False,False,6568.0,True,False,False,False,[],False,False,775000.0,€,flat,"Argüelles, Madrid",Piso en calle de Martín de los Heros,,,,,,,,
108785773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/d5/53/1355073972.webp,20,2,219900.0,flat,sale,75.0,True,3,1,calle San Fortunato,Madrid,Madrid,Usera,es,San Fermín,40.3718334,-3.6908292,False,https://www.idealista.com/inmueble/108785773/,"*TECNOCASA SAN FERMIN, ESTUDIO INMOBILIARIO SAN FERMIN S. L* Vende en exclusiva esta magnifica segunda planta con ascensor situada en la Calle San Fortunato. La vivienda se sitúa en un bloque reformado en su interior, con ascensor. Es completamente exterior y se distribuye en 3 amplias habitaciones muy luminosas, salón con acceso directo a la terraza ( de 10 metros cuadrados), cocina actualizada y baño recientemente reformado y adaptado con plato de ducha.  El piso cuenta con una amplia terraza de 10 metros cuadrados con acceso desde el salón y la cocina. El piso se encuentra en la parte céntrica de San Fermin, está a 6 minutos caminando del metro 12 de octrubre y a 3 minutos del parque Manzanares. TRANSPORTE: Metro del 12 de Octubre (Linea 3) y cercano al metro San Fermin-Orcasur. Renfe Cercanías (12 de Octubre). Autobuses (LINEAS 22, 23, 59 N12, N13, N14). Salidas directas a( M-30, M-40 y A-4 ). Otros servicios: Colegios, farmacia, mercados (Mercadona, Lidl, Día), bancos (Caixa, Santander), guarderías, etc. Inmobiliaria en Usera, San Fermín Madrid - Tecnocasa Estudio Inmobiliario San Fermin SL.",False,good,False,True,2932.0,False,False,False,False,[],False,False,219900.0,€,flat,"San Fermín, Madrid",Piso en calle San Fortunato,,,,225000.0,5100.0,2.0,,
108651796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/5f/cb/1351114032.webp,26,5,330000.0,studio,sale,65.0,True,0,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4264245,-3.7135347,False,https://www.idealista.com/inmueble/108651796/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa  EN VENTA: Apartamento exterior en quinta planta con ascensor. Muy luminoso y recién reformado, se ubica en la C/Martín de los Heros, en pleno barrio de Argüelles. Su distribución es la siguiente: estudio/ salón, cocina integrada, cuarto de baño completo con plato de ducha y vestidor. La vivienda tiene zonas abuhardilladas, pero tiene muy buena altura en prácticamente toda su superficie. El piso se entrega tal y como como se aprecia en las fotos. La cocina dispone de frigorífico, lavadora, microondas, placa vitrocerámica y almacenaje. Excelente zona, perfectamente comunicada con el transporte público y todos los servicios a su disposición. A escasos metros de Plaza de España, junto a los cines Renoir y Golem, y el paseo de la fama de Madrid.",False,good,False,True,5077.0,True,False,False,False,[],False,False,330000.0,€,flat,"Argüelles, Madrid",Estudio en calle de Martín de los Heros,,,,,,,studio,
109144031,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/18/2f/1365603368.webp,30,1,305000.0,studio,sale,39.0,False,0,1,calle del Ventorrillo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4082128,-3.7047783,False,https://www.idealista.com/inmueble/109144031/,"Somos Sleepers, los transformadores de esta mítica corrala de Ventorrillo! Les traemos este proyecto que forma parte de la historia del Barrio y que conservando su espacio original y respetando su condición de edificio protegido, se ha renovado completamente reforzando su estructura, habilitando nuevas canalizaciones, creando un renovado sistema eléctrico y hasta los aislantes que lo convertirán en estudios de una estética modernista y de un confort único. Son estudios en promedio de 30 m2, con cocina americana abierta y provista de todos los grandes electrodomésticos, salas de baño moderna y bellos acabados, suelos de madera y ventanas de madera con doble acristalado. Completamente amueblados. Tenemos disponibles desde los bajos, primer y segundo piso. Sus precios varían dependiendo de la ubicación en el inmueble y la superficie del mismo. Su localización cercana al metro de Embajadores, nos ofrece una variedad de ofertas comerciales y culturales para vivir el Madrid actual, como la capital Europea a la moda! No dudes en contactarnos para que conozcas el gran proyecto de Sleepers!",True,good,False,True,7821.0,True,False,False,False,[],False,False,305000.0,€,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Ventorrillo,,,,,,,studio,
109011638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/c1/5e/1361651282.webp,35,4,313000.0,flat,sale,125.0,True,3,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,,40.2399392,-3.7076121,False,https://www.idealista.com/inmueble/109011638/,"""ESTUPENDA VIVIENDA EN VENTA  Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la planta 4 de un edificio residencial. Dispone de ascensor. Situado en San Jose Buenos Aires en el municipio de Pinto.  La vivienda se distribuye en tres dormitorios, salón-comedor, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Además cuenta con terraza, garaje, piscina, trastero y armarios empotrados.  Se encuentra ubicado en Oeste, Sureste de Pinto. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Pinto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 240 metros  La zona cuenta con una amplia oferta de entretenimiento con 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Sur, M-506 y la Calle Aguilas.  Estado de la vivienda: vacante. "".",True,good,False,True,2504.0,True,False,True,False,[],False,False,313000.0,€,flat,"San José - Buenos Aires, Pinto",Piso,2110/21100032/26,True,True,,,,,
109164366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/cb/b4/1366164799.webp,21,1,595000.0,flat,sale,58.0,True,1,1,calle de Costa Rica,Madrid,Madrid,Chamartín,es,Nueva España,40.4571838,-3.6750726,False,https://www.idealista.com/inmueble/109164366/,"Vesta Properties saca a la venta este estupendo piso de un dormitorio en pleno barrio de Nueva España, una de las zonas más demandadas de Chamartín. Es una primera planta totalmente exterior con orientación este y amplitud de vistas. La vivienda ha sido reformada integralmente en el año 2022 con estupendas calidades. La cocina es americana y tiene electrodomesticos de primera gama; da a un espacioso salón con vistas a una calle amplia. Los ventanales son estupendos y entra una luz fabulosa a toda la casa. El dormitorio, doble y de buen tamaño, tiene un estupendo ventanal, para una zona de estudio. Se encuentra en una comunidad cerrada con un estupendo patio con bancos y soportales. Tiene portero y cámaras de seguridad.  La localización del piso es estratégica; en plena calle Costa Rica rodeada de comercios, supermercados y restaurantes. Con una estupenda salida a la M30 y con parada de metro a tiro de piedra, este piso es una estupenda opción para quien busque vivir en la zona de Nueva España en un piso reformado y luminoso. En Vesta Properties trabajamos para dar el mejor servicio tanto en alquiler como en venta. Para solicitar visitas o más información, no dude en ponerse en contacto con nosotros.",False,good,False,True,10259.0,False,False,False,False,[],False,False,595000.0,€,flat,"Nueva España, Madrid",Piso en calle de Costa Rica,,,,,,,,
108677598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/03/af/1351864694.webp,20,bj,615000.0,flat,sale,65.0,True,2,2,"calle de Antonio Acuña, 25",Madrid,Madrid,Retiro,es,Ibiza,40.4209008,-3.6787527,True,https://www.idealista.com/inmueble/108677598/,"A 80 metros del Retiro: elegancia, luz y confort en el corazón del Barrio de Salamanca Piso reformado de 65 m² en venta en Antonio Acuña 25 con patio interior del edificio de uso y disfrute de 10m2 Descubre este encantador apartamento completamente renovado, ubicado en una de las calles más exclusivas de Madrid, a tan solo 80 metros del Parque del Retiro. Una oportunidad única para vivir (o invertir) en el prestigioso Barrio de Salamanca, en una finca con portero y excelente comunicación. Distribución inteligente y funcional •2 dormitorios •2 baños completos (uno en suite) •Salón luminoso •Cocina abierta integrada •Armarios empotrados •Ventanas al exterior y a un patio interior propio Con una distribución pensada al detalle, este piso aprovecha cada metro con eficiencia, ofreciendo estancias acogedoras y prácticas, ideales tanto para vivir como para alquilar desde el primer día. Detalles de decoración y acabados •Armarios empotrados en toda la pared frente a la entrada •Puertas correderas ciegas, lisas y lacadas en blanco •Armarios modulares nuevos con tablero liso y lacado •Encimera de lavabo hecha con madera de roble tintado en negro •Inodoro suspendido de porcelana vitrificada blanca •Lavadora-secadora incorporada, excelente para espacios pequeños Estos elementos resaltan no solo la calidad, sino también el estilo moderno y funcional que caracteriza esta reforma. Luz natural, privacidad y excelente ventilación. El salón cuenta con ventanas a la calle Antonio Acuña, pero, gracias a su ubicación elevada, la vivienda no es visible desde la calle, lo que garantiza privacidad total sin renunciar a la luz natural. Ambos dormitorios se abren a su propio patio interior, lo que crea una atmósfera tranquila, luminosa y ventilada durante todo el día. Equipamiento de dormitorios: •Dormitorio principal: cama de matrimonio, armarios empotrados y televisión •Segundo dormitorio: cama de matrimonio y armarios Confort y tecnología: •Aire acondicionado centralizado, regulable en toda la vivienda •Ventanas oscilo batientes con doble acristalamiento, ideales para aislamiento acústico y térmico •Puerta de entrada blindada •Cronotermostato digital Coati para programar y controlar temperatura por zonas y franjas horarias Ubicación privilegiada •En Antonio Acuña, junto a O’Donnell y Retiro •A 1 minuto de la parada de autobús “O’Donnell – Retiro” •Muy cerca de las estaciones de metro Retiro y Príncipe de Vergara •Estación de BiciMAD y paradas de taxi a escasos metros Las imágenes hablan por sí solas: acabados de alta calidad, diseño contemporáneo y un ambiente sereno, elegante y práctico. ¡No pierdas esta oportunidad! Contáctame para más información o para concertar una visita. Trabajo todos los días de la semana, de lunes a domingo. Puede contactarme cuando quiera.",False,good,False,True,9462.0,True,False,False,False,[],False,False,615000.0,€,flat,"Ibiza, Madrid","Piso en calle de Antonio Acuña, 25",ANTONIO ACUÑA,,,,,,,
109146223,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/0a/45/1365651336.webp,29,7,730000.0,penthouse,sale,102.0,True,4,2,AV AMERICA,Madrid,Madrid,Chamartín,es,Prosperidad,40.4378407,-3.6784277,False,https://www.idealista.com/inmueble/109146223/,"La excepcionalidad de esta vivienda para reformar situada en una séptima planta en el mejor tramo de Avenida de América se debe, entre otras cosas, a su luminosidad y sus vistas. Actualmente se distribuye en una hall de entrada con armario vestidor, salón con terraza, cocina con balcón, tres dormitorios, un baño y un aseo. Existe la posibilidad de ceder la concesión de una amplia y cómoda plaza de garaje municipal, no incluida en el precio anunciado.   Con doble exposición sur/norte, la zona sur, hacia la que se orienta el salón -con dos puertas a terraza más una ventana y un dormitorio, da a Avenida de América, mientras que la zona norte, hacia la que se orientan cocina con balcón, dos dormitorios, el baño y el aseo, da hacia un maravilloso jardín de manzana (imágenes adjuntas en el anuncio).  Con un plano rectangular perfecto y con todas las estancias exteriores, la vivienda se presta a una reforma con resultados excepcionales. Al estar alejada de la zona de circulación de los vehículos de la Avenida, el interior de la vivienda no resulta ruidoso.  El edificio dispone de ascensor y zonas comunes.",False,renew,False,True,7157.0,True,False,False,False,[],False,False,730000.0,€,flat,"Prosperidad, Madrid",Ático en Av America,,,,,,,penthouse,
